Ras Ain Rhamna	id=g:6546513
Les Gerbovetskiy	id=g:831250
Gora Redi	id=g:831252
Gora Gurez	id=g:831253
Fedoreuca	id=g:831254
Zahareuca	id=g:831255
Codrul Nou	id=g:831256
Dealul Holmuraş	id=g:831257
Dealurile Golmorchetru	id=g:831258
Cunparia	id=g:831259
Flutura	id=g:831261
Selishtya	id=g:831262
Vrăneşti	id=g:831264
Zolotaia	id=g:831271
Gora Reduluy	id=g:831294
Gora Kashi	id=g:831295
Rîpa Ciutuleşti	id=g:831297
Rîpa Morii	id=g:831298
Rîpa Pohoarna	id=g:831299
Dealul Magja Roşie	id=g:831301
Plan	id=g:831303
Saharna	id=g:831307
Dealul Mataseni	id=g:831319
Roshkana	id=g:831324
Balka Kolonitsa	id=g:831325
Culcani	id=g:831328
Vrazhe	id=g:831330
Ovrag Gyrtop	id=g:831331
Ovrag Rypiy	id=g:831332
Rîpa Valei	id=g:831335
Rîpa Lacuri	id=g:831336
Leuşeni	id=g:831337
Rîpa Fîntîna-Joia	id=g:831338
Rîpa Drăghinici	id=g:831341
Marinya	id=g:831342
Rîpa Roşcovoaia	id=g:831346
Rîpa Denoaia	id=g:831347
Rîpa Lipcani	id=g:831348
Valea Budelev	id=g:831349
Valea Cucuţa	id=g:831350
Pădurea Dumbrava	id=g:831351
Valea Cînichii	id=g:831352
Otdel Sorokskogo Sovkhoza-Tekhnikuma	id=g:831353
Valea Caluniţa	id=g:831354
Valea Năduşita	id=g:831356
Valea Bezenilor	id=g:831357
Valea Frumuşica	id=g:831358
Rîpa Voedului	id=g:831359
Dealul Ghindeşti	id=g:831360
Rîpa Mare	id=g:831361
Dealul Cerniţa	id=g:831362
Rîpa Stoicani	id=g:831363
Pădurea Kugureşti	id=g:831364
Buriacovaia	id=g:831366
Rîpa Valea Adîncă	id=g:831367
Rîpa Adîncă	id=g:831368
Yar Mokov	id=g:831370
Kamka	id=g:831378
Balka Setishka	id=g:831381
Malina	id=g:831387
Odaya	id=g:831388
Balka Gnilaya	id=g:831389
Satuluy	id=g:831433
Gora Dyalu-Mare	id=g:831434
Zviozdocica	id=g:831435
Balka Kasa-Pole	id=g:831436
Balka Tokuzskaya	id=g:831437
Balka Satuluy	id=g:831438
Ozero Svinoye	id=g:831442
Gora Korogoytsa	id=g:831477
Viişoara	id=g:831482
Răscăieţii Noi	id=g:831483
Gora Semedin	id=g:831484
Gora Bondya	id=g:831485
Sălcuţa Nouă	id=g:831486
Shtubey	id=g:831487
Lacul Crasnoe	id=g:831488
Gora Kaushany	id=g:831489
Balka Pyrev	id=g:831490
Halta Caşcalia	id=g:831491
Halta Sălcuţa	id=g:831492
Şina de Ocolit 34 km	id=g:831493
Şina de Ocolit Marianca	id=g:831494
Raionul Hînceşti	id=g:858803
Raionul Şoldăneşti	id=g:858808
Unitatea Teritorială din Stînga Nistrului	id=g:858889
Unitate Teritorială Autonomă Găgăuzia	id=g:858895
Transnistria	id=g:858911
Municipiul Bender	id=g:861487
Ivăneşti	id=g:863759
Armanca	id=g:863762
Nihoreni	id=g:863763
Iablona Veche	id=g:863764
Cot	id=g:863765
Socii Vechi	id=g:863766
Catranîc	id=g:863767
Negurenii Noi	id=g:863769
Cioropcani	id=g:863770
Staţia de Cale Ferată Pîrliţa	id=g:863772
Halta Bumbăta	id=g:863773
Mereneşti	id=g:864133
Mălăieşstii Noi	id=g:864907
Izbişte	id=g:864908
Żurka	id=g:864909
Bukhta	id=g:864910
Samsonovka	id=g:864911
Secăreni Noi	id=g:864912
Horodca	id=g:864913
Ichel	id=g:864917
Roşcanii de Jos	id=g:864923
Rezina Sat	id=g:864934
Halta 106 km	id=g:864938
Halta 120 km	id=g:864940
Şofranovca	id=g:864947
Suhat	id=g:864948
Cortenul Nou	id=g:864949
Tarakliyskoye Vodokhranilishche	id=g:864950
Acui de Sus	id=g:864951
Floricica	id=g:864952
Nicolaevca	id=g:864953
Cociulia Nouă	id=g:864954
Bulgari	id=g:864955
Halta Dezghingea	id=g:864956
Dimitrovca	id=g:864957
Şina de Ocolit Cioc Maidan	id=g:864958
Carabiber	id=g:864959
Troyan Vtoroy	id=g:864960
Khutor Saray	id=g:864961
Piteşti	id=g:864962
Usăteni	id=g:864963
Bogdanovca	id=g:864964
Halta Ivanovca	id=g:864965
Baurci	id=g:864966
Tălăieştii-Noi	id=g:864967
Tălăieştii-Vechi	id=g:864968
Ivanovca Nouă	id=g:864969
Broscari	id=g:864970
Oneştii Noi	id=g:864971
Chetroşenii Noi	id=g:864972
Mânăstirea Suruceni	id=g:864973
Humuleşti	id=g:864974
Etulia Nouă	id=g:864975
Etulia Nouă	id=g:864976
Viduca	id=g:864977
Ozero Drachele	id=g:864978
Ozero Badel’nik	id=g:864979
Ozero Rotunda	id=g:864980
Nicolaevca	id=g:864981
Sătuc	id=g:864982
Valya Gavanosa	id=g:864983
Novoye Aleksandrovo	id=g:864984
Netush	id=g:864985
Cătun Vulcăneşti	id=g:864986
Greceni	id=g:864987
Mirnoe	id=g:864988
Cazaclia	id=g:864989
Ciorâta	id=g:864990
Tudoreşti	id=g:864991
Shlenger	id=g:864992
Costiujeni	id=g:865514
Lacul Valea Morilor	id=g:865579
Municipul Bălţi	id=g:873909
Baltsi-Leadoveni - The North of Moldova	id=g:6299774
Kaxul - The South of Moldova	id=g:6299775
Chisinau International Airport	id=g:6299776
Kisinev	id=g:6301867
Straseni TV Mast	id=g:7281915
Mîndreştii Noi TV Mast	id=g:7282087
Moldavskaya GRES-5	id=g:7283699
Grigoriopol transmitter, 250 m mast	id=g:7284542
Zelenkov Kamen	id=g:783933
Završko Brdo	id=g:783979
Vučji Krš	id=g:784090
Vuča	id=g:784110
Veliki Hrid	id=g:784561
Turjak	id=g:784816
Amnica	id=g:785500
Starac	id=g:785565
Savin Bor	id=g:786053
Opština Rožaje	id=g:786233
Rožaje	id=g:786234
Radetina	id=g:786609
Poroča	id=g:786855
Piskavica	id=g:787046
Paučinska Reka	id=g:787168
Paučina	id=g:787169
Murovac	id=g:787774
Malji Nečinat	id=g:788222
Maja Horolac	id=g:788261
Kruščica Planina	id=g:788980
Kruščica	id=g:788983
Krstača	id=g:789002
Kalica	id=g:789672
Kalače	id=g:789693
Kacuber	id=g:789709
Javorova	id=g:789836
Jablanica	id=g:789948
Ibarac	id=g:790037
Homar	id=g:790051
Bakrnjača	id=g:790185
Grahovo	id=g:790213
Gospođin Vrh	id=g:790298
Gornja Lovnica	id=g:790487
Dubočak [historical]	id=g:790989
Maja Dramadol	id=g:791083
Dašča Rijeka	id=g:791624
Dacići	id=g:791650
Velike Crnokrpe	id=g:791766
Donja Crnča	id=g:791837
Čakor	id=g:792065
Bukovica	id=g:792149
Borovar	id=g:792435
Bor	id=g:792457
Bogićevica	id=g:792513
Bogaje	id=g:792526
Biševo	id=g:792602
Bijela Crkva	id=g:792628
Gornji Besnik	id=g:792647
Bandera	id=g:792805
Bašće	id=g:792844
Balotići	id=g:792962
Bać	id=g:793031
Malindubrava	id=g:793184
Gornja Crnča	id=g:793185
Bovan	id=g:793186
Dolina	id=g:793187
Skenderska Kalica	id=g:793188
Ćosovica	id=g:793189
Zloglavlje	id=g:793190
Honciće	id=g:793191
Gusnice	id=g:793192
Klanac	id=g:793193
Donja Lovnica	id=g:793194
Popova Glava	id=g:793195
Bačevac	id=g:793196
Luke	id=g:793197
Lučica	id=g:793198
Plumci	id=g:793199
Plunski Stanovi	id=g:793200
Donji Bukelj	id=g:793202
Halilović	id=g:793203
Džakovica	id=g:793204
Redžov Laz	id=g:793205
Mokri Do	id=g:793206
Petkov Do	id=g:793207
Murgaš	id=g:793208
Dubovik	id=g:793209
Javornik	id=g:793214
Hridski Stanovi	id=g:793215
Male Crnokrpe	id=g:793220
Kopiljača [historical]	id=g:793222
Sređani	id=g:793230
Grižice	id=g:793241
Njeguši	id=g:793649
Bogićevica	id=g:793665
Hridsko Jezero	id=g:829560
Vaganica	id=g:829576
Hajla	id=g:829578
Planinica	id=g:829623
Sandžak	id=g:831177
Krši i Ðonit	id=g:831506
Lazanjska Reka	id=g:831529
Bukeljka	id=g:831530
Kaluđerski Laz	id=g:831531
Smalkucljev Vrh	id=g:831532
Krš	id=g:831533
Kula	id=g:831535
Asan Agin Vrh	id=g:831536
Ivovik	id=g:831537
Leđina Pećina	id=g:831538
Mekovski Stanovi	id=g:831539
Muratov Vrh	id=g:831540
Gornji Bukelj	id=g:831541
Peškovići	id=g:831542
Peškovski Krš	id=g:831543
Lomovi	id=g:831544
Crni Vrh	id=g:831545
Lagja Rugova	id=g:831546
Brahim Breg	id=g:831547
Zarina Česma	id=g:831548
Maja Malsont	id=g:831549
Bandžov	id=g:831550
Crni Vrh	id=g:831551
Maja Ljugut	id=g:831552
Hal	id=g:831553
Redžića Krlje	id=g:831554
Koljeno	id=g:831555
Županica	id=g:831556
Strmenjača	id=g:831557
Crnja	id=g:831558
Coka	id=g:831559
Višnjice	id=g:831560
Vijenac	id=g:831561
Vrelo	id=g:831562
Anđuša	id=g:831563
Ibrova Litica	id=g:831564
Bjeluha	id=g:831565
Šuplji Krš	id=g:831566
Njeguski Potok	id=g:831568
Donji Besnik	id=g:831569
Donje Vrelo	id=g:831571
Gornje Vrelo	id=g:831572
Bibin Do	id=g:831573
Rukatke	id=g:831574
Backe Peqine	id=g:831575
Graleva	id=g:831587
Paljevine	id=g:831588
Malinjak	id=g:831589
Džudževići	id=g:831590
Ovna	id=g:831591
Kajevići	id=g:831592
Glave	id=g:831593
Plana	id=g:831603
Pripec	id=g:831604
Bukovička Reka	id=g:831605
Klisura	id=g:831606
Donje Biševo	id=g:831607
Kalenice	id=g:831608
Vršine	id=g:831609
Crni Vrh	id=g:831610
Šušter	id=g:831611
Lovnička Reka	id=g:831612
Seošnica	id=g:831613
Borova Glava	id=g:831614
Grahovska Vrela	id=g:831615
Veliko Brdo	id=g:831616
Tuzeva Luka	id=g:831617
Duduška Glavica	id=g:831618
Kosmatica	id=g:831619
Gola Brda	id=g:831620
Blato	id=g:831621
Jajinak	id=g:831622
Čoklije	id=g:831623
Razdolje	id=g:831624
Kačari	id=g:831625
Radulova Glavica	id=g:831626
Rudnica	id=g:831627
Šiljak	id=g:831628
Blace	id=g:831629
Reparica	id=g:831630
Karaula	id=g:831631
Jelenčica	id=g:831634
Lom	id=g:831635
Musina Jama	id=g:831636
Mujov Vrh	id=g:831637
Ćafa	id=g:831638
Bukovo Vrelo	id=g:831639
Ober	id=g:831641
Šegov Omar	id=g:831642
Mala Reka	id=g:831643
Rijeka	id=g:831644
Usovište	id=g:831645
Oman Dol	id=g:831646
Velika Podina	id=g:831764
Stupa	id=g:831931
Dračinovac	id=g:831932
Ibarac	id=g:831933
Turjak	id=g:834123
Međusten	id=g:834151
Moravac	id=g:834152
Gizdavac	id=g:834156
Babinopoljska Reka	id=g:834262
Babino Polje	id=g:834263
Zavoj	id=g:834270
Mladica	id=g:834274
Crni Krš	id=g:834277
Arifova Glava	id=g:834281
Ćafa e Aljucit	id=g:834394
Karaula Bogićevica	id=g:834396
Karaula Bjelaj	id=g:834398
Ðurino Brdo	id=g:834465
Dragutinovići	id=g:834466
Karadžino Brdo	id=g:834467
Banišor	id=g:834468
Moravac	id=g:834469
Moravski Krš	id=g:834470
Ugljanski Krš	id=g:834471
Jablanica	id=g:834472
Lazovske Strane	id=g:835622
Ravne Livade	id=g:855025
Kočulati	id=g:855026
Potočina	id=g:855027
Pus i Škalt	id=g:855061
Smetište	id=g:855062
Šipovički Krš	id=g:855063
Pičeta	id=g:855064
Rđavi Potok	id=g:855092
Suvo Smrče	id=g:855093
Lokve	id=g:855094
Lijepodolska Gora	id=g:855095
Lijepi Do	id=g:855096
Izvori	id=g:855097
Vaganički Krš	id=g:855098
Krlje	id=g:855099
Ćete	id=g:855100
Zečevica	id=g:855101
Ćafa	id=g:855102
Nikoda	id=g:855103
Plavski Nečinat	id=g:855104
Malsor	id=g:855105
Vrela	id=g:855106
Ćafa e Šterpave	id=g:855107
Ćetat	id=g:855108
Proni Škodres	id=g:855115
Jelenski Potok	id=g:855116
Devojački Potok	id=g:855117
Rupice	id=g:855118
Ravno Brdo	id=g:855119
Badin Potok	id=g:855120
Klešića Glava	id=g:855121
Duboki Potok	id=g:855122
Miličina Ravan	id=g:855124
Mali Starac	id=g:855125
Pišljiv Krš	id=g:855126
Valja	id=g:855127
Qafa e Halis	id=g:855135
Štedim	id=g:855137
Ljoćki Stanovi	id=g:855139
Rupe	id=g:855215
Dazdarev Potok	id=g:855216
Prenčova Strana	id=g:855217
Zavojski Potok	id=g:855218
Jela	id=g:855229
Musića Livade	id=g:855230
Duboki Potok	id=g:855231
Sirova Gora	id=g:855232
Dedina Bara	id=g:855233
Ljazov Potok	id=g:855234
Strug	id=g:855235
Orlov Krš	id=g:855236
Redžepagica Livade	id=g:855237
Studenac	id=g:855238
Hridski Krš	id=g:855239
Veliki Bjelaj	id=g:855240
Mala Bogićevica	id=g:855241
Mali Hrid	id=g:855242
Omerov Krš	id=g:855243
Studenac	id=g:855244
StudenacPotok	id=g:855245
Duboki Potok	id=g:855246
Modri Potok	id=g:855247
Strugovo	id=g:855248
Pčeliji Krš	id=g:855249
Hodžin Ravan	id=g:855250
Ravno Brdo	id=g:855260
Ćafa Bogićes	id=g:855261
Ljukšterp	id=g:855262
Borovi	id=g:855263
Begova Voda	id=g:855264
Mali Bjelaj	id=g:855265
Ramin Horolac	id=g:855266
Feratovića Horolac	id=g:855267
Katun Feratovića	id=g:855268
Maja e Karafilit	id=g:855269
Krš Džombalića	id=g:855270
Bjeska e Šterpave	id=g:855271
Staričev Potok	id=g:855283
Planinarski Dom Čakor	id=g:862250
Jara	id=g:862269
Šuškalovica	id=g:862299
Šekularska Reka	id=g:862310
Špela Kavča	id=g:862313
Vrela	id=g:862318
Vaganička Gora	id=g:862319
Vreteno	id=g:862321
Bjeluha	id=g:862323
Čakorski Potok	id=g:862325
Meteški Potok	id=g:862326
Bjeluha	id=g:862327
Babin Potok	id=g:862328
Devojački Krš	id=g:862329
Babina Gora	id=g:862330
Redžova Česma	id=g:862333
Jelenak	id=g:862334
Emir Brdo	id=g:862335
Boluga	id=g:862336
Malisorski Katuni	id=g:862342
Javorsko Brdo	id=g:862354
Javorište	id=g:862356
Zavoj	id=g:862358
Bivoljak	id=g:862359
Hridska Reka	id=g:862360
Grotljivica	id=g:862365
Hridska Gora	id=g:862366
Tepsijica	id=g:862367
Strmec	id=g:862369
Ledni Izvori	id=g:862372
Studenac	id=g:862373
Bela Voda	id=g:862374
Hladna Voda	id=g:862375
Stari Katun	id=g:862380
Vrela	id=g:862381
Ruža	id=g:862382
Jelića Katun	id=g:862383
Bela Česma	id=g:862384
Dio	id=g:862385
Gura Daš	id=g:862387
Kotlovi	id=g:862390
Košutica	id=g:862391
Ujkov Krš	id=g:862392
Krš Bogićevica	id=g:862393
Preslapa	id=g:862394
Maja e Bajrakut	id=g:862395
Vračevo	id=g:862396
Mala Glođija	id=g:862397
Ðakovo	id=g:862435
Mokri do	id=g:862436
Petkov Do	id=g:862437
Lađevac	id=g:862438
Mustafin Krš	id=g:862439
Krli	id=g:862440
Sero Polje	id=g:862441
Pločnik	id=g:862442
Dugi Laz	id=g:862443
Bijela Voda	id=g:862444
Mrtvica	id=g:862445
Krnja Jela	id=g:862446
Zdravac	id=g:862448
Goveđi Vrh	id=g:862453
Šučki Vrh	id=g:862454
Kobilin Do	id=g:862455
Petnjik	id=g:862456
Veliki Vrh	id=g:862457
Golubovac	id=g:862458
Velika Glavica	id=g:862459
Komarevac	id=g:862460
Raim Dol	id=g:862461
Kleča	id=g:862462
Grebenica	id=g:862463
Kobiljača	id=g:862464
Vrhovi	id=g:862465
Trnavice	id=g:862466
Duć	id=g:862472
Livadak	id=g:862473
Husovo Brdo	id=g:862474
Mali Vrh	id=g:862475
Vukićevac	id=g:862476
Miljuljak	id=g:862477
Repušnica	id=g:862478
Puč Polja	id=g:862479
Murovski Krši	id=g:862480
Borike	id=g:862481
Vlah	id=g:862482
Među Krše	id=g:862483
Glavica	id=g:862484
Borovo Brdo	id=g:862485
Medveđi Do	id=g:862486
Granice	id=g:862487
Muratovići	id=g:862488
Skenderovići	id=g:862489
Muhovići	id=g:862490
Pučino	id=g:862494
Korjen	id=g:862495
Turjak	id=g:862496
Ravna Gora	id=g:862498
Kalender Brdo	id=g:862499
Ðerkovo Brdo	id=g:862500
Vlahovi	id=g:862501
Vukajlovo Brdo	id=g:862502
Ðuranovića Luke	id=g:862503
Agovića Bare	id=g:862504
Ljuti Palj	id=g:862506
Krš	id=g:862507
Hotel Lokve	id=g:862508
Tikova	id=g:862509
Bukovik	id=g:862510
Prijeko Brdo	id=g:862511
Skrivena	id=g:862512
Kočine	id=g:862513
Rožajski Vrh	id=g:862514
Žarski Krš	id=g:862515
Ljuti Palj	id=g:862516
Garevine	id=g:862517
Dobro Buče	id=g:862518
Besernice	id=g:862519
Cmiljevica	id=g:862520
Karakol	id=g:862521
Skrobutača	id=g:862522
Ćafa Murgaš	id=g:862528
Mečkin Krš	id=g:862535
Glađija Katun	id=g:862536
Krš Camov	id=g:862541
Krstac	id=g:862542
Velika Glođija	id=g:862544
Siljevica	id=g:862545
Krlje	id=g:862565
Valušnica	id=g:3184423
Lumi i Cemit	id=g:3185916
Zvjerinac	id=g:3186264
Zvečava	id=g:3186266
Žute Kose	id=g:3186277
Zupci	id=g:3186288
Župa	id=g:3186298
Žukovica	id=g:3186310
Rt Žukovac	id=g:3186312
Zoganj	id=g:3186359
Zoganjsko Jezero	id=g:3186360
Ulcinjska Solana	id=g:3186361
Zminičko Jezero	id=g:3186368
Zminica	id=g:3186369
Zminjac	id=g:3186371
Zlorečica	id=g:3186382
Žlijebi	id=g:3186389
Zlatna Luka	id=g:3186398
Zla Gora	id=g:3186414
Žirci	id=g:3186452
Zijevo	id=g:3186462
Židovići	id=g:3186467
Zeta	id=g:3186558
Zeta	id=g:3186559
Zenica	id=g:3186574
Željeznica	id=g:3186591
Zeletin	id=g:3186610
Zeletin	id=g:3186611
Zelenika	id=g:3186616
Zekova Glava	id=g:3186624
Zekiča Reka	id=g:3186625
Zekavice	id=g:3186626
Zečka	id=g:3186638
Zavraca	id=g:3186708
Zavorovi	id=g:3186709
Zavala Uvala	id=g:3186723
Rt Zavala	id=g:3186724
Zaslap	id=g:3186745
Žari	id=g:3186768
Zankovići	id=g:3186797
Uvala Žanjica	id=g:3186799
Zaljutnica	id=g:3186834
Zaljevo	id=g:3186836
Zakamenje	id=g:3186861
Žagrica	id=g:3186879
Zagreda	id=g:3186880
Zagreda	id=g:3186881
Zagrađe	id=g:3186896
Zagrađe	id=g:3186897
Zagrad	id=g:3186900
Zagrad	id=g:3186901
Zagorje	id=g:3186912
Zagorak	id=g:3186922
Zagora	id=g:3186924
Zagora	id=g:3186925
Zagora	id=g:3186926
Zagon	id=g:3186931
Začir	id=g:3186955
Zabrđe	id=g:3186972
Zabrđe	id=g:3186974
Opština Žabljak	id=g:3186995
Žabljak	id=g:3186999
Žabljak	id=g:3187000
Uvala Žabica	id=g:3187010
Maja e Zabelit	id=g:3187013
Maja e Zabelit	id=g:3187014
Vusanje	id=g:3187021
Vukšići	id=g:3187028
Vuksanlekići	id=g:3187032
Gornji Vukovci	id=g:3187045
Vujeva Planina	id=g:3187075
Vuči Do	id=g:3187100
Vučić	id=g:3187102
Vrulja	id=g:3187121
Vrujice	id=g:3187122
Vrsuta	id=g:3187133
Vrmoški	id=g:3187165
Vrmac	id=g:3187166
Vrhovi	id=g:3187203
Vrh	id=g:3187226
Vrela	id=g:3187247
Vrbnica	id=g:3187278
Ribnica	id=g:3187284
Vrbica	id=g:3187289
Gornja Vrbica	id=g:3187290
Gornja Vrbica	id=g:3187291
Vrba	id=g:3187307
Vrba	id=g:3187309
Vražje Jezero	id=g:3187310
Vranovići	id=g:3187346
Vranjina	id=g:3187353
Vranještica	id=g:3187357
Vranj	id=g:3187368
Volujica	id=g:3187402
Rt Volujica	id=g:3187410
Voloder	id=g:3187414
Vojtina	id=g:3187440
Vojnovac	id=g:3187445
Vojno Selo	id=g:3187446
Bistrica Lipovska	id=g:3187455
Vojkovići	id=g:3187456
Vojinovići	id=g:3187458
Vodnik	id=g:3187480
Ravna Vlaka	id=g:3187530
Vladoši	id=g:3187543
Vladni	id=g:3187545
Vladimir	id=g:3187549
Vjeternik	id=g:3187558
Vitasojevići	id=g:3187593
Vito	id=g:3187595
Visoka Glavica	id=g:3187622
Visoka Glavica	id=g:3187625
Višnjića Do	id=g:3187642
Višnjica	id=g:3187648
Višnjevo	id=g:3187653
Višnje	id=g:3187660
Visitor	id=g:3187669
Virpazar	id=g:3187691
Virovštak	id=g:3187692
Vinicka	id=g:3187732
Vinići	id=g:3187733
Vilusi	id=g:3187746
Viljenica	id=g:3187759
Vilac	id=g:3187762
Maja e Vilës	id=g:3187763
Vijenac	id=g:3187766
Vignjevići	id=g:3187775
Vidre	id=g:3187784
Vidne	id=g:3187804
Vezirova Brada	id=g:3187821
Rt Veslo	id=g:3187834
Veruša	id=g:3187842
Verige	id=g:3187849
Velji Vrh	id=g:3187872
Velje Selo	id=g:3187877
Velje Selo	id=g:3187878
Donje Velje Duboko	id=g:3187879
Velje Brdo	id=g:3187880
Velje Brdo	id=g:3187881
Velje Brdo	id=g:3187882
Velja Trojica	id=g:3187883
Velja Glavica	id=g:3187886
Velji Vrh	id=g:3187892
Velimlje	id=g:3187911
Veliki Krš	id=g:3187916
Veliko Škrčko Jezero	id=g:3187926
Veliko Jezero	id=g:3187939
Veliki Žurim	id=g:3187952
Veliki Zebalac	id=g:3187955
Mali Vojnik	id=g:3187973
Veliki Vitao	id=g:3187974
Ursulovac	id=g:3187979
Suvor	id=g:3187984
Veliki Štuoc	id=g:3187986
Veliki Štuoc	id=g:3187987
Veliki Stog	id=g:3187996
Lisac	id=g:3188045
Velji Rebrčnik	id=g:3188049
Kovioc	id=g:3188057
Velji Čelinac	id=g:3188099
Buručkovac	id=g:3188100
Velike Pleće	id=g:3188125
Velika Planinica	id=g:3188185
Velika Mrka	id=g:3188202
Velika Kita	id=g:3188226
Velika Jastrebica	id=g:3188229
Velika Glavica	id=g:3188252
Velika	id=g:3188281
Velji Grad	id=g:3188285
Veliđe	id=g:3188287
Velestovo	id=g:3188301
Velja Greda	id=g:3188327
Kom Vasojevićki	id=g:3188343
Vasojevići	id=g:3188344
Vaškovo	id=g:3188345
Varine	id=g:3188364
Vardar	id=g:3188369
Vardar	id=g:3188370
Uvala Valdanos	id=g:3188412
Ada	id=g:3188425
Uzdomir	id=g:3188436
Utrg	id=g:3188447
Usovište	id=g:3188461
Uskoci	id=g:3188467
Unač	id=g:3188487
Umovi	id=g:3188489
Ulotina	id=g:3188504
Donji Ulići	id=g:3188511
Opština Ulcinj	id=g:3188514
Luka Ulcinj	id=g:3188515
Ulcinj	id=g:3188516
Ujniče	id=g:3188525
Ugnji	id=g:3188531
Ubli	id=g:3188560
Ubli	id=g:3188561
Ubli	id=g:3188562
Ubli	id=g:3188563
Ubalac	id=g:3188564
Uba	id=g:3188566
Tvrdoš	id=g:3188571
Tvrde Stijene	id=g:3188576
Tvrdaš	id=g:3188578
Tvorilo	id=g:3188580
Tuzi Ljevorečke	id=g:3188583
Tuzi	id=g:3188584
Tušinja	id=g:3188595
Tušina	id=g:3188596
Turijak	id=g:3188621
Turija	id=g:3188624
Tupan	id=g:3188644
Tudorovići	id=g:3188672
Tuđemili	id=g:3188674
Tucanje	id=g:3188676
Trubjela	id=g:3188699
Uvala Trsteno	id=g:3188707
Trpezi	id=g:3188731
Trojica	id=g:3188753
Trojan	id=g:3188757
Troglava	id=g:3188759
Trnovo	id=g:3188774
Trnovice	id=g:3188778
Trnovica	id=g:3188779
Trnovačko Jezero	id=g:3188790
Trmanje	id=g:3188820
Trešteno Brdo	id=g:3188852
Trešnjevo	id=g:3188860
Trešnjevo	id=g:3188861
Treskavica	id=g:3188864
Treskavac	id=g:3188867
Trepča	id=g:3188872
Trebjesa	id=g:3188887
Trebesinj	id=g:3188897
Zaliv Trašte	id=g:3188934
Rt Trašte	id=g:3188935
Traboin	id=g:3188942
Torište	id=g:3188964
Toplo Prisoje	id=g:3188988
Planiku	id=g:3188995
Topaljski Zaliv	id=g:3188997
Tomova Glava	id=g:3189000
Tomići	id=g:3189010
Tomići	id=g:3189011
Tomba	id=g:3189013
Tomaševo	id=g:3189018
Tološi	id=g:3189033
Tmušići	id=g:3189060
Tivatski Zaliv	id=g:3189070
Opština Tivat	id=g:3189071
Luka Tivat	id=g:3189072
Tivat	id=g:3189073
Opština Podgorica	id=g:3189077
Tisovac	id=g:3189103
Donji Timar	id=g:3189114
Tikvina	id=g:3189115
Borje	id=g:3189155
Tejani	id=g:3189177
Tatinac	id=g:3189213
Tali	id=g:3189214
Svrke	id=g:3189233
Svinštik	id=g:3189240
Svinjača	id=g:3189246
Sveti Stefan	id=g:3189282
Otočić Sveti Nikola	id=g:3189301
Sveti Nikola	id=g:3189303
Sveti Ðorđe	id=g:3189358
Otok Cvijeća	id=g:3189382
Rt Sveta Nedjelja	id=g:3189385
Sveta Neđelja	id=g:3189387
Suvodo	id=g:3189416
Suvi Vrh	id=g:3189418
Suvi Pećarac	id=g:3189419
Sutvara	id=g:3189425
Sutorman	id=g:3189426
Sutorina	id=g:3189427
Sutorina	id=g:3189428
Sutomore	id=g:3189429
Sutjel	id=g:3189437
Šušunja	id=g:3189445
Sustaš	id=g:3189449
Sušćepan	id=g:3189466
Surdup	id=g:3189482
Šuplja Stijena	id=g:3189484
Sumor	id=g:3189500
Donje Šume	id=g:3189510
Šumani	id=g:3189519
Šula	id=g:3189528
Maj' e Sukzezës	id=g:3189529
Sukobin	id=g:3189532
Sudina Glava	id=g:3189583
Subra	id=g:3189589
Štuoc	id=g:3189624
Studeno	id=g:3189629
Studenci	id=g:3189643
Studena	id=g:3189650
Stubica	id=g:3189655
Stubica	id=g:3189657
Stube	id=g:3189658
Stuba	id=g:3189660
Strug	id=g:3189680
Strp	id=g:3189685
Strojtenica	id=g:3189688
Strmni Pad	id=g:3189695
Crna Glava	id=g:3189703
Uvala Štrbin	id=g:3189739
Ravno Brdo	id=g:3189744
Stražište	id=g:3189746
Stražica	id=g:3189753
Strana	id=g:3189781
Strahinići	id=g:3189786
Sveti Marko	id=g:3189787
Stožer	id=g:3189791
Stožer	id=g:3189793
Stožac	id=g:3189794
Stolac	id=g:3189821
Veliki Stojkovac	id=g:3189831
Štodra	id=g:3189842
Sto	id=g:3189847
Štitari	id=g:3189855
Štitari	id=g:3189856
Štitari	id=g:3189857
Stijena	id=g:3189885
Štedim	id=g:3189904
Stavor	id=g:3189908
Staro Selo	id=g:3189929
Stari Bar	id=g:3189979
Starčevo Gorica	id=g:3189985
Starac	id=g:3190023
Staniselići	id=g:3190044
Stabna	id=g:3190067
Srpski Rid	id=g:3190072
Srpska	id=g:3190078
Sretnja	id=g:3190096
Sreteška Gora	id=g:3190098
Srđevac	id=g:3190165
Spuž	id=g:3190178
Spinja	id=g:3190268
Zaliv Spič	id=g:3190278
Spas	id=g:3190280
Sozina	id=g:3190288
Sotonići	id=g:3190306
Somina Planina	id=g:3190337
Somina	id=g:3190338
Somina	id=g:3190339
Sokolova Greda	id=g:3190369
Soko	id=g:3190389
Šobaići	id=g:3190412
Mliječno Brdo	id=g:3190420
Smriječno	id=g:3190436
Smrduša	id=g:3190442
Smrčje	id=g:3190444
Smrčeva Glavica	id=g:3190446
Smonik	id=g:3190447
Smokovci	id=g:3190469
Šljuke	id=g:3190546
Šljivansko	id=g:3190551
Šljemena	id=g:3190553
Šljeme	id=g:3190555
Slatina	id=g:3190625
