Tunanitas	id=g:3791117
Las Mercedes	id=g:3800018
Caño Merecure	id=g:3800019
Fundo Merecure	id=g:3800020
Fila Las Mesas	id=g:3800021
Cerros de Micaela	id=g:3800022
Quebrada Micaela	id=g:3800023
Caño Milagrito	id=g:3800024
El Milagro	id=g:3800025
Finca El Milagro	id=g:3800026
Cerro La Mina	id=g:3800027
Cerros Las Minas	id=g:3800028
Cerro Las Minas	id=g:3800029
Cerro Miracul	id=g:3800030
Cerro El Mogote	id=g:3800031
Quebrada Mogote	id=g:3800032
El Molino	id=g:3800033
Monagas	id=g:3800034
Los Monos	id=g:3800035
La Montañita	id=g:3800036
Quebrada La Montañita	id=g:3800037
Quebrada Monte Negro	id=g:3800038
Playa Morenera	id=g:3800039
Fundo Moreno	id=g:3800040
Río Moreno	id=g:3800041
Caño La Morita	id=g:3800042
La Morita	id=g:3800043
Morrocoy	id=g:3800044
Morrocoy	id=g:3800045
Caño Morrocoy	id=g:3800046
Cerro Morrocoy	id=g:3800047
Cerro Morrocoy	id=g:3800048
Cerro Morrocoy	id=g:3800049
Cerros de Morrocoy	id=g:3800050
Hacienda Morrocoy	id=g:3800051
Cerro Muñeco	id=g:3800052
Fundo Mucaria	id=g:3800053
Río Mucaria	id=g:3800054
El Muertico	id=g:3800055
Parcelamiento El Muertico	id=g:3800056
Mujica	id=g:3800057
Quebrada Mujica	id=g:3800058
Las Mulas	id=g:3800059
Cañada Negra	id=g:3800060
Quebrada Negra	id=g:3800061
Caño Negro	id=g:3800062
Caño Negro	id=g:3800063
Cerro Negro	id=g:3800064
Río Negro	id=g:3800065
Quebrada Los Negros	id=g:3800066
Fundo La Nigua	id=g:3800067
La Nigua	id=g:3800068
Finca El Noero	id=g:3800069
Caño Novillo	id=g:3800070
La Nuñera	id=g:3800071
Nuevo Mundo	id=g:3800072
Cerro Ñamin	id=g:3800073
Los Ocumitos	id=g:3800074
Ojo de Agua	id=g:3800075
Caño Onoto	id=g:3800076
Quebrada El Oro	id=g:3800077
Fundo Orocopiche	id=g:3800078
Río Oruje	id=g:3800079
Orupe	id=g:3800080
Cerro El Oso	id=g:3800081
Cerro Osunita	id=g:3800082
Paja Brava	id=g:3800083
Paja Brava	id=g:3800084
Cerro Los Pajaritos	id=g:3800085
Hacienda El Pajón	id=g:3800086
Hacienda Los Pajones	id=g:3800087
Quebrada Palambra	id=g:3800088
Fila Palambrita	id=g:3800089
Hato Palambrita	id=g:3800090
Quebrada La Palma	id=g:3800091
Cerro El Palmar	id=g:3800092
El Palmar	id=g:3800093
Quebrada El Palmar	id=g:3800094
Cerro Palmarejo	id=g:3800095
Caño Palmarita	id=g:3800096
Quebrada Palmarito	id=g:3800097
Quebrada Las Palmas	id=g:3800098
Palmero	id=g:3800099
Palo de Agua	id=g:3800100
Finca Palo Quemado	id=g:3800101
Parcelamiento Palo Quemado	id=g:3800102
Cañada Las Palomas	id=g:3800103
Caño Pao Viejo	id=g:3800104
Laguna El Pao	id=g:3800105
Quebrada Papayo	id=g:3800106
Caño Paragua	id=g:3800107
Cerro Paraima	id=g:3800108
Finca Paraima	id=g:3800109
Quebrada Parapara	id=g:3800110
Cerro Paraparito	id=g:3800111
Quebrada Las Parchas	id=g:3800112
Quebrada Paso Ancho	id=g:3800113
Fundo Paso Guanarito	id=g:3800114
Caño Las Patillas	id=g:3800115
Quebrada Las Patillas	id=g:3800116
Laguna de Los Patos	id=g:3800117
Quebrada El Pauji	id=g:3800118
Quebrada Las Pavas	id=g:3800119
Quebrada Pavón	id=g:3800120
Quebrada La Peñita	id=g:3800121
Quebrada El Peñon	id=g:3800122
Quebrada El Pegón	id=g:3800123
Quebrada Los Pegones	id=g:3800124
Caño Peonia	id=g:3800125
Sabana de Peonia	id=g:3800126
Hacienda Las Abejas	id=g:3800127
Sabana Acevedeña	id=g:3800128
Cerro de Agua	id=g:3800129
Alto de Colmenares	id=g:3800130
El Banco	id=g:3800131
Laguna Boca Rucia	id=g:3800132
Fila El Botalón	id=g:3800133
Fila Buena Vista	id=g:3800134
Cañito	id=g:3800135
Cerro Los Cañizos	id=g:3800136
Quebrada Cabecera	id=g:3800137
Quebrada El Candelo	id=g:3800138
El Chicuaco	id=g:3800139
Caño La Chivera	id=g:3800140
Caño Chumeo	id=g:3800141
Cerro El Cocuy	id=g:3800142
Fila Colmenares	id=g:3800143
Conaima	id=g:3800144
La Concepción	id=g:3800145
Hato La Constancias	id=g:3800146
Quebrada Corozal	id=g:3800147
Corozo Mocho	id=g:3800148
Cerro El Cucharo	id=g:3800149
Quebrada Grande	id=g:3800150
Caño El Aceite	id=g:3800151
Quebrada Aguirre	id=g:3800152
Caño Barrancas	id=g:3800153
Quebrada Los Becerros	id=g:3800154
El Blanquito	id=g:3800155
Quebrada Bolívar	id=g:3800156
Cerro Cañada Seca	id=g:3800157
Quebrada El Cañito	id=g:3800158
Costa de Caño Seco	id=g:3800159
Paso de Caño Seco	id=g:3800160
Campo Alegre	id=g:3800161
Cerro Aragüita	id=g:3800162
Quebrada Agua Bendita	id=g:3803302
Quebrada Agua Bendita	id=g:3803303
Cerro Agua Blanca	id=g:3803304
Quebrada Agua Blanca	id=g:3803305
Quebrada Agua Blanca	id=g:3803306
Quebrada Agua Caliente	id=g:3803307
Agua Dulce	id=g:3803308
Agua Fría	id=g:3803309
Agua Fría	id=g:3803310
Cerro Agua Fría	id=g:3803311
Quebrada Agua Fría	id=g:3803312
Quebrada Agua Fría	id=g:3803313
Quebrada Agua Fría	id=g:3803314
Quebrada Agua Fría	id=g:3803315
Quebrada Agua Fría	id=g:3803316
Quebrada Agua Hedionda	id=g:3803317
Quebrada Agua Negra	id=g:3803318
Quebrada Agua Negra	id=g:3803319
Quebrada Agua Negra	id=g:3803320
Hacienda Agua Salada	id=g:3803321
Quebrada de Agua	id=g:3803322
Quebrada El Agua	id=g:3803323
El Aguacatal	id=g:3803324
El Aguacate	id=g:3803325
Río Aguasales	id=g:3803326
Hacienda El Águila	id=g:3803327
Fila Alambique	id=g:3803328
Topo Alambique	id=g:3803329
Alejandría	id=g:3803330
El Algarrobo	id=g:3803331
El Almendro	id=g:3803332
Altamira	id=g:3803333
El Altar	id=g:3803334
Alto Ña Paula	id=g:3803335
Alto de La Loma	id=g:3803336
Alto de La Represa	id=g:3803337
Alto de La Represa	id=g:3803338
Alto de Merecure	id=g:3803339
Urbanización Alto Hatillo	id=g:3803340
Alto Quintana	id=g:3803341
Alto Turgua	id=g:3803342
Alto Uchire	id=g:3803343
El Amarillo	id=g:3803344
Los Amarillos	id=g:3803345
Caño Ambrosio	id=g:3803346
Quebrada Amelia	id=g:3803347
Las Américas	id=g:3803348
El Amparo	id=g:3803349
Fila El Amparo	id=g:3803350
Hacienda Los Anaucos	id=g:3803351
Quebrada Los Anaucos	id=g:3803352
Los Angelinos	id=g:3803353
Cerro Las Ánimas	id=g:3803354
Quebrada Las Animas	id=g:3803355
Cerro El Apamate	id=g:3803356
Quebrada Apamate	id=g:3803357
Quebrada Aponte	id=g:3803358
Quebrada Arriba	id=g:3803359
Quebrada El Arado	id=g:3803360
Quebrada Araguata	id=g:3803361
Filas Las Araguatas	id=g:3803362
Quebrada Las Araguatas	id=g:3803363
Aragüita	id=g:3803364
Fila Aragüita	id=g:3803365
Quebrada Aragüita	id=g:3803366
Fila de Aramina	id=g:3803367
Araminita	id=g:3803368
El Arbolito	id=g:3803369
Arenaza	id=g:3803370
Arenitas	id=g:3803371
Aricagua	id=g:3803372
Río Aricagua	id=g:3803373
Quebrada Arroz	id=g:3803374
Caño Aruco	id=g:3803375
Quebrada Auyamita	id=g:3803376
Auyare	id=g:3803377
Quebrada Auyare	id=g:3803378
Auyarito	id=g:3803379
Cerro Auyarito	id=g:3803380
Cerro Avilesera	id=g:3803381
Ayala	id=g:3803382
Fila de Ayala	id=g:3803383
El Azufral	id=g:3803384
Fila Bañadero	id=g:3803385
El Baño	id=g:3803386
Quebrada El Baño	id=g:3803387
Bañul	id=g:3803388
Quebrada Bachaco	id=g:3803389
Bachaquero	id=g:3803390
Cerros del Bachiller	id=g:3803391
Fundo Bachiller	id=g:3803392
El Bagre	id=g:3803393
Río Bagre	id=g:3803394
Bagres	id=g:3803395
Quebrada Los Bagres	id=g:3803396
El Bambu	id=g:3803397
Alto La Bandola	id=g:3803398
Quebrada Baquira	id=g:3803399
Urbanización Barlovento	id=g:3803400
Las Barrancas	id=g:3803401
Los Barriales	id=g:3803402
Barrialito	id=g:3803403
Batatal	id=g:3803404
Río Batatal	id=g:3803405
Cerro El Bautismo	id=g:3803406
El Bebedero	id=g:3803407
Fila Begonia	id=g:3803408
Fila Bejarano	id=g:3803409
Quebrada Bejarano	id=g:3803410
Bejuquera	id=g:3803411
Quebrada Bejuquera	id=g:3803412
Hacienda Bejuquero	id=g:3803413
Bella Vista	id=g:3803414
Bironga	id=g:3803415
Cerro Blanca Flor	id=g:3803416
El Blanquillo	id=g:3803417
Boca de Cagua	id=g:3803418
Boca de Mesía	id=g:3803419
Boca Vieja	id=g:3803420
Boca de Ira	id=g:3803421
La Botica	id=g:3803422
Urbanización La Boyera	id=g:3803423
Brazo Chiquito	id=g:3803424
Brazo Grande	id=g:3803425
Quebrada Brazo Seco	id=g:3803426
Fundo Bucaral	id=g:3803427
Bucare	id=g:3803428
El Bucare	id=g:3803429
Quebrada Bucare	id=g:3803430
Quebrada Los Bucares	id=g:3803431
Urbanización Bahía de Buche	id=g:3803432
Quebrada Buche	id=g:3803433
Los Budares	id=g:3803434
Buena Vista	id=g:3803435
Buena Vista	id=g:3803436
Caña Amarga	id=g:3803437
La Caña Amarga	id=g:3803438
Caña Larga	id=g:3803439
La Cañada	id=g:3803440
Cerro Cañadote	id=g:3803441
Fundo Cañaveral	id=g:3803442
Quebrada Cañaveral	id=g:3803443
Caño Amarillo	id=g:3803444
La Cabrera	id=g:3803445
Topo Cabrera	id=g:3803446
Fila Cachicamo	id=g:3803447
Fila de Caculo	id=g:3803448
El Cafetal	id=g:3803449
La Carmelia	id=g:3803450
El Carmen	id=g:3803451
Quebrada Caireña	id=g:3803452
Hacienda El Carmen	id=g:3803453
Cerro Caro	id=g:3803454
Fila Carpintero	id=g:3803455
Carrizal	id=g:3803456
Carrizal	id=g:3803457
Cerro Carrizal	id=g:3803458
Cerro Calicanto	id=g:3803459
La California	id=g:3803460
El Calvario	id=g:3803461
El Calvario	id=g:3803462
Fila El Calvario	id=g:3803463
Quebrada Camarona	id=g:3803464
Quebrada Camatas	id=g:3803465
Cambural	id=g:3803466
Los Campitos	id=g:3803467
Campo Alegre	id=g:3803468
Campo Alegre	id=g:3803469
Fila de Campo Alegre	id=g:3803470
Fila Campo Alegre	id=g:3803471
Campo Claro	id=g:3803472
Hacienda Campo Claro	id=g:3803473
Campo Elias	id=g:3803474
Urbanización Campo Mar	id=g:3803475
Campo Santo	id=g:3803476
Campo Verde	id=g:3803477
Urbanización Los Canales	id=g:3803478
La Candelaria	id=g:3803479
La Candelaria	id=g:3803480
Quebrada Cangrejo	id=g:3803481
Topo El Canrejo	id=g:3803482
Filla de Canilla	id=g:3803483
Cerro Los Canjilones	id=g:3803484
Cantarrana	id=g:3803485
Cantarrana	id=g:3803486
Capayita	id=g:3803487
Capayita	id=g:3803488
Quebrada Capayita	id=g:3803489
Fila de Caraballo	id=g:3803490
Parcelamiento Caraballo	id=g:3803491
La Caramera	id=g:3803492
La Carbonera	id=g:3803493
Quebrada Care	id=g:3803494
Punta Caribe	id=g:3803495
La Caridad	id=g:3803496
Fila Carimao	id=g:3803497
Hacienda Carimao	id=g:3803498
Fila Las Caritas	id=g:3803499
Carrizalito	id=g:3803500
Cerro Carutico	id=g:3803501
Casarapa	id=g:3803502
El Cascajo	id=g:3803503
La Castellana	id=g:3803504
Cerro Castillero	id=g:3803505
Punta Castillete	id=g:3803506
Fila Los Castillos	id=g:3803507
Hacienda Los Castillos	id=g:3803508
Río Los Castillos	id=g:3803509
Casupal	id=g:3803510
Casupito	id=g:3803511
Quebrada Casupito	id=g:3803512
Catacaguana	id=g:3803513
Quebrada El Catire	id=g:3803514
Caucaguita	id=g:3803515
Río Caurimare	id=g:3803516
Urbanización Caurimare	id=g:3803517
Fila de Cecilia	id=g:3803518
Fila Cedral Moreno	id=g:3803519
Alto El Cedral	id=g:3803520
Quebrada El Cedral	id=g:3803521
Quebrada El Cedral	id=g:3803522
Los Cedrales	id=g:3803523
Quebrada Los Cedros	id=g:3803524
La Ceiba	id=g:3803525
Central Barlovento	id=g:3803526
El Centro	id=g:3803527
Lomas de El Cercado	id=g:3803528
Lomas de El Cercado	id=g:3803529
Fila Los Cerritos	id=g:3803530
Laguna Los Cerritos	id=g:3803531
Cerro Negro	id=g:3803532
Cerro Prendido	id=g:3803533
Los Cerros	id=g:3803534
Cerro Ceuta	id=g:3803535
Quebrada Chacaito	id=g:3803536
Fila Chacao	id=g:3803537
Quebrada Chacao	id=g:3803538
Quebrada Chaguarama	id=g:3803539
Chaguaramas	id=g:3803540
Fila Chaguaramas	id=g:3803541
Quebrada Chaguaramas	id=g:3803542
Chaguaramos	id=g:3803543
Los Chaguaramos	id=g:3803544
Chanchamire	id=g:3803545
Quebrada Chanchamire	id=g:3803546
Fila de Charallavito	id=g:3803547
Quebrada Chicura	id=g:3803548
FIla La Chinga	id=g:3803549
Río Chiquito	id=g:3803550
Quebrada Chireña	id=g:3803551
Chirere	id=g:3803552
Quebrada Chirimenita	id=g:3803553
Cerro La Chirona	id=g:3803554
La Chivera	id=g:3803555
La Chivera	id=g:3803556
Quebrada La Chivera	id=g:3803557
Chorerrón	id=g:3803558
Urbanización Chuao	id=g:3803559
Cerro El Chuchero	id=g:3803560
Chuspita Arriba	id=g:3803561
Río Chuspita	id=g:3803562
Quebrada El Cielo	id=g:3803563
Quebada Los Cinco Pasos	id=g:3803564
Cintura de Mono	id=g:3803565
Cuidad de los Muchachos	id=g:3803566
Ciudad Industrial del Este	id=g:3803567
Clavelito	id=g:3803568
Fila La Clavellina	id=g:3803569
Quebrada Clores	id=g:3803570
El Coco	id=g:3803571
El Coco	id=g:3803572
Hacienda El Coco	id=g:3803573
Cogollal	id=g:3803574
Quebrada Cogollal	id=g:3803575
Cerro Colina	id=g:3803576
Quebrada Colina	id=g:3803577
Colinas de Bello Monte	id=g:3803578
Urbanización Colinas de Carrizal	id=g:3803579
Colinas de Tamanaco	id=g:3803580
Las Colonias	id=g:3803581
Cerro Colorado	id=g:3803582
El Colorado	id=g:3803583
El Colorado	id=g:3803584
Quebrada Colorado	id=g:3803585
Alto de Los Colorados	id=g:3803586
El Comejen	id=g:3803587
La Concepción	id=g:3803588
La Concha	id=g:3803589
Quebrada Copacabana	id=g:3803590
Caño Copey	id=g:3803591
Topo Copey	id=g:3803592
Caño Los Copeyes	id=g:3803593
Los Copeyes	id=g:3803594
Fundo El Coquito	id=g:3803595
La Corcovada	id=g:3803596
Alto de Coronal	id=g:3803597
Playa Corrales	id=g:3803598
Quebrada Corralito	id=g:3803599
El Corsario Punta	id=g:3803600
La Cortada	id=g:3803601
La Cortada	id=g:3803602
La Cortada	id=g:3803603
La Coruña	id=g:3803604
Fila Las Cotizas	id=g:3803605
Fila Cotoperiz	id=g:3803606
Country Club	id=g:3803607
La Crucecita	id=g:3803608
El Crucero	id=g:3803609
Fundo El Crucero	id=g:3803610
Las Cruces	id=g:3803611
Cerro La Cruz	id=g:3803612
Cerro La Cruz	id=g:3803613
La Cruz	id=g:3803614
Quebrada La Cruz	id=g:3803615
Quebrada La Cruz	id=g:3803616
Topo La Cruz	id=g:3803617
Quebrada de Cúa	id=g:3803618
Fila Cucharón	id=g:3803619
Quebrada Cucharón	id=g:3803620
Los Cucharones	id=g:3803621
Topo La Cuchilla	id=g:3803622
Fila Cuchillón	id=g:3803623
Cerro Cueva del Humo	id=g:3803624
Quebrada La Cueva	id=g:3803625
Quebrada Cuiguapa	id=g:3803626
Río Cuira	id=g:3803627
Río Cuira	id=g:3803628
Cujicito	id=g:3803629
Los Cujies	id=g:3803630
Alto Culebra	id=g:3803631
Cerro de Culebra	id=g:3803632
Culebrillas	id=g:3803633
Quebrada La Culebrita	id=g:3803634
Cerro La Cumaca	id=g:3803635
Quebrada Cunaguaro	id=g:3803636
Quebrada Cupicito	id=g:3803637
Cúpira	id=g:3803638
Río Cupo	id=g:3803639
Curazao	id=g:3803640
Quebrada Curazao	id=g:3803641
Curumo	id=g:3803642
Las Dalias	id=g:3803643
Quebrada Danta	id=g:3803644
Quebrada Las Dantas	id=g:3803645
El Deleite	id=g:3803646
El Deleite	id=g:3803647
Las Delicias	id=g:3803648
Las Delicias	id=g:3803649
El Desvio	id=g:3803650
La Dolorita	id=g:3803651
Caño Don Blas	id=g:3803652
Playa Dorada	id=g:3803653
Los Dos Caminos	id=g:3803654
Quebrada Las Dos Comadres	id=g:3803655
Hacienda La Emilia	id=g:3803656
La Emilia	id=g:3803657
Quebrada Emporradera	id=g:3803658
Laguna Encantada	id=g:3803659
Hacienda El Encantado	id=g:3803660
Quebrada Encantado	id=g:3803661
Canño La Enea	id=g:3803662
La Enea	id=g:3803663
El Eneal	id=g:3803664
La Ermita	id=g:3803665
Alto El Escalerito	id=g:3803666
Escurra	id=g:3803667
Esperanza	id=g:3803668
La Esperanza	id=g:3803669
La Esperanza	id=g:3803670
La Esperanza	id=g:3803671
Quebrada La Esperanza	id=g:3803672
Punta Este de Maspano	id=g:3803673
Parque Nacional del Este	id=g:3803674
El Estrallo	id=g:3803675
La Estrella	id=g:3803676
La Estrella	id=g:3803677
La Estrella	id=g:3803678
Fila Evangelitero	id=g:3803679
La Fenix	id=g:3803680
Los Fernandez	id=g:3803681
Figueroa Abajo	id=g:3803682
Figueroa Arriba	id=g:3803683
La Fila	id=g:3803684
Quebrada Flamenco	id=g:3803685
Las Flores de Sereno	id=g:3803686
Altos de Flores	id=g:3803687
Los Flores	id=g:3803688
Quebrada Las Flores	id=g:3803689
Floresta	id=g:3803690
Fundo La Florida	id=g:3803691
La Florida	id=g:3803692
La Florida	id=g:3803693
La Florida	id=g:3803694
Urbanización La Florida	id=g:3803695
Los Fonditos	id=g:3803696
Puerto Frances	id=g:3803697
Quebrada Frío	id=g:3803698
Cerro Gacho	id=g:3803699
Estribo de Galindo	id=g:3803700
Quebrada Galindo	id=g:3803701
Topo Galindo	id=g:3803702
Gamelotal	id=g:3803703
Ganga	id=g:3803704
Garabato	id=g:3803705
La Gasera	id=g:3803706
Cerro Gato Alzado	id=g:3803707
Gavilán	id=g:3803708
Cerro El Gavilán	id=g:3803709
Golfo Rico	id=g:3803710
Las Gonzalez	id=g:3803711
Cerro Grande	id=g:3803712
Río Grande	id=g:3803713
Los Grifales	id=g:3803714
Fundo Guacarán	id=g:3803715
Quebrada Guacarapa	id=g:3803716
Urbanización Guaicoco	id=g:3803717
Quebrada Guaiguacara	id=g:3803718
La Guairita	id=g:3803719
Quebrada La Guairita	id=g:3803720
Quebrada El Guamal	id=g:3803721
Quebrada Las Guamas	id=g:3803722
El Guamo	id=g:3803723
Fundo El Guanábano	id=g:3803724
Guanasmita	id=g:3803725
La Guapa	id=g:3803726
Fila El Guapo	id=g:3803727
Guaracarapa	id=g:3803728
Los Guaracaros	id=g:3803729
Guaracarumbo	id=g:3803730
Quebrada Guaras	id=g:3803731
Guaratalupe	id=g:3803732
Sabana de Guardalagua	id=g:3803733
Caño La Guardia	id=g:3803734
Quebrada Guare	id=g:3803735
Río Guarebe	id=g:3803736
Guaremal	id=g:3803737
Fila Guaremal	id=g:3803738
Fila Guaremal	id=g:3803739
Topo Guaremal	id=g:3803740
Río Guarenas	id=g:3803741
El Guarenero	id=g:3803742
Hacienda Guarico	id=g:3803743
Quebrada Guaricopa	id=g:3803744
Quebrada Guarumal	id=g:3803745
Fila Guásimo	id=g:3803746
Fila de Guatacaros	id=g:3803747
Quebrada Guatamare	id=g:3803748
Granjas Guatire	id=g:3803749
Parque Nacional Guatopo	id=g:3803750
Guayabal	id=g:3803751
Guayabal	id=g:3803752
Hacienda Guayabal	id=g:3803753
Guayabital	id=g:3803754
Guayabito	id=g:3803755
Guayamural	id=g:3803756
Fila de Güeme	id=g:3803757
El Guindillo	id=g:3803758
Quebrada La Guipera	id=g:3803759
Fila Gurupero	id=g:3803760
Quebrada El Hatillo	id=g:3803761
El Hato	id=g:3803762
Helechal	id=g:3803763
Quebrada Helechal	id=g:3803764
Quebrada Hereima	id=g:3803765
Fila Los Hernandez	id=g:3803766
Quebrada Hierbabuena	id=g:3803767
Quebrada Higoretico	id=g:3803768
Higuerota	id=g:3803769
Quebrada Honda	id=g:3803770
La Hondonada	id=g:3803771
Urbanización Horizonte	id=g:3803772
Cerro El Horno	id=g:3803773
El Horno	id=g:3803774
Quebrada Horno	id=g:3803775
Quebrada La Horqueta	id=g:3803776
Hoyo de La Puerta	id=g:3803777
Quebrada Hoyo de La Tierra	id=g:3803778
Oscuro Hoyo	id=g:3803779
Playa Iguana	id=g:3803780
Indio Libre	id=g:3803781
El Indio de Quebrada	id=g:3803782
Quebrada El Infiernito	id=g:3803783
Quebrada Infierno	id=g:3803784
Quebrada El Ingenio	id=g:3803785
Laguna La Islita	id=g:3803786
Hacienda Izcaragua	id=g:3803787
Pico Izcaragua	id=g:3803788
Río Izcaragua	id=g:3803789
Quebrada Jabillal	id=g:3803790
Quebrada Jabillal	id=g:3803791
Jabillar	id=g:3803792
Fila de Jabillar	id=g:3803793
Cerro El Jabillo	id=g:3803794
Jacabo	id=g:3803795
Río El Jarillo	id=g:3803796
Quebrada Jengibre	id=g:3803797
Jericó	id=g:3803798
Quebrada Jericó	id=g:3803799
Quebrada de Jesus	id=g:3803800
Quebrada Jobal	id=g:3803801
El Jobo	id=g:3803802
Quebrada El Jobo	id=g:3803803
Quebrada El Jobo	id=g:3803804
Topo El Jobo	id=g:3803805
Fila Juajual	id=g:3803806
Juan Torres	id=g:3803807
Fila Juan Torres	id=g:3803808
Quebrada Juan Torres	id=g:3803809
Quebrada La Jauquinera	id=g:3803810
Fundo Las Juasjuas	id=g:3803811
El Ladrillo	id=g:3803812
Río Lagartijo	id=g:3803813
Quebrada Laguna Grande	id=g:3803814
Hacienda La Laguna	id=g:3803815
La Laguna	id=g:3803816
La Laguna	id=g:3803817
La Laguna	id=g:3803818
Quebrada La Laguna	id=g:3803819
Quebrada Laguneta	id=g:3803820
Hacienda La Lagunita	id=g:3803821
Las Lajas	id=g:3803822
Las Lapas	id=g:3803823
Quebrada Lele	id=g:3803824
La Libertad	id=g:3803825
Laguna La Libertad	id=g:3803826
Quebrada Limaton	id=g:3803827
El Limón	id=g:3803828
Hacienda El Limón	id=g:3803829
Limoncito	id=g:3803830
Topo El Lindero	id=g:3803831
Quebrada Lira	id=g:3803832
El Lirial	id=g:3803833
Quebrada Loma del Medio	id=g:3803834
Laguna Loma del Viento	id=g:3803835
Loma Larga	id=g:3803836
Fila Loma Larga	id=g:3803837
London	id=g:3803838
Las Luisas	id=g:3803839
Campamento M.M.H.	id=g:3803840
Maca	id=g:3803841
Macanilla	id=g:3803842
Hacienda Macanillal	id=g:3803843
Topo Macanillal	id=g:3803844
Quebrada Macanillas	id=g:3803845
Urbanización Macaracuay	id=g:3803846
La Macarena	id=g:3803847
Hacienda Machado	id=g:3803848
El Machete	id=g:3803849
Macuare	id=g:3803850
La Madre Vieja	id=g:3803851
Fila Maestra	id=g:3803852
Quebrada Magdalena	id=g:3803853
Quebrada Maitana	id=g:3803854
Maitanita	id=g:3803855
La Majagua	id=g:3803856
Majagual	id=g:3803857
Topo El Malvar	id=g:3803858
Topo El Mamón	id=g:3803859
Hacienda Managua	id=g:3803860
Fila Los Mangos	id=g:3803861
Los Mangos	id=g:3803862
Manguito	id=g:3803863
Cerro Manzanares	id=g:3803864
Quebrada Manzanares	id=g:3803865
Quebrada Mapurite	id=g:3803866
Quebrada La Maquina	id=g:3803867
Caño Mar Caribe	id=g:3803868
Las Maravillas	id=g:3803869
Marbella	id=g:3803870
Quebrada Marcelino	id=g:3803871
Margarita	id=g:3803872
Fila La Margarita	id=g:3803873
Fila Margariteña	id=g:3803874
Cerro Las Marías	id=g:3803875
Los Mariches	id=g:3803876
Quebrada Marín	id=g:3803877
Fundo La Marquera	id=g:3803878
El Marqués	id=g:3803879
Urbanización El Marqués	id=g:3803880
Fila de Márquez	id=g:3803881
Hacienda Martín	id=g:3803882
La Marturetera	id=g:3803883
Fila de Maspano	id=g:3803884
Laguna Mata Dominga	id=g:3803885
La Mata	id=g:3803886
La Mata	id=g:3803887
La Mata	id=g:3803888
La Mata	id=g:3803889
Barrio El Matadero	id=g:3803890
Maturín	id=g:3803891
Alto Maturín	id=g:3803892
Quebrada Maturín	id=g:3803893
Urbanización Maturín	id=g:3803894
Maya	id=g:3803895
Cerro La Media Agua	id=g:3803896
Loma El Medio	id=g:3803897
Cerro Melero	id=g:3803898
Fundo Las Mercedes	id=g:3803899
Hacienda Las Mercedes	id=g:3803900
Hacienda La Mercees	id=g:3803901
Hacienda Las Mercedes	id=g:3803902
Hacienda Las Mercedes	id=g:3803903
Las Mercedes	id=g:3803904
Remolino Merecure	id=g:3803905
Pico Meregote	id=g:3803906
Hacienda La Mesa	id=g:3803907
Río Mesa	id=g:3803908
Mesía	id=g:3803909
Río Mesía	id=g:3803910
Mi Chiquita	id=g:3803911
Urbanización Mi Refugio	id=g:3803912
Club Miami	id=g:3803913
Quebrada Miguelera	id=g:3803914
Mijao	id=g:3803915
El Mijao	id=g:3803916
El Milagro	id=g:3803917
La Mina	id=g:3803918
Cerro Las Minas	id=g:3803919
Fila Las Minas	id=g:3803920
Las Minas	id=g:3803921
Quebrada Las Minas	id=g:3803922
Hacienda La Minita	id=g:3803923
Cerro Mirador	id=g:3803924
Topo El Mirador	id=g:3803925
Miraflores	id=g:3803926
Hacienda Miramar	id=g:3803927
Urbanización Miranda	id=g:3803928
Moca	id=g:3803929
El Mogote	id=g:3803930
Quebrada Monroy	id=g:3803931
La Montañita	id=g:3803932
Urbanización Monte Elena	id=g:3803933
Monte Oscuro	id=g:3803934
Cerro Monte Oscuro	id=g:3803935
Fila Monte Oscuro	id=g:3803936
Urbanización Monterrey	id=g:3803937
Caño La Mora	id=g:3803938
La Mora	id=g:3803939
Fila Los Morales	id=g:3803940
Laguna Moreno	id=g:3803941
Morocopo	id=g:3803942
Fila Morocopo	id=g:3803943
Río Morocopo	id=g:3803944
Cerro El Morro	id=g:3803945
Quebrada La Morrocoya	id=g:3803946
Alto El Morronal	id=g:3803947
Quebrada Las Mostazas	id=g:3803948
Fila de Mucura	id=g:3803949
Mucurital	id=g:3803950
Quebrada La Muerta	id=g:3803951
Cocal Los Muertos	id=g:3803952
Quebrada El Mulato	id=g:3803953
Mundo Nuevo	id=g:3803954
Fila de Mundo Nuevo	id=g:3803955
Quebrada Murie	id=g:3803956
Cerro Naigua	id=g:3803957
El Naranjo	id=g:3803958
Los Naranjos	id=g:3803959
Los Naranjos	id=g:3803960
Fila de Naveran	id=g:3803961
Hacienda Naveran	id=g:3803962
Río Naveran	id=g:3803963
Quebrada Negra	id=g:3803964
Quebrada La Negra	id=g:3803965
Río El Norte	id=g:3803966
Quebrada Ña Bartola	id=g:3803967
Caño Ña Francisca	id=g:3803968
Ño Ñico	id=g:3803969
Ño Loyo	id=g:3803970
Quebrada Obispo	id=g:3803971
Ochoa	id=g:3803972
Ochoa	id=g:3803973
Fila de Ochoa	id=g:3803974
Hacienda Ochoa	id=g:3803975
Hacienda Ochoa	id=g:3803976
Hacienda Ochoa	id=g:3803977
Ocumitos	id=g:3803978
Quebrada Las Oficincas	id=g:3803979
Ojo de Agua	id=g:3803980
Quebrada Los Olores	id=g:3803981
Onoto	id=g:3803982
