Happy Valley Gardens	id=g:7150656
Corning Fire Station Number 2	id=g:7156204
Saint Vincent De Paul Roman Catholic Church	id=g:7156205
Saint Vincent De Paul School	id=g:7156206
Bethany Methodist Church	id=g:7156207
Seventh Day Adventist Church	id=g:7156208
Church of the Nazarene	id=g:7156209
Corning Shopping Center	id=g:7156210
Calvary Baptist Church	id=g:7156211
Memorial Stadium	id=g:7156212
First Methodist Church	id=g:7156213
Grace Methodist Church	id=g:7156214
Spring Brook Church (historical)	id=g:7156215
Gravel Run School (historical)	id=g:7156216
Gravel Run Hill School (historical)	id=g:7156217
Bush Hill School (historical)	id=g:7156218
Norton Hollow School (historical)	id=g:7156219
Klein School (historical)	id=g:7156220
State Road School (historical)	id=g:7156221
Carter School (historical)	id=g:7156222
Fall Creek School (historical)	id=g:7156223
White School (historical)	id=g:7156224
Call Hill School (historical)	id=g:7156225
Slate Creek School (historical)	id=g:7156226
Putman School (historical)	id=g:7156227
Rock Creek School (historical)	id=g:7156228
Redmond School (historical)	id=g:7156229
Meade School (historical)	id=g:7156230
Lane School (historical)	id=g:7156231
Dryden Hill School (historical)	id=g:7156232
Woodward Hollow School (historical)	id=g:7156233
Gully School (historical)	id=g:7156234
Woodward School (historical)	id=g:7156235
Drake School (historical)	id=g:7156236
Wyckoff School (historical)	id=g:7156237
Whiterman School (historical)	id=g:7156238
King Hill School (historical)	id=g:7156239
Catholic Church School (historical)	id=g:7156240
McGraw School (historical)	id=g:7156241
Irish Hill School (historical)	id=g:7156242
Gilbert Hill School (historical)	id=g:7156243
Price School (historical)	id=g:7156244
Tanner School (historical)	id=g:7156245
Thorn Bottom School (historical)	id=g:7156246
Griggs School (historical)	id=g:7156247
Burnside School (historical)	id=g:7156248
Card School (historical)	id=g:7156249
Potter Street School (historical)	id=g:7156250
Hillard School (historical)	id=g:7156251
Saunders School (historical)	id=g:7156252
Rose School (historical)	id=g:7156253
West Union Grange Hall (historical)	id=g:7156254
First Methodist Protestant Church	id=g:7156255
First Presbyterian Church	id=g:7156256
Arkport Central School	id=g:7156257
Arkport Cemetery	id=g:7156258
Atkarkaten	id=g:7156259
John T Loughran Bridge	id=g:7156260
Kingston-Port Ewen Suspension Bridge	id=g:7156261
Foords More Sanitarium (historical)	id=g:7156262
Cherrytown School (historical)	id=g:7156263
Kerhonkson High School	id=g:7156264
Mettacahonts School (historical)	id=g:7156265
Mombaccus School (historical)	id=g:7156266
Pataukunk School (historical)	id=g:7156267
Pinebush School (historical)	id=g:7156268
Silicon Valley University	id=g:7156269
Fashion Institute of Design and Merchandising - San Diego	id=g:7156270
Antioch University - Los Angeles Branch	id=g:7156271
Vanguard University of Southern California	id=g:7156272
Westwood College - Inland Empire	id=g:7156273
Northwestern College	id=g:7156274
William Jessup University	id=g:7156275
ITT Technical Institute	id=g:7156276
Samuel Merritt College	id=g:7156277
University of Phoenix San Jose Learning Center	id=g:7156278
Dongguk Royal University	id=g:7156279
Southern California Institute of Technology	id=g:7156280
Pacific College of Oriental Medicine	id=g:7156281
University of Phoenix - Sacramento Valley Campus	id=g:7156282
Heald College - Salinas Campus	id=g:7156283
The Art Institute of California - Los Angeles	id=g:7156284
American Conservatory Theater - Administrative Offices	id=g:7156285
Saint Luke University	id=g:7156286
American Baptist Seminary of the West	id=g:7156287
University of Phoenix - Central Valley Campus	id=g:7156288
ITT Technical Institute	id=g:7156289
San Joaquin Valley College - Rancho Cucamonga	id=g:7156290
Mount Sierra College	id=g:7156291
World Mission University	id=g:7156292
Laney College	id=g:7156293
Soka University of America	id=g:7156294
Concordia University - Irvine	id=g:7156295
Acupuncture and Integrative Medicine College - Berkeley	id=g:7156296
Maric College - Anaheim	id=g:7156297
San Joaquin Valley College - Fresno	id=g:7156298
Western Career College - Emeryville Campus	id=g:7156299
Santa Barbara Business College	id=g:7156300
Point Loma Nazarene University	id=g:7156301
Foundation College of San Diego	id=g:7156302
Newschool of Architecture and Design	id=g:7156303
American Film Institute Conservatory	id=g:7156304
Yosemite Community College District Office	id=g:7156305
Maric College - San Diego	id=g:7156306
Los Rios Community College District Office	id=g:7156307
MTI College	id=g:7156308
Silicon Valley College	id=g:7156309
WyoTech Institute Fremont Campus	id=g:7156310
Thomas Jefferson School of Law	id=g:7156311
Life Chiropractic College West	id=g:7156312
Otis College of Art and Design	id=g:7156313
Heald College - Sacramento	id=g:7156314
Fashion Careers College	id=g:7156315
National University	id=g:7156316
Fashion Institute of Design and Merchandising - Los Angeles	id=g:7156317
Columbia College Hollywood	id=g:7156318
Los Angeles Community College District Office	id=g:7156319
John F Kennedy University	id=g:7156320
Charles R Drew University of Medicine and Science	id=g:7156321
Alliant International University	id=g:7156322
Heald College San Jose Campus	id=g:7156323
Alliant International University	id=g:7156324
Emperors College of Traditional Oriental Medicine	id=g:7156325
ITT Technical Institute	id=g:7156326
Contra Costa Community College District Office	id=g:7156327
Trinity Law and Graduate School	id=g:7156328
California Culinary Academy	id=g:7156329
The Wright Institute	id=g:7156330
Westminster Theological Seminary in California	id=g:7156331
Concorde Career College	id=g:7156332
State Center Community College District Office	id=g:7156333
Platt College - Ontario Campus	id=g:7156334
South Baylo University	id=g:7156335
The University of West Los Angeles	id=g:7156336
Saybrook Graduate School and Research Center	id=g:7156337
Ventura County Community College System Office	id=g:7156338
Santa Barbara Business College	id=g:7156339
San Joaquin Valley College - Bakersfield	id=g:7156340
Southern California Institute of Architecture	id=g:7156341
Starr King School for Ministry	id=g:7156342
Concorde Career College	id=g:7156343
Simpson University	id=g:7156344
Cogswell Polytechnical College	id=g:7156345
Santa Barbara Business College Santa Maria Branch	id=g:7156346
Platt College - San Diego	id=g:7156347
Coleman College	id=g:7156348
Shasta Bible College	id=g:7156349
San Francisco Conservatory of Music	id=g:7156350
Phillips Graduate Institute	id=g:7156351
Pima Medical Institute	id=g:7156352
Heald College - Stockton	id=g:7156353
Brown Mackie College - Los Angeles	id=g:7156354
Academy of Chinese Culture and Health Sciences	id=g:7156355
Evergreen Valley College	id=g:7156356
Silicon Valley College	id=g:7156357
University of Phoenix - Kearny Mesa Campus	id=g:7156358
Palmer College of Chiropractic West Campus	id=g:7156359
California State University - San Marcos	id=g:7156360
High - Tech Institute - Sacramento	id=g:7156361
Sonoma College	id=g:7156362
National Hispanic University	id=g:7156363
San Joaquin Valley College	id=g:7156364
Merritt College	id=g:7156365
Northwestern Polytechnic University	id=g:7156366
Maric College - Sacramento	id=g:7156367
Los Angeles County College of Nursing and Allied Health	id=g:7156368
Lincoln University	id=g:7156369
Maric College - Palm Springs	id=g:7156370
Bethesda Christian University	id=g:7156371
Community Christian College	id=g:7156372
Rancho Santiago Community College District Office	id=g:7156373
Western Career College	id=g:7156374
Professional Golfers Career College	id=g:7156375
Western Career College - San Leandro Campus	id=g:7156376
Remington College - San Diego Campus	id=g:7156377
Yo San University of Traditional Chinese Medicine	id=g:7156378
Heald College - Hayward	id=g:7156379
Booker T Crenshaw Christian School	id=g:7156380
Heald College - Roseville	id=g:7156381
Bethel Seminary - San Diego	id=g:7156382
Sage College - Moreno Valley Campus	id=g:7156383
Santa Barbara College of Oriental Medicine	id=g:7156384
Golden Gate Baptist Theological Seminary - Southern California Campus	id=g:7156385
ITT Technical Institute	id=g:7156386
ITT Technical Institute	id=g:7156387
Peralta Community College	id=g:7156388
San Joaquin Valley College - Fresno Aviation	id=g:7156389
ITT Technical Institute	id=g:7156390
Mennonite Brethren Biblical Seminary	id=g:7156391
Pardee Rand Graduate School of Policy Studies	id=g:7156392
Golden Gate University	id=g:7156393
Pacific Graduate School of Psychology	id=g:7156394
Platt College - Los Angeles	id=g:7156395
Everest College	id=g:7156396
The Art Institute of California - Orange County	id=g:7156397
Maric College - Modesto	id=g:7156398
The Art Institute of California - San Francisco	id=g:7156399
Los Angeles Mission College	id=g:7156400
Franciscan School of Theology	id=g:7156401
Empire College School of Business	id=g:7156402
Design Institute of San Diego	id=g:7156403
Dell'arte International School of Physical Theatre	id=g:7156404
Western Career College	id=g:7156405
Western University of Health Sciences	id=g:7156406
Expression College for Digital Arts	id=g:7156407
Heald College - Concord	id=g:7156408
City of Hope Graduate School of Biological Science	id=g:7156409
Los Angeles College International	id=g:7156410
College of Oceaneering	id=g:7156411
Interior Design Institute	id=g:7156412
Hope International University	id=g:7156413
ITT Technical Institute	id=g:7156414
Concorde Career College	id=g:7156415
University of California - System Administration Central Office	id=g:7156416
South Coast College	id=g:7156417
Westwood College - Anaheim	id=g:7156418
Samra University of Oriental Medicine	id=g:7156419
San Mateo County Community College	id=g:7156420
Trinity Life Bible College	id=g:7156421
San Jose Evergreen Community College	id=g:7156422
ITT Technical Institute	id=g:7156423
Thomas Aquinas College	id=g:7156424
San Diego Community College District - District Office	id=g:7156425
Everest College	id=g:7156426
Western Seminary - Sacramento	id=g:7156427
Western Career College	id=g:7156428
Jesuit School of Theology at Berkeley	id=g:7156429
Everest College	id=g:7156430
Institute of Transpersonal Psychology	id=g:7156431
Maric College - Fresno	id=g:7156432
InterAmerican College	id=g:7156433
Fremont College	id=g:7156434
Brooks College	id=g:7156435
Westwood College - Los Angeles	id=g:7156436
The King's College and Seminary	id=g:7156437
East San Gabriel Valley Regional Occupational Program Office	id=g:7156438
University of Phoenix - Southern California Campus	id=g:7156439
Laguna College of Art and Design	id=g:7156440
Career Networks Institute	id=g:7156441
North Orange County Community College District - Anaheim Campus	id=g:7156442
Maric College	id=g:7156443
Argosy University - San Francisco Bay Area	id=g:7156444
California School of Culinary Arts	id=g:7156445
Keck Graduate Institute	id=g:7156446
WyoTech - Long Beach Campus	id=g:7156447
American Intercontinental University	id=g:7156448
San Diego Golf Academy	id=g:7156449
Life Pacific College	id=g:7156450
American Jewish University	id=g:7156451
Argosy University - Orange County Campus	id=g:7156452
Pacifica Graduate Institute	id=g:7156453
Heald College - Fresno	id=g:7156454
Musicians Institute	id=g:7156455
Golden Gate University - San Francisco	id=g:7156456
California Design College	id=g:7156457
Hebrew Union College - California Branch	id=g:7156458
Five Branches Institute	id=g:7156459
Fielding Graduate University	id=g:7156460
International Technological University	id=g:7156461
Fashion Institute of Design and Merchandising - Orange County	id=g:7156462
ITT Technical Institute	id=g:7156463
Dominican School of Philosophy and Theology	id=g:7156464
Wyotech - Sacramento Campus	id=g:7156465
The Art Institute of California - San Diego	id=g:7156466
Grossmont - Cuyamaca Community College District Office	id=g:7156467
Alliant International University	id=g:7156468
Coast Community College District Office	id=g:7156469
California Institute of Integral Studies	id=g:7156470
California State University - Channel Islands	id=g:7156471
Westwood College - South Bay	id=g:7156472
Edison - Friendship Public Charter School	id=g:7156473
United Cerebral Palsy of Washington and Northern Virginia	id=g:7156474
Options Public Charter School	id=g:7156475
City Lights Public Charter School	id=g:7156476
Blessed Sacrament Elementary School	id=g:7156477
Owl School	id=g:7156478
Carlos Rosario International Public Charter School	id=g:7156479
The Field School	id=g:7156480
World Public Charter School of Washington	id=g:7156481
Washington Math/Science/Technology Public Charter School	id=g:7156482
Buena Vista Academy	id=g:7156483
Hospitality Public Charter School	id=g:7156484
Luke Moore Academy Senior High School	id=g:7156485
Seed Public Charter School	id=g:7156486
Cornerstone Bible Church School	id=g:7156487
A - T Seban Mesut School	id=g:7156488
Sankofa Fie School	id=g:7156489
The Lab School of Washington	id=g:7156490
Auguste Montessori School	id=g:7156491
Jackie Robinson Center School	id=g:7156492
Elsie Whitlow Stokes Community Freedom Public Charter School	id=g:7156493
Calvary Christian Academy	id=g:7156494
Dupont Park Adventist School	id=g:7156495
Rose School	id=g:7156496
Roots Public Charter School	id=g:7156497
Meridian Public Charter School	id=g:7156498
Children Studio School Public Charter School	id=g:7156499
For Love of Children Learning Center	id=g:7156500
Rhema Christian Center School	id=g:7156501
Academy for Ideal Education	id=g:7156502
National Presbyterian School	id=g:7156503
Roots Activity Learning Center	id=g:7156504
Next Step Public Charter School	id=g:7156505
Holy Temple Christian Academy	id=g:7156506
Clara Muhammad School	id=g:7156507
Washington Ethical High School	id=g:7156508
Tots Developmental School	id=g:7156509
Hyde Leadership Public Charter School	id=g:7156510
Maya Angelou Public Charter School	id=g:7156511
Saint Elizabeths School	id=g:7156512
Kirov Academy of Ballet	id=g:7156513
The Children's House of Washington	id=g:7156514
Saint Johns Community Services	id=g:7156515
Rock Creek International School	id=g:7156516
Hamilton Alternative School	id=g:7156517
Oakcrest School	id=g:7156518
Saint Patricks Episcopal Day School	id=g:7156519
Techworld Public Charter School	id=g:7156520
Naylor Road School	id=g:7156521
Ideal Academy Public Charter School	id=g:7156522
Arts and Technology Public Charter School	id=g:7156523
Booker T Washington Public Charter School	id=g:7156524
Associates for Renewal in Education Public Charter School	id=g:7156525
Adolescent Day Program	id=g:7156526
Consolidated Headstart School	id=g:7156527
Cornerstone Community School	id=g:7156528
Nativity Catholic Academy	id=g:7156529
The Bridges Academy	id=g:7156530
Preparatory School of the District	id=g:7156531
Holy Redeemer Catholic School	id=g:7156532
Georgetown Montessori School	id=g:7156533
Nannie Helen Burroughs School	id=g:7156534
Tuition Grant School	id=g:7156535
Montessori School of Chevy Chase	id=g:7156536
Parkmont School	id=g:7156537
Southeast Academy of Scholastic Excellence	id=g:7156538
Devereux Childrens Center	id=g:7156539
Annunciation School	id=g:7156540
Our Lady of Victory School	id=g:7156541
Learning Book Scholastic Shop	id=g:7156542
Ideal Learning Center	id=g:7156543
Community Academy Public Charter School	id=g:7156544
Paul Robeson School	id=g:7156545
Cesar Chavez Public Policy Public Charter School	id=g:7156546
Ave Maria University	id=g:7156547
Ave Maria Oratory	id=g:7156548
Rochester Center School (historical)	id=g:7156549
Soccanissing School (historical)	id=g:7156550
Tabasco School (historical)	id=g:7156551
Wawarsing School (historical)	id=g:7156552
Kingston Auxiliary Field (historical)	id=g:7156553
Ulster County Tuberculosis Hospital (historical)	id=g:7156554
District School Number 1 (historical)	id=g:7156555
Eddyville School (historical)	id=g:7156556
Hurley School Number 3 (historical)	id=g:7156557
Lower Sawkill School (historical)	id=g:7156558
Saint Remy School (historical)	id=g:7156559
Sawkill School (historical)	id=g:7156560
Stony Hollow School (historical)	id=g:7156561
Whiteport School (historical)	id=g:7156562
Tunessassa Lodge (historical)	id=g:7156563
District School 17 (historical)	id=g:7156564
Hillsdale School (historical)	id=g:7156565
Lackawack School (historical)	id=g:7156566
Lackawack School (historical)	id=g:7156567
South Hill School (historical)	id=g:7156568
Stangle Hill School (historical)	id=g:7156569
Ulster Heights Lower School (historical)	id=g:7156570
Yagerville School (historical)	id=g:7156571
Saint Peters Church	id=g:7156572
Alligerville Union School (historical)	id=g:7156573
Clove School (historical)	id=g:7156574
High Falls School (historical)	id=g:7156575
Kripplebush School (historical)	id=g:7156576
Lysonville School (historical)	id=g:7156577
Oak Grove School (historical)	id=g:7156578
Peak School (historical)	id=g:7156579
Rochester School (historical)	id=g:7156580
Rock Hill School (historical)	id=g:7156581
Stone Ridge School (historical)	id=g:7156582
Whitfield School (historical)	id=g:7156583
State Institution for Male Defective Delinquents (historical)	id=g:7156584
Crawford School (historical)	id=g:7156585
East Wawarsing School (historical)	id=g:7156586
Pearl Street School (historical)	id=g:7156587
Union District School (historical)	id=g:7156588
Walker Valley School (historical)	id=g:7156589
Denning School (historical)	id=g:7156590
Greenville School (historical)	id=g:7156591
Red Hill School (historical)	id=g:7156592
Slide Mountain Fire Tower (historical)	id=g:7156593
Longyear (historical)	id=g:7156594
Boiceville School (historical)	id=g:7156595
School Number 8 (historical)	id=g:7156596
Saint Remy Fire Department	id=g:7156597
All Saints Church	id=g:7156598
Creeklocks School (historical)	id=g:7156599
District School Number 5 (historical)	id=g:7156600
Esppus District School Number 6 (historical)	id=g:7156601
Maple Hill School (historical)	id=g:7156602
Plutarch School (historical)	id=g:7156603
Rock School (historical)	id=g:7156604
Rosendale School	id=g:7156605
Tillson School	id=g:7156606
School Number 2 (historical)	id=g:7156607
School Number 4 (historical)	id=g:7156608
School Number 13 (historical)	id=g:7156609
Father Divine Lodge (historical)	id=g:7156610
Brodhead School (historical)	id=g:7156611
Bushkill School (historical)	id=g:7156612
Rochester School (historical)	id=g:7156613
Samsonville School (historical)	id=g:7156614
West Shokan School (historical)	id=g:7156615
Winchell School (historical)	id=g:7156616
Town of Bryce Canyon City	id=g:7156617
Bryce Canyon City	id=g:7156618
Fulton City Hall	id=g:7156619
Kallet-State Theatre	id=g:7156620
First Methodist Church	id=g:7156621
First Presbyterian Church	id=g:7156622
Immaculate Conception Roman Catholic Church	id=g:7156623
Saint Mary's Roman Catholic School	id=g:7156624
Church of the Nazarene	id=g:7156625
James R Fairgrieve School	id=g:7156626
All Saints Episcopal Church	id=g:7156627
Fulton Public Library	id=g:7156628
Fulton High School	id=g:7156629
State Street Methodist Church	id=g:7156630
Free Methodist Church	id=g:7156631
Christian Assembly Church	id=g:7156632
Christian And Missionary Alliance Church	id=g:7156633
First Congregational Church	id=g:7156634
War Memorial Building	id=g:7156635
Saint Michael's Roman Catholic Church	id=g:7156636
Babcock School (historical)	id=g:7156637
Carnahan School (historical)	id=g:7156638
Cooley School (historical)	id=g:7156639
Corbin Hill School (historical)	id=g:7156640
Cottrell School (historical)	id=g:7156641
Dimmick School (historical)	id=g:7156642
Eastman School (historical)	id=g:7156643
Middaugh School (historical)	id=g:7156644
Moulton School (historical)	id=g:7156645
Norton School (historical)	id=g:7156646
Phillips Hill School (historical)	id=g:7156647
Pine Grove School (historical)	id=g:7156648
Pink School (historical)	id=g:7156649
Pleasant Valley School (historical)	id=g:7156650
School Number 2 (historical)	id=g:7156651
School Number 3 (historical)	id=g:7156652
School Number 3 (historical)	id=g:7156653
School Number 4 (historical)	id=g:7156654
School Number 4 (historical)	id=g:7156655
School Number 4 (historical)	id=g:7156656
School Number 5 (historical)	id=g:7156657
School Number 5 (historical)	id=g:7156658
School Number 9 (historical)	id=g:7156659
School Number 13 (historical)	id=g:7156660
Scott Hollow School (historical)	id=g:7156661
Scott School (historical)	id=g:7156662
Smalley School (historical)	id=g:7156663
White Hill School (historical)	id=g:7156664
Wirt Center School (historical)	id=g:7156665
Shovel Hollow School (historical)	id=g:7156666
Cortland Municipal Building	id=g:7156667
Cortland Free Library	id=g:7156668
Wallace Building	id=g:7156669
Standard Building	id=g:7156670
Parker Building	id=g:7156671
Grace Episcopal Church	id=g:7156672
Whitney Building	id=g:7156673
Wickwire Hall	id=g:7156674
Saint Mary's Roman Catholic Church	id=g:7156675
Free Methodist Church of Cortland	id=g:7156676
Saint Mary's Convent (historical)	id=g:7156677
Seventh Day Adventist Church	id=g:7156678
Gibbs Medical Building	id=g:7156679
Saint Mary's Parochial School	id=g:7156680
Central High School	id=g:7156681
First Congregational Church	id=g:7156682
First Universalist Church	id=g:7156683
First Baptist Church	id=g:7156684
Second Congregational Church	id=g:7156685
Saint Anthonys Roman Catholic Church	id=g:7156686
First Methodist Church	id=g:7156687
Cortland County Court House	id=g:7156688
Cortland County Jail	id=g:7156689
Randall Elementary School	id=g:7156690
First Church of Christ Scientist	id=g:7156691
Pomeroy School (historical)	id=g:7156692
Christian Assembly Italian Church	id=g:7156693
Cortland County Home	id=g:7156694
Cortland Memorial Hospital	id=g:7156695
North Presbyterian Church	id=g:7156696
Homer Avenue United Methodist Church	id=g:7156697
Parker Elementary School	id=g:7156698
Cheney Hall	id=g:7156699
Brockway Hall	id=g:7156700
De Groat Hall	id=g:7156701
Memorial Baptist Church	id=g:7156702
Bible Baptist Church	id=g:7156703
Groton Shopping Center	id=g:7156704
Cortland Central Fire Station	id=g:7156705
Mohican State Park	id=g:7156706
Logan Baptist Church	id=g:7156707
All Saints' Episcopal Church	id=g:7156708
Stockport Fire Department Station 2	id=g:7156709
Cleghorn Fire Department	id=g:7156710
Northern Warren Fire Department	id=g:7156711
Allison Emergency Service Building	id=g:7156712
West Des Moines Fire Department Station 18	id=g:7156713
Laurens Fire Department	id=g:7156714
Missouri Valley Fire Department	id=g:7156715
Milton Community Fire Department	id=g:7156716
Dunlap Fire Department	id=g:7156717
Des Moines Fire and Rescue Department Station 4	id=g:7156718
Des Moines Fire and Rescue Department Station 9	id=g:7156719
Stanton Fire Department	id=g:7156720
Cedar Fire Department - Farnhamville Fire and Emergency Medical Services Reading	id=g:7156721
Clinton Fire Department Station 3 Lyons	id=g:7156722
Carter Lake Fire Department	id=g:7156723
Buffalo Center Fire Department	id=g:7156724
Davenport Fire Department Station 8	id=g:7156725
Norwalk Fire and Rescue Department	id=g:7156726
Knoxville Fire and Rescue Department	id=g:7156727
Sumner Fire Department	id=g:7156728
Winthrop Fire Department	id=g:7156729
Des Moines Fire and Rescue Department Station 6	id=g:7156730
Frankville Fire Department	id=g:7156731
Iowa Air National Guard 132nd Fighter Wing Fire Department	id=g:7156732
Davenport Fire Department Prevention Bureau Central Station	id=g:7156733
Floyd Volunteer Fire Department	id=g:7156734
Sioux City Fire Department Station 1	id=g:7156735
Keystone Volunteer Fire Department	id=g:7156736
Des Moines Fire and Rescue Department Station 3	id=g:7156737
Cresco City Fire Department	id=g:7156738
Davis City Fire Department	id=g:7156739
Marion Fire Department Station 2	id=g:7156740
Bettendorf Fire and Rescue Fire Prevention Station 1	id=g:7156741
Des Moines Fire and Rescue Department Station 5	id=g:7156742
Lineville Volunteer Fire Department	id=g:7156743
Kensett Volunteer Fire Department	id=g:7156744
Tri-Township Fire Department	id=g:7156745
Grand River Volunteer Fire Department	id=g:7156746
West Des Moines Fire Department Station 17	id=g:7156747
Des Moines Fire and Rescue Department Station 7	id=g:7156748
West Des Moines Fire Department Station 22	id=g:7156749
Columbia Fire Department	id=g:7156750
Des Moines Fire and Rescue Department Station 8	id=g:7156751
Milford Fire Department	id=g:7156752
Vinton Fire Department	id=g:7156753
Garden Grove Fire Department and Emergency Medical Services	id=g:7156754
Des Moines Fire and Rescue Department Station 2	id=g:7156755
Washta Fire Department	id=g:7156756
Knoxville Township Rural Fire Department	id=g:7156757
Oakville Fire Department	id=g:7156758
Saylor Township Fire Department	id=g:7156759
Key West Community Fire Department	id=g:7156760
Olds Fire Department	id=g:7156761
Little Rock Fire and Rescue Services	id=g:7156762
Letts Community Fire Department	id=g:7156763
Eagle Grove Fire Department	id=g:7156764
Rolfe Fire Department	id=g:7156765
West Union Fire Department	id=g:7156766
Cedar Rapids Fire Department Central Station	id=g:7156767
Treynor Fire Department and Ambulance Service	id=g:7156768
Hawarden Fire and Rescue	id=g:7156769
Decorah Fire Department	id=g:7156770
Ames Fire Department Station 1	id=g:7156771
Airport Fire Station	id=g:7156772
Keota Fire Department	id=g:7156773
Cedar Rapids Fire Department Station 7	id=g:7156774
Sioux Center Fire Department Station 2	id=g:7156775
Oto Community Volunteer Fire Department	id=g:7156776
Waterloo Fire and Rescue Station 7	id=g:7156777
Waterloo Fire and Rescue Station 6	id=g:7156778
Waterloo Fire and Rescue Station 5	id=g:7156779
Waterloo Fire and Rescue Station 4	id=g:7156780
Waterloo Fire and Rescue Station 3	id=g:7156781
Waterloo Fire and Rescue Station 8	id=g:7156782
Cedar Falls Fire Department Station 2	id=g:7156783
Fairfax Volunteer Fire Department - Walford Community Center	id=g:7156784
Plymouth Fire Department Storage	id=g:7156785
West Des Moines Fire Department Station 19	id=g:7156786
West Des Moines Fire Department Station 22	id=g:7156787
Dubuque Fire Department Station 5	id=g:7156788
Dubuque Fire Department Station 4	id=g:7156789
Dubuque Fire Department Station 2	id=g:7156790
Dubuque Fire Department Station 3	id=g:7156791
Dubuque Fire Department Station 6	id=g:7156792
Hedrick Volunteer Fire Department	id=g:7156793
Keswick Volunteer Fire Department	id=g:7156794
Iowa City Fire and Rescue Department Station 2	id=g:7156795
Iowa City Fire and Rescue Department Station 3	id=g:7156796
Cedar Rapids Fire Department Station 2	id=g:7156797
Cedar Rapids Fire Department Station 5	id=g:7156798
East Peru Volunteer Fire Department	id=g:7156799
Onawa Fire Department Station 2	id=g:7156800
Cedar Rapids Fire Department Station 8	id=g:7156801
Cedar Rapids Fire Department Station 6	id=g:7156802
Cedar Rapids Fire Department Station 4	id=g:7156803
Cedar Rapids Fire Department Station 9	id=g:7156804
Cedar Rapids Fire Department Station 3	id=g:7156805
Earlham Fire and Rescue	id=g:7156806
Saint Charles Fire and Rescue	id=g:7156807
Des Moines Fire and Rescue Department Station 10	id=g:7156808
Council Bluffs Fire Department Station 4	id=g:7156809
Council Bluffs Fire Department Station 6	id=g:7156810
Council Bluffs Fire Department Station 2	id=g:7156811
Council Bluffs Fire Department Station 5	id=g:7156812
Urbandale Fire Department Station 41	id=g:7156813
Des Moines Fire and Rescue Department Training Facility	id=g:7156814
Ames Fire Department Station 3	id=g:7156815
Bettendorf Fire and Rescue Station 4	id=g:7156816
Bettendorf Fire and Rescue Station 3	id=g:7156817
Sioux City Fire Department Station 1	id=g:7156818
Sioux City Fire Department Station 7	id=g:7156819
Sioux City Fire Department Station 5	id=g:7156820
Sioux City Fire Department Station 4	id=g:7156821
Sioux City Fire Department Station 6	id=g:7156822
Sioux City Fire Department Station 3	id=g:7156823
Sioux City Fire Department Station 8	id=g:7156824
Andover Volunteer Fire Department	id=g:7156825
Coralville Fire Department Training Facility	id=g:7156826
Iowa City Fire and Rescue Department Training Facility	id=g:7156827
Camanche Fire Department Station 2	id=g:7156828
Santa Rosa Public Schools Title 7 Bilingual	id=g:7156829
Luna Community College	id=g:7156830
Mongaup Lower River Cemetery	id=g:7156831
Main Street Cemetery	id=g:7156832
Prospect Hill Cemetery	id=g:7156833
Phillips Free Library	id=g:7156834
Homer Green	id=g:7156835
First Methodist Church	id=g:7156836
First Congregational Church	id=g:7156837
Homer Academy And Union School	id=g:7156838
Calvary Episcopal Church	id=g:7156839
Homer Town Hall	id=g:7156840
First Baptist Church	id=g:7156841
Saint Margaret's Roman Catholic Church	id=g:7156842
West Side Hose Company (historical)	id=g:7156843
Daniel P Hays Hose Company	id=g:7156844
Pleasantville Village Hall	id=g:7156845
Woodlands	id=g:7156846
Methodist Episcopal Church Cemetery	id=g:7156847
Central Methodist Episcopal Church (historical)	id=g:7156848
First Church of Christ Scientist (historical)	id=g:7156849
Soldiers And Sailors Field	id=g:7156850
Standish Baptist Church	id=g:7156851
Conklingville Cemetery	id=g:7156852
Living Word Community Church	id=g:7156853
Conklingville Cemetery	id=g:7156854
Deron School of New Jersey I	id=g:7156855
Peppermint Tree Child Care Center School	id=g:7156856
Good Shepherd Childrens Center School	id=g:7156857
L'Academy Montessori School	id=g:7156858
Bright Beginnings Learning Center School	id=g:7156859
Community Middle School	id=g:7156860
Lakeview School	id=g:7156861
Perth Amboy Catholic Middle School	id=g:7156862
Harry B Kellman Academy School	id=g:7156863
Bethany Baptist Christian School	id=g:7156864
Florence Township Riverfront School	id=g:7156865
Olivet Elementary School	id=g:7156866
Monmouth County Academy of Allied Health and Science School	id=g:7156867
Downing Elementary School	id=g:7156868
Seashore School	id=g:7156869
Dwight D Eisenhower Middle School	id=g:7156870
Lopatcong Elementary School	id=g:7156871
Christopher Columbus Elementary School	id=g:7156872
Atco Elementary School	id=g:7156873
Alloway Township School	id=g:7156874
Delsea Regional Middle School	id=g:7156875
Academy Charter High School	id=g:7156876
Haddon Township High School	id=g:7156877
Pemberton Borough Elementary School	id=g:7156878
Montessori Enrichment Center School	id=g:7156879
George E Wilson Elementary School	id=g:7156880
Willingboro High School	id=g:7156881
Richard C Crockett Middle School	id=g:7156882
Burlington County Special Services Junior Senior High School	id=g:7156883
Environmental Montessori School	id=g:7156884
Ann A Mullen Middle School	id=g:7156885
Middletown High School South	id=g:7156886
Burlington City High School	id=g:7156887
Sprout House School	id=g:7156888
The Studio for Experiential Learning School	id=g:7156889
Featherbed Lane School	id=g:7156890
Yeshiva Tiferes Naftol Central School	id=g:7156891
Piscataway Regional Day School	id=g:7156892
New Jersey Regional Day School	id=g:7156893
