Cervera del Río Alhama	id=g:6359037
PRESTIGE VICTORIA Hotel	id=g:6464026
Nh Duc De La Victoria	id=g:6464107
Hotel Eurostars Parc Del Valles	id=g:6464124
VINCCI TENERIFE GOLF Hotel	id=g:6464127
Melia Gorriones	id=g:6464145
Hesperia Compostela	id=g:6464157
Hesperia Gelmirez	id=g:6464158
Ab Viladomat Hotel	id=g:6464168
Express Alcala De Henares	id=g:6464171
Dunas Puerto	id=g:6464205
RH BAYREN	id=g:6464221
AMREY SANT PAU	id=g:6464224
Husa Bonanova Park	id=g:6464233
Almenara Golf, Hotel & Spa	id=g:6464234
Express Barajas	id=g:6464248
Dauro Hotel	id=g:6464255
Carlemany	id=g:6464259
AYALA BERGANZA	id=g:6464265
Nh Alberto Aguilera	id=g:6464277
Las Adelfas Hotel	id=g:6464282
Husa Serrano	id=g:6464311
Husa Gran Via	id=g:6464330
LOPE DE VEGA Hotel	id=g:6464347
Antemare Hotel	id=g:6464450
Nh Abascal	id=g:6464509
NH Malaga	id=g:6464527
Hotel Ciutat de Tarragona	id=g:6464545
AC AVENIDA DE AMERICA Hotel	id=g:6464547
Las Piramides	id=g:6464548
BARCELO ALBATROS	id=g:6464587
LAS NIEVES Hotel	id=g:6464592
ORFILA Hotel	id=g:6464614
MEDIUM CONQUERIDOR Hotel	id=g:6464640
Estela	id=g:6464647
Alhama	id=g:6464655
Rafael Hoteles Piramides	id=g:6464669
MARIA ELENA PALACE Hotel	id=g:6464679
Hotel Casa de los Mercaderes	id=g:6464681
Ac Ciudad De Toledo	id=g:6464715
T3 TIROL Hotel	id=g:6464723
CAPRI LE PETIT SPA - RTM Hotels	id=g:6464733
MEDITERRANEO Hotel	id=g:6464737
Nouvel Hotel	id=g:6464746
PEDRO I DE ARAGON Hotel	id=g:6464778
CITYMAR SAN ANTON Hotel	id=g:6464794
Xaine Park	id=g:6464795
VillaTuristica de Priego	id=g:6464824
Silken St. Gervasi Hotel	id=g:6464829
Hotel Abbot	id=g:6464865
SERCOTEL MENDEBALDEA Hotel	id=g:6464869
QUO ERASO Aparthotel	id=g:6464879
SOL ALCUDIA CENTER Hotel	id=g:6464888
MA LUNA DE GRANADA Hotel	id=g:6464889
Hotel Vila del Mar	id=g:6464913
Melia Atlanterra	id=g:6464925
Nh La Perdiz	id=g:6464933
Sevilla Congresos Hotel	id=g:6464953
Sol Mastines Chihuahuas	id=g:6464957
VINCCI SOMA Hotel (Antiguo Hotel Bauza)	id=g:6464963
Ciudad De Logrono Hotel	id=g:6464986
SOROLLA CENTRO Hotel	id=g:6464995
GARGALLO DEL MAR Hotel	id=g:6464996
Husa Imperial Tarraco	id=g:6465009
Hotel Conde Luna	id=g:6465022
BARCELO HOTEL FORMENTOR	id=g:6465042
MACIA GRAN VIA Hotel	id=g:6465083
ISLA MALLORCA Hotel	id=g:6465087
HM JAIME III Hotel	id=g:6465094
TERRAMAR Hotel SITGES	id=g:6465095
Sol Antillas Barbados	id=g:6465097
NIXE PALACE Hotel	id=g:6465110
LOS ANGELES Hotel	id=g:6465146
TERRAMAR Hotel CALELLA	id=g:6465147
HESPERIA ISLA DE LA TOJA Hotel	id=g:6465152
GARGALLO GRAN HOTEL BARCINO	id=g:6465186
Jardin De La Reina	id=g:6465197
CELIMAR CENTRE Hotel	id=g:6465210
Hotel Santa Marta	id=g:6465211
LOUXO LA TOJA Hotel	id=g:6465216
CAN FISA Hotel	id=g:6465229
Hotel El Paso	id=g:6465234
Regina Hotel	id=g:6465239
Nh Imperial Playa	id=g:6465247
NH Ciutat de Mataro	id=g:6465266
Juan Miguel Hotel	id=g:6465274
Sol Cala D'Or Apartaments	id=g:6465283
PRINCIPE PIO Hotel	id=g:6465284
AC BURGOS Hotel	id=g:6465292
Husa Anacapri	id=g:6465311
ZENIT IMPERIAL Hotel	id=g:6465336
Husa El Bedel	id=g:6465362
Eurostars Mitre	id=g:6465388
Hesperia Park Troya	id=g:6465657
Hesperia Centurion	id=g:6465660
Hesperia Metropol	id=g:6465737
Sol Falco	id=g:6465757
SUITE PRADO Hotel	id=g:6465775
El Montiboli	id=g:6465828
Barcelo Gran Hotel Renacimiento	id=g:6465840
Hotel Palace	id=g:6465841
Hotel Gotico	id=g:6465915
WESTIN LA QUINTA GOLF Resort	id=g:6465917
Hesperia Sabinal	id=g:6465948
Nh Ciudad De Cuenca	id=g:6466000
Hesperia Vigo	id=g:6466166
MONTE PUERTATIERRA Hotel	id=g:6466172
RITZ DE MADRID Hotel	id=g:6466231
MONTE CONQUERO Hotel	id=g:6466290
Hesperia Sant Joan Suites	id=g:6466349
AC AITANA Hotel	id=g:6466410
Melia de Mar	id=g:6466537
Gran Melia Salinas-the Garden	id=g:6466571
Sol Jamaica	id=g:6466650
Sol S'argamassa	id=g:6466714
Sol Pelicanos Ocas	id=g:6466719
AC Diplomatic	id=g:6466724
Sol Principe	id=g:6466767
Sol Menorca	id=g:6466807
Sol Trinidad	id=g:6466943
MEDITERRANEAN PALACE Hotel	id=g:6467079
Gran Melia Don Pepe	id=g:6467148
Sol Jandia Mar	id=g:6467344
Sol Gavilanes	id=g:6467413
Sol Parque San Antonio	id=g:6467503
SOL MAGALLUF PARK Hotel	id=g:6467678
Sol Galua	id=g:6467680
SH ALTEA HILLS Resort	id=g:6467780
Hotel Los Monteros	id=g:6467810
Sol Pinet Playa	id=g:6467928
Melia Torremolinos	id=g:6468055
Ac Malaga Palacio	id=g:6468869
JEREZ Hotel	id=g:6469307
Silken Puerta Castilla Hotel	id=g:6469874
Incosol Hotel - Medical Spa	id=g:6470028
Silken Rona Dalba Hotel	id=g:6470202
PUENTE ROMANO Hotel	id=g:6470676
Castillo Hotel Son Vida	id=g:6471012
Catalonia Albinoni	id=g:6471232
BARCELO LA BOBADILLA	id=g:6471273
BEST WESTERN AROSA Hotel	id=g:6471657
THE WESTIN PALACE MADRID Hotel	id=g:6471761
HCC Hotel Covadonga	id=g:6471767
Rafaelhoteles Atocha	id=g:6471801
Hotel Botanico	id=g:6471972
ALFONSO XIII Hotel	id=g:6472137
Hesperia Peregrino	id=g:6472270
Silken Reino De Aragon Hotel	id=g:6472432
ArabellaSheraton Golf Hotel Son Vida	id=g:6472569
IBEROSTAR MENCEY Hotel	id=g:6472637
Hotel La Vega	id=g:6472870
María Cristina	id=g:6473078
Hotel HCC Taber	id=g:6473105
H10 Catalunya Plaza	id=g:6473253
SERCOTEL ORIENTE Hotel	id=g:6473283
MEXICO Aparthotel	id=g:6473355
NH Villacarlos	id=g:6473505
VINAROS PLAYA Hotel	id=g:6473509
VERA Hotel Restaurante	id=g:6473513
RAMIRO I Hotel	id=g:6473588
VALLE DEL ESTE GOLF SPA & BEACH Resort	id=g:6473598
Reina	id=g:6473599
NH Ciudad de Zaragoza	id=g:6473657
ROOM MATE MARINA Hotel	id=g:6473659
Conquistador	id=g:6473727
TIBUR Hotel	id=g:6473802
Torrelaguna	id=g:6473805
Cala Gonzalez	id=g:6474024
Conde Blanco	id=g:6474087
SPA ZIMBALI PLAYA Hotel	id=g:6474103
Partner Center Zaragoza	id=g:6474209
PALAFOX Hotel	id=g:6474282
NH Sport	id=g:6474283
Nh Nacional	id=g:6474392
Mediterraneo	id=g:6474432
Express by Holiday Inn Zaragoza	id=g:6474493
Cala Montero	id=g:6474559
Palmeras	id=g:6474560
Hesperia Sarriá	id=g:6474631
NH Ciudad de Valladolid	id=g:6474730
Pueblo Laguna	id=g:6474773
Cala Montero II	id=g:6474888
Melia Zaragoza	id=g:6474950
NH Abashiri	id=g:6474951
NOVOTEL VALENCIA PALACIO DE CONGRESOS Hotel	id=g:6474953
VERA CLUB PLAYA Apartamentos	id=g:6474958
Azor Playa	id=g:6475012
SOROLLA PALACE Hotel	id=g:6475155
Hospes Palau de la Mar	id=g:6475226
REINA ISABEL Hotel	id=g:6475304
Inca	id=g:6475328
NH Gran Hotel Zaragoza	id=g:6475366
VENECIA Hostal	id=g:6475450
Los Pinos	id=g:6475451
Montero Golf	id=g:6475458
VIVA BAHIA Hotel	id=g:6475485
Horizonte	id=g:6475486
Golden Pineda	id=g:6475487
FIESTA LIDO Apartamentos	id=g:6475488
Tinache	id=g:6475489
BRISTOL PARK Hotel	id=g:6475490
REINA CRISTINA Hotel	id=g:6475491
SIRENIS Hotel GOLETA & SPA	id=g:6475492
TRIUNFO GRANADA Hotel	id=g:6475493
Torre Levante	id=g:6475494
VILLA ROMANA Hotel	id=g:6475495
Benidorm Centre	id=g:6475496
Medina Playa	id=g:6475497
Rhin	id=g:6475498
Aguamarina	id=g:6475499
Cenit	id=g:6475500
Bungalows Nayra	id=g:6475501
Casablanca	id=g:6475502
Montecarlo	id=g:6475503
S'ALGAR Hotel	id=g:6475504
ACUAZUL Aparthotel	id=g:6475505
PANORAMA GOLDEN BEACH Hotel	id=g:6475506
Catalonia Mikado Hotel	id=g:6475512
SERCOTEL PRINCIPE PAZ Hotel	id=g:6475521
DERBY BARCELONA Hotel	id=g:6475527
Rebecca	id=g:6475542
Florida	id=g:6475543
NOELIA PLAYA Apartamentos	id=g:6475544
ZURBARAN Hotel	id=g:6475545
Arquus	id=g:6475546
Gran Hotel La Hacienda	id=g:6475547
AC PALACIO DE SAN ESTEBAN Hotel	id=g:6475548
Carihuela Park	id=g:6475549
Cerro de Hijar	id=g:6475550
Royal	id=g:6475551
Melia de Mar	id=g:6475552
PLAYAS PAGUERA Hotel	id=g:6475553
SANDOS PAPAGAYO ARENA Hotel	id=g:6475554
Hipotels La Geria	id=g:6475555
Playamar	id=g:6475556
Gardenia Park	id=g:6475557
TOP ROYAL STAR Hotel	id=g:6475558
VORAMAR Hotel	id=g:6475559
Rosaire	id=g:6475560
Los Alamos	id=g:6475561
RIALTO Hotel	id=g:6475562
CALAS MARINA Hotel	id=g:6475563
Hostal D'Uxelles	id=g:6475564
MARINA INTERNACIONAL Apartamentos	id=g:6475565
SOL Y SOMBRA Hotel	id=g:6475570
Catalonia Barcelona Plaza	id=g:6475578
MARE NOSTRUM Resort	id=g:6475595
Vistasur	id=g:6475596
NH Central de Convenciones	id=g:6475597
Balcon de Amadores	id=g:6475598
BEST WESTERN CERVANTES Hotel	id=g:6475599
Estela Barcelona	id=g:6475600
Jaime I	id=g:6475601
TRH TIRANT PLAYA Apartamentos	id=g:6475602
SAN LUIS Hotel	id=g:6475603
Bon Sol	id=g:6475604
Iberostar Playa de Muro	id=g:6475605
Protur Safari Park	id=g:6475606
Niza	id=g:6475607
Atalaya Bosque	id=g:6475608
Mar i Pins	id=g:6475609
Barcelo Palmanova	id=g:6475610
Maribel	id=g:6475611
Bungalows Sal y Mar	id=g:6475612
LANZAROTE VILLAGE Hotel	id=g:6475613
Catedral Suites	id=g:6475614
Villas Santa Ana	id=g:6475615
Poblado Watu Selwo	id=g:6475616
Albayalde	id=g:6475617
Villa Flamenca	id=g:6475618
MARBELLA PLAYA Hotel	id=g:6475619
PINOMAR PLAYA Hotel	id=g:6475620
La Costa Hotel Golf and Beach Resort	id=g:6475621
Nautilus	id=g:6475622
Tahiti Playa	id=g:6475623
Husa Real	id=g:6475624
SARDINERO Hotel	id=g:6475625
Agua Azul	id=g:6475626
Centro Playa	id=g:6475627
Perla	id=g:6475628
Golf Trinidad	id=g:6475629
Tropicana Park	id=g:6475630
D'or ALEXANDRA	id=g:6475631
Goya	id=g:6475632
Abelux	id=g:6475633
TRES ANCLAS Hotel	id=g:6475651
Londres	id=g:6475678
CALIPOLIS Hotel	id=g:6475679
Maraton	id=g:6475680
Cenachero	id=g:6475681
VALLE ARIDANE Hotel	id=g:6475682
Club Portinatx	id=g:6475683
Garajonay	id=g:6475684
LONDRES Hotel	id=g:6475685
Bellamar Hotel Beach & Spa	id=g:6475686
Complejo Costa Sur / Sol Post	id=g:6475687
Iberostar Palace Fuerteventura	id=g:6475688
El Paraiso	id=g:6475689
Lago Playa I	id=g:6475690
Playamaro	id=g:6475691
Buensol	id=g:6475692
Flamingo / Frigola	id=g:6475693
Jaime I	id=g:6475694
Mercedes	id=g:6475695
Bedoya	id=g:6475696
PALM BEACH Hotel	id=g:6475697
Palm Court	id=g:6475699
Ingles	id=g:6475700
Citadines	id=g:6475701
TRANSIT Hotel	id=g:6475702
Ayre Caspe	id=g:6475703
MEDIUM ABALON Hotel	id=g:6475704
ZORAIDA GARDEN Hotel	id=g:6475705
MEDITERRANEO PARK Hotel	id=g:6475706
NH Express San Pedro	id=g:6475707
Arenal Bungalows	id=g:6475709
Fontana	id=g:6475710
AQUARIUS Apartamentos	id=g:6475711
Arizona	id=g:6475712
SOL BAY Apartamentos	id=g:6475715
BEST WESTERN VICTORIA Hotel	id=g:6475733
UDALLA PARK Aparthotel	id=g:6475742
SHERATON LA CALETA Resort and Spa	id=g:6475743
Green Park	id=g:6475744
Bambi	id=g:6475745
Don Manolito	id=g:6475746
OASIS MANGO Apartamentos	id=g:6475747
Bahia Parque	id=g:6475748
Panoramica Garden	id=g:6475749
Melia la Paz	id=g:6475750
LAS AGUILAS Hotel	id=g:6475751
PLAZA SANTA LUCIA Hotel	id=g:6475752
Balansat II	id=g:6475753
Don Paco	id=g:6475754
Apartamentos Dorada Palace	id=g:6475755
MOLINOS PARK Hotel	id=g:6475756
Dorada Palace	id=g:6475757
Zahara / Azahar	id=g:6475758
Castillo del Buen Amor	id=g:6475759
PROTUR VISTA BADIA Hotel	id=g:6475760
BELSANA Hotel	id=g:6475761
Ponent Mar	id=g:6475762
Sol Tordos / Mirlos	id=g:6475763
Sol Jamaica	id=g:6475764
Apartamentos Deya	id=g:6475765
Crowne Plaza Madrid	id=g:6475766
Iberostar Lanzarote Park	id=g:6475767
Costa Papagayo II	id=g:6475768
Los Pueblos	id=g:6475769
Miami	id=g:6475770
TORRE DEL CONDE Hotel	id=g:6475771
Club Martinique	id=g:6475772
Hyatt Regency las Lomas	id=g:6475773
Don Quijote	id=g:6475774
Bon Sol	id=g:6475775
Apartments Catalina Cafe del Mar	id=g:6475776
Es Retiro	id=g:6475777
AC Granada	id=g:6475778
Carlota	id=g:6475779
Las Fresas	id=g:6475780
H10 Playa Meloneras Palace	id=g:6475781
Costa del Sol Princess	id=g:6475782
Melia Marbella Dinamar	id=g:6475783
Castavi	id=g:6475784
Senorio de Aloha	id=g:6475785
NH Marbella	id=g:6475786
Camino Real	id=g:6475787
Sol Timor	id=g:6475788
Helios	id=g:6475789
Florida Park	id=g:6475791
Amalia	id=g:6475792
LIDO Hotel	id=g:6475793
Benibeach	id=g:6475794
El Faro	id=g:6475795
Balmoral	id=g:6475796
San Agustin	id=g:6475798
NH Forum	id=g:6475799
PLAYATROPICAL Hotel	id=g:6475800
Golf Center	id=g:6475801
LINDA Hotel	id=g:6475802
Plaza Cavana	id=g:6475806
Terralta	id=g:6475807
Aguamarina Golf	id=g:6475837
Marina	id=g:6475838
PERLA TENERIFE Hotel	id=g:6475839
Casablanca	id=g:6475840
Tropical	id=g:6475841
NH Plaza de Armas	id=g:6475842
San Pablo	id=g:6475843
LAS CASAS DE LA JUDERIA Hotel	id=g:6475844
Picasso	id=g:6475845
Central Normandie	id=g:6475846
Mare Internum	id=g:6475847
H10 SALAURIS PALACE Hotel	id=g:6475848
SAN POLO Hotel	id=g:6475849
Residencia Eolo	id=g:6475850
Don Antonio	id=g:6475851
Tora	id=g:6475852
SAMOS Hotel	id=g:6475853
Sotavento	id=g:6475854
Patricia	id=g:6475855
Bocaina	id=g:6475856
SOLVASA LAURISILVA Complejo	id=g:6475857
Villas S'Argamassa	id=g:6475858
Las Tartanas	id=g:6475859
El Cardonal	id=g:6475860
Palm Garden Bungalows	id=g:6475861
Apolo	id=g:6475862
Caledonia Aparthotel Golf Hotel and Spa	id=g:6475863
NH San Pedro	id=g:6475864
Certuner	id=g:6475865
NH Alanda-Marbella	id=g:6475866
Alanda Club Marbella	id=g:6475867
Las Palomas	id=g:6475868
Bitacoras	id=g:6475869
Bravapark	id=g:6475870
Costa Encantada	id=g:6475871
Rosanna	id=g:6475872
PARK Hotel	id=g:6475873
NOVOPARK Hotel	id=g:6475874
Canfali	id=g:6475875
Evamar Apartamentos	id=g:6475876
VEDRA IBIZA Hotel	id=g:6475877
Torre Joven	id=g:6475878
Turissa	id=g:6475879
Jardin Caleta	id=g:6475923
Bahia Flamingo	id=g:6475924
Semiramis	id=g:6475925
Comodoro	id=g:6475926
Bahia Playa	id=g:6475927
PRIORAT Apartamentos	id=g:6475928
Fiesta Club Playa d'en Bossa	id=g:6475929
Romantic de Sitges	id=g:6475930
Renaixenca	id=g:6475931
VALENTIN SON BOU Apartamentos	id=g:6475932
Villas Finesse	id=g:6475933
Barcelo Pueblo Menorca	id=g:6475934
ALMUDAINA Hotel	id=g:6475936
Galicia	id=g:6475937
Los Zafiros	id=g:6475938
Guinate	id=g:6475939
MARINA PALACE Apartamentos	id=g:6475940
Sirenis Hotel Club Aura	id=g:6475941
Excelsior	id=g:6475942
Poniente	id=g:6475943
Puerto Plata	id=g:6475944
Los Porches Ramon	id=g:6475945
Igramar Morro Jable	id=g:6475946
Dona Catalina	id=g:6475947
Riu Monica	id=g:6475948
Don Carlos	id=g:6475949
Las Chapas	id=g:6475950
Xaine Sun	id=g:6475951
Moderno	id=g:6475952
PLAYA REAL Hotel	id=g:6475953
Pinosol	id=g:6475954
El Rodat	id=g:6475955
SUPERATICOS Apartamentos	id=g:6475957
SHERRY PARK Hotel	id=g:6475958
Cabana	id=g:6475961
Dunas Paraiso	id=g:6475993
PARQUE ALBATROS	id=g:6475994
Alta	id=g:6475995
Diamante Suites	id=g:6475996
LOS DRAGOS DEL NORTE Apartamentos	id=g:6475997
Capri	id=g:6475998
Isla Cartuja	id=g:6475999
GRAN GARBI MAR Hotel	id=g:6476000
Sol Elite Menorca	id=g:6476001
LAS VEGAS Hotel	id=g:6476002
Club Santa Ponsa	id=g:6476003
Vista Club	id=g:6476004
Beverly Playa	id=g:6476005
Sol Trinidad	id=g:6476006
Aya	id=g:6476007
Nuria	id=g:6476008
La Laguneta	id=g:6476009
Roca Park	id=g:6476010
Costa Taurito	id=g:6476011
Gloria Palace San Agustin	id=g:6476012
Mozart	id=g:6476013
Els Llorers	id=g:6476014
Finca Simo	id=g:6476015
Gemelos XV	id=g:6476016
MIAMI IBIZA Hotel	id=g:6476017
Roma Reial	id=g:6476018
Nunez Urgell	id=g:6476019
PLAYAZUL Hotel	id=g:6476020
SANTA ANA Hotel	id=g:6476021
Port	id=g:6476025
HM GRAN COSTA DEL SOL Hotel	id=g:6476026
CADOSA Hotel	id=g:6476047
Aguamar	id=g:6476054
Marina 2 Torrevieja Internacional	id=g:6476055
Village Park	id=g:6476056
Carabela	id=g:6476057
Larimar	id=g:6476058
Plaza Santa Ponsa	id=g:6476059
NH Barajas	id=g:6476060
Villa Canaima	id=g:6476061
Kontiki Club	id=g:6476063
Sol Bahia	id=g:6476064
Riu Grand Palace Maspalomas Oasis	id=g:6476065
Dolores	id=g:6476066
Buenos Aires	id=g:6476067
Albamar Golf Services	id=g:6476068
Torre de Andalucia	id=g:6476069
Pez Espada	id=g:6476070
Lloyd	id=g:6476071
Aqua Hotel Onabrava	id=g:6476072
VILLA JEREZ Hotel	id=g:6476073
Brasil	id=g:6476074
Presidente	id=g:6476075
Torre Gerona	id=g:6476076
Mur-Mar	id=g:6476077
El Faro	id=g:6476078
Hiblanc	id=g:6476079
Apartahotel Beta Albufera	id=g:6476080
Tisalaya Park	id=g:6476081
NH Sur	id=g:6476082
LA QUINTA PARK SUITES Hotel	id=g:6476084
NH Express	id=g:6476085
El Trebol	id=g:6476087
Clipper	id=g:6476107
Silken Ciudad de Vitoria	id=g:6476111
BARCELO VARADERO	id=g:6476118
POLLENSA MAR Apartamentos	id=g:6476119
LES DALIES Hotel	id=g:6476120
Flora	id=g:6476121
Habitat	id=g:6476122
Alcudia Pins	id=g:6476123
RIO MAR Hotel	id=g:6476124
Lagotel Apartments	id=g:6476125
Bahia de Paguera	id=g:6476126
Eucalipto	id=g:6476127
El Cupido	id=g:6476128
Tryp Bosque	id=g:6476129
Invisa Hotel Club Cala Blanca	id=g:6476130
Los Pinares I	id=g:6476131
Pacific	id=g:6476132
Villas Mirador del Mar	id=g:6476133
Riu Palmeras	id=g:6476134
Dorotea	id=g:6476135
Santa Clara	id=g:6476136
Lopesan Buenaventura	id=g:6476137
Los Girasoles Bungalows	id=g:6476138
Dunas Paradise	id=g:6476139
Nerja Club	id=g:6476140
El Rodeo	id=g:6476141
Club Marbella / Regency Palms Crown Resort	id=g:6476142
Santa Rosa	id=g:6476143
Riu Ferrara	id=g:6476144
PRESTIGE MAR Y SOL Hotel	id=g:6476145
SANTA SUSANA RESORT Hotel	id=g:6476146
SERVIGROUP PUEBLO BENIDORM Hotel	id=g:6476148
Melina	id=g:6476149
Buenavista	id=g:6476150
BEATRIZ Playa & SPA	id=g:6476151
Husa Rey Juan Carlos I	id=g:6476152
Colon	id=g:6476153
Silken Concordia	id=g:6476154
AMISTER APARTAMENTOS	id=g:6476155
Cotursa Rocafort	id=g:6476156
La Siesta	id=g:6476159
Cala Llonga	id=g:6476160
Parador de Mojácar	id=g:6476161
BEZANA LAGO Hotel	id=g:6476163
RH RIVIERA Hotel	id=g:6476175
TAMAIMO TROPICAL Hotel	id=g:6476200
Tropical Playa	id=g:6476201
Las Piramides	id=g:6476203
Hacienda del Sol	id=g:6476204
Bahia Principe San Felipe	id=g:6476205
Gema Puerto	id=g:6476206
Hosteria del Laurel	id=g:6476207
Michelangelo	id=g:6476208
Via Aurelia	id=g:6476210
Da Vinci	id=g:6476211
Playamar	id=g:6476212
CAPE COLOM - JS Hotels	id=g:6476213
Riu Olivina	id=g:6476215
Club Oceano	id=g:6476216
PRINCESA YAIZA Hotel	id=g:6476217
LOS TULIPANES Hotel	id=g:6476218
PLAYA CLUB Apartamentos	id=g:6476219
Las Hurdes	id=g:6476220
Las Tirajanas	id=g:6476221
Montemar	id=g:6476222
Parquemar	id=g:6476223
Andalucia Princess	id=g:6476224
Marbella Club	id=g:6476225
Senator Marbella	id=g:6476226
Masplaya	id=g:6476227
La Nogalera	id=g:6476228
Montanamar Lloret	id=g:6476229
Abba Mexico	id=g:6476230
Mariscal IV-V	id=g:6476231
Acorn Santa Ponsa Park	id=g:6476232
PLAZA DE ESPAÑA Hotel	id=g:6476233
NH Sant Angelo	id=g:6476234
SAN CARLOS Hotel	id=g:6476235
Las Torres	id=g:6476236
PRESIDENTE Hotel	id=g:6476237
Auto Hogar	id=g:6476240
Bahia Malaga	id=g:6476255
RIU GAROE Hotel	id=g:6476279
MASARU Apartamentos	id=g:6476280
LAS CASAS DEL REY DE BAEZA Hotel	id=g:6476281
Alcoba del Rey de Sevilla	id=g:6476283
Pollentia	id=g:6476284
PLAYA GARDEN Hotel	id=g:6476285
Bahia del Sol	id=g:6476286
Novo Mar	id=g:6476287
Promenade / Panama	id=g:6476288
SUNNA PARK Hotel	id=g:6476289
Sol Cala Blanca	id=g:6476290
Plazamar	id=g:6476291
Vistanova	id=g:6476292
CATALONIA GAUDI Hotel	id=g:6476293
Club Hotel Riu Paraiso	id=g:6476294
Balcon de Taurito	id=g:6476295
SEASIDE PALM BEACH Hotel	id=g:6476296
San Cristobal	id=g:6476297
MEDINA AZAHARA Hotel (Complejo Califa I - II)	id=g:6476298
PUERTO BAHIA Hotel	id=g:6476299
Fenals Park	id=g:6476300
Continental Tossa Hotel	id=g:6476301
La Pineda Euromar	id=g:6476302
Aqua Hotel Montagut suites	id=g:6476303
Mayna	id=g:6476304
SERVIGROUP VENUS Hotel	id=g:6476305
Comercio	id=g:6476306
CATALONIA GRAN CATALONIA Hotel	id=g:6476307
Rege	id=g:6476308
Sansi Diputacio	id=g:6476309
MOGUIMA Apartamentos	id=g:6476310
LYON Hotel	id=g:6476313
Gran Melia Victoria	id=g:6476314
Catalonia Excelsior Hotel	id=g:6476339
PLAZA Hotel	id=g:6476342
NH Viapol	id=g:6476344
Dona Manuela	id=g:6476345
Fresno	id=g:6476346
Bodega Real	id=g:6476347
Lago Park II	id=g:6476348
Sun Beach	id=g:6476349
Jutlandia	id=g:6476350
Delfin Playa	id=g:6476351
Grupotel Playa de Palma Suites and Spa	id=g:6476352
Mediterraneo	id=g:6476353
FIESTA Club Hotel DON TONI	id=g:6476354
Fiesta San Remo	id=g:6476355
Suietehotel S'Argamassa Palace	id=g:6476356
Grupotel Oasis	id=g:6476357
Melia Tamarindos	id=g:6476358
Bungalows Las Vegas Golf	id=g:6476359
Royal Romana Playa	id=g:6476360
El Porton	id=g:6476361
Las Terrazas de Santa Maria Golf	id=g:6476362
Stella Maris	id=g:6476363
Sol Don Pedro	id=g:6476364
Cibeles Playa	id=g:6476365
Bonaire	id=g:6476366
Santa Ana	id=g:6476367
Melrose Place LLoret	id=g:6476368
La Huerta	id=g:6476369
PRINCE PARK Hotel	id=g:6476370
Mariscal III	id=g:6476371
Era Park	id=g:6476372
Deloix Aqua Center	id=g:6476373
LUXMAR Apartamentos	id=g:6476374
Jaime I	id=g:6476375
Tres Carabelas	id=g:6476377
Bellavista Mar	id=g:6476378
Minarete	id=g:6476379
PLAYALUNA Hotel	id=g:6476380
Oasis Beach	id=g:6476381
Parque Denia	id=g:6476382
H10 Delfin Park	id=g:6476384
Carolina	id=g:6476400
Sand Club	id=g:6476414
Park Plaza	id=g:6476415
Teneguia	id=g:6476416
Alpha	id=g:6476417
Blau Apartamentos	id=g:6476418
Residencial Vancouver	id=g:6476419
Club Cap Salou	id=g:6476420
Apartamentos Europa	id=g:6476421
Es Corso	id=g:6476422
Tobago	id=g:6476423
MARINA PAX Hotel	id=g:6476424
Vista Sol	id=g:6476425
NOVOTEL MADRID CAMPO DE LAS NACIONES Hotel	id=g:6476426
Colony Club	id=g:6476427
Balcon del Mar	id=g:6476428
Club Sole	id=g:6476429
Villa Tamarindo	id=g:6476430
La Florida	id=g:6476431
Montesol	id=g:6476432
Aparthotel ES CALO PLAYA	id=g:6476433
Dunas Jandia Resort	id=g:6476434
Complejo Laguna Beach	id=g:6476435
Intercentro Torrox	id=g:6476436
Royal Costa	id=g:6476437
Mercury	id=g:6476438
Florida Lloret	id=g:6476439
Sunrise	id=g:6476440
BOLERO PARK Apartamentos	id=g:6476441
Almirall	id=g:6476442
MEDITERRANEO ROSES Hotel	id=g:6476443
SORRABONA Apartamentos	id=g:6476444
Torre San Diego	id=g:6476445
Marina	id=g:6476446
MARCO ANTONIO PALACE - Mare Nostrum Resort	id=g:6476447
Husa L'Illa	id=g:6476449
VIRGEN DEL MAR Hotel	id=g:6476450
PALLADIUM Hotel	id=g:6476451
BALNEARIO DE COMPOSTELA - Club Termal	id=g:6476452
Marina Arpon	id=g:6476453
Plazamar	id=g:6476454
La Caseta	id=g:6476455
Ambassador Hotel	id=g:6476461
Optimist	id=g:6476489
Los Cardones	id=g:6476490
MARQUESA Hotel	id=g:6476491
Pez Azul	id=g:6476492
Aparthotel Martianez	id=g:6476493
Morana	id=g:6476494
BOUTIQUE Hotel CASA ROMANA	id=g:6476495
SUNWAY PLAYA GOLF Hotel	id=g:6476496
BELVEDERE Hotel	id=g:6476497
Silken Puerta Malaga	id=g:6476498
Primasud	id=g:6476499
VIVA BLUE Hotel	id=g:6476500
Eden Playa	id=g:6476501
Mariant	id=g:6476502
Barcelo Jardin del Mar	id=g:6476503
Marthas	id=g:6476504
Cason del Tormes	id=g:6476505
ORQUIDEA IBIZA Hotel	id=g:6476506
La Sirena	id=g:6476507
ROYAL PLAZA Hotel	id=g:6476508
Marian	id=g:6476509
San Francisco	id=g:6476510
Norte	id=g:6476511
SAYLU Hotel	id=g:6476512
Bungalows Miraflor Park	id=g:6476513
Riu Palmitos Bungalows	id=g:6476514
