Oslávia	id=g:3171846
Lorino	id=g:3174562
Loria	id=g:3174563
Lorgnano	id=g:3174564
Loreto Aprutino	id=g:3174565
Loreto	id=g:3174566
Loreto	id=g:3174567
Loretello	id=g:3174568
Canale di Loreo	id=g:3174569
Loreo	id=g:3174570
Lorenzi	id=g:3174571
Lorenzatico	id=g:3174572
Lorenzana	id=g:3174573
Lorenzago di Cadore	id=g:3174574
Lorenzaga	id=g:3174575
Loreggiola	id=g:3174576
Loreggia	id=g:3174577
Torrente Lorda	id=g:3174578
L’Oratorio	id=g:3174579
Loranzè	id=g:3174580
Loppiano	id=g:3174581
Loppeglia	id=g:3174582
L’Opaco	id=g:3174583
Lonzano	id=g:3174584
Valle Lontrano	id=g:3174585
Lontignano	id=g:3174586
Lonigo	id=g:3174587
Longostagno	id=g:3174588
Longone Sabino	id=g:3174589
Porto Longone	id=g:3174590
Longoio	id=g:3174591
Crête du Pelvis	id=g:3174592
Longiano	id=g:3174593
Lóngera	id=g:3174595
Longega	id=g:3174596
Longastrino	id=g:3174597
Longarone	id=g:3174598
Longare	id=g:3174599
Torrente di Longano	id=g:3174600
Monte Longano	id=g:3174601
Longano	id=g:3174602
Longa	id=g:3174603
Lonedo	id=g:3174604
Londa	id=g:3174605
Lonca	id=g:3174606
Lonato	id=g:3174607
Lonate Pozzolo	id=g:3174608
Lonate Ceppino	id=g:3174609
Lonaro Fano	id=g:3174610
Lomello	id=g:3174611
Lomellina	id=g:3174612
Lombro	id=g:3174613
Monte Lombrica	id=g:3174614
Lombardore	id=g:3174615
Fosso Lombardo	id=g:3174616
Canale Lombardo	id=g:3174617
Lombardia	id=g:3174618
Lombardi	id=g:3174619
Pianura Lombarda	id=g:3174620
Lomazzo	id=g:3174621
Lomaso	id=g:3174622
Lomagna	id=g:3174623
Lomsattel	id=g:3174624
Lollove	id=g:3174625
Punta Lolloine	id=g:3174626
Lolli	id=g:3174627
Loiri Porto San Paolo	id=g:3174628
Loiano	id=g:3174629
Logudoro	id=g:3174630
Logudoro	id=g:3174631
Lograto	id=g:3174632
Log	id=g:3174633
Logna	id=g:3174634
Loghino Speranza	id=g:3174635
Lodi Vecchio	id=g:3174636
Lodine	id=g:3174637
Lodi	id=g:3174638
Lodè	id=g:3174639
Loculi	id=g:3174640
Locorotondo	id=g:3174641
Torrente Locone	id=g:3174642
Riu de Locoe	id=g:3174643
Locate Varesino	id=g:3174644
Locate di Triulzi	id=g:3174645
Locate Bergamasco	id=g:3174646
Locana	id=g:3174647
Lobbia	id=g:3174648
Loano	id=g:3174649
Lizzola Bassa	id=g:3174650
Lizzola Alta	id=g:3174651
Lizzano in Belvedere	id=g:3174652
Lizzano	id=g:3174653
Lizzanello	id=g:3174654
Livorno Ferraris	id=g:3174655
Stazione Livorno Centrale	id=g:3174656
Stazione Livorno A.N.	id=g:3174657
Provincia di Livorno	id=g:3174658
Livorno	id=g:3174659
Monti Livornesi	id=g:3174660
Livo	id=g:3174661
Livo	id=g:3174662
Livinallongo del Col di Lana	id=g:3174663
Livigno	id=g:3174664
Punta Lividonia	id=g:3174665
Liveri	id=g:3174666
Livergnano	id=g:3174667
Fiume Livenza	id=g:3174668
Livemmo	id=g:3174669
Livelli	id=g:3174670
Li Valcaggi	id=g:3174671
Monte Litu	id=g:3174672
Monte Littigheddu	id=g:3174673
Litorno	id=g:3174674
Litoranea Veneta	id=g:3174675
Literno	id=g:3174676
Riu Litarru	id=g:3174677
Listolade	id=g:3174678
Lissone	id=g:3174679
Lissaro	id=g:3174680
Lisorno	id=g:3174681
L'Isolotto	id=g:3174682
L’Isola	id=g:3174683
Riu Liscoi	id=g:3174684
Cala Liscia Ruia	id=g:3174685
Lisciano	id=g:3174686
Liscia di Vacca	id=g:3174687
Canale di Liscia di Scopa	id=g:3174688
Riu Liscia	id=g:3174689
Porto Liscia	id=g:3174690
Fiume Liscia	id=g:3174691
Liscate	id=g:3174692
Colle del Lis	id=g:3174693
Torrente Liro	id=g:3174694
Fiume Liri	id=g:3174695
Li Paoli	id=g:3174696
Lioni	id=g:3174697
Lione	id=g:3174698
Monte Linnalzos	id=g:3174699
Lingueglietta	id=g:3174700
Punta della Lingua	id=g:3174701
Lingotto	id=g:3174702
Lindar	id=g:3174703
Linate	id=g:3174704
Capo Linaro	id=g:3174705
Linaro	id=g:3174706
Linari	id=g:3174707
Limpiddu	id=g:3174708
Limosano	id=g:3174709
Limone sul Garda	id=g:3174710
Limone Piemonte	id=g:3174711
Limiti	id=g:3174712
Limiti	id=g:3174713
Limite	id=g:3174714
Limigiano	id=g:3174715
Limestre	id=g:3174716
Torrente Limentra di Treppio	id=g:3174717
Limena	id=g:3174718
Limbiate	id=g:3174719
Monte Limbara	id=g:3174720
Limatola	id=g:3174721
Torrente Lima	id=g:3174722
Lillianes	id=g:3174723
Liguria	id=g:3174725
Alpi Liguri	id=g:3174726
Ligosullo	id=g:3174727
Ligonchio	id=g:3174728
Lignano Sabbiadoro	id=g:3174729
Lignano Pineta	id=g:3174730
Porto Lignano	id=g:3174731
Lignana	id=g:3174732
Ligliano	id=g:3174733
Li Galli	id=g:3174734
Valle di Lifo	id=g:3174735
Monte delle Rose	id=g:3174736
Lierna	id=g:3174737
Liedolo	id=g:3174738
Monte su Lidone	id=g:3174739
Valle di Lido Magnavacca	id=g:3174740
Lido di Roma	id=g:3174741
Lido di Iesolo	id=g:3174742
Lido di Camaiore	id=g:3174743
Lido di Savio	id=g:3174744
Stazione Lido Castel Fusano	id=g:3174745
Porto di Lido	id=g:3174746
Litorale di Lido	id=g:3174747
Lido	id=g:3174748
Lido	id=g:3174749
Lidarno	id=g:3174750
Licusati	id=g:3174751
Punta Licosa	id=g:3174752
Pineta di Licola	id=g:3174753
Foce di Licola	id=g:3174754
Monte Licino	id=g:3174755
Monte Licinici	id=g:3174756
Torrente Licenza	id=g:3174757
Licenza	id=g:3174758
Monte Licciardi	id=g:3174759
Licciana Nardi	id=g:3174760
Contra La Liccia	id=g:3174761
Li Calcarai	id=g:3174762
Librari	id=g:3174763
Libiola	id=g:3174764
Val Liberto	id=g:3174765
Cala Liberotto	id=g:3174766
Liberi	id=g:3174767
Liberani	id=g:3174768
Punta Libeccio	id=g:3174769
Libbiano	id=g:3174770
Libbiano	id=g:3174771
Torrente Libbia	id=g:3174772
Libano	id=g:3174773
Liano	id=g:3174774
Poggio le Liane	id=g:3174775
Lezzeno	id=g:3174776
Lezzara	id=g:3174777
Torrente Levisone	id=g:3174778
Le Ville	id=g:3174779
Le Vignole	id=g:3174780
Le Vignole	id=g:3174781
Le Vigne	id=g:3174782
Levigliani	id=g:3174783
Levico Terme	id=g:3174784
Lago di Levico	id=g:3174785
Levice	id=g:3174786
Le Versegge	id=g:3174787
Leverogne Rochefort	id=g:3174788
Leverano	id=g:3174789
Levei	id=g:3174790
Le Vedute	id=g:3174791
Levata	id=g:3174792
Levanto	id=g:3174793
Riviera di Levante	id=g:3174794
Punta di Levante	id=g:3174795
Monte Levante	id=g:3174796
Laguna di Levante	id=g:3174797
Bocca di Levante	id=g:3174798
Mont Levanna	id=g:3174802
Levane	id=g:3174803
Levaldigi	id=g:3174804
Levada di Sotto	id=g:3174805
Levada	id=g:3174806
Levada	id=g:3174807
Levà	id=g:3174808
Leutta	id=g:3174809
Monte Leucio	id=g:3174810
Lettopalena	id=g:3174811
Lettomanoppello	id=g:3174812
Colle Lettica	id=g:3174813
Lettere	id=g:3174814
Le Torri	id=g:3174815
Le Torri	id=g:3174816
Punta Le Tombe	id=g:3174817
Le Tombe	id=g:3174818
Le Tofane	id=g:3174819
Torrente Letimbro	id=g:3174820
Monte Letegge	id=g:3174821
Fiume Lete	id=g:3174822
Le Tagliole	id=g:3174823
Lestizza	id=g:3174824
Lestans	id=g:3174825
Lessona	id=g:3174826
Lessolo	id=g:3174827
Monti Lessini	id=g:3174828
Les Petites Jorasses	id=g:3174829
Les Perères	id=g:3174830
Lesis	id=g:3174831
Lago di Lesina	id=g:3174832
Lesina	id=g:3174833
Monte Lesima	id=g:3174834
Lesignano di Palmia	id=g:3174835
Lesignano de' Bagni	id=g:3174836
Lesignana	id=g:3174837
Les Granges	id=g:3174838
Les Grandes Jorasses	id=g:3174839
Le Serucce	id=g:3174840
Lesegno	id=g:3174841
Fosso Lescone	id=g:3174842
Le Scoglietelle	id=g:3174843
Les Arnauds	id=g:3174845
Le Salse	id=g:3174846
Lesa	id=g:3174847
Le Rucce	id=g:3174848
Le Rosse	id=g:3174849
Le Rose	id=g:3174850
Riu su Lernu	id=g:3174851
Monte Lerno	id=g:3174852
Lerma	id=g:3174853
Le Ripe	id=g:3174854
Seno di Lerici	id=g:3174855
Lerici	id=g:3174856
Leri	id=g:3174857
L’Eremo	id=g:3174858
Lequile	id=g:3174859
Fosso Leprignano	id=g:3174860
Le Presure	id=g:3174861
Fosso del Lepre	id=g:3174862
Colle Lepre	id=g:3174863
Monte Leposu	id=g:3174864
Leporano	id=g:3174865
Monti Lepini	id=g:3174867
Le Piazze	id=g:3174868
Le Piane	id=g:3174869
Fosso Le Perella	id=g:3174870
Le Pastinelle	id=g:3174871
Le Palade	id=g:3174872
Monte Leoni	id=g:3174873
Fosso di Leonessa	id=g:3174874
Leonessa	id=g:3174875
Canale Leone	id=g:3174876
Fosso Leona	id=g:3174877
Torrente Leogra	id=g:3174878
Leognano	id=g:3174879
Leofreni	id=g:3174880
Leofara	id=g:3174881
Torrente Leo	id=g:3174882
Lentiscosa	id=g:3174883
Lentigione	id=g:3174884
Lentiai	id=g:3174885
Lentella	id=g:3174886
Fiume Lente	id=g:3174887
Lentate sul Seveso	id=g:3174888
Torrente Lenta	id=g:3174889
Lenta	id=g:3174890
Lenola	id=g:3174891
Leno	id=g:3174892
Lenno	id=g:3174893
Lenna	id=g:3174894
Rio Lendra	id=g:3174895
Lendinara	id=g:3174896
Capo Lena	id=g:3174897
Le Murge	id=g:3174898
Lempa	id=g:3174899
Lemmolle	id=g:3174900
Lemmi	id=g:3174901
Lemmen	id=g:3174902
Torrente Lemme	id=g:3174903
Lemignano	id=g:3174904
Lemie	id=g:3174905
Fiume Lemene	id=g:3174906
Le Marmore	id=g:3174907
Le Marche	id=g:3174908
Le Malghe	id=g:3174909
Le Lamie di Olimpe	id=g:3174910
Leinì	id=g:3174911
Fosso Leia	id=g:3174912
Lei	id=g:3174913
Le Grotte	id=g:3174914
Le Grazie di Ancona	id=g:3174915
Le Grazie	id=g:3174916
Le Grazie	id=g:3174917
Legoli	id=g:3174918
Legogne	id=g:3174919
Legnaro	id=g:3174920
Legnano	id=g:3174921
Legnago	id=g:3174922
Leggio	id=g:3174923
Fosso la Lega	id=g:3174924
Le Fornacette	id=g:3174925
Le Foci	id=g:3174926
Le Focette	id=g:3174927
Leffe	id=g:3174928
Le Ferriere	id=g:3174929
Val di Ledro	id=g:3174930
Lago di Ledro	id=g:3174931
Canale Ledra Tagliamento	id=g:3174932
Fiume Ledra	id=g:3174933
Canaletto Ledra	id=g:3174934
Canale Ledra	id=g:3174935
Le Croci d’Acerno	id=g:3174936
Le Cremosine	id=g:3174937
Le Comuni	id=g:3174938
Colle Lecinone	id=g:3174939
Pointe Léchaud	id=g:3174940
Le Cese	id=g:3174941
Le Cerquete	id=g:3174942
Fosso Lecconi	id=g:3174943
Lago di Lecco	id=g:3174944
Lecco	id=g:3174945
Porto Leccio	id=g:3174946
Leccio	id=g:3174947
Leccio	id=g:3174948
Lecchiore	id=g:3174949
Lecce nei Marsi	id=g:3174950
Tavoliere di Lecce	id=g:3174951
Provincia di Lecce	id=g:3174952
Lecce	id=g:3174953
Le Cave	id=g:3174954
Le Castella	id=g:3174955
Le Casine	id=g:3174956
Le Casette	id=g:3174957
Le Caselle	id=g:3174958
Le Case	id=g:3174959
Le Cascine	id=g:3174960
Le Casaccie	id=g:3174961
Le Bratte	id=g:3174962
Le Bolle	id=g:3174963
Le Biuse	id=g:3174964
Fosso Lebba	id=g:3174965
Le Barre	id=g:3174966
Le Balze	id=g:3174967
Le Balmelle	id=g:3174968
Monte Leano	id=g:3174969
Le Ammonite	id=g:3174970
Riu Lazzones	id=g:3174971
Lazzeretto	id=g:3174972
Lazzari	id=g:3174973
Lazzaretto	id=g:3174974
Lazise	id=g:3174975
Regione Lazio	id=g:3174976
Lazins	id=g:3174977
Lazfons	id=g:3174978
La Zecchina	id=g:3174979
Terra di Lavoro	id=g:3174980
Lavone	id=g:3174981
La Volla	id=g:3174982
Grosser Hochsteller	id=g:3174983
Lavis	id=g:3174984
Lavino di Mezzo	id=g:3174985
Torrente Lavino	id=g:3174986
Torrente Lavino	id=g:3174987
Lavina	id=g:3174988
La Villetta	id=g:3174989
La Ville	id=g:3174990
La Villa	id=g:3174991
La Villa	id=g:3174992
La Villa	id=g:3174993
Laviano	id=g:3174994
La Via	id=g:3174995
Lavezzola	id=g:3174996
Passo di Lavezzè	id=g:3174997
La Verna	id=g:3174998
Laverino	id=g:3174999
Val di Laverinello	id=g:3175000
La Vergine	id=g:3175001
Lavenone	id=g:3175002
Laveno-Mombello	id=g:3175003
Laveno	id=g:3175004
La Venezia	id=g:3175005
La Vena di Ciuchesu	id=g:3175006
Lavena	id=g:3175007
Lavello	id=g:3175008
Lavello	id=g:3175009
Torrente Lavella	id=g:3175010
Fosso Lavatore	id=g:3175011
Lavarone	id=g:3175012
Lavariano	id=g:3175013
Forcella di Lavardet	id=g:3175014
Lavangone	id=g:3175015
La Valle	id=g:3175016
La Valle Agordina	id=g:3175017
La Valle	id=g:3175018
La Valle	id=g:3175019
Fosso La Vallaccia	id=g:3175020
Laval	id=g:3175021
Lavaiano	id=g:3175022
Torrente Lavagna	id=g:3175023
Lavagna	id=g:3175024
Lauzacco	id=g:3175025
Lausetto	id=g:3175026
Fosso di Lauscello	id=g:3175027
Vallo di Lauro	id=g:3175028
Lauro	id=g:3175029
Lauro	id=g:3175030
Laurito	id=g:3175031
Laurino	id=g:3175032
Lauriano	id=g:3175033
Lauria	id=g:3175034
Valle Lauri	id=g:3175035
Valle Lauretto	id=g:3175036
Laurenzana	id=g:3175037
Lauregno - Laurein	id=g:3175038
Laureana Cilento	id=g:3175039
Laudes	id=g:3175040
Lauco	id=g:3175041
Laturo	id=g:3175042
Punta Lattari	id=g:3175043
Monti Lattari	id=g:3175044
Latronico	id=g:3175045
Punta Moore	id=g:3175046
La Tosca	id=g:3175047
La Torre	id=g:3175048
La Torre	id=g:3175049
La Torre	id=g:3175050
La Torrazza	id=g:3175051
La Torraccia	id=g:3175052
Monte Lato	id=g:3175053
Fiume Lato	id=g:3175054
Latisana	id=g:3175055
Lido di Latino	id=g:3175056
Provincia di Latina	id=g:3175057
Latina	id=g:3175058
Latina	id=g:3175059
Latignano	id=g:3175060
Latiano	id=g:3175061
La Thuile	id=g:3175062
La Terzana	id=g:3175063
Laterza	id=g:3175064
La Terra	id=g:3175065
Stazione di Laterina	id=g:3175066
Laterina	id=g:3175067
Latera	id=g:3175068
Albergo Latemar	id=g:3175070
Lateis	id=g:3175071
La Strada	id=g:3175072
La Strada	id=g:3175073
Lastra a Signa	id=g:3175074
La Storta	id=g:3175075
Lastebasse	id=g:3175076
Laste	id=g:3175077
Stazione La Spezia Migliarina	id=g:3175078
Stazione La Spezia Centrale	id=g:3175079
Provincia di La Spezia	id=g:3175080
La Spezia	id=g:3175081
La Solfatara	id=g:3175082
La Sirena	id=g:3175083
Lasino	id=g:3175084
La Serra	id=g:3175085
Lasei	id=g:3175086
La Sdriscia	id=g:3175087
La Scola	id=g:3175088
La Saxe	id=g:3175089
La Sanguettola	id=g:3175090
Monte Lasana	id=g:3175091
La Salza	id=g:3175092
La Salle	id=g:3175093
La Salana	id=g:3175094
La Sabatina	id=g:3175095
Lasa - Laas	id=g:3175096
Larzano	id=g:3175097
La Rotondella	id=g:3175098
La Rotonda	id=g:3175099
La Romana	id=g:3175100
La Rocchetta	id=g:3175101
La Rocca	id=g:3175102
La Rocca	id=g:3175103
Larizzate	id=g:3175104
Larino	id=g:3175105
Lariano	id=g:3175106
Fosso Lariana	id=g:3175107
Lari	id=g:3175108
Canale Largon	id=g:3175109
Larghetto	id=g:3175110
Passo di Lares	id=g:3175111
La Reale	id=g:3175112
Lardirago	id=g:3175113
Larderello	id=g:3175114
Lardaro	id=g:3175115
Lardara	id=g:3175116
Larciano	id=g:3175117
Larciano	id=g:3175118
Larcher	id=g:3175119
Provincia di L’Aquila	id=g:3175120
L’Aquila	id=g:3175121
La Presuraccia	id=g:3175122
Lappato	id=g:3175123
Lappago	id=g:3175124
La Posta	id=g:3175125
La Pioppa	id=g:3175126
Lapio	id=g:3175127
Lapio	id=g:3175128
Torre Lapillo	id=g:3175129
La Pila	id=g:3175130
La Pieve	id=g:3175131
La Pieve	id=g:3175132
La Pieve	id=g:3175133
La Pievaccia	id=g:3175134
La Pettenella	id=g:3175135
La Pesta	id=g:3175136
La Pescaia	id=g:3175137
Lapedona	id=g:3175138
La Pedocca	id=g:3175139
La Pavonara	id=g:3175140
La Pastorella	id=g:3175141
La Panizza	id=g:3175142
La Panighina	id=g:3175143
La Paluaccia	id=g:3175144
La Palazzina	id=g:3175145
La Palazzina	id=g:3175146
La Palazza	id=g:3175147
Fosso La Padula	id=g:3175149
Lanzo Torinese	id=g:3175150
Lanzoni	id=g:3175151
Lanzo d'Intelvi	id=g:3175152
Monte Lanzo	id=g:3175153
Fosso Lanzo	id=g:3175154
Rio dei Lanzi	id=g:3175155
Lanuvio	id=g:3175156
La Nurra	id=g:3175157
Lano	id=g:3175158
L’Annunziata	id=g:3175159
Lanna	id=g:3175160
Langosco	id=g:3175161
L’Angolo	id=g:3175162
Langhirano	id=g:3175163
Langhe	id=g:3175164
Colla di Langan	id=g:3175165
Lanfredi	id=g:3175166
Monte Landro	id=g:3175167
Landriano	id=g:3175168
L’Andria	id=g:3175169
Torrente Landola	id=g:3175170
Landiona	id=g:3175171
Lanciatoio	id=g:3175172
Lanciano	id=g:3175173
Lancebranlette	id=g:3175174
Lana di Sotto	id=g:3175175
Torrente Lana	id=g:3175176
Lana - Lana	id=g:3175177
La Murta	id=g:3175178
La Mura	id=g:3175179
La Muda	id=g:3175180
Lamporo	id=g:3175181
Lamporecchio	id=g:3175182
Torrente Lampeggiano	id=g:3175183
La Morra	id=g:3175184
La Montagnola	id=g:3175185
La Montagna	id=g:3175186
La Monna	id=g:3175187
Fiume Lamone	id=g:3175188
Lamon	id=g:3175189
Lamole	id=g:3175190
Lammari	id=g:3175191
La Miniera	id=g:3175192
La Meta	id=g:3175193
L'Americano	id=g:3175194
Lame	id=g:3175195
Fiume Lambro Meridionale	id=g:3175196
Fiume Lambro	id=g:3175197
Fiume Lambro	id=g:3175198
Lambre	id=g:3175199
Lambrate	id=g:3175200
Fosso Lamastrine	id=g:3175201
La Massara	id=g:3175202
La Masonaccia	id=g:3175203
La Martina	id=g:3175204
La Marina	id=g:3175205
La Marchesa	id=g:3175206
La Mandria	id=g:3175207
Lama Mocogno	id=g:3175208
La Maielletta	id=g:3175209
La Magdeleine	id=g:3175210
La Madonnina	id=g:3175211
La Madonnina	id=g:3175212
La Madonnetta	id=g:3175213
La Madonna	id=g:3175214
Lama di Monchio	id=g:3175215
Lama dei Peligni	id=g:3175216
La Maddalena	id=g:3175217
Val di Lama	id=g:3175218
Torrente Lama	id=g:3175219
Monte Lama	id=g:3175220
Lama	id=g:3175221
Lama	id=g:3175222
Lama	id=g:3175223
Lama	id=g:3175224
Lama	id=g:3175225
L'Altissima	id=g:3175226
Monte Lalombo	id=g:3175227
La Loggia	id=g:3175228
Torrente Lalluni	id=g:3175229
Lallio	id=g:3175230
La Lima	id=g:3175231
L’Albera	id=g:3175232
La Lama	id=g:3175233
La Lama	id=g:3175234
Laives - Leifers	id=g:3175235
Laion - Lajen	id=g:3175236
Fosso Laio	id=g:3175237
Lainate	id=g:3175238
Laigueglia	id=g:3175239
Lajatico	id=g:3175240
Fosso Laguzzano	id=g:3175241
Lagune	id=g:3175242
Lagundo	id=g:3175243
La Guardia	id=g:3175244
La Gualda	id=g:3175245
La Grazia	id=g:3175246
Lagozza	id=g:3175247
Lagosanto	id=g:3175248
Wildseespitze	id=g:3175249
Catena di Lagorai	id=g:3175250
Canale Lagora	id=g:3175251
Lagora	id=g:3175252
Lagonegro	id=g:3175253
Weisssee Spitze	id=g:3175254
Rio del Lago	id=g:3175255
Monte del Lago	id=g:3175256
Monte del Lago	id=g:3175257
Lago di Lago	id=g:3175258
Lago	id=g:3175259
Lago	id=g:3175260
Lago	id=g:3175261
Laglio	id=g:3175262
Laglesie-San Leopoldo	id=g:3175263
La Giustiniana	id=g:3175264
La Giudecca	id=g:3175265
La Giudecca	id=g:3175266
La Giovecca	id=g:3175267
Laghi	id=g:3175268
Laghetti	id=g:3175269
Monte della Laghetta	id=g:3175270
Lagdei	id=g:3175271
Passo Lagastrello	id=g:3175272
Lagaro	id=g:3175273
Lagarino	id=g:3175274
Val Lagarina	id=g:3175275
Monte Lagarella	id=g:3175276
La Gaiola	id=g:3175277
La Fruttarola	id=g:3175278
La Frua	id=g:3175279
La Frattina	id=g:3175280
La Frampolina	id=g:3175281
La Forchetta	id=g:3175282
La Foppa	id=g:3175283
La Foce	id=g:3175284
La Fiumarella	id=g:3175285
La Fiumarella	id=g:3175286
Monte La Fine	id=g:3175287
La Figurina	id=g:3175288
La Falconara	id=g:3175289
La Fagiana	id=g:3175290
La Faggia	id=g:3175291
La Fabbrica	id=g:3175292
Laerru	id=g:3175293
Ladurnes	id=g:3175294
Monte Ladu	id=g:3175295
Monte Ladu	id=g:3175296
Monte Ladu	id=g:3175297
Ladispoli	id=g:3175298
La Dispensa	id=g:3175299
La Cupa	id=g:3175300
Riu Lac’umbrosa	id=g:3175301
Laculo	id=g:3175302
La Crosara	id=g:3175303
La Crocetta	id=g:3175304
La Croce	id=g:3175305
L’Acquarino	id=g:3175306
La Costa	id=g:3175307
La Costa	id=g:3175308
La Costa	id=g:3175309
La Costa	id=g:3175310
La Costa	id=g:3175311
La Coreggia	id=g:3175312
La Corba	id=g:3175313
Golfo della Lacona	id=g:3175314
Castello di Montarrenti	id=g:3175315
La Collina	id=g:3175316
La Collevata	id=g:3175317
La Colletta	id=g:3175318
La Colla	id=g:3175319
La Cinquantina	id=g:3175320
La Cilla	id=g:3175321
La Chiusa	id=g:3175322
La Chiocciola	id=g:3175323
La Chiassa	id=g:3175324
La Chiaia	id=g:3175325
Monte Lachesos	id=g:3175326
Lachelle	id=g:3175327
Laces - Latsch	id=g:3175328
La Certosa	id=g:3175329
Monte Lacerone	id=g:3175330
Torrente Lacerno	id=g:3175331
Lago di Laceno	id=g:3175332
Lacedonia	id=g:3175334
Lacco Ameno	id=g:3175335
Laccio	id=g:3175336
Lacchiarella	id=g:3175337
La Cavriana	id=g:3175338
La Cavanella	id=g:3175339
La Cava	id=g:3175340
La Casinina	id=g:3175341
La Casina	id=g:3175342
La Casina	id=g:3175343
La Casetta	id=g:3175344
La Casetta	id=g:3175345
La Casetta	id=g:3175346
La Cascina	id=g:3175347
La Cascina	id=g:3175348
La Cascina	id=g:3175349
La Capriola	id=g:3175350
La Cappelletta	id=g:3175351
La Cappelletta	id=g:3175352
La Capocotta	id=g:3175353
Riu Lacanu	id=g:3175354
La Canala	id=g:3175355
La Campigliola	id=g:3175356
La Campagnola	id=g:3175357
La Campa	id=g:3175358
La Cagnoletta	id=g:3175359
La Caduta	id=g:3175360
Labro	id=g:3175361
La Botiaccia	id=g:3175362
La Boccalona	id=g:3175363
La Boaria	id=g:3175364
La Biondella	id=g:3175365
La Biocca	id=g:3175366
Labico	id=g:3175367
La Berzigala	id=g:3175368
La Bertolotta	id=g:3175369
La Bernolda	id=g:3175370
Monte Labbro	id=g:3175371
La Bassa	id=g:3175372
La Barchessa	id=g:3175373
La Barchessa	id=g:3175374
La Barbina	id=g:3175375
La Bandita	id=g:3175376
La Balda	id=g:3175377
La Balantina	id=g:3175378
Joux	id=g:3175379
Joussaud	id=g:3175380
Izzalini	id=g:3175381
Izano	id=g:3175382
I Zalloni	id=g:3175383
Ivrea	id=g:3175384
Ivrea	id=g:3175385
I Villini	id=g:3175386
I Vaccari	id=g:3175387
Ittiri	id=g:3175388
Ittireddu	id=g:3175389
Valle d’ Itria	id=g:3175390
Rio d’ Itri	id=g:3175391
Itri	id=g:3175392
I Tre Olmi	id=g:3175393
Itieli	id=g:3175394
Italian Republic	id=g:3175395
Glockenkarkopf	id=g:3175396
Istrana	id=g:3175398
Monte Istolargiu	id=g:3175399
Istia d'Ombrone	id=g:3175400
Punta s’ Istatu	id=g:3175401
Porto Istana	id=g:3175402
Issogne	id=g:3175403
Issiria	id=g:3175404
Issime	id=g:3175405
Ispra	id=g:3175406
Punta Ispiene	id=g:3175407
Isorella	id=g:3175408
Soča	id=g:3175409
Isonzato	id=g:3175410
Isole Tremiti	id=g:3175411
Isolella	id=g:3175412
Punta l’ Isoledda	id=g:3175413
Isola Vicentina	id=g:3175414
Isola Sant'Antonio	id=g:3175415
Isola Santa	id=g:3175416
Isola San Biagio	id=g:3175417
Isola Pescaroli	id=g:3175418
Bonifica Isola Morosini	id=g:3175419
Ísola Morosini	id=g:3175420
Isolalunga	id=g:3175421
Isola Fossara	id=g:3175422
Isola Farnese	id=g:3175423
Isola Dovarese	id=g:3175424
Isola di Fano	id=g:3175425
Isola del Piano	id=g:3175426
Isola del Liri	id=g:3175427
Isola della Scala	id=g:3175428
Isola del Gran Sasso d'Italia	id=g:3175429
Isola del Cantone	id=g:3175430
Isola Comacina	id=g:3175431
Isolaccia	id=g:3175432
Isolabona	id=g:3175433
Isola Bella	id=g:3175434
Rio Isola	id=g:3175435
Isola	id=g:3175436
Isola	id=g:3175437
Isola	id=g:3175438
Isola	id=g:3175439
Isola	id=g:3175440
Isola	id=g:3175441
Isola d'Arbia	id=g:3175442
Isiata	id=g:3175443
Provincia di Isernia	id=g:3175444
Isernia	id=g:3175445
Lago d’ Iseo	id=g:3175446
Iseo	id=g:3175447
Iselle	id=g:3175448
Monte Iscoba	id=g:3175449
Riu Iscia di Palma	id=g:3175450
Monte Ischizzarolu	id=g:3175451
Ischitella	id=g:3175452
Ischia Porto	id=g:3175453
Ischia di Castro	id=g:3175454
Isola d’ Ischia	id=g:3175455
Fosso Ischia	id=g:3175456
Canale d’ Ischia	id=g:3175457
Ischia	id=g:3175458
Riu Iscanneddu	id=g:3175459
Scoglio Isca	id=g:3175460
Fiumara l’ Isca	id=g:3175461
Valle Isarco	id=g:3175462
Fiume Isarco	id=g:3175463
Riu Isalle	id=g:3175464
Monte Irveri	id=g:3175465
Irsina	id=g:3175466
Monte Irsi	id=g:3175467
Irpinia	id=g:3175468
I Ronchi	id=g:3175469
I Roncari	id=g:3175470
Irola	id=g:3175471
Monte d’ Iro	id=g:3175472
Fiume Irno	id=g:3175473
Irgoli	id=g:3175474
Monte dell’ Irco	id=g:3175475
I Rami	id=g:3175476
Ipplis	id=g:3175477
I Pozzi	id=g:3175478
I Pozzi	id=g:3175479
I Ponti	id=g:3175480
I Poggetti	id=g:3175481
I Pieracci	id=g:3175482
I Pavoloni	id=g:3175483
I Palazzi	id=g:3175484
I Padri	id=g:3175485
Torrente Iorenzo	id=g:3175486
Torrente di Iolo	id=g:3175487
Jolanda di Savoia	id=g:3175488
Iôf di Montasio	id=g:3175489
Inzino	id=g:3175490
Inzago	id=g:3175491
Invorio	id=g:3175492
Invillino	id=g:3175493
Inveruno	id=g:3175494
Inverno e Monteleone	id=g:3175495
Inverno	id=g:3175496
Inverigo	id=g:3175497
Introdacqua	id=g:3175498
Introbio	id=g:3175499
Intra	id=g:3175500
Intizzo	id=g:3175501
Intissans	id=g:3175502
