La Rosetta	id=g:6472838
Hotel Langgenhof	id=g:6523823
Hotel La Fenice	id=g:6523831
Relais Borgo Scopeto	id=g:6523838
Minotel Lago Bin	id=g:6523843
Courtyard Venice Airport	id=g:6523851
Parisi Hotel	id=g:6523857
Arli Hotel	id=g:6523867
Grande Hotel Selinunte	id=g:6523874
Fattoria Ghezzi	id=g:6523905
Baltic Hotel	id=g:6523908
Le Rondini Airport Hotel	id=g:6523917
Capo Caccia Resort	id=g:6523999
Lugano Torretta	id=g:6524059
Crocioni Hotel Rizzi	id=g:6524063
Portrait Suites	id=g:6524072
Castello Chiola	id=g:6524083
Columbus Hotel	id=g:6524092
Hotel Ilga	id=g:6524097
Executive Hotel   G T  Group	id=g:6524113
Garden Hotel	id=g:6524216
Forte Village  Le Dune	id=g:6524234
La Canonica Di Cortine	id=g:6524338
Hotel Villa Caterina	id=g:6524369
Residence Hotel	id=g:6524438
Forte Village  Il Borgo	id=g:6524498
Hotel Del Sole	id=g:6524500
Top Bonotto Hotel Palladio	id=g:6524505
Marina Club Hotel	id=g:6524519
Hotel Parco Smeraldo Terme	id=g:6524540
Hotel Victor	id=g:6524557
Firenze	id=g:6524596
Hotel Todini	id=g:6524615
Hotel Montreal Ragusa	id=g:6524628
Agriturismo Tenuta Colli Verdi	id=g:6524638
Litta Palace Hotel	id=g:6524639
Ca Nigra Lagoon Resort	id=g:6524642
Amadeus   Teatro	id=g:6524667
Antica Dimora Hotel Sole	id=g:6524676
Ventaclub Pizzomunno	id=g:6524689
Alpin Royal Wellness And Resort	id=g:6524706
Orione Hotel	id=g:6524710
Residence L Incanto	id=g:6524720
Schachen Parkhotel	id=g:6524725
Villa Del Parco And Spa	id=g:6524734
Hotel President Giovinazzo	id=g:6524744
Htl Torre Di Cala Piccola	id=g:6524751
Forte Sorgnano	id=g:6524777
Best Western Hotel Ara Solis	id=g:6524791
Htl Villa Carlotta Ex Fabbiano	id=g:6524801
Hotel Locanda Arte	id=g:6524813
St John	id=g:6524834
Residence Santabarbara	id=g:6524856
Minotel Falco D Oro	id=g:6524889
Bastiani Grand Hotel	id=g:6524932
Parco Sassi Hotel	id=g:6524950
I Casali Di Monticchio	id=g:6524954
Hotel Nibbio	id=g:6524966
Hotel Rossini Al Teatro	id=g:6524990
Hotel Michaela	id=g:6524992
Residenza Del Moro	id=g:6524997
Auren Hotel	id=g:6525049
Le Torri Di Bagnara	id=g:6525062
Best Western Hotel Langhe Mon	id=g:6525067
Park Hotel Villa Leon D Oro	id=g:6525102
Hotel Bellevue San Lorenzo	id=g:6525111
Hotel Solemar	id=g:6525123
Montespina Park Hotel	id=g:6525135
Hotel Villa Ranieri	id=g:6525145
Nettuno Palace Hotel	id=g:6525159
Hotel Ca Centopietre	id=g:6525170
Hotel O Sole Mio	id=g:6525215
Hotel Montreal	id=g:6525233
Hotel Tirrenus	id=g:6525238
Villa Le Scale	id=g:6525256
Inn At The Roman  Forum	id=g:6525284
Guest House Hotel Al Portico	id=g:6525310
Hotel Val Di Sogno	id=g:6525323
Park Hotel Regina	id=g:6525422
Hotel La Perla	id=g:6525433
Hotel Sporting	id=g:6525441
Albergo Conte Verde	id=g:6525470
San Paolo Della Croce	id=g:6525525
Grand Hotel Capodimonte	id=g:6525545
Sant Alphio Garden	id=g:6525551
Nicotel San Giovanni Rotondo	id=g:6525562
Classhotel Terni	id=g:6525565
Best Western Hotel Liberta	id=g:6525598
Arco Naturale Hotel	id=g:6525601
Nicotel Pineto	id=g:6525612
Villa Roma Imperiale	id=g:6525633
Lo Scoglio Hotel	id=g:6525638
Nicotel Bisceglie	id=g:6525655
Imperial Hotel Tramontano	id=g:6525663
Hotel Giardini Dei Greci	id=g:6525664
Rose Garden Palace	id=g:6525691
Nicotel Wellness Corato	id=g:6525696
Hotel Panorama	id=g:6525731
Classhotel Piacenza Junior	id=g:6525732
Badia Alle Grazie Country Resort	id=g:6525736
Grand Htl Trieste And Victoria	id=g:6525743
Lhoste Hotel	id=g:6525759
Hotel Impero	id=g:6525805
Relais Villa Belpoggio	id=g:6525806
Minotel Lanzillotta	id=g:6525830
Grand Hotel Duchi D'Aosta	id=g:6525831
Classhotel Castelli	id=g:6525867
Trulli Holiday	id=g:6525875
Abbazia San Pietro In Valle	id=g:6525889
Minotel Mary	id=g:6525895
Savoy Beach Hotel	id=g:6525913
Hotel Belair	id=g:6525914
Hotel Mamela	id=g:6525919
Park Hotel	id=g:6525928
Jw Marriott Tiberio Rst And Spa	id=g:6525978
Hotel Argentina	id=g:6525983
Hotel Astoria	id=g:6526009
Castello Di San Marco	id=g:6526019
Hotel Stiegl Scala	id=g:6526026
Hotel Borgo Verde	id=g:6526033
Hotel Baia Delle Sirene	id=g:6526036
Carlos V	id=g:6526040
Camelia	id=g:6526080
Hotel Club Sorrento	id=g:6526090
Hotel Abacus	id=g:6526100
Hotel Torretta	id=g:6526113
Parkhotel Laurin	id=g:6526121
Masseria San Marco	id=g:6526140
Hotel Il Gelso Bianco	id=g:6526149
Sporting Residence Hotel	id=g:6526161
Arte Hotel	id=g:6526180
Relais Il Casello	id=g:6526224
Grand Hotel Chiusa Di Chietri	id=g:6526273
Hotel Casa Mia	id=g:6526282
Osteria Dell Orcia	id=g:6526284
Hotel Residence Miramare	id=g:6526292
Hotel Richmond	id=g:6526416
Albergo Villa Marta	id=g:6526419
Hotel Portale	id=g:6526486
Hotel Ruggero Ii	id=g:6526519
Pincio Hotel	id=g:6526526
Castello Di Tornano	id=g:6526536
Hotel Pithaecusa	id=g:6526545
Hotel Amiternum	id=g:6526563
Hotel Hiberia	id=g:6526567
Villaggio Torre Macauda	id=g:6526579
Hotel Il Sole	id=g:6526601
Hotel Gardenia	id=g:6526606
Country House Montali	id=g:6526612
Hotel Real Fini Via Emilia	id=g:6526632
Gran Sasso Hotel	id=g:6526668
Aladin Hotel	id=g:6526680
Villa Athena Hotel	id=g:6526701
Relais Campanile	id=g:6526716
Hotel Umberto Primo	id=g:6526755
Roma 2000 Hotel	id=g:6526779
Atahotel Tanka Village Resort	id=g:6526788
Piccolo Hotel	id=g:6526800
Hotel Le Acacie	id=g:6526824
Grand Hotel San Michele	id=g:6526846
Villa Lidia	id=g:6526901
Residence Castello	id=g:6526950
Masseria Colombo	id=g:6526977
Sabatino Hotel	id=g:6527017
Paradiso Selvaggio	id=g:6527025
San Francisco Hotel	id=g:6527050
Garden House	id=g:6527083
Hotel Due Mori	id=g:6527114
Castel Del Monte Park Hotel	id=g:6527167
Lugano Hotel	id=g:6527197
Hotel Ristorante Leonardo Da Vi	id=g:6527198
B And B Leroux	id=g:6527298
Hotel Ferrara	id=g:6527305
Kyriad - Rimini	id=g:6527324
Hotel Oasi Di Kufra	id=g:6527328
Palermo Hotel Carrubella Monrea	id=g:6527351
Hotel Gardena Grodnerhof	id=g:6527417
Atahotel Quark Due Residence	id=g:6527428
Miro	id=g:6527447
Best Western Hotel Acqua Novel	id=g:6527453
Napoli Hotel	id=g:6527472
Atahotel Class Residence	id=g:6527519
Catalani E Madrid Hotel	id=g:6527661
Antica Locanda Dei Mercanti	id=g:6527713
Best Western Hotel Delle Pian	id=g:6527727
Hotel Anagnina	id=g:6527741
Minerva	id=g:6527765
Leonardo Da Vinci Hotel	id=g:6527773
Ibis Firenze Nord	id=g:6527843
Calabona	id=g:6527847
Hotel La Residenza  Sorrento	id=g:6527878
Apollo Hotel	id=g:6527900
J And J Historic House Hotel	id=g:6527924
Hotel Eur	id=g:6527962
Bw Grand Hotel Elba Intl	id=g:6527994
Gran Duca Di York Hotel	id=g:6528065
Rallye Hotel	id=g:6528072
Bw Park Hotel California	id=g:6528075
Hotel Astoria	id=g:6528081
Rovello Hotel	id=g:6528107
Hotel Garden	id=g:6528132
Tiffany S Hotel	id=g:6528171
Bagni Di Pisa Natural Spa Resor	id=g:6528179
Relais Il Canalicchio Srl	id=g:6528197
Hosting Culture Hotel Accademia	id=g:6528216
Atahotel Arcobaleno	id=g:6528271
Posta Zirm Hotel	id=g:6528348
Titian Inn Venice Airport	id=g:6528367
Vigilius Mountain Resort	id=g:6528378
San Biagio	id=g:6528404
Arena Hotel	id=g:6528420
Palazzo Zorzi Liassidi	id=g:6528449
Hotel Nazionale	id=g:6528452
Atahotel The Big Residence	id=g:6528459
Hotel Ca San Polo	id=g:6528460
Bw Hotel Rive	id=g:6528462
Park Hotel Mignon	id=g:6528492
Albergo I Dammusi Di Borgo Cala	id=g:6528499
Hotel Boccascena	id=g:6528569
Albergo Abruzzi	id=g:6528632
Hotel Nordik	id=g:6528633
Mercure Bergamo 4	id=g:6528648
Palazzo Guardi	id=g:6528693
Bhr Palazzo Odoni	id=g:6528723
Atahotel Naxos Beach Resort	id=g:6528763
Sabotino Hotel	id=g:6528767
Four Points Bolzano	id=g:6528787
Tresa Bay Hotel	id=g:6528815
Art Hotel Novecento	id=g:6528820
Hotel Fenix	id=g:6528826
Best Western Aston Hotel	id=g:6528880
Hotel Residence Flora Meran	id=g:6528899
Atahotel Contessa Jolanda Res	id=g:6528941
Hotel La Coluccia	id=g:6528950
Hotel Palumbo Palazzo Confalo	id=g:6528987
Il Moresco Grand Hotel And Spa	id=g:6528990
Grand Hotel Excelsior Terme	id=g:6529015
Top Ccl Bonotto Hotel Belvedere	id=g:6529018
Park Hyatt Milano	id=g:6529048
Bhr Hotel Regit	id=g:6529066
Hotel Aurora	id=g:6529068
Hotel Villa Fiorita	id=g:6529074
Bhr Hotel Les Chambres D Or	id=g:6529088
Hotel Campione	id=g:6529097
Suites Torre Dell Orologio	id=g:6529108
Marinella  Nihotels	id=g:6529127
Abitart Hotel	id=g:6529136
Hotel Ducale	id=g:6529139
Grand Hotel Atlantis Bay	id=g:6529166
Bhr Hotel Giusy	id=g:6529187
Masseria San Domenico	id=g:6529192
Hotel Rigel	id=g:6529232
Poseidon Hotel	id=g:6529246
Apan	id=g:6529270
Best Western Hotel Ferrari	id=g:6529347
Stella Hotel	id=g:6529369
Hotel Portole	id=g:6529370
Bw Htl Cavalieri Della  Corona	id=g:6529382
Hotel Delle Vittorie	id=g:6529386
Methis	id=g:6529402
Villa Di Piazzano	id=g:6529420
Bhr Antica Pieve	id=g:6529440
Cristallo Palace Hotel And Spa	id=g:6529465
Locanda Ovidius   Venice	id=g:6529467
Hotel De La Ville	id=g:6529482
Stendhal Hotel	id=g:6529492
Locanda 5 Cerri  Nihotels	id=g:6529505
Bw Hotel Dei Cavalieri	id=g:6529527
Bw Hotel Europa	id=g:6529528
La Pensione Svizzera	id=g:6529538
Hotel Villa Michelangelo	id=g:6529600
Hotel Sardegna	id=g:6529623
Bhr Campello Castle Apartments	id=g:6529642
Residence Cavalluccio Mar Ros	id=g:6529682
Val Di Colle	id=g:6529694
Hotel Ca  Bauta	id=g:6529716
Best Western Palace Htl Helios	id=g:6529758
Hotel Palace Merano	id=g:6529774
Hotel Lancaster	id=g:6529828
La Villa  Hotel	id=g:6529874
L Incanto Di Fiesole	id=g:6529919
Granducato Nihotels	id=g:6529921
I Parigi Corbinelli	id=g:6529953
Filippo Ii	id=g:6529968
Hotel Planet	id=g:6529973
Relais La Commenda	id=g:6530009
Hosting Culture Hotel Astoria G	id=g:6530035
Abacus	id=g:6530067
Hotel Mediterraneo	id=g:6530083
Bw Hotel President	id=g:6530171
Bw Hotel Tremoggia	id=g:6530182
Best Western Hotel Cappelli	id=g:6530191
Best Western Hotel President	id=g:6530241
Bw Hotel Re Enzo	id=g:6530293
Bw Garden Hotel	id=g:6530303
Bw Hotel Olimpia	id=g:6530331
Bw Hotel Paradiso	id=g:6530366
Bw Hotel City	id=g:6530371
Hotel Della Robbia	id=g:6530494
Bw Miceneo Palace Hotel	id=g:6530527
Best Western Hotel Plaza	id=g:6530567
Bw Hotel Genio	id=g:6530602
Greif Maria Theresia Hotel	id=g:6530608
Best Western Meeting Hotel	id=g:6530632
Sporthotel Alpina	id=g:6530637
Bw Lu King Hotel	id=g:6530800
Bw Hotel Crimea	id=g:6530827
Bw Hotel Fiuggi Terme	id=g:6530829
Bw Hotel Dei Medaglioni	id=g:6530847
Locanda Del Glicine	id=g:6530850
Best Western Park Hotel	id=g:6530868
Best Western Park Hotel	id=g:6530985
Best Western Hotel Alpi	id=g:6531081
Bw Hotel Esplanade	id=g:6531133
Bw Hotel San Giusto	id=g:6531146
Best Western Hotel Ascot	id=g:6531160
Eurocongressi Hotel	id=g:6531187
Bw Hotel Carlo Felice	id=g:6531232
Bw Hotel Delle Rose	id=g:6531235
Best Western Hotel Canada	id=g:6531244
Best Western Raffaelli Park	id=g:6531268
Hotel Antico Termine	id=g:6531316
Bw Hotel Europa	id=g:6531332
Bw Premier Cappello D Oro	id=g:6531333
President Park Hotel	id=g:6531342
Bw David Palace Hotel	id=g:6531357
Best Western Hotel El Chico	id=g:6531405
Benito Al Bosco	id=g:6531445
Bw Hotel Al Fogher	id=g:6531447
Green Center Hotel	id=g:6531465
Hotel Quisisana	id=g:6531519
Bw Hotel Cristallo	id=g:6531565
Hortensis	id=g:6531578
Nuovo Metro	id=g:6531584
Hotel Le Due Fontane	id=g:6531685
Hotel Villa Rinascimento	id=g:6531697
Best Western Hotel La Di Moret	id=g:6531762
Bauer Il Palazzo	id=g:6531764
Hotel Garni Orchidea	id=g:6531793
Hotel Aster Meran	id=g:6531829
Hotel Suite Esedra	id=g:6531842
Sofitel Venezia In Isola	id=g:6531856
Grotta Giusti Terme Hotel	id=g:6531900
Hotel Ca Amadi	id=g:6531905
Hotel Paggeria Medicea	id=g:6531907
Bw Hotel Luxor	id=g:6531917
Relais  La Suvera	id=g:6532096
Hotel Tempio Di Pallade	id=g:6532210
La Scala Palace	id=g:6532271
Locanda Del Sant Uffizio	id=g:6532293
Hotel Cristallo	id=g:6532321
Quality Hotel Rodeneggerhof	id=g:6532338
Albergo Pietrasanta	id=g:6532346
Albatros	id=g:6532356
Bw Hotel Bristol	id=g:6532377
The Gray	id=g:6532455
Akrabello Hotel	id=g:6532535
L Ancora Hotel	id=g:6532561
Kaos Hotel	id=g:6532565
Parc Hotel Gritti	id=g:6532568
Casale Donnaperna	id=g:6532585
Atahotel Principi Di Piemonte	id=g:6532620
Hotel Rosa	id=g:6532645
Antico Casale  Nihotels	id=g:6532669
Locanda Armizo	id=g:6532686
Il Piccolo Castello Hotel	id=g:6532735
Hotel Madrigale	id=g:6532747
Hotel Apollo	id=g:6532779
Hotel Albion	id=g:6532802
Tosco Romagnolo Hotel And Spa	id=g:6532808
Hotel Piranesi Palazzo Nainer	id=g:6532821
Locanda Dei Carugi	id=g:6532850
Bw Hotel Lisca Bianca	id=g:6532886
Locanda Le Boscarecce	id=g:6532935
Hotel Villa Condulmer	id=g:6533000
Delle Arti Design Hotel	id=g:6533037
Giada Holiday Flats	id=g:6533079
Aurelia Hotel	id=g:6533081
Hotel Fiera	id=g:6533100
Petra Hotel And Residence	id=g:6533104
Silva Hotel Splendid	id=g:6533120
Airone	id=g:6533124
Masseria Torre Coccaro	id=g:6533143
Hotel Astoria	id=g:6533289
Tigullio Royal Hotel	id=g:6533290
Hotel Europa	id=g:6533292
Eurotel Rapallo	id=g:6533293
Grand Hotel Bristol	id=g:6533295
Hotel Cavour	id=g:6533297
Hotel Vesuvio	id=g:6533300
Hotel Miramare	id=g:6533301
Hotel Rio	id=g:6533302
Grand Miramare	id=g:6533306
Hotel La Vela Castello	id=g:6533309
Grand Hotel & des Anglais	id=g:6533311
La Rosa dei Venti	id=g:6533314
Pollon Inn San Remo	id=g:6533315
Forte Village Resort - Il Villaggio	id=g:6533316
Park Hotel Suisse	id=g:6533318
Hotel Europa	id=g:6533320
Hotel Continental	id=g:6533324
Bw Regina Elena	id=g:6533325
Bw Hotel Laurin	id=g:6533326
Hotel Milano	id=g:6533330
Affittacamere  Sole Mare	id=g:6533332
Bw Hotel Nazionale	id=g:6533344
Hotel San Giorgio	id=g:6533346
Domina Inn Piccolo	id=g:6533347
Royal Hotel Sanremo	id=g:6533349
Metropole	id=g:6533350
Excelsior Palace Hotel	id=g:6533351
NUOVA RIVIERA Hotel	id=g:6533358
Hotel Helios	id=g:6533359
Hotel Canali	id=g:6533360
Hotel Villa Maria	id=g:6533361
Cruccuris Resort	id=g:6533362
Giulio Cesare Hotel	id=g:6533363
Cicogna	id=g:6533364
Traiana	id=g:6533365
Podere Il Doccio	id=g:6533366
Vacchereccia	id=g:6533833
Pieve Emanuele	id=g:6534212
Osio Sotto	id=g:6534213
Scanzorosciate	id=g:6534214
Bedizzole	id=g:6534215
Lumezzane	id=g:6534216
Mazzano	id=g:6534217
Porto Mantovano	id=g:6534218
Castel d'Azzano	id=g:6534219
Noventa Padovana	id=g:6534220
Castelnuovo del Garda	id=g:6534221
Romano d'Ezzelino	id=g:6534222
Saonara	id=g:6534223
Mediglia	id=g:6534224
Curtatone	id=g:6534225
Buccinasco	id=g:6534226
Monte Argentario	id=g:6534227
Guidonia Montecelio	id=g:6534228
Cervinara	id=g:6534229
Montoro Inferiore	id=g:6534230
Montoro Superiore	id=g:6534231
Lamezia Terme	id=g:6534232
Cardano al Campo	id=g:6534233
Caronno Pertusella	id=g:6534234
Cassano Magnago	id=g:6534235
Gerenzano	id=g:6534236
Uboldo	id=g:6534237
Pero	id=g:6534238
Pessano con Bornago	id=g:6534239
Settimo Milanese	id=g:6534240
Cassola	id=g:6534241
Pieve a Nievole	id=g:6534242
Albisola Superiore	id=g:6534243
Arcisate	id=g:6534244
Basiglio	id=g:6534245
Bussero	id=g:6534246
Verano Brianza	id=g:6534247
Treviolo	id=g:6534248
Concesio	id=g:6534249
Pino Torinese	id=g:6534250
San Cipriano d'Aversa	id=g:6534251
San Felice a Cancello	id=g:6534252
San Nicola la Strada	id=g:6534253
Crispano	id=g:6534254
Pollena Trocchia	id=g:6534255
Quarto	id=g:6534256
Tremestieri Etneo	id=g:6534257
Santena	id=g:6534258
Vinovo	id=g:6534259
San Pietro in Cariano	id=g:6534260
Ozzano dell'Emilia	id=g:6534261
Casagiove	id=g:6534262
Frignano	id=g:6534263
Orta di Atella	id=g:6534264
San Marcellino	id=g:6534265
Teverola	id=g:6534266
Casavatore	id=g:6534267
Volla	id=g:6534268
Santa Maria la Carità	id=g:6534269
Trecase	id=g:6534270
Sant'Egidio del Monte Albino	id=g:6534271
Bellizzi	id=g:6534272
Alba Adriatica	id=g:6534273
Valderice	id=g:6534274
Gravina di Catania	id=g:6534275
Sant'Agata li Battiati	id=g:6534276
Lusciano	id=g:6534277
Parete	id=g:6534278
Piedimonte Matese	id=g:6534279
Cesano Boscone	id=g:6534280
Cesate	id=g:6534281
Due Carrare	id=g:6534282
Porto Viro	id=g:6534283
Fonte Nuova	id=g:6534284
San Giovanni Teatino	id=g:6534285
Bernareggio	id=g:6534286
Brozolo	id=g:6534287
Campiglione-Fenile	id=g:6534288
Magliano Alfieri	id=g:6534289
Moiola	id=g:6534290
Mombarcaro	id=g:6534291
Mombasiglio	id=g:6534292
Monasterolo Casotto	id=g:6534293
Montaldo di Mondovì	id=g:6534294
Rocca de' Baldi	id=g:6534295
Coassolo Torinese	id=g:6534296
Inverso Pinasca	id=g:6534297
Priero	id=g:6534298
Roascio	id=g:6534299
Rocchetta Belbo	id=g:6534300
Roddi	id=g:6534301
Roddino	id=g:6534302
Rodello	id=g:6534303
Sale delle Langhe	id=g:6534304
San Benedetto Belbo	id=g:6534305
Sinio	id=g:6534306
Mompantero	id=g:6534307
Pinasca	id=g:6534308
Pramollo	id=g:6534309
Prarostino	id=g:6534310
Belveglio	id=g:6534311
Cantarana	id=g:6534312
Capriglio	id=g:6534313
Castel Boglione	id=g:6534314
Castellero	id=g:6534315
Castelletto Molina	id=g:6534316
Cellarengo	id=g:6534317
Roure	id=g:6534318
Salza di Pinerolo	id=g:6534319
San Raffaele Cimena	id=g:6534320
Traves	id=g:6534321
Val della Torre	id=g:6534322
Cinaglio	id=g:6534323
Coazzolo	id=g:6534324
Corsione	id=g:6534325
Ferrere	id=g:6534326
Maranzana	id=g:6534327
Maretto	id=g:6534328
Mombaruzzo	id=g:6534329
Mombercelli	id=g:6534330
Monale	id=g:6534331
Monastero Bormida	id=g:6534332
Alluvioni Cambiò	id=g:6534333
Vauda Canavese	id=g:6534334
Verrua Savoia	id=g:6534335
Montabone	id=g:6534336
Montafia	id=g:6534337
Montaldo Scarampi	id=g:6534338
Piovà Massaia	id=g:6534339
Quaranti	id=g:6534340
Refrancore	id=g:6534341
Roatto	id=g:6534342
Robella	id=g:6534343
Rocca d'Arazzo	id=g:6534344
Agrate Conturbia	id=g:6534345
Castelspina	id=g:6534346
Cella Monte	id=g:6534347
Conzano	id=g:6534348
Oviglio	id=g:6534349
Bellino	id=g:6534350
Briaglia	id=g:6534351
Briga Alta	id=g:6534352
Camerana	id=g:6534353
Caprauna	id=g:6534354
Celle di Macra	id=g:6534355
Saint-Denis	id=g:6534356
Verrayes	id=g:6534357
Aquila di Arroscia	id=g:6534358
Monastero di Vasco	id=g:6534359
Cosio di Arroscia	id=g:6534360
Diano Arentino	id=g:6534361
Mendatica	id=g:6534362
Montezemolo	id=g:6534363
Monticello d'Alba	id=g:6534364
Niella Tanaro	id=g:6534365
Ostana	id=g:6534366
Perlo	id=g:6534367
Pontechianale	id=g:6534368
Rittana	id=g:6534369
Roccabruna	id=g:6534370
Cosseria	id=g:6534371
Giusvalla	id=g:6534372
Magliolo	id=g:6534373
Mallare	id=g:6534374
Scagnello	id=g:6534375
Torre Mondovì	id=g:6534376
Valloriate	id=g:6534377
Agliano Terme	id=g:6534378
Mioglia	id=g:6534379
Plodio	id=g:6534380
Rialto	id=g:6534381
Casarza Ligure	id=g:6534382
Davagna	id=g:6534383
Orero	id=g:6534384
Beverino	id=g:6534385
Camerano Casasco	id=g:6534386
Incisa Scapaccino	id=g:6534387
Isola d'Asti	id=g:6534388
Passerano Marmorito	id=g:6534389
Rondanina	id=g:6534390
Rovegno	id=g:6534391
Carezzano	id=g:6534392
Cassinelle	id=g:6534393
Castelletto Merli	id=g:6534394
Cerrina Monferrato	id=g:6534395
Coniolo	id=g:6534396
Lozza	id=g:6534397
Malgesso	id=g:6534398
Masciago Primo	id=g:6534399
Mesenzana	id=g:6534400
Montegrino Valtravaglia	id=g:6534401
Orino	id=g:6534402
Saltrio	id=g:6534403
Drezzo	id=g:6534404
Morbello	id=g:6534405
Odalengo Piccolo	id=g:6534406
Pozzol Groppo	id=g:6534407
San Giorgio Monferrato	id=g:6534408
Bizzarone	id=g:6534409
Blessagno	id=g:6534410
Blevio	id=g:6534411
Bulgarograsso	id=g:6534412
Cadorago	id=g:6534413
Carate Urio	id=g:6534414
Carbonate	id=g:6534415
Caslino d'Erba	id=g:6534416
Casnate con Bernate	id=g:6534417
Castelnuovo Bozzente	id=g:6534418
Ayas	id=g:6534419
Challand-Saint-Anselme	id=g:6534420
Challand-Saint-Victor	id=g:6534421
Chamois	id=g:6534422
Champorcher	id=g:6534423
Fénis	id=g:6534424
Introd	id=g:6534425
Merone	id=g:6534426
Moltrasio	id=g:6534427
Montorfano	id=g:6534428
Nesso	id=g:6534429
Prelà	id=g:6534430
Ranzo	id=g:6534431
Andora	id=g:6534432
Arnasco	id=g:6534433
Borgio Verezzi	id=g:6534434
Bormida	id=g:6534435
San Siro	id=g:6534436
Moconesi	id=g:6534437
Zignago	id=g:6534438
Bodio Lomnago	id=g:6534439
Brezzo di Bedero	id=g:6534440
Cadegliano-Viconago	id=g:6534441
Castelveccana	id=g:6534442
Novedrate	id=g:6534443
Ossuccio	id=g:6534444
Parè	id=g:6534445
Peglio	id=g:6534446
Plesio	id=g:6534447
Sala Comacina	id=g:6534448
San Bartolomeo Val Cavargna	id=g:6534449
San Fermo della Battaglia	id=g:6534450
San Nazzaro Val Cavargna	id=g:6534451
Solbiate	id=g:6534452
Stazzona	id=g:6534453
Veniano	id=g:6534454
Gornate-Olona	id=g:6534455
Oggiona con Santo Stefano	id=g:6534456
Bema	id=g:6534457
Cino	id=g:6534458
Sernio	id=g:6534459
Tresivio	id=g:6534460
Veddasca	id=g:6534461
Albavilla	id=g:6534462
Beregazzo con Figliaro	id=g:6534463
Bregnano	id=g:6534464
Casasco d'Intelvi	id=g:6534465
Assago	id=g:6534466
Basiano	id=g:6534467
Bellusco	id=g:6534468
Consiglio di Rumo	id=g:6534469
Cremia	id=g:6534470
Eupilio	id=g:6534471
Faggeto Lario	id=g:6534472
Faloppio	id=g:6534473
Gironico	id=g:6534474
Grandola ed Uniti	id=g:6534475
Mezzegra	id=g:6534476
Monguzzo	id=g:6534477
Montemezzo	id=g:6534478
Pellio Intelvi	id=g:6534479
Pianello del Lario	id=g:6534480
Ponna	id=g:6534481
Schignano	id=g:6534482
Trezzone	id=g:6534483
Valbrona	id=g:6534484
Val Rezzo	id=g:6534485
Castione Andevenno	id=g:6534486
Pozzo d'Adda	id=g:6534487
Pozzuolo Martesana	id=g:6534488
Renate	id=g:6534489
Roncello	id=g:6534490
Bedulita	id=g:6534491
Canonica d'Adda	id=g:6534492
Carobbio degli Angeli	id=g:6534493
Cenate Sopra	id=g:6534494
Cenate Sotto	id=g:6534495
Moio de' Calvi	id=g:6534496
Mozzo	id=g:6534497
Palazzago	id=g:6534498
Pedrengo	id=g:6534499
Peia	id=g:6534500
Pianico	id=g:6534501
Piario	id=g:6534502
Piazzolo	id=g:6534503
Pognano	id=g:6534504
Ponteranica	id=g:6534505
Fara Olivana con Sola	id=g:6534506
Foresto Sparso	id=g:6534507
Isola di Fondra	id=g:6534508
Locatello	id=g:6534509
Oltressenda Alta	id=g:6534510
San Paolo d'Argon	id=g:6534511
Spinone al Lago	id=g:6534512
Rota d'Imagna	id=g:6534513
Sant'Omobono Terme	id=g:6534514
Taleggio	id=g:6534515
Ubiale Clanezzo	id=g:6534516
Valbrembo	id=g:6534517
Valgoglio	id=g:6534518
Torre de' Roveri	id=g:6534519
Valleve	id=g:6534520
Vilminore di Scalve	id=g:6534521
Bione	id=g:6534522
Brione	id=g:6534523
Verdellino	id=g:6534524
Viadanica	id=g:6534525
Vigano San Martino	id=g:6534526
Costa di Serina	id=g:6534527
Algua	id=g:6534528
Agnosine	id=g:6534529
Alfianello	id=g:6534530
Idro	id=g:6534531
Lodrino	id=g:6534532
Lozio	id=g:6534533
Manerba del Garda	id=g:6534534
Corvino San Quirico	id=g:6534535
Inverno e Monteleone	id=g:6534536
Montecalvo Versiggia	id=g:6534537
Mornico Losana	id=g:6534538
Collebeato	id=g:6534539
Corteno Golgi	id=g:6534540
Erbusco	id=g:6534541
Incudine	id=g:6534542
Irma	id=g:6534543
Rocca de' Giorgi	id=g:6534544
Santa Margherita di Staffora	id=g:6534545
Val di Nizza	id=g:6534546
Valverde	id=g:6534547
Longhena	id=g:6534548
Losine	id=g:6534549
Malegno	id=g:6534550
Milzano	id=g:6534551
Ome	id=g:6534552
Cappella Cantone	id=g:6534553
Casale Cremasco-Vidolasco	id=g:6534554
Corte de' Cortesi con Cignone	id=g:6534555
Gadesco-Pieve Delmona	id=g:6534556
Polpenazze del Garda	id=g:6534557
Prestine	id=g:6534558
Prevalle	id=g:6534559
Persico Dosimo	id=g:6534560
Urago d'Oglio	id=g:6534561
Bagnaria	id=g:6534562
Canevino	id=g:6534563
Montescano	id=g:6534564
San Giorgio di Mantova	id=g:6534565
Bastida Pancarana	id=g:6534566
La Valle - Wengen	id=g:6534567
Bleggio Inferiore	id=g:6534568
Bleggio Superiore	id=g:6534569
Bresimo	id=g:6534570
Cimone	id=g:6534571
Commezzadura	id=g:6534572
Fierozzo	id=g:6534573
Garniga Terme	id=g:6534574
Giovo	id=g:6534575
Lomaso	id=g:6534576
Lona-Lases	id=g:6534577
Montagne	id=g:6534578
Redavalle	id=g:6534579
