Urochishche Volynkskoye	id=g:1536088
Boloto Zaymishche	id=g:1542862
Log Pashkov	id=g:1542863
Kirovo	id=g:1542864
Urochishche Golubushka	id=g:1542865
Menderya	id=g:1542866
Zapolyarnaya	id=g:1542867
Boloto Maloye Stepnoye	id=g:1542868
Urochishche P’yankovskiy Uval	id=g:1542869
Mirskiy	id=g:1542870
Log Pilyuginskiy	id=g:1542871
Menderka	id=g:1542872
Rassokhina	id=g:1542873
Boloto Zykovo	id=g:1542874
Urochishche Zykovo	id=g:1542875
Ozero Stepnoye	id=g:1542876
Urochishche Kozhenevka	id=g:1542877
Ozero Setoye	id=g:1542878
Urochishche Dolgoye	id=g:1542879
Urochishche Martovo	id=g:1542880
Boloto Vorob’yëvo	id=g:1542881
Boloto Shushara	id=g:1542882
Boloto Vodopoynoye	id=g:1542883
Boloto Solontsevatoye	id=g:1542884
Boloto Chërtovo	id=g:1542885
Ozero Kuzino	id=g:1542886
Urochishche Shushara	id=g:1542887
Urochishche Malushkova Sogra	id=g:1542888
Urochishche Skotinskiye Ambarchiki	id=g:1542889
Urochishche Khmelëva Sogra	id=g:1542890
Boloto Pesochki	id=g:1542891
Log Tiran	id=g:1542892
Boloto Slivnyye	id=g:1542893
Urochishche Shusharenok	id=g:1542894
Boloto Kosoye	id=g:1542895
Urochishche Chernorechenskoye	id=g:1542896
Urochishche Maloye Chernavskoye Ozero	id=g:1542897
Boloto Mochishche	id=g:1542898
Urochishche Kozhederovskiy Barak	id=g:1542899
Boloto Krivoye	id=g:1542900
Malyy Mikhal’	id=g:1542901
Sorokina	id=g:1542902
Boloto Cheshnoye	id=g:1542903
Boloto Dolgoye	id=g:1542904
Ozero P’yankovo	id=g:1542905
Boloto Ganichevo	id=g:1542906
Boloto Gurovo	id=g:1542907
Boloto Semakha	id=g:1542908
Boloto Krutoye	id=g:1542909
Ozero Malyy Kamagan	id=g:1542910
Urochishche Chayach’ye Boloto	id=g:1542911
Boloto Ryam	id=g:1542912
Boloto Pomigalovskoye	id=g:1542913
Boloto Makarovo	id=g:1542914
Urochishche Tomilovo	id=g:1542915
Boloto Kochki	id=g:1542916
Mishata	id=g:1542917
Ozero Kalachik	id=g:1542918
Boloto Puzyr’	id=g:1542919
Ozero Mogil’noye Tret’ye	id=g:1542920
Boloto Blizhneye	id=g:1542921
Ozero Mosino	id=g:1542922
Boloto Martynovo	id=g:1542923
Urochishche Shirokovo	id=g:1542924
Urochishche Zhuravlinoye Boloto	id=g:1542925
Boloto Sabanok	id=g:1542926
Boloto Sredneye	id=g:1542927
Podlebyazh’ye	id=g:1542928
Khudyakova	id=g:1542929
Urochishche Tekucheye Boloto	id=g:1542930
Urochishche Sukhoye Boloto	id=g:1542931
Urochishche Sukhoye	id=g:1542932
Boloto Shubino	id=g:1542933
Boloto Bochkarevo	id=g:1542934
Yurkovo	id=g:1542935
Boloto Pivishno	id=g:1542936
Urochishche Pesochnoye	id=g:1542937
Urochishche Uval Sopetskikh	id=g:1542938
Urochishche Zaymishche	id=g:1542939
Urochishche Ostrov	id=g:1542940
Urochishche Protoka	id=g:1542941
Ozero Kuyan	id=g:1542942
Urochishche Zmeinaya Lyaga	id=g:1542943
Boloto Sivkovo	id=g:1542944
Boloto Vygory	id=g:1542945
Urochishche Belaya Glina	id=g:1542946
Pionerlager’ Imeni K. Myagotina	id=g:1542947
Pionerlager’ Cherëmushka	id=g:1542948
Boloto Rzhavi	id=g:1542949
Boloto Losinoye	id=g:1542950
Urochishche Kordon Kiselëvskiy	id=g:1542951
Urochishche Listvennaya Otnoga	id=g:1542952
Pionerlager’ Lesnaya Skazka	id=g:1542953
Pionerlager’ Imeni S. Tyulenina	id=g:1542954
Chistoprudnyy	id=g:1542955
Boloto Verkhnyaya Pes’yana	id=g:1542956
Boloto Nizhnyaya Pes’yana	id=g:1542957
Urochishche Ochinovskiy	id=g:1542958
Pionerlager’ Imeni Z. Kosmodem’yanskoy	id=g:1542959
Boloto Gryaznoye	id=g:1542960
Boloto Ovsino	id=g:1542961
Ozëra Sitovy	id=g:1542962
Ozero Kaman	id=g:1542963
Ozero Bol’shoy Baykal	id=g:1542964
Boloto Malyy Baykal	id=g:1542965
Boloto Vodovoznoye	id=g:1542966
Boloto Bol’shoy Baykal	id=g:1542967
Boloto Glukhoye	id=g:1542968
Ozero Malnokh	id=g:1542969
Glot	id=g:1542970
Boloto Izevskoye	id=g:1542971
Sirenevyy	id=g:1542972
Rychkovo	id=g:1542973
Govorukhino	id=g:1542974
Karabalka	id=g:1542975
Urochishche Sorkino	id=g:1542976
Grachëvo	id=g:1542977
Ozero Bol’shoye Grachëvo	id=g:1542978
Ozero Maloye Grachëvo	id=g:1542979
Urochishche Fotino	id=g:1542980
Urochishche Bel’kovo	id=g:1542981
Boloto Zmeinoye	id=g:1542982
Boloto Dolgoye	id=g:1542983
Urochishche Sinen’koye	id=g:1542984
Boloto Bol’shoye Orlovo	id=g:1542985
Boloto Maloye Orlovo	id=g:1542986
Urochishche Grebenshchikova Luchka	id=g:1542987
Urochishche Bol’shoy Uval	id=g:1542988
Ozero Kalachik	id=g:1542989
Ozero Ploskoye	id=g:1542990
Kostousovo	id=g:1542991
Ozero Patorcha	id=g:1542992
Ozero Goreloye	id=g:1542993
Peredergina	id=g:1542994
Urochishche Obukhovo	id=g:1542995
Urochishche Leushanskaya Luchka	id=g:1542996
Ozero Ploskoye	id=g:1542997
Nizhniy Utyak	id=g:1542998
Urochishche Mironikha	id=g:1542999
Urochishche Vasina Roshcha	id=g:1543000
Ozero Sokolovo	id=g:1543001
Novoye Lushnikovo	id=g:1543002
Otnoga	id=g:1543003
Urochishche Tabachnaya Sogra	id=g:1543004
Urochishche Otnoga	id=g:1543005
Log Kiselëvskiy	id=g:1543006
Boloto Kuchino	id=g:1543007
Urochishche Kremlëvka	id=g:1543008
Boloto Gusinoye	id=g:1543009
Boloto Beloglinnik	id=g:1543010
Sukhaya Otnoga	id=g:1543011
Boloto Zybucheye	id=g:1543012
Boloto Sidorovo	id=g:1543013
Urochishche Revino	id=g:1543014
Ozero Meshcheryakovo	id=g:1543015
Skakushka	id=g:1543016
Borki	id=g:1543017
Ozëra Kalachiki	id=g:1543018
Ozero Khokhlovatik	id=g:1543019
Ozero Krugloye	id=g:1543020
Ozero Mochishche	id=g:1543021
Ozero Krivoye	id=g:1543022
Ozero Ol’khovoye	id=g:1543023
Ozero Anikino	id=g:1543024
Urochishche Gorev	id=g:1543025
Zaliv Prorva	id=g:1543026
Ozero Otnoga	id=g:1543027
Staritsa Cherontal	id=g:1543028
Urochishche Shirokiye Polya	id=g:1543029
Urochishche Gora	id=g:1543030
Boloto Krutichnoye	id=g:1543031
Ozero Noskovo	id=g:1543032
Ozero Sidorovo	id=g:1543033
Ozero Travnoye	id=g:1543034
Urochishche Travnoye	id=g:1543035
Ozero Seredenskoye	id=g:1543036
Ozero Kamyshino	id=g:1543037
Ozero Bugrovoye	id=g:1543038
Boloto Ryamki	id=g:1543039
Boloto Zmeinoye	id=g:1543040
Boloto Zaymishche	id=g:1543041
Ozero Likhachëvskoye	id=g:1543042
Boloto Pasynok	id=g:1543043
Ozero Kurtali	id=g:1543044
Ozero Chashchevitoye	id=g:1543046
Ozero Klyukvennoye	id=g:1543047
Urochishche Stanichnoye	id=g:1543048
Urochishche Lobanov Log	id=g:1543049
Boloto Goreloye	id=g:1543050
Urochishche Orlovik	id=g:1543051
Ozero Buzanovo	id=g:1543052
Boloto Barsuch’ye	id=g:1543053
Urochishche Gari	id=g:1543054
Boloto Kremlëvo	id=g:1543055
Boloto Sukhoye	id=g:1543056
Boloto Dubasovo	id=g:1543057
Urochishche Murashikha	id=g:1543058
Ozero Chasha	id=g:1543059
Ozero Pes’yanoye	id=g:1543060
Ozero Maksimkovo	id=g:1543061
Ozero Kaban’ye	id=g:1543062
Boloto Mokhovoye	id=g:1543063
Boloto Korov’ye	id=g:1543064
Ozero Vargashi	id=g:1543065
Stantsiya Vargashi	id=g:1543066
Ozero Taybolino	id=g:1543067
Ozero Maksimovo	id=g:1543068
Ozero Kotlik Pervyy	id=g:1543069
Urochishche Prudki	id=g:1543070
Boloto Baykal	id=g:1543071
Ozero Vasil’kovskoye	id=g:1543072
Ostanovochnyy Punkt 2404 km	id=g:1543073
Vasil’ki	id=g:1543074
Boloto Zaymishche	id=g:1543075
Prud Kotlovan	id=g:1543076
Boloto Klyukvennoye	id=g:1543077
Boloto Telezhnoye	id=g:1543078
Ozero Kotlik Vtoroy	id=g:1543079
Ozero Gor’koye	id=g:1543080
Ozero Chashchevitoye	id=g:1543081
Boloto Kabanskaya Chasha	id=g:1543082
Boloto Maksimkovskaya Chasha	id=g:1543083
Boloto Markovo Zaymishche	id=g:1543084
Boloto Goreloye	id=g:1543085
Ozero Chasha	id=g:1543086
Boloto Dolgiy Kolok	id=g:1543087
Boloto Chasha	id=g:1543088
Bereznyaki	id=g:1543089
Boloto Chasha	id=g:1543090
Ozero Paloshnoye	id=g:1543091
Boloto Ushakovo	id=g:1543092
Boloto Stakhanovo	id=g:1543093
Stantsiya Utyak	id=g:1543094
Urochishche Boloto Usovo Pervoye	id=g:1543095
Ufina	id=g:1543096
Ostanovochnyy Punkt 2389 km	id=g:1543097
Roza	id=g:1543098
Stantsiya Roza	id=g:1543099
Pesterevo	id=g:1543100
Urochishche Kalininskiy Bugor	id=g:1543101
Boloto Pesterevskaya Chasha	id=g:1543102
Toloknikha	id=g:1543103
Urochishche Dvoyedamovskiye Mogilki	id=g:1543104
Ozero Dëgtevo	id=g:1543105
Boloto Savino	id=g:1543106
Urochishche Sergino Boloto	id=g:1543107
Boloto Yudino	id=g:1543108
Boloto Kobyl’ye	id=g:1543109
Ozero Usovo Vtoroye	id=g:1543110
Urochishche Kalinovskaya Roshcha	id=g:1543111
Boloto Chugunnoye	id=g:1543112
Boloto Maloye Pimshino	id=g:1543113
Ostanovochnyy Punkt Nomer Odin	id=g:1543114
Urochishche Bol’shoye Pimshino Boloto	id=g:1543115
Boloto Maloye Tamarshino	id=g:1543116
Boloto Bol’shoye Tamarshino	id=g:1543117
Boloto Barabanshchikovo	id=g:1543118
Ostanovochnyy Punkt 2383 km	id=g:1543119
Ostanovochnyy Punkt 2379 km	id=g:1543120
Zvenosborochnyy	id=g:1543121
Boloto Kosachëvo	id=g:1543122
Ozero Vas’kovo	id=g:1543123
Krutikha	id=g:1543124
Boloto Galanino	id=g:1543125
Boloto Koltashëvo	id=g:1543126
Boloto Sukhmen’	id=g:1543127
Zalesovskiy	id=g:1543128
Urochishche Boloto Tynok	id=g:1543129
Urochishche Torforazrabotki	id=g:1543130
Zelënyy Log	id=g:1543131
Urochishche Bazhgalinskoye	id=g:1543132
Boloto Levichi	id=g:1543133
Boloto Koz’ye	id=g:1543134
Travnyye Ozëra	id=g:1543135
Boloto Shavrino	id=g:1543136
Urochishche Uval’noye	id=g:1543137
Ozëra Bol’shiye Nozhevyye	id=g:1543138
Boloto Shkil’	id=g:1543139
Sumki	id=g:1543140
Boloto Koshma	id=g:1543141
Ozero Parshino	id=g:1543142
Ozero Dundino	id=g:1543143
Ozero Chistoye	id=g:1543144
Ozero Vinokurnoye	id=g:1543145
Ozero Splavnoye	id=g:1543146
Boloto Chasha	id=g:1543147
Boloto Ososhnoye	id=g:1543148
Boloto Kovrizhka	id=g:1543149
Urochishche Rossiyskiy Kotlovan	id=g:1543150
Ozero Sredneye	id=g:1543151
Urochishche Tsyganskiy Kolok	id=g:1543152
Boloto Sochnevskoye	id=g:1543153
Urochishche Amonovy Kusty	id=g:1543154
Boloto Sukhostroyevo	id=g:1543155
Boloto Shagovo	id=g:1543156
Ozero Rybnoye	id=g:1543157
Ozero Dubrovnoye	id=g:1543158
Ozëra Sredniye	id=g:1543159
Ozero Khotumina	id=g:1543160
Lesnikovo	id=g:1543161
Balki	id=g:1543162
Boloto Borovoye	id=g:1543163
Boloto Mokhovoye	id=g:1543164
Boloto Parushkino	id=g:1543165
Ozero Severnoye	id=g:1543166
Ozero Medvezh’ye	id=g:1543167
Boloto Chasha	id=g:1543168
Baraba	id=g:1543169
Pionerlager’ Romantik	id=g:1543170
Pionerlager’ Kosmos	id=g:1543171
Urochishche Kargapolovka	id=g:1543172
Krutikha	id=g:1543173
Urochishche Voinkova	id=g:1543174
Log Syroy	id=g:1543175
Ozero Stanovskoye	id=g:1543176
Solënyy Log	id=g:1543177
Urochishche Akuchtina	id=g:1543178
Urochishche Chistoye	id=g:1543179
Urochishche Krasnyy Pakhar’	id=g:1543180
Log Bachinnyy	id=g:1543181
Log Padun	id=g:1543182
Boloto Kochkovatoye	id=g:1543183
Urochishche Potapovka	id=g:1543184
Ozero Zimino	id=g:1543185
Ozero Chistoye	id=g:1543186
Boloto Lipochikha	id=g:1543187
Boloto Nochki	id=g:1543188
Urochishche Kul’turnoye	id=g:1543189
Urochishche Makarovo	id=g:1543190
Urochishche Fedotovo	id=g:1543191
Urochishche Rakity	id=g:1543192
Urochishche Pospelovka	id=g:1543193
Ozero Bobrovoye	id=g:1543194
Ozero Shchupovo	id=g:1543195
Ozero Malodubrovnoye	id=g:1543196
Boloto Klimino	id=g:1543197
Boloto Murashovo	id=g:1543198
Boloto Pronino	id=g:1543199
Boloto Borodinskoye	id=g:1543200
Prud Ochakov	id=g:1543201
Melkovka	id=g:1543202
Boloto Chayech’ye	id=g:1543203
Urochishche Domashnyaya Lyaga	id=g:1543204
Urochishche Gari	id=g:1543205
Ozero Bab’ye	id=g:1543206
Ozero Sadok	id=g:1543207
Ozero Svalkovo	id=g:1543208
Urochishche Chasha	id=g:1543209
Boloto Dolgoye	id=g:1543210
Ozero Chistoye	id=g:1543211
Ozero Komarskoye	id=g:1543212
Boloto Plita	id=g:1543213
Lebyazh’i Ozëra	id=g:1543214
Ozero Zaymishche	id=g:1543215
Boloto Kamyshnoye	id=g:1543216
Ozero Topkovo	id=g:1543217
Ozero Sevast’yanovo	id=g:1543218
Urochishche Predeina	id=g:1543219
Borovlyanka	id=g:1543220
Ozero Pavlovskoye	id=g:1543221
Ozero Peschanoye	id=g:1543222
Boloto Krugloye	id=g:1543223
Ozero Mikishkina Lyva	id=g:1543224
Ozero Popovo	id=g:1543225
Ozero Kalmykovo	id=g:1543226
Les Sidorov	id=g:1543227
Les Valikov Kolok	id=g:1543228
Urochishche Kresty	id=g:1543229
Les Malakhovskiy	id=g:1543230
Les Ushakovskiy	id=g:1543231
Urochishche Zarya Solomatnaya	id=g:1543232
Boloto Andronovskoye	id=g:1543233
Boloto Malakhovskoye	id=g:1543234
Chernyavaya	id=g:1543235
Les Laptev Kolok	id=g:1543236
Les Trubin	id=g:1543237
Urochishche Solontsy	id=g:1543238
Ozero Dologoyalova	id=g:1543239
Ozero Vinnoye	id=g:1543240
Glubokoye	id=g:1543241
Urochishche Belyanino	id=g:1543242
Amelina	id=g:1543243
Ozero Dolgoye	id=g:1543244
Ozero Beloye	id=g:1543245
Ozero Alabushka	id=g:1543246
Ozero Plita	id=g:1543247
Ozero Fomichëvo	id=g:1543248
Ozero Kovrishki	id=g:1543249
Ozero Zarosloye	id=g:1543250
Ozero Kalachik	id=g:1543251
Urochishche Oktyabrëvka	id=g:1543252
Urochishche Verkhniy Borok	id=g:1543253
Ozero Chernavskoye	id=g:1543254
Ozero Borovoye	id=g:1543255
Ozero Linëvo	id=g:1543256
Ozero Sharino	id=g:1543257
Ozero Lopushechnoye	id=g:1543258
Ozero Dushnoye	id=g:1543259
Ozero Okunëvo	id=g:1543260
Urochishche Kokovanka	id=g:1543261
Log Basmanka	id=g:1543262
Ozero Gor’koye	id=g:1543263
Ozero Kamyshnoye	id=g:1543264
Ozero Shchuch’ye	id=g:1543265
Ozero Akulishkino	id=g:1543266
Urochishche Novogorodskoye	id=g:1543267
Ozero Maloye Kamyshnoye	id=g:1543268
Ozero Bol’shoye Krivoye	id=g:1543269
Ozero Maloye Krivoye	id=g:1543270
Ozero Maloye	id=g:1543271
Ozero Bol’shoye	id=g:1543272
Les Afanas’yev	id=g:1543273
Balka Otnoga	id=g:1543274
Boloto Savino	id=g:1543275
Boloto Shushanino	id=g:1543276
Boloto Gusinoye	id=g:1543277
Boloto Kozlovo	id=g:1543278
Urochishche Gorelaya Lyaga	id=g:1543279
Urochishche Mayak	id=g:1543280
Urochishche Krasnaya Estoniya	id=g:1543281
Urochishche Pushkino	id=g:1543282
Urochishche Volchiy Pay	id=g:1543283
Urochishche Baran’ya Step’	id=g:1543284
Prud Barskiy	id=g:1543285
Log Kamynin	id=g:1543286
Prud Baranovskiy	id=g:1543287
Ozero Sadok	id=g:1543288
Boloto Shir’	id=g:1543289
Urochishche Mysok	id=g:1543290
Urochishche Dolgiy Kolok	id=g:1543291
Ozero Chistoye	id=g:1543292
Ozero Palochnoye	id=g:1543293
Boloto Yegorovskoye	id=g:1543294
Ozero Zhilishche	id=g:1543295
Ozero Kazennoye	id=g:1543296
Ozero Nechayevskoye	id=g:1543297
Ozero Zakharovskoye	id=g:1543298
Urochishche Bol’shoy Poloy	id=g:1543299
Urochishche Malyy Poloy	id=g:1543300
Urochishche Kruglen’koye	id=g:1543301
Urochishche Dolgoye	id=g:1543302
Boloto Bazanovo	id=g:1543303
Boloto Mokhovoye	id=g:1543304
Boloto Klyukvennoye	id=g:1543305
Boloto Kochechnoye	id=g:1543306
Ozero Dubrovskoye	id=g:1543307
Boloto Gagar’ye	id=g:1543308
Boloto Kolosovo	id=g:1543309
Boloto Klyukvennoye	id=g:1543310
Boloto Sosunovskoye	id=g:1543311
Boloto Komagorovskoye	id=g:1543312
Urochishche Uzen’koye	id=g:1543313
Ozero Chashchevitoye	id=g:1543314
Urochishche Kaygorodtsev Kotlovan	id=g:1543315
Urochishche Nechayevskaya Lyaga	id=g:1543316
Urochishche Zaytsev Pokos	id=g:1543317
Boloto Tevrizovo	id=g:1543318
Urochishche Orlinoye	id=g:1543319
Boloto Ozerko	id=g:1543320
Urochishche Yagrenevo	id=g:1543321
Boloto Ozërki	id=g:1543322
Les Burtsev Osinnik	id=g:1543323
Urochishche Yamy	id=g:1543324
Boloto Maynas	id=g:1543325
Ozero Ivankovo	id=g:1543326
Urochishche Nozdrya	id=g:1543327
Ozëra Balakul’	id=g:1543328
Ozero Karaul’noye	id=g:1543329
Ozero Popova Lyava	id=g:1543330
Chayeshnoye	id=g:1543331
Kazarma 2419 km	id=g:1543332
Ozero Durishkino	id=g:1543333
Yudino	id=g:1543334
Ozero Zaymishche	id=g:1543335
Ozero Pes’yanoye	id=g:1543336
Ozero Snegirevo	id=g:1543337
Ozero Pleshkovo	id=g:1543338
Bochagovka	id=g:1543339
Ozero Kamyshnoye	id=g:1543340
Ozero Svetloye	id=g:1543341
Ozero Glubokoye	id=g:1543342
Ozero Stepnoye	id=g:1543343
Ozero Priyezzheye	id=g:1543344
Krasnaya Gorka	id=g:1543345
Malyy Arlagul’	id=g:1543346
Staroshchetnikovo	id=g:1543347
Novoshchetnikovo	id=g:1543348
Ozero Pachugino	id=g:1543349
Ozero Ryamok	id=g:1543350
Ryamovo	id=g:1543351
Ozero Bol’shoye	id=g:1543352
Ozero Maloye	id=g:1543353
Ozero Dolgoye	id=g:1543354
Letnik Malinovka	id=g:1543355
Ozero Khudoryb’ye	id=g:1543356
Zolotovo	id=g:1543357
Boloto Zaymishche	id=g:1543358
Urochishche Kulikovka	id=g:1543359
Ozero Kobyl’ye	id=g:1543360
Boloto Zaymishche	id=g:1543361
Ozero Yudino	id=g:1543362
Ozero Zaymishche	id=g:1543363
Boloto Ryam	id=g:1543364
Ozero Bol’shoye Zalozhnoye	id=g:1543365
Urochishche Kazakovskoye	id=g:1543366
Pivishnoye	id=g:1543367
Ozero Spirino	id=g:1543368
Mnogopol’ye	id=g:1543369
Mezheumnoye	id=g:1543370
Denisovo	id=g:1543371
Ozero Morga	id=g:1543372
Ozero Beloye	id=g:1543373
Oseyeva	id=g:1543374
Maray	id=g:1543375
Otstavnoye	id=g:1543376
Bol’shoye Molotovo	id=g:1543377
Zaural’ye	id=g:1543378
Ozero Sitovnoye	id=g:1543379
Ozero Nyukhalovo	id=g:1543380
Ozero Ul’yankovo	id=g:1543381
Urochishche Ubiyennoye	id=g:1543382
Ozero Gagar’ye	id=g:1543383
Novyy Put’	id=g:1543384
Koz’ya	id=g:1543385
Kukarskaya	id=g:1543386
Zhilyakovka	id=g:1543387
Boloto Denisovo	id=g:1543388
Malyy Kizak	id=g:1543389
Letnik Zhilyakovskiye Vypasy	id=g:1543390
Letnik Borovoye	id=g:1543391
Letnik Dorokhinskiye Vypasy	id=g:1543392
Letnik Uzarovskiy	id=g:1543393
Letnik Losmenka	id=g:1543394
Yerëmino	id=g:1543395
Sosnovka	id=g:1543396
Belovo	id=g:1543397
Letnik Progress	id=g:1543398
Volosnikovo	id=g:1543399
Bol’shoye Shmakovo	id=g:1543400
Maloye Shmakovo	id=g:1543401
Krutinka	id=g:1543402
Shlemovo	id=g:1543403
Borodino	id=g:1543404
Ozero Maloye Vyatkino	id=g:1543405
Ozero Bol’shoye Vyatkino	id=g:1543406
Chërnaya	id=g:1543407
Ozero Matrenkino	id=g:1543408
Pogadayevo	id=g:1543409
Fatezhskaya	id=g:1543410
Chistovka	id=g:1543411
Boloto Chistoye	id=g:1543412
Letnik Progress	id=g:1543413
Letnik Sosnovskiye Vypasy	id=g:1543414
Priozërnaya	id=g:1543415
Boloto Khudorybka	id=g:1543416
Ozero Stepnoye	id=g:1543417
Ozero Bol’shoy Shingar	id=g:1543418
Zaboshnoye	id=g:1543419
Ozero Zaboshnoye	id=g:1543420
Ozero Dolgoye	id=g:1543421
Ozero Uglovoye	id=g:1543422
Ozero Solënoye	id=g:1543423
Ozero Utich’ye	id=g:1543424
Ozero Bol’shoye Krivoye	id=g:1543425
Ozero Semibratskoye	id=g:1543426
Ozero Bol’shoye Gor’koye	id=g:1543427
Ozero Kamyshnoye	id=g:1543428
Ozero Gor’koye	id=g:1543429
Ozero Maloye Gor’koye	id=g:1543430
Boloto Kostousovo	id=g:1543431
Ozero Medvezh’ye	id=g:1543432
Ozero Maslyanoye	id=g:1543433
Ozero Soldatskoye	id=g:1543434
Kopayskoye Pervoye	id=g:1543435
Ozero Konanerskoye	id=g:1543436
Ozero Bol’shoye Setovoye	id=g:1543437
Ozero Sharovo	id=g:1543438
Bannikovo Pervoye	id=g:1543439
Yurakhly	id=g:1543440
Ozero Nizhneye Yurakhly	id=g:1543441
Ozero Ploskoye	id=g:1543442
Ostanovochnyy Punkt 242 km	id=g:1543443
Stantsiya Kravtsevo	id=g:1543444
Kravtsevo	id=g:1543445
Ozero Kamyshnoye	id=g:1543446
Ozero Maloye Gor’koye	id=g:1543447
Ozero Yakunino	id=g:1543448
Ostanovochnyy Punkt 2433 km	id=g:1543449
Ozero Chërnoye	id=g:1543450
Stantsiya Baksary	id=g:1543451
Baksary	id=g:1543452
Ozero Ostrovnoye	id=g:1543453
Ozero Zadneye	id=g:1543454
Ozero Bol’shoye	id=g:1543455
Maloye Krivinskoye	id=g:1543456
Stantsiya Konovalovo	id=g:1543457
Ozero Filippovo	id=g:1543458
Ozero Malyy Nevidim	id=g:1543459
Uval Tokarevskiy	id=g:1543460
Ozero Terenkol’	id=g:1543461
Ozero Ploskoye	id=g:1543462
Ozero Stepnoye	id=g:1543463
Boloto Sukhmen’	id=g:1543464
Boloto Dolblenskoye Zaymishche	id=g:1543465
Uval Nevzorovskiy	id=g:1543466
Ozero Pashevo	id=g:1543467
Boloto Dorofeyevo	id=g:1543468
Ozero Gor’koye	id=g:1543469
Nakhimovka	id=g:1543470
Ozero Rybnoye	id=g:1543471
Ozero Bol’shoye Dolgoye	id=g:1543472
Ozero Poteryay	id=g:1543473
Ozero Rybnoye	id=g:1543474
Ozero Pitnoye	id=g:1543475
Ozero Bol’shoye Chelnokovo	id=g:1543476
Ozero Gagar’ye	id=g:1543477
Ozero Solënoye	id=g:1543478
Dun’kiny Ozëra	id=g:1543479
Ozero Kochkovatoye	id=g:1543480
Ozero Sitnikovo	id=g:1543481
Boloto Zaymishche	id=g:1543482
Ozero Chisten’koye	id=g:1543483
Ozero Pes’yanoye	id=g:1543484
Ozero Chuloshinskoye	id=g:1543485
Ozero Gor’koye	id=g:1543486
Novaya Ukrainka	id=g:1543487
Boloto Polovinnoye	id=g:1543488
Ozero Barsuch’ye	id=g:1543489
Boloto Barsuch’ye	id=g:1543490
Uval Reshkovskiy	id=g:1543491
Pionerlager’ Zelënyy Borok	id=g:1543492
Ozero Gubnoye	id=g:1543493
Imeni Budënnogo	id=g:1543494
Ozero Khokhlovatik	id=g:1543495
Desyatyy Oktyabr’	id=g:1543496
Razdol’ye	id=g:1543497
Mayorovka	id=g:1543498
Vysotnaya	id=g:1543499
Ozero Maloye Stepankovo	id=g:1543500
Ozero Bol’shoye Salomnoye	id=g:1543501
Ozero Maloye Salomnoye	id=g:1543502
Ozero Cherepnya	id=g:1543503
Krasnyy Mayak	id=g:1543504
Ozero Sapog	id=g:1543505
Boloto Zaymishche	id=g:1543506
Tsarëvo	id=g:1543507
Letnik Tsarëvo	id=g:1543508
Ozero Poldnëvo	id=g:1543509
Ozero Funtikovo	id=g:1543510
Ozero Gagary	id=g:1543511
Ozero Gor’koye	id=g:1543512
Zolotovka	id=g:1543513
Ozero Severnoye	id=g:1543514
Pionerlag	id=g:1543515
Kalinovka	id=g:1543516
Urochishche Grekadery	id=g:1543517
Ozero Shipovo	id=g:1543518
Ozero Kopeykino	id=g:1543519
Ozero Kobyl’ye	id=g:1543520
Ozero Chumak	id=g:1543521
Gvardeyskaya	id=g:1543522
Ozero Tamarskoye	id=g:1543523
Ozero Maloye Stepnoye	id=g:1543524
Ozero Bol’shoye Stepnoye	id=g:1543525
Zhuravlëvka	id=g:1543526
Rekord	id=g:1543527
Platforma 2486 km	id=g:1543528
Platforma 2481 km	id=g:1543529
Ozero Syrovatovo	id=g:1543530
Ozero Korobkino	id=g:1543531
Kazarma 2479 km	id=g:1543532
Ozero Barykol’	id=g:1543533
Privol’noye	id=g:1543534
Krasino	id=g:1543535
Ozero Bol’shoye Gusinoye	id=g:1543536
Zelënoye	id=g:1543537
Uchkhoz	id=g:1543538
Sadovod	id=g:1543539
Ostanovochnyy Punkt 18 km	id=g:1543540
Pionerlager’ Kosmos	id=g:1543541
Urochishche M. Gusinoye	id=g:1543542
Stantsiya P’yankovo	id=g:1543543
Ozero Slivki	id=g:1543544
Urochishche Anatol’yevka	id=g:1543545
Ozero Barakosovo	id=g:1543546
Ozero Pyzhovo Vtoroye	id=g:1543547
Ozero Pyzhovo Pervoye	id=g:1543548
Ozero Sychëvo	id=g:1543549
Kazarma 53 km	id=g:1543550
Pervomayskaya	id=g:1543551
Petukhovskaya Zveroferma	id=g:1543552
Ozero Yudino	id=g:1543553
Novoberëzovo	id=g:1543554
Ostanovochnyy Punkt 2531 km	id=g:1543555
Ostanovochnyy Punkt Voronosovo	id=g:1543556
Letnik Chayeshnoye Ozero	id=g:1543557
Ozero Chayeshnoye	id=g:1543558
Starinkaya	id=g:1543559
Bratanniki	id=g:1543560
Mishkino	id=g:1543561
Pervoye Maya	id=g:1543562
Ozero Starinka	id=g:1543563
Bol’shoye Umreshevo	id=g:1543564
Maloye Umreshevo	id=g:1543565
Ozero Sekis’	id=g:1543566
Blokpost Nomer 75	id=g:1543567
Ozero Kruglen’koye	id=g:1543568
Ozero Gor’kovatoye	id=g:1543569
Ozero Nechayevo	id=g:1543570
Ozero Barsuch’ye	id=g:1543571
Ozero Ploskoye	id=g:1543572
Ozero Sumki	id=g:1543573
Urochishche Krivino	id=g:1543574
Ozero Kamyshnoye	id=g:1543575
Letnik Bykova	id=g:1543576
