Algarga	id=g:3130388
Cillán	id=g:6355667
Cisla	id=g:6355668
Colilla (La)	id=g:6355669
Collado de Contreras	id=g:6355670
Collado del Mirón	id=g:6355671
Constanzana	id=g:6355672
Crespos	id=g:6355673
Cuevas del Valle	id=g:6355674
Chamartín	id=g:6355675
Donjimeno	id=g:6355676
Donvidas	id=g:6355677
Espinosa de los Caballeros	id=g:6355678
Flores de Ávila	id=g:6355679
Fontiveros	id=g:6355680
Fresnedilla	id=g:6355681
Fresno (El)	id=g:6355682
Fuente el Saúz	id=g:6355683
Fuentes de Año	id=g:6355684
Gallegos de Altamiros	id=g:6355685
Gallegos de Sobrinos	id=g:6355686
Garganta del Villar	id=g:6355687
Gavilanes	id=g:6355688
Gemuño	id=g:6355689
Gilbuena	id=g:6355690
Gil García	id=g:6355691
Gimialcón	id=g:6355692
Gotarrendura	id=g:6355693
Grandes y San Martín	id=g:6355694
Guisando	id=g:6355695
Gutierre-Muñoz	id=g:6355696
Hernansancho	id=g:6355697
Herradón de Pinares	id=g:6355698
Herreros de Suso	id=g:6355699
Higuera de las Dueñas	id=g:6355700
Hija de Dios (La)	id=g:6355701
Horcajada (La)	id=g:6355702
Horcajo de las Torres	id=g:6355703
Hornillo (El)	id=g:6355704
Hoyocasero	id=g:6355705
Hoyo de Pinares (El)	id=g:6355706
Hoyorredondo	id=g:6355707
Hoyos del Collado	id=g:6355708
Hoyos del Espino	id=g:6355709
Hoyos de Miguel Muñoz	id=g:6355710
Hurtumpascual	id=g:6355711
Junciana	id=g:6355712
Langa	id=g:6355713
Lanzahíta	id=g:6355714
Losar del Barco (El)	id=g:6355715
Llanos de Tormes (Los)	id=g:6355716
Madrigal de las Altas Torres	id=g:6355717
Maello	id=g:6355718
Malpartida de Corneja	id=g:6355719
Mamblas	id=g:6355720
Mancera de Arriba	id=g:6355721
Manjabálago	id=g:6355722
Marlín	id=g:6355723
Martiherrero	id=g:6355724
Martínez	id=g:6355725
Mediana de Voltoya	id=g:6355726
Medinilla	id=g:6355727
Mengamuñoz	id=g:6355728
Mesegar de Corneja	id=g:6355729
Mijares	id=g:6355730
Mingorría	id=g:6355731
Mirón (El)	id=g:6355732
Mironcillo	id=g:6355733
Mirueña de los Infanzones	id=g:6355734
Mombeltrán	id=g:6355735
Monsalupe	id=g:6355736
Moraleja de Matacabras	id=g:6355737
Muñana	id=g:6355738
Muñico	id=g:6355739
Muñogalindo	id=g:6355740
Muñogrande	id=g:6355741
Muñomer del Peco	id=g:6355742
Muñopepe	id=g:6355743
Muñosancho	id=g:6355744
Muñotello	id=g:6355745
Narrillos del Álamo	id=g:6355746
Narrillos del Rebollar	id=g:6355747
Narros del Castillo	id=g:6355748
Narros del Puerto	id=g:6355749
Narros de Saldueña	id=g:6355750
Navacepedilla de Corneja	id=g:6355751
Nava de Arévalo	id=g:6355752
Nava del Barco	id=g:6355753
Navadijos	id=g:6355754
Navaescurial	id=g:6355755
Navahondilla	id=g:6355756
Navalacruz	id=g:6355757
Navalmoral	id=g:6355758
Navalonguilla	id=g:6355759
Navalosa	id=g:6355760
Navalperal de Pinares	id=g:6355761
Navalperal de Tormes	id=g:6355762
Navaluenga	id=g:6355763
Navaquesera	id=g:6355764
Navarredonda de Gredos	id=g:6355765
Navarredondilla	id=g:6355766
Navarrevisca	id=g:6355767
Navas del Marqués (Las)	id=g:6355768
Navatalgordo	id=g:6355769
Navatejares	id=g:6355770
Neila de San Miguel	id=g:6355771
Niharra	id=g:6355772
Ojos-Albos	id=g:6355773
Orbita	id=g:6355774
Oso (El)	id=g:6355775
Padiernos	id=g:6355776
Pajares de Adaja	id=g:6355777
Palacios de Goda	id=g:6355778
Papatrigo	id=g:6355779
Parral (El)	id=g:6355780
Pascualcobo	id=g:6355781
Pedro Bernardo	id=g:6355782
Pedro-Rodríguez	id=g:6355783
Peguerinos	id=g:6355784
Peñalba de Ávila	id=g:6355785
Piedrahíta	id=g:6355786
Piedralaves	id=g:6355787
Poveda	id=g:6355788
Poyales del Hoyo	id=g:6355789
Pozanco	id=g:6355790
Pradosegar	id=g:6355791
Puerto Castilla	id=g:6355792
Rasueros	id=g:6355793
Riocabado	id=g:6355794
Riofrío	id=g:6355795
Rivilla de Barajas	id=g:6355796
Salobral	id=g:6355797
Salvadiós	id=g:6355798
San Bartolomé de Béjar	id=g:6355799
San Bartolomé de Corneja	id=g:6355800
San Bartolomé de Pinares	id=g:6355801
Sanchidrián	id=g:6355802
Sanchorreja	id=g:6355803
San Esteban de los Patos	id=g:6355804
San Esteban del Valle	id=g:6355805
San Esteban de Zapardiel	id=g:6355806
San García de Ingelmos	id=g:6355807
San Juan de la Encinilla	id=g:6355808
San Juan de la Nava	id=g:6355809
San Juan del Molinillo	id=g:6355810
San Juan del Olmo	id=g:6355811
San Lorenzo de Tormes	id=g:6355812
San Martín de la Vega del Alberche	id=g:6355813
San Martín del Pimpollar	id=g:6355814
San Miguel de Corneja	id=g:6355815
San Miguel de Serrezuela	id=g:6355816
San Pascual	id=g:6355817
San Pedro del Arroyo	id=g:6355818
Santa Cruz del Valle	id=g:6355819
Santa Cruz de Pinares	id=g:6355820
Santa María del Arroyo	id=g:6355821
Santa María del Berrocal	id=g:6355822
Santa María de los Caballeros	id=g:6355823
Santa María del Tiétar	id=g:6355824
Santiago del Collado	id=g:6355825
Santo Domingo de las Posadas	id=g:6355826
Santo Tomé de Zabarcos	id=g:6355827
San Vicente de Arévalo	id=g:6355828
Serrada (La)	id=g:6355829
Serranillos	id=g:6355830
Sigeres	id=g:6355831
Sinlabajos	id=g:6355832
Solana de Ávila	id=g:6355833
Solana de Rioalmar	id=g:6355834
Solosancho	id=g:6355835
Sotalbo	id=g:6355836
Sotillo de la Adrada	id=g:6355837
Tiemblo (El)	id=g:6355838
Tiñosillos	id=g:6355839
Tolbaños	id=g:6355840
Tormellas	id=g:6355841
Tornadizos de Ávila	id=g:6355842
Tórtoles	id=g:6355843
Torre (La)	id=g:6355844
Umbrías	id=g:6355845
Vadillo de la Sierra	id=g:6355846
Valdecasa	id=g:6355847
Vega de Santa María	id=g:6355848
Velayos	id=g:6355849
Villaflor	id=g:6355850
Villafranca de la Sierra	id=g:6355851
Villanueva de Gómez	id=g:6355852
Villanueva del Aceral	id=g:6355853
Villanueva del Campillo	id=g:6355854
Villar de Corneja	id=g:6355855
Villarejo del Valle	id=g:6355856
Villatoro	id=g:6355857
Viñegra de Moraña	id=g:6355858
Vita	id=g:6355859
Zapardiel de la Cañada	id=g:6355860
Zapardiel de la Ribera	id=g:6355861
San Juan de Gredos	id=g:6355862
Santa María del Cubillo	id=g:6355863
Diego del Carpio	id=g:6355864
Santiago del Tormes	id=g:6355865
Villanueva de Ávila	id=g:6355866
Acedera	id=g:6355867
Aceuchal	id=g:6355868
Ahillones	id=g:6355869
Alange	id=g:6355870
Alburquerque	id=g:6355871
Alconchel	id=g:6355872
Alconera	id=g:6355873
Aljucén	id=g:6355874
Almendral	id=g:6355875
Almendralejo	id=g:6355876
Arroyo de San Serván	id=g:6355877
Atalaya	id=g:6355878
Azuaga	id=g:6355879
Badajoz	id=g:6355880
Barcarrota	id=g:6355881
Baterno	id=g:6355882
Benquerencia de la Serena	id=g:6355883
Berlanga	id=g:6355884
Bienvenida	id=g:6355885
Bodonal de la Sierra	id=g:6355886
Burguillos del Cerro	id=g:6355887
Cabeza del Buey	id=g:6355888
Cabeza la Vaca	id=g:6355889
Calamonte	id=g:6355890
Calera de León	id=g:6355891
Calzadilla de los Barros	id=g:6355892
Campanario	id=g:6355893
Campillo de Llerena	id=g:6355894
Capilla	id=g:6355895
Carmonita	id=g:6355896
Carrascalejo (El)	id=g:6355897
Casas de Don Pedro	id=g:6355898
Casas de Reina	id=g:6355899
Castilblanco	id=g:6355900
Castuera	id=g:6355901
Codosera (La)	id=g:6355902
Cordobilla de Lácara	id=g:6355903
Coronada (La)	id=g:6355904
Corte de Peleas	id=g:6355905
Cristina	id=g:6355906
Cheles	id=g:6355907
Don Álvaro	id=g:6355908
Don Benito	id=g:6355909
Entrín Bajo	id=g:6355910
Esparragalejo	id=g:6355911
Esparragosa de la Serena	id=g:6355912
Esparragosa de Lares	id=g:6355913
Feria	id=g:6355914
Fregenal de la Sierra	id=g:6355915
Fuenlabrada de los Montes	id=g:6355916
Fuente de Cantos	id=g:6355917
Fuente del Arco	id=g:6355918
Fuente del Maestre	id=g:6355919
Fuentes de León	id=g:6355920
Garbayuela	id=g:6355921
Garlitos	id=g:6355922
Garrovilla (La)	id=g:6355923
Granja de Torrehermosa	id=g:6355924
Guareña	id=g:6355925
Haba (La)	id=g:6355926
Helechosa de los Montes	id=g:6355927
Herrera del Duque	id=g:6355928
Higuera de la Serena	id=g:6355929
Higuera de Llerena	id=g:6355930
Higuera de Vargas	id=g:6355931
Higuera la Real	id=g:6355932
Hinojosa del Valle	id=g:6355933
Hornachos	id=g:6355934
Jerez de los Caballeros	id=g:6355935
Lapa (La)	id=g:6355936
Lobón	id=g:6355937
Llera	id=g:6355938
Llerena	id=g:6355939
Magacela	id=g:6355940
Maguilla	id=g:6355941
Malcocinado	id=g:6355942
Malpartida de la Serena	id=g:6355943
Manchita	id=g:6355944
Medellín	id=g:6355945
Medina de las Torres	id=g:6355946
Mengabril	id=g:6355947
Mérida	id=g:6355948
Mirandilla	id=g:6355949
Monesterio	id=g:6355950
Montemolín	id=g:6355951
Monterrubio de la Serena	id=g:6355952
Montijo	id=g:6355953
Morera (La)	id=g:6355954
Nava de Santiago (La)	id=g:6355955
Navalvillar de Pela	id=g:6355956
Nogales	id=g:6355957
Oliva de la Frontera	id=g:6355958
Oliva de Mérida	id=g:6355959
Olivenza	id=g:6355960
Orellana de la Sierra	id=g:6355961
Orellana la Vieja	id=g:6355962
Palomas	id=g:6355963
Parra (La)	id=g:6355964
Peñalsordo	id=g:6355965
Peraleda del Zaucejo	id=g:6355966
Puebla de Alcocer	id=g:6355967
Puebla de la Calzada	id=g:6355968
Puebla de la Reina	id=g:6355969
Puebla del Maestre	id=g:6355970
Puebla del Prior	id=g:6355971
Puebla de Obando	id=g:6355972
Puebla de Sancho Pérez	id=g:6355973
Quintana de la Serena	id=g:6355974
Reina	id=g:6355975
Rena	id=g:6355976
Retamal de Llerena	id=g:6355977
Ribera del Fresno	id=g:6355978
Risco	id=g:6355979
Roca de la Sierra (La)	id=g:6355980
Salvaleón	id=g:6355981
Salvatierra de los Barros	id=g:6355982
Sancti-Spíritus	id=g:6355983
San Pedro de Mérida	id=g:6355984
Santa Amalia	id=g:6355985
Santa Marta	id=g:6355986
Santos de Maimona (Los)	id=g:6355987
San Vicente de Alcántara	id=g:6355988
Segura de León	id=g:6355989
Siruela	id=g:6355990
Solana de los Barros	id=g:6355991
Talarrubias	id=g:6355992
Talavera la Real	id=g:6355993
Táliga	id=g:6355994
Tamurejo	id=g:6355995
Torre de Miguel Sesmero	id=g:6355996
Torremayor	id=g:6355997
Torremejía	id=g:6355998
Trasierra	id=g:6355999
Trujillanos	id=g:6356000
Usagre	id=g:6356001
Valdecaballeros	id=g:6356002
Valdetorres	id=g:6356003
Valencia de las Torres	id=g:6356004
Valencia del Mombuey	id=g:6356005
Valencia del Ventoso	id=g:6356006
Valverde de Burguillos	id=g:6356007
Valverde de Leganés	id=g:6356008
Valverde de Llerena	id=g:6356009
Valverde de Mérida	id=g:6356010
Valle de la Serena	id=g:6356011
Valle de Matamoros	id=g:6356012
Valle de Santa Ana	id=g:6356013
Villafranca de los Barros	id=g:6356014
Villagarcía de la Torre	id=g:6356015
Villagonzalo	id=g:6356016
Villalba de los Barros	id=g:6356017
Villanueva de la Serena	id=g:6356018
Villanueva del Fresno	id=g:6356019
Villar del Rey	id=g:6356020
Villar de Rena	id=g:6356021
Villarta de los Montes	id=g:6356022
Zafra	id=g:6356023
Zahínos	id=g:6356024
Zalamea de la Serena	id=g:6356025
Zarza-Capilla	id=g:6356026
Zarza (La)	id=g:6356027
Valdelacalzada	id=g:6356028
Pueblonuevo del Guadiana	id=g:6356029
Andratx	id=g:6356030
Calvià	id=g:6356031
Estellencs	id=g:6356032
Formentera	id=g:6356033
Eivissa	id=g:6356034
Sant Antoni de Portmany	id=g:6356035
Sant Josep de sa Talaia	id=g:6356036
Sant Joan de Labritja	id=g:6356037
Santa Eulària des Riu	id=g:6356038
Abrera	id=g:6356039
Aguilar de Segarra	id=g:6356040
Alella	id=g:6356041
Alpens	id=g:6356042
l'Ametlla del Vallès	id=g:6356043
Argençola	id=g:6356044
Argentona	id=g:6356045
Artés	id=g:6356046
Avià	id=g:6356047
Avinyó	id=g:6356048
Avinyonet del Penedès	id=g:6356049
Aiguafreda	id=g:6356050
Badalona	id=g:6356051
Bagà	id=g:6356052
Balenyà	id=g:6356053
Balsareny	id=g:6356054
Barcelona	id=g:6356055
Begues	id=g:6356056
Bellprat	id=g:6356057
Berga	id=g:6356058
Bigues i Riells	id=g:6356059
Borredà	id=g:6356060
el Bruc	id=g:6356061
el Brull	id=g:6356062
les Cabanyes	id=g:6356063
Cabrera d'Anoia	id=g:6356064
Cabrera de Mar	id=g:6356065
Cabrils	id=g:6356066
Calaf	id=g:6356067
Caldes de Montbui	id=g:6356068
Calders	id=g:6356069
Calonge de Segarra	id=g:6356070
Calldetenes	id=g:6356071
Callús	id=g:6356072
Campins	id=g:6356073
Canovelles	id=g:6356074
Cànoves i Samalús	id=g:6356075
Canyelles	id=g:6356076
Capellades	id=g:6356077
Capolat	id=g:6356078
Cardedeu	id=g:6356079
Cardona	id=g:6356080
Carme	id=g:6356081
Casserres	id=g:6356082
Castellar del Riu	id=g:6356083
Castellar de n'Hug	id=g:6356084
Castellbell i el Vilar	id=g:6356085
Castellbisbal	id=g:6356086
Castellcir	id=g:6356087
Castelldefels	id=g:6356088
Castell de l'Areny	id=g:6356089
Castellet i la Gornal	id=g:6356090
Castellfollit del Boix	id=g:6356091
Castellfollit de Riubregós	id=g:6356092
Castellgalí	id=g:6356093
Castellnou de Bages	id=g:6356094
Castellolí	id=g:6356095
Castellterçol	id=g:6356096
Castellví de la Marca	id=g:6356097
Castellví de Rosanes	id=g:6356098
Centelles	id=g:6356099
Cervelló	id=g:6356100
Collbató	id=g:6356101
Collsuspina	id=g:6356102
Copons	id=g:6356103
Corbera de Llobregat	id=g:6356104
Cornellà de Llobregat	id=g:6356105
Cubelles	id=g:6356106
Dosrius	id=g:6356107
Esparreguera	id=g:6356108
Esplugues de Llobregat	id=g:6356109
l'Espunyola	id=g:6356110
l'Estany	id=g:6356111
Fígols	id=g:6356112
Fogars de Montclús	id=g:6356113
Folgueroles	id=g:6356114
Fonollosa	id=g:6356115
Font-rubí	id=g:6356116
Gallifa	id=g:6356117
la Garriga	id=g:6356118
Gavà	id=g:6356119
Gaià	id=g:6356120
Gelida	id=g:6356121
Gironella	id=g:6356122
Gisclareny	id=g:6356123
la Granada	id=g:6356124
Granera	id=g:6356125
Granollers	id=g:6356126
Gualba	id=g:6356127
Sant Salvador de Guardiola	id=g:6356128
Guardiola de Berguedà	id=g:6356129
Gurb	id=g:6356130
l'Hospitalet de Llobregat	id=g:6356131
Igualada	id=g:6356132
Jorba	id=g:6356133
la Llacuna	id=g:6356134
la Llagosta	id=g:6356135
Llinars del Vallès	id=g:6356136
Lliçà d'Amunt	id=g:6356137
Lliçà de Vall	id=g:6356138
Lluçà	id=g:6356139
Malla	id=g:6356140
Manlleu	id=g:6356141
Manresa	id=g:6356142
Martorell	id=g:6356143
Martorelles	id=g:6356144
les Masies de Roda	id=g:6356145
les Masies de Voltregà	id=g:6356146
Masnou (El)	id=g:6356147
Masquefa	id=g:6356148
Matadepera	id=g:6356149
Mataró	id=g:6356150
Mediona	id=g:6356151
Molins de Rei	id=g:6356152
Mollet del Vallès	id=g:6356153
Montcada i Reixac	id=g:6356154
Montgat	id=g:6356155
Monistrol de Montserrat	id=g:6356156
Monistrol de Calders	id=g:6356157
Muntanyola	id=g:6356158
Montclar	id=g:6356159
Montesquiu	id=g:6356160
Montmajor	id=g:6356161
Montmaneu	id=g:6356162
Figaró-Montmany	id=g:6356163
Montmeló	id=g:6356164
Montornès del Vallès	id=g:6356165
Montseny	id=g:6356166
Moià	id=g:6356167
Mura	id=g:6356168
Navarcles	id=g:6356169
Navàs	id=g:6356170
la Nou de Berguedà	id=g:6356171
Òdena	id=g:6356172
Olvan	id=g:6356173
Olesa de Bonesvalls	id=g:6356174
Olesa de Montserrat	id=g:6356175
Olivella	id=g:6356176
Olost	id=g:6356177
Orís	id=g:6356178
Oristà	id=g:6356179
Orpí	id=g:6356180
Òrrius	id=g:6356181
Pacs del Penedès	id=g:6356182
Palau-solità i Plegamans	id=g:6356183
Pallejà	id=g:6356184
el Papiol	id=g:6356185
Parets del Vallès	id=g:6356186
Perafita	id=g:6356187
Piera	id=g:6356188
els Hostalets de Pierola	id=g:6356189
el Pla del Penedès	id=g:6356190
la Pobla de Claramunt	id=g:6356191
la Pobla de Lillet	id=g:6356192
Polinyà	id=g:6356193
Pontons	id=g:6356194
el Prat de Llobregat	id=g:6356195
els Prats de Rei	id=g:6356196
Prats de Lluçanès	id=g:6356197
Premià de Mar	id=g:6356198
Puigdàlber	id=g:6356199
Puig-reig	id=g:6356200
Pujalt	id=g:6356201
la Quar	id=g:6356202
Rajadell	id=g:6356203
Rellinars	id=g:6356204
Ripollet	id=g:6356205
la Roca del Vallès	id=g:6356206
el Pont de Vilomara i Rocafort	id=g:6356207
Roda de Ter	id=g:6356208
Rubí	id=g:6356209
Rubió	id=g:6356210
Sabadell	id=g:6356211
Sagàs	id=g:6356212
Sant Pere Sallavinera	id=g:6356213
Saldes	id=g:6356214
Sallent	id=g:6356215
Santpedor	id=g:6356216
Sant Adrià de Besòs	id=g:6356217
Sant Agustí de Lluçanès	id=g:6356218
Sant Andreu de la Barca	id=g:6356219
Sant Andreu de Llavaneres	id=g:6356220
Sant Antoni de Vilamajor	id=g:6356221
Sant Bartomeu del Grau	id=g:6356222
Sant Boi de Llobregat	id=g:6356223
Sant Boi de Lluçanès	id=g:6356224
Sant Celoni	id=g:6356225
Sant Climent de Llobregat	id=g:6356226
Sant Cugat del Vallès	id=g:6356227
Sant Cugat Sesgarrigues	id=g:6356228
Sant Esteve de Palautordera	id=g:6356229
Sant Esteve Sesrovires	id=g:6356230
Sant Fost de Campsentelles	id=g:6356231
Sant Feliu de Codines	id=g:6356232
Sant Feliu de Llobregat	id=g:6356233
Sant Feliu Sasserra	id=g:6356234
Sant Fruitós de Bages	id=g:6356235
Vilassar de Dalt	id=g:6356236
Sant Hipòlit de Voltregà	id=g:6356237
Sant Jaume de Frontanyà	id=g:6356238
Sant Joan Despí	id=g:6356239
Sant Joan de Vilatorrada	id=g:6356240
Vilassar de Mar	id=g:6356241
Sant Julià de Vilatorta	id=g:6356242
Sant Just Desvern	id=g:6356243
Sant Llorenç d'Hortons	id=g:6356244
Sant Llorenç Savall	id=g:6356245
Sant Martí de Centelles	id=g:6356246
Sant Martí d'Albars	id=g:6356247
Sant Martí de Tous	id=g:6356248
Sant Martí Sarroca	id=g:6356249
Sant Martí Sesgueioles	id=g:6356250
Sant Mateu de Bages	id=g:6356251
Premià de Dalt	id=g:6356252
Sant Pere de Ribes	id=g:6356253
Sant Pere de Riudebitlles	id=g:6356254
Sant Pere de Torelló	id=g:6356255
Sant Pere de Vilamajor	id=g:6356256
Sant Quintí de Mediona	id=g:6356257
Sant Quirze de Besora	id=g:6356258
Sant Quirze del Vallès	id=g:6356259
Sant Quirze Safaja	id=g:6356260
Sant Sadurní d'Anoia	id=g:6356261
Sant Sadurní d'Osormort	id=g:6356262
Marganell	id=g:6356263
Santa Cecília de Voltregà	id=g:6356264
Santa Coloma de Cervelló	id=g:6356265
Santa Coloma de Gramenet	id=g:6356266
Santa Eugènia de Berga	id=g:6356267
Santa Eulàlia de Riuprimer	id=g:6356268
Santa Eulàlia de Ronçana	id=g:6356269
Santa Fe del Penedès	id=g:6356270
Santa Margarida de Montbui	id=g:6356271
Santa Margarida i els Monjos	id=g:6356272
Barberà del Vallès	id=g:6356273
Santa Maria de Besora	id=g:6356274
Santa Maria de Corcó	id=g:6356275
Santa Maria de Merlès	id=g:6356276
Santa Maria de Martorelles	id=g:6356277
Santa Maria de Miralles	id=g:6356278
Santa Maria d'Oló	id=g:6356279
Santa Maria de Palautordera	id=g:6356280
Santa Perpètua de Mogoda	id=g:6356281
Sant Vicenç de Castellet	id=g:6356282
Sant Vicenç dels Horts	id=g:6356283
Sant Vicenç de Torelló	id=g:6356284
Cerdanyola del Vallès	id=g:6356285
Sentmenat	id=g:6356286
Cercs	id=g:6356287
Seva	id=g:6356288
Sitges	id=g:6356289
Sobremunt	id=g:6356290
Sora	id=g:6356291
Subirats	id=g:6356292
Súria	id=g:6356293
Tavèrnoles	id=g:6356294
Tagamanent	id=g:6356295
Talamanca	id=g:6356296
Taradell	id=g:6356297
Terrassa	id=g:6356298
Tavertet	id=g:6356299
Teià	id=g:6356300
Tiana	id=g:6356301
Tona	id=g:6356302
Torelló	id=g:6356303
la Torre de Claramunt	id=g:6356304
Torrelles de Foix	id=g:6356305
Torrelles de Llobregat	id=g:6356306
Ullastrell	id=g:6356307
Vacarisses	id=g:6356308
Vallbona d'Anoia	id=g:6356309
Vallcebre	id=g:6356310
Vallgorguina	id=g:6356311
Vallirana	id=g:6356312
Vallromanes	id=g:6356313
Veciana	id=g:6356314
Vic	id=g:6356315
Vilada	id=g:6356316
Viladecavalls	id=g:6356317
Viladecans	id=g:6356318
Vilanova del Camí	id=g:6356319
Vilanova de Sau	id=g:6356320
Vilobí del Penedès	id=g:6356321
Vilafranca del Penedès	id=g:6356322
Vilalba Sasserra	id=g:6356323
Vilanova i la Geltrú	id=g:6356324
Viver i Serrateix	id=g:6356325
Rupit i Pruit	id=g:6356326
Vilanova del Vallès	id=g:6356327
Sant Julià de Cerdanyola	id=g:6356328
Badia del Vallès	id=g:6356329
la Palma de Cervelló	id=g:6356330
Abajas	id=g:6356331
Adrada de Haza	id=g:6356332
Aguas Cándidas	id=g:6356333
Aguilar de Bureba	id=g:6356334
Albillos	id=g:6356335
Alcocero de Mola	id=g:6356336
Alfoz de Bricia	id=g:6356337
Alfoz de Santa Gadea	id=g:6356338
Altable	id=g:6356339
Altos (Los)	id=g:6356340
Ameyugo	id=g:6356341
Anguix	id=g:6356342
Aranda de Duero	id=g:6356343
Arandilla	id=g:6356344
Arauzo de Miel	id=g:6356345
Arauzo de Salce	id=g:6356346
Arauzo de Torre	id=g:6356347
Arcos	id=g:6356348
Arenillas de Riopisuerga	id=g:6356349
Arija	id=g:6356350
Arlanzón	id=g:6356351
Arraya de Oca	id=g:6356352
Atapuerca	id=g:6356353
Avellanosa de Muñó	id=g:6356354
Bahabón de Esgueva	id=g:6356355
Balbases (Los)	id=g:6356356
Baños de Valdearados	id=g:6356357
Bañuelos de Bureba	id=g:6356358
Barbadillo de Herreros	id=g:6356359
Barbadillo del Mercado	id=g:6356360
Barbadillo del Pez	id=g:6356361
Barrio de Muñó	id=g:6356362
Barrios de Bureba (Los)	id=g:6356363
Barrios de Colina	id=g:6356364
Basconcillos del Tozo	id=g:6356365
Bascuñana	id=g:6356366
Belbimbre	id=g:6356367
Belorado	id=g:6356368
Berberana	id=g:6356369
Berlangas de Roa	id=g:6356370
Berzosa de Bureba	id=g:6356371
Bozoó	id=g:6356372
Brazacorta	id=g:6356373
Briviesca	id=g:6356374
Bugedo	id=g:6356375
Buniel	id=g:6356376
Burgos	id=g:6356377
Busto de Bureba	id=g:6356378
Cabañes de Esgueva	id=g:6356379
Cabezón de la Sierra	id=g:6356380
Cavia	id=g:6356381
Caleruega	id=g:6356382
Campillo de Aranda	id=g:6356383
Campolara	id=g:6356384
Canicosa de la Sierra	id=g:6356385
Cantabrana	id=g:6356386
Carazo	id=g:6356387
Carcedo de Bureba	id=g:6356388
Carcedo de Burgos	id=g:6356389
Cardeñadijo	id=g:6356390
Cardeñajimeno	id=g:6356391
Cardeñuela Riopico	id=g:6356392
Carrias	id=g:6356393
Cascajares de Bureba	id=g:6356394
Cascajares de la Sierra	id=g:6356395
Castellanos de Castro	id=g:6356396
Castildelgado	id=g:6356397
Castil de Peones	id=g:6356398
Castrillo de la Reina	id=g:6356399
Castrillo de la Vega	id=g:6356400
Castrillo del Val	id=g:6356401
Castrillo de Riopisuerga	id=g:6356402
Castrillo Matajudíos	id=g:6356403
Castrojeriz	id=g:6356404
Cayuela	id=g:6356405
Cebrecos	id=g:6356406
Celada del Camino	id=g:6356407
Cerezo de Río Tirón	id=g:6356408
Cerratón de Juarros	id=g:6356409
Ciadoncha	id=g:6356410
Cillaperlata	id=g:6356411
Cilleruelo de Abajo	id=g:6356412
Cilleruelo de Arriba	id=g:6356413
Ciruelos de Cervera	id=g:6356414
Cogollos	id=g:6356415
Contreras	id=g:6356416
Coruña del Conde	id=g:6356417
Covarrubias	id=g:6356418
Cubillo del Campo	id=g:6356419
Cubo de Bureba	id=g:6356420
Cueva de Roa (La)	id=g:6356421
Cuevas de San Clemente	id=g:6356422
Encío	id=g:6356423
Espinosa de Cervera	id=g:6356424
Espinosa del Camino	id=g:6356425
Espinosa de los Monteros	id=g:6356426
Estépar	id=g:6356427
Fontioso	id=g:6356428
Frandovínez	id=g:6356429
Fresneda de la Sierra Tirón	id=g:6356430
Fresneña	id=g:6356431
Fresnillo de las Dueñas	id=g:6356432
Fresno de Río Tirón	id=g:6356433
Fresno de Rodilla	id=g:6356434
Frías	id=g:6356435
Fuentebureba	id=g:6356436
Fuentecén	id=g:6356437
Fuentelcésped	id=g:6356438
Fuentelisendo	id=g:6356439
Fuentemolinos	id=g:6356440
Fuentenebro	id=g:6356441
Fuentespina	id=g:6356442
Galbarros	id=g:6356443
Gallega (La)	id=g:6356444
Grijalba	id=g:6356445
Grisaleña	id=g:6356446
Gumiel de Izán	id=g:6356447
Gumiel de Mercado	id=g:6356448
Hacinas	id=g:6356449
Haza	id=g:6356450
Hontanas	id=g:6356451
Hontangas	id=g:6356452
Hontoria de la Cantera	id=g:6356453
Hontoria del Pinar	id=g:6356454
Hontoria de Valdearados	id=g:6356455
Hormazas (Las)	id=g:6356456
Hornillos del Camino	id=g:6356457
Horra (La)	id=g:6356458
Hortigüela	id=g:6356459
Hoyales de Roa	id=g:6356460
Huérmeces	id=g:6356461
Huerta de Arriba	id=g:6356462
Huerta de Rey	id=g:6356463
Humada	id=g:6356464
Hurones	id=g:6356465
Ibeas de Juarros	id=g:6356466
Ibrillos	id=g:6356467
Iglesiarrubia	id=g:6356468
Iglesias	id=g:6356469
Isar	id=g:6356470
Itero del Castillo	id=g:6356471
Jaramillo de la Fuente	id=g:6356472
Jaramillo Quemado	id=g:6356473
Junta de Traslaloma	id=g:6356474
Junta de Villalba de Losa	id=g:6356475
Jurisdicción de Lara	id=g:6356476
Jurisdicción de San Zadornil	id=g:6356477
Lerma	id=g:6356478
Llano de Bureba	id=g:6356479
Madrigal del Monte	id=g:6356480
Madrigalejo del Monte	id=g:6356481
Mahamud	id=g:6356482
Mambrilla de Castrejón	id=g:6356483
Mambrillas de Lara	id=g:6356484
Mamolar	id=g:6356485
Manciles	id=g:6356486
Mazuela	id=g:6356487
Mecerreyes	id=g:6356488
Medina de Pomar	id=g:6356489
Melgar de Fernamental	id=g:6356490
Merindad de Cuesta-Urria	id=g:6356491
Merindad de Montija	id=g:6356492
Merindad de Sotoscueva	id=g:6356493
Merindad de Valdeporres	id=g:6356494
Merindad de Valdivielso	id=g:6356495
Milagros	id=g:6356496
Miranda de Ebro	id=g:6356497
Miraveche	id=g:6356498
Modúbar de la Emparedada	id=g:6356499
Monasterio de la Sierra	id=g:6356500
Monasterio de Rodilla	id=g:6356501
