Insarro	id=g:334138
Gazham Shet’	id=g:337194
Gazham	id=g:337195
Gaz Gimb	id=g:337196
Gazemen	id=g:337197
Gazara	id=g:337198
Gaza	id=g:337199
Gayu Bota	id=g:337200
Gayu	id=g:337201
Gayo Shet’	id=g:337202
Gayint Āwraja	id=g:337203
Gayint	id=g:337204
Gayī	id=g:337205
Gayderu YeTerara Senselet	id=g:337206
Gayderu YeTerara Senselet	id=g:337207
Gayan	id=g:337208
Gawurna	id=g:337209
Gawa	id=g:337210
Gavsigivla	id=g:337211
Gaukel	id=g:337212
Gaua	id=g:337213
Gaua	id=g:337214
Gattira	id=g:337215
Gats’a Wenz	id=g:337216
Gatonale	id=g:337217
Gatīro	id=g:337218
Gatīra Tekle Haymanot Bēte Kristīyan	id=g:337219
Gatīra Medhanē ‘Alem Bēte Kristīyan	id=g:337220
Gat’īra	id=g:337221
Gatīra	id=g:337222
Gatīra	id=g:337223
Gatīra	id=g:337224
Gatīra	id=g:337225
Gatīra	id=g:337226
Gatira	id=g:337227
Gatera Shet’	id=g:337228
Gatelo	id=g:337229
Gatana	id=g:337230
Gaso	id=g:337231
Gashena Maryam Bēte Kristīyan	id=g:337234
Gasha Jagrē	id=g:337235
Gasha Jagrē	id=g:337236
Gasgar	id=g:337237
Gasera	id=g:337238
Gasciorchi	id=g:337240
Gasciane	id=g:337241
Gasay	id=g:337243
Gasat Yohānis Bēte Kristīyan	id=g:337244
Gasat	id=g:337245
Garuruein	id=g:337247
Garule	id=g:337249
Garugge	id=g:337250
Garu	id=g:337251
Garu	id=g:337252
Gartalla	id=g:337253
Garsete	id=g:337254
Gara Garsa	id=g:337255
Garsa	id=g:337256
Gara Garri	id=g:337257
Garri	id=g:337258
Garraro	id=g:337259
Garra Aleucia	id=g:337260
Garollo	id=g:337261
Garolē	id=g:337262
Garoita	id=g:337263
Garodeh	id=g:337264
Garo	id=g:337266
Garo	id=g:337267
Garmuda	id=g:337268
Garī Shet’	id=g:337269
Garīmu	id=g:337270
Gargori	id=g:337271
Gargori	id=g:337272
Gargiere	id=g:337273
Gargara	id=g:337276
Garfa	id=g:337277
Garē Tekle Haymanot Bēte Kristīyan	id=g:337278
Garegumgum	id=g:337279
Garedew Shet’	id=g:337280
Garebabeno	id=g:337281
Garea	id=g:337282
Garē	id=g:337283
Garē	id=g:337284
Gardula Āwraja	id=g:337285
Gardula	id=g:337286
Gardor	id=g:337287
Garbo	id=g:337291
Garbena	id=g:337292
Garbanse	id=g:337293
Garba Merille	id=g:337296
Garbahure	id=g:337297
Garba Haba	id=g:337298
Garbagududu	id=g:337299
Garba Daca	id=g:337302
Garba	id=g:337303
Gara Yikē Ābo Bēte Kristīyan	id=g:337304
Gara Yikē	id=g:337305
Gara Tuk’ē	id=g:337306
Garasleh	id=g:337308
Garasle	id=g:337309
Garasitu	id=g:337310
Garasgh	id=g:337312
Gararsa	id=g:337313
Gararo’i	id=g:337314
Gara Ontu	id=g:337315
Garanio Horre	id=g:337316
Gara Nigus	id=g:337317
Gara Muleta Āwraja	id=g:337318
Gara Muleta	id=g:337319
Gara Muka	id=g:337320
Gara Milo’o Maryam Bēte Kristīyan	id=g:337321
Garamba	id=g:337322
Garamate	id=g:337323
Garalolē	id=g:337324
Gara Lilmo	id=g:337325
Garakora	id=g:337326
Gara Īta	id=g:337328
Gara Hadem YeTerara Ch’af	id=g:337329
Gara Hadem	id=g:337330
Gara Guda Terara	id=g:337331
Garagiam	id=g:337332
Gara Gelgel	id=g:337333
Gara Furī Terara	id=g:337334
Garadugh	id=g:337335
Gara Dīma	id=g:337336
Garadase	id=g:337337
Gara Boku	id=g:337338
Gara Beru Gīyorgis Bēte Kristīyan	id=g:337339
Garab Ad	id=g:337340
Gara Babu	id=g:337341
Gara Ādurē	id=g:337342
Gara Āba Īya	id=g:337343
Gara Āba Guda	id=g:337344
Gara	id=g:337345
Gara	id=g:337346
Gao	id=g:337347
Ganyo Gīyorgīs Bēte Kristīyan	id=g:337348
Ganu	id=g:337349
Gannate	id=g:337352
Ganna	id=g:337353
Gango	id=g:337354
Ganjī	id=g:337355
Gango	id=g:337357
Gangi	id=g:337358
Gangi	id=g:337359
Gangē Shet’	id=g:337360
Gangeletta	id=g:337361
Gangawa Terara	id=g:337362
Gangalē	id=g:337364
Gane Geb Bota	id=g:337367
Gane Geb	id=g:337368
Ganeberri	id=g:337369
Gandua	id=g:337370
Gando	id=g:337371
Gandi	id=g:337372
Gandeba	id=g:337374
Ganda Saido	id=g:337376
Gandaba	id=g:337377
Ganda Abahi	id=g:337378
Ganciaro	id=g:337379
Ganale Gambello	id=g:337381
Ganada	id=g:337382
Ganada	id=g:337383
Gana	id=g:337384
Gamud	id=g:337385
Gamso	id=g:337386
Gamra	id=g:337387
Gamo Shet’	id=g:337388
Gamo Gofa Kifle Hāger	id=g:337389
Gamo Gīyorgīs Bēte Kristīyan	id=g:337390
Gamo Āwraja	id=g:337391
Gamo	id=g:337392
Gamo	id=g:337393
Gamo	id=g:337394
Gamma	id=g:337395
Gamfī Wenz	id=g:337396
Gamburo Ādo Bota	id=g:337397
Jabal Gamendu	id=g:337398
Gambo	id=g:337400
Gambisi	id=g:337401
Gambēlo Shet’	id=g:337402
Gambēla Āwraja	id=g:337403
Gambela	id=g:337404
Gambēla	id=g:337405
Gambato	id=g:337407
Gambata	id=g:337408
Gambata	id=g:337409
Gamanya Shet’	id=g:337410
Gamanya	id=g:337411
Gamacisa	id=g:337412
Gamabolu	id=g:337413
Gama	id=g:337414
Gama	id=g:337415
Galuen	id=g:337416
Galu	id=g:337417
Galro	id=g:337419
Galo Shet’	id=g:337420
Galoch	id=g:337421
Galo Beloch’o	id=g:337422
Galo	id=g:337423
Galmo	id=g:337424
Tulu Gallaciu	id=g:337426
Galīra	id=g:337427
Galīfagē Regreg	id=g:337428
Galīfagē	id=g:337429
Galicoma	id=g:337430
Galībē	id=g:337431
Galgalo	id=g:337432
Galgallo	id=g:337433
Galeyī Maryam Bēte Kristīyan	id=g:337434
Galeyī	id=g:337435
Galeyī	id=g:337436
Galeyī	id=g:337437
Galetī Shet’	id=g:337438
Galēsa	id=g:337440
Galēsa	id=g:337441
Galēsa	id=g:337442
Galesa	id=g:337443
Galemot	id=g:337444
Galeic	id=g:337445
Galegu	id=g:337446
Galecha	id=g:337447
Galē Bota	id=g:337449
Galeb	id=g:337450
Galea	id=g:337451
Galē	id=g:337452
Gale	id=g:337453
Galdo	id=g:337454
Galcio	id=g:337455
Galcia	id=g:337456
Galatu	id=g:337459
Gala Terara	id=g:337460
Galat Ābo Bēte Kristīyan	id=g:337461
Galata	id=g:337463
Galat	id=g:337464
Galasca	id=g:337466
Galana Dida	id=g:337467
Galama	id=g:337468
Galalu	id=g:337469
Galalu	id=g:337470
Gala K’olk’ol	id=g:337471
Gala K’ibē	id=g:337472
Galajema Shet’	id=g:337473
Galaito	id=g:337474
Galadi	id=g:337475
Gakī Shet’	id=g:337477
Gak’īla Shet’	id=g:337478
Gak	id=g:337479
Gajo Wenz	id=g:337480
Gajo Shet’	id=g:337481
Gajo Medhanē ‘Alem Bēte Kristīyan	id=g:337482
Gajo	id=g:337483
Gajo	id=g:337484
Gajī Ābo Bēte Kristīyan	id=g:337485
Gajī	id=g:337486
Gaint	id=g:337487
Gai	id=g:337490
Gahso	id=g:337492
Gâgou	id=g:337495
Gago Bota	id=g:337496
Gagle	id=g:337497
Gaggie	id=g:337499
Gaggi-Chillimb	id=g:337500
Gagab	id=g:337501
Gafura Shet’	id=g:337502
Gafra Shet’	id=g:337503
Gafra	id=g:337504
Gafīda	id=g:337505
Gafarta	id=g:337507
Gaela	id=g:337508
Gadula Shet’	id=g:337509
Gadula	id=g:337510
Gadula	id=g:337511
Gad Shet’	id=g:337515
Gado Shet’	id=g:337516
Gadober	id=g:337517
Gado	id=g:337518
Gado	id=g:337519
Gadīsa	id=g:337522
Gadi	id=g:337523
Gaddaclo	id=g:337525
Gaday Mīka’ēl Bēte Kristīyan	id=g:337526
Gaday	id=g:337527
Gara Gadamsa	id=g:337528
Gadabi	id=g:337529
Gaciro	id=g:337531
Gacio	id=g:337532
Gachīt	id=g:337533
Gachīnī Shet’	id=g:337534
Gach’ī	id=g:337535
Gacenu	id=g:337536
Gabura Shet’	id=g:337537
Gabuli	id=g:337538
Gabule	id=g:337539
Gabro	id=g:337540
Gabri Nono	id=g:337541
Gabri Ali	id=g:337542
Gabrehor	id=g:337543
Gabolla	id=g:337544
Gablaitu	id=g:337546
Gablai	id=g:337547
Gabir Sagudo	id=g:337548
Gabina	id=g:337549
Gabillema	id=g:337550
Gabiebie	id=g:337551
Gabicura	id=g:337552
Gabia Mata	id=g:337553
Gabgarbit	id=g:337554
Gabela	id=g:337557
Gabdie	id=g:337559
Gabbra Algan	id=g:337560
Gabbra	id=g:337561
Gabba Galleccia	id=g:337562
Gabaro	id=g:337563
Gabantu	id=g:337564
Gabantu	id=g:337565
Gabangab	id=g:337566
Gabana	id=g:337567
Gabaile	id=g:337569
Gaba Gurali	id=g:337570
Gaba Gandura	id=g:337571
Gabagaba	id=g:337572
Gabadilli	id=g:337573
Gababu	id=g:337574
Gaba Arbi	id=g:337575
Gaba	id=g:337576
Gaba	id=g:337577
El Gab	id=g:337578
Ga’āshī Īyesus Bēte Kristīyan	id=g:337579
Ga’āshī	id=g:337580
Gaartali	id=g:337581
Gaaro	id=g:337582
Gaan	id=g:337583
Ga’ā	id=g:337585
El Futto	id=g:337586
Futo	id=g:337587
Furzi	id=g:337588
Fururugya Shet’	id=g:337589
Furufuru Shet’	id=g:337590
Fursī	id=g:337591
Furkwa Medhanē ‘Alem Bēte Kristīyan	id=g:337592
Furkwa	id=g:337593
Malca Furi	id=g:337594
Furdo Terara	id=g:337595
Furdo	id=g:337596
Furda Āmanu’ēl Bēte Kristīyan	id=g:337597
Furda	id=g:337598
Furda	id=g:337599
Furda	id=g:337600
Fura Shet’	id=g:337601
Fura Bota	id=g:337602
Fura	id=g:337603
Fura	id=g:337605
Funyido	id=g:337606
Funyan Tīmo	id=g:337607
Funyan T’edē	id=g:337608
Funyan Jufu Terara	id=g:337609
Funyanē	id=g:337610
Funyan Dēra	id=g:337611
Funyan Ch’alī Terara	id=g:337612
Funyan Bīra Ragu’ēl Bēte Kristīyan	id=g:337613
Funyan Bīra	id=g:337614
Funt’o	id=g:337615
Funduro	id=g:337616
Funchaua	id=g:337618
Funan Gaba	id=g:337619
Fulu	id=g:337620
Fululu Shet’	id=g:337621
Fultura	id=g:337622
Fultulo	id=g:337623
Fulte	id=g:337624
Fulli	id=g:337625
Fulīya	id=g:337626
Fulē Shet’	id=g:337627
Fulēnsa Shet’	id=g:337628
Fulēnsa Bota	id=g:337629
Fulēnsa	id=g:337630
Fulēnsa	id=g:337631
Fuldana	id=g:337632
Fulaya Kurē	id=g:337633
Fulaso	id=g:337634
Fulamo	id=g:337635
Ful	id=g:337636
Fukumu	id=g:337637
Fui	id=g:337638
Fugual	id=g:337639
Fugu	id=g:337640
Fugo	id=g:337641
Fudi	id=g:337642
Fudalī Shet’	id=g:337643
Fuchinca	id=g:337644
Fuchedi	id=g:337645
Frīda Āmba	id=g:337646
Framale Gīyorgīs Bēte Kristīyan	id=g:337649
Foual	id=g:337650
Fota Terara	id=g:337651
Forat	id=g:337653
Fontanīna	id=g:337654
Fonk’a	id=g:337655
Follai	id=g:337657
Folla	id=g:337658
Foleg Daro	id=g:337659
Fok’usha Shet’	id=g:337660
Fok’a Shet’	id=g:337661
Fok’a Shet’	id=g:337662
Fok’a Maryam Bēte Kristīyan	id=g:337663
Fok’a	id=g:337664
Fok’a	id=g:337665
Fok’a	id=g:337666
Foghera	id=g:337667
Fogero	id=g:337668
Fogera	id=g:337669
Fogelē	id=g:337670
Fogay Maryam Bēte Kristīyan	id=g:337671
Fogay	id=g:337672
Fofa	id=g:337673
Fododdu	id=g:337674
Fodo Bota	id=g:337675
Fīyat	id=g:337680
Fīya K’eshī	id=g:337681
Fitri Iamugassi	id=g:337683
Fitri Abasbur	id=g:337684
Fitri Abareih	id=g:337685
Fīt’o	id=g:337686
Fit Makonnen	id=g:337687
Fītē Shet’	id=g:337688
Fītē	id=g:337689
Fitci	id=g:337690
Fītal Timhirt Bēt	id=g:337691
Fītal Medhanē ‘Alem Bēte Kristīyan	id=g:337692
Fītal Korebta	id=g:337693
Fītal	id=g:337694
Fit’a Bota	id=g:337695
Fisihā Genet’	id=g:337696
Fīshe Shet’	id=g:337697
Fiscio	id=g:337698
Fīsa	id=g:337699
Firt’at’a	id=g:337700
Firk’ija	id=g:337701
Firīda Mareja	id=g:337703
Firē Hiywet	id=g:337704
Firafira Wenz	id=g:337706
Firafira Shet’	id=g:337707
Fīnzirara Tekle Haymanot Bēte Kristīyan	id=g:337708
Fīnyano	id=g:337709
Fint’iro	id=g:337710
Fint’al Feres	id=g:337711
Finote Selam	id=g:337712
Fink’ilē Hāyk’	id=g:337713
Finjal Guma	id=g:337714
Finini	id=g:337715
Finic	id=g:337716
Fingilat	id=g:337717
Fingalat	id=g:337718
Fincia	id=g:337719
Fīnchek’tu Fafatē	id=g:337720
Fīnch’e Debsa Shet’	id=g:337721
Fīnch’awo Bota	id=g:337722
Fīnch’awo	id=g:337723
Fīnch’awa Shet’	id=g:337724
Fīnch’awa	id=g:337725
Fīnch’awa	id=g:337726
Fīnch’a’ā Wenz	id=g:337727
Fīnch’a’ā Wenz	id=g:337728
Fīnch’a’ā Shet’	id=g:337729
Fīnch’a’ā Shet’	id=g:337730
Fīnch’a’ā Fwafwatē	id=g:337731
Fīnch’a’ā Fwafwatē	id=g:337732
Fīnch’a’ā Fwafwatē	id=g:337733
Fīnch’a’ā	id=g:337734
Fīnch’a’ā	id=g:337735
Fīnch’a’ā	id=g:337736
Fīnch’a’ā	id=g:337737
Finarwa	id=g:337738
Fina	id=g:337739
Fīltu	id=g:337740
Fīltu	id=g:337741
Fīlo	id=g:337742
Filk’ilik’	id=g:337743
Filhtī Shet’	id=g:337744
Filhit Shet’	id=g:337745
Fīlfo Terara	id=g:337746
Filakit	id=g:337748
Fīk’ Shet’	id=g:337749
Fīk’ Shet’	id=g:337750
Fik’re Sinī	id=g:337751
Fīk’o	id=g:337752
Fik’ Mek’abir	id=g:337753
Fik’ada	id=g:337754
Fīk’	id=g:337755
Fīk’	id=g:337756
Fik	id=g:337757
Figo Ford	id=g:337758
Fighisia	id=g:337759
Fīdo Geysa	id=g:337760
Fidis Ābune Lībanos Bēte Kristīyan	id=g:337761
Fidis	id=g:337762
Fideli	id=g:337763
Fidegan	id=g:337764
Fidadedih	id=g:337765
Fichil Wenz	id=g:337766
Fichē Shet’	id=g:337767
Fichē Medhanē ‘Alem Bēte Kristīyan	id=g:337768
Fichē Gīyorgīs Bēte Kristīyan	id=g:337769
Fīchē	id=g:337770
Fichē	id=g:337771
Fichē	id=g:337772
Fichē	id=g:337773
Fiche	id=g:337774
Fich’aza	id=g:337775
Fialu	id=g:337776
Fialu	id=g:337777
Fia	id=g:337778
Fhialu	id=g:337779
Fe’u	id=g:337780
Feto Mīka’ēl Bēte Kristīyan	id=g:337782
Fēt’o	id=g:337783
Fēt’o	id=g:337784
Feto	id=g:337785
Fet’imeny	id=g:337786
Fet’er YeTerara Ch’af	id=g:337787
Fēt’era Mīka’ēl Bēte Kristīyan	id=g:337788
Fēt’era	id=g:337789
Fet’er	id=g:337790
Fetek’a	id=g:337791
Fet’am Shet’	id=g:337792
Fesesa Bota	id=g:337794
Fesesa Bota	id=g:337795
Fesesa	id=g:337796
Ferso	id=g:337797
Amba Ferra	id=g:337798
Fernard	id=g:337799
Ferk’oma	id=g:337800
Ferk’oma	id=g:337801
Ferīsage Shet’	id=g:337802
Ferīma	id=g:337803
Ferg Īnder	id=g:337804
Feres Zebenya	id=g:337806
Fereso Shet’	id=g:337807
Feres Midir	id=g:337808
Feres Megalebīya	id=g:337809
Feres Megala Menafesha	id=g:337810
Feresmay	id=g:337811
Fereshoch	id=g:337812
Feres Bēt	id=g:337813
Feres Bēt	id=g:337814
Feres Bēt	id=g:337815
Feres Āmba Mīka’ēl Bēte Kristīyan	id=g:337816
Feres Āmba	id=g:337817
Fērek’esa	id=g:337819
Feregosa	id=g:337820
Fereg Da’iro	id=g:337821
Fereda Shum K’īrk’os Bēte Kristīyan	id=g:337822
Ferda Shet’	id=g:337823
Ferda Sefer	id=g:337824
Ferda	id=g:337825
Fercaber	id=g:337826
Ferate	id=g:337827
Feraca	id=g:337828
Fentīda	id=g:337830
Fent’eriya Bota	id=g:337831
Fent’eriya	id=g:337832
Fent’er	id=g:337833
Fentay Gīyorgīs Bēte Kristīyan	id=g:337834
Fentay	id=g:337835
Fentalē Mīka’ēl Bēte Kristīyan	id=g:337836
Fentalē Isate Gemora	id=g:337837
Fentalē	id=g:337838
Fenja	id=g:337839
Fencho	id=g:337840
Femets’ere	id=g:337841
Felfel	id=g:337846
Felet’a	id=g:337848
Felestī Shet’	id=g:337849
Feleha	id=g:337850
Felema	id=g:337851
Felege Selam	id=g:337852
Felege Neway	id=g:337853
Felege Hāfo Terara	id=g:337854
Felege Hāfo	id=g:337855
Felege Birhan	id=g:337856
Felege Birhan	id=g:337857
Felē Bota	id=g:337858
Amba Felassa	id=g:337860
Felasē	id=g:337861
Felana Shet’	id=g:337862
Felana Bota	id=g:337863
Felana	id=g:337864
Felaina Micael	id=g:337865
Fek’o Meda	id=g:337867
Fek Fiek	id=g:337868
Fekerē Shet’	id=g:337869
Fekerē Shet’	id=g:337870
Fekensa Shet’	id=g:337871
Fejij	id=g:337872
Feiogni	id=g:337873
Feillo	id=g:337874
Fego	id=g:337875
Fednī Terara	id=g:337876
Fedīs	id=g:337877
Federova	id=g:337879
Fēdengwa Shet’	id=g:337880
Fēde’āt	id=g:337881
Fēdē	id=g:337882
Fech’enī	id=g:337883
Fech’asē	id=g:337884
Fech’a Polīs Sefer	id=g:337885
Fayu	id=g:337886
Faya	id=g:337887
Faw	id=g:337888
Faureina	id=g:337889
Fat’o Bota	id=g:337891
Fasīledes	id=g:337893
Fasīl Bota	id=g:337894
Fasīl Āmba Kīdane Mihret Bēte Kristīyan	id=g:337895
Fasha Bota	id=g:337896
Fasha	id=g:337897
Fasēmbel	id=g:337898
Fascia	id=g:337899
Fascalli	id=g:337900
Farso	id=g:337903
Farso	id=g:337904
Farsis	id=g:337905
Faro	id=g:337906
Faro	id=g:337907
Amba Farit	id=g:337908
Fariso	id=g:337909
Farisa	id=g:337910
Farīs	id=g:337911
Farīs	id=g:337912
Farīchu	id=g:337913
Fari	id=g:337914
Farchodēy	id=g:337915
Faregsē	id=g:337916
Fare	id=g:337917
Farda Robi	id=g:337918
Farboghi	id=g:337919
Farasbet	id=g:337921
Faras	id=g:337922
Farare	id=g:337923
Farar	id=g:337924
Far Ano	id=g:337927
Farahento	id=g:337928
Faracassa	id=g:337929
Fanta Shet’	id=g:337930
Fantapī Irsha	id=g:337931
Fango	id=g:337932
Fangala	id=g:337933
Fana Shet’	id=g:337935
Famoghe	id=g:337936
Falti	id=g:337937
Falma Maryam Bēte Kristīyan	id=g:337939
Falma	id=g:337940
Falle	id=g:337941
Falīcha	id=g:337944
Falē Shet’	id=g:337945
Falē Medhanē ‘Alem Bēte Kristīyan	id=g:337946
Falē	id=g:337947
Falē	id=g:337948
Falē	id=g:337949
Falē	id=g:337950
Falē	id=g:337951
Falchi	id=g:337952
Fajī Maryam Bēte Kristīyan	id=g:337954
Fajī Ch’aka	id=g:337955
Fajī	id=g:337956
Fajī	id=g:337957
Fajī	id=g:337958
Faille	id=g:337959
Faicha	id=g:337960
Fagogi	id=g:337962
Fago	id=g:337963
Fagiu	id=g:337964
Faggi	id=g:337965
Faggi	id=g:337966
Fageta	id=g:337967
Fagē	id=g:337969
Fagaddo	id=g:337970
Fafen Shet’	id=g:337972
Fafem Shelek’o	id=g:337973
Fafem	id=g:337974
Fafa	id=g:337976
Faf	id=g:337977
Faf	id=g:337978
Fado	id=g:337979
Fadī	id=g:337980
Fach’o Shet’	id=g:337981
Fachi	id=g:337982
Ez Zair	id=g:337983
Ezub	id=g:337984
Ezeran	id=g:337985
Ezba	id=g:337986
Ezba	id=g:337987
Ēyna Sheladī	id=g:337988
Ēydu	id=g:337989
Eus	id=g:337990
Ēt’osa	id=g:337992
Eto	id=g:337993
Ethiopian Plateau	id=g:337995
Federal Democratic Republic of Ethiopia	id=g:337996
Ete	id=g:337998
Etauia Faburi	id=g:337999
Etana	id=g:338000
Ess	id=g:338002
Amba Esrael	id=g:338003
Esho	id=g:338004
Escudolei	id=g:338006
Eruoldi	id=g:338008
Erring	id=g:338011
Errib	id=g:338012
Errerei	id=g:338013
Errefilibie	id=g:338014
Erosa	id=g:338016
Ēro	id=g:338017
Ēro	id=g:338018
Ernambe	id=g:338019
Ermaccio	id=g:338020
Tulu Eriwani	id=g:338021
Erigo	id=g:338022
Uebi Erigo	id=g:338023
Ērer Wenz	id=g:338026
Ererti	id=g:338027
Ērer Terara	id=g:338028
Jerer Shet’	id=g:338029
Ērer Shet’	id=g:338030
Ērer Shelek’o	id=g:338031
Ērero Shet’	id=g:338032
Ērērī	id=g:338033
Ērer Hotēl	id=g:338034
Ērer Gīyorgīs Bēte Kristīyan	id=g:338035
Ērer	id=g:338036
Ērer	id=g:338037
Ērer	id=g:338038
Ērer	id=g:338039
Erer	id=g:338040
Erer	id=g:338041
Erene	id=g:338042
Ēregdīna	id=g:338043
Ērē Āwo	id=g:338047
Erbu	id=g:338048
Ērasen	id=g:338049
Ēra K’īrk’os Bēte Kristīyan	id=g:338051
Ēra	id=g:338052
Era	id=g:338054
Ēnyo	id=g:338055
Entoiacami	id=g:338058
Entoiacami	id=g:338059
Ennereta	id=g:338068
Ennebse	id=g:338069
Enimai	id=g:338071
Enghebeto	id=g:338075
Enemo	id=g:338078
Endib	id=g:338081
Enderta	id=g:338082
Endelot	id=g:338083
Endeli	id=g:338085
Endebo	id=g:338086
Enda Ras	id=g:338088
Enda Meconni	id=g:338090
Enda Mariam Tucul	id=g:338091
Enda Mariam Goresa	id=g:338092
Endahura	id=g:338093
Enda Corcos	id=g:338095
Endabo	id=g:338096
Endabba Mariam	id=g:338097
Encheddiba	id=g:338100
Encetcab	id=g:338101
Embeleti	id=g:338108
Laga El Waq	id=g:338112
El Wak	id=g:338113
El Waji	id=g:338114
El Ueguet	id=g:338115
Eluddoro	id=g:338116
El Uak	id=g:338117
El Uak	id=g:338118
El Taulei	id=g:338119
El Ronso	id=g:338121
El Roba	id=g:338122
El Rago	id=g:338123
El Obo	id=g:338125
El Niybo	id=g:338126
El Nah	id=g:338127
Elmud	id=g:338128
El Migir	id=g:338129
El Merer	id=g:338130
El Medo	id=g:338131
El Medera	id=g:338132
El Melhale	id=g:338133
Ellughena	id=g:338134
Elloi	id=g:338135
Ellin Medo	id=g:338136
Ēl Lēh YeT’or Sefer	id=g:338137
Ēl Lēh	id=g:338138
Ēl Lēh	id=g:338139
Ellan	id=g:338140
Ellada	id=g:338141
El Kure	id=g:338142
Ēl K’oran	id=g:338143
Ēlk’erē Shet’	id=g:338144
Ēl Kerē Āwraja	id=g:338145
Ēl Kerē	id=g:338146
Ēl Kawo	id=g:338147
Ēliyas	id=g:338148
Ēlī Wiha	id=g:338149
Ēlin Tekil	id=g:338153
Ēlīda’ār Shet’	id=g:338155
Ēlīda’ār Bota	id=g:338156
Ēlīda’ār	id=g:338157
Ēlīda’ār	id=g:338158
El Gura	id=g:338160
El Gulut	id=g:338161
El Goluen	id=g:338162
El Gololcho	id=g:338163
Elgole	id=g:338164
El Golbo	id=g:338165
Elgol	id=g:338166
Ēl Gof Polīs Sefer	id=g:338167
Ēl Gof	id=g:338168
Elgodudo	id=g:338169
Ēl Geraslē YeWiha Gudgwad	id=g:338170
El Garrora	id=g:338171
Gara Elgara	id=g:338172
El Gandor	id=g:338173
El Gandar	id=g:338174
El Gamal	id=g:338175
El Gabaro	id=g:338176
El Furruc	id=g:338177
El Furdan	id=g:338178
El Fud	id=g:338179
Elfing Bar	id=g:338180
El Fardig	id=g:338181
Ēles Terara	id=g:338182
Ēlēs Bota	id=g:338183
Ēlen Hāyk’	id=g:338184
Elen Dossa	id=g:338185
Ēlēmtu Shet’	id=g:338186
Ēlēmo	id=g:338187
Ēlēlē Shet’	id=g:338188
Ēlēlē	id=g:338189
Ēlejela Shet’	id=g:338191
Ēlejela	id=g:338192
El Eghin	id=g:338193
Ele Dimtu	id=g:338194
Ēledī	id=g:338195
Ēle ’ābo Shet’	id=g:338196
El Donfar	id=g:338197
Gara El Dima	id=g:338198
Eldima	id=g:338199
El Dima	id=g:338200
El Dere	id=g:338201
El Dere	id=g:338202
El Dera	id=g:338203
El Der	id=g:338204
El Der	id=g:338205
El Der	id=g:338206
El Debb	id=g:338207
El Davole	id=g:338208
El Danab	id=g:338209
El Curcalla	id=g:338210
El Candar	id=g:338211
El Borle	id=g:338212
El Boldo	id=g:338213
Ēl Bī’oba	id=g:338214
El Bhai	id=g:338216
Ēlbeyih Shet’	id=g:338217
Ēlbeyih	id=g:338218
El Behid	id=g:338219
El Begaiya	id=g:338220
El Baro	id=g:338221
El Barchile	id=g:338222
Ēl Bar	id=g:338223
Ēl Bar	id=g:338224
El Bangol	id=g:338225
El Bahid	id=g:338226
Ēlbahē Shet’	id=g:338227
Ēlbahē Shet’	id=g:338228
El Bahai	id=g:338229
El Bah	id=g:338230
El Bah	id=g:338231
Ēla YeTerara Ch’af	id=g:338232
El Auarre	id=g:338233
El Ararei	id=g:338236
El Ango	id=g:338237
Elan	id=g:338238
Ēlahmar	id=g:338239
Ēla Hamar	id=g:338241
El Agable	id=g:338242
Ēla’ē Shet’	id=g:338243
Elad Hid	id=g:338244
Ela Callo	id=g:338247
Ēl Ābrēd	id=g:338248
Ēla Bota	id=g:338249
El Abosa	id=g:338250
Elabella	id=g:338253
Ēla	id=g:338256
Ēla	id=g:338257
Ēko	id=g:338259
Ēju Bota	id=g:338260
Ējī Shet’	id=g:338261
Ējertī Shet’	id=g:338262
Ējertī Shet’	id=g:338263
Ējertī	id=g:338264
Ējērso T’īkī	id=g:338265
Ējersa Shet’	id=g:338266
Ējersa Shet’	id=g:338267
Ējersa Shet’	id=g:338268
Ējersa Medhanē ‘Alem Bēte Kristīyan	id=g:338269
Ējersa Lēlē	id=g:338270
Ējersa Lefo Gīyorgīs Bēte Kristīyan	id=g:338271
Ējersa Lefo	id=g:338272
Ējersa Korebta	id=g:338273
Ējensa Kawo Maryam Bēte Kristīyan	id=g:338274
Ējersa Kawo	id=g:338275
Ējersa Jebolē	id=g:338276
Ējersa Jara	id=g:338277
Ējersa Goro Kīdane Mihret Bēte Kristīyan	id=g:338278
Ējersa Goro	id=g:338279
Ējersa Dēra	id=g:338280
Ējersa Āwara	id=g:338281
Ējersa	id=g:338282
Ējersa	id=g:338283
Ējersa	id=g:338284
Ējersa	id=g:338285
Ējersa	id=g:338286
Ējersa	id=g:338287
Ējersa	id=g:338288
Ējersa	id=g:338289
Ējersa	id=g:338290
Ējersa	id=g:338291
Ējērē K’īrk’os Bēte Kristīyan	id=g:338292
Ējērē Bonja	id=g:338293
Ējērē	id=g:338294
Ējērē	id=g:338295
Ejer	id=g:338296
Einjani	id=g:338299
Eil Garas	id=g:338300
Eiebamba	id=g:338301
Eiarre	id=g:338302
Egzau	id=g:338303
Ēgu Korebta	id=g:338304
Ēgu Bota	id=g:338305
Laga Egu	id=g:338306
Ēgu	id=g:338307
Egu	id=g:338308
Ēgreru Shet’	id=g:338309
Egreri	id=g:338310
Egrasua	id=g:338311
Ēgo Bota	id=g:338313
Egle	id=g:338314
Eegi	id=g:338315
Eghir Eriva	id=g:338316
