Goldmine Hollow	id=g:4537702
Midland Church	id=g:4542739
Township of Midland	id=g:4542740
Midlin Cemetery	id=g:4542741
Midlothian	id=g:4542742
Midway	id=g:4542743
Midway	id=g:4542744
Midway	id=g:4542745
Midway	id=g:4542746
Midway	id=g:4542747
Midway	id=g:4542748
Midway Church	id=g:4542749
Midway Church	id=g:4542750
Midway Church	id=g:4542751
Midway Church	id=g:4542752
Midway Church	id=g:4542753
Midway Church	id=g:4542754
Midway Church	id=g:4542755
Midway Church	id=g:4542756
Midway Church	id=g:4542757
Midway Church	id=g:4542758
Midway Community Center	id=g:4542759
Midway Village	id=g:4542760
Midwest Agape Chapel	id=g:4542761
Midwest Agape Chapel	id=g:4542762
Midwest Boulevard Christian Church	id=g:4542763
Midwest Christian College	id=g:4542764
Midwest City	id=g:4542765
Midwest City Church of God	id=g:4542766
Midwest City First Nazarene Church	id=g:4542767
Midwest City Regional Hospital Heliport	id=g:4542768
Midwest City Senior High School	id=g:4542769
Midwest College	id=g:4542770
Midwest Oil and Gas Field	id=g:4542771
Mighty Mite Park	id=g:4542772
Mignon Laird Municipal Airport	id=g:4542773
Mike Russell Dam	id=g:4542774
Mike Russell Reservoir	id=g:4542775
Milan Valley Cemetery	id=g:4542776
Milburn	id=g:4542777
Mile 16	id=g:4542778
Milfay	id=g:4542779
Milford Clement Dam	id=g:4542780
Milford Clement Reservoir	id=g:4542781
Military Cemetery	id=g:4542782
Military Church	id=g:4542783
Military Park	id=g:4542784
Mill Creek	id=g:4542785
Township of Middleberg	id=g:4542786
Mill Creek	id=g:4542787
Mill Creek	id=g:4542788
Mill Creek	id=g:4542789
Mill Creek	id=g:4542790
Mill Creek	id=g:4542791
Mill Creek	id=g:4542792
Mill Creek	id=g:4542793
Mill Creek	id=g:4542794
Mill Creek	id=g:4542795
Mill Creek	id=g:4542796
Mill Creek	id=g:4542797
Mill Creek	id=g:4542798
Mill Creek	id=g:4542799
Mill Creek	id=g:4542800
Mill Creek Cemetery	id=g:4542801
Mill Creek High School	id=g:4542802
Mill Creek Watershed 1 Dam	id=g:4542803
Mill Creek Watershed 1 Reservoir	id=g:4542804
Mill Creek Watershed 10 Dam	id=g:4542805
Mill Creek Watershed 10 Reservoir	id=g:4542806
Mill Creek Watershed 13 Dam	id=g:4542807
Mill Creek Watershed 13 Reservoir	id=g:4542808
Mill Creek Watershed 14 Dam	id=g:4542809
Mill Creek Watershed 14 Reservoir	id=g:4542810
Mill Creek Watershed 16 Dam	id=g:4542811
Mill Creek Watershed 16 Reservoir	id=g:4542812
Mill Creek Watershed 2 Dam	id=g:4542813
Mill Creek Watershed 2 Reservoir	id=g:4542814
Mill Creek Watershed 3 Dam	id=g:4542815
Mill Creek Watershed 3 Reservoir	id=g:4542816
Mill Creek Watershed 4 Dam	id=g:4542817
Mill Creek Watershed 4 Reservoir	id=g:4542818
Mill Creek Watershed 5 Dam	id=g:4542819
Mill Creek Watershed 5 Reservoir	id=g:4542820
Mill Creek Watershed 6 Dam	id=g:4542821
Mill Creek Watershed 6 Reservoir	id=g:4542822
Mill Creek Watershed 7 Dam	id=g:4542823
Mill Creek Watershed 7 Reservoir	id=g:4542824
Mill Creek Watershed 8 Dam	id=g:4542825
Mill Creek Watershed 8 Reservoir	id=g:4542826
Mill Creek Watershed 9 Dam	id=g:4542827
Mill Creek Watershed 9 Reservoir	id=g:4542828
Mill Creek Watershed Site 11 Dam	id=g:4542829
Mill Creek Watershed Site 11 Reservoir	id=g:4542830
Mill Creek Watershed Site 12 Dam	id=g:4542831
Mill Creek Watershed Site 12 Reservoir	id=g:4542832
Mill Creek Watershed Site 15 Dam	id=g:4542833
Mill Creek Watershed Site 15 Reservoir	id=g:4542834
Mill Creek Watershed Site 17 Dam	id=g:4542835
Mill Creek Watershed Site 17 Reservoir	id=g:4542836
Mill Creek Watershed Site 18 Dam	id=g:4542837
Mill Creek Watershed Site 18 Reservoir	id=g:4542838
Mill Creek Wildlife Managment Area	id=g:4542839
Miller Brothers Airport	id=g:4542840
Miller Cemetery	id=g:4542841
Miller Cemetery	id=g:4542842
Miller Cemetery	id=g:4542843
Miller Cemetery	id=g:4542844
Miller Cemetery	id=g:4542845
Miller Cemetery	id=g:4542846
Miller Creek	id=g:4542847
Mill Creek Church	id=g:4542848
Miller Creek	id=g:4542849
Miller Dam	id=g:4542850
Miller Lake	id=g:4542851
Miller Lake Dam	id=g:4542852
Miller Lake1 Dam	id=g:4542853
Miller Landing Strip	id=g:4542854
Miller Reservoir	id=g:4542855
Miller Ridge	id=g:4542856
Miller School	id=g:4542857
Township of Miller	id=g:4542858
Township of Miller	id=g:4542859
Millerton	id=g:4542860
Milligan Bend	id=g:4542861
Mills	id=g:4542862
Mills	id=g:4542863
Mills Cemetery	id=g:4542864
Mills Creek	id=g:4542865
Miller Lake	id=g:4542866
Millwood Baptist Church	id=g:4542867
Millwood School	id=g:4542868
Milly Cemetery	id=g:4542869
Milo	id=g:4542870
Milo Cemetery	id=g:4542871
Milstead Park	id=g:4542872
Milton	id=g:4542873
Township of Milton	id=g:4542874
Mimosa Heights Church	id=g:4542875
Minco	id=g:4542876
Minco Elementary School	id=g:4542877
Minco Junior-Senior High School	id=g:4542878
Mine Creek	id=g:4542879
Mills Flying M Ranch Airport	id=g:4542880
Mine Number 21	id=g:4542881
Minegan Cemetery	id=g:4542882
Mineral Bayou	id=g:4542883
Mine Mile Creek Site 14 Reservoir	id=g:4542884
Mingo	id=g:4542885
Mingo Creek	id=g:4542886
Mingo Marketplace Shopping Center	id=g:4542887
Mining Camp Hollow	id=g:4542888
Mineral Springs Church	id=g:4542889
Minneha Church	id=g:4542890
Minnehaha Creek	id=g:4542891
Ministerial Alliance Church	id=g:4542892
Minning Camp Hollow	id=g:4542893
Minnetonka Camp	id=g:4542894
Minnow Creek	id=g:4542895
Mintubbe Lake	id=g:4542896
Miracle Temple Church of God	id=g:4542897
Mishak Baptist Church	id=g:4542898
Mishak Cemetery	id=g:4542899
Mission Bend Public Use Area	id=g:4542900
Mission Branch	id=g:4542901
Miracle Revival Center	id=g:4542902
Mission Church	id=g:4542903
Mission Church	id=g:4542904
Mission Church	id=g:4542905
Mission Creek	id=g:4542906
Mission Christian Church	id=g:4542907
Mission Creek	id=g:4542908
Mission Field	id=g:4542909
Mission Home Church	id=g:4542910
Mission Lane Shopping Center	id=g:4542911
Mission Mid Del	id=g:4542912
Mission Mountain	id=g:4542913
Mission Ridge	id=g:4542914
Mission Village Church	id=g:4542915
Missionary Cemetery	id=g:4542916
Missionary Church	id=g:4542917
Missouri Cemetery	id=g:4542918
Township of Missouri	id=g:4542919
Mitchell Cemetery	id=g:4542920
Mission Hill Hospital	id=g:4542922
Mitchell Creek	id=g:4542923
Mitchell Lake	id=g:4542924
Mitchell Lake Dam	id=g:4542925
Mitchell Lake Dam	id=g:4542926
Mitchell Ridge	id=g:4542927
Mitchell School	id=g:4542928
Moccasin Bend	id=g:4542929
Moccasin Creek	id=g:4542930
Mitchell Lake	id=g:4542931
Mockingbird Lake	id=g:4542932
Modisette Creek	id=g:4542933
Mocine Park	id=g:4542934
Modoc Valley	id=g:4542935
Modoc Church	id=g:4542936
Moffett Bottom	id=g:4542937
Moffett Public Use Area	id=g:4542938
Mohawk	id=g:4542939
Mohawk Lake	id=g:4542940
Mohawk Park	id=g:4542941
Moko Mountain	id=g:4542942
Molly Field Church	id=g:4542943
Molly Field Hollow	id=g:4542944
Moffett	id=g:4542945
Moncrief Cemetery	id=g:4542946
Moneka Park	id=g:4542947
Money Bean Hollow	id=g:4542948
Monarch Field	id=g:4542949
Monkey Creek	id=g:4542950
Monkey Island	id=g:4542951
Monkey Island Airport	id=g:4542952
Monkeywrench Creek	id=g:4542953
Monitor Hill	id=g:4542954
Monroe Elementary School	id=g:4542955
Monroe Junior High School	id=g:4542956
Monroe Mountain	id=g:4542957
Monroe School	id=g:4542958
Monroe School	id=g:4542959
Monroe Elementary School	id=g:4542960
Township of Monroe	id=g:4542961
Monroney Aeronautical Center	id=g:4542962
Monroney Junior High School	id=g:4542963
Monte Casino School	id=g:4542964
Montezuma Camp	id=g:4542965
Montezuma Cemetery	id=g:4542966
Montezuma Creek	id=g:4542967
Monroe	id=g:4542968
Monument Creek	id=g:4542969
Monument Creek	id=g:4542970
Monument Hill	id=g:4542971
Township of Moodys	id=g:4542972
Moon	id=g:4542973
Moon Junior High School	id=g:4542974
Moore	id=g:4542975
Moore Airpark	id=g:4542976
Moore Baptist Temple	id=g:4542977
Moore Cemetery	id=g:4542978
Moore Cemetery	id=g:4542979
Moore Cemetery	id=g:4542980
Moore Church of God	id=g:4542981
Moore Church of the Nazarene	id=g:4542982
Moore Creek	id=g:4542983
Moore Creek	id=g:4542984
Moodys	id=g:4542985
Moore Creek	id=g:4542986
Moore Pond	id=g:4542987
Moore Senior High School	id=g:4542988
Moore Seventh Day Adventist Church	id=g:4542989
Township of Moore	id=g:4542990
Moore West School	id=g:4542991
Township of Moore	id=g:4542992
Moore-Norman Vocational-Technological School	id=g:4542993
Mooreland	id=g:4542994
Mooreland Cemetery	id=g:4542995
Mooreland Elementary School	id=g:4542996
Mooreland Municipal Airport	id=g:4542997
Township of Mooreland	id=g:4542998
Moorewood	id=g:4542999
Moose Canyon	id=g:4543000
Moore Pond Dam	id=g:4543001
Mooser Creek	id=g:4543002
Moppin Cemetery	id=g:4543003
Moravia	id=g:4543004
Moravia Oil and Gas Field	id=g:4543005
Moreledge Gulch	id=g:4543006
Moran Cemetery	id=g:4543007
Morgan Cemetery	id=g:4543008
Morgan Cemetery	id=g:4543009
Morgan Creek	id=g:4543010
Morgan Mountain	id=g:4543011
Morgan Park	id=g:4543012
Morgan Road Freewill Baptist Church	id=g:4543013
Township of Morgan	id=g:4543014
Township of Morgan	id=g:4543015
Township of Morgan	id=g:4543016
Morgans Corner	id=g:4543017
Mormon Creek	id=g:4543018
Moreville	id=g:4543019
Morning Star Baptist Church	id=g:4543020
Morning Star Baptist Church	id=g:4543021
Morning Star Cemetery	id=g:4543022
Morning Star Church	id=g:4543023
Morning Star Church	id=g:4543024
Morningside Park	id=g:4543025
Morrel Cemetery	id=g:4543026
Morris	id=g:4543027
Morris Airport	id=g:4543028
Morris Cemetery	id=g:4543029
Morris Cemetery	id=g:4543030
Morris Church	id=g:4543031
Morris Creek	id=g:4543032
Morris Dam	id=g:4543033
Morris Elementary School	id=g:4543034
Morris Heights Cemetery	id=g:4543035
Morris Lake	id=g:4543036
Morris Memorial Baptist Church	id=g:4543037
Morris Middle School	id=g:4543038
Township of Morris	id=g:4543039
Morrison	id=g:4543040
Morrison Cemetery	id=g:4543041
Morrison Cemetery	id=g:4543042
Morrison Cemetery	id=g:4543043
Morrison Mountain	id=g:4543044
Morse	id=g:4543045
Morse Cemetery	id=g:4543046
Morse Oil Field	id=g:4543047
Township of Morse	id=g:4543048
Morton Cemetery	id=g:4543049
Morvin	id=g:4543050
Morvin Oil Field	id=g:4543051
Moscow Church	id=g:4543052
Moscow Flats	id=g:4543053
Mose Ridge Cemetery	id=g:4543054
Moseley Prairie	id=g:4543055
Moseley School	id=g:4543056
Mosewiley Cemetery	id=g:4543057
Moshetomoie Creek	id=g:4543058
Morning Star Baptist Church	id=g:4543059
Mosquito Creek	id=g:4543060
Mosley Lake	id=g:4543061
Mosquito Creek	id=g:4543062
Moss School	id=g:4543063
Mossburg Reservoir	id=g:4543064
Mossy Creek	id=g:4543065
Mossburg Dam	id=g:4543066
Moten Mountain	id=g:4543067
Moton Hospital	id=g:4543068
Mott Creek	id=g:4543069
Mossy Lake	id=g:4543070
Mound Olive Cemetery	id=g:4543071
Mound Ridge School	id=g:4543072
Mound Valley Cemetery	id=g:4543073
Mound Valley Cemetery	id=g:4543074
Mound Valley Church	id=g:4543075
Mound Valley School	id=g:4543076
Mound Valley School	id=g:4543077
Mound Valley School	id=g:4543078
Township of Mound Valley	id=g:4543079
The Mound	id=g:4543080
Township of Mound	id=g:4543081
Mounds	id=g:4543082
Mounds High School	id=g:4543083
Mounds Junior High School	id=g:4543084
Township of Mounds	id=g:4543085
Mount Bethel Church	id=g:4543086
Mount Calvary Apostolic Church	id=g:4543087
Mount Calvary Baptist Church	id=g:4543088
Mount Calvary Lutheran Church	id=g:4543089
Mount Calvery Baptist Church	id=g:4543090
Mount Carmel Baptist Church	id=g:4543091
Mount Carmel Baptist Church	id=g:4543092
Mount Carmel Cemetery	id=g:4543093
Mount Carmel Cemetery	id=g:4543094
Mount Carmel Cemetery	id=g:4543095
Mount Carmel Church	id=g:4543096
Mount Carmel Church	id=g:4543097
Mount Gillian Church	id=g:4543098
Mount Harman Cemetery	id=g:4543099
Mount Herman	id=g:4543100
Mount Herman Church	id=g:4543101
Mount Hope	id=g:4543102
Mount Hope Cemetery	id=g:4543103
Mount Hope Cemetery	id=g:4543104
Mount Hope Cemetery	id=g:4543105
Mount Hope Cemetery	id=g:4543106
Mount Hope Cemetery	id=g:4543107
Mount Hope Cemetery	id=g:4543108
Mount Hope Cemetery	id=g:4543109
Mount Hope Church (historical)	id=g:4543110
Mount Horeb Baptist Church	id=g:4543111
Mount Horeb Missionary Baptist Church	id=g:4543112
Mount Lebanon Baptist Church	id=g:4543113
Mount Marys Academy	id=g:4543114
Mount Moriah Baptist Church	id=g:4543115
Mount Moriah Cemetery	id=g:4543116
Mount Moriah Cemetery	id=g:4543117
Mount Moriah Church	id=g:4543118
Mount Nebo Church	id=g:4543119
Mount Olive Baptist Church	id=g:4543120
Mount Olive Baptist Church	id=g:4543121
Mount Olive Baptist Church	id=g:4543122
Mount Olive Baptist Church	id=g:4543123
Mount Olive Cemetery	id=g:4543124
Mount Olive Cemetery	id=g:4543125
Mount Olive Cemetery	id=g:4543126
Mount Olivet Cemetery	id=g:4543127
Mount Olive Cemetery	id=g:4543128
Mount Olive Church	id=g:4543129
Mount Olive Church	id=g:4543130
Mount Olive Church	id=g:4543131
Mount Olive Church	id=g:4543132
Mount Olive Church	id=g:4543133
Mount Olive Church	id=g:4543134
Mount Olive Church	id=g:4543135
Mount Olive Lutheran Church	id=g:4543136
Mount Olive Lutheran Church	id=g:4543137
Mount Olivet Cemetery	id=g:4543138
Mount Olivet Cemetery	id=g:4543139
Mount Pilgrim Church	id=g:4543140
Mount Pisgah Cemetery	id=g:4543141
Mount Pleasant Baptist Church	id=g:4543142
Mount Pleasant Cemetery	id=g:4543143
Mount Pleasant Cemetery	id=g:4543144
Mount Pleasant Cemetery	id=g:4543145
Mount Pleasant Cemetery	id=g:4543146
Mount Pleasant Cemetery	id=g:4543147
Mount Pleasant Cemetery	id=g:4543148
Mount Pleasant Church	id=g:4543149
Mount Pleasant Church	id=g:4543150
Mount Pleasant Church	id=g:4543151
Mount Pleasant Church	id=g:4543152
Mount Pleasant Church	id=g:4543153
Mount Pleasant Church	id=g:4543154
Mount Pleasant Church	id=g:4543155
Mount Pleasant Institutional Baptist Church	id=g:4543156
Mount Rose Baptist Church	id=g:4543157
Mount Rose Baptist Church	id=g:4543158
Mount Scott Cemetery	id=g:4543159
Mount Scott Comache Mission	id=g:4543160
Mount Scott Kiowa Mission	id=g:4543161
Mount Scott Picnic Area	id=g:4543162
Mount Scott Tribal Cemetery	id=g:4543163
Mount Sinai Church	id=g:4543164
Mount Tepee Church	id=g:4543165
Mount Triumph Baptist Church	id=g:4543166
Mount Triumph Baptist Church	id=g:4543167
Mount Vernon Cemetery	id=g:4543168
Mount Vernon Cemetery	id=g:4543169
Mount Vernon Cemetery	id=g:4543170
Mount Vernon Church	id=g:4543171
Mount Vernon United Methodist Church	id=g:4543172
Mount View	id=g:4543173
Mount Washington Cemetery	id=g:4543174
Mount Washington School	id=g:4543175
Mount Zion	id=g:4543176
Mount Zion Apostolic Temple	id=g:4543177
Mount Zion Baptist Church	id=g:4543178
Mount Zion Baptist Church	id=g:4543179
Mount Zion Baptist Church	id=g:4543180
Mount Zion Baptist Church	id=g:4543181
Mount Zion Cemetery	id=g:4543182
Mount Zion Cemetery	id=g:4543183
Mount Zion Cemetery	id=g:4543184
Mount Zion Cemetery	id=g:4543185
Mount Zion Cemetery	id=g:4543186
Mount Zion Cemetery	id=g:4543187
Mount Zion Cemetery	id=g:4543188
Mount Zion Cemetery	id=g:4543189
Mount Zion Cemetery	id=g:4543190
Mount Zion Church	id=g:4543191
Mount Zion Church	id=g:4543192
Mount Zion Church	id=g:4543193
Mount Zion Church	id=g:4543194
Mount Zion Church	id=g:4543195
Mount Zion Church	id=g:4543196
Mount Zion Church	id=g:4543197
Mount Zion Church	id=g:4543198
Mount Zion Church	id=g:4543199
Mount Zion Church	id=g:4543200
Mount Zion Church	id=g:4543201
Mount Zion Church	id=g:4543202
Mount Zion Church	id=g:4543203
Mount Zion Church	id=g:4543204
Mount Zion Church	id=g:4543205
Mount Zion School	id=g:4543206
Mountain Creek	id=g:4543207
Mound Grove	id=g:4543208
Mountain Creek	id=g:4543209
Mountain Creek	id=g:4543210
Mountain Dam	id=g:4543211
Mountain Fork	id=g:4543212
Mountain Fork	id=g:4543213
Mountain Fork Church	id=g:4543214
Mountain Grove Church	id=g:4543215
Mountain Home Cemetery	id=g:4543216
Mountain Home Cemetery	id=g:4543217
Mountain Home Cemetery	id=g:4543218
Mountain Lake	id=g:4543219
Mountain Park	id=g:4543220
Mountain Park Cemetery	id=g:4543221
Mountain Park Dam	id=g:4543222
Mountain Park Dam	id=g:4543223
Mountain Park Wildlife Area	id=g:4543224
Township of Mountain Park	id=g:4543225
Mountain Scott Tribal Cemetery	id=g:4543226
Mountain Station Cemetery	id=g:4543227
Mountain View	id=g:4543228
Mountain View Cemetery	id=g:4543229
Mountain View Church	id=g:4543230
Mountain View Church	id=g:4543231
Mountain View Church	id=g:4543232
Mountain View Church	id=g:4543233
Mountain View Church	id=g:4543234
Mountain View Church	id=g:4543235
Mountain View Mall	id=g:4543236
Township of Mountain View	id=g:4543237
Mountain View-Gotebo High School	id=g:4543238
Mouse Hollow	id=g:4543239
Mountain Grove Cemetery	id=g:4543240
Moyers Cemetery	id=g:4543241
Mud Creek	id=g:4543242
Mud Creek	id=g:4543243
Mud Creek	id=g:4543244
Moyers	id=g:4543245
Mud Creek	id=g:4543246
Mud Creek	id=g:4543247
Mud Creek	id=g:4543248
Mud Creek	id=g:4543249
Mud Creek	id=g:4543250
Mud Creek	id=g:4543251
Mud Creek	id=g:4543252
Mud Creek	id=g:4543253
Mud Creek	id=g:4543254
Mud Creek	id=g:4543255
Mud Creek	id=g:4543256
Mud Creek	id=g:4543257
Mud Creek	id=g:4543258
Mud Creek	id=g:4543259
Mud Creek	id=g:4543260
Mud Creek	id=g:4543261
Mud Creek	id=g:4543262
Mud Flat Creek	id=g:4543263
Mud Lick Creek	id=g:4543264
Mud Slough	id=g:4543265
Mud Slough	id=g:4543266
Mud Spring Hollow	id=g:4543267
Mudd Park Number 2	id=g:4543268
Muddy Boggy Creek	id=g:4543269
Muddy Creek	id=g:4543270
Muel Lake	id=g:4543271
Muel Lake Dam	id=g:4543272
Mulberry Canyon	id=g:4543273
Mudeater Bend	id=g:4543274
Mulberry Creek	id=g:4543275
Mulberry Cemetery	id=g:4543276
Mulberry Hollow	id=g:4543277
Mulberry Hill Airport	id=g:4543278
Mulberry Tree Church	id=g:4543279
Muldrow	id=g:4543280
Muldrow Airfield Heliport	id=g:4543281
Muldrow Cemetery	id=g:4543282
Muldrow Dam	id=g:4543283
Muldrow Elementary School	id=g:4543284
Muldrow High School	id=g:4543285
Muldrow Lake	id=g:4543286
Muldrow Middle School	id=g:4543287
Township of Muldrow	id=g:4543288
Mule Barn	id=g:4543289
Mule Creek	id=g:4543290
Mulberry School	id=g:4543291
Mule Creek	id=g:4543292
Mule Creek	id=g:4543293
Mulehead Bottom	id=g:4543294
Township of Mulhall	id=g:4543295
Mulhall-Orlando High School	id=g:4543296
Mullins Baptist Church	id=g:4543297
Mullins School	id=g:4543298
Mulvey Pond	id=g:4543299
Mulvey Pond Dam	id=g:4543300
Township of Muncrief	id=g:4543301
Munger Park	id=g:4543302
Munice Cemetery	id=g:4543303
Municipal Airport	id=g:4543304
Municipal Airport	id=g:4543305
Municipal Hospital	id=g:4543306
Municipal Lake	id=g:4543307
Township of Murdock	id=g:4543308
Murell Hollow	id=g:4543309
Mulhall	id=g:4543310
Murphy Oil Field	id=g:4543311
Murphy Park	id=g:4543312
Township of Murphy	id=g:4543313
Murray County	id=g:4543314
Murray Creek	id=g:4543315
Murphy	id=g:4543316
Murray Hill Church	id=g:4543317
Murray Lake	id=g:4543318
Murray Plaza	id=g:4543319
Murray Plaza Shopping Center	id=g:4543320
Murray State College	id=g:4543321
Township of Murray	id=g:4543322
Murrell Home Park	id=g:4543323
Murry Creek	id=g:4543324
Murray Dam and Lake	id=g:4543325
Murry Spur Church	id=g:4543326
Muse	id=g:4543327
Muse Memorial Pentecostal Church	id=g:4543328
Township of Muse	id=g:4543329
Musgrove Lake	id=g:4543330
Musgrove Lake Dam	id=g:4543331
Musgrove Lake Number 1	id=g:4543332
Musgrove Lake Number 1 Dam	id=g:4543333
Musgrove Lake Number 2	id=g:4543334
Musgrove Lake Number 2 Dam	id=g:4543335
Musket Mountain	id=g:4543336
Musketry Flats	id=g:4543337
Muskogee	id=g:4543338
Muskogee Baptist Temple	id=g:4543339
Muskogee Church	id=g:4543340
Muskogee Country Club	id=g:4543341
Muskogee County	id=g:4543342
Muskogee High School	id=g:4543343
Muskogee Price Mart	id=g:4543344
Muskogee Regional Medical Center Heliport	id=g:4543345
Muskogee Shopping Center	id=g:4543346
Muskrat Hollow	id=g:4543347
Murry Spur	id=g:4543348
Muslim Community Center	id=g:4543349
Mussel Shoals Dam	id=g:4543350
Mussel Shoals Lake	id=g:4543351
Mustang	id=g:4543352
Mustang Creek	id=g:4543353
Muskrat Mountain	id=g:4543354
Mustang Creek	id=g:4543355
Mustang High School	id=g:4543356
Mustang Middle School	id=g:4543357
Mustang North Middle School	id=g:4543358
Mustang Number 1 Dam	id=g:4543359
Mustang Trade Center	id=g:4543360
Mustang Valley School	id=g:4543361
Mutteloke Cemetery	id=g:4543362
Mutual	id=g:4543363
Myers	id=g:4543364
Myers Airport	id=g:4543365
Myers Cemetery	id=g:4543366
Myers Cemetery	id=g:4543367
Myers Creek	id=g:4543368
Myers Park	id=g:4543369
Myers School	id=g:4543370
Myriad Convention Center	id=g:4543371
Myriad Gardens	id=g:4543372
Myrick Airport	id=g:4543373
Township of Myrick	id=g:4543374
Myron Straub Dam	id=g:4543375
Myron Straub Reservoir	id=g:4543376
Myrtle Day Church	id=g:4543377
NEC-Spartan School of Aeronautics	id=g:4543378
NW Oklahoma City Sludge Lagoon	id=g:4543379
NW Oklahoma City Sludge Lagoon Number 1 Dam	id=g:4543380
Nace Cemetery	id=g:4543381
Nagowee Church	id=g:4543382
Nail Cemetery	id=g:4543383
Nail Creek	id=g:4543384
Mustang Lake Number 1	id=g:4543385
Nail Creek	id=g:4543386
Nance Park	id=g:4543387
Nancy Branch	id=g:4543388
Nance School	id=g:4543389
Naniah Chito Church	id=g:4543390
Nanih Waiya Lake	id=g:4543391
Nanih Waiya Lake Dam	id=g:4543392
Nanos	id=g:4543393
Napier High School	id=g:4543394
Napier School	id=g:4543395
Naples Cemetery	id=g:4543396
Township of Naples	id=g:4543397
Narcissa	id=g:4543398
Township of Narcissa	id=g:4543399
Nardin	id=g:4543400
The Narrows	id=g:4543401
Nani-chito	id=g:4543402
Nash	id=g:4543403
Township of Nash	id=g:4543404
Nash-Wood Cemetery	id=g:4543405
Nashoba Y	id=g:4543406
National Stockyards	id=g:4543407
Natura Mission	id=g:4543408
Township of Natura	id=g:4543409
Natural Arch	id=g:4543410
Natural Scenic Recreation Area	id=g:4543411
Navajo Cemetery	id=g:4543412
Navajo Mountains	id=g:4543413
Navajo School	id=g:4543414
Township of Navajo	id=g:4543415
Navina	id=g:4543416
Naylor Cemetery	id=g:4543417
Nazarene Camp	id=g:4543418
Nazarene Camp	id=g:4543419
Nazarene Chapel	id=g:4543420
Nazarene Church	id=g:4543421
Nazarene Church	id=g:4543422
Nazarene Church	id=g:4543423
Nazarene Church	id=g:4543424
Nazarene Church	id=g:4543425
Nazarene Church	id=g:4543426
Nazarene Church	id=g:4543427
Nazarene Churches of Southside	id=g:4543428
Nazarene Parsonage Church	id=g:4543429
Nazarene Student Center	id=g:4543430
Nazarene Trinity Church	id=g:4543431
Nazarine Indian Mission (historical)	id=g:4543432
Ne Citra Oil and Gas Field	id=g:4543433
Ne-Mar Shopping Center	id=g:4543434
Neal	id=g:4543435
Neal Cemetery	id=g:4543436
Nealys Temple Church of God	id=g:4543437
Nebo	id=g:4543438
Nebo School	id=g:4543439
Mount Nebo	id=g:4543440
Needmore	id=g:4543441
Neely Mountain	id=g:4543442
Neff	id=g:4543443
Negro Bend	id=g:4543444
Negro Branch	id=g:4543445
The Narrows	id=g:4543446
Negro Creek	id=g:4543447
Negro Creek	id=g:4543448
Negro Creek	id=g:4543449
Negro Creek	id=g:4543450
Negro Creek	id=g:4543451
Negro Creek	id=g:4543452
Negro Creek	id=g:4543453
Negro Creek	id=g:4543454
Negro Creek	id=g:4543455
Negro Hill	id=g:4543456
Negro Hollow	id=g:4543457
Negro Hills	id=g:4543458
Negro Jake Hollow	id=g:4543459
Negro Mountain	id=g:4543460
Negro Sandy Creek	id=g:4543461
Nehawaski Spring	id=g:4543462
Neill	id=g:4543463
Nelagoney	id=g:4543464
Nelagoney Creek	id=g:4543465
Neighborhood Missionary Baptist Church	id=g:4543466
Nellie	id=g:4543467
Nellie Bly Creek	id=g:4543468
Nelda Cemetery	id=g:4543469
Nellie Creek	id=g:4543470
Nelson	id=g:4543471
Nelson Branch	id=g:4543472
Nelson Burns Dam	id=g:4543473
Nelson Chapel Cumberland Church	id=g:4543474
Nelson Park Shopping Center	id=g:4543475
Neodesha	id=g:4543476
Neosho River	id=g:4543477
Neversweat Airport	id=g:4543478
Neversweat Creek	id=g:4543479
Nelson Burns Reservoir	id=g:4543480
New Beggs Lake	id=g:4543481
New Beggs Lake	id=g:4543482
New Beggs Lake Dam	id=g:4543483
New Beginning Fellowship Church	id=g:4543484
New Beginnings Fellowship Church	id=g:4543485
New Bethany Church	id=g:4543486
New Bethel Assembly of God	id=g:4543487
New Bethel Baptist Church	id=g:4543488
New Bethel Baptist Church	id=g:4543489
New Bethel Cemetery	id=g:4543490
New Bethel Church	id=g:4543491
New Bethel Church of God in Christ	id=g:4543492
New Bethel School	id=g:4543493
New Bethlehem Temple Church	id=g:4543494
New Birth Tabernacle Church	id=g:4543495
New Covenant Christian Church	id=g:4543496
New Covenant Fellowship	id=g:4543497
New Covenant MB Church	id=g:4543498
New Covenant United Methodist Church	id=g:4543499
New Creation Church	id=g:4543500
New Direction Church of God	id=g:4543501
New England Oil Field	id=g:4543502
New Faith Baptist Church	id=g:4543503
New Friendship Cemetery	id=g:4543504
New Green Church	id=g:4543505
New Harmony Church	id=g:4543506
New Harvest Church	id=g:4543507
New Harvest Church of God	id=g:4543508
New Heights Baptist Church	id=g:4543509
New Heights Christian Center	id=g:4543510
New Herman Cemetery	id=g:4543511
New Hermon Cemetery	id=g:4543512
New Hogan Church	id=g:4543513
New Home Cemetery	id=g:4543514
New Home Cemetery	id=g:4543515
New Home Church	id=g:4543516
New Home Church	id=g:4543517
New Home Free Will Baptist Church	id=g:4543518
New Hope Assembly of God Church	id=g:4543519
New Hope Assembly of God Church	id=g:4543520
New Hope Baptist Church	id=g:4543521
New Hope Baptist Church	id=g:4543522
New Hope Cemetery	id=g:4543523
New Hope Cemetery	id=g:4543524
New Hope Cemetery	id=g:4543525
New Hope Cemetery	id=g:4543526
New Hope Cemetery	id=g:4543527
