Hichozal	id=g:3609025
Quebrada Buenas Noches	id=g:3614655
Cerro Buenas Noches	id=g:3614656
Buenas Noches	id=g:3614657
Buenas Casas	id=g:3614658
Buena Esperanza	id=g:3614659
Buena Esperanza	id=g:3614660
Bucara	id=g:3614661
Barra de Brus Laguna	id=g:3614662
Brus Laguna	id=g:3614663
Brus Laguna	id=g:3614664
Laguna de Brus	id=g:3614665
Cerro Bruno	id=g:3614666
Bruner	id=g:3614667
Bruner	id=g:3614668
Cerro Brujo	id=g:3614669
Cerro Brujo	id=g:3614670
Cerro Brujo	id=g:3614671
Cerro Brujo	id=g:3614672
Cerro Brujo	id=g:3614673
Quebrada Brown	id=g:3614674
Brisas de Oro	id=g:3614675
Brisas del Norte	id=g:3614676
Brisas de la Libertad	id=g:3614677
Montes de Briones	id=g:3614678
Brinche Grande	id=g:3614679
Brick Point	id=g:3614680
Brick Bay	id=g:3614681
Brea	id=g:3614682
Laguna Brava	id=g:3614683
Quebrada Braubila	id=g:3614684
Cerro Brasta	id=g:3614685
Bramadero	id=g:3614686
Brabila	id=g:3614687
Montaña Botoncillo	id=g:3614688
Cerro Botoncillo	id=g:3614689
Botonal	id=g:3614690
Cerro de la Botija	id=g:3614691
Botija	id=g:3614692
Montaña Botadero	id=g:3614693
Cerro Bosque	id=g:3614694
Cerro Borbollón	id=g:3614695
Barbollon	id=g:3614696
Boquita	id=g:3614697
Boquerones	id=g:3614698
Quebrada Boquerón	id=g:3614699
Cerro Boquerón	id=g:3614700
Boquerón	id=g:3614701
Boquerón	id=g:3614702
Booby Point	id=g:3614703
Booby Cay	id=g:3614704
Bonito Oriental	id=g:3614705
Río Bonito	id=g:3614706
Río Bonito	id=g:3614707
Río Bonito	id=g:3614708
Pico Bonito	id=g:3614709
Cerro Bonito	id=g:3614710
Cerro Bonito	id=g:3614711
Cerro Bonito	id=g:3614712
Cerro Bonito	id=g:3614713
Cerro Bonito	id=g:3614714
Cerro Bonito	id=g:3614715
Bonitillo	id=g:3614716
Monte Bonilla	id=g:3614717
Bonilla	id=g:3614718
Cerro Bonetón	id=g:3614719
Cerro Bonete del Portillo	id=g:3614720
Cerro Bonete	id=g:3614721
Crique Bonaco	id=g:3614722
Bomba	id=g:3614723
Quebrada Bolsita	id=g:3614724
Bogue	id=g:3614725
Bodden Bight	id=g:3614726
Bocuire	id=g:3614727
Boca Vieja	id=g:3614728
Bocatome	id=g:3614729
Boca Mame	id=g:3614730
Boca del Toro	id=g:3614731
Boca del Monte	id=g:3614732
Boca del Monte	id=g:3614733
Boca del Monte	id=g:3614734
Boca del Monte	id=g:3614735
Boca de Hule	id=g:3614736
Boca de Cuyamel	id=g:3614737
Boca Cerrada	id=g:3614738
Bobel Cay	id=g:3614739
Blue Rock	id=g:3614740
Blowing Rock	id=g:3614741
Crique Bliblilaya	id=g:3614742
Cerro Blanquillo	id=g:3614743
Cerro Blancos	id=g:3614744
Río Blanco	id=g:3614745
Río Blanco	id=g:3614746
Río Blanco	id=g:3614747
Río Blanco	id=g:3614748
Río Blanco	id=g:3614749
Río Blanco	id=g:3614750
Río Blanco	id=g:3614751
Río Blanco	id=g:3614752
Río Blanco	id=g:3614753
Río Blanco	id=g:3614754
Río Blanco	id=g:3614755
Río Blanco	id=g:3614756
Río Blanco	id=g:3614757
Río Blanco	id=g:3614758
Río Blanco	id=g:3614759
Río Blanco	id=g:3614760
Río Blanco	id=g:3614761
Río Blanco	id=g:3614762
Portillo Blanco	id=g:3614763
Monte Blanco	id=g:3614764
Cerro Blanco	id=g:3614765
Cerro Blanco	id=g:3614766
Cerro Blanco	id=g:3614767
Cerro Blanco	id=g:3614768
Quebrada Blanca	id=g:3614769
Quebrada Blanca	id=g:3614770
Punta Blanca	id=g:3614771
Peña Blanca	id=g:3614772
Peña Blanca	id=g:3614773
Peña Blanca	id=g:3614774
Black Rock	id=g:3614775
Crique Biusirpi	id=g:3614776
Birichiche	id=g:3614777
Birahuás	id=g:3614778
Cerro Bilao	id=g:3614779
Bilamut	id=g:3614780
Río Bijao	id=g:3614781
Bijagual	id=g:3614782
Big Bight	id=g:3614783
Río Betulia	id=g:3614784
Betulia	id=g:3614785
Río Bermejo	id=g:3614786
Berlín de Cortés	id=g:3614787
Berlín	id=g:3614788
Berlín	id=g:3614789
Berberías	id=g:3614790
Quebrada Benque	id=g:3614791
Benk	id=g:3614792
Quebrada Benítez	id=g:3614793
Monte Bellotas	id=g:3614794
Bella Vista	id=g:3614795
Bella Vista	id=g:3614796
Belén Gualcho	id=g:3614797
Belén Gualcho	id=g:3614798
Belén	id=g:3614799
Belén	id=g:3614800
Belén	id=g:3614801
Belén	id=g:3614802
Belaire	id=g:3614803
Cerro Bejuco	id=g:3614804
Bejuco	id=g:3614805
Río Bejucal	id=g:3614806
Cayos Becerro	id=g:3614807
Banco Becerro	id=g:3614808
Montaña El Bayucún	id=g:3614809
Batlilo	id=g:3614810
Batilquira	id=g:3614811
Quebrada Batideros	id=g:3614812
Batideros	id=g:3614813
Batideros	id=g:3614814
Quebrada Bateas	id=g:3614815
Batalla	id=g:3614816
Bataán	id=g:3614817
Bartolo	id=g:3614818
Monte Bartolillas	id=g:3614819
Barrosa	id=g:3614820
Quebrada Barro	id=g:3614821
Cerro de Barro	id=g:3614822
Barrio San Matías	id=g:3614823
Barrio San José de Buena Vista	id=g:3614824
Barrio Nuevo	id=g:3614825
Barrio Nuevo	id=g:3614826
Barrio Llano de La Virgen	id=g:3614827
Barrio Colorado	id=g:3614828
Barril	id=g:3614829
Quebrada Barretas	id=g:3614830
Barreros	id=g:3614831
Barreal	id=g:3614832
Barra Ulúa	id=g:3614833
Barra Seca	id=g:3614834
Barra Patuca	id=g:3614835
Barrancones	id=g:3614836
Barranco Colorado	id=g:3614837
Barranco Colorado	id=g:3614838
Quebrada Barranco Chele	id=g:3614839
Barranco Chele	id=g:3614840
Barranco Blanco	id=g:3614841
Barranco Blanco	id=g:3614842
Barranco Blanco	id=g:3614843
Barranco	id=g:3614844
Barrancón	id=g:3614845
Barrancaray	id=g:3614846
Barranca Grita	id=g:3614847
Barra de Palo	id=g:3614848
Barra del Motagua	id=g:3614849
Barra del Cruta	id=g:3614850
Barra de Chapagua	id=g:3614851
Barra de Chamelecón	id=g:3614852
Barra de Caratasca	id=g:3614853
Barra de Aguán	id=g:3614854
Río Barrabás	id=g:3614855
Barrabás	id=g:3614856
Barra	id=g:3614857
Quebrada Barniz	id=g:3614858
Barhuerta	id=g:3614859
Cerro Bardales	id=g:3614860
Barcalona	id=g:3614861
Cerro del Barcal	id=g:3614862
Barbasqueadero	id=g:3614863
Quebrada del Barbasco	id=g:3614864
Barbasco	id=g:3614865
Barbas Cheles	id=g:3614866
Barbarita	id=g:3614867
Isla Barbareta	id=g:3614868
Barbareta	id=g:3614869
Río Barajana	id=g:3614870
Barajana	id=g:3614871
Baracoa	id=g:3614872
Río del Baño	id=g:3614873
Banderillas	id=g:3614874
Banderillas	id=g:3614875
Banderillales	id=g:3614876
Cerro Banderas	id=g:3614877
Banderas	id=g:3614878
Banda del Norte	id=g:3614879
Bañaderos	id=g:3614880
Bañaderos	id=g:3614881
Bañaderos	id=g:3614882
Quebrada del Bañadero	id=g:3614883
Cerro Bañaderos	id=g:3614884
Bañadero	id=g:3614885
Bañaderas	id=g:3614886
Río Bambú	id=g:3614887
Bambú	id=g:3614888
Baluarte	id=g:3614889
Baltimore	id=g:3614890
Río Baltilú	id=g:3614891
Baltilú	id=g:3614892
Bálsamo Oriental	id=g:3614893
Quebrada Bálsamo	id=g:3614894
Bálsamo	id=g:3614895
Bálsamo	id=g:3614896
Balsamar	id=g:3614897
Balsa	id=g:3614898
Cerro Balibrea	id=g:3614899
Balibrea	id=g:3614900
Río Balfate	id=g:3614901
Estero Balfate	id=g:3614902
Balfate	id=g:3614903
Balfate	id=g:3614904
Balfate	id=g:3614905
Quebrada Balas Ampapa	id=g:3614906
Quebrada Balas	id=g:3614907
Quebrada Balas	id=g:3614908
Balana	id=g:3614909
Bajo Grande	id=g:3614910
Bajo Grande	id=g:3614911
Bajo Grande	id=g:3614912
Bajo Grande	id=g:3614913
Baja Mar	id=g:3614914
Río Baire	id=g:3614915
Bahía Bailey	id=g:3614916
Baikán	id=g:3614917
Crique Baicán	id=g:3614918
Islas de la Bahía	id=g:3614919
Río Bagre	id=g:3614920
Río del Bado	id=g:3614921
Baditos	id=g:3614922
Bachilaya	id=g:3614923
Bacalar	id=g:3614924
Quebrada Babilonia	id=g:3614925
Montaña Babilonia	id=g:3614926
Cerro Babilonia	id=g:3614927
Babilonia	id=g:3614928
Babanato	id=g:3614929
Río Azul	id=g:3614930
Cerro Azul	id=g:3614931
Cerro Azul	id=g:3614932
Cerro Azul	id=g:3614933
Cerro Azul	id=g:3614934
Cerro Azul	id=g:3614935
Cerro Azul	id=g:3614936
Cerro Azul	id=g:3614937
Cerro Azul	id=g:3614938
Cerro Azul	id=g:3614939
Cerro Azul	id=g:3614940
Cerro Azul	id=g:3614941
Cerro Azul	id=g:3614942
Cerro de los Azotes	id=g:3614943
Azoteras	id=g:3614944
Azomadita	id=g:3614945
Azomada	id=g:3614946
Río Azadón	id=g:3614947
Cerro Azacualpita	id=g:3614948
Azacualpita	id=g:3614949
Azacualpita	id=g:3614950
Azacualpita	id=g:3614951
Azacualpita	id=g:3614952
Azacualpita	id=g:3614953
Azacualpa Viejo	id=g:3614954
Azacualpa Montaña	id=g:3614955
Azacualpa Montaña	id=g:3614956
Azacualpa Grande	id=g:3614957
Azacualpa de Yamaranguila	id=g:3614958
Valle de Azacualpa	id=g:3614959
Río Azacualpa	id=g:3614960
Río Azacualpa	id=g:3614961
Río Azacualpa	id=g:3614962
Río Azacualpa	id=g:3614963
Río Azacualpa	id=g:3614964
Quebrada Azacualpa	id=g:3614965
Montaña de Azacualpa	id=g:3614966
Montaña de Azacualpa	id=g:3614967
Montaña de Azacualpa	id=g:3614968
Montaña de Azacualpa	id=g:3614969
Azacualpa	id=g:3614970
Azacualpa	id=g:3614971
Azacualpa	id=g:3614972
Azacualpa	id=g:3614973
Azacualpa	id=g:3614974
Azacualpa	id=g:3614975
Azacualpa	id=g:3614976
Azacualpa	id=g:3614977
Azacualpa	id=g:3614978
Azacualpa	id=g:3614979
Azacualpa	id=g:3614980
Azacualpa	id=g:3614981
Azacualpa	id=g:3614982
Azacualpa	id=g:3614983
Azacualpa	id=g:3614984
Azacualpa	id=g:3614985
Azacualpa	id=g:3614986
Azacualpa	id=g:3614987
Azacualpa	id=g:3614988
Azacualpa	id=g:3614989
Azacualpa	id=g:3614990
Azacualpa	id=g:3614991
Río Azabache	id=g:3614992
Azabache	id=g:3614993
Quebrada Ayote	id=g:3614994
Laguna El Ayotal	id=g:3614995
Cerro Ayotal	id=g:3614996
Ayapa	id=g:3614997
Awijiaratora	id=g:3614998
Awawas Rápido	id=g:3614999
Río Awawas	id=g:3615000
Awawas	id=g:3615001
Awas Rila	id=g:3615002
Awaslupia	id=g:3615003
Awasbila	id=g:3615004
Awalwas	id=g:3615005
Avillal	id=g:3615006
Avanzada	id=g:3615007
Aurora	id=g:3615008
Auratá	id=g:3615009
Llanos de Auka	id=g:3615010
Auka	id=g:3615011
Cerro de Audiencia	id=g:3615012
Laguna Auastingni	id=g:3615013
Crique Auastingni	id=g:3615014
Auastingni	id=g:3615015
Laguna Auastá	id=g:3615016
Auastá	id=g:3615017
Auaspani	id=g:3615018
Auaslupia	id=g:3615019
Auasdákura	id=g:3615020
Auasbila	id=g:3615021
Auas	id=g:3615022
Loma Atravesada	id=g:3615023
Loma Atravesada	id=g:3615024
Cerro Atol del Padre	id=g:3615025
Río Ato	id=g:3615026
Departamento de Atlántida	id=g:3615027
Atima	id=g:3615028
Atima	id=g:3615029
Atenas de San Cristóbal	id=g:3615030
Atapaire	id=g:3615031
Quebrada de Asunción	id=g:3615032
Asunción	id=g:3615033
Asunción	id=g:3615034
Asturias	id=g:3615035
Cayo Áspero	id=g:3615036
Aserradero Monterrey	id=g:3615037
Aserradero Miravalles	id=g:3615038
Quebrada Aserradero	id=g:3615039
Aserradero	id=g:3615040
Asavin-huás	id=g:3615041
Volcán Asang-Busna	id=g:3615042
Asa-huás	id=g:3615043
Crique Asabila	id=g:3615044
Río Aruco	id=g:3615045
Artemisales	id=g:3615046
Río Arsilaca	id=g:3615047
Arsilaca	id=g:3615048
Arrozal	id=g:3615049
Río Arriba	id=g:3615050
Quebrada Arriba	id=g:3615051
Cayos Arriba	id=g:3615052
Arreaguja	id=g:3615053
Quebrada Arrayanes	id=g:3615054
Arrayanes	id=g:3615055
Río Arrayán	id=g:3615056
Arrayán	id=g:3615057
Arrayán	id=g:3615058
Cerro Arranca Barba	id=g:3615059
Cerro Arranca Barba	id=g:3615060
Arranca Barba	id=g:3615061
Aroelia	id=g:3615062
Arocho	id=g:3615063
Quebrada de Aroche	id=g:3615064
Armenta	id=g:3615065
Armenia Bonito	id=g:3615066
Armenia	id=g:3615067
Río Arizona	id=g:3615068
Arizona	id=g:3615069
Arimís	id=g:3615070
Árganas	id=g:3615071
Quebrada Arevan	id=g:3615072
Quebrada Arenas Blancas	id=g:3615073
Quebrada de Arenas	id=g:3615074
Quebrada Arenas	id=g:3615075
Cayo Arenas	id=g:3615076
Montaña Arenales	id=g:3615077
Arenales	id=g:3615078
Arenales	id=g:3615079
Arenales	id=g:3615080
Arenales	id=g:3615081
Arenales	id=g:3615082
Arenales	id=g:3615083
Arenales	id=g:3615084
Arenales	id=g:3615085
Río Arenal	id=g:3615086
Quebrada Arenal	id=g:3615087
Quebrada Arenal	id=g:3615088
Arenal	id=g:3615089
Arenal	id=g:3615090
Arenal	id=g:3615091
Arenal	id=g:3615092
Arena Blanca	id=g:3615093
Arena Blanca	id=g:3615094
Quebrada de Arena	id=g:3615095
Quebrada de Arena	id=g:3615096
Quebrada Arena	id=g:3615097
Quebrada Arena	id=g:3615098
Quebrada Arena	id=g:3615099
Cayo Arena	id=g:3615100
Montaña Ardón	id=g:3615101
Ardón	id=g:3615102
Arcuales	id=g:3615103
Arcomón	id=g:3615104
Cerro Arcamón	id=g:3615105
Río Arcágual	id=g:3615106
Nueva Arcadia	id=g:3615107
Araulí	id=g:3615108
Araslaya	id=g:3615109
Crique Arasbaya	id=g:3615110
Cerro Arapuca	id=g:3615111
Sabanas de Arapa	id=g:3615112
Crique Arapa	id=g:3615113
Río Aramecina	id=g:3615114
Aramecina	id=g:3615115
Aramecina	id=g:3615116
Aragua	id=g:3615117
Arados	id=g:3615118
Arado Grande	id=g:3615119
Arado Grande	id=g:3615120
Araditos	id=g:3615121
Aradita	id=g:3615122
Aradilla	id=g:3615123
Aradilla	id=g:3615124
Arada	id=g:3615125
Arada	id=g:3615126
Arada	id=g:3615127
Río Ara	id=g:3615128
Cerro Apuzbay	id=g:3615129
Apinto	id=g:3615130
Apintal	id=g:3615131
Apazurula	id=g:3615132
Apazote	id=g:3615133
Cerro Apazara	id=g:3615134
Río Apay	id=g:3615135
Apausupo	id=g:3615136
Cerro de Apatoro	id=g:3615137
Apatoro	id=g:3615138
Apataná	id=g:3615139
Apasupo	id=g:3615140
Apasupo	id=g:3615141
Apacinigua	id=g:3615142
Río Apasapo	id=g:3615143
Apasapo	id=g:3615144
Aparcos	id=g:3615145
Peña Apapuerta	id=g:3615146
Apantes	id=g:3615147
Apangual	id=g:3615148
Río Apane	id=g:3615149
Apamul	id=g:3615150
Lagunas de Apalka	id=g:3615151
Apalipí	id=g:3615152
Apalipí	id=g:3615153
Quebrada Apalí	id=g:3615154
Apalí	id=g:3615155
Apalí	id=g:3615156
Apala	id=g:3615157
Apaficuo	id=g:3615158
Apacilina	id=g:3615159
Apacilagua	id=g:3615160
Apacilagua	id=g:3615161
Apacilagua	id=g:3615162
Apabuco	id=g:3615163
Río Anuastigue	id=g:3615164
Cayo Antonieta	id=g:3615165
Antoneys Cay	id=g:3615166
Cerro Antolina	id=g:3615167
Antigua Plaza de Yucasapa	id=g:3615168
Antigua Ocotepeque	id=g:3615169
Mogote Antigua	id=g:3615170
Quebrada los Anonos	id=g:3615171
Quebrada de las Anonas	id=g:3615172
Quebrada Anonas	id=g:3615173
Anonas	id=g:3615174
El Jicarito	id=g:3615175
Anonales	id=g:3615176
Ánima	id=g:3615177
Anihuás	id=g:3615178
Cerro Anicillo	id=g:3615179
Anices	id=g:3615180
Anian-huás	id=g:3615181
Río Anhuiro	id=g:3615182
Río Aner	id=g:3615183
Río Aner	id=g:3615184
Anea	id=g:3615185
Río Adurasta	id=g:3615186
Adurasta	id=g:3615187
Andristara	id=g:3615188
Quebrada Andijuelas	id=g:3615189
Ana Sánchez	id=g:3615190
Anarana	id=g:3615191
Quebrada Amora	id=g:3615192
Río Amonchoco	id=g:3615193
Cerro Amol	id=g:3615194
América	id=g:3615195
Río Amatingni	id=g:3615196
Amatillo	id=g:3615197
Amates	id=g:3615198
Amates	id=g:3615199
Amate	id=g:3615200
Monte Amatal y Pajol	id=g:3615201
Río Amarillo	id=g:3615202
Río Amarillo	id=g:3615203
Cerro Amarillo	id=g:3615204
Amarillo	id=g:3615205
Cerro Amargal	id=g:3615206
Río Amarateca	id=g:3615207
Amarateca	id=g:3615208
Amaranguiles	id=g:3615209
Amapa Nuevo	id=g:3615210
Cerro Amapala	id=g:3615211
Amapala	id=g:3615212
Amapala	id=g:3615213
Amapala	id=g:3615214
Quebrada de Amapa	id=g:3615215
Amapa	id=g:3615216
Amapa	id=g:3615217
Montaña del Amado	id=g:3615218
Amacuapa	id=g:3615219
Quebrada Alwas	id=g:3615220
Alvares	id=g:3615221
Alvarenga	id=g:3615222
Laguna de Alvarado	id=g:3615223
Alvarado	id=g:3615224
Montaña de Alumbrador	id=g:3615225
Alubarén	id=g:3615226
Alubarén	id=g:3615227
Alto Verde	id=g:3615228
Alto Pino	id=g:3615229
Cerro Alto de la Poza	id=g:3615230
Alto de la Mora	id=g:3615231
Alto de Jesús	id=g:3615232
Pico Alto	id=g:3615233
Cerro Alto	id=g:3615234
Cerro Alta Nube	id=g:3615235
Alta Cruz	id=g:3615236
Loma Alta	id=g:3615237
Loma Alta	id=g:3615238
Cuchilla Alta	id=g:3615239
Cerro Alonzo Martínez	id=g:3615240
Alondra	id=g:3615241
Alomegas	id=g:3615242
Almuc-huás	id=g:3615243
Río Almendares	id=g:3615244
Montaña de Almendares	id=g:3615245
Isla de Las Almejas	id=g:3615246
Alligator Nose	id=g:3615247
Alligator Nose	id=g:3615248
Alianza	id=g:3615249
La Alianza	id=g:3615250
Alianza	id=g:3615251
Alianza	id=g:3615252
Monte Aletones	id=g:3615253
Alemán	id=g:3615254
Alegrías	id=g:3615255
Alegría	id=g:3615256
Quebrada Aldonza	id=g:3615257
Aldea Nueva	id=g:3615258
Aldea Nueva	id=g:3615259
Aldea Nueva	id=g:3615260
Aldea Nueva	id=g:3615261
Monte Albernia	id=g:3615262
Albania	id=g:3615263
Río Alauca Viejo	id=g:3615264
Alauca Viejo	id=g:3615265
Alauca	id=g:3615266
Alauca	id=g:3615267
Alaska	id=g:3615268
Río Alash	id=g:3615269
Río Alao	id=g:3615270
Río Alao	id=g:3615271
Río Alao	id=g:3615272
Monte Alao	id=g:3615273
Alao	id=g:3615274
Alao	id=g:3615275
Alao	id=g:3615276
Alameda	id=g:3615277
Ajuyata	id=g:3615278
Ajuterique	id=g:3615279
Ajuterique	id=g:3615280
Río Ajuquinapa	id=g:3615281
Río Ajagual	id=g:3615282
Ajagual	id=g:3615283
Cerro del Aire	id=g:3615284
Aída Trovatore	id=g:3615285
Ahuás Ducpan	id=g:3615286
Crique Ahuás	id=g:3615287
Ahua-huás	id=g:3615288
Crique Ahín	id=g:3615289
Quebrada de Aguilucha	id=g:3615290
Aguilar	id=g:3615291
Quebrada Águila	id=g:3615292
Río Agüijapa	id=g:3615293
Quebrada Aguazarco	id=g:3615294
Río Agua Zarca	id=g:3615295
Quebrada Agua Zarca	id=g:3615296
Quebrada Agua Zarca	id=g:3615297
Cerro Agua Zarca	id=g:3615298
Agua Zarca	id=g:3615299
Agua Zarca	id=g:3615300
Agua Zarca	id=g:3615301
Agua Zarca	id=g:3615302
Agua Zarca	id=g:3615303
Agua Zarca	id=g:3615304
Agua Zarca	id=g:3615305
Agua Zarca	id=g:3615306
Agua Zarca	id=g:3615307
Agua Zarca	id=g:3615308
Agua Zarca	id=g:3615309
Agua Zarca	id=g:3615310
Agua Zarca	id=g:3615311
Agua Zarca	id=g:3615312
Agua Zarca	id=g:3615313
Agua Zarca	id=g:3615314
Agua Zarca	id=g:3615315
Agua Zarca	id=g:3615316
Agua Zarca	id=g:3615317
Agua Zarca	id=g:3615318
Quebrada Agua Tibia	id=g:3615319
Quebrada Agua Tibia	id=g:3615320
Agua Tibia	id=g:3615321
Agua Tibia	id=g:3615322
Agua Tibia	id=g:3615323
Agua Tibia	id=g:3615324
Agua Tibia	id=g:3615325
Aguataya	id=g:3615326
Aguas Zarcas	id=g:3615327
Agua Sucia	id=g:3615328
Agua Sucia	id=g:3615329
Agua Sucia	id=g:3615330
Aguasinga	id=g:3615331
Aguas del Padre	id=g:3615332
Río Aguas Calientes	id=g:3615333
Agua Salada	id=g:3615334
Agua Salada	id=g:3615335
Agua Salada	id=g:3615336
Agua Salada	id=g:3615337
Agua Salada	id=g:3615338
Quebrada Aguas	id=g:3615339
Río Aguaquire Grande	id=g:3615340
Río Aguaquire	id=g:3615341
Aguaquire	id=g:3615342
Agua Prieta	id=g:3615343
Agua Podrida	id=g:3615344
Agua Podrida	id=g:3615345
Agua Podrida	id=g:3615346
Agua Podrida	id=g:3615347
Agua Podrida	id=g:3615348
Cerro Aguanterique	id=g:3615349
Aguanterique	id=g:3615350
Aguanqueterique	id=g:3615351
Aguanqueterique	id=g:3615352
Aguanqueterique	id=g:3615353
Valle del Aguán	id=g:3615354
Río Aguán	id=g:3615355
Aguán	id=g:3615356
Aguán	id=g:3615357
Agualote	id=g:3615358
Agualote	id=g:3615359
Quebrada Agualoro	id=g:3615360
Agua Limpia	id=g:3615361
Agualcaguaire	id=g:3615362
Cerro del Aguaje	id=g:3615363
Monte Aguailaca	id=g:3615364
Quebrada Agua Helada	id=g:3615365
Quebrada Agua Helada	id=g:3615366
Agua Helada	id=g:3615367
Agua Helada	id=g:3615368
Agua Helada	id=g:3615369
Agua Helada	id=g:3615370
Quebrada Agua Hedionda	id=g:3615371
Río Aguagua	id=g:3615372
Río Agua Fría	id=g:3615373
Quebrada Agua Fría	id=g:3615374
Quebrada Agua Fría	id=g:3615375
Quebrada Agua Fría	id=g:3615376
Quebrada Agua Fría	id=g:3615377
Quebrada Agua Fría	id=g:3615378
Monte Agua Fría	id=g:3615379
Cerro Agua Fría	id=g:3615380
Agua Fría	id=g:3615381
Agua Fría	id=g:3615382
Agua Fría	id=g:3615383
Agua Fría	id=g:3615384
Agua Fría	id=g:3615385
Agua Fría	id=g:3615386
Agua Fría	id=g:3615387
Agua Fría	id=g:3615388
Agua Fría	id=g:3615389
Agua Fría	id=g:3615390
Agua Fría	id=g:3615391
Agua Fría	id=g:3615392
Agua Escondida	id=g:3615393
Agua Escondida	id=g:3615394
Agua Escondida	id=g:3615395
Agua Escondida	id=g:3615396
Agua Escondida	id=g:3615397
Agua Escondida	id=g:3615398
Río Agua Dulce	id=g:3615399
Quebrada Agua Dulce	id=g:3615400
Quebrada Agua Dulce	id=g:3615401
Agua Dulce	id=g:3615402
Agua Dulce	id=g:3615403
Agua Dulce	id=g:3615404
Agua Dulce	id=g:3615405
Agua Dulce	id=g:3615406
Agua Dulce	id=g:3615407
Agua Dulce	id=g:3615408
Agua Dulce	id=g:3615409
Agua dela Reina	id=g:3615410
Montaña Agua Colorada	id=g:3615411
Agua Colorada	id=g:3615412
Agua Colorada	id=g:3615413
Agua Colorada	id=g:3615414
Aguacatillo	id=g:3615415
Aguacates	id=g:3615416
Aguacate Línea	id=g:3615417
Aguacate Arriba	id=g:3615418
Río del Aguacate	id=g:3615419
Quebrada Aguacate	id=g:3615420
Quebrada Aguacate	id=g:3615421
Quebrada Aguacate	id=g:3615422
Quebrada Aguacate	id=g:3615423
Monte Aguacate	id=g:3615424
Aguacate	id=g:3615425
Aguacate	id=g:3615426
Aguacate	id=g:3615427
Aguacate	id=g:3615428
Aguacatales	id=g:3615429
Aguacatales	id=g:3615430
Aguacatales	id=g:3615431
Aguacatales	id=g:3615432
Quebrada Aguacatal	id=g:3615433
Quebrada Aguacatal	id=g:3615434
Aguacatal	id=g:3615435
Aguacatal	id=g:3615436
Aguacatal	id=g:3615437
Aguacatal	id=g:3615438
Agua Caliente de Linaca	id=g:3615439
Sierra de Agua Caliente	id=g:3615440
Río Agua Caliente	id=g:3615441
Río Agua Caliente	id=g:3615442
Río Agua Caliente	id=g:3615443
Río Aguacaliente	id=g:3615444
Río Agua Caliente	id=g:3615445
Quebrada Agua Caliente	id=g:3615446
Quebrada Agua Caliente	id=g:3615447
Quebrada Agua Caliente	id=g:3615448
Quebrada Agua Caliente	id=g:3615449
Quebrada Agua Caliente	id=g:3615450
Quebrada Agua Caliente	id=g:3615451
Quebrada Agua Caliente	id=g:3615452
Quebrada Agua Caliente	id=g:3615453
Quebrada Agua Caliente	id=g:3615454
Cerro Agua Caliente	id=g:3615455
Cerro Agua Caliente	id=g:3615456
Cerro Agua Caliente	id=g:3615457
Cerro Agua Caliente	id=g:3615458
Cerro Agua Caliente	id=g:3615459
Cerro Agua Caliente	id=g:3615460
Agua Caliente	id=g:3615461
Agua Caliente	id=g:3615462
Agua Caliente	id=g:3615463
Agua Caliente	id=g:3615464
Agua Caliente	id=g:3615465
Agua Caliente	id=g:3615466
Agua Caliente	id=g:3615467
Agua Caliente	id=g:3615468
Agua Caliente	id=g:3615469
Agua Caliente	id=g:3615470
Agua Caliente	id=g:3615471
Agua Caliente	id=g:3615472
Agua Caliente	id=g:3615473
Agua Caliente	id=g:3615474
Agua Caliente	id=g:3615475
Agua Caliente	id=g:3615476
Agua Caliente	id=g:3615477
Agua Caliente	id=g:3615478
Agua Caliente	id=g:3615479
Agua Caliente	id=g:3615480
Agua Caliente	id=g:3615481
Agua Caliente	id=g:3615482
Agua Caliente	id=g:3615483
Agua Caliente	id=g:3615484
Agua Caliente	id=g:3615485
Agua Caliente	id=g:3615486
Agua Caliente	id=g:3615487
Agua Caliente	id=g:3615488
Agua Caliente	id=g:3615489
Agua Caliente	id=g:3615490
Agua Caliente	id=g:3615491
Agua Caliente	id=g:3615492
Agua Buena Arriba	id=g:3615493
Agua Buena Abajo	id=g:3615494
Cerro Agua Buena	id=g:3615495
Agua Buena	id=g:3615496
Agua Buena	id=g:3615497
Agua Buena	id=g:3615498
Agua Buena	id=g:3615499
Agua Buena	id=g:3615500
Agua Buena	id=g:3615501
Agua Buena	id=g:3615502
Agua Buena	id=g:3615503
Agua Buena	id=g:3615504
Agua Buena	id=g:3615505
Agua Buena	id=g:3615506
Agua Buena	id=g:3615507
Agua Blanquita	id=g:3615508
Agua Blanca Sur	id=g:3615509
Agua Blanca Norte	id=g:3615510
Río Agua Blanca	id=g:3615511
Río Agua Blanca	id=g:3615512
Río Agua Blanca	id=g:3615513
Río Agua Blanca	id=g:3615514
Quebrada Agua Blanca	id=g:3615515
Quebrada Agua Blanca	id=g:3615516
Quebrada Agua Blanca	id=g:3615517
Quebrada Agua Blanca	id=g:3615518
Quebrada Agua Blanca	id=g:3615519
Quebrada Agua Blanca	id=g:3615520
Quebrada Agua Blanca	id=g:3615521
Quebrada Agua Blanca	id=g:3615522
Quebrada Agua Blanca	id=g:3615523
Monte Agua Blanca	id=g:3615524
Agua Blanca	id=g:3615525
Agua Blanca	id=g:3615526
Agua Blanca	id=g:3615527
