Kalniņi	id=g:459079
‘Ayn Saybānah	id=g:83035
Bi'r aş Şayādilah	id=g:83036
Karmat Şawwān	id=g:83037
Jabbānat Şawwān	id=g:83038
‘Alam aş Şawwān	id=g:83039
Bi’r as Sawwādī	id=g:83040
Wādī aş Şawma`ah	id=g:83041
Jawf Sāwinnū	id=g:83042
Sāwinnū	id=g:83043
Hawá as Sawdah	id=g:83044
Sawānī ‘Uşmān	id=g:83045
Sawānī Tīkah	id=g:83046
Sawānī Shahāwī	id=g:83047
Sawānī Mughalīyah	id=g:83048
Sawānī Bū Zukrah	id=g:83049
Sawānī Bū Qullah	id=g:83050
Sawānī Bū Hudaymah	id=g:83051
Sawānī al Qawārishah	id=g:83052
Sawānī al Qawārishah	id=g:83053
Sawānī al Murabbaḩah	id=g:83054
Sawānī al Marīḩī	id=g:83055
Sawānī al Ḩīţah	id=g:83056
Sawānī al Bazzār	id=g:83057
Sawānī al Bayḑā’	id=g:83058
Sawānī al Afrān	id=g:83059
Sawānī al ‘Abīdīyah	id=g:83060
Ma‘ţan Satlūnah	id=g:83061
Jabbānat Satlūnah	id=g:83062
Ghawţ Satlūnah	id=g:83063
Ghawţ aş Şaţīyah	id=g:83064
Ghawţ Saţīrah	id=g:83065
Wādī as Saţāyah	id=g:83066
Wādī as Saţar	id=g:83067
Jabbānat as Saţar	id=g:83068
Z̧ahr Sāsī	id=g:83069
Wādī Sāsī	id=g:83070
Jāmi‘ Sāsī	id=g:83071
Bi’r Sāsī	id=g:83072
Mājin Sāshī Muḩammad	id=g:83073
Madrasat Sās	id=g:83074
Ghawţ Sās	id=g:83075
Wādī aş Sarūrāt	id=g:83076
`Ayn Sarsarah	id=g:83077
Wādī as Sarrāq	id=g:83078
Arḑ aş Şarr	id=g:83079
Wādī Sarīrah	id=g:83080
Wādī Sarīr	id=g:83081
Bi'r Sarīr	id=g:83082
Balţat as Sarīr	id=g:83083
Sarīr	id=g:83084
Qārat as Sarīf	id=g:83085
Bi’r as Sarīf	id=g:83086
Sīrāt aş Şarfīyah	id=g:83087
Qārat Sarāyā al ‘Allāqī	id=g:83088
Bi’r Sarāwīl	id=g:83089
Wādī as Sarāţīn	id=g:83090
Wādī as Sarāţīn	id=g:83091
Bi’r Sarānī	id=g:83092
Wādī Sārah	id=g:83093
Ma‘ţan as Sārah	id=g:83094
Jāmi` Sārah	id=g:83095
`Ayn Sārah	id=g:83096
Gherd es Sara	id=g:83097
Sīrat Şaqr	id=g:83098
Bi’r as Saqqārah	id=g:83099
Bi'r Şaqqāl	id=g:83100
Bi’r as Saqālah	id=g:83101
Wādī Saqāfāt	id=g:83102
Shu‘bat as Sāq	id=g:83103
Sāniyat as Sanyūrah	id=g:83104
Jabbānat as Sanyūrah	id=g:83105
Jāmi` as Sanūsīyah	id=g:83106
Dār as Sanūsī	id=g:83107
Sāniyat Yūsuf Muḩammad al Maqşabī	id=g:83108
Sāniyat Manşūr al Fītūrī	id=g:83109
Sāniyat Ibrāhīm ‘Ubayshah	id=g:83110
Sāniyat Ḩaqīmah	id=g:83111
Sāniyat al Kawādīk	id=g:83112
Sāniyat al Ḩājj Dāwūd	id=g:83113
Sāniyat ‘Ā’ilat Jawdash	id=g:83114
Wādī as Sāniyah	id=g:83115
Sayf as Sāniyah	id=g:83116
Qārat as Sāniyah	id=g:83117
Sīrat Sanīdīs	id=g:83118
Sandarah	id=g:83119
Şanab Jardīnah	id=g:83120
Kāf aş Şanābah	id=g:83121
Wādī aş Şanab	id=g:83122
Wādī aş Şanab	id=g:83123
Wādī aş Şanab	id=g:83124
Ghawţ aş Şanab	id=g:83125
Bi’r aş Şanab	id=g:83126
Bi'r as Samn	id=g:83127
Wādī Samālūs	id=g:83128
Mudaywir Sammālūs	id=g:83129
Minţaqat Sammālūs	id=g:83130
Wādī as Sāmirah	id=g:83131
Wādī aş Şamīm	id=g:83132
Wādī aş Şamīm	id=g:83133
Abyār aş Şamīm	id=g:83134
Sabkhat Samīḩ	id=g:83135
Bi'r as Samī`	id=g:83136
Sāniyat aş Şamhūdīyah	id=g:83137
Qarārat aş Şamhūdīyah	id=g:83138
Bi’r aş Şamhūdīyah	id=g:83139
Bi'r Samandar	id=g:83140
Wādī aş Şamā’im	id=g:83141
Ḩajāj aş Şam`ah	id=g:83142
`Ayn Salyūn	id=g:83143
Abyār as Salūqī	id=g:83144
Abyār as Salūqī	id=g:83145
Ţarīq Salūq	id=g:83146
Bi’r as Salūfah	id=g:83147
Ḩaqfat as Salţanīyah	id=g:83148
Wādī as Salmānī	id=g:83149
Minţaqat as Salmānī	id=g:83150
Jāmi‘ as Salmānī	id=g:83151
Bi'r as Salmānī	id=g:83152
‘Ayn as Salmānī	id=g:83153
Saqīfat Salmān	id=g:83154
Wādī as Sallūm	id=g:83155
Wādī as Sallūm	id=g:83156
Wādī as Sallūm	id=g:83157
Qabr Sallāmah	id=g:83158
Bi'r aş Şall	id=g:83159
Wādī Salīţ	id=g:83160
‘Ilwat Salīţ	id=g:83161
Sīrat Sālim Mukhtār	id=g:83162
Wādī Salīm	id=g:83163
Wādī Sālim	id=g:83164
Qabr Sālim	id=g:83165
Wādī as Salīkh	id=g:83166
Bi’r as Salīk	id=g:83167
Bi'r Şāliḩ `Umar	id=g:83168
Bi’r Şāliḩ Qanwar	id=g:83169
Bi'r Şāliḩ Kamşū	id=g:83170
Abyār Şāliḩ Ismā‘īl	id=g:83171
Bi’r aş Şāliḩīn	id=g:83172
Sāniyat Şāliḩ Abū ‘Awaḑ	id=g:83173
Abyār Şāliḩ ‘Abd Rabbih	id=g:83174
Ḩaqfat Şāliḩ ‘Abd Allāh	id=g:83175
Wādī Şāliḩ	id=g:83176
Ḩaqfat Şāliḩ	id=g:83177
Ḩalq Şāliḩ	id=g:83178
Ghuwayţ Şāliḩ	id=g:83179
Bi’r Şāliḩ	id=g:83180
Bi’r Şāliḩ	id=g:83181
Bi’r Şāliḩ	id=g:83182
Bi’r Şāliḩ	id=g:83183
Bi'r Şāliḩ	id=g:83184
Bi’r aş Şalīb	id=g:83185
Bi’r aş Şalīb	id=g:83186
Salb al Fawākhirah	id=g:83187
‘Ilwat Salāmah	id=g:83188
Bi’r Salāmah	id=g:83189
Wādī as Salālīf	id=g:83190
Bi'r as Salālīf	id=g:83191
Sāniyat as Salāk	id=g:83192
Ghawţ Şalāḩ Idrīs	id=g:83193
Ma‘āţin as Salābīyāt	id=g:83194
Şalab al Ḩadd	id=g:83195
Wādī aş Şalābah	id=g:83196
Sīrat as Saksūkīyah	id=g:83197
Wādī as Sakrān	id=g:83198
‘Ayn aş Şakhrah	id=g:83199
Wādī aş Şakhkhāb	id=g:83200
Wādī aş Şakhākhīb	id=g:83201
Wādī Sakfah	id=g:83202
`Ayn Sakfah	id=g:83203
Wādī as Sakan	id=g:83204
Widyān as Sakālīb	id=g:83205
Abyār as Sakālīb	id=g:83206
Sīrat Sa`īţ	id=g:83207
Kāf Sa`īţ	id=g:83208
`Ilwat Sa`īţ	id=g:83209
Abyār Sa‘īţ	id=g:83210
Ghawţ as Sā‘idī	id=g:83211
Bi’r as Sā‘idī	id=g:83212
Wādī aş Şa`īdah	id=g:83213
Sīrat Sa`īdah	id=g:83214
Abyār Sa`īdah	id=g:83215
Bi'r Sa`īd	id=g:83216
Bi’r Sa‘īd	id=g:83217
Sahl ‘Aqīlah	id=g:83218
Wādī as Sahl	id=g:83219
Wādī as Sahl	id=g:83220
Secca as Sahl	id=g:83221
Saqīfat as Sahl	id=g:83222
Minţaqat as Sahl	id=g:83223
Marsá as Sahl	id=g:83224
Ḩajāj as Sahl	id=g:83225
Wādī Saḩbis	id=g:83226
Sāḩat al Majāris	id=g:83227
Sāḩat ad Dirbās	id=g:83228
Wādī as Sahārik	id=g:83229
Bi'r as Sahārik	id=g:83230
Raqabat aş Şaḩanjīyah	id=g:83231
‘Utaylat as Saḩājir	id=g:83232
Bi'r Saḩādah	id=g:83233
Qaşr aş Şaḩābī	id=g:83234
Bi’r aş Şaḩābī	id=g:83235
Wādī aş Şaḩābah	id=g:83236
Ghawţ aş Şaghīrī	id=g:83237
Wādī aş Şaghīrah	id=g:83238
Qabr aş Şaghīrah	id=g:83239
Ḩuqayfāt aş Şaghīrah	id=g:83240
Abyār aş Şaghīrah	id=g:83241
Bi’r aş Şaghīr	id=g:83242
Al Minqār aş Şaghīr	id=g:83243
Bi'r Şafrūn	id=g:83244
Wādī aş Şafrā'	id=g:83245
Al Qārah aş Şafrā'	id=g:83246
Wādī aş Şafīyah al Bikrah	id=g:83247
Ghawţ Sāfinah	id=g:83248
Bi'r aş Şafḩ	id=g:83249
Wādī aş Şaffāq	id=g:83250
Wādī aş Şaffāq	id=g:83251
Wādī aş Şaffāq	id=g:83252
Wādī as Safaqşārah	id=g:83253
Bi’r aş Şafaq	id=g:83254
Ghawţ aş Şafā’iḩ	id=g:83255
Bi’r aş Şafā’iḩ	id=g:83256
Bi’r aş Şafā’iḩ	id=g:83257
Şadr Bū Ḩamrah	id=g:83258
Şadr `Aţīyah	id=g:83259
Şadr aş Şūf	id=g:83260
Wādī Şadr al Mar’ah	id=g:83261
Qārat aş Şadr	id=g:83262
Ḩawsh Sa‘d Juray‘īd	id=g:83263
Mājin aş Şādiq Hāshim	id=g:83264
Ḩawsh aş Şādiq al Murayyiḑ	id=g:83265
Ḩawsh aş Şadīq al Murayyaḑ	id=g:83266
Mājin Sa`d Idrīs	id=g:83267
Ghawţ as Sadīdah	id=g:83268
Wādī as Sa‘dī	id=g:83269
Ghawţ as Sa`dī	id=g:83270
Bi'r as Sa`dī	id=g:83271
Abyār as Sa‘dī	id=g:83272
Bi'r Sa`d Faḑīl	id=g:83273
Saddat ad Dabīkah	id=g:83274
Wādī aş Şaddādah	id=g:83275
Shuţbān aş Şadd	id=g:83276
Saqīfat as Sadd	id=g:83277
Ḩajāi as Sadd	id=g:83278
Wādī Sa`d Bin Muḩammad	id=g:83279
Wādī as Sa`dāwī	id=g:83280
Wādī aş Şa`dah	id=g:83281
Wādī aş Şa`dah	id=g:83282
Maghārāt Sa`dá	id=g:83283
Bi'r Sa`dá	id=g:83284
Shaţīb Sa‘d	id=g:83285
Qārat Sa‘d	id=g:83286
Qabr Sa`d	id=g:83287
Mājin Sa‘d	id=g:83288
Hawá as Sa`d	id=g:83289
Bi’r Sabīyah	id=g:83290
Minţaqat aş Şābirī	id=g:83291
Sabkhat Sabīl	id=g:83292
Sabkhat Sabīl	id=g:83293
Ma‘ţan as Sabīl	id=g:83294
Bi’r as Sabīl	id=g:83295
Sīrat Sabīkah	id=g:83296
Minţaqat Sabīkah	id=g:83297
Jabbānat Sabīkah	id=g:83298
Bi’r Sabīkah	id=g:83299
Abyār Sabīkah	id=g:83300
Sīrat aş Şabīḩ	id=g:83301
Kāf aş Şabbāţ	id=g:83302
Qulayb aş Şabāyā	id=g:83303
Qubūrat aş Şabāyā	id=g:83304
Qubūr aş Şabāyā	id=g:83305
Qubūr aş Şabāyā	id=g:83306
Ghīţān aş Şabāyā	id=g:83307
Ghawţ aş Şabāyā	id=g:83308
Bi’r aş Şabāyā	id=g:83309
Madrasat aş Şābah	id=g:83310
Ghawţ as Sab‘ah	id=g:83311
Hawá as Sabābil	id=g:83312
Ghawţ as Sabābil	id=g:83313
Saqīfat as Sab‘	id=g:83314
Shaţīb ar Ruzz	id=g:83315
Wādī ar Rūzah	id=g:83316
Wādī ar Ruwayrah	id=g:83317
Qārat ar Ruwayḩī	id=g:83318
Ruwaybiţ Sīdī ‘Umar	id=g:83319
Wādī ar Ruwaybiţ	id=g:83320
Wādī ar Ruwaybiţ	id=g:83321
Wādī Ruwaybiţ	id=g:83322
Bi’r Ruwāq Bū an Nāqūr	id=g:83323
Bi’r Ruwāq	id=g:83324
Bi'r Ru'ūs al Aşlāh	id=g:83325
‘Aqīrat ar Rutaymah	id=g:83326
Wādī ar Rusaym	id=g:83327
Wādī Ruqayyah	id=g:83328
Qabr Ruqayyah	id=g:83329
Ghawţ Ruqayyah	id=g:83330
Wādī Ruqayqah	id=g:83331
Sīrat Rūqah	id=g:83332
Sāniyat ar Rummānīyah	id=g:83333
Wādī ar Rummān	id=g:83334
Minţaqat ar Rumaylīyāt	id=g:83335
Wādī ar Rumaylāt	id=g:83336
Sāniyat ar Rumaylāt	id=g:83337
Sāniyat ar Rumaylāt	id=g:83338
Saqīfat ar Rumaylah	id=g:83339
`Ilwat Rumaylah	id=g:83340
‘Alam ar Rumayl	id=g:83341
Jabal Rukn	id=g:83342
Ma‘ţan ar Rukaywah	id=g:83343
Wādī ar Rukab	id=g:83344
Wādī Rujū`	id=g:83345
Abyār ar Rujm	id=g:83346
Sīrat ar Rujaymah	id=g:83347
Bi’r Rujay‘ah	id=g:83348
Abyār Rujay`ah	id=g:83349
Minţaqat Ruḩayyim	id=g:83350
‘Aqīrat Ruḩayyim	id=g:83351
Ruḩaybat Hadīyah	id=g:83352
Ruḩaybat Bū al Qirdān	id=g:83353
Ruḩaybat Abū Rubū‘	id=g:83354
Wādī ar Ruḩaybah	id=g:83355
Wādī ar Ruḩaybah	id=g:83356
Ḩalq ar Ruḩaybah	id=g:83357
Ghawţ ar Ruḩaybah	id=g:83358
Ghawţ ar Ruḩaybah	id=g:83359
Bi'r ar Ruḩaybah	id=g:83360
Bi'r ar Ruḩaybah	id=g:83361
Bi'r ar Ruḩaybah	id=g:83362
‘Ayn ar Rūḩānīyah	id=g:83363
Wādī ar Rughl	id=g:83364
Wādī ar Rughl	id=g:83365
Wādī ar Rughaywah	id=g:83366
Wādī ar Rufayd	id=g:83367
Wādī ar Rub`īyah	id=g:83368
Mājin ar Rub`īyah	id=g:83369
Sīrat ar Rubayqī	id=g:83370
Balţat Ru’ays Bū al ‘Afan	id=g:83371
Ru’aysāt Sharrādah	id=g:83372
Minţaqat ar Ru'aysāt	id=g:83373
Ru’ays al ‘Arkah	id=g:83374
Wādī ar Ru’ays	id=g:83375
‘Ilwat ar Ru’ays	id=g:83376
Abyār Rizq Allāh	id=g:83377
Wādī Riznah	id=g:83378
Wādī ar Riyālīyah	id=g:83379
Ma`ţan ar Riyāḑīyīn	id=g:83380
Qabr ar Rīsh	id=g:83381
Ḩaţīyat ar Rīsh	id=g:83382
Ghawţ ar Rīsh	id=g:83383
Sāniyat ar Rimthīyah	id=g:83384
Wādī ar Rimthāyah ash Sharqīyah	id=g:83385
Wādī ar Rimthāyah al Gharbīyah	id=g:83386
Wādī ar Rimthāyah	id=g:83387
Wādī al Rimthāyah	id=g:83388
Minţaqat ar Rimthāyah	id=g:83389
‘Urqūb ar Rimthah	id=g:83390
Wādī ar Rimth	id=g:83391
Ghawţ ar Rimmah	id=g:83392
Balţāt ar Rīm	id=g:83393
Wādī ar Ri'lān	id=g:83394
Rikāb Naqrāt	id=g:83395
Rikāb at Tuwaytah	id=g:83396
Rikāb al Qaţţārah	id=g:83397
Rikāb al Arbad	id=g:83398
Ţarīq ar Rikāb	id=g:83399
Rijl aş Şabīyah	id=g:83400
Rijl al ‘Ulbah	id=g:83401
Wādī ar Rijl	id=g:83402
Shaţīb ar Rijl	id=g:83403
Bi’r ar Rijl	id=g:83404
Karmūsat ar Rijām	id=g:83405
Ghawţ ar Rijām	id=g:83406
Hawá ar Rijā`ī	id=g:83407
Wādī ar Rīḩ	id=g:83408
Wādī ar Rīḩ	id=g:83409
Bi'r ar Rīḩ	id=g:83410
‘Ayn ar Rīḩ	id=g:83411
Saqīfat ar Rīfī	id=g:83412
`Ayn Rifād	id=g:83413
Bi’r Riḑwān	id=g:83414
Qārat ar Ribāţ	id=g:83415
‘Alam ar Ribāţ	id=g:83416
Ri’āsat Difā‘ Barqah	id=g:83417
Ri’āsat Difā‘ Barqah	id=g:83418
Ghawţ Rdānū	id=g:83419
Wādī Razīn	id=g:83420
Bi’r ar Razīn	id=g:83421
‘Ayn ar Razīmah	id=g:83422
Bi’r ar Rayyān	id=g:83423
Qabr Raylah	id=g:83424
Bi'r ar Rāwinī	id=g:83425
Wādī ar Rawḑah	id=g:83426
Wādī Rawāj	id=g:83427
Qabr ar Ratwī	id=g:83428
Sāniyat ar Ratīwīyah	id=g:83429
Ratīmat Şūrū	id=g:83430
Bi'r ar Ratamah	id=g:83431
Wādī ar Ratam	id=g:83432
Raqabat ar Ratam	id=g:83433
Minţaqat ar Ratam	id=g:83434
Ḩaţīyat ar Ratam	id=g:83435
Ghawţ ar Ratam	id=g:83436
Duwayrāt ar Ratam	id=g:83437
Minţagat ar Rasw	id=g:83438
Mu‘askar Ra’s ‘Ubaydah	id=g:83439
Sāniyat Rasm al Ḩişān	id=g:83440
Ghawţ ar Rasm	id=g:83441
Balţat ar Rasm	id=g:83442
Bi’r Raslān	id=g:83443
Sīrat ar Rasīm	id=g:83444
Jabbānat ar Rasīm	id=g:83445
Ghawţ ar Rasīm	id=g:83446
Bi’r ar Rasīm	id=g:83447
Wādī ar Rāsibīn	id=g:83448
Qubūrat ar Rashshāsh	id=g:83449
Bi’r Rashīd Bū Bakr	id=g:83450
Rāshidah	id=g:83451
Bi’r Rashīd	id=g:83452
Sīrat ar Rashāsh	id=g:83453
Shaţīb ar Rashāsh	id=g:83454
Bi’r ar Rashāsh	id=g:83455
Wādī ar Raşfah	id=g:83456
Shaţīb ar Raşfah	id=g:83457
Jabbānat Ra’s Bin ‘Ājil	id=g:83458
Madrasat Ra's at Turāb	id=g:83459
Sabkhat Ra’s at Tīn	id=g:83460
Qabr Ra’s ‘Atīqah	id=g:83461
Z̧ahr Ra’s ar Rimthāyah	id=g:83462
Bi’r Ra’s al ‘Uqāb	id=g:83463
Ra's al Muhr	id=g:83464
Bi’r Ra’s al Madwar	id=g:83465
Minţaqat Ra's al Hilāl	id=g:83466
Ra's al Hilāl	id=g:83467
Ra's al Ḩamāmah	id=g:83468
Wādī Ra's al Bāqān	id=g:83469
Bi'r Ra's al Bāqān	id=g:83470
`Ayn Ra's al Ahlāb	id=g:83471
Ḩaqfat ar Ra’s	id=g:83472
Bi'r ar Raqţāyah	id=g:83473
Madrasat ar Raqţā’	id=g:83474
Bi'r Raqm Arba`ah	id=g:83475
Qabr ar Raqīyū	id=g:83476
Wādī ar Raqīyah	id=g:83477
Wādī ar Raqīş	id=g:83478
Wādī ar Raqīq	id=g:83479
Bi'r ar Raqīq	id=g:83480
Bi’r ar Raqīq	id=g:83481
Bi’r ar Raqīm	id=g:83482
Bi’r Rāqī	id=g:83483
‘Alam ar Rāqī	id=g:83484
Wādī ar Raqd	id=g:83485
Abyār Raqabat Māsikh	id=g:83486
Raqabat az Zamārīr	id=g:83487
Raqabat ar Ri’mah	id=g:83488
Wādī Raqabat an Nāqah	id=g:83489
Wādī Raqabat an Nāqah	id=g:83490
Sīrat Raqabat an Nāqah	id=g:83491
Bi'r Raqabat an Nāqah	id=g:83492
Mājin ar Raqabah	id=g:83493
‘Irq ar Ranjas	id=g:83494
Ţabaqat Rammāḩ	id=g:83495
Ghawţ ar Rammāḩ	id=g:83496
Wādī ar Ramlīyāt	id=g:83497
Wādī ar Ramlīyāt	id=g:83498
Minţaqat ar Ramlīyah	id=g:83499
Wādī ar Ramlāt	id=g:83500
Wādī ar Ramlah	id=g:83501
Wādī ar Ramlah	id=g:83502
Ra's ar Ramlah	id=g:83503
Quwayrāt ar Ramlah	id=g:83504
Qārat ar Ramlah	id=g:83505
Qārat ar Ramlah	id=g:83506
Marsá ar Ramlah	id=g:83507
Bi'r ar Ramlah	id=g:83508
Balţāt ar Ramlah	id=g:83509
Ramlah	id=g:83510
Ra’s ar Raml	id=g:83511
Quwayrāt ar Raml	id=g:83512
Ḩajāj ar Raml	id=g:83513
Bi’r ar Raml	id=g:83514
Bi’r ar Raml	id=g:83515
Bi’r ar Raml	id=g:83516
Ghawţ ar Ramiyāt	id=g:83517
Arḑ Rāmis	id=g:83518
‘Aqīrat ar Ramath	id=g:83519
Wādī Ramākisah	id=g:83520
`Ayn ar Ramā'iḩīyah	id=g:83521
Wādī Rālis	id=g:83522
Sīrat Rālis	id=g:83523
‘Ayn Rālis	id=g:83524
Sīrat ar Rakhīm	id=g:83525
Sīrat ar Rakhīm	id=g:83526
Wādī ar Rakb	id=g:83527
Bi’r ar Rakb	id=g:83528
Bi'r ar Rājil	id=g:83529
Bi’r ar Rājil	id=g:83530
Wādī Rajī`ah	id=g:83531
Shaţīb ar Rajd	id=g:83532
Qabr Raj‘ah	id=g:83533
Minqār Rā‘ī Rūḩih	id=g:83534
Bi’r ar Ra‘īd	id=g:83535
Wādī Raḩūmah	id=g:83536
Sāniyat Raḩūmah	id=g:83537
Sāniyat Raḩmah	id=g:83538
Minqār ar Raḩīnah	id=g:83539
Sīrat ar Raḩīmah	id=g:83540
Bi’r ar Raḩīmah	id=g:83541
Ḩaţīyat ar Raḩīm	id=g:83542
Ghawţ ar Raḩīlīyah	id=g:83543
Wādī ar Rāhib	id=g:83544
Wādī ar Rāhib	id=g:83545
Khashm Raḩab	id=g:83546
Wādī ar Raḩá	id=g:83547
Wādī ar Raḩá	id=g:83548
Kharrūbat ar Raghārīgh	id=g:83549
Ghīţān ar Raghārīgh	id=g:83550
‘Ayn ar Rafīd	id=g:83551
Ḩaqfat Rāfi‘	id=g:83552
Bi'r Raf`ah	id=g:83553
Z̧ahr ar Radm	id=g:83554
Sīrat ar Radm	id=g:83555
Bi’r ar Radm	id=g:83556
`Urqūb ar Radīnah	id=g:83557
Rādi`	id=g:83558
Ramlat Rabyānah	id=g:83559
Jabal Rabyānah	id=g:83560
Rabyānah	id=g:83561
Wādī ar Rābiţah	id=g:83562
Ḩuqayfat ar Rābish	id=g:83563
Ghawţ ar Rabīl	id=g:83564
Minqār Rābiḩ	id=g:83565
Hawá ar Rabīdī	id=g:83566
Bi’r ar Rabīdī	id=g:83567
‘Ayn Rabī‘ah	id=g:83568
Wādī Rabī‘	id=g:83569
Abyār Rabī‘	id=g:83570
Balţat ar Rabdah Umm Quwayrah	id=g:83571
Al Qārah ar Rabdā’	id=g:83572
Qar‘at ar Rabd	id=g:83573
Wādī ar Rabāḩ	id=g:83574
Ghawţ Rabāḩ	id=g:83575
Ghawţ al Quzzāḩ	id=g:83576
Bi’r Quzzāḩ	id=g:83577
Saqīfat al Quwayţīnāt	id=g:83578
Ḩaqfat al Quwayţīnāt	id=g:83579
Wādī al Quways	id=g:83580
Z̧ahr Quwayrāt ath Tha‘ālib	id=g:83581
Z̧ahr Quwayrāt al Jarādah	id=g:83582
Kahf al Quwayrāt	id=g:83583
Qārat al Quway`id	id=g:83584
Suwayrāt al Quwayfilah	id=g:83585
Minţaqat Quwaydir	id=g:83586
Ḩawsh Quwaydir	id=g:83587
Bi’r Quwaydir	id=g:83588
Jawf al Quwayd	id=g:83589
Abyār al Quwayd	id=g:83590
Ghawţ al Quwaybī	id=g:83591
Wādī al Quţayţīs	id=g:83592
Hawá al Quţayţīrah	id=g:83593
Sāniyat al Quţayţ	id=g:83594
Bi’r al Quţ‘ānīyah	id=g:83595
Sāniyat al Quţ‘ān	id=g:83596
Balţat al Quţ‘ah	id=g:83597
Quşūr Mu‘ayzil	id=g:83598
Quşūr Irdūn	id=g:83599
Quşūr Ghulaythah	id=g:83600
Quşūr `Ayt al Ḩajal	id=g:83601
Quşūr at Tawāzīl	id=g:83602
Quşūr ath Thūmah	id=g:83603
Quşūr al Majāhīr	id=g:83604
Quşūr al Majāhīr	id=g:83605
Quşūr al Majāhīr	id=g:83606
Quşūr al Būmbah	id=g:83607
Quşūr al Būmbah	id=g:83608
Quşūr al Būmbah	id=g:83609
Wādī al Quşūr	id=g:83610
Kāf al Quşūr	id=g:83611
Bi'r al Quşūr	id=g:83612
Wādī al Quşayyir	id=g:83613
Bi’r Quşayr Zā’id	id=g:83614
Quşayr Laqbah	id=g:83615
Quşayr Bū al Farā’is	id=g:83616
Quşayr Baqqār	id=g:83617
Bi’r Quşayr at Turāb	id=g:83618
Quşayr as Sajn	id=g:83619
Quşayr ash Sharīf	id=g:83620
Quşayr al Muzaţţal	id=g:83621
Wādī Quşayr al Māl	id=g:83622
Quşayr al Jurfān	id=g:83623
Quşayr al Gharāyāt	id=g:83624
Quşayr ad Daffah	id=g:83625
Jabbānat al Quşayr	id=g:83626
Bi’r al Quşayr	id=g:83627
Bi’r al Quşayr	id=g:83628
Sīrat al Quşayf	id=g:83629
‘Ayn al Quşaybāyah	id=g:83630
Wādī al Quşaybāt	id=g:83631
Bi’r al Quşaybāt	id=g:83632
Wādī al Quşay`āt	id=g:83633
Saqīfat Quşay‘āt	id=g:83634
Ḩarf Quşay‘āt	id=g:83635
Ḩaţīyat al Quşay‘ah	id=g:83636
Wādī al Qurnah	id=g:83637
Qurmūd `Anūdah	id=g:83638
Sīrat Qurmūd	id=g:83639
Sīrat Qūribah	id=g:83640
Ghawţ al Qurḑāb	id=g:83641
Qurayyat aţ Ţarshā'	id=g:83642
Wādī Qurayyāt aş Şūf	id=g:83643
Wādī al Qurayyāt	id=g:83644
Bi'r al Qurayyāt	id=g:83645
Bi’r Quraywī	id=g:83646
Wādī al Quraytāt	id=g:83647
Shuţbān al Qurayţah	id=g:83648
Shaţīb al Qurayţah	id=g:83649
Bi’r Quraysin	id=g:83650
Wādī al Qurayshī	id=g:83651
Wādī Quraysh	id=g:83652
Wādī Quraysh	id=g:83653
Bi'r Quraysh	id=g:83654
Jawf al Qurayr	id=g:83655
‘Urqūb Qurayn Ghazāl	id=g:83656
Wādī al Quraynāt	id=g:83657
Minţaqat al Quraynāt	id=g:83658
Wādī al Qurayn	id=g:83659
Shaţīb al Qurayn	id=g:83660
Quray‘at Mişrātah	id=g:83661
Wādī al Qūrá	id=g:83662
Mājin al Qurá	id=g:83663
Wādī al Qūr	id=g:83664
Bi'r al Qūr	id=g:83665
Wādī al Qunşulīyah	id=g:83666
Sabkhat al Qunnayyin	id=g:83667
Wādī Qunfudh	id=g:83668
Sabkhat al Qunayyin	id=g:83669
Dūr al Qunayyin	id=g:83670
Jabbānat al Qunayţishah	id=g:83671
Jabbānat al Qunaydīlah	id=g:83672
Z̧ahr al Qumayḩah	id=g:83673
Qulminyā	id=g:83674
Bi’r Qullat ar Ra’s	id=g:83675
Wādī Qulayyah	id=g:83676
Wādī Qulayyah	id=g:83677
Bi’r Qulayyah	id=g:83678
Ghawţ Qulaybīyah	id=g:83679
Hawá Qulaybiţīyah	id=g:83680
Wādī Qulay`at Nawwārah	id=g:83681
Qulay`at Nawwārah	id=g:83682
Wādī al Qulay`āt	id=g:83683
Wādī al Qulay`āt	id=g:83684
‘Urqūb al Qulay‘āt	id=g:83685
Minţaqat al Qulay`āt	id=g:83686
`Ilwat al Qulay`āt	id=g:83687
Ghawţ al Qulay`āt	id=g:83688
Ghawţ al Qulay`āt	id=g:83689
Bi'r al Qulay`āt	id=g:83690
Wādī al Qudūr	id=g:83691
Wādī Qudayr	id=g:83692
Qubūr Muşaddanah	id=g:83693
Wādī Qubūr aş Şabāyā	id=g:83694
‘Aqīrat Qubūr al Ḩajal	id=g:83695
Minţaqat Qubūr al Furaykh	id=g:83696
Ghawţ al Qubbī	id=g:83697
Saqīfat Qubbah	id=g:83698
Bi’r al Qubbah	id=g:83699
Abyār al Qubbah	id=g:83700
Sīrat al Qubayyāt	id=g:83701
Ḩarf al Qubayrāt	id=g:83702
Abyār al Qubaybāt	id=g:83703
Wādī al Qubaybah	id=g:83704
Jabbānat al Qubaybah	id=g:83705
Sīrat al Qubay`	id=g:83706
Bi'r Qu`ayqīş	id=g:83707
Wādī al Qiţţah	id=g:83708
Ma`ţan al Qiţţah	id=g:83709
Ma`ţan Qiţmīr	id=g:83710
Jawf Qiţmīr	id=g:83711
Qiţmīr	id=g:83712
Mājin al Qismah	id=g:83713
