Hācheh Dāghī	id=g:6689142
Darreh-ye Būlfā	id=g:6727600
Darreh-ye Ḩeşār Cherāgh	id=g:6727601
Sar Sarāb	id=g:6727602
Kanī Ganj‘alī	id=g:6727603
Darreh-ye Emām	id=g:6727604
Khvortā	id=g:6727605
Farāposhak	id=g:6727606
Gerow Kenār	id=g:6727607
Darreh-ye Kahrīz	id=g:6727608
Emāmzādeh Bābā Naz̧ar	id=g:6727609
Kūh-e Khazīneh	id=g:6727610
Darreh-ye Mārān	id=g:6727611
Kūh-e Dīdeh Bān	id=g:6727612
Rūdkhāneh-ye Chaman	id=g:6727613
Darreh-ye Darband	id=g:6727614
Cheshmeh-ye Sang	id=g:6727615
Rūdkhāneh-ye Shūr	id=g:6727616
Bāgh-e Chelleh	id=g:6727617
Kanī Por Āb	id=g:6727618
Rūdkhāneh-ye Darband	id=g:6727619
Cham-e Do Sar	id=g:6727620
Maqbareh-ye Seyyed Ḩeydar	id=g:6727621
Maqbareh-ye Seyyed Moḩammad	id=g:6727622
Zīāratgāh-e Emām ‘Alī	id=g:6727623
Cham-e Gūr	id=g:6727624
Darreh-ye Āb Shūr	id=g:6727625
Darreh-ye Lāposht	id=g:6727626
Darreh-ye Chovāneh	id=g:6727627
Cham-e Qūch	id=g:6727628
Cham-e Dānyār	id=g:6727629
Darreh-ye Kānī Charmū	id=g:6727630
Zīāratgāh-e Kherzdīn	id=g:6727631
Qal‘eh-ye Kohneh Qalā	id=g:6727632
Kūh-e Mādīān	id=g:6727633
Darreh-ye Golnān-e Sabzevār	id=g:6727634
Rūdkhāneh-ye Dowlat Yār	id=g:6727635
Darreh-ye Kargān-e Chehel Amīrān	id=g:6727636
Emāmzādeh Ḩayāqū	id=g:6727637
Darreh-ye Cheshmān	id=g:6727638
Maqbareh-ye Seyyed Torāb	id=g:6727639
Darreh-ye Bāgh	id=g:6727640
Darreh-ye Zereshk	id=g:6727641
Maqbareh-ye Kūh Ţūr	id=g:6727642
Sarāb Chel	id=g:6727643
Maqbareh-ye Emām Qāsem	id=g:6727644
Kūh-e Emām Sīālī	id=g:6727645
Kūh-e Kānī Reẕā	id=g:6727646
Cham-e Qadīm Khān	id=g:6727647
Ḩayātyūm	id=g:6727648
Darreh-ye Bolbol	id=g:6727649
Cham-e Ashrafābād	id=g:6727650
Darreh-ye Chāl Owz	id=g:6727651
Kūh-e Karam Kūnānī	id=g:6727652
Borj-e A‘lā Khān	id=g:6727653
Darreh-ye Zoljār	id=g:6727654
Cham-e Shefteh	id=g:6727655
Kūh-e Kalāv Shekan	id=g:6727656
Kūh-e Qeyşeh	id=g:6727657
Sherkat-e Sīmān-e Kordestān	id=g:6727658
Chālāb-e Qīāsheh	id=g:6727659
Kānī Soheylā	id=g:6727660
Kūh-e Kūcheh Kūnātī	id=g:6727661
Kūh-e Panjeh ‘Alī	id=g:6727662
Pārk-e Shāhed	id=g:6727663
Kūh-e Kūrūr Dowt	id=g:6727664
Kūh-e Solţān ‘Alī	id=g:6727665
Kānī Fowq od Dīn	id=g:6727666
Emāmzādeh Khvorzaneh	id=g:6727667
Cheshmeh-ye Gol Choqondar	id=g:6727668
Cheshmeh-ye Gol Kheyrvīz	id=g:6727669
Emām ‘Alī	id=g:6727670
Qarah Shīreh	id=g:6727671
Cheshmeh-ye Kārīn	id=g:6727672
Kānī-ye Gūreh	id=g:6727673
Khadrzenā	id=g:6727674
Tappeh-ye Emām ‘Alī	id=g:6727675
Emāmzādeh Ebrāhīm	id=g:6727676
Kānī Malekshāh	id=g:6727677
Kūh-e Dorūgh Gū	id=g:6727678
Kūh-e Khāvarābād	id=g:6727679
Kūh-e Khalījlī	id=g:6727680
Kūh-e Sarāb	id=g:6727681
Kūh-e Dameh Dūd	id=g:6727682
Kūh-e Sarāb	id=g:6727683
Kūh-e Gāv Panā	id=g:6727684
Kūh-e Khvoreh Tāv	id=g:6727685
Kānī-ye Havāsānī	id=g:6727686
Yekehdār	id=g:6727687
‘Abdālān	id=g:6727688
Kūh-e Bozorg	id=g:6727689
Kūh-e Tangar	id=g:6727690
Emāmzādeh Ḩayāt Gheybī	id=g:6727691
Honarestān-e Keshāvarzī-ye Bījār	id=g:6727692
Bāgh-e Bābā	id=g:6727693
Bacheh Seyfal	id=g:6727694
Kūtkolī	id=g:6727695
Emāmzādeh Qāsem	id=g:6727696
Kānī-ye Gūreh	id=g:6727697
Rūdkhāneh-ye Darreh Kū	id=g:6727698
Kānī-ye Bahāreh Mīngeh	id=g:6727699
Tābestānī	id=g:6727700
Khvodlān	id=g:6727702
Cheshmeh Zāl	id=g:6727703
Ḩasanābād	id=g:6727704
Kūh-e Bābā Moşţafá	id=g:6727706
Maqbareh-ye Seyyed ‘Abdollāh	id=g:6727707
Darreh-ye Cham Kāz̧em	id=g:6727708
Kūh-e Kartūpīā	id=g:6727709
Yāl-e Kachalān	id=g:6727710
Emāmzādeh Bābā Faqīh	id=g:6727711
Yāl-e Cheshmeh Sefīd	id=g:6727712
Darreh-ye Āghbolāgh Chā'ī	id=g:6727713
Tappeh-ye Seh Qardāsh	id=g:6727722
Rajab Darrehsī	id=g:6727723
Āq Darreh	id=g:6727724
Darreh-ye Pāl Chūkhlū	id=g:6727725
Emām Dāghī	id=g:6727726
Tappeh-ye Āq Darreh Bāshī	id=g:6727727
Qūzāylar	id=g:6727728
Darreh-ye Aqjī Qayah	id=g:6727729
Kūh-e Sheykh Darrehsī	id=g:6727730
Cheshmeh-ye Tak Āqāj	id=g:6727731
Darreh-ye Tūk Nak Dāsh	id=g:6727732
Tappeh-ye Morād Khān-e Qūzī	id=g:6727733
Darreh-ye Gol Āqājī	id=g:6727734
Qūzū Jākh Chāy	id=g:6727735
Kāz̧em Darrehsī	id=g:6727736
Ḩammām Darreh	id=g:6727737
Maqbareh-ye Seyyed ‘Enāyat-e Nabavī	id=g:6727738
Kūh-e Būjār Khān Darrehsī	id=g:6727739
Tappeh-ye Kū Khābolāghī	id=g:6727740
Yūkhārī Bāgh	id=g:6727741
Cheshmeh-ye Qarū Gol	id=g:6727742
Rūdkhāneh-ye Darband	id=g:6727743
Manba‘ Bāshī	id=g:6727744
Kand Darrehsī	id=g:6727745
Kūh-e Āy Qal‘ehsī	id=g:6727746
Cheshmeh-ye Qarah Dāsh	id=g:6727747
Darreh-ye Ghāzān Bolāghī	id=g:6727748
Ma‘dan-e Shahrak Āhan	id=g:6727749
Dāl Darreh	id=g:6727750
Āb-e Kows̄ar	id=g:6727751
Ghāzān Bolāghī	id=g:6727752
Kūh-e Sarālān	id=g:6727753
Cheshmeh-ye Kahrīz	id=g:6727754
Owlcheh Bolāghī	id=g:6727755
Cheshmeh-ye Raḩmān	id=g:6727756
Kānī Reẕā	id=g:6727757
Darreh-ye Kolbeh-ye Reẕā	id=g:6727758
Āq Qal‘eh	id=g:6727759
Owrtā Dāgh	id=g:6727760
Ozūn Darreh	id=g:6727761
Kānī Pay	id=g:6727762
Qermez Qal‘eh	id=g:6727763
Gū Darreh	id=g:6727764
Rūdkhāneh-ye Qūrt Darreh Chāy	id=g:6727765
Kūh-e Qātār Qayah	id=g:6727766
Maqbareh-ye Seyyed Mīr Ja‘far-e Nabavī	id=g:6727767
Kūh-e ‘Alī Qoljī	id=g:6727768
Nesh Bolāgh	id=g:6727769
Dehdārī-ye Āqbolāgh	id=g:6727770
Maqbareh-ye Seyyed Esmā‘īl	id=g:6727771
Qūrt Darrehsī	id=g:6727772
Emāmzādeh ‘Alī on Naqī	id=g:6727773
Darreh-ye Karīm Beyk	id=g:6727774
Kūh-e Hardeh	id=g:6727775
Cheshmeh-ye Kahrīz	id=g:6727776
Darreh-ye Āq Bolāgh Shūnū	id=g:6727777
Karīm Darrehsī	id=g:6727778
Kūh-e Qesh Qayūl	id=g:6727779
Darreh-ye Cherīshlī	id=g:6727780
Darreh-ye Qoşārī	id=g:6727781
Darreh-ye Qamesh Gol	id=g:6727782
Darreh-ye Kū'eh Jū	id=g:6727783
Kūh-e Dālī Yer	id=g:6727784
Kūh-e Qarāvāl Khāneh	id=g:6727785
Dāl Darreh	id=g:6727786
Tork Tappeh	id=g:6727787
Meydān Darrehsī	id=g:6727788
Karchan Darreh	id=g:6727789
Tappeh-ye Har Dehlar	id=g:6727790
Darreh-ye Yūkhārī Āqāj	id=g:6727791
Bāgh Darrehsī	id=g:6727792
Darreh-ye Farandeh	id=g:6727793
Darreh-ye Qarah Gonī	id=g:6727794
Darreh-ye Āshāqāj	id=g:6727795
Kahrīz-e ‘Olyā	id=g:6727796
Kahrīz-e Soflá	id=g:6727797
Darreh-ye Soleymān Golī	id=g:6727798
Chāy Bolāgh	id=g:6727799
Qarah Āghāj	id=g:6727800
Kamūr Tappeh	id=g:6727801
Rūdkhāneh-ye Kārvānsarā	id=g:6727802
Darreh-ye Gavākh	id=g:6727803
Darreh-ye Qezel Lār	id=g:6727804
Qarah Darreh	id=g:6727805
Kūh-e Nowk Nak Dāsh	id=g:6727806
Pūzān Dāghī	id=g:6727807
Tappeh-ye Qarāvāl Khāneh	id=g:6727808
Cheshmeh-ye Āqā Moḩammad Golī	id=g:6727809
Darreh-ye Āqā Moḩammad Golī	id=g:6727810
Darreh-ye Qabrestān Dālī	id=g:6727811
Cheshmeh-ye Deh Bar	id=g:6727812
Kot Darrehsī	id=g:6727813
Tappeh-ye Sārī Dāshī	id=g:6727814
Kūh-e Manjūqlaq	id=g:6727815
Kūh-e Bāl Qayahsī	id=g:6727816
Rūdkhāneh-ye Ḩalab	id=g:6727817
Ayālū	id=g:6727818
Qarah Qūsh	id=g:6727819
Tappeh-ye Qarah Qūzī	id=g:6727820
Darreh-ye Khadarbār	id=g:6727821
Darreh-ye Darband	id=g:6727822
Kand Darrehsī	id=g:6727823
Qarahsī Bolāghī	id=g:6727824
Tappeh-ye Dāshī Dowlā'ī	id=g:6727825
Chef Darreh	id=g:6727826
Darreh-ye Barīlī	id=g:6727827
‘Abbās Darrehsī	id=g:6727828
Darreh-ye Dāsh Bolāgh	id=g:6727829
Darreh-ye Qarah Gol	id=g:6727830
Cherāgh Darrehsī	id=g:6727831
Darreh-ye Sūyat Day	id=g:6727832
Cheshmeh-ye Mūborī	id=g:6727834
Tappeh-ye Qūzī	id=g:6727835
Darreh-ye Dāsh Bolāgh	id=g:6727836
Kachal Tappeh	id=g:6727837
Qāẕī Bolāgh	id=g:6727838
Shād Darreh	id=g:6727839
Darreh-ye Owrīk	id=g:6727840
Darreh-ye Qameshlī	id=g:6727841
Ḩoseyn Bolāghī	id=g:6727842
Darreh-ye Solţān	id=g:6727843
Tappeh-ye Mūsá Khān-e Bolāghī	id=g:6727844
Kūh-e Emām	id=g:6727845
Ḩoseyn Darrehsī	id=g:6727846
Gavān Darreh	id=g:6727847
Darreh-ye Nūkeh	id=g:6727848
Ḩasan Khān Darrehsī	id=g:6727849
Qālā Darrehsī	id=g:6727850
Sūlūgūn Darreh	id=g:6727851
Darreh-ye Kahrīz	id=g:6727852
Darreh-ye Ārvādlūlan	id=g:6727853
Cheshmeh-ye Kahrīz	id=g:6727854
Darreh-ye Kahrīz	id=g:6727855
Tappeh-ye Sar Dūzkālā	id=g:6727856
Jājī Darreh	id=g:6727858
Sār Gol Darrehsī	id=g:6727859
Khalīfeh Kandī	id=g:6727860
Cheshmeh-ye Dāshī Bolāgh	id=g:6727861
Ebī Darrehsī	id=g:6727862
Āq Darreh	id=g:6727863
Darreh-ye Ayālū	id=g:6727864
Ayālū Darrehsī	id=g:6727865
Karam Darrehsī	id=g:6727866
Qarah Dāgh	id=g:6727867
Kohneh Kand	id=g:6727868
Kūh-e Do‘āband	id=g:6727869
Kūh-e Kakeh Owlū	id=g:6727870
Āq Dāgh	id=g:6727871
Kūh-e Sīāh	id=g:6727872
Qalā Tappeh	id=g:6727873
Manşūr Qāyed	id=g:6727874
Zīāratgāh-e Seyyed Esmā‘īl	id=g:6727875
Maqbareh-ye Bahrām Gonbad	id=g:6727876
Khadar ‘Elyās	id=g:6727877
Khadar Zendeh	id=g:6727878
Kūh-e Qalāylān	id=g:6727879
Rūdkhāneh-ye Gavazn	id=g:6727880
Owrteh Qeshlāq	id=g:6727881
Chāy Sīyūrī	id=g:6727882
Emāmzādeh Gonbad	id=g:6727883
Shūr Sū	id=g:6727884
Jedāqayah	id=g:6727885
Kūh-e Qarāghūl	id=g:6727886
Gangarmaz	id=g:6727887
Dasht-e Allāh Akbar	id=g:6727888
Qavāq Tappeh	id=g:6727889
Gollar	id=g:6727890
Memmī Darmānī	id=g:6727891
Ādnā Cham	id=g:6727892
Ḩeşār Cham	id=g:6727893
Yūrt Yarī	id=g:6727894
Darreh-ye Kalātak	id=g:6729247
Emāmzādeh Ḩaẕrat-e ‘Alī	id=g:6729248
Emāmzādeh Khvājeh Kheẕr	id=g:6729249
Seyyed Maḩmūd	id=g:6729250
Rūdkhāneh-ye Delvār-e Ābdārī	id=g:6729251
Bāgh-e Līrāvī	id=g:6729252
Emāmzādeh ‘Abbās	id=g:6729253
Shāhzādeh Moḩammad	id=g:6729254
Emāmzādeh Bībī Ḩalīmeh	id=g:6729255
Darreh Khersī	id=g:6729256
Gorgī	id=g:6729257
Emāmzādeh Bībī Maryam	id=g:6729258
Emāmzādeh Shāhzādeh ‘Abdollāh	id=g:6729259
Kat Dār	id=g:6729260
Khvosh Kharī	id=g:6729261
Darreh-ye Fāsh Shekar	id=g:6729262
Emāmzādeh Shāh Solţān	id=g:6729263
Shahr-e Vīrān	id=g:6729264
Shāh ‘Eynī	id=g:6729265
Rūdkhāneh-ye Darreh Sūgar	id=g:6729266
Bankī	id=g:6729267
Emāmzādeh Shāh Ḩeydar	id=g:6729268
Moḩammad Edīsīn	id=g:6729269
Bīst Manī	id=g:6729270
Kharī Shaţ	id=g:6729271
Chāh Shīr Now	id=g:6729272
Emāmzādeh Moḩammad ‘Alī	id=g:6729273
Bāgh-e Kachlal	id=g:6729274
Darreh-ye Galam	id=g:6729275
Emāmzādeh Shāh Qāsem	id=g:6729276
Khvor-e Zīārat	id=g:6729277
Kalāstar-e Bīnak	id=g:6729278
Khvor-e Ghowrāb	id=g:6729279
Khvor-e Band Ashkī	id=g:6729280
Kārkhāneh-ye Pūdr-e Māhī	id=g:6729281
Ḩoseynābād	id=g:6729282
Khvor-e Dowtū	id=g:6729283
Shāh Seyfollāh	id=g:6729284
Khvor-e Kheẕr	id=g:6729285
Khvor-e Kalgeh	id=g:6729286
Emāmzādeh Sheykh Zangī	id=g:6729287
Pāsgāh-e Sāḩelī-ye Bovīrāt	id=g:6729288
Pāsgāh-e Sāḩelī Leylateyn	id=g:6729289
Khvor-e ‘Abbas‘alī	id=g:6729290
Khvor-e Moshtarek	id=g:6729291
Khvor-e Borjak	id=g:6729292
Kūh-e Zeydūn	id=g:6729306
Emāmzādeh Ḩaẕrat-e ‘Alī	id=g:6729307
Rūdkhāneh-ye Darreh Garmābeh	id=g:6729308
Sherkat-e Sang Shekan	id=g:6729309
Behzādī	id=g:6729310
Shāhzādeh Moḩammad	id=g:6729311
Vāḩed-e Bahreh Bardārī-ye Pāzanān-e Do	id=g:6729312
Sherkat-e Rowghan Nabātī	id=g:6729313
Kamp-e Pāzanān	id=g:6729314
Pāzanān-e Do	id=g:6729315
Emāmzādeh Ḩeydar Karrār	id=g:6729316
Cham-e Bāstān	id=g:6729317
Emāmzādeh Bībī Ḩakīmeh	id=g:6729318
Dasht-e Khaţīrī	id=g:6729319
Kūh-e Kheyrābād	id=g:6729320
Ābrīzī	id=g:6729321
Noşratābād	id=g:6729322
Kūh-e Par Derāz	id=g:6729323
Kūh-e Qal‘eh-ye Ḩamīd ow Majīd	id=g:6729324
Kūh-e Zard Mordārī	id=g:6729325
Darreh-ye Shūr	id=g:6729326
Rūdkhāneh-ye Kambal	id=g:6729327
Khashen Āb	id=g:6729328
Kūh-e Dīn	id=g:6729329
Rūdkhāneh-ye Darreh-ye Lār	id=g:6729330
Darreh-ye Lā	id=g:6729331
Darreh-ye Pīrdūn	id=g:6729332
Darreh-ye Shūr	id=g:6729333
Darreh-ye Āb Anjīr	id=g:6729334
Maqbareh-ye Amīr ol Mo’menīn	id=g:6729335
Zīāratgāh-e Ḩaẕrat-e Moḩammad	id=g:6729336
Zīāratgāh-e Ḩaẕrat-e ‘Alī	id=g:6729337
Porowzheh-ye Gāz-e Sīāh Makān	id=g:6729338
Chahār Rāh-e Bībī Ḩakīmeh	id=g:6729339
Band-e ‘Ezrālīl	id=g:6729340
Kūh-e Qal‘eh Golāb	id=g:6729341
Shaleh Zār-e (1)	id=g:6729342
Shaleh Zār-e (2)	id=g:6729343
Kūh-e Halīgūn	id=g:6729344
Īstgāh-e Gāz-e Bībī Ḩakīmeh	id=g:6729345
Edāreh-e Rāh Va Sākhtemān-e Jādeh-ye Bībī Ḩakīmeh	id=g:6729346
Kūh-e Reshteh	id=g:6729347
Kūh-e Gārīn Geh	id=g:6729348
Kūh-e Pahnā	id=g:6729349
Khalīj-e Fārs	id=g:6729350
Darreh-ye Zandārūn	id=g:6729351
Emāmzādeh Shāh ‘Abdollāh	id=g:6729352
Emāmzādeh Shāh Cherāgh	id=g:6729353
Tang-e Tūmbetā	id=g:6729354
Kūh-e Davīr Sū	id=g:6729355
Darreh-ye Amāzak	id=g:6729356
Kūh-e Tāveh Sarkesh	id=g:6729357
Tang-e Askhī	id=g:6729358
Kūh-e Shāh ‘Abdollāhī	id=g:6729359
Kūh-e Dār Shākhū	id=g:6729360
Kūh-e Par Kārūnag	id=g:6729361
Tang-e Chelleh	id=g:6729362
Darreh-ye Dow	id=g:6729363
Rūdkhāneh-ye Darreh Dow	id=g:6729364
Emāmzādeh Ja‘far	id=g:6729365
Ājor Pazī-ye Omīd-e Deylam	id=g:6729366
Tolūb	id=g:6729367
Kūh-e Pāzanān	id=g:6729368
Emāmzādeh Amīr Ja‘far	id=g:6729369
Ganāsī	id=g:6729370
Emāmzādeh Kheẕr	id=g:6729371
Emāmzādeh ‘Abdollāh	id=g:6729372
Zīāratgāh-e Bībī Zahrā Khātūn	id=g:6729373
Band-e Kalāl	id=g:6729374
Emāmzādeh ‘Abbās‘alī	id=g:6729375
Deh Bīsheh-ye Vasaţ	id=g:6729376
Emāmzādeh Seyyed Naşīr od Dīn Moḩammad	id=g:6729377
Cheshmeh Sardū	id=g:6729378
Emāmzādeh ‘Abdollāh	id=g:6729379
Mangolās-e Bozorg	id=g:6729380
Kūh-e Band-e Morgh	id=g:6729381
Ney Zār	id=g:6729382
Emāmzādeh Abūz̄ar	id=g:6729383
Rūdkhāneh-ye Kheyrābād	id=g:6729384
Shāhzādeh Ebrāhīm	id=g:6729385
Emāmzādeh Amīr Khalīl	id=g:6729386
Tīrdārī	id=g:6729459
Do Par Naz̧arī	id=g:6729460
Shahrak-e Godār Takhtī	id=g:6729461
Emāmzādeh Bābā Aḩmad	id=g:6729462
Zūr Āzemā-ye Soflá	id=g:6729463
Kūh-e Qal‘eh Nāder	id=g:6729464
Qal‘eh-ye Nāder	id=g:6729465
Kūh-e Qūchān	id=g:6729466
Cheshmeh-ye Ābhūn	id=g:6729467
Emāmzādeh ‘Abd-e Şāleḩ	id=g:6729468
Sīāh Shīr-e Soflá	id=g:6729469
Āb Anār	id=g:6729470
Chahār Ashgoft	id=g:6729471
Ghār Neshīn	id=g:6729473
Haft Cheshmeh	id=g:6729474
Jūl Ābleh	id=g:6729475
Shahrū’ī (2)	id=g:6729476
Sherkat-e Veysī Gol-e Zard	id=g:6729477
Mojtame‘-e Morghdārī-ye Behbahān	id=g:6729478
Shahrak-e Gol-e Zard-e Veysī	id=g:6729479
Varzard	id=g:6729480
Talkh Āb-e Vazard	id=g:6729481
Sar Jowshar-e Vaḩdat	id=g:6729482
Sar Jowshar-e Aḩḩad	id=g:6729483
Sar Jowshar-e Badr	id=g:6729484
Qabr-e Qeyşar (2)	id=g:6729485
Edāreh-ye Rāh Va Tarābarī-ye Līkak	id=g:6729486
Shahrak-e Sīāh Shīr	id=g:6729487
Kūh-e Dow Par	id=g:6729488
Qalāt (2)	id=g:6729489
Posht Tāveh	id=g:6729490
Qalāt	id=g:6729491
Bābā	id=g:6729492
Shahrak-e Shahīd Chīreh Nezhād	id=g:6729493
Posht Bar	id=g:6729494
Darreh-ye Māghar	id=g:6729495
Tang-e Māghar	id=g:6729496
Kūh-e Moshteh	id=g:6729497
Emāmzādeh Amīr ol Mow’menīn	id=g:6729498
Āb Seyl	id=g:6729499
Qalāt	id=g:6729500
Tū Gowdī	id=g:6729501
Darreh-ye Nārenjī	id=g:6729502
Barmūl	id=g:6729503
Mīān Bāghān	id=g:6729504
Barmūl	id=g:6729505
Tang-e Rāskūn	id=g:6729506
Kūh-e Narīān	id=g:6729507
Bejak	id=g:6729508
Tang-e Bejak	id=g:6729509
Rūdkhāneh-ye Talkh Āb	id=g:6729510
Mūljak	id=g:6729511
Shahrak-e Badr	id=g:6729512
Sar Jowshar-e Āzādī	id=g:6729513
Sar Jowshar-e Qods	id=g:6729514
Emāmzādeh Shāh Maḩmūd	id=g:6729515
Shahrīārī	id=g:6729516
Emāmzādeh Pīr Jamāl	id=g:6729517
Dabar	id=g:6729518
Tūrahī (2)	id=g:6729519
Qalāt-e Tūrī	id=g:6729520
Markaz-e Jahād-e Dehestān-e Teshān	id=g:6729521
S̄ārollāh Shāh-e Ghāleb	id=g:6729522
Kalīkī	id=g:6729523
Moḩammad ‘Alī	id=g:6729524
Emāmzādeh Eslām Z̄ū ol Faqār	id=g:6729525
Emāmzādeh Shāh ‘Asgar	id=g:6729526
Āb Garmak	id=g:6729527
Shahrak-e Valī-ye ‘Aşr	id=g:6729528
Shāh-e Pīrābād	id=g:6729529
Emāmzādeh Aḩmad Shāh-e Pīrābād	id=g:6729530
Borj-e Mūsavī	id=g:6729531
Yūsefī	id=g:6729532
Pāsgāh-e Nīrū-ye Entez̧āmī-ye Teshān	id=g:6729533
Emāmzādeh Shāh Zendān	id=g:6729534
Veysī Gol-e Zard	id=g:6729535
Cheshmeh Charāb	id=g:6729536
Pārk-e Jangalī-ye Salmān-e Fārsī	id=g:6729537
Darreh-ye Chargelī	id=g:6729538
Rūdkhāneh-ye Mārūn	id=g:6729539
Chāl Qefār	id=g:6729540
Tappeh-ye Kamar Khalīfeh	id=g:6729541
Vāḩed-e Namakzedā’ī-ye Pāzanān	id=g:6729542
Pargūn	id=g:6729543
Pūzeh-ye Segol	id=g:6729544
Tow Gūrī	id=g:6729545
Pūzeh-ye Ābrash	id=g:6729546
Pūzeh-ye Sangī	id=g:6729547
Bāgh-e Eqbāl	id=g:6729548
Emāmzādeh Shīr ‘Alī	id=g:6729549
Davāzdah Emām	id=g:6729550
Kūtak-e Soflá	id=g:6729551
Emāmzādeh Ḩasan	id=g:6729552
Emām Reẕā	id=g:6729553
Darreh-ye Shekar Āb	id=g:6729554
Emāmzādeh ‘Abdollāh	id=g:6729555
Gar Āb	id=g:6729556
Tang-e Badīl-e Bozorg	id=g:6729557
Tang-e Badīl-e Kūchek	id=g:6729558
Ḩājjī Moḩammad	id=g:6729559
Emāmzādeh Moḩammad Bāqer	id=g:6729560
Emāmzādeh Maḩmūd	id=g:6729561
Bībī Bozorgvār	id=g:6729562
Shāh Aḩmad	id=g:6729563
Emāmzādeh Shāh Faẕl	id=g:6729564
Emāmzādeh Zeyn ol ‘Ābedīn	id=g:6729565
Khārestān-e Vosţá	id=g:6729566
Shāhzādeh ‘Abdollāh	id=g:6729567
Emāmzādeh Bībī Yūl	id=g:6729568
Seylāvak	id=g:6729569
Kūy-e Bīmārestān-e Valī-ye ‘Aşr	id=g:6729570
Meydān-e Yādmān	id=g:6729571
Zīāratgāh-e ‘Alī Ebn ol Ḩoseyn	id=g:6729572
Meydān-e Bīd Boland	id=g:6729573
Bolvār-e Modarres	id=g:6729574
Emāmzādeh Bashīr Va Naz̧īr	id=g:6729575
Qaryeh-e Nūr	id=g:6729576
Darreh-ye Pīr	id=g:6729577
Shāh Zendān	id=g:6729578
Tang-e Dehqān	id=g:6729579
Kūh-e Pashkar	id=g:6729580
Tang-e Bālangestān	id=g:6729581
Sadd-e Enḩerāfī-ye Shohadā	id=g:6729582
Kākhāneh-ye Sīmān-e Behbahā	id=g:6729583
Sālārābād	id=g:6729584
Karīmābād	id=g:6729585
Eslāmābād-e Sangborī	id=g:6729586
Amīnābād	id=g:6729587
Nūrābād	id=g:6729588
Kārkhāneh-ye Shīr-e Pāstowrīzeh	id=g:6729589
Bāgh-e Metānat	id=g:6729590
Kūh-e Kheyrābād	id=g:6729591
Emāmzādeh Amīr Javān	id=g:6729592
Rūdkhāneh-ye Kheyrābād	id=g:6729593
Darreh Pahn	id=g:6729594
Darreh Līr	id=g:6729595
Darreh Bāzār	id=g:6729596
Shahrak-e Şan‘atī-ye Behbahān	id=g:6729597
Kūh-e Khāvīz	id=g:6729598
Emāmzādeh Moḩammad	id=g:6729599
Tang-e Khāvīz	id=g:6729600
Kūh-e Tang-e Tekāb	id=g:6729601
Tang-e Mūmnīās̄ī	id=g:6729602
Tang-e Rūsheh Mehr	id=g:6729603
Emāmzādeh Maḩmūd	id=g:6729604
Emāmzādeh Ḩanān	id=g:6729605
Emāmzādeh Mīr ‘Alī Ḩoseyn	id=g:6729606
Bībī Zobeydeh Khātūn	id=g:6729607
Sadd-e Makhzanī-ye Mārūn	id=g:6729608
Kūh-e Bard Zard	id=g:6729609
Barzīān	id=g:6729610
Kūh-e Sar Kamar	id=g:6729611
Bard Zard	id=g:6729612
Kūh-e Dez	id=g:6729613
Kūh-e Gach Darvāzeh	id=g:6729615
Kūh-e Var Kahak	id=g:6729616
Pīr Bādāmī	id=g:6729617
Pīr Bādāmī	id=g:6729618
Chahāb	id=g:6729619
Tang-e Khoshk	id=g:6729620
Tang-e Mamal	id=g:6729621
Tang-e Āb	id=g:6729622
Emāmzādeh ‘Alamdār	id=g:6729623
Dehnow	id=g:6729624
Kūh-e Pā Bīl Kanī	id=g:6729625
Kūh-e Dashtak	id=g:6729626
Bīl Kanī	id=g:6729627
Āzādegān	id=g:6729628
Emāmzādeh ‘Alī Ḩājjī	id=g:6729629
Kal Seyfollāh	id=g:6729630
Tang-e Nīdeh	id=g:6729631
Emāmzādeh Kataj	id=g:6729632
Bāgh-e Āqāvalī	id=g:6729633
Kataj (1)	id=g:6729634
Kataj (2)	id=g:6729635
Sar Sūreh	id=g:6729636
Chahār Rāh-e Āl-e Ţayyeb	id=g:6729637
Bāgh-e Mashhadī Moḩammad Khān	id=g:6729638
Sartang-e Vosţá	id=g:6729639
Bāgh-e Gerd Bīsheh	id=g:6729640
Şafī Khānī	id=g:6729641
Bāgh-e Qāderī	id=g:6729642
Kūh-e Sīmīk	id=g:6729643
Tang-e Sīmīk	id=g:6729644
Emāmzādeh Şāḩeb ol Zamān	id=g:6729645
Kūh-e Tang Band	id=g:6729646
Seyyed Jamāledīn	id=g:6729647
Emāmzādeh Ḩoseyn	id=g:6729648
Qal‘eh Banī	id=g:6729649
Mashhadī ‘Abbās	id=g:6729650
Emām Qolī	id=g:6729651
Mashhadī Ja‘far	id=g:6729652
Emāmzādeh Aḩmad	id=g:6729653
Emāmzādeh Amīr Najm ol Dīn	id=g:6729654
Āb Korī	id=g:6729655
Kūh-e Do Khvos	id=g:6729656
Kūh-e Bon Gerd	id=g:6729657
Tang-e Borm-e Sabz	id=g:6729658
Dom-e Eshgaft	id=g:6729659
Mūger	id=g:6729660
Seyyed Naser od Dīn	id=g:6729661
Band-e Kabūtarī	id=g:6729662
Āb Mūsá	id=g:6729663
Dollā Bezār	id=g:6729664
Gardan Gerd	id=g:6729665
Kūh-e Gardan Gerd	id=g:6729666
Darreh-ye Zangī	id=g:6729667
Māl-e Sheykh (2)	id=g:6729668
