Boloto Otkhozhiy Les	id=g:513966
Nurma	id=g:516709
Nurma	id=g:516710
Nurma	id=g:516711
Nurlino	id=g:516712
Nurlaty	id=g:516713
Nurlaty	id=g:516714
Sovkhoz Nurlatskiy	id=g:516715
Nurlat	id=g:516716
Nurkiyeva	id=g:516717
Sovkhoz Nurkeyevskiy	id=g:516718
Nuris	id=g:516719
Nurinsk	id=g:516720
Nuriner	id=g:516721
Nurimanovskiy Rayon	id=g:516722
Zapovednik Nurgush	id=g:516723
Nureyevo	id=g:516724
Nurets	id=g:516725
Nurdavletovo	id=g:516726
Nurda-Ozero	id=g:516727
Nurdamuchash	id=g:516728
Nur	id=g:516729
Nuradilovo	id=g:516730
Nura	id=g:516731
Nur	id=g:516732
Nur	id=g:516733
Nur	id=g:516734
Nuprovo	id=g:516735
Ozero Nupa-Yarvi	id=g:516736
Nuottiniyemi	id=g:516737
Gora Nuorunen	id=g:516738
Ozero Nungosha	id=g:516739
Nungosha	id=g:516740
Ostrov Numu-Shaari	id=g:516741
Numeroniyemi Mys	id=g:516742
Gora Nul’-Tundra	id=g:516743
Nula	id=g:516744
Ozero Nul’	id=g:516745
Nukuttalakhti	id=g:516746
Nuksha	id=g:516747
Nuksha	id=g:516748
Nuklino	id=g:516749
Nukayevo	id=g:516750
Nukatovo	id=g:516751
Khrebet Nukatl’	id=g:516752
Nugushskoye Vodokhranilishche	id=g:516753
Nugush	id=g:516754
Nugush	id=g:516755
Nugush	id=g:516756
Balka Nugry	id=g:516757
Nugr’	id=g:516758
Nudovka	id=g:516759
Ozero Nudom	id=g:516760
Nudol’	id=g:516761
Nudol’	id=g:516762
Nucha	id=g:516763
Nechayevskaya	id=g:516764
Nozyga	id=g:516765
Nozitsa	id=g:516766
Nozikha	id=g:516767
Nozhva	id=g:516768
Sovkhoz Nozhovskiy	id=g:516769
Nozhovniki	id=g:516770
Nozhovka	id=g:516771
Nozhovka	id=g:516772
Nozhkino	id=g:516773
Nozhkino	id=g:516774
Nozhkino	id=g:516775
Nozhkino	id=g:516776
Nozhkino	id=g:516777
Nozhema	id=g:516778
Nozhay-Yurtovskiy Rayon	id=g:516779
Nozhay-Yurt	id=g:516780
Nozemskiye Isady	id=g:516781
Nozdrin	id=g:516782
Nozdrin	id=g:516783
Stantsiya Nozdrachëvo	id=g:516784
Nozdrachëvo	id=g:516785
Noza	id=g:516786
Noykino	id=g:516787
Ozero Noydomozero	id=g:516788
Noydala	id=g:516789
Noyangush	id=g:516790
Stantsiya Noyabr’skiy	id=g:516791
Noyabrëvka	id=g:516792
Noya	id=g:516793
Ozero Novzemskoye	id=g:516794
Novzema	id=g:516795
Novyy Zay	id=g:516796
Novyy Zay	id=g:516797
Novyy Zavod	id=g:516798
Novyy Yurmash	id=g:516799
Novyy Yesaul	id=g:516800
Novyy Yegorlyk	id=g:516801
Yazgi-Yurt	id=g:516802
Novyy Yavash	id=g:516803
Novyye Vyselki	id=g:516804
Novyy Vizhay	id=g:516805
Novyy Vershaut	id=g:516806
Novyy Varin	id=g:516807
Novyy Valovoy	id=g:516808
Novyy Utchan	id=g:516809
Novyy Usad	id=g:516810
Novyy Usad	id=g:516811
Novyy Usad	id=g:516812
Novyy Usad	id=g:516813
Novyy Urukh	id=g:516814
Novyy Urozhay	id=g:516815
Novyy Uren’	id=g:516816
Kolkhoz Novyy Ural	id=g:516817
Novyy Ural	id=g:516818
Novyy Unkor	id=g:516819
Tuzukley	id=g:516820
Novyy Tukshum	id=g:516821
Novyy Trun	id=g:516822
Kolkhoz Novyy Trud	id=g:516823
Novyy Trud	id=g:516824
Novyy Troitskiy	id=g:516825
Novyy Totsk	id=g:516826
Novotoshkurovo	id=g:516827
Novyy Tor”yal	id=g:516828
Novyy Tiris	id=g:516829
Novyy Tim	id=g:516830
Novyy Terek	id=g:516831
Novyy Terek	id=g:516832
Novyy Syntash	id=g:516833
Novyy Svet Vtoroy	id=g:516834
Novyy Svet Pervyy	id=g:516835
Novyy Svet	id=g:516836
Novyy Svet	id=g:516837
Novyy Svet	id=g:516838
Novyy Svet	id=g:516839
Novyy Svet	id=g:516840
Novyy Svet	id=g:516841
Novyy Svet	id=g:516842
Novyy Svet	id=g:516843
Novyy Svet	id=g:516844
Novyy Svet	id=g:516845
Novyy Svet	id=g:516846
Novyy Svet	id=g:516847
Novyy Svet	id=g:516848
Novyy Svet	id=g:516849
Novyy Svet	id=g:516850
Novyy Susadybash	id=g:516851
Novyy Stroy	id=g:516852
Novostroy	id=g:516853
Kolkhoz Novyy Stroitel'	id=g:516854
Novyy Stan	id=g:516855
Novyy Stan	id=g:516856
Novyy Soykino	id=g:516857
Novyy Skrebel’	id=g:516858
Novyy Sinets	id=g:516859
Novyy Shustruy	id=g:516860
Novyy Shugan	id=g:516861
Novyy Shortomets	id=g:516862
Novyy Sharlyk	id=g:516863
Novyy Senteg	id=g:516864
Novyy Sardek	id=g:516865
Novyy Sanbek	id=g:516866
Sakmar	id=g:516867
Novyy Sadok	id=g:516868
Novyy Sad	id=g:516869
Novyy Rzhavets	id=g:516870
Novyy Russkiy Syugail	id=g:516871
Novyy Rukav	id=g:516872
Novyy Rubtsov	id=g:516873
Novyy Ropsk	id=g:516874
Novyy Rogachik	id=g:516875
Novyy Rizadey	id=g:516876
Novyy Rezhet	id=g:516877
Novyy Redant	id=g:516878
Novyy Rassvet	id=g:516879
Kolkhoz Novyy Put’	id=g:516880
Kolkhoz Novyy Put'	id=g:516881
Kolkhoz Novyy Put'	id=g:516882
Kolkhoz Novyy Put'	id=g:516883
Kolkhoz Novyy Put’	id=g:516884
Kolkhoz Novyy Put’	id=g:516885
Kolkhoz Novyy Put’	id=g:516886
Kolkhoz Novyy Put'	id=g:516887
Kolkhoz Novyy Put’	id=g:516888
Kolkhoz Novyy Put’	id=g:516889
Kolkhoz Novyy Put’	id=g:516890
Kolkhoz Novyy Put’	id=g:516891
Kolkhoz Novyy Put’	id=g:516892
Kolkhoz Novyy Put’	id=g:516893
Kolkhoz Novyy Put’	id=g:516894
Kolkhoz Novyy Put’	id=g:516895
Kolkhoz Novyy Put'	id=g:516896
Novyy Put'	id=g:516897
Novyy Put’	id=g:516898
Novyy Put’	id=g:516899
Novyy Put’	id=g:516900
Novyy Put’	id=g:516901
Novyy Put’	id=g:516902
Novyy Put’	id=g:516903
Novyy Put’	id=g:516904
Novyy Put’	id=g:516905
Novyy Put’	id=g:516906
Novyy Put’	id=g:516907
Novyy Put’	id=g:516908
Novyy Put'	id=g:516909
Novyy Put'	id=g:516910
Novyy Put'	id=g:516911
Novyy Potash	id=g:516912
Stantsiya Novyy Posëlok	id=g:516913
Novyy Posëlok	id=g:516914
Novyy Posëlok	id=g:516915
Novyy Posëlok	id=g:516916
Novyy Posëlok	id=g:516917
Novyy Posëlok	id=g:516918
Novyy Posëlok	id=g:516919
Novyy Posëlok	id=g:516920
Novyy Posëlok	id=g:516921
Novyy Posëlok	id=g:516922
Stantsiya Novyy Port	id=g:516923
Novyy Pogorelets	id=g:516924
Novyy Pochinok	id=g:516925
Novyy Pochinok	id=g:516926
Novyy Picheur	id=g:516927
Stantsiya Novyy Petergof	id=g:516928
Novyy Pashur	id=g:516929
Novyy Pakhar’	id=g:516930
Novyy Oskol	id=g:516931
Novyy Ol’shanets	id=g:516932
Novyy Nurlat	id=g:516933
Novyy Novosël	id=g:516934
Novyy Nekouz	id=g:516935
Novyy Navolok	id=g:516936
Novyy Mutabash	id=g:516937
Novyy Mushkovay	id=g:516938
Novyy Multan	id=g:516939
Novyy Multan	id=g:516940
Novyy Mostyak	id=g:516941
Novyy Most	id=g:516942
Novyy Mochaley	id=g:516943
Kolkhoz Novyy Mir	id=g:516944
Novyy Mir	id=g:516945
Novyy Mir	id=g:516946
Novyy Mir	id=g:516947
Novyy Mir	id=g:516948
Novomirskiy	id=g:516949
Novyy Mir	id=g:516950
Novyy Mir	id=g:516951
Novyy Mir	id=g:516952
Novyy Mir	id=g:516953
Novyy Milet	id=g:516954
Novyy Michan	id=g:516955
Novyy Melekess	id=g:516956
Novyy Medenets	id=g:516957
Novyy Maydan	id=g:516958
Novyy Manych	id=g:516959
Novyy Malmyzh	id=g:516960
Novyy Maklaush	id=g:516961
Novyy Machim	id=g:516962
Novyy Lug	id=g:516963
Novyy Luch	id=g:516964
Novyy Luch	id=g:516965
Novyy Lopag	id=g:516966
Novolipetsk	id=g:516967
Novyy Liman	id=g:516968
Novyy Lashman	id=g:516969
Novyy Kuyuk	id=g:516970
Novyy Kuvak	id=g:516971
Novyy Kutuluk	id=g:516972
Novyy Kurlak	id=g:516973
Kuren’	id=g:516974
Novyy Kumazan	id=g:516975
Novyy Kukmor	id=g:516976
Novyy Kudash	id=g:516977
Urochishche Novyy Krym	id=g:516978
Krutets	id=g:516979
Novyy Krupets	id=g:516980
Novyy Krugozor	id=g:516981
Novyy Koysug	id=g:516982
Novyy Kovylyay	id=g:516983
Novyy Kopyl	id=g:516984
Novyy Kolchim	id=g:516985
Novyy Kokuy	id=g:516986
Novyy Kochevanchik	id=g:516987
Novyy Klyuch	id=g:516988
Novyy Klinov	id=g:516989
Novyy Klin	id=g:516990
Novyy Kistruss	id=g:516991
Novyy Kishit	id=g:516992
Novyy Kiremet’	id=g:516993
Novyy Kipchak	id=g:516994
Novyy Kiner	id=g:516995
Novyy Khutor	id=g:516996
Novyy Khutor	id=g:516997
Novyy Khodovets	id=g:516998
Novyy Khleborob	id=g:516999
Novyy Khatminsk	id=g:517001
Novyy Kep	id=g:517002
Novyy Kazbulat	id=g:517003
Novyy Kazanukay	id=g:517004
Novyy Kaypan	id=g:517005
Novyy Kavkaz	id=g:517006
Novokarysh	id=g:517007
Novyy Karamas	id=g:517008
Novyy Karachay	id=g:517009
Novyy Karachan	id=g:517010
Novyy Kandyz	id=g:517011
Novyy Kamelik	id=g:517012
Novyy Kalmayur	id=g:517013
Novyy Kain	id=g:517014
Novyy Izrail'	id=g:517015
Novyy Ishteryak	id=g:517016
Novyy Iryuk	id=g:517017
Novyy Imyan	id=g:517018
Novyy Ikorets	id=g:517019
Kolkhoz Novyy Gorodok	id=g:517020
Lesouchastok Novyy Gorodok	id=g:517021
Novyy Gorodok	id=g:517022
Novyy Gorodok	id=g:517023
Novyy Gorodets	id=g:517024
Stantsiya Orsk-Novyy Gorod	id=g:517025
Novyy Golitsyn	id=g:517026
Novogashunskiy	id=g:517027
Novogashunskiy	id=g:517028
Novyye Zyattsy	id=g:517029
Novyye Zimnitsy	id=g:517030
Novyye Zabalki	id=g:517031
Novyye Yurkovichi	id=g:517032
Novyye Yuberi	id=g:517033
Novyye Yakovlevichi	id=g:517034
Novyye Yakhakasy	id=g:517035
Novyye Vysli	id=g:517036
Novyye Vysli	id=g:517037
Novyye Vyselki	id=g:517038
Novyye Vyselki	id=g:517039
Novyye Vyselki	id=g:517040
Novyye Vyselki	id=g:517041
Novyye Vyazhishchi	id=g:517042
Vilenitsy	id=g:517043
Novyye Verkhissy	id=g:517044
Novyye Utruby	id=g:517045
Novyye Usy	id=g:517046
Novyye Urgagary	id=g:517047
Novyye Umyslichi	id=g:517048
Novyye Udritsy	id=g:517049
Novyye Uchaly	id=g:517050
Novyye Turnaly	id=g:517051
Novyye Turmyshi	id=g:517052
Novyye Tur’i	id=g:517053
Novyye Turdaki	id=g:517054
Novyye Tingeshi	id=g:517055
Novyye Tinchali	id=g:517056
Novyye Tereboni	id=g:517057
Novyye Tatyshly	id=g:517058
Novyye Sychiki	id=g:517059
Novyye Sosny	id=g:517060
Novyye Sokolki	id=g:517061
Novyye Smolegovitsy	id=g:517062
Novyye Siri	id=g:517063
Novyye Shvedy	id=g:517064
Novyye Shtandy	id=g:517065
Novyye Shpunty	id=g:517066
Novyye Shordany	id=g:517067
Novyye Shimkusy	id=g:517068
Novyye Shestaki	id=g:517069
Novoye Sheptakhovo	id=g:517070
Novyye Shashi	id=g:517071
Novyye Shal’tyamy	id=g:517072
Novyye Shalty	id=g:517073
Novyye Segezhi	id=g:517074
Novyye Saviny	id=g:517075
Novyye Sarty	id=g:517076
Novyye Sarly	id=g:517077
Novyye Salmany	id=g:517078
Novyye Ryadyni	id=g:517079
Rudenki	id=g:517080
Novyye Rameshki	id=g:517081
Novyye Raglitsy	id=g:517082
Novyye Prudy	id=g:517083
Novyye Povrakuly	id=g:517084
Novyye Posëlki	id=g:517085
Novyye Polyany	id=g:517086
Novyye Polya	id=g:517087
Novyye Podsosënki	id=g:517088
Novyye Pinery	id=g:517089
Novyye Pikshi	id=g:517090
Novyye Pichury	id=g:517091
Novyye Pichingushi	id=g:517092
Novopetrovskiy	id=g:517093
Novyye Peski	id=g:517094
Novyye Peski	id=g:517095
Novyye Peresudy	id=g:517096
Novyye Parzi	id=g:517097
Novyye Paraty	id=g:517098
Novyye Norki	id=g:517099
Novyye Nivy	id=g:517100
Novyye Nivki	id=g:517101
Novyye Nizkovitsy	id=g:517102
Novyye Muraty	id=g:517103
Novyye Morozovichi	id=g:517104
Novyye Medushi	id=g:517105
Novyye Maty	id=g:517106
Novyye Mamolki	id=g:517107
Novyye Mamei	id=g:517108
Novyye Mamei	id=g:517109
Novyye Maklaushi	id=g:517110
Novyye Lyady	id=g:517111
Novyye Luzhki	id=g:517112
Novyye Luzhki	id=g:517113
Novyye Lupyazhi	id=g:517114
Novyye Lomy	id=g:517115
Novyye Loguny	id=g:517116
Novyye Lipki	id=g:517117
Novyye Lapti	id=g:517118
Novyye Lapry	id=g:517119
Novyye Ladomiri	id=g:517120
Novyye Kuz’minki	id=g:517121
Novyye Kuz’mënki	id=g:517122
Novyye Kurgany	id=g:517123
Novyye Kubiyazy	id=g:517124
Novyye Krasnitsy	id=g:517125
Novyye Kovali	id=g:517126
Novyye Kotlitsy	id=g:517127
Novyye Koshelei	id=g:517128
Novyye Kopki	id=g:517129
Novyye Klyuchishchi	id=g:517130
Novyye Klyuchi	id=g:517131
Novyye Kiyazly	id=g:517132
Novyye Kiriyasaly	id=g:517133
Novyye Kirishi	id=g:517134
Novyye Kel’tsy	id=g:517135
Novyye Karishidy	id=g:517136
Novyye Kakerli	id=g:517137
Novyye Ishli	id=g:517138
Novyye Il’movo	id=g:517139
Novyye Igiti	id=g:517140
Novyye Ichalki	id=g:517141
Novyye Gusiny	id=g:517142
Novyye Gorki	id=g:517143
Novyye Gorki	id=g:517144
Novyye Gorki	id=g:517145
Novyye Goritsy	id=g:517146
Novyye Gorby	id=g:517147
Novyye Golovachi	id=g:517148
Novyye Gayny	id=g:517149
Novyye Fominichi	id=g:517150
Novyye Dol’tsy	id=g:517151
Novyye Dobryanitsy	id=g:517152
Novyye Dergachi	id=g:517153
Novyye Degtyari	id=g:517154
Novyye Dachi	id=g:517155
Novyye Chuti	id=g:517156
Novyye Chukaly	id=g:517157
Novyye Chukaly	id=g:517158
Novyye Chirki	id=g:517159
Novyye Cheshuyki	id=g:517160
Novyye Cherëmushki	id=g:517161
Novochelny-Syurbeyevo	id=g:517162
Novyye Chelny	id=g:517163
Novyye Chelkasy	id=g:517164
Novyye Chepkasy	id=g:517165
Novyye Chechkaby	id=g:517166
Chasy	id=g:517167
Novyye Bystritsy	id=g:517168
Novyye Byurzhenery	id=g:517169
Novyye Burly	id=g:517170
Novyye Buregi	id=g:517171
Novyye Burasy	id=g:517172
Novyye Bulgary	id=g:517173
Novyye Bulavki	id=g:517174
Novyye Bugady	id=g:517175
Broteny	id=g:517176
Novyye Borovyye	id=g:517177
Novobogazy	id=g:517178
Novyye Bobovichi	id=g:517179
Novyye Bittsy	id=g:517180
Novyye Bikshiki	id=g:517181
Novyye Bezengi	id=g:517182
Novyye Berëzki	id=g:517183
Novyye Berezhki	id=g:517184
Novyye Beguchi	id=g:517185
Novyye Bateki	id=g:517186
Novyye Balykly	id=g:517187
Novyye Bakury	id=g:517188
Novyye Aybesi	id=g:517189
Novyye Atai	id=g:517190
Novyye Atagi	id=g:517191
Novyye Arshty	id=g:517192
Novyye Algashi	id=g:517193
Novyye Achakasy	id=g:517194
Dor	id=g:517195
Novyy Dvor	id=g:517196
Novyy Dvor	id=g:517197
Novyy Drokov	id=g:517198
Novyy Dol	id=g:517199
Novyy Desyatinnyy Les	id=g:517200
Novyy Derebuzh	id=g:517201
Novyy Chul’tem	id=g:517202
Novyy Chuganak	id=g:517203
Novyy Chirkey	id=g:517204
Novyy Chirchim	id=g:517205
Novocharlyk	id=g:517206
Novyy Chardym	id=g:517207
Novyy Chad	id=g:517208
Khutor Novyy Bytosh	id=g:517209
Kolkhoz Novyy Byt	id=g:517210
Novyy Byt	id=g:517211
Novyy Byt	id=g:517212
Dal’niy	id=g:517213
Novyy Byt	id=g:517214
Novyy Byt	id=g:517215
Novyy Byt	id=g:517216
Novyy Byt	id=g:517217
Novyy Buyan	id=g:517218
Burunduki	id=g:517219
Novyy Brod	id=g:517220
Novyy Borok	id=g:517221
Kolkhoz Novyy Bor	id=g:517222
Novyy Bor	id=g:517223
Novyy Bor	id=g:517224
Novyy Bor	id=g:517225
Novyy Bor	id=g:517226
Novyy Bor	id=g:517227
Novyy Berezay	id=g:517228
Novyy Baytermish	id=g:517229
Novyy Batakoyurt	id=g:517230
Novyy Baran	id=g:517231
Novyy Ballykul’	id=g:517232
Novyy Balakovskiy	id=g:517233
Novyy Bakhtemir	id=g:517234
Novyy Ayryum	id=g:517235
Novyy Atlash	id=g:517236
Novyy Ashit	id=g:517237
Novyy Ashap	id=g:517238
Novyy Arysh	id=g:517239
Novyy Ardagan	id=g:517240
Novyy Amanak	id=g:517241
Novyy Akbulyak	id=g:517242
Stantsiya Novyy	id=g:517243
Novyy	id=g:517244
Novyy	id=g:517245
Novyy	id=g:517246
Novyy	id=g:517247
Novyy	id=g:517248
Novyy	id=g:517249
Novyy	id=g:517250
Novyy	id=g:517251
Novyy	id=g:517252
Novyy	id=g:517253
Novyy	id=g:517254
Urochishche Noven’koye	id=g:517255
Novyy	id=g:517256
Novyy	id=g:517257
Novyy	id=g:517258
Novyy	id=g:517259
Novyy	id=g:517260
Novyy	id=g:517261
Novyy	id=g:517262
Novyy	id=g:517263
Novtsovo	id=g:517264
Novskaya	id=g:517265
Novozheyevka	id=g:517266
Novozybkovskiy Rayon	id=g:517267
Stantsiya Novozybkov	id=g:517268
Novozybkov	id=g:517269
Novo-Zubtsovo	id=g:517271
Novozolotovskaya	id=g:517272
Novoznamenskoye	id=g:517273
Novoznamenskaya Pervaya	id=g:517274
Novaya Znamenka	id=g:517275
Novoznamenka	id=g:517276
Novozlatoustovskiy Rayon	id=g:517277
Novyy Zlatoust	id=g:517278
Novozizevka	id=g:517279
Novozirikovo	id=g:517280
Novyy Zirgan	id=g:517281
Novozhivotinnoye	id=g:517282
Urochishche Novozhily	id=g:517283
Novozhily	id=g:517284
Novozhilovskaya	id=g:517285
Ozero Novozhilovo	id=g:517286
Novozhilovo	id=g:517287
Novozhilovo	id=g:517288
Novozhilovo	id=g:517289
Novozhilikha	id=g:517290
Novozhilenki	id=g:517291
Karashur	id=g:517292
Novozhestyanka	id=g:517293
Novozheltikovo	id=g:517294
Novozhedrino	id=g:517295
Novozhadovka	id=g:517296
Ozero Novozero	id=g:517297
Novo-Zelënyy	id=g:517298
Zelensko	id=g:517299
Novozelënoye	id=g:517300
Novo-Zaytsevo	id=g:517301
Novozavetinskiy	id=g:517302
Novozavedennoye	id=g:517303
Maloye Zarech’ye	id=g:517304
Novo-Zaprudnoye	id=g:517305
Novo-Zamatoshinskiy	id=g:517306
Novozakharkino	id=g:517307
Novozagar’ye	id=g:517308
Novoyuzeyevo	id=g:517309
Novoyur’yevo	id=g:517310
Novoyulbarisovo	id=g:517311
Novoyulaska	id=g:517312
Novoye Zubarevo	id=g:517313
Novoye Zimino	id=g:517314
Novoye Zhmurovo	id=g:517315
Zhdanovo	id=g:517316
Novoyezdotskoye	id=g:517317
Novoye Zasel’ye	id=g:517318
Novoye Zaruch’ye	id=g:517319
Novoye Zarech’ye	id=g:517320
Novoye Zamotayevo	id=g:517321
Novoye Zamosh’ye	id=g:517322
Novoye Zakharovo	id=g:517323
Novoye Zakharovo	id=g:517324
Novozakharkino	id=g:517325
Novoye Zagor’ye	id=g:517326
Novoye Zaduben’ye	id=g:517327
Novoye Zabor’ye	id=g:517328
Novoye Zabolot’ye	id=g:517329
Novoye Zaberen’ye	id=g:517330
Novoye Yumatovo	id=g:517331
Novoye Yudino	id=g:517332
Novoye Yershovo	id=g:517333
Novoye Yerokhino	id=g:517334
Novoye Yermakovo	id=g:517335
Novoye Yeremkino	id=g:517336
Novoye Yelovo	id=g:517337
Novoye Yelgozino	id=g:517338
Novoye Yegoldayevo	id=g:517339
Kolkhoz Novoye Yazvino	id=g:517340
Novoye Yaparovo	id=g:517341
Novoyanbayevo	id=g:517342
Novoye Yamurzino	id=g:517343
Novoye Yakushkino	id=g:517344
Novoye Yakshino	id=g:517345
Novoye Yadrino	id=g:517346
Novoye Yablonovo	id=g:517347
Novoye Volkovo	id=g:517348
Novoye Volino	id=g:517349
Novovnukovo	id=g:517350
Novoye Veselëvo	id=g:517351
Novoye Veret’yë	id=g:517352
Novoye Vasil’yevo	id=g:517353
Novoye Vasil’yevo	id=g:517354
Novoye Uzeyevo	id=g:517355
Novoye Utyamyshevo	id=g:517356
Novoye Ust’ye	id=g:517357
Novoye Ust’ye	id=g:517358
Mys Novoye Usol’ye	id=g:517359
Novoye Usmanovo	id=g:517360
Novoye Urazayevo	id=g:517361
Novoye Tyurino	id=g:517362
Novoye Turkmenevo	id=g:517363
Novoye Turayevo	id=g:517364
Novoye Tonino	id=g:517365
Novoye Tomyshevo	id=g:517366
Novoye Titovo	id=g:517367
Novoye Timoshkino	id=g:517368
Novoye Teryayevo	id=g:517369
Novyy Tatysh	id=g:517370
Novotokranovo	id=g:517371
Novoye Syurbeyevo	id=g:517373
Novoye Syrokoren’ye	id=g:517374
Novos’yanovo	id=g:517375
Sultanbekovo	id=g:517376
Novoye Suborovo	id=g:517377
Novoye Strupovo	id=g:517378
Prudovaya	id=g:517379
Novoye Solobsko	id=g:517380
Novoye Slavkino	id=g:517381
Novoye Skobelevo	id=g:517382
Novoye Sinyavino	id=g:517383
Novoye Sindrovo	id=g:517384
Novoye Sikhino	id=g:517385
Novoye Shutnerovo	id=g:517386
Novoye Shpan’kovo	id=g:517387
Novoye Shopotovo	id=g:517388
Novoye Shigaleyevo	id=g:517389
Novoye Shchetinovo	id=g:517390
Novoye Shcherbino	id=g:517391
Novoye Shatkino	id=g:517392
Novoye Shareyevo	id=g:517393
Novoye Sergovo	id=g:517394
Novoye Serëzhkino	id=g:517395
Novoye Semënkovo	id=g:517396
Novoye Semënkino	id=g:517397
Novoye Selo	id=g:517398
Novoye Selo	id=g:517399
Novoye Selo	id=g:517400
Novoye Selo	id=g:517401
Novoye Selo	id=g:517402
Novoye Selo	id=g:517403
Novoye Selo	id=g:517404
Novoye Selo	id=g:517405
Novoye Selo	id=g:517406
Novoye	id=g:517407
Novoye Selo	id=g:517408
Novoye Selo	id=g:517409
Novoye Selo	id=g:517410
Novoye	id=g:517411
Novoye Selo	id=g:517412
Novoye Selo	id=g:517413
Novoye Selo	id=g:517414
Novoye Selo	id=g:517415
Novoye Selo	id=g:517416
Novoye Selo	id=g:517417
Novoye Selo	id=g:517418
Novoye Selo	id=g:517419
Novoye Selo	id=g:517420
Urochishche Novoselivanovo	id=g:517421
Novoye Selishchevo	id=g:517422
Novaya Selishcha	id=g:517423
Novoye Selishche	id=g:517424
Novoye Schast’ye	id=g:517425
Novoye Savino	id=g:517426
Novoye Samylovo	id=g:517427
Novoye Saklovo	id=g:517428
Novoye Saitovo	id=g:517429
Novoye Rydino	id=g:517430
Novoye Russkoye-Mamatkozino	id=g:517431
Novoye Ruslo	id=g:517432
Novoye Rusanovo	id=g:517433
Novoye Rozhdestveno	id=g:517434
Novoye Rotkovo	id=g:517435
Novoye Rostokino	id=g:517436
Novoye Roshchino	id=g:517437
Novoye Romanovo	id=g:517438
Yermolino	id=g:517439
Novoye Rantsevo	id=g:517440
Novoye Ramushëvo	id=g:517441
Novoye Rakomo	id=g:517442
Novoye Rakitino	id=g:517443
Novoye Rakhino	id=g:517444
Novoye Pyatino	id=g:517445
Novoye Putilovo	id=g:517446
Novoye Pushkino	id=g:517447
Novoye Prudishche	id=g:517448
Novoye Potapovo	id=g:517449
Novoye Porzovo	id=g:517450
Novoye Porech’ye	id=g:517451
Novoye Pole	id=g:517452
Novoye Pogoreloye	id=g:517453
Novoye Pogorelovo	id=g:517454
Novoye Podvyaz’ye	id=g:517455
Novoye Podsoson’ye	id=g:517456
Novoye Podolino	id=g:517457
Novoye Poddub’ye	id=g:517458
Novoye Poddub’ye	id=g:517459
Novoye Pochvino	id=g:517460
Novoye Pochepovo	id=g:517461
Novoye Petrovo	id=g:517462
Novoye Pershino	id=g:517463
Novoye Perevesovo	id=g:517464
Novoye Pavshino	id=g:517465
Novoye Paulino	id=g:517466
Ostankovo	id=g:517467
Kolkhoz Novoye Orlovo	id=g:517468
Novoye Opokino	id=g:517469
Novoye Oboshino	id=g:517470
Novoye Noskovo	id=g:517471
Novoye Nizhniye Avchukhi	id=g:517472
Novoye Nikulino	id=g:517473
Novoye Nesytovo	id=g:517474
Novoye Nazimkino	id=g:517475
Novoye Natalino	id=g:517476
Novonagatkino	id=g:517477
Novoye Nadyrovo	id=g:517478
Novoye Myshkovo	id=g:517479
Novoye Muratovo	id=g:517480
Novoye Morsino	id=g:517481
Morokhovo	id=g:517482
Novoye Mesto	id=g:517483
Novoye Merzleyevo	id=g:517484
Novoye Melkovo	id=g:517485
Novoye Mazino	id=g:517486
Novoye Mavrino	id=g:517487
Novoye Matrenino	id=g:517488
Novoye Maslovo	id=g:517489
Novoye Mashezero	id=g:517490
Novoye Mashezero	id=g:517491
Staroye Mart’yanovo	id=g:517492
Novomarkovo	id=g:517493
Novoye Mar’ino	id=g:517494
Novoye Mansurkino	id=g:517495
Novoye Mamangino	id=g:517496
Novoye Maleyevo	id=g:517497
Novoye Maksimkovo	id=g:517498
Novoye Lyskovo	id=g:517499
Novoye Lukino	id=g:517500
Novolikeyevo	id=g:517501
Novoye Lëvkino	id=g:517502
Novoye Leushino	id=g:517503
Novoyel’dyakovo	id=g:517504
Novoye Kychino	id=g:517505
Novoye Kurmenneyevo	id=g:517506
Novoye Kurmashëvo	id=g:517507
Novoye Kuprino	id=g:517508
Kucherbayevo	id=g:517509
Novoye Kubayevo	id=g:517510
Novoye Koz’yanovo	id=g:517511
Novoye Koyrovo	id=g:517512
Novoye Kovalëvo	id=g:517513
Novoye Kotyakovo	id=g:517514
Novoye Koshkino	id=g:517515
Korshevo	id=g:517516
Novoye Korovino	id=g:517517
Korostelevo	id=g:517518
Novoye Komyagino	id=g:517519
Novoye Komarno	id=g:517520
Novoye Kolyshkino	id=g:517521
Koltalovo	id=g:517522
Novoye Klimovo	id=g:517523
Novoye Kleymënovo	id=g:517524
Stantsiya Novoye Kiselëvo	id=g:517525
Novoye Kiselëvo	id=g:517526
Novoye Kirkino	id=g:517527
Novoye Khotmirovo	id=g:517528
Novoye Khinkolovo	id=g:517529
Novoye Khanino	id=g:517530
Novokhalilovo	id=g:517531
Novoye Khalikeyevo	id=g:517532
Novoyekaterinovskaya	id=g:517533
Novoye Kashnikovo	id=g:517534
Novokargino	id=g:517535
Novoye Karamase	id=g:517536
Kalugovskiy	id=g:517537
Novoye Kalugino	id=g:517538
Novoye Kalishche	id=g:517539
Novoye Kalikino	id=g:517540
Novoye Kadyshevo	id=g:517541
Novoye Kadeyevo	id=g:517542
Novoye Kachayevo	id=g:517543
Novoye Ivashkovo	id=g:517544
Novoye Ivantsevo	id=g:517545
Novoye Ivantsëvo	id=g:517546
