Gokpār	id=g:1202196
Bura Gaurānga River	id=g:1208030
Bunna	id=g:1208031
Buniādpur	id=g:1208032
Bunaghat	id=g:1208033
Buna	id=g:1208034
Bulla	id=g:1208035
Bulākīpur	id=g:1208036
Bukhainagar	id=g:1208037
Bukābunia	id=g:1208038
Bugwah	id=g:1208039
Budhuria	id=g:1208040
Budhupāra	id=g:1208041
Budhpāsa	id=g:1208042
Budhpāra	id=g:1208043
Budhpāra	id=g:1208044
Bādhpāra	id=g:1208045
Budhi	id=g:1208046
Budhhāta	id=g:1208047
Budhār	id=g:1208048
Budhanda	id=g:1208049
Budhair	id=g:1208050
Budhāi Mātbarer Kāndi	id=g:1208051
Britti Khalsebunia	id=g:1208052
Britti Debirajnagar	id=g:1208053
Brittidānga	id=g:1208054
Bri Pānchuria	id=g:1208055
Bri Pānchāsi	id=g:1208056
Brintasār	id=g:1208057
Brindābanpur	id=g:1208058
Brindābanpur	id=g:1208059
Brindābanpur	id=g:1208060
Bri Naohāta	id=g:1208061
Bri Māgura	id=g:1208062
Brikutsa	id=g:1208063
Brikustia	id=g:1208064
Bri Kānthālia	id=g:1208065
Bri Kālika	id=g:1208066
Bri Kāliākair	id=g:1208067
Brihatra	id=g:1208068
Bri Gopālpur	id=g:1208069
Bri Ghāgra	id=g:1208070
Bri Dowhākhola	id=g:1208071
Bri Debasthān	id=g:1208072
Bri Dāsuria	id=g:1208073
Bri Dāpānia	id=g:1208074
Bri Chātra	id=g:1208075
Bri Charākona	id=g:1208076
Bri Chāpārkona	id=g:1208077
Bri Barikāndi	id=g:1208078
Bri Barabhāg	id=g:1208079
Bri Bangaon	id=g:1208080
Bri Ātkaria	id=g:1208081
Bri Andālia	id=g:1208082
Brajapur	id=g:1208083
Brajanāthpur	id=g:1208084
Brajamul Banagrām	id=g:1208085
Braja Mohan	id=g:1208086
Brahmattar Patingali	id=g:1208087
Laskarpur	id=g:1208088
Brahmmattar	id=g:1208089
Brahmasāsan	id=g:1208090
Brahmarājpur	id=g:1208091
Brahmaputra River	id=g:1208092
Brāhmapur	id=g:1208093
Brahmapur	id=g:1208094
Brahmapur	id=g:1208095
Brahmapur	id=g:1208096
Brahmapur	id=g:1208097
Brahmapāra	id=g:1208098
Brāhman Tentulia	id=g:1208099
Brāhman Sākhua	id=g:1208100
Brāhman Rākdia	id=g:1208101
Brāhman Pushkarni	id=g:1208102
Brāhmanpāra	id=g:1208103
Brāhmanpāra	id=g:1208104
Brāhmanpāra	id=g:1208105
Brāhmankol	id=g:1208106
Brāhmankitta	id=g:1208107
Brāhmankhola	id=g:1208108
Brāhmankhāli	id=g:1208109
Brāhman Kareswari	id=g:1208110
Brāhman Kareha	id=g:1208111
Brāhmankāndi	id=g:1208112
Brāhmankāndi	id=g:1208113
Brāhman Kāndi	id=g:1208114
Brāhman Kachuri	id=g:1208115
Brāhman Jātigrām	id=g:1208116
Brāhmaninagar	id=g:1208117
Brāhmanichoa	id=g:1208118
Brāhmanhāta	id=g:1208119
Brāhmanhāta	id=g:1208120
Brāhmangrām	id=g:1208121
Brāhmangrām	id=g:1208122
Brāhmangaon	id=g:1208123
Brāhmangaon	id=g:1208124
Brāhmangaon	id=g:1208125
Brāhmangaon	id=g:1208126
Brāhmangaon	id=g:1208127
Brāhmangaon	id=g:1208128
Brāhmangaon	id=g:1208129
Brāhmanergaon	id=g:1208130
Brāhmandia	id=g:1208131
Brāhmandia	id=g:1208132
Brāhmandi	id=g:1208133
Brāhmandi	id=g:1208134
Brāhmandi	id=g:1208135
Brāhmandi	id=g:1208136
Brahmandi	id=g:1208137
Brāhmandānga	id=g:1208138
Brāhmandānga	id=g:1208139
Brāhmandānga	id=g:1208140
Brāhmanchiran	id=g:1208141
Brāhman Char	id=g:1208142
Brāhman Chāpitala	id=g:1208143
Brāhman Chak	id=g:1208144
Brāhmanpur	id=g:1208145
Brāhman Bāzār	id=g:1208146
Brāhmanbāria	id=g:1208147
Brāhmanbāri	id=g:1208148
Brāhmanbāri	id=g:1208149
Brāhmanbāga	id=g:1208150
Boultali	id=g:1208151
Char Botham	id=g:1208152
Botalbania	id=g:1208153
Char Bostin	id=g:1208154
Bosta	id=g:1208155
Borta	id=g:1208156
Boroihāti	id=g:1208157
Borodurga	id=g:1208158
Boro Char	id=g:1208159
Boro Char	id=g:1208160
Boro Char	id=g:1208161
Borkhāl	id=g:1208162
Borgaon	id=g:1208163
Bor Gāng	id=g:1208164
Borga	id=g:1208165
Bordul Bīl	id=g:1208166
Borār Char	id=g:1208167
Borar Char	id=g:1208168
Borarboyra	id=g:1208169
Borān	id=g:1208170
Borāmāra	id=g:1208171
Borāmāra	id=g:1208172
Borāi	id=g:1208173
Boragari	id=g:1208174
Bora Char	id=g:1208175
Bonga	id=g:1208176
Bonbonāi	id=g:1208177
Bonārpāra Junction	id=g:1208178
Bonārpāra	id=g:1208179
Bolsha	id=g:1208180
Solpur	id=g:1208181
Bolia Hātbāri	id=g:1208182
Boldiāra	id=g:1208183
Bokrān Manipur	id=g:1208184
Bokhāi	id=g:1208185
Bokāil	id=g:1208186
Baj Boja Khāl	id=g:1208187
Boilāldi	id=g:1208188
Bohāli	id=g:1208189
Bohāil	id=g:1208190
Bogla Bāzār	id=g:1208191
Bogi Khāl	id=g:1208192
Bogi Forest Office	id=g:1208193
Bogi	id=g:1208194
Bugdaīr	id=g:1208195
Bogdaha	id=g:1208196
Bogakhālimukh	id=g:1208197
Bogā Chāra	id=g:1208198
Bodhkhāna	id=g:1208199
Bodela	id=g:1208200
Bochāpukur	id=g:1208201
Bochāpukur	id=g:1208202
Bochādaha	id=g:1208203
Bobrākhāli	id=g:1208204
Bobarkāndi	id=g:1208205
Boar Point	id=g:1208206
Boālmāri	id=g:1208207
Boālmāri	id=g:1208208
Boālmāra	id=g:1208209
Boalkhāli Bāzār	id=g:1208210
Boāljāna	id=g:1208211
Boāliuri Khāl	id=g:1208212
Boalipāra	id=g:1208213
Boālipāra	id=g:1208214
Boāliapāra	id=g:1208215
Boāliāmanki	id=g:1208216
Boālia	id=g:1208217
Boālia	id=g:1208218
Boālia	id=g:1208219
Boālia	id=g:1208220
Boālia	id=g:1208221
Boālia	id=g:1208222
Boālia	id=g:1208223
Boālia	id=g:1208224
Boālia	id=g:1208225
Boālia	id=g:1208226
Boālia	id=g:1208227
Boālia	id=g:1208228
Boālia	id=g:1208229
Boālia	id=g:1208230
Boālia	id=g:1208231
Boāli	id=g:1208232
Boāli	id=g:1208233
Boāli	id=g:1208234
Boāli	id=g:1208235
Boāli	id=g:1208236
Boāli	id=g:1208237
Boāli	id=g:1208238
Boāldār	id=g:1208239
Boāldaha	id=g:1208240
Boāildaha	id=g:1208241
Bitmān	id=g:1208242
Biteswar	id=g:1208243
Bitāra Durgāpur	id=g:1208244
Bitangal	id=g:1208245
Biswāspur	id=g:1208246
Biswaspur	id=g:1208247
Biswāsbāri	id=g:1208248
Biswās Char	id=g:1208249
Biswarāmbāri	id=g:1208250
Biswanāthpur Diāra	id=g:1208251
Biswanāthpur	id=g:1208252
Biswanāthpur	id=g:1208253
Biswanāthpur	id=g:1208254
Biswanāthpur	id=g:1208255
Biswanāthpur	id=g:1208256
Biswanāthpur	id=g:1208257
Biswanāthpur	id=g:1208258
Biswanāthpur	id=g:1208259
Biswanāthpur	id=g:1208260
Biswanāthpur	id=g:1208261
Biswanāthpur	id=g:1208262
Biswanāthpur	id=g:1208263
Biswānāth	id=g:1208264
Biswambharpur	id=g:1208265
Biswambharpur	id=g:1208266
Biswambhardi	id=g:1208267
Bisurbanda	id=g:1208268
Bisuhati	id=g:1208269
Biskākuni	id=g:1208270
Bisil	id=g:1208271
Bishugaon	id=g:1208272
Bishnurāmpur	id=g:1208273
Bishnurāmpur	id=g:1208274
Bishnurampur	id=g:1208275
Bishnūpur	id=g:1208276
Bishnūpur	id=g:1208277
Bishnupur	id=g:1208278
Bishnupur	id=g:1208279
Bishnupur	id=g:1208280
Kālna Bishnupur	id=g:1208281
Bishnupur	id=g:1208282
Bishnupur	id=g:1208283
Bishnapu	id=g:1208284
Bishnupur	id=g:1208285
Bishnupur	id=g:1208286
Bishnupur	id=g:1208287
Bishnupur	id=g:1208288
Bishnapur	id=g:1208289
Bishnupur	id=g:1208290
Bishnupur	id=g:1208291
Bishnupur	id=g:1208292
Bishnupur	id=g:1208293
Bishnupur	id=g:1208294
Bishnupur	id=g:1208295
Bishnupur	id=g:1208296
Bishnupur	id=g:1208297
Bishnupur	id=g:1208298
Bishnupur	id=g:1208299
Bishnupur	id=g:1208300
Bishnupur	id=g:1208301
Bishnupur	id=g:1208302
Bishnupur	id=g:1208303
Bishnupur	id=g:1208304
Bishnupur	id=g:1208305
Bishnupur	id=g:1208306
Bishnupur	id=g:1208307
Bishnupur	id=g:1208308
Bishnupur	id=g:1208309
Bishnupur	id=g:1208310
Bishnupur	id=g:1208311
Bishnupur	id=g:1208312
Bishnupur	id=g:1208313
Bishnudia	id=g:1208314
Bishnudia	id=g:1208315
Bishnudia	id=g:1208316
Bishnudia	id=g:1208317
Bishnudi	id=g:1208318
Bishnubāri	id=g:1208319
Bishnuballabhpur	id=g:1208320
Bishnandi Char	id=g:1208321
Bishnandi	id=g:1208322
Bishnāipāl	id=g:1208323
Bishnādi Khās	id=g:1208324
Bishnādi	id=g:1208325
Bishmuri	id=g:1208326
Bishkhāli River	id=g:1208327
Bishkātāli	id=g:1208328
Bishka	id=g:1208329
Bishaykhāli	id=g:1208330
Bisharpāra	id=g:1208331
Bishara	id=g:1208332
Bishampur	id=g:1208333
Bishampur	id=g:1208334
Bishampur	id=g:1208335
Bishampur	id=g:1208336
Bishālchandi	id=g:1208337
Bishākuri	id=g:1208338
Bishail	id=g:1208339
Bishahari	id=g:1208340
Bisha	id=g:1208341
Bisha	id=g:1208342
Bisauti	id=g:1208343
Bisārkāndi	id=g:1208344
Bisarikāti Charkhanda	id=g:1208345
Bisārikāti	id=g:1208346
Bisārad	id=g:1208347
Bisānia	id=g:1208348
Bisaiya Kuribāri	id=g:1208349
Bisai Sāorāil	id=g:1208350
Bisāinkhan	id=g:1208351
Biruria	id=g:1208352
Birudola	id=g:1208353
Birua	id=g:1208354
Birtibāri	id=g:1208355
Birtāra	id=g:1208356
Bīrtala	id=g:1208357
Birtail	id=g:1208358
Bīr Sinjuri	id=g:1208359
Birsena	id=g:1208360
Birpur	id=g:1208361
Birpāsa	id=g:1208362
Bīrpālla	id=g:1208363
Bīr Pākerdaha	id=g:1208364
Bir Pāiksa	id=g:1208365
Bir Pāgli	id=g:1208366
Birnārāyanpur	id=g:1208367
Birnārāyan	id=g:1208368
Birmohari	id=g:1208369
Bir Māijhāti	id=g:1208370
Bir Māijdia	id=g:1208371
Birkulla	id=g:1208372
Bīrkot	id=g:1208373
Bir Khārua	id=g:1208374
Bīrkhāl	id=g:1208375
Birkhāijān	id=g:1208376
Birkaya	id=g:1208377
Bir Kātihāri	id=g:1208378
Bir Kāsimnagar	id=g:1208379
Bīrkāndi	id=g:1208380
Bir Kāmatkhāli	id=g:1208381
Bir Kākāli	id=g:1208382
Bīrjoān	id=g:1208383
Birindā	id=g:1208384
Birikaya	id=g:1208385
Birijpur	id=g:1208386
Biri Jāwār	id=g:1208387
Biri Ājugara	id=g:1208388
Birhimpur	id=g:1208389
Bir Hātāba	id=g:1208390
Bir Hāmbāri	id=g:1208391
Bir Goālia	id=g:1208392
Bīrgaon	id=g:1208393
Birgaon	id=g:1208394
Birdhal	id=g:1208395
Bir Dāmpāra	id=g:1208396
Bir Chikni	id=g:1208397
Bir Chhātiān	id=g:1208398
Birbiri Char	id=g:1208399
Bir Basunda	id=g:1208400
Bir Bāsāil	id=g:1208401
Birbanda Kāchhra	id=g:1208402
Bir Bakhura	id=g:1208403
Bir Bairāti	id=g:1208404
Bir Bāghair	id=g:1208405
Birāt	id=g:1208406
Birāt	id=g:1208407
Birostāil	id=g:1208408
Birāsi	id=g:1208409
Birāsi	id=g:1208410
Birangal	id=g:1208411
Birāmpur	id=g:1208412
Birāmpur	id=g:1208413
Birāmpur	id=g:1208414
Birāmpur	id=g:1208415
Birāmpur	id=g:1208416
Birāmpur	id=g:1208417
Birampur	id=g:1208418
Birampur	id=g:1208419
Birāmkāndi	id=g:1208420
Birgrām	id=g:1208421
Birālsākh	id=g:1208422
Bīralia	id=g:1208423
Birājnagar	id=g:1208424
Birail Palita	id=g:1208425
Biral	id=g:1208426
Birāi	id=g:1208427
Bir Ahmadpur	id=g:1208428
Birāhimpur Ārāzi	id=g:1208429
Birāhīmpur	id=g:1208430
Birāhimpur	id=g:1208431
Birāhimpur	id=g:1208432
Birāhimpur	id=g:1208433
Birāhimpur	id=g:1208434
Birāhimerkāndi	id=g:1208435
Birahi	id=g:1208436
Birāba	id=g:1208437
Bipulashar	id=g:1208438
Bipra Tāsulla	id=g:1208439
Bipra Betila	id=g:1208440
Bipra Belgharia	id=g:1208441
Biprabāri	id=g:1208442
Biprabarga	id=g:1208443
Bipra Bagdia	id=g:1208444
Binyābāid	id=g:1208445
Bintilak	id=g:1208446
Binsara	id=g:1208447
Binrāba	id=g:1208448
Binayrāmpur	id=g:1208449
Binora	id=g:1208450
Binodpur Chhota Khanda	id=g:1208451
Binodpur Bara Khanda	id=g:1208452
Binodpur	id=g:1208453
Binodpur	id=g:1208454
Binodpur	id=g:1208455
Binadpur	id=g:1208456
Binodpur	id=g:1208457
Binodpur	id=g:1208458
Binodpur	id=g:1208459
Binodpur	id=g:1208460
Binodpur	id=g:1208461
Binodkāti	id=g:1208462
Binodgāla	id=g:1208463
Binodepur	id=g:1208464
Binodbāti	id=g:1208465
Binod Dharmmapur	id=g:1208466
Binodbāri Mānkum	id=g:1208467
Binodbāri	id=g:1208468
Binodbaid	id=g:1208469
Binod	id=g:1208470
Binnipāra	id=g:1208471
Binnāti	id=g:1208472
Binnāpāra	id=g:1208473
Binnāhuri	id=g:1208474
Binnāgaon	id=g:1208475
Binna Chāpar	id=g:1208476
Binna	id=g:1208477
Bingaon	id=g:1208478
Binesri	id=g:1208479
Bindughosh	id=g:1208480
Bindārāmpur	id=g:1208481
Bindān	id=g:1208482
Binaysiddhi	id=g:1208483
Binaypur	id=g:1208484
Binay	id=g:1208485
Bīnāuti	id=g:1208486
Binatia	id=g:1208487
Binārāli	id=g:1208488
Binandiār Char	id=g:1208489
Binājuri	id=g:1208490
Bināir Char	id=g:1208491
Bināikāti	id=g:1208492
Bimalergaon	id=g:1208493
Bilwapāra	id=g:1208494
Bīl Tonapāra	id=g:1208495
Bil Tārākuri	id=g:1208496
Bil Tāluk	id=g:1208497
Bīl Tākāpora	id=g:1208498
Bīl Syāmsundarpur	id=g:1208499
Bil Sulangi	id=g:1208500
Bīl Sinhanāth	id=g:1208501
Bīl Singra	id=g:1208502
Bil Singla	id=g:1208503
Bil Sikāri	id=g:1208504
Bīl Sālua	id=g:1208505
Bil Salikhi	id=g:1208506
Bil Sākrāil	id=g:1208507
Bīl Sārinda	id=g:1208508
Bilsaran	id=g:1208509
Bīl Sarāil	id=g:1208510
Bilsani	id=g:1208511
Bīl Sangri	id=g:1208512
Bilsa	id=g:1208513
Bil Ruhia	id=g:1208514
Bīl Rāmsa	id=g:1208515
Bīl Raghua	id=g:1208516
Bīl Putia	id=g:1208517
Bīl Putia	id=g:1208518
Bil Purushbadhia	id=g:1208519
Bil Perki	id=g:1208520
Bil Pauli	id=g:1208521
Bīl Pātikola	id=g:1208522
Bil Palli	id=g:1208523
Bil Palli	id=g:1208524
Bil Pāllāi	id=g:1208525
Bīl Pākuria	id=g:1208526
Bil Pākuria	id=g:1208527
Bilpabaria	id=g:1208528
Bil Nepālpara	id=g:1208529
Bīl Nausi	id=g:1208530
Bīl Nāthur	id=g:1208531
Bīl Naoābād	id=g:1208532
Bil Nāli	id=g:1208533
Bīl Muril	id=g:1208534
Bīl Muhammadpur	id=g:1208535
Bīl Merāmatpur	id=g:1208536
Bīl Māria	id=g:1208537
Bīl Māria	id=g:1208538
Bil Mārabdi	id=g:1208539
Bīl Mānushmāri	id=g:1208540
Bīl Māndla	id=g:1208541
Bīl Mandap	id=g:1208542
Bīl Māmudpur	id=g:1208543
Bilmalali	id=g:1208544
Bil Mākhal	id=g:1208545
Bīl Mādia	id=g:1208546
Bil Lutāi	id=g:1208547
Billi	id=g:1208548
Bīl Lakshmīkol	id=g:1208549
Billagrām	id=g:1208550
Bil Kusnāi	id=g:1208551
Bīl Kula	id=g:1208552
Bil Kujāin	id=g:1208553
Billabāri	id=g:1208554
Bil Kherua	id=g:1208555
Bīl Khānidaha	id=g:1208556
Bil Khailādukhari	id=g:1208557
Bil Keshti	id=g:1208558
Bilkeshpāthār	id=g:1208559
Bil Kendri	id=g:1208560
Bīl Kedārkhola	id=g:1208561
Bil Kāusi	id=g:1208562
Bīlkāti	id=g:1208563
Bīl Karle	id=g:1208564
Bīl Kāmrāil	id=g:1208565
Bil Kalyān	id=g:1208566
Bil Kālidaha	id=g:1208567
Bīl Kājla	id=g:1208568
Bīl Kaila	id=g:1208569
Bīl Jona	id=g:1208570
Bīl Joāria	id=g:1208571
Bil Joania	id=g:1208572
Bīl Joāni	id=g:1208573
Bīl Jhalmal	id=g:1208574
Biljāni	id=g:1208575
Bil Jāmurla	id=g:1208576
Bīl Jalia	id=g:1208577
Bil Jalangi	id=g:1208578
Bīl Ichhāmati	id=g:1208579
Bīl Ichhāmati	id=g:1208580
Bīl Hendala	id=g:1208581
Bil Heluchia	id=g:1208582
Bil Gujābagi	id=g:1208583
Bīl Guha	id=g:1208584
Bīll Gopal Hāti	id=g:1208585
Bīl Gobindāpur	id=g:1208586
Bīl Gobinda Chātal	id=g:1208587
Bīl Ghorāil	id=g:1208588
Bīl Gazāria	id=g:1208589
Bīl Garia	id=g:1208590
Bilgābbāri	id=g:1208591
Eral Bīl	id=g:1208592
Bil Dulli	id=g:1208593
Bil Dublāi	id=g:1208594
Bīl Dīgha	id=g:1208595
Bīl Dharmapur	id=g:1208596
Bīl Dhāmu	id=g:1208597
Bil Deonia	id=g:1208598
Bīl Chinidānga	id=g:1208599
Bilchara	id=g:1208600
Bīl Chatra	id=g:1208601
Bil Chātalia	id=g:1208602
Bil Chātal	id=g:1208603
Bilchar Pāksia	id=g:1208604
Bilchari	id=g:1208605
Bilchari	id=g:1208606
Bīlchāpri	id=g:1208607
Bīl Chandrābari	id=g:1208608
Bīlchāndak	id=g:1208609
Bīl Boroa	id=g:1208610
Bīl Borin	id=g:1208611
Bīl Biāspur	id=g:1208612
Bil Bhonra	id=g:1208613
Bhātia Bīl	id=g:1208614
Bil Bharat	id=g:1208615
Bil Bhara	id=g:1208616
Bil Bhairab	id=g:1208617
Bīl Bhādra	id=g:1208618
Bil Bhabānipur	id=g:1208619
Bil Betila	id=g:1208620
Bil Belāi	id=g:1208621
Bil Bayra	id=g:1208622
Bil Bāutia	id=g:1208623
Bil Barulla	id=g:1208624
Bīl Baril	id=g:1208625
Bil Baril	id=g:1208626
Bil Bariāil	id=g:1208627
Bil Bāri	id=g:1208628
Bil Barāid	id=g:1208629
Bīl Bara	id=g:1208630
Bīl Bāneswar	id=g:1208631
Bīl Bāmni	id=g:1208632
Bil Bāmnāpatal	id=g:1208633
Bīl Bāisa	id=g:1208634
Bil Bāgmārā	id=g:1208635
Bil Bāghil	id=g:1208636
Bīl Bāgdob	id=g:1208637
Bīl Āya	id=g:1208638
Bilāspur	id=g:1208639
Bilāspur	id=g:1208640
Bilāskhān	id=g:1208641
Bilāsipāra	id=g:1208642
Bīlāsi	id=g:1208643
Bilāsdi	id=g:1208644
Bilāshpur	id=g:1208645
Bilāsāti	id=g:1208646
Bilasāra	id=g:1208647
Bilasail	id=g:1208648
Bilārai	id=g:1208649
Bīl Āngdia	id=g:1208650
Bīl Andhārkota	id=g:1208651
Bilāmālia	id=g:1208652
Bilāgi	id=g:1208653
Bikramsri	id=g:1208654
Bikrampāsa	id=g:1208655
Bikramāditta	id=g:1208656
Bikpāsa	id=g:1208657
Bikna	id=g:1208658
Bikirtanpur	id=g:1208659
Bijul	id=g:1208660
Bijra	id=g:1208661
Bijoypur	id=g:1208662
Bijoynagar	id=g:1208663
Bijora	id=g:1208664
Bijni	id=g:1208665
Bijhāri	id=g:1208666
Bijayrāmpur	id=g:1208667
Bijaypur	id=g:1208668
Bijaypur	id=g:1208669
Bijoypur	id=g:1208670
Bijaypur	id=g:1208671
Bijaypur	id=g:1208672
Bijaypur	id=g:1208673
Bigardāna	id=g:1208674
Bidyāpur	id=g:1208675
Bidyānandapur	id=g:1208676
Bidyānandakāti	id=g:1208677
Bīdyānanda	id=g:1208678
Bidyākot	id=g:1208679
Bidyādhar	id=g:1208680
Bidyāballabh	id=g:1208681
Bidyābāgis	id=g:1208682
Bidupāra	id=g:1208683
Bidirpur	id=g:1208684
Bidirpur	id=g:1208685
Bidarpur	id=g:1208686
Bichipāra	id=g:1208687
Bichhat	id=g:1208688
Bichhankhola	id=g:1208689
Bichaindār	id=g:1208690
Bibiyāna River	id=g:1208691
Bibison	id=g:1208692
Bibirkāndi	id=g:1208693
Bibir Char	id=g:1208694
Bibirāsti	id=g:1208695
Bibijhora	id=g:1208696
Bibichini	id=g:1208697
Bibhishankāti	id=g:1208698
Bibhāgdi	id=g:1208699
Bibagh	id=g:1208700
Bibandi	id=g:1208701
Biātir Char	id=g:1208702
Biāsi	id=g:1208703
Biārta	id=g:1208704
Biāra	id=g:1208705
Biāra	id=g:1208706
Biāra	id=g:1208707
Biār	id=g:1208708
Biāla	id=g:1208709
Bhebra	id=g:1208710
Bhutua	id=g:1208711
Bhutlia	id=g:1208712
Bhutigaon	id=g:1208713
Bhutiārkona	id=g:1208714
Bhutgāri	id=g:1208715
Bhutchhāra	id=g:1208716
Bhutardia	id=g:1208717
Bhuta Lakshmipur	id=g:1208718
Bhutāil	id=g:1208719
Bhusaha	id=g:1208720
Bhushna	id=g:1208721
Bhushbhushia	id=g:1208722
Bhushārbāri	id=g:1208723
Bijaypur	id=g:1208724
Bijaypur	id=g:1208725
Bijaypremahar	id=g:1208726
Bijaypāsa	id=g:1208727
Bijaynagar	id=g:1208728
Bejoynagar	id=g:1208729
Bijaynagar	id=g:1208730
Bijaynagar	id=g:1208731
Bijaynagar	id=g:1208732
Bijaynagar	id=g:1208733
Bijaydi	id=g:1208734
Bijāsin	id=g:1208735
Bijalipānjar	id=g:1208736
Bijalia	id=g:1208737
Bijali	id=g:1208738
Bijair	id=g:1208739
Bijāipur	id=g:1208740
Bijaipur	id=g:1208741
Bijaipur	id=g:1208742
Bijainagar	id=g:1208743
Bijaibāg	id=g:1208744
Bihigrām	id=g:1208745
Bihigrām	id=g:1208746
Bihārmandal	id=g:1208747
Bihārkol	id=g:1208748
Bihāripur	id=g:1208749
Bihāripur	id=g:1208750
Bihārānga	id=g:1208751
Bihār	id=g:1208752
Bihangal	id=g:1208753
Bihangal	id=g:1208754
Bighatpatti	id=g:1208755
Big hāi River	id=g:1208756
Bigha	id=g:1208757
Bhūshana	id=g:1208758
Bhuschi	id=g:1208759
Bhurungamāri	id=g:1208760
Bhurūlia	id=g:1208761
Bharuapura	id=g:1208762
Bhurkhola	id=g:1208763
Bhuria	id=g:1208764
Bhurghāta	id=g:1208765
Bhurdi	id=g:1208766
Bhurbhuria	id=g:1208767
Bhurbhuria	id=g:1208768
Bhurbhuria	id=g:1208769
Bhupatīpur	id=g:1208770
Bhunjāba	id=g:1208771
Bhuna	id=g:1208772
Bhumsāra	id=g:1208773
Bhumkhāra	id=g:1208774
Bhum Dakshin	id=g:1208775
Bhulundia	id=g:1208776
Bhūltia	id=g:1208777
Bhulta	id=g:1208778
Bhul Jayra	id=g:1208779
Bhuli Nadi	id=g:1208780
Bhuleswar	id=g:1208781
Bhulbāria	id=g:1208782
Bhulain	id=g:1208783
Bhulācha	id=g:1208784
Bhakargaon	id=g:1208785
Bhojāil	id=g:1208786
Bhujabal	id=g:1208787
Bhuingar	id=g:1208788
Bhuinchhidri	id=g:1208789
Bhuiāra	id=g:1208790
Bhuiāpāra	id=g:1208791
Bhuiakāndi	id=g:1208792
Bhuia Kāmārthi	id=g:1208793
Bhugolhāt	id=g:1208794
Bhugli Jāgir	id=g:1208795
Bhugli	id=g:1208796
Bhugai River	id=g:1208797
Bhugail	id=g:1208798
Bhudhardia	id=g:1208799
Bhuchura	id=g:1208800
Bhubi	id=g:1208801
Bhubanghar	id=g:1208802
Bhubaneswar	id=g:1208803
Bhubandia	id=g:1208804
Bhuban Chara	id=g:1208805
Bhuban	id=g:1208806
Bhuārkāndi	id=g:1208807
Bhuāri	id=g:1208808
Bhuam	id=g:1208809
Bhuāid	id=g:1208810
Bhuachari Main	id=g:1208811
Bhotemāri	id=g:1208812
Bhotāl	id=g:1208813
Bhoshna	id=g:1208814
Bhorkuti	id=g:1208815
Bhorendi	id=g:1208816
Bhorāsar	id=g:1208817
Bhoranda	id=g:1208818
Bhora	id=g:1208819
Bhora	id=g:1208820
Bhopla	id=g:1208821
Bhomrādaha	id=g:1208822
Bhomradah	id=g:1208823
Bhomka	id=g:1208824
Bhomarkāndi	id=g:1208825
Bhomariāghona	id=g:1208826
Bhomardaha	id=g:1208827
Bholdighi	id=g:1208828
Bholār Pālsa	id=g:1208829
Bhola River	id=g:1208830
Bholār Ālgi	id=g:1208831
Bholānāthpur	id=g:1208832
Bholānāthpur	id=g:1208833
Bholānāthpur	id=g:1208834
Bholānāthpur	id=g:1208835
Bholākot	id=g:1208836
Bhola Khāl	id=g:1208837
Bholāisinha Char	id=g:1208838
Bholāi Singher Char	id=g:1208839
Bholāidāngi	id=g:1208840
Bholāganj	id=g:1208841
Bholādānga	id=g:1208842
Bholāchang	id=g:1208843
Bholābari	id=g:1208844
Bholāba	id=g:1208845
Bhola	id=g:1208846
Bhola	id=g:1208847
Bhojpur	id=g:1208848
Bhojmahal	id=g:1208849
Bhojghāt	id=g:1208850
Bhojgāti	id=g:1208851
Bhojgaon	id=g:1208852
Bhojeswar	id=g:1208853
Bhojdatta	id=g:1208854
Bhugrail	id=g:1208855
Bhogra	id=g:1208856
Bhogpāra	id=g:1208857
Bhognagar	id=g:1208858
Bhogipāra	id=g:1208859
Bhogdia	id=g:1208860
Bhogdānga	id=g:1208861
Bhoān	id=g:1208862
Bhoāg	id=g:1208863
Bhitrikhel	id=g:1208864
Bhītisonāi	id=g:1208865
Bhiti Pānch Pukharia	id=g:1208866
Bhiti Latardi	id=g:1208867
Bhiti Khainkut	id=g:1208868
Bhitikāndi	id=g:1208869
Bhitikāndi	id=g:1208870
Bhiti Kāmāldi	id=g:1208871
Bhitikālmina	id=g:1208872
Bhiti Jhagrār Char	id=g:1208873
Bhiti Gobindapur	id=g:1208874
Bhitigaon	id=g:1208875
Bhiti Bishāra	id=g:1208876
Bhitibāri	id=g:1208877
Bhiti Bāgun	id=g:1208878
Bhiti Ādampur	id=g:1208879
Bhiti	id=g:1208880
Bhitbila	id=g:1208881
Bhitar Kusia	id=g:1208882
Bhītargarh	id=g:1208883
Bhitargaon	id=g:1208884
Bhitarbāgh	id=g:1208885
Bhitādia	id=g:1208886
Bhitābera	id=g:1208887
Bhitābāria	id=g:1208888
Bhitābāri	id=g:1208889
Bara Bhita	id=g:1208890
Bhingulia	id=g:1208891
Bhingra	id=g:1208892
Bhinglābāri	id=g:1208893
Bhimruli	id=g:1208894
Bhimpur	id=g:1208895
Bhimpur	id=g:1208896
Bhimpur	id=g:1208897
Bhimpur	id=g:1208898
Bhimpur	id=g:1208899
Bhimpur	id=g:1208900
Bhimnagar	id=g:1208901
Bhimerpār	id=g:1208902
Bhimer Diār	id=g:1208903
Bhimerdāing	id=g:1208904
Bhikutia	id=g:1208905
