East View Cemetery	id=g:4804766
Huttonsville State Farm Wildlife Management Area	id=g:4809619
Hydro Park	id=g:4809620
Hyer Chapel	id=g:4809621
Hyer Lake	id=g:4809622
Hyers	id=g:4809623
Hyers Run	id=g:4809624
Huttonsville	id=g:4809625
Hylton Church	id=g:4809626
Hypes Cemetery	id=g:4809627
I-64 Lake	id=g:4809628
Iaeger	id=g:4809629
Laeger High School	id=g:4809630
Ice Cemetery	id=g:4809631
Ice Cemetery	id=g:4809632
Ice Cemetery	id=g:4809633
Ice Creek	id=g:4809634
Hygeia Heliport	id=g:4809635
Ice Hollow	id=g:4809636
Ice House Rocks	id=g:4809637
Ice Mountain Spring	id=g:4809638
Ices Ferry (historical)	id=g:4809639
Ices Ferry Bridge	id=g:4809640
Ida Cemetery	id=g:4809641
Ida Missionary Baptist Church	id=g:4809642
Ida Jane Memorial Park	id=g:4809643
Idamay	id=g:4809644
Idamay Post Office	id=g:4809645
Idamay United Methodist Church	id=g:4809646
Iden Run	id=g:4809647
Ice Mountain	id=g:4809648
Ikes Fork	id=g:4809649
Ikes Fork	id=g:4809650
Ikes Fork Post Office	id=g:4809651
Ilechiter Monnett Cemetery	id=g:4809652
Imboden Knob	id=g:4809653
Immaculate Conception Roman Catholic Church	id=g:4809654
Immaculate Conception Roman Catholic Church	id=g:4809655
Immanuel Baptist Church	id=g:4809656
Immanuel Church	id=g:4809657
Immanuel Lutheran Church	id=g:4809658
Imperial	id=g:4809659
Imperial Estates	id=g:4809660
Improvement Branch	id=g:4809661
Ike Fork	id=g:4809662
Improvement Lick Run	id=g:4809663
Independence	id=g:4809664
Independence	id=g:4809665
Independence	id=g:4809666
Independence Church of Christ	id=g:4809667
Independence Mountain	id=g:4809668
Independence Post Office (historical)	id=g:4809669
Independence School (historical)	id=g:4809670
Independence School (historical)	id=g:4809671
Independent Church	id=g:4809672
Independent Holiness Church of God	id=g:4809673
Independent Order of Odd Fellows Cemetery	id=g:4809674
Independent Order of Odd Fellows Cemetery	id=g:4809675
Independent Order of Odd Fellows Cemetery	id=g:4809676
Independent Order of Odd Fellows Cemetery	id=g:4809677
Independent Order of Odd Fellows Cemetery	id=g:4809678
Independent Order of Oddfellows Cemetery	id=g:4809679
Independent Order of Oddfellows Cemetery	id=g:4809680
Independent Order of Oddfellows Cemetery	id=g:4809681
Independent Order of Oddfellows Cemetery	id=g:4809682
Independent United Brethren Church	id=g:4809683
Index	id=g:4809684
Index (historical)	id=g:4809685
Indian Branch	id=g:4809686
Independence	id=g:4809687
Indian Branch	id=g:4809688
Indian Camp Church	id=g:4809689
Indian Camp Run	id=g:4809690
Indian Camp Run	id=g:4809691
Indian Camp School (historical)	id=g:4809692
Indian Creek	id=g:4809693
Indian Creek	id=g:4809694
Indian Creek	id=g:4809695
Indian Creek	id=g:4809696
Indian Creek	id=g:4809697
Indian Creek	id=g:4809698
Indian Creek	id=g:4809699
Indian Creek	id=g:4809700
Indian Creek	id=g:4809701
Indian Creek Cemetery	id=g:4809702
Indian Creek Church	id=g:4809703
Indian Creek Churchyard	id=g:4809704
Indian Creek Covered Bridge	id=g:4809705
Indian Creek School (historical)	id=g:4809706
Indian Draft	id=g:4809707
Indian Creek Church	id=g:4809708
Indian Draft	id=g:4809709
Indian Draft School (historical)	id=g:4809710
Indian Fork	id=g:4809711
Indian Fork	id=g:4809712
Indian Fork	id=g:4809713
Indian Fork	id=g:4809714
Indian Fork	id=g:4809715
Indian Fork Cemetery	id=g:4809716
Indian Fork Baptist Church	id=g:4809717
Indian Gap	id=g:4809718
Indian Gap	id=g:4809719
Indian Grave Branch	id=g:4809720
Indian Fork Church	id=g:4809721
Indian Grave Branch	id=g:4809722
Indian Grave Hollow	id=g:4809723
Indian Grave Mountain	id=g:4809724
Indian Hollow	id=g:4809725
Indian Hill	id=g:4809726
Indian Hollow	id=g:4809727
Indian Meadows	id=g:4809728
Indian Mills Missionary Baptist Church	id=g:4809729
Indian Mills Post Office	id=g:4809730
Indian Mound Cemetery	id=g:4809731
Indian Ridge	id=g:4809732
Indian Ridge	id=g:4809733
Indian Run	id=g:4809734
Indian Mills	id=g:4809735
Indian Run	id=g:4809736
Indian Run	id=g:4809737
Indian Run	id=g:4809738
Indian Run	id=g:4809739
Indian Run	id=g:4809740
Indian Run School (historical)	id=g:4809741
Indian Run School (historical)	id=g:4809742
Indian Spring Hollow	id=g:4809743
Indian Run Dam	id=g:4809744
Indianlick Branch	id=g:4809745
Indian Village	id=g:4809746
Indore Baptist Church	id=g:4809747
Indore Chapel	id=g:4809748
Indore Post Office	id=g:4809749
Industrial	id=g:4809750
Industrial	id=g:4809751
Industry	id=g:4809752
Inez	id=g:4809753
Infirmary Cemetery	id=g:4809754
Ingleside	id=g:4809755
Ingleside School (historical)	id=g:4809756
Ingleside School (historical)	id=g:4809757
Ingo	id=g:4809758
Ingram Branch	id=g:4809759
Ingram Church	id=g:4809760
Ingram Ridge Cemetery	id=g:4809761
Ingram School (historical)	id=g:4809762
Inkeep Cemetery	id=g:4809763
Inkerman	id=g:4809764
Insignificant Rapids	id=g:4809765
Institute	id=g:4809766
Institute Elementary School	id=g:4809767
Institute School	id=g:4809768
Interchange 1	id=g:4809769
Interchange 1	id=g:4809770
Interchange 1	id=g:4809771
Interchange 10	id=g:4809772
Interchange 100	id=g:4809773
Interchange 101	id=g:4809774
Interchange 102	id=g:4809775
Interchange 104	id=g:4809776
Interchange 105	id=g:4809777
Interchange 106	id=g:4809778
Interchange 11	id=g:4809779
Interchange 110	id=g:4809780
Interchange 111	id=g:4809781
Interchange 114	id=g:4809782
Interchange 115	id=g:4809783
Interchange 116	id=g:4809784
Interchange 117	id=g:4809785
Interchange 119	id=g:4809786
Interchange 119	id=g:4809787
Interchange 121	id=g:4809788
Interchange 124	id=g:4809789
Interchange 124	id=g:4809790
Interchange 125	id=g:4809791
Interchange 125	id=g:4809792
Interchange 129	id=g:4809793
Interchange 132	id=g:4809794
Interchange 132	id=g:4809795
Interchange 133	id=g:4809796
Interchange 133	id=g:4809797
Interchange 135	id=g:4809798
Interchange 137	id=g:4809799
Interchange 138	id=g:4809800
Interchange 139	id=g:4809801
Interchange 139	id=g:4809802
Interchange 14	id=g:4809803
Interchange 143	id=g:4809804
Interchange 146	id=g:4809805
Interchange 146	id=g:4809806
Interchange 15	id=g:4809807
Interchange 15	id=g:4809808
Interchange 150	id=g:4809809
Interchange 152	id=g:4809810
Interchange 154	id=g:4809811
Interchange 155	id=g:4809812
Interchange 156	id=g:4809813
Interchange 161	id=g:4809814
Interchange 169	id=g:4809815
Interchange 170	id=g:4809816
Interchange 173	id=g:4809817
Interchange 174	id=g:4809818
Interchange 175	id=g:4809819
Interchange 176	id=g:4809820
Interchange 179	id=g:4809821
Interchange 181	id=g:4809822
Interchange 183	id=g:4809823
Interchange 185	id=g:4809824
Interchange 19	id=g:4809825
Interchange 20	id=g:4809826
Interchange 20	id=g:4809827
Interchange 23	id=g:4809828
Interchange 25	id=g:4809829
Interchange 28	id=g:4809830
Interchange 28	id=g:4809831
Interchange 29	id=g:4809832
Interchange 34	id=g:4809833
Interchange 34	id=g:4809834
Interchange 39	id=g:4809835
Interchange 4	id=g:4809836
Interchange 42	id=g:4809837
Interchange 44	id=g:4809838
Interchange 44	id=g:4809839
Interchange 46	id=g:4809840
Interchange 46	id=g:4809841
Interchange 46	id=g:4809842
Interchange 47	id=g:4809843
Interchange 5	id=g:4809844
Interchange 5	id=g:4809845
Interchange 50	id=g:4809846
Interchange 51	id=g:4809847
Interchange 53	id=g:4809848
Interchange 54	id=g:4809849
Interchange 54	id=g:4809850
Interchange 56	id=g:4809851
Interchange 57	id=g:4809852
Interchange 58A	id=g:4809853
Interchange 58B	id=g:4809854
Interchange 58C	id=g:4809855
Interchange 6	id=g:4809856
Interchange 60	id=g:4809857
Interchange 62	id=g:4809858
Interchange 66	id=g:4809859
Interchange 67	id=g:4809860
Interchange 7	id=g:4809861
Interchange 7	id=g:4809862
Interchange 77	id=g:4809863
Interchange 79	id=g:4809864
Interchange 79	id=g:4809865
Interchange 8	id=g:4809866
Interchange 85	id=g:4809867
Interchange 89	id=g:4809868
Interchange 9	id=g:4809869
Interchange 9	id=g:4809870
Interchange 91	id=g:4809871
Interchange 95	id=g:4809872
Interchange 96	id=g:4809873
Interchange 96	id=g:4809874
Interchange 97	id=g:4809875
Interchange 98	id=g:4809876
Interchange 99	id=g:4809877
Interchange 99	id=g:4809878
Intermont	id=g:4809879
Interstate	id=g:4809880
Inwood	id=g:4809881
Inwood Post Office	id=g:4809882
Inwood Primary School	id=g:4809883
Iodine Spring	id=g:4809884
Ira	id=g:4809885
Ireland	id=g:4809886
Ireland Mine	id=g:4809887
Iris (historical)	id=g:4809888
Irish Hill	id=g:4809889
Irish Lick Knob	id=g:4809890
Irish Mountain	id=g:4809891
Irish Mountain	id=g:4809892
Irish Ridge	id=g:4809893
Irish Ridge	id=g:4809894
Irish Ridge School (historical)	id=g:4809895
Irish Ridge-Hazel Dell School (historical)	id=g:4809896
Irish Run	id=g:4809897
Indore	id=g:4809898
Irish Run	id=g:4809899
Irish School (historical)	id=g:4809900
Iron Bridge Run	id=g:4809901
Iron Ring Rapids	id=g:4809902
Irona	id=g:4809903
Irona Church	id=g:4809904
Irons Chapel	id=g:4809905
Irontown	id=g:4809906
Iroquois	id=g:4809907
Irvin Hollow	id=g:4809908
Iron Spring School (historical)	id=g:4809909
Isaac Creek	id=g:4809910
Isaac Cemetery	id=g:4809911
Isaac Creek School (historical)	id=g:4809912
Isaac Fork	id=g:4809913
Isaacs Creek Baptist Church	id=g:4809914
Isaac Run	id=g:4809915
Isaac Run	id=g:4809916
Isaac School (historical)	id=g:4809917
Isaacs Branch	id=g:4809918
Isaacs Cemetery	id=g:4809919
Isaacs Creek	id=g:4809920
Isaacs Creek Baptist Church	id=g:4809921
Isaacs Fork	id=g:4809922
Isaacs Fork	id=g:4809923
Isaacs Run	id=g:4809924
Isaacs Fork School (historical)	id=g:4809925
Isaban Post Office	id=g:4809926
Isabelle Flinn Cemetery	id=g:4809927
Isarel Fork	id=g:4809928
Isaacs Run	id=g:4809929
Island Branch	id=g:4809930
Island Branch	id=g:4809931
Island Airport	id=g:4809932
Island Creek	id=g:4809933
Island Campground	id=g:4809934
Island Creek	id=g:4809935
Island Creek	id=g:4809936
Island Creek School (historical)	id=g:4809937
Island Creek School (historical)	id=g:4809938
Island Hill Church	id=g:4809939
Island Lick Run	id=g:4809940
Island Creek School (historical)	id=g:4809941
Island Run	id=g:4809942
Island Ridge	id=g:4809943
Island Run	id=g:4809944
Island Run	id=g:4809945
Island Run	id=g:4809946
Island Run	id=g:4809947
Island Run	id=g:4809948
Island Run	id=g:4809949
Island Run School (historical)	id=g:4809950
Island Run School (historical)	id=g:4809951
Isner Creek	id=g:4809952
Isom	id=g:4809953
Isom Branch	id=g:4809954
Isom Flat	id=g:4809955
Ison Fork	id=g:4809956
Island Run Church	id=g:4809957
Mount Israel United Methodist Church	id=g:4809958
Israel Church	id=g:4809959
Israel School (historical)	id=g:4809960
Italian Christian Church	id=g:4809961
Itmann	id=g:4809962
Itmann School (historical)	id=g:4809963
Iuka	id=g:4809964
Ivan	id=g:4809965
Ivan Dean Spring	id=g:4809966
Ivan Dean Spring	id=g:4809967
Ivan McCombs Spring	id=g:4809968
Ivan McCombs Spring	id=g:4809969
Ivan McCombs Spring	id=g:4809970
Ivan McCombs Spring	id=g:4809971
Ivan McCombs Spring	id=g:4809972
Ivan McCombs Spring	id=g:4809973
Ives Branch	id=g:4809974
Israel	id=g:4809975
Ivy Branch	id=g:4809976
Ivy Creek	id=g:4809977
Ivy	id=g:4809978
Ivy Knob	id=g:4809979
Ivy Knob Lookout Tower	id=g:4809980
Ivy Ridge	id=g:4809981
Ivy Run	id=g:4809982
Ivydale	id=g:4809983
Ivydale	id=g:4809984
Ivydale Baptist Church	id=g:4809985
Ivydale Elementary School	id=g:4809986
J B Ellis Cemetery	id=g:4809987
J Harper Meredith Building	id=g:4809988
Jack Bend	id=g:4809989
Jack Cemetery	id=g:4809990
Jack Deeds School (historical)	id=g:4809991
Jack Fork	id=g:4809992
Jack Hollow	id=g:4809993
Ivy Hill School (historical)	id=g:4809994
Jack Run	id=g:4809995
Jack Run	id=g:4809996
Jack Mountain	id=g:4809997
Jack Run	id=g:4809998
Jack Smith Branch	id=g:4809999
Jack Run	id=g:4810000
Jack Smith Branch Refuse Bank Dam	id=g:4810001
Jackeman Run	id=g:4810002
Jack Smith Branch Impoundment	id=g:4810003
Jacks Branch	id=g:4810004
Jacks Branch	id=g:4810005
Jacks Fork	id=g:4810006
Jacks Fork	id=g:4810007
Jacks Run	id=g:4810008
Jacks Run	id=g:4810009
Jackson Acres	id=g:4810010
Jackson Avenue Independent Holiness Church of God	id=g:4810011
Jackson Branch	id=g:4810012
Jackson	id=g:4810013
Jackson Branch	id=g:4810014
Jackson Cemetery	id=g:4810015
Jackson Cemetery	id=g:4810016
Jackson Cemetery	id=g:4810017
Jackson Cemetery	id=g:4810018
Jackson Cemetery	id=g:4810019
Jackson Cemetery	id=g:4810020
Jackson Cemetery	id=g:4810021
Jackson County	id=g:4810022
Jackson County Airport	id=g:4810023
Jackson County Courthouse	id=g:4810024
Jackson County Library	id=g:4810025
Jackson County Livestock Pond Number One Dam	id=g:4810026
Jackson Farm Spring	id=g:4810027
Jackson Flats	id=g:4810028
Jackson Fork	id=g:4810029
Jackson Cemetery	id=g:4810030
Jackson Fork	id=g:4810031
Jackson Fork	id=g:4810032
Jackson General Hospital	id=g:4810033
Jackson Heights	id=g:4810034
Jackson High School (historical)	id=g:4810035
Jackson Junior High School	id=g:4810036
Jackson Memorial Church	id=g:4810037
Jackson Memorial Park	id=g:4810038
Jackson Mill	id=g:4810039
Jackson Rocks	id=g:4810040
Jackson Run	id=g:4810041
Jackson Hall School (historical)	id=g:4810042
Jackson Run	id=g:4810043
Jackson Run	id=g:4810044
Jackson Run	id=g:4810045
Jackson School (historical)	id=g:4810046
Jackson Spring	id=g:4810047
Jackson Union School (historical)	id=g:4810048
Jacksonburg	id=g:4810049
Jacksonburg Post Office	id=g:4810050
Jacksons Mill	id=g:4810051
Jacksons Mill Baptist Church	id=g:4810052
Jacksons Mill Dam	id=g:4810053
Jacksons Mill Lake	id=g:4810054
Jacksons Mill State 4-H Camp	id=g:4810055
Jacksonville	id=g:4810056
Jacky Fork	id=g:4810057
Jackson School (historical)	id=g:4810058
Jacob Bennet School (historical)	id=g:4810059
Jacob Cook Branch	id=g:4810060
Jaco	id=g:4810061
Jacobs Fork	id=g:4810062
Jacobs Run	id=g:4810063
Jacobs Run	id=g:4810065
Mount Jacobs	id=g:4810066
Jacox Knob	id=g:4810067
Jailhouse Hollow	id=g:4810068
Jacox	id=g:4810069
Jakes Branch	id=g:4810070
Jake Run	id=g:4810071
Jakes Branch	id=g:4810072
Jakes Fork	id=g:4810073
Jakes Run	id=g:4810074
Jakes Run	id=g:4810075
Jakes Run	id=g:4810076
Jakes Run	id=g:4810077
Jakes Run	id=g:4810078
Jakes Run	id=g:4810079
Jakes Run	id=g:4810080
Jakes Run	id=g:4810081
Jakes Run Early Childhood Center	id=g:4810082
James Branch	id=g:4810083
James Brooks Spring	id=g:4810084
James Cemetery	id=g:4810085
James Chapel United Methodist Church	id=g:4810086
James Chapel	id=g:4810087
James Creek	id=g:4810088
Jakes Run Methodist Church	id=g:4810089
James E Blake Spring	id=g:4810090
James E Morrow Library	id=g:4810091
James Harless Spring	id=g:4810092
James Hillberry Spring	id=g:4810093
James Hollow	id=g:4810094
James Crest Farms	id=g:4810095
James Kay Spring	id=g:4810096
James Knob	id=g:4810097
James Lane	id=g:4810098
James M Van Metre Cemetery	id=g:4810099
James Memorial Church	id=g:4810100
James Nichols Spring	id=g:4810101
James Ridge	id=g:4810102
James Rumsey Technical Institute	id=g:4810103
Jamestown	id=g:4810104
Jamestown (historical)	id=g:4810105
Jamestown Prosperity Cemetery	id=g:4810106
Jamestown School (historical)	id=g:4810107
Jamison Farm Spring	id=g:4810108
Jamison Number 9 Mine Camp Spring	id=g:4810109
Jane Branch	id=g:4810110
Jane Lew	id=g:4810111
Jane Lew Elementary School	id=g:4810112
Jane Lew Post Office	id=g:4810113
Janes Chapel	id=g:4810114
Janes Memorial Cemetery	id=g:4810115
Janes Memorial United Methodist Church	id=g:4810116
Janes Run	id=g:4810117
James Hudnall Spring	id=g:4810118
Janutola Park	id=g:4810119
Jarett Maynard Cemetery	id=g:4810120
Jarrell Branch	id=g:4810121
Janie	id=g:4810122
Jarrell Branch	id=g:4810123
Jarrell Cemetery	id=g:4810124
Jarrell Cemetery	id=g:4810125
Jarrell School (historical)	id=g:4810126
Jarrell School (historical)	id=g:4810127
Jarrell Spring	id=g:4810128
Jarrells Cemetery	id=g:4810129
Jarrells Cemetery	id=g:4810130
Jarrells Cemetery	id=g:4810131
Jarrells Creek	id=g:4810132
Jarrell Cemetery	id=g:4810133
Jarrells Ridge	id=g:4810134
Jarrett	id=g:4810135
Jarrett Branch	id=g:4810136
Jarrells Flats	id=g:4810137
Jarrett Spring	id=g:4810138
Jarretts Cemetery	id=g:4810139
Jarrolds Field	id=g:4810140
Jarrolds Valley	id=g:4810141
Jarvis Cemetery	id=g:4810142
Jarvis Cemetery	id=g:4810143
Jarvisville	id=g:4810144
Jasper Workman Branch	id=g:4810145
Jarrett School (historical)	id=g:4810146
Java Run	id=g:4810147
Jasper Yokum Farm Springs	id=g:4810148
Javins Cemetery	id=g:4810149
Jawbone Run	id=g:4810150
Jayenn	id=g:4810151
Jayenne Elementary School	id=g:4810152
Jaynes Branch	id=g:4810153
Javins Cemetery	id=g:4810154
Jed Branch	id=g:4810155
Jed	id=g:4810156
Jeff Scotts (historical)	id=g:4810157
Jeffers Cemetery	id=g:4810158
Jeffers Ridge	id=g:4810159
Jefferson	id=g:4810160
Jefferson Avenue Baptist Church	id=g:4810161
Jefferson County	id=g:4810162
Jefferson County Courthouse	id=g:4810163
Jefferson County Jail	id=g:4810164
Jefferson County Library	id=g:4810165
Jefferson County Museum	id=g:4810166
Jefferson High School	id=g:4810167
Jefferson Junior High School (historical)	id=g:4810168
Jefferson District	id=g:4810169
Jefferson District	id=g:4810170
Jefferson Memorial Hospital	id=g:4810171
Jefferson National Forest	id=g:4810172
Jefferson Park	id=g:4810173
Jefferson Rock	id=g:4810174
Jefferson Run	id=g:4810175
Jeep Bridge	id=g:4810176
Jefferson Elementary School	id=g:4810177
Jefferson School (historical)	id=g:4810178
Jefferson School (historical)	id=g:4810179
Jefferson Village	id=g:4810180
Jefferson-Staniford Cemetery	id=g:4810181
Jeffrey	id=g:4810182
Jeffry Fork	id=g:4810183
Jefferson Elementary School (historical)	id=g:4810184
Jehu Branch	id=g:4810185
Jemima Hollow	id=g:4810186
Jenkinjones	id=g:4810187
Jenkinjones Post Office	id=g:4810188
Jenkins Branch	id=g:4810189
Jenkinjones Impoundment	id=g:4810190
Jenkins Branch	id=g:4810191
Jenkins Cemetery	id=g:4810192
Jenkins Fork	id=g:4810193
Jenkins Chapel	id=g:4810194
Jenkins Run	id=g:4810195
Jenkins Hall	id=g:4810196
Jenks Fork	id=g:4810197
Jenks	id=g:4810198
Jenky	id=g:4810199
Jennette Cemetery	id=g:4810200
Jennie Creek	id=g:4810201
Jennie Creek Church	id=g:4810202
Jennie Creek School (historical)	id=g:4810203
Jennings Randolph Field	id=g:4810204
Jennings Randolph Lake	id=g:4810205
Jennings Run	id=g:4810206
Jenningston	id=g:4810207
Jenny Branch	id=g:4810208
Jenny Branch	id=g:4810209
Jenks Fork School (historical)	id=g:4810210
Jenny Gap (historical)	id=g:4810211
Jephany Knob	id=g:4810212
Jere	id=g:4810213
Jericho (historical)	id=g:4810214
Jericho Draft	id=g:4810215
Jenny Gap	id=g:4810216
Jerome	id=g:4810217
Jerome Park	id=g:4810218
Jerome Park School (historical)	id=g:4810219
Jerry Fork	id=g:4810220
Jerry Fork	id=g:4810221
Jericho Flat	id=g:4810222
Jerry Fork	id=g:4810223
Jerry Run	id=g:4810224
Jerry Run	id=g:4810225
Jerrys Hollow	id=g:4810226
Jerrys Run	id=g:4810227
Jerrys Run	id=g:4810228
Jerrys Run	id=g:4810229
Jerryville	id=g:4810230
Jersey School (historical)	id=g:4810231
Jerseywood Run	id=g:4810232
Jerrys Run School (historical)	id=g:4810233
Jerusalem Cemetery	id=g:4810234
Jerusalem United Methodist Church	id=g:4810235
Jerusalem Church	id=g:4810236
Jerusha Church	id=g:4810237
Jesse	id=g:4810238
Jesse Cain Run	id=g:4810239
Jerseywood School (historical)	id=g:4810240
Jesse Fork	id=g:4810241
Jesse Run	id=g:4810242
Jesse Run	id=g:4810243
Jesse Run	id=g:4810244
Jesse Run Church	id=g:4810245
Jesses Knob	id=g:4810246
Jessie Run	id=g:4810247
Jesse Run School (historical)	id=g:4810248
Jets Hollow	id=g:4810249
Jessop	id=g:4810250
Jett Cemetery	id=g:4810251
Jewell	id=g:4810252
Jewell School (historical)	id=g:4810253
Jewell School (historical)	id=g:4810254
Jewell School (historical)	id=g:4810255
Jigly Branch	id=g:4810256
Jetsville	id=g:4810257
Jim Branch	id=g:4810258
Jim Branch	id=g:4810259
Jim Hollow	id=g:4810260
Jim Lewis Hollow	id=g:4810261
Jim Fleshman Spring	id=g:4810262
Jim Lick Fork	id=g:4810263
Jim Ray Spring	id=g:4810264
Jim Run	id=g:4810265
Jim Ridge	id=g:4810266
Jim Run	id=g:4810267
Jim White Hollow	id=g:4810268
Jim Young Fork	id=g:4810269
Jimmy Fork	id=g:4810270
Jimmy Horry Spring	id=g:4810271
Jimmy Run	id=g:4810272
Jims Branch	id=g:4810273
Jims Branch	id=g:4810274
Jims Branch	id=g:4810275
Jims Branch	id=g:4810276
Jims Branch	id=g:4810277
Jims Branch	id=g:4810278
Jims Branch	id=g:4810279
Jims Branch	id=g:4810280
Jims Creek	id=g:4810281
Jims Creek	id=g:4810282
Jims Fork	id=g:4810283
Jims Run	id=g:4810284
Jimtown	id=g:4810285
Jimtown	id=g:4810286
Jingo (historical)	id=g:4810287
Job	id=g:4810288
Job Knob	id=g:4810289
Job Knob	id=g:4810290
Job Knob Branch	id=g:4810291
Jimtown	id=g:4810292
Job Knob Branch	id=g:4810293
Job Run	id=g:4810294
Job Run School (historical)	id=g:4810295
Jobes Hollow	id=g:4810296
Job Run	id=g:4810297
Jobs Run	id=g:4810298
Jobs Temple	id=g:4810299
Jockeycamp Run	id=g:4810300
Jobs Ford	id=g:4810301
Jodie	id=g:4810302
Joe Branch	id=g:4810303
Joe Branch	id=g:4810304
Jockeycamp Run School (historical)	id=g:4810305
Joe Branch	id=g:4810306
Joe Fork	id=g:4810307
Joe Knob	id=g:4810308
Joe Knob Branch	id=g:4810309
Joe Point	id=g:4810310
Joe Run	id=g:4810311
Joe Run	id=g:4810312
Joe Shamblen Branch	id=g:4810313
Joels Branch	id=g:4810314
Joels Branch Cemetery	id=g:4810315
Joes Branch	id=g:4810316
Joes Branch	id=g:4810317
Joels Branch School (historical)	id=g:4810318
Joes Branch	id=g:4810319
Joes Branch	id=g:4810320
Joes Branch Refuse Impoundment	id=g:4810321
Joes Creek	id=g:4810322
Joes Creek	id=g:4810323
Joes Branch Refuse Impoundment Dam	id=g:4810324
Joes Creek	id=g:4810325
Joes Creek Church	id=g:4810326
Joes Fork	id=g:4810327
Joes Hollow	id=g:4810328
Joes Ridge	id=g:4810329
Joes Run	id=g:4810330
Joes Run	id=g:4810331
Joes Run	id=g:4810332
Joes Run	id=g:4810333
Joes Ridge	id=g:4810334
Joes Run	id=g:4810335
Joes Run	id=g:4810336
Joes Run	id=g:4810337
Joes Run	id=g:4810338
Joes Run Church	id=g:4810339
Joes Run School (historical)	id=g:4810340
Joetown	id=g:4810341
John	id=g:4810342
John Adams Middle School	id=g:4810343
John Amos Fly Ash Retention Dam	id=g:4810344
John Amos Power Plant	id=g:4810345
John B Hollow	id=g:4810346
Joes Run	id=g:4810347
John Bayles Farm Spring	id=g:4810348
John Brown Monument	id=g:4810349
John Browns Fort (historical)	id=g:4810350
John Capito Spring	id=g:4810351
John F Kennedy Center	id=g:4810352
John Gump Spring	id=g:4810353
John Hansford School (historical)	id=g:4810354
John Henson Spring	id=g:4810355
John Kirby Spring	id=g:4810356
John Lee Hollow	id=g:4810357
John Bailey Spring	id=g:4810358
John Lloyd Spring	id=g:4810359
John Manchin Senior Health Care Center	id=g:4810360
John Marshall High School	id=g:4810361
John Mullennex Spring	id=g:4810362
John Napier Cemetery	id=g:4810363
John O Branch	id=g:4810364
John Liller Cemetery	id=g:4810365
John Petrovich Spring	id=g:4810366
John Stewart Memorial Methodist Church	id=g:4810367
John Street Baptist Church	id=g:4810368
John Street Public School (historical)	id=g:4810369
John Tyler Spring	id=g:4810370
John Weslty United Methodist Church	id=g:4810371
Johnny Knob	id=g:4810372
Johnnycake	id=g:4810373
Johnnycake Branch	id=g:4810374
John Oshell Spring	id=g:4810375
Johnnycake Fork	id=g:4810376
Johnnycake Hollow	id=g:4810377
Johnnycake Run	id=g:4810378
Johnnycake Run	id=g:4810379
Johnnys Branch	id=g:4810380
Johns	id=g:4810381
Johns Branch	id=g:4810382
Johns Branch	id=g:4810383
Johns Branch	id=g:4810384
Johns Branch Number Two Dam	id=g:4810385
Johns Camp Run	id=g:4810386
Johns Branch Number One Dam	id=g:4810387
Johns Fork	id=g:4810388
Johns Camp Run Shelter	id=g:4810389
Johns Knob Branch	id=g:4810390
Johns Knob	id=g:4810391
Johns Run	id=g:4810392
Johns Run	id=g:4810393
Johns Run	id=g:4810394
Johns Run	id=g:4810395
Johns Run	id=g:4810396
Johns Run	id=g:4810397
Johnson	id=g:4810398
Johnson Avenue United Methodist Church	id=g:4810399
Johnson Branch	id=g:4810400
Johnson (historical)	id=g:4810401
Johnson Branch	id=g:4810402
Johnson Cemetery	id=g:4810403
Johnson Cemetery	id=g:4810404
Johnson Cemetery	id=g:4810405
Johnson Cemetery	id=g:4810406
Johnson Cemetery	id=g:4810407
Johnson Cemetery	id=g:4810408
Johnson Cemetery	id=g:4810409
Johnson Cemetery	id=g:4810410
Johnson Chapel	id=g:4810411
Johnson United Methodist Church	id=g:4810412
Johnson Creek	id=g:4810413
Johnson Cemetery	id=g:4810414
Johnson Crossroads	id=g:4810415
Johnson Elementary School	id=g:4810416
Johnson Flats	id=g:4810417
Johnson Fork	id=g:4810418
Johnson Creek School (historical)	id=g:4810419
Johnson Fork	id=g:4810420
Johnson Fork	id=g:4810421
Johnson Fork	id=g:4810422
Johnson Fork School (historical)	id=g:4810423
Johnson Hollow	id=g:4810424
Johnson Hollow	id=g:4810425
Johnson Hollow	id=g:4810426
Johnson Hollow	id=g:4810427
Johnson Hollow	id=g:4810428
Johnson Island	id=g:4810429
Johnson Knob Lookout Tower	id=g:4810430
Johnson Memorial United Methodist Church	id=g:4810431
Johnson Missionary Church	id=g:4810432
Johnson Ridge	id=g:4810433
Johnson Run	id=g:4810434
Johnson Knob	id=g:4810435
Johnson Run	id=g:4810436
Johnson Run	id=g:4810437
Johnson Run	id=g:4810438
Johnson Run	id=g:4810439
Johnson Run	id=g:4810440
Johnson Run	id=g:4810441
Johnson Run	id=g:4810442
Johnson School (historical)	id=g:4810443
Johnson School (historical)	id=g:4810444
Johnson Shoal Light	id=g:4810445
Johnson Spring	id=g:4810446
Johnson Springs	id=g:4810447
Johnson Truck Spring	id=g:4810448
Johnsons Mill	id=g:4810449
Johnsontown	id=g:4810450
Johnsontown	id=g:4810451
Johnsontown Brethren Church	id=g:4810452
Johnsontown Cemetery	id=g:4810453
Johnsontown Cemetery	id=g:4810454
Johnsontown Spring	id=g:4810455
