Mesa Drain	id=g:5526194
South Plains	id=g:5531393
South Plains Fairground	id=g:5531394
South Plains Junior College	id=g:5531395
South Plum Creek	id=g:5531396
South Park Baptist Church	id=g:5531397
South Pole Canyon	id=g:5531398
South Pollack Well	id=g:5531399
South Prong Little Red River	id=g:5531400
South Pond	id=g:5531401
South Prong Moss Creek	id=g:5531402
South Prong Sand Creek	id=g:5531403
South Rector Canyon	id=g:5531404
South Red Tank	id=g:5531405
South Rim Trail - Boot Springs Trail	id=g:5531406
South River Windmill	id=g:5531407
South Rock Tank	id=g:5531408
South Romero Windmill	id=g:5531409
South Rusk Windmill	id=g:5531410
South Sage Creek	id=g:5531411
South Rim	id=g:5531412
South Sand Well	id=g:5531413
South Sand Windmill	id=g:5531414
South Santa Fe Windmill	id=g:5531415
South School	id=g:5531416
South School	id=g:5531417
South School	id=g:5531418
South Sealy Oil Field	id=g:5531419
South Shinnery Windmill	id=g:5531420
South Side Community Park	id=g:5531421
South Side Feeder Lateral	id=g:5531422
South Simmons Creek	id=g:5531423
South Sampson Well	id=g:5531424
South Sixmile Draw	id=g:5531425
South Six Windmill	id=g:5531426
South Tank	id=g:5531427
South Tank	id=g:5531428
South Tank	id=g:5531429
South Tank	id=g:5531430
South Tank	id=g:5531431
South Tank	id=g:5531432
South Trap Windmill	id=g:5531433
South Tule Draw	id=g:5531434
South Summerour Well	id=g:5531435
South Ward Oil Field	id=g:5531436
South Ward School	id=g:5531437
South Ward School	id=g:5531438
South Well	id=g:5531439
South Well	id=g:5531440
South Well	id=g:5531441
South Well	id=g:5531442
South Well	id=g:5531443
South Well	id=g:5531444
South Well	id=g:5531445
South Well	id=g:5531446
South Well	id=g:5531447
South Well Draw	id=g:5531448
South Twomile Windmill	id=g:5531449
South Whittenburg Windmill	id=g:5531450
South Williams Windmill	id=g:5531451
South Wilson Windmill	id=g:5531452
South Windmill	id=g:5531453
South Windmill	id=g:5531454
South Windmill	id=g:5531455
South Windmill	id=g:5531456
South Windmill	id=g:5531457
South Windmill	id=g:5531458
South Windmill	id=g:5531459
South Windmill	id=g:5531460
South Windmill	id=g:5531461
South Windmill	id=g:5531462
South Windmill	id=g:5531463
South Windmill	id=g:5531464
South Windmill	id=g:5531465
South Windmill	id=g:5531466
South Windmill	id=g:5531467
South Windmill	id=g:5531468
South Windmill	id=g:5531469
South Windmill	id=g:5531470
South Windmill	id=g:5531471
South Windmill	id=g:5531472
South Windmill	id=g:5531473
South Windmill	id=g:5531474
South Windmill	id=g:5531475
South Windmill	id=g:5531476
South Windmill	id=g:5531477
South Windmill	id=g:5531478
South Windmill	id=g:5531479
South Windmill	id=g:5531480
South Windmill	id=g:5531481
South Windmill	id=g:5531482
South Windmill	id=g:5531483
South Windmill	id=g:5531484
South Windmill	id=g:5531485
South Windmill	id=g:5531486
South Windmill	id=g:5531487
South Winters Windmill	id=g:5531488
South Witcher Windmill	id=g:5531489
South Wolf Creek	id=g:5531490
South Whatley Windmill	id=g:5531491
Southeast Antelope Tank	id=g:5531492
Southeast Bull Tank	id=g:5531493
Southeast Elementary School	id=g:5531494
Southeast Park	id=g:5531495
Southeast Rim Keyhole	id=g:5531496
Southeast River Windmill	id=g:5531497
Southeast School	id=g:5531498
Southeast School	id=g:5531499
Southeast Well	id=g:5531500
Southeast Windmill	id=g:5531501
Southeast Windmill	id=g:5531502
Southeast Windmill	id=g:5531503
Southeast Windmill	id=g:5531504
Southerland Canyon	id=g:5531505
Southcrest Church	id=g:5531506
Southland Baptist Church	id=g:5531507
Southland School	id=g:5531508
Southlawn Assembly of God Church	id=g:5531509
Southside Baptist Church	id=g:5531510
Southside Baptist Church	id=g:5531511
Southside Campground	id=g:5531512
Southwest Antelope Tank	id=g:5531513
Southwest Baptist Church	id=g:5531514
Southwest Bull Tank	id=g:5531515
Southwest Church of Christ	id=g:5531516
Southwest Mesa	id=g:5531517
Southwest Park	id=g:5531518
Southwest Peter Lake Tank	id=g:5531519
Southwest School	id=g:5531520
Southwest Tank	id=g:5531521
Southwest Well	id=g:5531522
Southwest Well	id=g:5531523
Southwest Windmill	id=g:5531524
Southwest Windmill	id=g:5531525
Southwest Windmill	id=g:5531526
Southwestern Public Service Lake	id=g:5531527
Southwestern Public Service Lake Dam	id=g:5531528
Sowell Draw	id=g:5531529
Southland	id=g:5531530
Spade	id=g:5531531
Spade Cemetery	id=g:5531532
Spade Draw	id=g:5531533
Spade Ranch	id=g:5531534
Spade Ranch	id=g:5531535
Spade Ranch Crane Hollow Tank Dam	id=g:5531536
Spade Ranch Hollywood Tank Dam	id=g:5531537
Spanish Baptist Church	id=g:5531538
Spanish Church of Christ	id=g:5531539
Spanish Church of Christ	id=g:5531540
Spanish Park	id=g:5531541
Spanish Trail Additon Colonia	id=g:5531542
Sparenberg	id=g:5531543
Spark's Addition Colonia	id=g:5531544
Spark's Addition Number 2 Colonia	id=g:5531545
Spark's Addition Number 3 Colonia	id=g:5531546
Spark's Addition Number 4 Colonia	id=g:5531547
Sparks	id=g:5531548
Sparks Cemetery	id=g:5531549
Sparks Crossing	id=g:5531550
Sparks Park	id=g:5531551
Sparks Windmill	id=g:5531552
Spearman	id=g:5531553
Spearman Gas and Oil Field	id=g:5531554
Spearman Golf Course	id=g:5531555
Spearman High School	id=g:5531556
Spearman Junior High School	id=g:5531557
Spearman Municipal Airport	id=g:5531558
Spearman North Gas and Oil Field	id=g:5531559
Spears Mountain	id=g:5531560
Special Education Co - Op School	id=g:5531561
Speck Ranch	id=g:5531562
Speed Canyon	id=g:5531563
Spade	id=g:5531564
Spence Ranch	id=g:5531565
Spencer Cemetery	id=g:5531566
Spencer Creek	id=g:5531567
Speed Windmill	id=g:5531568
Spencer Draw	id=g:5531569
Spencer Lake	id=g:5531570
Spencer Mountain	id=g:5531571
Spencer Oil Field	id=g:5531572
The Sphinx	id=g:5531573
Spindle Top Windmill	id=g:5531574
Split Peak Windmill	id=g:5531575
Split Tank	id=g:5531576
Spofford	id=g:5531577
Spofford Airport	id=g:5531578
Spotted Oak Canyon	id=g:5531579
Spencer Lake Dam	id=g:5531580
Spraberry	id=g:5531581
Spraberry Church	id=g:5531582
Spraberry Gas Plant	id=g:5531583
Spraberry Oil Field	id=g:5531584
Spraberry Trend Oil Field	id=g:5531585
Spring Branch	id=g:5531586
Spotted Oak Spring	id=g:5531587
Spring Branch	id=g:5531588
Spring Canyon	id=g:5531589
Spring Canyon	id=g:5531590
Spring Canyon	id=g:5531591
Spring Canyon	id=g:5531592
Spring Canyon	id=g:5531593
Spring Canyon	id=g:5531594
Spring Canyon	id=g:5531595
Spring Canyon	id=g:5531596
Spring Canyon	id=g:5531597
Spring Canyon Trap Windmill	id=g:5531598
Spring Creek	id=g:5531599
Spring Canyon Windmill	id=g:5531600
Spring Creek	id=g:5531601
Spring Creek	id=g:5531602
Spring Creek	id=g:5531603
Spring Creek	id=g:5531604
Spring Creek	id=g:5531605
Spring Creek	id=g:5531606
Spring Creek	id=g:5531607
Spring Creek	id=g:5531608
Spring Creek	id=g:5531609
Spring Creek	id=g:5531610
Spring Creek	id=g:5531611
Spring Creek	id=g:5531612
Spring Creek	id=g:5531613
Spring Creek	id=g:5531614
Spring Creek	id=g:5531615
Spring Creek	id=g:5531616
Spring Creek	id=g:5531617
Spring Creek	id=g:5531618
Spring Creek	id=g:5531619
Spring Creek Ranch	id=g:5531620
Spring Creek Spring	id=g:5531621
Spring Creek Springs	id=g:5531622
Spring Creek Windmill	id=g:5531623
Spring Dam	id=g:5531624
Spring Draw	id=g:5531625
Spring Creek School	id=g:5531626
Spring Hill	id=g:5531627
Spring Hills	id=g:5531628
Spring Hills Draw	id=g:5531629
Spring Draw	id=g:5531630
Spring Hollow	id=g:5531631
Spring Hollow	id=g:5531632
Spring Hollow	id=g:5531633
Spring Mountain	id=g:5531634
Spring Ranch Airport	id=g:5531635
Spring Tank	id=g:5531636
Spring Tank	id=g:5531637
Spring Tank	id=g:5531638
Spring Tank	id=g:5531639
Spring Windmill	id=g:5531640
Springer Lake	id=g:5531641
Springer Lake Dam	id=g:5531642
Springers Ranch (historical)	id=g:5531643
Springlake	id=g:5531644
Springlake Cemetery	id=g:5531645
Springlake Elementary School	id=g:5531646
Springlake School	id=g:5531647
Sproul Reservoir	id=g:5531648
Mesa Sproul	id=g:5531649
Spruce Ranch	id=g:5531650
Spudder Flats	id=g:5531651
Spur Headquarters Ranch Dam	id=g:5531652
Spur Headquarters Ranch Lake	id=g:5531653
Spur Municipal Airport	id=g:5531654
Spurler Creek	id=g:5531655
Spring Mountain	id=g:5531656
Square Mesa	id=g:5531657
Square Top Mountain	id=g:5531658
Squaw Creek	id=g:5531659
Spurlock Chapel	id=g:5531660
Squaw Creek	id=g:5531661
Squaw Pass	id=g:5531662
Squaw Peak	id=g:5531663
Squaw Spring	id=g:5531664
Squaw Spring	id=g:5531665
Squaws Teat	id=g:5531666
Squawteat Peak	id=g:5531667
Stage Hollow	id=g:5531668
Squaw Peak	id=g:5531669
Stagecoach Waterhole	id=g:5531670
Stagg Lake	id=g:5531671
Stairway Mountain	id=g:5531672
Stalanaker Lake	id=g:5531673
Stallwitz Lake	id=g:5531674
Stamps Field	id=g:5531675
Standart	id=g:5531676
Standifer Gap	id=g:5531677
Stanfield Elementary School	id=g:5531678
Stanford Park	id=g:5531679
Stanley Schaeffer Dam	id=g:5531680
Stanley Schaeffer Lake	id=g:5531681
Stansberry Ranch	id=g:5531682
Stanton	id=g:5531683
Stanton Elementary School	id=g:5531684
Stanton Elementary School	id=g:5531685
Stanton Junior High School	id=g:5531686
Stanton Municipal Airport	id=g:5531687
Stanton Ranch	id=g:5531688
Stapp Canyon	id=g:5531689
Stage Road Tank	id=g:5531690
Star Creek	id=g:5531691
Star Camp	id=g:5531692
Star Mesa	id=g:5531693
Star Mountain	id=g:5531694
Star Mountain Windmill	id=g:5531695
Star Park	id=g:5531696
Star Pool Windmill	id=g:5531697
Star Route	id=g:5531698
Star Route	id=g:5531699
Star Windmill	id=g:5531700
Star Windmill	id=g:5531701
Star Windmill	id=g:5531702
Star Windmill	id=g:5531703
Star Windmill	id=g:5531704
Stark North Well	id=g:5531705
Stark Park	id=g:5531706
State Fish Hatchery Number 1	id=g:5531707
State Fish Hatchery Number 2	id=g:5531708
State Line	id=g:5531709
State Line	id=g:5531710
State Line Tank	id=g:5531711
State National Bank	id=g:5531712
Stationmasters House Museum	id=g:5531713
Steel Pen Windmill	id=g:5531714
Steel Rim Windmill	id=g:5531715
Steel Star Draw	id=g:5531716
Star Divide Windmill	id=g:5531717
Steel Tower Windmill	id=g:5531718
Steel Trap Windmill	id=g:5531719
Steel Windmill	id=g:5531720
Steel Windmill	id=g:5531721
Steel Windmill	id=g:5531722
Steel Windmill	id=g:5531723
Steel Windmill	id=g:5531724
Steele Hill	id=g:5531725
Steele Hills	id=g:5531726
Steele Well	id=g:5531727
Steen Gas Field	id=g:5531728
Steen Lake	id=g:5531729
Steen Ranch	id=g:5531730
Steep Draw	id=g:5531731
Steel Tower Windmill	id=g:5531732
Steer Canyon	id=g:5531733
Steer Tank	id=g:5531734
Steer Windmill	id=g:5531735
Stegall	id=g:5531736
Stegall Ranch	id=g:5531737
Steji Lake	id=g:5531738
Steji Lake Dam	id=g:5531739
Stekoll Camp	id=g:5531740
Stephan F Austin School	id=g:5531741
Stephen F Austin School	id=g:5531742
Stephen School	id=g:5531743
Stephenson Lake	id=g:5531744
Stepherson Windmill	id=g:5531745
Stepp Mountain	id=g:5531746
Sterling City	id=g:5531747
Sterling County	id=g:5531748
Sterling Creek	id=g:5531749
Steer Wells	id=g:5531750
Sterman Canyon	id=g:5531751
Sterman Windmill	id=g:5531752
Steve Kemp Draw	id=g:5531753
Steve Windmill	id=g:5531754
Stevens Ranch	id=g:5531755
Stevens Tank	id=g:5531756
Stevens Well	id=g:5531757
Stevenson Tank	id=g:5531758
Stewart Elementary School	id=g:5531759
Stewart Hollow	id=g:5531760
Stevens	id=g:5531761
Stewart Lake Dam	id=g:5531762
Stewart Ranch	id=g:5531763
Stewart Ranch	id=g:5531764
Stewart Station	id=g:5531765
Stewart Windmill	id=g:5531766
Stiles	id=g:5531767
Stiles Cemetery	id=g:5531768
Stiles Oil Field	id=g:5531769
Still Canyon	id=g:5531770
Stewart Lake	id=g:5531771
Stillwell Creek	id=g:5531772
Stillwell Crossing	id=g:5531773
Stillwell Ranch	id=g:5531774
Stillwell Ranch (historical)	id=g:5531775
Stink Creek	id=g:5531776
Stillwell Mountain	id=g:5531777
Stink Creek	id=g:5531778
Stink Creek Tank	id=g:5531779
Stinkhole Divide	id=g:5531780
Stinkhole Windmill	id=g:5531781
Stinking Creek	id=g:5531782
Stink Creek Tank Dam	id=g:5531783
Stinking Creek	id=g:5531784
Stinking Windmill	id=g:5531785
Stinnett Oil Field	id=g:5531786
Stinnett Station	id=g:5531787
Stites Ranch	id=g:5531788
Stites Ranch	id=g:5531789
Stocks Ranch	id=g:5531790
Stocks Well Number One	id=g:5531791
Stockton Canyon	id=g:5531792
Stinnett	id=g:5531793
Stoker Lake	id=g:5531794
Stoker Lake Dam	id=g:5531795
Stokes Well	id=g:5531796
Stokes Windmill	id=g:5531797
Stone Point	id=g:5531798
Stone Ranch	id=g:5531799
Stone Ranch	id=g:5531800
Stone Tank	id=g:5531801
Stonewall County	id=g:5531802
Stonewall County Airport	id=g:5531803
Stonewall Memorial Hospital	id=g:5531804
Storage Tank Windmill	id=g:5531805
Storey Creek	id=g:5531806
Stockton Tank	id=g:5531807
Stotts Windmill	id=g:5531808
Stovall Ranch Number 4 Airport	id=g:5531809
Stovall Windmill	id=g:5531810
Stove Canyon	id=g:5531811
Stormy Lease Trail	id=g:5531812
Stove Canyon	id=g:5531813
Straddlebug Mountain	id=g:5531814
Stratford	id=g:5531815
Stratford Feeders Reservoir	id=g:5531816
Stratford Feeders Reservoir Dam	id=g:5531817
Stratford Field	id=g:5531818
Stratford High School	id=g:5531819
Stratford Junior High School	id=g:5531820
Stratler Windmill	id=g:5531821
Stratton Well	id=g:5531822
Strawhouse - Telephone Canyon Trail	id=g:5531823
Strawhouse Trail	id=g:5531824
Stray Pasture Windmill	id=g:5531825
Stray Tank	id=g:5531826
Streeruwitz Hills	id=g:5531827
Streetcar Camp	id=g:5531828
Stricklin Creek	id=g:5531829
Strain Pool Oil Field	id=g:5531830
String Bean Tank	id=g:5531831
Strip Cemetery	id=g:5531832
Strip Crossing	id=g:5531833
Strip Tank	id=g:5531834
Stroebel	id=g:5531835
Stroud Ranch	id=g:5531836
Stuart Place	id=g:5531837
Stuarts Peak	id=g:5531838
Stub Draw	id=g:5531839
Stricklin Spring	id=g:5531840
Stubbs Elementary School	id=g:5531841
Stubbs Park	id=g:5531842
Stubbs School	id=g:5531843
Stud Duck Tank	id=g:5531844
Student Memorial Park	id=g:5531845
Study Butte	id=g:5531846
Study Butte	id=g:5531847
Study Butte	id=g:5531848
Stump Spring	id=g:5531849
Sudan	id=g:5531850
Sudan Airport	id=g:5531851
Sudan Cemetery	id=g:5531852
Sudderth Elementary School	id=g:5531853
Sue Peaks	id=g:5531854
Suffolk Park	id=g:5531855
Sugar Bowl Tank	id=g:5531856
Sugar Loaf	id=g:5531857
Sugar Loaf Mountain	id=g:5531858
Sugar Loaf Mountain	id=g:5531859
Sugarloaf Mountain	id=g:5531860
Sugg Ranch	id=g:5531861
Suggs	id=g:5531862
Suicide Flat	id=g:5531863
Sul Ross State University	id=g:5531864
Sulfur Canyon	id=g:5531865
Stub Windmill	id=g:5531866
Sulfur Well	id=g:5531867
Sulfur Well	id=g:5531868
Sulfur Well Draw	id=g:5531869
Sulfur Mine Hill	id=g:5531870
Sulfur Windmill	id=g:5531871
Sulfur Windmill	id=g:5531872
Sulfur Windmill	id=g:5531873
Sulfur Windmill	id=g:5531874
Sullivan Bridge (historical)	id=g:5531875
Sullivan Mine	id=g:5531876
Sullivan Oil Field	id=g:5531877
Sullivan Ranch	id=g:5531878
Sullivan Ranch	id=g:5531879
Sullivan Ranch	id=g:5531880
Sullivan Spring	id=g:5531881
Sullivan Windmill	id=g:5531882
Sulpher Draw	id=g:5531883
Sulfur Windmill	id=g:5531884
Sulphur Creek	id=g:5531885
Sulphur Creek	id=g:5531886
Sulphur Draw	id=g:5531887
Sulphur Draw	id=g:5531888
Sulphur Springs	id=g:5531889
Sulphur Springs Draw	id=g:5531890
Sulphur Springs	id=g:5531891
Sulphur Springs Park	id=g:5531893
Sulphur Well	id=g:5531894
Sulphur Well	id=g:5531895
Sulphur Well	id=g:5531896
Sulphur Windmill	id=g:5531897
Sulphur Windmill	id=g:5531898
Sulphur Windmill	id=g:5531899
Sulphur Windmill	id=g:5531900
Sulphur Windmill	id=g:5531901
Summerfield	id=g:5531902
Summers Lake	id=g:5531903
Summers Lake Dam	id=g:5531904
Summit	id=g:5531905
Summit Fillmore Park	id=g:5531906
Summit School	id=g:5531907
Summitt Baptist Chapel Church	id=g:5531908
Summitt Baptist Church	id=g:5531909
Sun Bowl Stadium	id=g:5531910
Sun Bowl Stadium- University of Texas El Paso	id=g:5531911
Sun Valley Baptist Church	id=g:5531912
Sun Valley Oil Field	id=g:5531913
Sun Windmill	id=g:5531914
Sun Windmill	id=g:5531915
Sunday Creek	id=g:5531916
Sulphur Trap Windmill	id=g:5531917
Sunday Morning Windmill	id=g:5531918
Sundown	id=g:5531919
Sundown Lane Elementary School	id=g:5531920
Sunhaven Farms Colonia	id=g:5531921
Suniland Oil Field	id=g:5531922
Sunken Gardens	id=g:5531923
Sunland Park Shopping Center	id=g:5531924
Sunny Glen	id=g:5531925
Sunday Flats	id=g:5531926
Sunny Glen Windmill	id=g:5531927
Sunnyside	id=g:5531928
Sunray	id=g:5531929
Sunray Airport	id=g:5531930
Sunray High School	id=g:5531931
Sunrise Acres	id=g:5531932
Sunrise Baptist Church	id=g:5531933
Sunrise Canyon	id=g:5531934
Sunrise Dam	id=g:5531935
Sunrise Elementary School	id=g:5531936
Sunrise Park	id=g:5531937
Sunrise Reservoir	id=g:5531938
Sunset Baptist Church	id=g:5531939
Sunset Church of Christ	id=g:5531940
Sunset Elementary School	id=g:5531941
Sunset Heights Historic District	id=g:5531942
Sunset High School	id=g:5531943
Sunset Memorial Gardens	id=g:5531944
Sunset Shopping Center	id=g:5531945
Sunshine Acres Colonia	id=g:5531946
Sunshine Springs	id=g:5531947
Supreme Camp	id=g:5531948
Surprise School	id=g:5531949
Surveyor Canyon	id=g:5531950
Sunny Glen Tank	id=g:5531951
Susan Peak Oil Field	id=g:5531952
Mountain Susan	id=g:5531953
Susch Ranch	id=g:5531954
Sutton County	id=g:5531955
Sutton County Courthouse	id=g:5531956
Sutton County Park	id=g:5531957
Sutton Lake	id=g:5531958
Sutton Lake Dam	id=g:5531959
Swan Plateau	id=g:5531960
Swayback Mountain	id=g:5531961
Swearingen	id=g:5531962
Swearingen	id=g:5531963
Sweeten Hollow	id=g:5531964
Susan Peak	id=g:5531965
Sweetie Peck Plant	id=g:5531966
Sweetness Windmill	id=g:5531967
Sweetwater	id=g:5531968
Sweetwater Commercial Historic District	id=g:5531969
Sweetwater Country Club Lake Dam	id=g:5531970
Sweetwater Creek	id=g:5531971
Sweetie Peck Oil Field	id=g:5531972
Sweetwater Creek	id=g:5531973
Sweetwater High School	id=g:5531974
Sweetwater Middle School	id=g:5531975
Sweetwater Oil Field	id=g:5531976
Sweetwater Park	id=g:5531977
Sweetwater Springs	id=g:5531978
Sweetwater Tank	id=g:5531979
Sweetwater Well	id=g:5531980
Sweetwater Windmill	id=g:5531981
Swenson	id=g:5531982
Swenson Park	id=g:5531983
Swenson Ranch	id=g:5531984
Swenson Ranch	id=g:5531985
Swift Draw Tank	id=g:5531986
Swift Ranch	id=g:5531987
Swisher County	id=g:5531988
Swisher County Museum	id=g:5531989
Swisher Memorial Hospital	id=g:5531990
Sycamore Canyon	id=g:5531991
Sweetwater Intermediate School	id=g:5531992
Sycamore Canyon	id=g:5531993
Sycamore Canyon	id=g:5531994
Sycamore Creek	id=g:5531995
Sycamore Creek	id=g:5531996
Sycamore Creek	id=g:5531997
Sycamore Springs	id=g:5531998
Sylvester	id=g:5531999
Sylvester Cemetery	id=g:5532000
Sylvia Andrea Colonia	id=g:5532001
Syndicate Hills	id=g:5532002
T Baker Ranch	id=g:5532003
T Bar Canyon	id=g:5532004
Sykes Ranch	id=g:5532005
T Diamond Ranch	id=g:5532006
T F Draw	id=g:5532007
T Fortyone Canyon	id=g:5532008
T Bar Ranch	id=g:5532009
T J F Draw	id=g:5532010
T Half Circle Ranch	id=g:5532011
T P Tank	id=g:5532012
T P Well	id=g:5532013
T P Windmill	id=g:5532014
T Wyche	id=g:5532015
T X L Oil Field	id=g:5532016
T Y C Sheffield Campus	id=g:5532017
T and L Windmill	id=g:5532018
T and P Lake	id=g:5532019
T and P Lake	id=g:5532020
T and P Railroad Lake Dam	id=g:5532021
T and P Well	id=g:5532022
T-5 Springs	id=g:5532023
T-Bar Airport	id=g:5532024
T-Fortyone Creek	id=g:5532025
T O Well	id=g:5532026
T-O Creek	id=g:5532027
T-Fortyone Tank	id=g:5532028
TO Woody Windmill	id=g:5532029
Tabernacle Baptist Church	id=g:5532030
Tabernacle Baptist Church	id=g:5532031
Table Top	id=g:5532032
Table Top Mountain	id=g:5532033
Tackett Windmill	id=g:5532034
Tacky Windmill	id=g:5532035
Tadpole Lake	id=g:5532036
Tahoka	id=g:5532037
Tahoka Elementary School	id=g:5532038
Tahoka High School	id=g:5532039
Tahoka Lake	id=g:5532040
Tahoka Middle School	id=g:5532041
Talbot Lake	id=g:5532042
Tall City Baptist Church	id=g:5532043
Tall Grassland Trail	id=g:5532044
Tallahone Creek	id=g:5532045
TC Ranch	id=g:5532046
Talley Crossing	id=g:5532047
Talley Draw	id=g:5532048
Talley	id=g:5532049
Talley Ranch	id=g:5532050
Tally Slough	id=g:5532051
Talley Mountain	id=g:5532052
Tam Anne	id=g:5532053
Tamarisk Cemetery	id=g:5532054
Tammin Ranch	id=g:5532055
Tampico Siding	id=g:5532056
Tandy Mesa	id=g:5532057
Tanglewood Church of Christ	id=g:5532058
Tanislado Canyon	id=g:5532059
Tally Taylor Tank	id=g:5532060
Tank Number 2	id=g:5532061
Tank Number Four	id=g:5532062
Tank Number One	id=g:5532063
Tank Number One	id=g:5532064
Tank Number One	id=g:5532065
Tank Number Three	id=g:5532066
Tank Number Three	id=g:5532067
Tank Number Three	id=g:5532068
Tank Number Two	id=g:5532069
Tank Number Two	id=g:5532070
Tank on the Hill	id=g:5532071
Tankersley	id=g:5532072
Tankersley-Twin Mountain School	id=g:5532073
Tanner Draw	id=g:5532074
Tank Number 1	id=g:5532075
Tannybill Windmill	id=g:5532076
Tanquary Windmill	id=g:5532077
Tapado Canyon	id=g:5532078
Tanner Flat	id=g:5532079
Tar Box Creek	id=g:5532080
Tarbottom Well	id=g:5532081
Tardy Canyon	id=g:5532082
Tardy Spring	id=g:5532083
Tarzan	id=g:5532084
Tascosa	id=g:5532085
Tascosa Cemetery	id=g:5532086
Tascosa Country Club	id=g:5532087
Tascosa Creek	id=g:5532088
Target Hill	id=g:5532089
Tascotal Mesa	id=g:5532090
Tate Arroyo	id=g:5532091
Tascosa High School	id=g:5532092
Tater Hills	id=g:5532093
Tatom Elementary School	id=g:5532094
Taurus Mesa Airport	id=g:5532095
Taylor Box Draw	id=g:5532096
Tate Ranch Airport	id=g:5532097
Taylor Canyon	id=g:5532098
Taylor Draw	id=g:5532099
Taylor Hospital	id=g:5532100
Taylor Lake	id=g:5532101
Taylor Lake Dam	id=g:5532102
Taylor Lake Dam	id=g:5532103
Taylor Lakes	id=g:5532104
Taylor Park	id=g:5532105
Taylor Ranch	id=g:5532106
Taylor Ranch	id=g:5532107
Taylor Ranch	id=g:5532108
Taylor Ranch	id=g:5532109
Taylor Ranch	id=g:5532110
Taylor Ranch	id=g:5532111
Taylor Ranch	id=g:5532112
Taylor Tank	id=g:5532113
Taylor Tubs Windmill	id=g:5532114
Taylor Well	id=g:5532115
Taylor Windmill	id=g:5532116
Taylor-Link Oil and Gas Field	id=g:5532117
Taza Tank	id=g:5532118
Teague Well	id=g:5532119
Technical Terrace Park	id=g:5532120
Tecific	id=g:5532121
Tecovas Creek	id=g:5532122
Taylor Lake	id=g:5532123
Tecovas Pond Dam	id=g:5532124
Tecovas Spring	id=g:5532125
Tee Pee City	id=g:5532126
Tee Pee City Windmill	id=g:5532127
Tee Pee Creek	id=g:5532128
Tecovas Pond	id=g:5532129
Tejas School of Choice	id=g:5532130
Tejas Trail	id=g:5532131
Tejon Windmill	id=g:5532132
Telephone Canyon	id=g:5532133
Teen Parent Learning Center	id=g:5532134
Telephone Canyon	id=g:5532135
Telephone Canyon Trail	id=g:5532136
Telephone Draw	id=g:5532137
Telephone Canyon Trail	id=g:5532138
Telephone Tank	id=g:5532139
Telephone Tank	id=g:5532140
Telephone Windmill	id=g:5532141
Telephone Windmill	id=g:5532142
Tell	id=g:5532143
Temple Baptist Church	id=g:5532144
Temple Baptist Church	id=g:5532145
Temple Baptist Church	id=g:5532146
Temple Baptist Church	id=g:5532147
Temple Baptist Church	id=g:5532148
Temple Church	id=g:5532149
Templo Betel Assembly of God Church	id=g:5532150
Templo Elim Spanish Assembly of God Church	id=g:5532151
Templo Emanuel Assembly of God Church	id=g:5532152
Templo New Beginning Assembly of God Church	id=g:5532153
Templo Palabras de Vida (historical)	id=g:5532154
Templo la Hermosa Church	id=g:5532155
Tenmile	id=g:5532156
Tenmile Creek	id=g:5532157
Telephone Tank	id=g:5532158
Tenmile Draw	id=g:5532159
Tenmile Draw	id=g:5532160
Tenmile Waterhole	id=g:5532161
Tenmile Waterhole	id=g:5532162
Tennessee Valley Cemetery	id=g:5532163
Tennyson	id=g:5532164
Tepee Butte	id=g:5532165
Tepee Draw	id=g:5532166
Tenmile Waterhole	id=g:5532167
Tepee Pole Canyon	id=g:5532168
Tepee Tank	id=g:5532169
Tequesquite Creek	id=g:5532170
Tepee Windmill	id=g:5532171
Terlingua	id=g:5532172
Terlingua Abaja	id=g:5532173
Terlingua Airport	id=g:5532174
Terlingua Creek	id=g:5532175
Tequesquite Spring	id=g:5532176
Terlingua Ranch Airport	id=g:5532177
Terlingua Ranch Lodge	id=g:5532178
Terlingua Sinkhole	id=g:5532179
Terlingua Trail	id=g:5532180
Terneros Creek	id=g:5532181
Terlingua Historic District	id=g:5532182
Terrace Gardens Nursing Home	id=g:5532183
Terrace Hills Baptist Church	id=g:5532184
Terrace Hills Middle School	id=g:5532185
Terrell County	id=g:5532186
Terrell County Airport	id=g:5532187
Terrell Station	id=g:5532189
Terrett Draw	id=g:5532190
Terrace Cemetery	id=g:5532191
Terry County Airport	id=g:5532192
Terry County Courthouse	id=g:5532193
Terry County Historical Museum	id=g:5532194
Terry County Park	id=g:5532195
Terry Hollow	id=g:5532196
Terry County	id=g:5532197
Terry Thompson Ranch	id=g:5532198
Terry Windmill	id=g:5532199
Tesco	id=g:5532200
Tesnus	id=g:5532201
Tex Hamon Oil Field	id=g:5532202
Tex-Harvey Camp	id=g:5532203
Texaco Windmill	id=g:5532204
Texan Mountain	id=g:5532205
Texas A and M Experimental Station	id=g:5532206
Texas Agricultural Experiment Station	id=g:5532207
Texas Agricultural Experiment Station	id=g:5532208
Texas Air Museum	id=g:5532209
Texas Bend	id=g:5532210
Texas Highway Department Building	id=g:5532211
Texas Methodist Foundation Church	id=g:5532212
Texas No Name Number 20 Dam	id=g:5532213
Texas No Name Number 21 Dam	id=g:5532214
Texas No Name Number 22 Dam	id=g:5532215
Texas No Name Number 23 Dam	id=g:5532216
Texas No Name Number 47 Dam	id=g:5532217
Texas No Name Number 49 Dam	id=g:5532218
