Verkhneye	id=g:475436
Ust’-In’va	id=g:478087
Mys Ustinskiy	id=g:478088
Ust’yenskaya	id=g:478089
Ustinovskiy	id=g:478090
Ustinovo	id=g:478091
Ustinovo	id=g:478092
Ustinovo	id=g:478093
Ustinovo	id=g:478094
Ustinovo	id=g:478095
Ustinovo	id=g:478096
Ustinovo	id=g:478097
Ustinovo	id=g:478098
Ustinovo	id=g:478099
Stantsiya Ustinovka	id=g:478100
Ustinovka	id=g:478101
Ustinovka	id=g:478102
Ustinovo	id=g:478103
Ustinovka	id=g:478104
Ustinovka	id=g:478105
Ustinovka	id=g:478106
Ustinovka	id=g:478107
Ustinovka	id=g:478108
Ustinovka	id=g:478109
Ustinova	id=g:478110
Ustinova	id=g:478111
Ustino	id=g:478112
Ustenka	id=g:478113
Ustinka	id=g:478114
Ustinka	id=g:478115
Ozero Ust’im	id=g:478116
Ust’-Ilych	id=g:478117
Ust’-Ileksa	id=g:478118
Ust'-Igum	id=g:478119
Ust’-Gryaznukha	id=g:478120
Ust’-Gryaznovskiy	id=g:478121
Gayva	id=g:478122
Ust'-Garevaya	id=g:478123
Ust’-Garevaya	id=g:478124
Pristan' Ust’-Garevaya	id=g:478125
Ust’-Fominka	id=g:478126
Usterenka	id=g:478127
Ust’-Dzhigutinka	id=g:478128
Ust’-Dzhegutinskiy Rayon	id=g:478129
Ust’-Dzheguta	id=g:478130
Ust’-Donetskiy Rayon	id=g:478131
Ust’-Donetskiy	id=g:478132
Ust’-Dolyssy	id=g:478133
Ust'-Dolgaya	id=g:478134
Ust'-Dolganovka	id=g:478135
Ust’-Dëmino	id=g:478136
Ust’-Chusovaya	id=g:478137
Ust'-Chukur'ya	id=g:478138
Ust'-Chërnaya	id=g:478139
Kamskiy	id=g:478140
Ust’-Bystryy	id=g:478141
Ust’-Bystryanskaya	id=g:478142
Ust’-Buzulukskaya	id=g:478143
Ust’-Bugalysh	id=g:478144
Ust'-Bub	id=g:478145
Ust’-Boyarskaya	id=g:478146
Ust'-Berëzovka	id=g:478147
Berdysh	id=g:478148
Ust'-Belka	id=g:478149
Ust’-Bayka	id=g:478150
Ust’-Baydak	id=g:478151
Ust’-Bayak	id=g:478152
Ust’-Bartaga	id=g:478153
Ust'-Bad'ya	id=g:478154
Ust’-Aysk	id=g:478155
Ust’-Ayaz	id=g:478156
Ust’-Atmis	id=g:478157
Ust’-Atish	id=g:478158
Ust’atavka	id=g:478159
Ustar’	id=g:478160
Ustyn’	id=g:478161
Ust’-Alekseyevo	id=g:478162
Usta	id=g:478163
Usta	id=g:478164
Ussya	id=g:478165
Ussuna	id=g:478166
Ussuna	id=g:478167
Ussa	id=g:478168
Ostanovochnyy Punkt Usp’yan	id=g:478169
Uspolon’	id=g:478170
Uspeshnoye	id=g:478171
Uspen’ye	id=g:478172
Uspen’ye	id=g:478173
Uspen’ye	id=g:478174
Uspen’ye	id=g:478175
Uspenskoye	id=g:478176
Uspensk	id=g:478177
Uspenskoye	id=g:478178
Uspenskoye	id=g:478179
Uspenskoye	id=g:478180
Uspenskoye	id=g:478181
Uspenskoye	id=g:478182
Uspenskoye	id=g:478183
Uspenskoye	id=g:478184
Uspenskoye	id=g:478185
Uspenskoye	id=g:478186
Uspenskoye	id=g:478187
Uspenskoye	id=g:478188
Uspenskoye	id=g:478189
Uspenskoye	id=g:478190
Uspenskiy	id=g:478191
Uspenskoye	id=g:478192
Uspenskoye	id=g:478193
Uspenskoye	id=g:478194
Uspenskoye	id=g:478195
Uspenovka	id=g:478196
Uspenskoye	id=g:478197
Uspenskiy Rayon	id=g:478198
Uspenskiy	id=g:478199
Uspenskiy Pogost	id=g:478200
Uspenskiy	id=g:478201
Uspenskiy	id=g:478202
Uspenskiy	id=g:478203
Uspenskiy	id=g:478204
Uspenskiy	id=g:478205
Uspenskiy	id=g:478206
Uspenskiy	id=g:478207
Uspenskiy	id=g:478208
Uspenskiy	id=g:478209
Uspenskiy	id=g:478210
Uspenskaya Khava	id=g:478211
Uspenskaya	id=g:478212
Uspenskaya	id=g:478213
Uspenovskiy	id=g:478214
Uspenovka	id=g:478215
Uspenovka	id=g:478216
Uspenovka	id=g:478217
Uspenovka	id=g:478218
Uspenovaya	id=g:478219
Uspenka	id=g:478220
Uspenka	id=g:478221
Uspenka	id=g:478222
Uspenka	id=g:478223
Uspenka	id=g:478224
Uspenka	id=g:478225
Uspenka	id=g:478226
Uspenka	id=g:478227
Uspenka	id=g:478228
Uspenka	id=g:478229
Uspenka	id=g:478230
Uspenka	id=g:478231
Uspenka	id=g:478232
Uspenka	id=g:478233
Uspenka	id=g:478234
Uspenka	id=g:478235
Uspenka	id=g:478236
Uspenka	id=g:478237
Uspenka	id=g:478238
Uspenka	id=g:478239
Uspekh	id=g:478240
Uspekh	id=g:478241
Uspekh	id=g:478242
Uspekh	id=g:478243
Stantsiya Usozha	id=g:478244
Usozha	id=g:478245
Usozha	id=g:478246
Usozha	id=g:478247
Usozha	id=g:478248
Usovy	id=g:478249
Sovkhoz Usovskiy	id=g:478250
Usovo	id=g:478251
Usovo	id=g:478252
Usovo	id=g:478253
Usovo	id=g:478254
Usovo	id=g:478255
Usovo	id=g:478256
Usovo	id=g:478257
Usovo	id=g:478258
Usov-Navolok	id=g:478259
Usovka	id=g:478260
Usovka	id=g:478261
Usovka	id=g:478262
Mys Usova	id=g:478263
Mys Usov	id=g:478264
Usov	id=g:478265
Usov	id=g:478266
Usoshki	id=g:478267
Usol’ye	id=g:478268
Usol'ye	id=g:478269
Usol’ye	id=g:478270
Usol’ye	id=g:478271
Usol’ye	id=g:478272
Usol’ye	id=g:478273
Usol’ye	id=g:478274
Usol’tsevo	id=g:478275
Usol’tsevo	id=g:478276
Usol'skiy Rayon	id=g:478277
Sovkhoz Usol'skiy	id=g:478278
Stantsiya Usol'skaya	id=g:478279
Usolovo	id=g:478280
Usolkino	id=g:478281
Usolka	id=g:478282
Usolka	id=g:478283
Usolka	id=g:478284
Usolka	id=g:478285
Usolka	id=g:478286
Usolka	id=g:478287
Usolka	id=g:478288
Usola	id=g:478289
Usola	id=g:478290
Usokla	id=g:478291
Usokhskiye	id=g:478292
Usokhi	id=g:478293
Usokhi	id=g:478294
Usokhi	id=g:478295
Usokh	id=g:478296
Usogorsk	id=g:478297
Usoditsa	id=g:478298
Usoditsa	id=g:478299
Ozero Usodishche	id=g:478300
Ozero Usmyn’	id=g:478301
Usmyn’	id=g:478302
Usman-Tashly	id=g:478303
Usmanskiy Rayon	id=g:478304
Usmanskiy Les	id=g:478305
Usmanskiye Vyselki	id=g:478306
Usmanovo	id=g:478307
Usmanovo	id=g:478308
Usmanovo	id=g:478309
Usmanovka	id=g:478310
Usmanova	id=g:478311
Usmanova	id=g:478312
Usmanka	id=g:478313
Usmanka	id=g:478314
Usmangali	id=g:478315
Usman’	id=g:478316
Usman’	id=g:478317
Us’man	id=g:478318
Uslykhi	id=g:478319
Uslybash	id=g:478320
Usly	id=g:478321
Usluka	id=g:478322
Uslon’	id=g:478323
Uslanka	id=g:478324
Uslanka	id=g:478325
Uslandyr-Yanishevo	id=g:478326
Uslan’	id=g:478327
Uslag Shavan’	id=g:478328
Uslag Enda	id=g:478329
Ozero Uskul’	id=g:478330
Urochishche Uskovtsy	id=g:478331
Uzkovo	id=g:478332
Uskovo	id=g:478333
Uskovo	id=g:478334
Uskosy	id=g:478335
Usklyay	id=g:478336
Uskib’ye	id=g:478337
Uski	id=g:478338
Razvaliny Uskhur	id=g:478339
Uskasy	id=g:478340
Usiya	id=g:478341
Usitsa	id=g:478342
Usishchevo	id=g:478343
Usisha	id=g:478344
Usinskiy Rayon	id=g:478345
Usinskiy Kurgan	id=g:478346
Usinskiy	id=g:478347
Usinskaya	id=g:478348
Parma	id=g:478349
Usinskoye	id=g:478350
Usiliye	id=g:478351
Usikyulya	id=g:478352
Usikyulya	id=g:478353
Usikyulya	id=g:478354
Usikovskiy	id=g:478355
Usikha	id=g:478356
Ushur	id=g:478357
Ushnur	id=g:478358
Ushno	id=g:478359
Ushnitsy	id=g:478360
Ushna	id=g:478361
Ushna	id=g:478362
Ushmor	id=g:478363
Bol’shaya Ushma	id=g:478364
Stantsiya Ushkovo	id=g:478365
Ushkovo	id=g:478366
Ushkovo	id=g:478367
Ushkovo	id=g:478368
Ushkomitsa	id=g:478369
Ushkota	id=g:478370
Ushkaloy	id=g:478371
Ushkala	id=g:478372
Ushkala	id=g:478373
Ushivtsëvo	id=g:478374
Ushitsy	id=g:478375
Ushchitsa	id=g:478376
Stantsiya Ushinskiy	id=g:478377
Ushinka	id=g:478378
Ushinka	id=g:478379
Ushinka	id=g:478380
Ushinka	id=g:478381
Ushakovo	id=g:478382
Usherskoye	id=g:478383
Ushenikha	id=g:478384
Ushenets	id=g:478385
Ozero Ushcho	id=g:478386
Ushevitsy	id=g:478387
Ushcherp’ye	id=g:478388
Stantsiya Ushchel’ye	id=g:478389
Ushchel’ye	id=g:478390
Ushchel	id=g:478391
Ushcha	id=g:478392
Ushat	id=g:478393
Ushat	id=g:478394
Ushanovka	id=g:478395
Ushakovskoye	id=g:478396
Ushakovskoye	id=g:478397
Ushakovskaya	id=g:478398
Ushakovo	id=g:478399
Ushakovo	id=g:478400
Ushakovo	id=g:478401
Ushakovo	id=g:478402
Ushakovo	id=g:478404
Ushakovo	id=g:478405
Ushakovo	id=g:478406
Ushakovo	id=g:478407
Ushakovo	id=g:478408
Ushakovo	id=g:478409
Ushakovo	id=g:478410
Ushakovo	id=g:478411
Ushakovo	id=g:478412
Ushakovo	id=g:478413
Ushakovo	id=g:478414
Ushakovo	id=g:478415
Ushakovo	id=g:478416
Ushakovo	id=g:478417
Ushakovo	id=g:478418
Ushakovo	id=g:478419
Ushakovo	id=g:478420
Ushakovo	id=g:478421
Ushakovo	id=g:478422
Ushakovo	id=g:478423
Ushakovo	id=g:478424
Ushakovo	id=g:478425
Ushakovo	id=g:478426
Ushakovo	id=g:478427
Ushakovo	id=g:478428
Ushakovo	id=g:478429
Ushakovo	id=g:478430
Ushakovo	id=g:478431
Ushakovka	id=g:478432
Ushakovka	id=g:478433
Ushakovka	id=g:478434
Ushakovka	id=g:478435
Ushakovka	id=g:478436
Ushakovka	id=g:478437
Ushakovka	id=g:478438
Ushakova	id=g:478439
Ushakova	id=g:478440
Ushakova	id=g:478441
Ushakov	id=g:478442
Ushakinskoye Boloto	id=g:478443
Ushaki	id=g:478444
Ushakhino	id=g:478445
Ushach’	id=g:478446
Usha	id=g:478447
U-Ser-Yu	id=g:478448
U-Ser-Yu	id=g:478449
Ozero U-Ser-Ty	id=g:478450
Banka Userdiye	id=g:478451
Userdino	id=g:478452
Userdets	id=g:478453
Sopka U-Ser	id=g:478454
Usen’ka	id=g:478455
Usen’-Ivanovskoye	id=g:478456
Stantsiya Usen’	id=g:478457
Usen’	id=g:478458
Usayevo	id=g:478459
Usatovtsy	id=g:478460
Stantsiya Usatovskiy	id=g:478461
Usatovskiy	id=g:478462
Usatovo	id=g:478463
Usatkovo	id=g:478464
Usa-Stepanovka	id=g:478465
Usanovo	id=g:478466
Usanovka	id=g:478467
Usali	id=g:478468
Usakly	id=g:478469
Usakla	id=g:478470
Usakla	id=g:478471
Usakla	id=g:478472
Usad’ye	id=g:478473
Usad’ye	id=g:478474
Usad’ye	id=g:478475
Usad’ye	id=g:478476
Usad’ye	id=g:478477
Usad’ye	id=g:478478
Usady	id=g:478479
Usady	id=g:478480
Usady	id=g:478481
Usady	id=g:478482
Usady	id=g:478483
Usady	id=g:478484
Usady	id=g:478485
Usadishchi	id=g:478486
Usadishche-Pyatino	id=g:478487
Usadishche Dymi	id=g:478488
Usadishche	id=g:478489
Usadishche	id=g:478490
Usadishche	id=g:478491
Usadishche	id=g:478492
Usadishche	id=g:478493
Usadishche	id=g:478494
Usadishche	id=g:478495
Usadishche	id=g:478496
Usadishche	id=g:478497
Usadishche	id=g:478498
Usadishche	id=g:478499
Usadishche	id=g:478500
Usadishche	id=g:478501
Usadishche	id=g:478502
Usadishche	id=g:478503
Usadishche	id=g:478504
Usadishche	id=g:478505
Usadishche	id=g:478506
Usadishche	id=g:478507
Usadinskoye Ozero	id=g:478508
Usad’ba	id=g:478509
Usad’ba	id=g:478510
Usad’ba	id=g:478511
Usad’ba	id=g:478512
Usad’ba	id=g:478513
Stantsiya Usad	id=g:478514
Ozero Usad	id=g:478515
Usad	id=g:478516
Usad	id=g:478517
Usa	id=g:478518
Usa	id=g:478519
Usa	id=g:478520
Usa	id=g:478521
Usa	id=g:478522
Usa	id=g:478523
Usa	id=g:478524
Usa	id=g:478525
Us	id=g:478526
Urzhumskoye	id=g:478527
Urzhumskiy Rayon	id=g:478528
Urzhumskiy	id=g:478529
Urzhumka	id=g:478530
Urzhumka	id=g:478531
Urzhum	id=g:478532
Urzha	id=g:478533
Urzaybash	id=g:478534
Uryzbay	id=g:478535
Uryvsk	id=g:478536
Uryvki	id=g:478537
Uryv-Pokrovka	id=g:478538
Uryush-Bitulino	id=g:478539
Uryush	id=g:478540
Tatarskiy Uryush	id=g:478541
Uryush	id=g:478542
Uryupinskiy Rayon	id=g:478543
Uryupinsk	id=g:478544
Stantsiya Uryupino	id=g:478545
Urochishche Uryupino	id=g:478546
Uryupin	id=g:478547
Uryum	id=g:478548
Uryum	id=g:478549
Uryum	id=g:478550
Uryuk	id=g:478551
Uryuk	id=g:478552
Urynok	id=g:478553
Uryatina	id=g:478554
Uryas’bash	id=g:478555
Ur’yady	id=g:478556
Uryadino	id=g:478557
Ur'ya	id=g:478558
Urvanskiy Rayon	id=g:478559
Urvanovo	id=g:478560
Urvan’	id=g:478561
Urvan’	id=g:478562
Urvan’	id=g:478563
Urva	id=g:478564
Urussu	id=g:478565
Sovkhoz Urussinskiy	id=g:478566
Stantsiya Urusovo	id=g:478567
Urusovo	id=g:478568
Urusovo	id=g:478569
Urusovo	id=g:478570
Urusovo	id=g:478571
Urusovo	id=g:478572
Urusovo	id=g:478573
Urusovo	id=g:478574
Urusovo	id=g:478575
Urusovka	id=g:478576
Urusovka	id=g:478577
Urusovo	id=g:478578
Urusobino	id=g:478579
Urus-Martanovskiy Rayon	id=g:478580
Urus-Martan	id=g:478581
Urus-Kisken	id=g:478582
Urushten	id=g:478583
Urazbayevo	id=g:478584
Urusy	id=g:478585
Urupskiy Rayon	id=g:478586
Urupskiy	id=g:478587
Urupskiy	id=g:478588
Urupskiy	id=g:478589
Ozero Urup	id=g:478590
Gora Urup	id=g:478591
Urup	id=g:478592
Urup	id=g:478593
Urunda	id=g:478594
Urumsherma	id=g:478595
Urumovo	id=g:478596
Urukh-Sota	id=g:478597
Raz”yezd Urukhskiy	id=g:478598
Urukhskaya	id=g:478599
Urukh	id=g:478600
Urukh	id=g:478601
Uruga	id=g:478602
Uruch’ye	id=g:478603
Urtyam	id=g:478604
Urtugul	id=g:478605
Ozero Urtsevo	id=g:478606
Urtseva	id=g:478607
Urtsaki	id=g:478608
Urtma	id=g:478609
Urpiya	id=g:478610
Urtazym	id=g:478611
Urtaul	id=g:478612
Urtalga	id=g:478613
Urta Chishma	id=g:478614
Urta-Burtya	id=g:478615
Urta-Ayry	id=g:478616
Ursun	id=g:478617
Ursuktamak	id=g:478618
Urso	id=g:478619
Urshel’skiy	id=g:478620
Urshakbashkaramaly	id=g:478621
Urshak	id=g:478622
Urshak	id=g:478623
Urshady	id=g:478624
Ursdon	id=g:478625
Ursdon	id=g:478626
Ursdon	id=g:478627
Ursayevo	id=g:478628
Ursayeva	id=g:478629
Ursayevo	id=g:478630
Ursala	id=g:478631
Urpiya	id=g:478632
Gora Urpenga-Vara	id=g:478633
Urpechka	id=g:478634
Sovkhoz Urozhaynyy	id=g:478635
Urozhaynyy	id=g:478636
Urozhaynyy	id=g:478637
Urozhaynyy	id=g:478638
Kubran’	id=g:478639
Urozhaynoye	id=g:478640
Urozhaynoye	id=g:478641
Sovkhoz Urozhay	id=g:478642
Kolkhoz Urozhay	id=g:478643
Urozhay	id=g:478644
Ozero Ur-Ozero	id=g:478645
Ozero Uros-Ozero	id=g:478646
Urosozero	id=g:478647
Urosozero	id=g:478648
Ozero Uros	id=g:478649
Sovkhoz Uromskoye	id=g:478650
Urom	id=g:478651
Stantsiya Urom	id=g:478652
Ostrov Urom	id=g:478653
Ostrov Urom	id=g:478654
Urol'skiy Sovkhoz	id=g:478655
Urolka	id=g:478656
Urolka	id=g:478657
Baraki Uroksa	id=g:478658
Urodynya	id=g:478659
Urodynya	id=g:478660
Urodovo	id=g:478661
Urodovo	id=g:478662
Portteekoiva	id=g:478663
Urnyak	id=g:478664
Kolkhoz Urnyak	id=g:478665
Urnyak	id=g:478666
Urnyakovo	id=g:478667
Urnyak	id=g:478668
Urnyak	id=g:478669
Urnyak	id=g:478670
Urnyak	id=g:478671
Urnyak	id=g:478672
Urnyak	id=g:478673
Urnyak	id=g:478674
Urnashbash	id=g:478675
Ostrov Urna-Shari	id=g:478676
Stantsiya Urna	id=g:478677
Urmyshla	id=g:478678
Urmizo	id=g:478679
Urmiyazy	id=g:478680
Sovkhoz Urmiyazovskiy	id=g:478681
Urmiya	id=g:478682
Urmikeyevo	id=g:478683
Urmetovo	id=g:478684
Urmekeyevo	id=g:478685
Urmayevo	id=g:478686
Urmayevo	id=g:478687
Gora Urma-Varana	id=g:478688
Urmary	id=g:478689
Urmarskiy Rayon	id=g:478690
Urmantau	id=g:478691
Urmanka	id=g:478692
Urmandeyevo	id=g:478693
Urmanchino	id=g:478694
Urmancheyevo	id=g:478695
Urman-Bashkadak	id=g:478696
Urmanayevo	id=g:478697
Urmanayevo	id=g:478698
Urman	id=g:478699
Urman-Asty	id=g:478700
Urma	id=g:478701
Urma	id=g:478702
Urma	id=g:478703
Urma	id=g:478704
Urlyadinskiy	id=g:478705
Urlyada	id=g:478706
Urleyka	id=g:478707
Urkush	id=g:478708
Urkhuchimakhi	id=g:478709
Urkat	id=g:478710
Urkarakh	id=g:478711
Uritskoye	id=g:478712
Uritskoye	id=g:478713
Uritskoye	id=g:478714
Uritskoye	id=g:478715
Uritskoye	id=g:478716
Uritskoye	id=g:478717
Uritskoye	id=g:478718
Uritskoye	id=g:478719
Uritskiy Rayon	id=g:478720
Stantsiya Uritskiy	id=g:478721
Uritskiy	id=g:478722
Uritskiy	id=g:478723
Uritsk	id=g:478724
Guba Uritsa	id=g:478725
Urishka	id=g:478726
Urich	id=g:478727
Urib	id=g:478728
Urgush	id=g:478729
Ozero Urgun	id=g:478730
Urginskiy	id=g:478731
Urginka	id=g:478732
Urgany	id=g:478733
Urgani	id=g:478734
Ozero Urgani	id=g:478735
Urgancha	id=g:478736
Urgala	id=g:478737
Urgala	id=g:478738
Urgaksh	id=g:478739
Urgaksh	id=g:478740
Urga	id=g:478741
Urga	id=g:478742
Urga	id=g:478743
Urezekasy	id=g:478744
Urey Tretiy	id=g:478745
Urey Pervyy	id=g:478746
Ureyevo-Chelny	id=g:478747
Urey	id=g:478748
Urevka	id=g:478749
Urer”yakha	id=g:478750
Urenskiy Rayon	id=g:478751
Ureno-Karlinskoye	id=g:478752
Khrebet Uren’ga	id=g:478753
Stantsiya Urenbash	id=g:478754
Uren’	id=g:478755
Uren’	id=g:478756
Uren’	id=g:478757
Uref	id=g:478758
Uref	id=g:478759
Urechnoye	id=g:478760
Ozero Urdyuzhskoye	id=g:478761
Urdyuzhskaya Viska	id=g:478762
Urdyak	id=g:478763
Urdy	id=g:478764
Ozero Urdozero	id=g:478765
Urdovo	id=g:478766
Urdoma	id=g:478767
Urdoma	id=g:478768
Urdoma	id=g:478769
Urdoma	id=g:478770
Urdom	id=g:478771
Urdogurt	id=g:478772
Urdaza	id=g:478773
Urchukh	id=g:478774
Urbezh	id=g:478775
Stantsiya Urbakh	id=g:478776
Urazovskiy	id=g:478777
Stantsiya Shalayevo	id=g:478778
Urazovo	id=g:478779
Urazovo	id=g:478780
Urazovo	id=g:478781
Urazovka	id=g:478782
Urazovka	id=g:478783
Urazova	id=g:478784
Urazmet’yevo	id=g:478785
Urazmet’yevo	id=g:478786
Urazmetovo	id=g:478787
Urazmetevo	id=g:478788
Urazmekeyevo	id=g:478789
Urazmametevo	id=g:478790
Urazlino	id=g:478791
Urazlino	id=g:478792
Urazla	id=g:478793
Urazkasy	id=g:478794
Urazh	id=g:478795
Urazgil’dino	id=g:478796
Urazgil’da	id=g:478797
Urazbayevo	id=g:478798
Urazbakhty	id=g:478799
Urazbakhtino	id=g:478800
Urazbakhtino	id=g:478801
Urazayevo	id=g:478802
Urazayevo	id=g:478803
Urazayevo	id=g:478804
Urazayevo	id=g:478805
Urayevo	id=g:478806
Urayeva	id=g:478807
Uray	id=g:478808
Uray	id=g:478809
Uray	id=g:478810
Gora Ura Vara	id=g:478811
Ozero Urauz	id=g:478812
Urat’ma	id=g:478813
Ozera Uras-Yarvi	id=g:478814
Uraskovo	id=g:478815
Ozero Urash	id=g:478816
Ozero Uras	id=g:478817
Urari	id=g:478818
Uranka	id=g:478819
Urynga	id=g:478820
Uranbash	id=g:478821
Uranbash	id=g:478822
Stantsiya Uran	id=g:478823
Sovkhoz Uran	id=g:478824
Ozero Uramon-Lampi	id=g:478825
Urami	id=g:478826
Stantsiya Uramets	id=g:478827
Uram	id=g:478828
Khrebet Uraltau	id=g:478829
Ural’skoye	id=g:478830
Ural'skoye	id=g:478831
Ural’skoye	id=g:478832
Ural’skiy Ekonomicheskiy Rayon	id=g:478833
Sovkhoz Ural'skiy	id=g:478834
Sovkhoz Ural’skiy	id=g:478835
Ural'skiy	id=g:478836
Ural’skiy	id=g:478837
Ural’sk	id=g:478838
Ural’skiy	id=g:478839
Ural’skiy	id=g:478840
Ural’sk	id=g:478841
Stantsiya Uralneft'	id=g:478842
Ural-Mari	id=g:478843
Urali	id=g:478844
Stantsiya Uralets	id=g:478845
Sovkhoz Uralets	id=g:478846
Khutor Khutor Pyatyy	id=g:478847
Kolkhoz Uralets	id=g:478848
Uralets	id=g:478849
Uralets	id=g:478850
Uralets	id=g:478851
Ural-Dacha	id=g:478852
Sovkhoz Ural	id=g:478853
Sovkhoz Ural	id=g:478854
Sovkhoz Ural	id=g:478855
Ural Kolkhoz	id=g:478856
Ural Kolkhoz	id=g:478857
Kolkhoz Ural	id=g:478858
Kolkhoz Ural	id=g:478859
Kolkhoz Ural	id=g:478860
Kolkhoz Ural	id=g:478861
Kolkhoz Ural	id=g:478862
Kolkhoz Ural	id=g:478863
Kolkhoz Ural	id=g:478864
Kolkhoz Ural	id=g:478865
Kolkhoz Ural	id=g:478866
Kolkhoz Ural	id=g:478867
Kolkhoz Ural	id=g:478868
Ural	id=g:478870
Ural	id=g:478871
Ural	id=g:478872
Ural	id=g:478873
Ural	id=g:478874
Ural	id=g:478875
Ural’skiy	id=g:478876
Ural	id=g:478877
Ural	id=g:478878
Ural	id=g:478879
Stantsiya Urakovskaya	id=g:478880
Urakovo	id=g:478881
Urakovo	id=g:478882
Urakovo	id=g:478883
Urakovo	id=g:478884
Urakovskaya Ferma	id=g:478885
Urakovo	id=g:478886
Ozero Urakko-Yarvi	id=g:478887
Urakhi	id=g:478888
Urakhcha	id=g:478889
Urakayevo	id=g:478890
Urakayevo	id=g:478891
Ozero Uraka-Yarvi	id=g:478892
Stantsiya Uraim	id=g:478893
Uraim	id=g:478894
Uraim	id=g:478895
Uragi	id=g:478896
Uraganka	id=g:478897
Urada	id=g:478898
Urada	id=g:478899
Guba Ura	id=g:478900
Ura	id=g:478901
Ura	id=g:478902
Ura	id=g:478903
Ura	id=g:478904
Ozero Ur	id=g:478905
Ur	id=g:478906
Upuda	id=g:478907
Uptino	id=g:478908
Upskoye	id=g:478909
Upsha	id=g:478910
Upryamovo	id=g:478911
Upryamovka	id=g:478912
Uprusy	id=g:478913
Ozero Upoz	id=g:478914
Uporoy	id=g:478915
Uporoy	id=g:478916
Uporovka	id=g:478917
Upornyy	id=g:478918
Uporniki	id=g:478919
Upornaya	id=g:478920
Upolo	id=g:478921
Upolozy	id=g:478922
Upolozy	id=g:478923
Upoloksha	id=g:478924
Uplokhovo	id=g:478925
Upokoy	id=g:478926
Upkankul’	id=g:478927
Upirvichi	id=g:478928
Upino	id=g:478929
Upinka	id=g:478930
Upeya	id=g:478931
Uperta	id=g:478932
Upa	id=g:478933
Uord-Ropruchey	id=g:478934
Bukhta Uorda	id=g:478935
Lednik Vuster	id=g:478936
Uomas	id=g:478937
Uslimovo	id=g:478938
Unzhskoye Ozero	id=g:478939
Unzhitsa	id=g:478940
Unzhinskiy	id=g:478941
Stantsiya Unzha	id=g:478942
Unzha	id=g:478943
Unzha	id=g:478944
Unzha	id=g:478945
Unzha	id=g:478946
Unzha	id=g:478947
Unzha	id=g:478948
Unzba	id=g:478949
Ozero Un’yavr	id=g:478950
Un’ya	id=g:478951
Un’va	id=g:478952
Un'va	id=g:478953
Un'va	id=g:478954
Unuyevskiy Maydan	id=g:478955
Unut-Ozero	id=g:478956
Ozero Unus-Ozero	id=g:478957
Unusozero	id=g:478958
Unus-Ozero	id=g:478959
Unur-Kiyasovo	id=g:478960
Unty	id=g:478961
Untsukul’skiy Rayon	id=g:478962
Untsukul’	id=g:478963
Untem	id=g:478964
Unskaya Guba	id=g:478965
Unshëvo	id=g:478966
Ostrova Unoyskiye	id=g:478967
Unoyguba	id=g:478968
Unoy-Guba	id=g:478969
Gora Unos-Vara	id=g:478970
Unos-Ozero	id=g:478971
Unoshkovichi	id=g:478972
Unorozh	id=g:478973
Unor	id=g:478974
Unomerka	id=g:478975
Unomer’	id=g:478976
Sovkhoz Unkurdinskiy	id=g:478977
Unkurda	id=g:478978
Unkovka	id=g:478979
Stantsiya Unkosovo	id=g:478980
Sovkhoz Unkosovo	id=g:478981
Unkosovo	id=g:478982
Unkor	id=g:478983
Unkarskiy Kordon	id=g:478984
Universal’	id=g:478985
Ozero Unitskoye	id=g:478986
Unitskaya Guba	id=g:478987
Stantsiya Unitsa	id=g:478988
Lesopunkt Unitsa	id=g:478989
Unitsa	id=g:478990
Unitsa	id=g:478991
Unitsa	id=g:478992
Uninskiy Zakaznik	id=g:478993
Uninskiy Rayon	id=g:478994
Unimer’	id=g:478995
Uni	id=g:478996
Ungun-Terechi	id=g:478997
Ozero Ungozero	id=g:478998
Ungor	id=g:478999
Ungor	id=g:479000
Ungasemy	id=g:479001
Unga	id=g:479002
Unga	id=g:479003
Stantsiya Unezhma	id=g:479004
Unezhma	id=g:479005
Unezhma	id=g:479006
Unezhma	id=g:479007
Guba Unezhma	id=g:479008
Ozero Unes-Yarvi	id=g:479009
Unechskiy Rayon	id=g:479010
Unecha	id=g:479011
Unecha	id=g:479012
Unduksa	id=g:479013
Unduksa	id=g:479014
Undozërskiy Pogost	id=g:479015
Undozërskiy	id=g:479016
Ozero Undozero	id=g:479017
Ozero Undozero	id=g:479018
Undovo	id=g:479019
Undosha	id=g:479020
Undory	id=g:479021
Undorskiye Gory	id=g:479022
Undol’shchino	id=g:479023
Stantsiya Undol	id=g:479024
Undol	id=g:479025
Unchukatl’	id=g:479026
Stantsiya Zhecha	id=g:479027
Unecha	id=g:479028
Unatitsy	id=g:479029
Unarokovo	id=g:479030
Una	id=g:479031
Una	id=g:479032
Un’	id=g:479033
Un	id=g:479034
Un’	id=g:479035
Umyrka	id=g:479036
Umyak	id=g:479037
Umyak	id=g:479038
Umsk	id=g:479039
Umrikhino	id=g:479040
Umpskiy Porog	id=g:479041
Umpol’	id=g:479042
Umosta	id=g:479043
Umnitsy	id=g:479044
Umkovitsi	id=g:479045
Umetbayevo	id=g:479046
Umirovo	id=g:479047
Umil’yevo	id=g:479048
Umilenka	id=g:479049
Umibayeva	id=g:479050
Umetskiy Rayon	id=g:479051
Umet-Karalyk	id=g:479052
