Karabekaul’skiy Rayon	id=g:1219147
Mikhovtsi	id=g:729103
Mikhovtsi	id=g:729104
Mikhovska	id=g:729105
Mikhnevo	id=g:729106
Mikhiltsi	id=g:729107
Mikhaylovtsi	id=g:729108
Mikhaylovo	id=g:729109
Mikhaylovo	id=g:729110
Mikhaylovo	id=g:729111
Mikhaylovgrad	id=g:729112
Obshtina Montana	id=g:729113
Montana	id=g:729114
Mikhaltsi	id=g:729115
Mikhalkovo Obshtina	id=g:729116
Mikhalkovo	id=g:729117
Mikhalich	id=g:729118
Mikhalich	id=g:729119
Mikhalchetata	id=g:729120
Mikhalaki-Georgievo	id=g:729121
Midžor	id=g:729122
Obshtina Tsarevo	id=g:729123
Michurin	id=g:729124
Tsarevo	id=g:729125
Michkovtsi	id=g:729126
Mezhdenik	id=g:729127
Mezhdeni	id=g:729128
Mezhden	id=g:729129
Mezhda	id=g:729130
Mezek	id=g:729131
Mezdreya	id=g:729132
Obshtina Mezdra	id=g:729133
Mezdra	id=g:729134
Mezarluk Dere	id=g:729135
Meykovo	id=g:729136
Metokhiya	id=g:729137
Metodievo	id=g:729138
Metodievo	id=g:729139
Metlika	id=g:729140
Metlichka	id=g:729141
Metlichina	id=g:729142
Metlichina	id=g:729143
Metkovets	id=g:729144
Mesta	id=g:729145
Meshtitsa	id=g:729146
Mesemvriya	id=g:729147
Merilkovtsi	id=g:729148
Merichlerska Reka	id=g:729149
Merichleri	id=g:729150
Merdanya	id=g:729151
Mengishevo	id=g:729152
Menenk’ovo	id=g:729153
Mendovo	id=g:729154
Melyane	id=g:729155
Melnitsa	id=g:729156
Melnishka	id=g:729157
Melnik Obshtina	id=g:729158
Melnik	id=g:729159
Mekhmechkoyska Reka	id=g:729160
Medven	id=g:729161
Medovo	id=g:729162
Medovo	id=g:729163
Medovo	id=g:729164
Medovnitsa	id=g:729165
Medovnishka	id=g:729166
Medovitsa	id=g:729167
Medovina	id=g:729168
Medovets	id=g:729169
Medovene	id=g:729170
Medni Rid	id=g:729171
Mednikarovo	id=g:729172
Obshtina Medkovets	id=g:729173
Medkovets	id=g:729174
Medevtsi	id=g:729175
Medeshevtsi	id=g:729176
Zhilishten Kompleks Meden Rudnik	id=g:729177
Meden Kladenets	id=g:729178
Medeni Polyani	id=g:729179
Meden Buk	id=g:729180
Meçkabayir	id=g:729181
Mechovtsi	id=g:729182
Mechovo	id=g:729183
Mecholo Dere	id=g:729184
Mechkul	id=g:729185
Mechkovtsi	id=g:729186
Mechkovo	id=g:729187
Mechkovitsa	id=g:729188
Mechkovets	id=g:729189
Mechkobievtsi	id=g:729190
Mechkarevo	id=g:729191
Mechka	id=g:729192
Mechka	id=g:729193
Mechka	id=g:729194
Mechka	id=g:729195
Mechi Kamŭk	id=g:729196
Meche Ukho	id=g:729197
Meche Korito	id=g:729198
Mecha Polyana	id=g:729199
Mazarachevo	id=g:729200
Mazalat	id=g:729201
Maytanyatsi	id=g:729202
Maystorovo	id=g:729203
Maysko	id=g:729204
Mayor Uzunovo	id=g:729205
Matsa	id=g:729206
Matovtsi	id=g:729207
Mator Planina	id=g:729208
Matochina	id=g:729209
Mateshovtsi	id=g:729210
Matandere	id=g:729211
Maslovo	id=g:729212
Maslinovo	id=g:729213
Maslen Nos	id=g:729214
Maslarevo	id=g:729215
Maryan	id=g:729216
Marutsekovtsi	id=g:729217
Marulevo	id=g:729218
Martinska	id=g:729219
Martinovo	id=g:729220
Martino	id=g:729221
Martinkovtsi	id=g:729222
Martinka	id=g:729223
Marten	id=g:729224
Markovo Ravnishte	id=g:729225
Markovo	id=g:729226
Markovo	id=g:729227
Markovo	id=g:729228
Markovi Kladentsi	id=g:729229
Marko Nikolov	id=g:729230
Marka	id=g:729231
Mariyno	id=g:729232
Maritsa	id=g:729233
Maritsa	id=g:729234
Maritsa	id=g:729235
Marishnitsa	id=g:729236
Marinovtsi	id=g:729237
Marinovtsi	id=g:729238
Marino Pole	id=g:729239
Marino Pole	id=g:729240
Marino	id=g:729241
Marinka	id=g:729242
Marinito	id=g:729243
Marikostinovo	id=g:729244
Margovtsi	id=g:729245
Mareshnitsa Reka	id=g:729246
Marchino	id=g:729247
Marchevo	id=g:729248
Marcha	id=g:729249
Mar Bair	id=g:729250
Marashova Chuka	id=g:729251
Marashki Prolom	id=g:729252
Marashki Prokhod	id=g:729253
Marash	id=g:729254
Marash	id=g:729255
Marafeltsi	id=g:729256
Manyashki Vrŭkh	id=g:729257
Manushevtsi	id=g:729258
Manoya	id=g:729259
Manolsko Konare	id=g:729260
Manolovo	id=g:729261
Manolovo	id=g:729262
Manolich	id=g:729263
Manole	id=g:729264
Manevtsi	id=g:729265
Mandritsa	id=g:729266
Yazovir Mandra	id=g:729267
Mandra	id=g:729268
Mancho	id=g:729269
Manchevo	id=g:729270
Manastirtsi	id=g:729271
Manastirskoto Dere	id=g:729272
Manastirsko Dere	id=g:729273
Manastirsko	id=g:729274
Manastirski Vŭzvisheniya	id=g:729275
Manastirska Reka	id=g:729276
Manastirska Reka	id=g:729277
Manastiritsa	id=g:729278
Manastiritsa	id=g:729279
Manastirishte	id=g:729280
Manastirishte	id=g:729281
Manastirishte	id=g:729282
Manastirets	id=g:729283
Manastir	id=g:729284
Manastir	id=g:729285
Manastir	id=g:729286
Manaselska Reka	id=g:729287
Mamarchevo	id=g:729288
Malusha	id=g:729289
Malŭk Zvenimir	id=g:729290
Malŭk Vŭrshets	id=g:729291
Malŭk Voden	id=g:729292
Malŭk Preslavets	id=g:729293
Malŭk Porovets	id=g:729294
Malŭk Polich	id=g:729295
Malŭk Perelik	id=g:729296
Malŭk Manastir	id=g:729297
Malŭk Izvor	id=g:729298
Malŭk Izvor	id=g:729299
Malŭk Dol	id=g:729300
Malŭk Devesil	id=g:729301
Malŭk Chardak	id=g:729302
Malŭk Bogdan	id=g:729303
Mal Tepe	id=g:729304
Mal’ov Rŭt	id=g:729305
Mal’ovitsa	id=g:729306
Malovets	id=g:729307
Malo Selo	id=g:729308
Malorad	id=g:729309
Malo Peshtene	id=g:729310
Malomirovo	id=g:729311
Malomir	id=g:729312
Malomir	id=g:729313
Malo Malovo	id=g:729314
Malo Krushevo	id=g:729315
Malo Konare	id=g:729316
Malogradets	id=g:729317
Malo Buchino	id=g:729318
Malo Bel’ovo	id=g:729319
Malko Vranovo	id=g:729320
Obshtina Malko Tŭrnovo	id=g:729321
Malko Tŭrnovo	id=g:729322
Malko Tsŭrkvishte	id=g:729323
Malko Trŭnovo	id=g:729324
Malko Topolovo	id=g:729325
Malko Sushitsa	id=g:729326
Yazovir Malko Sharkovo	id=g:729327
Malko Sharkovo	id=g:729328
Malko Selo	id=g:729329
Malko Popovo	id=g:729330
Paisievo	id=g:729331
Malko Krushevo	id=g:729332
Malko Kirilovo	id=g:729333
Malko Kamenyane	id=g:729334
Malko Kadievo	id=g:729335
Malko Hudro	id=g:729336
Malko Gradishte	id=g:729337
Malko Dryanovo	id=g:729338
Malko Dolyane	id=g:729339
Malko Chochoveni	id=g:729340
Malkoch	id=g:729341
Malko Bryagovo	id=g:729342
Malko Belovo	id=g:729343
Malko Asenovo	id=g:729344
Malki Vŭrshets	id=g:729345
Malki Voden	id=g:729346
Malki Tsalim	id=g:729347
Malki Stanchovtsi	id=g:729348
Malki Lom	id=g:729349
Malki Kardam	id=g:729350
Malki Iskŭr	id=g:729351
Malki Iskŭr	id=g:729352
Malki Chiflik	id=g:729353
Malki Bŭlgareni	id=g:729354
Malka Zhelyazna	id=g:729355
Malka Vereya	id=g:729356
Malkata Reka	id=g:729357
Malkatakrus	id=g:729358
Malka Syutkya	id=g:729359
Malka Smolnitsa	id=g:729360
Malka Ribnya	id=g:729361
Malka Reka	id=g:729362
Malka Reka	id=g:729363
Malka Reka	id=g:729364
Spirka Malka Polyana	id=g:729365
Malka Polyana	id=g:729366
Malkapapiya	id=g:729367
Malka Detelina	id=g:729368
Malka Chinka	id=g:729369
Malka Cherkovna	id=g:729370
Malka Arda	id=g:729371
Malka Arda	id=g:729372
Mali Vŭrbovnik	id=g:729373
Malinovo	id=g:729374
Malinovo	id=g:729375
Malino	id=g:729376
Malinka	id=g:729377
Malini	id=g:729378
Malina	id=g:729379
Malina	id=g:729380
Malina	id=g:729381
Mali Izvor	id=g:729382
Mali Drenovets	id=g:729383
Mali Bogdan	id=g:729384
Malevo	id=g:729385
Malevo	id=g:729386
Maleshkovtsi	id=g:729387
Maleshevska Planina	id=g:729388
Malenovo	id=g:729389
Malchovtsi	id=g:729390
Malchovtsi	id=g:729391
Malchika	id=g:729392
Mala Zărkwa	id=g:729393
Mala Tsŭrkva	id=g:729394
Malashevtsi	id=g:729395
Mala Rakovitsa	id=g:729396
Mala Planina	id=g:729397
Kvartal Mala Kutlovitsa	id=g:729398
Mala Fucha	id=g:729399
Obshtina Makresh	id=g:729400
Makresh	id=g:729401
Makovo	id=g:729402
Makotsevska Reka	id=g:729403
Makotsevo	id=g:729404
Makhmutovtsi	id=g:729405
Makhmutitsa	id=g:729406
Makhalnitsi	id=g:729407
Makhalata	id=g:729408
Makhala Spasova	id=g:729409
Makhala Polyana	id=g:729410
Makhala Nadezhden	id=g:729411
Makhala Kŭrdzha	id=g:729412
Makhala Belantsi	id=g:729413
Makedontsi	id=g:729414
Makedonka	id=g:729415
Makaza	id=g:729416
Makariopolsko Obshtina	id=g:729417
Makariopolsko	id=g:729418
Makarevets	id=g:729419
Makak	id=g:729420
Makak	id=g:729421
Mak	id=g:729422
Peshtera Magura	id=g:729423
Magerovi	id=g:729424
Mağareşkibayir	id=g:729425
Magardzhitsa	id=g:729426
Madzherito	id=g:729427
Madzharovo	id=g:729428
Madzhari	id=g:729429
Madzhare	id=g:729430
Madena	id=g:729431
Madarski Skali	id=g:729432
Madarski Konnik	id=g:729433
Madara	id=g:729434
Madara	id=g:729435
Madanska Reka	id=g:729436
Obshtina Madan	id=g:729437
Madan	id=g:729438
Madan	id=g:729439
Machkovtsi	id=g:729440
Macedonia	id=g:729441
Lyutovo	id=g:729442
Lyuti Dol	id=g:729443
Lyutidol	id=g:729444
Lyutibrod	id=g:729445
Lyuteglav	id=g:729446
Lyutatsi	id=g:729447
Lyutadzhik	id=g:729448
Lyulyakovo	id=g:729449
Lyulyakovo	id=g:729450
Lyulyakovo	id=g:729451
Lyulyakovo	id=g:729452
Lyulyak	id=g:729453
Lyulka	id=g:729454
Lyulin	id=g:729455
Lyulin	id=g:729456
Lyulin	id=g:729457
Lyubovo	id=g:729458
Lyubovka	id=g:729459
Lyubovishte	id=g:729460
Lyubnitsa	id=g:729461
Lyublen	id=g:729462
Lyubka	id=g:729463
Lyubino	id=g:729464
Obshtina Lyubimets	id=g:729465
Lyubimets	id=g:729466
Lyubichevo	id=g:729467
Lyubentsi	id=g:729468
Lyubenovo	id=g:729469
Lyubenovo	id=g:729470
Lyubenovo	id=g:729471
Lyubenovo	id=g:729472
Lyubenova Makhala	id=g:729473
Lyuben Karavelovo	id=g:729474
Lyubenets	id=g:729475
Lyuben	id=g:729476
Lyuben	id=g:729477
Lyubcha	id=g:729478
Lyubash	id=g:729479
Lyavovska Reka	id=g:729480
Lyava Reka	id=g:729481
Lyatno	id=g:729482
Lyaskovo	id=g:729483
Lyaskovo	id=g:729484
Lyaskovo	id=g:729485
Lyaskovo	id=g:729486
Lyaskovo	id=g:729487
Obshtina Lyaskovets	id=g:729488
Lyaskovets	id=g:729489
Lyaskovets	id=g:729490
Lyalintsi	id=g:729491
Lyalevo	id=g:729492
Lyakhovo	id=g:729493
Lyakhovo	id=g:729494
Lŭzhnitsa	id=g:729495
Lŭvska	id=g:729496
Lŭvovo	id=g:729497
Lŭvino	id=g:729498
Lŭmava	id=g:729499
Lulitsa	id=g:729500
Lulichka	id=g:729501
Lukovo	id=g:729502
Lukovitsa	id=g:729503
Lukovitsa	id=g:729504
Lukovitsa	id=g:729505
Obshtina Lukovit	id=g:729506
Lukovit	id=g:729507
Obshtina Lŭki	id=g:729508
Lŭki	id=g:729509
Lŭki	id=g:729510
Lŭkavitsa	id=g:729511
Lŭkata	id=g:729512
Spirka Lŭka	id=g:729513
Lŭka	id=g:729514
Lŭka	id=g:729515
Lŭga	id=g:729516
Lŭga	id=g:729517
Lŭga	id=g:729518
Lŭdzhene	id=g:729519
Lŭdzha	id=g:729520
Ludogortsi	id=g:729521
Ludogorsko Plato	id=g:729522
Ludogorie	id=g:729523
Luda Yana	id=g:729524
Luda Kamchiya	id=g:729525
Kvartal Lozovo	id=g:729526
Lozno	id=g:729527
Obshtina Loznitsa	id=g:729528
Loznitsa	id=g:729529
Loznitsa	id=g:729530
Lozitsa	id=g:729531
Lozitsa	id=g:729532
Lozheto	id=g:729533
Lozevo	id=g:729534
Lozeto	id=g:729535
Lozenska Planina	id=g:729536
Lozenitsa	id=g:729537
Lozengradtsi	id=g:729538
Lozenets	id=g:729539
Lozenets	id=g:729540
Lozenets	id=g:729541
Lozen	id=g:729542
Lozen	id=g:729543
Lozen	id=g:729544
Lozen	id=g:729545
Lozarevo Obshtina	id=g:729546
Lozarevo	id=g:729547
Loza	id=g:729548
Loza	id=g:729549
Lovtsite	id=g:729550
Lovtsi	id=g:729551
Lovsko	id=g:729552
Lovnidol	id=g:729553
Lovets	id=g:729554
Lovets	id=g:729555
Lovets	id=g:729556
Lovets	id=g:729557
Obshtina Lovech	id=g:729558
Lovech	id=g:729559
Oblast Lovech	id=g:729560
Lovchantsi	id=g:729561
Lovchanski Visochini	id=g:729562
Lopyanski Khanove	id=g:729563
Lopyan	id=g:729564
Lopuştnitsa Dere	id=g:729565
Lopushnya	id=g:729566
Lopushnitsa	id=g:729567
Lopushna	id=g:729568
Lopushna	id=g:729569
Lopukha	id=g:729570
Longoza	id=g:729571
Lomya	id=g:729572
Lomati	id=g:729573
Lomtsi	id=g:729574
Lomnitsa	id=g:729575
Lomnitsa	id=g:729576
Lomnitsa	id=g:729577
Lomets	id=g:729578
Obshtina Lom	id=g:729579
Lom	id=g:729580
Lom	id=g:729581
Lokvata	id=g:729582
Lokvata	id=g:729583
Lokorsko	id=g:729584
Logodashka Reka	id=g:729585
Logodash	id=g:729586
Lobosh	id=g:729587
Livadkite	id=g:729588
Livadeto	id=g:729589
Livada	id=g:729590
Livada	id=g:729591
Liteyska Reka	id=g:729592
Litakovo	id=g:729593
Listets	id=g:729594
Listets	id=g:729595
Lisovo	id=g:729596
Lisiyska Reka	id=g:729597
Lisiya	id=g:729598
Lisi Vrŭkh	id=g:729599
Lisitsite	id=g:729600
Lisets	id=g:729601
Lisets	id=g:729602
Lisets	id=g:729603
Lisets	id=g:729604
Lisets Planina	id=g:729605
Lisets	id=g:729606
Lisets	id=g:729607
Lisa Planina	id=g:729608
Lisa Mogila	id=g:729609
Lipov Rŭt	id=g:729610
Lipova Mogila	id=g:729611
Lipnitsa	id=g:729612
Lipnitsa	id=g:729613
Lipnitsa	id=g:729614
Lipnik	id=g:729615
Lipnik	id=g:729616
Lipintsi	id=g:729617
Lipets	id=g:729618
Lipen	id=g:729619
Limnos	id=g:729620
Limets	id=g:729621
Lilyanovo	id=g:729622
Lilyak	id=g:729623
Lilyak	id=g:729624
Lilyache	id=g:729625
Lilyach	id=g:729626
Lilovo	id=g:729627
Lilkovska Reka	id=g:729628
Lilkovo	id=g:729629
Lilekovo	id=g:729630
Lilbasan Dere	id=g:729631
Lik	id=g:729632
Leyarovo	id=g:729633
Levunovo	id=g:729634
Obshtina Levski	id=g:729635
Levski	id=g:729636
Levski	id=g:729637
Levski	id=g:729638
Levochevo	id=g:729639
Levka	id=g:729640
Levitsa	id=g:729641
Levi Iskŭr	id=g:729642
Leva Reka	id=g:729643
Letovnik	id=g:729644
Obshtina Letnitsa	id=g:729645
Letnitsa	id=g:729646
Letnitsa	id=g:729647
Lesura	id=g:729648
Lestvitsa	id=g:729649
Lesovo	id=g:729650
Lesnovska Reka	id=g:729651
Lesnovo	id=g:729652
Leskovska Reka	id=g:729653
Leskovo	id=g:729654
Leskovo	id=g:729655
Leskovitsa	id=g:729656
Leskovi Kolibi	id=g:729657
Leskovets	id=g:729658
Leskovets	id=g:729659
Leskovets	id=g:729660
Leskov Dol	id=g:729661
Leska	id=g:729662
Leska	id=g:729663
Lesidrenska Reka	id=g:729664
Lesidren	id=g:729665
Obshtina Lesichevo	id=g:729666
Lesichevo	id=g:729667
Lesicheri	id=g:729668
Lesiche	id=g:729669
Lesiche	id=g:729670
Lesicharka	id=g:729671
Leshten	id=g:729672
Leshtarka	id=g:729673
Leshtanska Reka	id=g:729674
Leshtak	id=g:729675
Leshnitsa	id=g:729676
Leshnitsa	id=g:729677
Leshnikovtsi	id=g:729678
Leshnikovo	id=g:729679
Leshko Presoi	id=g:729680
Leshko	id=g:729681
Leshishte	id=g:729682
Lepitsa	id=g:729683
Lepenitsa	id=g:729684
Lensko	id=g:729685
Lenovo	id=g:729686
Lenkovo	id=g:729687
Lenishte	id=g:729688
Leninski Rayon	id=g:729689
Lelintsi	id=g:729690
Lelintsi	id=g:729691
Lekhovo	id=g:729692
Lekhchevo Obshtina	id=g:729693
Lekhchevo	id=g:729694
Lefshenska Reka	id=g:729695
Lefedzha	id=g:729696
Ledenika	id=g:729697
Ledenik	id=g:729698
Lechevtsi	id=g:729699
Lebnica	id=g:729700
Lebnitsa	id=g:729701
Lebed	id=g:729702
Lazartsi	id=g:729703
Toros	id=g:729704
Lazarovo	id=g:729705
Lazar	id=g:729706
Laykov Chukar	id=g:729707
Latinka	id=g:729708
Laskarevo	id=g:729709
Laskar	id=g:729710
Lardigo	id=g:729711
Lapavishkovtsi	id=g:729712
Lapadets	id=g:729713
Lambukh	id=g:729714
Lambovtsi	id=g:729715
Lalkovo	id=g:729716
Lale	id=g:729717
Lakhna	id=g:729718
Lakhna	id=g:729719
Lakavitsa	id=g:729720
Lakatnitsa	id=g:729721
Lakatnik	id=g:729722
Lakarevo	id=g:729723
Lagoshevtsi	id=g:729724
Lagerite	id=g:729725
Lafinski Kamŭni	id=g:729726
Ladarevo	id=g:729727
Labets	id=g:729728
Obshtina Kyustendil	id=g:729729
Kyustendil	id=g:729730
Kyupriya	id=g:729731
Kyulevcha	id=g:729732
Kyu Dere	id=g:729733
Kyuchuk Dervent	id=g:729734
Kyluchova Makhala	id=g:729735
Kŭzŭlach	id=g:729736
Kuzu Deli Dere	id=g:729737
Kuz’ovo	id=g:729738
Kuzlar	id=g:729739
Kuzgun Kaya Dere	id=g:729740
Kuz Dere	id=g:729741
Kuz	id=g:729742
Kutugertsi	id=g:729743
Kutsovo	id=g:729744
Vrŭkh Kutsolinitsa	id=g:729745
Kutsino	id=g:729746
Kutsina	id=g:729747
Kutseva	id=g:729748
Kutsarovtsi	id=g:729749
Kutovo	id=g:729750
Kutludzha Dere	id=g:729751
Kutlovitsa	id=g:729752
Kutlidzhikska Reka	id=g:729753
Kŭtino	id=g:729754
Kŭtina	id=g:729755
Kutela	id=g:729756
Kŭsovtsi	id=g:729757
Kushutinata	id=g:729758
Kushushlek	id=g:729759
Kŭshlite	id=g:729760
Kushlite	id=g:729761
Kŭshle	id=g:729762
Kushla	id=g:729763
Kŭshin	id=g:729764
Kŭsak	id=g:729765
Kus	id=g:729766
Kurulezite	id=g:729767
Kurudzha Dere	id=g:729768
Kurudzha Dere	id=g:729769
Kuru Dere	id=g:729770
Kuru Dere	id=g:729771
Kurucha	id=g:729772
Kŭrtozhabene	id=g:729773
Kurtovo Konare	id=g:729774
Kurtovo	id=g:729775
Kurtovitsa	id=g:729776
Kŭrti Pŭnya	id=g:729777
Kurt Dere	id=g:729778
Kŭrshalevo	id=g:729779
Kŭrpelevo	id=g:729780
Kŭrpachevo	id=g:729781
Kurnovo	id=g:729782
Kŭrneva Livada	id=g:729783
Kŭrnare	id=g:729784
Krnalovo	id=g:729785
Kŭrlanovo	id=g:729786
Kŭrkariya	id=g:729787
Kurilo	id=g:729788
Kuril	id=g:729789
Kŭrdzhali	id=g:729790
Kŭrdzhali	id=g:729791
Obshtina Kŭrdzhali	id=g:729792
Kŭrdzhali	id=g:729793
Kŭrdzhali	id=g:729794
Kurduzhi Dere	id=g:729795
Kŭrchovsko	id=g:729796
Kurbaneri	id=g:729797
Kuptsite	id=g:729798
Kŭpinovtsi	id=g:729799
Kŭpinovo	id=g:729800
Kŭpinets	id=g:729801
Kupena	id=g:729802
Kupen	id=g:729803
Kupen	id=g:729804
Kunino	id=g:729805
Kŭnino	id=g:729806
Kunevo	id=g:729807
Kundevo	id=g:729808
Kŭnchevo	id=g:729809
Kumbaska	id=g:729810
Kumaritsa	id=g:729811
Kumanovtsi	id=g:729812
Kumanovo	id=g:729813
Kumanite	id=g:729814
Kŭlnovo	id=g:729815
Kulina Voda	id=g:729816
Kuleva	id=g:729817
Kulata	id=g:729818
Kulata	id=g:729819
Kulata	id=g:729820
Kulata	id=g:729821
Kulak	id=g:729822
Yazovir Kula	id=g:729823
Obshtina Kula	id=g:729824
Kula	id=g:729825
Kukuvitsa	id=g:729826
Kukuryak	id=g:729827
Kukurakhtsevo	id=g:729828
Kakrina	id=g:729829
Kukovtsi	id=g:729830
Kukorevo	id=g:729831
Kuklya	id=g:729832
Kŭklitsa	id=g:729833
Kuklen	id=g:729834
Kuka	id=g:729835
Kudelin	id=g:729836
Kubratovo	id=g:729837
Obshtina Kubrat	id=g:729838
Kubrat	id=g:729839
Kanli-Dere	id=g:729840
Kubadin	id=g:729841
Kryakovtsi	id=g:729842
Krivenik	id=g:729843
Krŭstov Vrŭkh	id=g:729844
Krŭstina	id=g:729845
Krŭstiltsi	id=g:729846
Krŭstevtsi	id=g:729847
Krŭstevich	id=g:729848
Krŭstets	id=g:729849
Krŭstenyatsite	id=g:729850
Krŭstava	id=g:729851
Krŭstatitsa	id=g:729852
Krŭsta	id=g:729853
Krushuna	id=g:729854
Krushov Rŭt	id=g:729855
Krushovo	id=g:729856
Krushovitsa	id=g:729857
Krushovitsa	id=g:729858
Krushovitsa	id=g:729859
Krushovitsa	id=g:729860
Krushovene	id=g:729861
Krushov Dol	id=g:729862
Krusholak	id=g:729863
Krŭshno	id=g:729864
Krushka	id=g:729865
Krushitsa	id=g:729866
Krushevska Reka	id=g:729867
Krushevska	id=g:729868
Krushevo	id=g:729869
Krushevo	id=g:729870
Krushevo	id=g:729871
Krushevo	id=g:729872
Krushevo	id=g:729873
Krushevo	id=g:729874
Krushevets	id=g:729875
Krushev Dol	id=g:729876
Krusheto	id=g:729877
Krushata	id=g:729878
Obshtina Krushari	id=g:729879
Krushari	id=g:729880
Krushare	id=g:729881
Krusha	id=g:729882
Krusha	id=g:729883
Krupnik	id=g:729884
Krupen	id=g:729885
Krŭndzhilitsa	id=g:729886
Krŭncha	id=g:729887
Kren	id=g:729888
Krumovo Gradishte	id=g:729889
Krumovo	id=g:729890
Krumovo	id=g:729891
Krumovo	id=g:729892
Krumovo	id=g:729893
Krumovitsa	id=g:729894
Obshtina Krumovgrad	id=g:729895
Krumovgrad	id=g:729896
Krumchevtsi	id=g:729897
Krum	id=g:729898
Krŭkozhabene	id=g:729899
Kroyatsi	id=g:729900
Kroyachevo	id=g:729901
Kroyach	id=g:729902
Krotiriya	id=g:729903
Kromidovo	id=g:729904
Krivo Pole	id=g:729905
Krivonos	id=g:729906
Obshtina Krivodol	id=g:729907
Krivodol	id=g:729908
Krivodol	id=g:729909
Krivodatin	id=g:729910
Krivnya	id=g:729911
Krivnya	id=g:729912
Krivnya	id=g:729913
Kriviya Burun	id=g:729914
Krivitsa	id=g:729915
Krivini	id=g:729916
Krivina	id=g:729917
Krivina	id=g:729918
Krivina	id=g:729919
Kriva Reka	id=g:729920
Kriva Reka	id=g:729921
Kriva Reka	id=g:729922
Kriva Livada	id=g:729923
Kriva Krusha	id=g:729924
Kriva Chuka	id=g:729925
Kriva Bara	id=g:729926
Kriva Bara	id=g:729927
Kriva	id=g:729928
Kriva	id=g:729929
Krislovo	id=g:729930
Krinkovtsi	id=g:729931
Krin	id=g:729932
Krilyuvtsi	id=g:729933
Krilatitsa	id=g:729934
Krichim	id=g:729935
Krichim	id=g:729936
Kribul	id=g:729937
Kreta	id=g:729938
Kreta	id=g:729939
Kresnenska Klisura	id=g:729940
Obshtina Kresna	id=g:729941
Kresna	id=g:729942
Kreslyuvtsi	id=g:729943
Krepost	id=g:729944
Krepcha	id=g:729945
Rayon Kremikovtsi	id=g:729946
Kremikovtsi	id=g:729947
Kremenski Chark	id=g:729948
Kremenitsa	id=g:729949
Kremenik	id=g:729950
Kremenets	id=g:729951
Kremene	id=g:729952
Kremena	id=g:729953
Kremen	id=g:729954
Kreklyashka	id=g:729955
Kraypole	id=g:729956
Kraynovo	id=g:729957
Krayno Selo	id=g:729958
Kraynitsi	id=g:729959
Krayni Dol	id=g:729960
Krayna	id=g:729961
Kvartal Kraymorie	id=g:729962
Kraygortsi	id=g:729963
Kravoder	id=g:729964
Kravino	id=g:729965
Krasnovo	id=g:729966
Krasnoseltsi	id=g:729967
Krasno Selo	id=g:729968
Krasno Gradishte	id=g:729969
Krasnogor	id=g:729970
Krasino	id=g:729971
Krasimir	id=g:729972
Krasen Dol	id=g:729973
Krasen	id=g:729974
Krasen	id=g:729975
Krasava	id=g:729976
Krapets	id=g:729977
Krapets	id=g:729978
Krapets	id=g:729979
Krapets	id=g:729980
Krapchene	id=g:729981
Krantovtsi	id=g:729982
Kranovo	id=g:729983
Kranevo	id=g:729984
Kran	id=g:729985
Kramolin	id=g:729986
Krali Marko	id=g:729987
Kralevski Dol	id=g:729988
Kralevo	id=g:729989
Kralevo	id=g:729990
Kralevdol	id=g:729991
Krakra	id=g:729992
Kraishte	id=g:729993
Kraishte	id=g:729994
Kraguevo	id=g:729995
Kraevo	id=g:729996
Kraeva Bachiya	id=g:729997
Krachimir	id=g:729998
Kozyata Stena	id=g:729999
Kozya Reka	id=g:730000
Kozyak	id=g:730001
Kozuyatak	id=g:730002
Koznitsa	id=g:730003
Koznitsa	id=g:730004
Koznitsa	id=g:730005
Koznitsa	id=g:730006
Kozma Prezviter	id=g:730007
Kozluka	id=g:730008
Kozlovets	id=g:730009
Kozloduytsi	id=g:730010
Kozloduy	id=g:730011
Obshtina Kozloduy	id=g:730012
Kozloduy	id=g:730013
Kozlevo	id=g:730014
Kozlets	id=g:730015
Kozitsa	id=g:730016
Kozitsa	id=g:730017
Kozi Rog	id=g:730018
Kozino	id=g:730019
Kozin Dol	id=g:730020
Kozichino	id=g:730021
Kozhukhartsi	id=g:730022
Kozhukh	id=g:730023
Kozhlyuvtsi	id=g:730024
Kozhintsi	id=g:730025
Kozhari	id=g:730026
Kozhanska	id=g:730027
Kozarsko	id=g:730028
Kozarka	id=g:730029
Kozarevo	id=g:730030
Kozarevo	id=g:730031
Kozarevets	id=g:730032
Kozarevets	id=g:730033
Kozare	id=g:730034
Kozar Belene	id=g:730035
Kozanovo	id=g:730036
Koynov Trap	id=g:730037
Koyno	id=g:730038
Koynare	id=g:730039
Koynare	id=g:730040
Koylovsko Dere	id=g:730041
Koychovtsi	id=g:730042
Koychovtsi	id=g:730043
Kovil	id=g:730044
Kovil	id=g:730045
Kovandzhiite	id=g:730046
Kovachitsa	id=g:730047
Kovachite	id=g:730048
Obshtina Kovachevtsi	id=g:730049
Kovachevtsi	id=g:730050
Kovachevtsi	id=g:730051
Kovachevtsi	id=g:730052
Kovachevtsi	id=g:730053
Kovachevski Gater	id=g:730054
Kovachevo	id=g:730055
Kovachevo	id=g:730056
Kovachevo	id=g:730057
Kovachevitsa	id=g:730058
Kovachevets	id=g:730059
Kovach	id=g:730060
Kovach	id=g:730061
Koúla	id=g:730062
Kot’ya	id=g:730063
Kotutsi	id=g:730064
Kotovtsite	id=g:730065
Kotlentsi	id=g:730066
