Pleasant Ridge Middle School	id=g:6327974
Omaha Soda Deposit	id=g:6332925
Wilmington and Wilkesbarre Deposits	id=g:6332926
Vermiculite Sales Corporation Deposit Number One	id=g:6332927
King Solomon Claim	id=g:6332928
Lucky Strike Claim	id=g:6332929
WL Marion and LB Curtis Jade Claim	id=g:6332930
Graham Ranch Pit	id=g:6332931
Loma-Day Claims	id=g:6332932
Cherry Creek Prospect	id=g:6332933
County Line Claims	id=g:6332934
Bebe Claims	id=g:6332935
Coors Claims	id=g:6332936
GR Claims	id=g:6332937
C and L Claims	id=g:6332938
Lost Creek Claims	id=g:6332939
McIntosh Pit	id=g:6332940
Waverly Claims	id=g:6332941
Sun and Sunday Claims	id=g:6332942
E-Twenty Claim	id=g:6332943
Big Nugget Claim	id=g:6332944
Maxwell Claim	id=g:6332945
Metterling Prospect	id=g:6332946
Mechanic and Emerald Lode	id=g:6332947
Beaver Creek Deposit	id=g:6332948
Fire King Deposit	id=g:6332949
Abernathy Claim	id=g:6332950
Franciscan Claims	id=g:6332951
J Wade Claims	id=g:6332952
Marion Claim	id=g:6332953
Big Park Prospect	id=g:6332954
Coantag Prospect	id=g:6332955
Spring Lake Creek Prospect	id=g:6332956
Airport Pit	id=g:6332957
New Five Mile Pit	id=g:6332958
TKC Claims	id=g:6332959
Alexander Pit	id=g:6332960
Apex Pit	id=g:6332961
Forty Rod Pit	id=g:6332962
North Pape Pit	id=g:6332963
Pape Pit	id=g:6332964
Wye Pit	id=g:6332965
Price and Thomas Claims	id=g:6332966
Eleven Seventy Pit	id=g:6332967
Rachels Pit	id=g:6332968
Temple Peak Deposit	id=g:6332969
Speedway Pit	id=g:6332970
Cora Pit	id=g:6332971
Freds Hill Pit	id=g:6332972
Graveyard Pit	id=g:6332973
Noble Pit	id=g:6332974
Wimple Pit	id=g:6332975
Bar None Number Forty Claim	id=g:6332976
Camp Number One Claim	id=g:6332977
Hawley Numbers One-thirty-two Claims	id=g:6332978
Quigley and Gall Claims	id=g:6332979
Alray Prospect	id=g:6332980
O'Neil Pit	id=g:6332981
Gorden Pit	id=g:6332982
Betsey Bass Claim	id=g:6332983
Sod House Pit	id=g:6332984
Potter Pit	id=g:6332985
Wright Pit	id=g:6332986
Keith Pit Number One	id=g:6332987
Thompson Pit	id=g:6332988
Frank Claims	id=g:6332989
Karl Three Claim	id=g:6332990
Quincy Claims	id=g:6332991
Ray Claims	id=g:6332992
Opal Claims	id=g:6332993
John Christian Pit	id=g:6332994
Skiles-Reno Pit	id=g:6332995
Ullery Pit Number Three	id=g:6332996
Microwave Pit	id=g:6332997
Casper Mountain Asbestos Deposits	id=g:6332998
County Pit	id=g:6332999
Star Pit	id=g:6333000
Dugout Creek Deposit	id=g:6333001
Allie Claims	id=g:6333002
Ellsworth Claim	id=g:6333003
Bray-Kile Claim	id=g:6333004
Dawn Claim	id=g:6333005
Hoodoo Creek Claims	id=g:6333006
Whippet Number Eight Prospect	id=g:6333007
Shooting Star Claim	id=g:6333008
Romur Claims	id=g:6333009
Victory Claim	id=g:6333010
Midvale Irrigation Pit	id=g:6333011
Riverton Airport Pit	id=g:6333012
Gay Claim	id=g:6333013
K-one Pit	id=g:6333014
Davis Claim	id=g:6333015
Pine Bar Diggings	id=g:6333016
Verna Bell Claim	id=g:6333017
Gunderman Pit	id=g:6333018
Little Buck Claims	id=g:6333019
Arbor Number Four Claim	id=g:6333020
Arbor Number Five Claim	id=g:6333021
Martha Claims	id=g:6333022
Nu Hot Spot Number Seven Claim	id=g:6333023
Sleeper Pit	id=g:6333024
Beckey Lode	id=g:6333025
Brewer Pit	id=g:6333026
Burgess Claim	id=g:6333027
Independence Deposits	id=g:6333028
New York Claim	id=g:6333029
Philadelphia Claim	id=g:6333030
Marton Powder River Pit	id=g:6333031
Siwash Claims	id=g:6333032
Triangle C Pit	id=g:6333033
Sand Lode Four	id=g:6333034
Brown Bear Deposit	id=g:6333035
Olive Five Claim	id=g:6333036
Highland Open Pit	id=g:6333037
Hines Pit	id=g:6333038
Shepherd Pit	id=g:6333039
Burkhardt Pit	id=g:6333040
Harris Pit	id=g:6333041
Hornet Pit	id=g:6333042
Homes Fire Lode Forty-three	id=g:6333043
Inum One Claim	id=g:6333044
Lytle Three Claim	id=g:6333045
Lytle Five Claim	id=g:6333046
Pinyon Claims	id=g:6333047
Driskell Pit	id=g:6333048
Wilcox-People Prospect	id=g:6333049
Bald Mountain Placer Claims	id=g:6333050
Koch Deposit Number One	id=g:6333051
Koch Deposit	id=g:6333052
Sun Up Claim	id=g:6333053
Kershner Pit	id=g:6333054
Harriett Pit	id=g:6333055
Soldier Creek Prospect	id=g:6333056
Shipper Claims	id=g:6333057
Paine Deposit	id=g:6333058
Griggs Prospect	id=g:6333059
Rim Rock Ranch Pit	id=g:6333060
Koch Deposit Number Two	id=g:6333061
Koch Deposit Number Three	id=g:6333062
Taylor Deposit	id=g:6333063
Carroll Pit	id=g:6333064
Easterling Pit	id=g:6333065
Justin Pit	id=g:6333066
Tuffa Pit	id=g:6333067
Kay Pit	id=g:6333068
Bear Deposit	id=g:6333069
Beaver Claim	id=g:6333070
Globe Prospect	id=g:6333071
King Solomon Claim	id=g:6333072
Teton Gravel Pit	id=g:6333073
Century Group Two Prospect	id=g:6333074
Magnolia Lode	id=g:6333075
Many Values Prospect	id=g:6333076
Ione Prospect	id=g:6333077
Pyramid Prospects Number One	id=g:6333078
Pyramid Prospects Number Two	id=g:6333079
Pyramid Prospects Number Three	id=g:6333080
Groves and Collins Deposit	id=g:6333081
Plaga-Judd Deposit	id=g:6333082
Romsa Dolomite Deposit	id=g:6333083
Big Mac Claim	id=g:6333084
Cooney Hill Prospect	id=g:6333085
Friday Number Two Prospect	id=g:6333086
McDougal Deposit	id=g:6333087
Texan Lode	id=g:6333088
Linscott Claim	id=g:6333089
Beulah Prospect	id=g:6333090
Bonita Prospect Number One	id=g:6333091
Bonita Prospect Number Two	id=g:6333092
Mohawk Prospect One	id=g:6333093
Mohawk Prospect Two	id=g:6333094
Taylor Claims	id=g:6333095
Toothacher Pit	id=g:6333096
Inversion Cabin Prospects	id=g:6333097
Morning Star Claim	id=g:6333098
Hub Load Claim	id=g:6333099
Brook Deposit	id=g:6333100
Waterloo Prospects	id=g:6333101
J F White Prospect	id=g:6333102
Waterloo Prospect	id=g:6333103
Crescent Lode Number One	id=g:6333104
Rosebud Pit Number Three	id=g:6333105
Rosebud Pit Number Five	id=g:6333106
Rosebud Pit Number Eight	id=g:6333107
Rosebud Pit Number Seven	id=g:6333108
Rosebud Pit Number Two	id=g:6333109
Elk Mountain Prospect	id=g:6333110
Octavia Prospect	id=g:6333111
Gold Coin Prospect	id=g:6333112
Cloudy Group Claims	id=g:6333113
Friday Claim Group Mine	id=g:6333114
Rimrock Pit Number Three	id=g:6333115
Iron King Claims	id=g:6333116
Waggoner Claims	id=g:6333117
Lucky Strike Claims	id=g:6333118
Bwlchgoch Mine	id=g:6333119
United Nuclear-Homestake Mill	id=g:6333120
Sequoyah Nuclear Plant	id=g:6333121
SW Starved to Death-15 N and E Mine	id=g:6333122
Paraiso/Stumbling Bl Mine	id=g:6333123
Ruth V/SID Mine	id=g:6333124
Horseshoe Mountain Adit Mine	id=g:6333125
Bonanza/Kentuck Mine	id=g:6333126
Braach Mine	id=g:6333127
Sunbeam/ID Number 2 Mine	id=g:6333128
Mill Site Mine	id=g:6333129
US Lock Number 29	id=g:6333130
Dam Number 3	id=g:6333131
Lower Dam	id=g:6333132
Burnt Dam	id=g:6333133
Holmes Dam	id=g:6333134
Louisiana and Arkansas Rr Lake Dam	id=g:6333135
Hrnciar Dam	id=g:6333136
La Feria WCID 3 Cameron Company Levee	id=g:6333137
Cameron County Wid 16 Dam A	id=g:6333138
Cameron Company WCID 2 Dam 1	id=g:6333139
Cameron Company WCID 2 Dam 2	id=g:6333140
Morrison, Scott and Conrad Lake Number 2 Dam	id=g:6333141
Operating Basin Number 1 Levee	id=g:6333142
Lake de La Fosse Dam	id=g:6333143
Clay Unknown Dam Number 1	id=g:6333144
Teniente Wid Number 1 Lake Dam	id=g:6333145
M D M Grazing Association Dam	id=g:6333146
Concho County WCID 1 Dam	id=g:6333147
Fort Bend WCID 1 Oyster Creek Dam 3	id=g:6333148
Fort Bend Company WCID 1 Harlem Prison Dam	id=g:6333149
Fort Bend WCID 1 Oyster Creek Dam 1	id=g:6333150
Fort Bend WCID 1 Oyster Creek Dam 2	id=g:6333151
Fort Bend WCID 1 Old Second Lift Dam	id=g:6333152
Lcra Dam	id=g:6333153
Hrncirik Lake Dam	id=g:6333154
Lake JDM Dam	id=g:6333155
Lake CWM Dam	id=g:6333156
Nspc Initial Tailings Dike	id=g:6333157
Nspc Stage Two Tailings Dike	id=g:6333158
O'Brien North Dam	id=g:6333159
Richard Lammi SCS Dam	id=g:6333160
Moehrke SCS Dam	id=g:6333161
Koenig and Elton Pond Dam	id=g:6333162
Mill Pond Dam	id=g:6333163
T Rain Structure Dam	id=g:6333164
Briar Pipe Dam On The Branch	id=g:6333165
LaSalle County Nuclear Station Cooling Dam	id=g:6333166
MBPP Storm Runoff Retention Dam	id=g:6333167
Burlington Reservoir Dam	id=g:6333168
Last Chance Reservoir Dam	id=g:6333169
United Nuclear Homestakes Partners Dam	id=g:6333170
Lake Joseph Dam	id=g:6333171
Far West Stake RLDS Church Lake Dam	id=g:6333172
Hoover Frankum Watershed Number	id=g:6333173
RLDS Church Campground Upper Lake Dam	id=g:6333174
Re Mansfield Dam	id=g:6333175
Granite Mountains	id=g:6333176
Munsatli Mountains	id=g:6333177
Charles Lemon RR Dam	id=g:6333178
LEDE Dam	id=g:6333179
Peaks Ranger District	id=g:6333180
Diamond Fork Youth Forest	id=g:6333181
Chalender Ranger District	id=g:6333182
Canaan Conservation Area	id=g:6333183
Upper Peninsula Experimental Forest	id=g:6333184
Mishwabic State Forest	id=g:6333185
Jordan River State Forest	id=g:6333186
Bonita Lava Flow	id=g:6333187
Saint Mary of the Lakes Catholic Church	id=g:6333188
Saint Thomas Episcopal Church	id=g:6333189
First Missionary Baptist Church	id=g:6333190
Trinity Evangelical Free Church	id=g:6333191
Faith Lutheran Church	id=g:6333192
Bay Street Baptist Church	id=g:6333193
Praise Tabernacle Church of God	id=g:6333194
Gospel Tabernacle	id=g:6333195
Dona Vista Church	id=g:6333196
Victory Christian Center	id=g:6333197
Grand Island Baptist Church	id=g:6333198
Kingdom Hall of Jehovah's Witnesses	id=g:6333199
Lighthouse Baptist Church and Christian Academy	id=g:6333200
Church of Christ	id=g:6333201
Mount Olive AME Church	id=g:6333202
Martin Luther King Jr. Memorial Center	id=g:6333203
House of God Church	id=g:6333204
Congregational Church	id=g:6333205
First Presbyterian Church PCUSA	id=g:6333206
First United Methodist Church	id=g:6333207
Saint Edward's Episcopal Church	id=g:6333208
Impacting Word Family Worship Center	id=g:6333209
First Baptist Church of Mount Dora	id=g:6333210
Mount Dora Church of God	id=g:6333211
First Baptist Church of Eustis	id=g:6333212
Eustis Church of the Nazarene	id=g:6333213
First Church of God	id=g:6333214
Mount Zion Primitive Baptist Church	id=g:6333215
Orange Avenue Church of Christ	id=g:6333216
Jesus Holiness Pentecostal Church	id=g:6333217
Florence Hollis Hand Chapel	id=g:6333218
Snidow Chapel	id=g:6333219
duPont Chapel	id=g:6333220
Sacred Heart of Mary Chapel	id=g:6333221
Goodson Chapel Recital Hall	id=g:6333222
Monumental Chapel	id=g:6333223
Merner-Pfeiffer-Klein Memorial Chapel	id=g:6333224
Sylvan Chapel	id=g:6333225
Mother of Mercy Chapel	id=g:6333226
Harbison Chapel	id=g:6333227
Ford Memorial Chapel	id=g:6333228
Sacret Heart Convent	id=g:6333230
Rooke Chapel	id=g:6333231
Bruckmann Chapel of Saint Joseph	id=g:6333232
Church of God by Faith	id=g:6333233
Everlasting Life Church of God	id=g:6333234
Church of Christ, Scientist	id=g:6333235
First United Methodist Church	id=g:6333236
Gethsemane Baptist Church	id=g:6333237
Poe's Memorial Baptist Church	id=g:6333238
Promise Land Ministries	id=g:6333239
Praise and Worship Tabernacle	id=g:6333240
Shekinah Glory Full Gospel Church	id=g:6333241
Mater Christi Church	id=g:6333242
North Riverside Community Church	id=g:6333243
Freedom In Christ Baptist Church	id=g:6333244
Church of Jesus Christ of Latter Day Saints	id=g:6333245
United House of Prayer	id=g:6333246
Sacred Heart Roman Catholic Church	id=g:6333247
First Baptist Church	id=g:6333248
Rescue House of Prayer	id=g:6333249
Crossroads Calvary Chapel	id=g:6333250
Our Lady of Czestoc Church	id=g:6333251
Nativity of the Blessed Vrigin Church	id=g:6333252
New Durham Chapel	id=g:6333253
Christ Community Church	id=g:6333255
International Church of Jesus	id=g:6333256
Gospel Fellowship Outreach Church (historical)	id=g:6333257
Ocala Pentecostal Church of God in Christ	id=g:6333258
First United Methodist Church	id=g:6333259
Saint John Free Methodist Church	id=g:6333260
Tavares Church of Christ	id=g:6333261
First Baptist Church	id=g:6333262
Shiloh Missionary Baptist Church	id=g:6333263
Church of God of Prophecy	id=g:6333264
Mount Moriah Baptist Missionary Church	id=g:6333265
Holy Temple Church	id=g:6333266
United Church of Christ	id=g:6333267
Asbury Evangelical Covenant Church	id=g:6333268
New Life Church of God	id=g:6333269
Tavares Community of Christ	id=g:6333270
Church of The Nazarene	id=g:6333271
Liberty Baptist Church	id=g:6333272
Community Chapel	id=g:6333273
Saint Philip Lutheran Church	id=g:6333274
Mount Zion Primitive Baptist Church	id=g:6333276
Saint Patrick Catholic Church	id=g:6333277
Tangerine Community Church	id=g:6333278
New Hope Presbyterian Church PCA	id=g:6333279
Jehovah's Witnesses - Bay Ridge	id=g:6333280
Saint Ephrems Catholic Church	id=g:6333281
Redeemer Saint John's Lutheran Church	id=g:6333282
Saint Philips Episcopal Church	id=g:6333283
Fort Hamilton Church	id=g:6333284
Saint Patrick's Roman Catholic Church	id=g:6333285
Saint Bernadette's Church	id=g:6333286
Lefferts Park Baptist Church	id=g:6333287
Bethany Lutheran Church	id=g:6333288
Saint Roslia Roman Catholic Church	id=g:6333289
Chamiohoon Church of New York	id=g:6333290
Coptic Orthodox Church of Saint George	id=g:6333291
New York Chinese Evangelical Church	id=g:6333292
Bay Ridge Baptist Church	id=g:6333293
Fourth Avenue Presbyterian Church	id=g:6333294
Salem Lutheran Church	id=g:6333295
Saint Nektarios Greek Church	id=g:6333296
Saint Andrew the Apostle Church	id=g:6333297
New Hope Fellowship Church	id=g:6333298
Church of the Assumption	id=g:6333299
Bethel Community Church	id=g:6333300
Trinity Lutheran Church	id=g:6333301
Saint John Baptist De La Salle Roman Catholic Church	id=g:6333302
Immaculate Conception Roman Catholic Church	id=g:6333303
Stapleton Union African Methodist Episcopal Church	id=g:6333304
Our Lady of Good Counsel Roman Catholic Church	id=g:6333305
Mount Augustine Apostolic Center	id=g:6333306
Vanderbilt Avenue Moravian Church	id=g:6333307
Kingdom Hall of Jehovah's Witnesses	id=g:6333308
Unitarian Church of Staten Island	id=g:6333309
Sacred Heart Roman Catholic Church	id=g:6333310
Calvary Presbyterian Church	id=g:6333311
First Church of Christ Scientist	id=g:6333312
Olivet Presbyterian Church	id=g:6333313
Temple Israel	id=g:6333314
Our Saviors Lutheran Church	id=g:6333315
Neighborhood United Methodist Church	id=g:6333316
New Life In Christ Bible Church	id=g:6333317
Plymouth Congregational Church	id=g:6333318
Christ Church - Bay Ridge	id=g:6333319
Salem Arabic Lutheran Church	id=g:6333320
New York Namsan Korean Community Church	id=g:6333321
Bethlehem Lutheran Church	id=g:6333322
First Evangelical Free CHurch	id=g:6333323
Brooklyn Arabic Bible Church	id=g:6333324
Trinity Lutheran Church	id=g:6333325
Faith Church	id=g:6333326
Apostolic Lighthouse	id=g:6333327
Calvary Hill Baptist Church	id=g:6333328
Grace Christian Ministries	id=g:6333329
Holy Healing Temple Church	id=g:6333330
Iglesia De La Santa Cruz	id=g:6333331
Iglesia Menonita Cristiana	id=g:6333332
Lithuanian Evangelical Lutheran Church	id=g:6333333
New Hope Inspirational Baptist Church	id=g:6333334
Risen Savior Assembly Church	id=g:6333335
Second Mount Calvary Missionary Baptist Church	id=g:6333336
Temple of Faith Church	id=g:6333337
Glory Tabernacle Church	id=g:6333338
Greater Love Christian Church	id=g:6333339
Life Harvest Christian Center	id=g:6333340
Miracle Revival Center	id=g:6333341
New Alpha Missionary Baptist Church	id=g:6333342
New Hope Christian Center	id=g:6333343
Bible Church	id=g:6333344
Holy Cross Greek Orthodox Church	id=g:6333345
Black River Church	id=g:6333346
Saint Mary's Orthodox Church	id=g:6333347
Horizon Christian Fellowship Church	id=g:6333348
Union Church of Bay Ridge	id=g:6333349
Our Saviors Lutheran Church	id=g:6333350
Reformation Lutheran Church	id=g:6333351
Chinese Promise Baptist Church	id=g:6333352
Bay Ridge United Church	id=g:6333353
United Korean Church of New York	id=g:6333354
Temple of Restoration	id=g:6333355
Good Shepherd Lutheran Church	id=g:6333356
Rush Memorial African Methodist Episcopal Zion Church (historical)	id=g:6333357
Our Saviour Lutheran Church (historical)	id=g:6333358
Broadway Temple-Washington Heights United Methodist Church	id=g:6333359
Church of the Good Shepherd	id=g:6333360
Convent of the Church of the Incarnation	id=g:6333361
Evangelical Lutheran Church of Our Saviours Atonement	id=g:6333362
First Spanish Presbyterian Church	id=g:6333363
Fort George Presbyterian Church	id=g:6333364
Fort Tryon Jewish Center	id=g:6333365
Fort Washington Synagogue	id=g:6333366
Fourth Church of Christ Scientist (historical)	id=g:6333367
Holy Cross Armenian Apostolic Church	id=g:6333368
Holy Rood Episcopal Church	id=g:6333369
Holy Trinity Church Chapel of the Redeemer	id=g:6333370
Inwood Jewish Center	id=g:6333371
Kingdom Hall of Jehovah's Witnesses	id=g:6333372
Mount Sinai Synagogue	id=g:6333373
Mount Washington Presbyterian Church	id=g:6333374
Our Lady Queen of Martyrs Roman Catholic Church	id=g:6333375
Rehillath Yaakov Synagogue	id=g:6333376
Roman Catholic Church of Saint Elizabeth	id=g:6333377
Roman Catholic Church of the Incarnation	id=g:6333378
Saint Matthew's Evangelical Lutheran Church	id=g:6333379
Saint Spyidon Hellenic Orthodox Greek Church	id=g:6333380
Temple Beth Sholom	id=g:6333381
Temple of the Covenant	id=g:6333382
Wadsworth Avenue Baptist Church	id=g:6333383
Holy Cross Church	id=g:6333384
Gethsemane Church	id=g:6333385
Holy Family Church	id=g:6333386
Saint Felicia Church (historical)	id=g:6333387
Christian Unity Baptist Church	id=g:6333388
Saint Gregorios Malandra Orthodox Church	id=g:6333389
True Vine Church of God in Christ	id=g:6333390
Faith Community Church	id=g:6333391
Lamb of God Revival Church	id=g:6333392
Christ Way Ministries	id=g:6333393
Saint Anselm Roman Catholic Church	id=g:6333394
Saint Nicholas Cathedral	id=g:6333395
Brainard Avenue Baptist Church	id=g:6333396
Hope Lutheran Church	id=g:6333397
Burr Ridge United Church of Christ	id=g:6333398
Christian Church of Clarendon Hills	id=g:6333399
Christ Lutheran Church	id=g:6333400
Oak Brook Community Church	id=g:6333401
Unitarian Universalist Church	id=g:6333402
The Church of Jesus Christ of Latter Day Saints	id=g:6333403
Grace Pointe Church	id=g:6333404
Islamic Center of Naperville	id=g:6333405
Naperville Evangelical Covenant Church	id=g:6333406
Evangelical Free Church	id=g:6333407
Church In Naperville	id=g:6333408
The Church of Jesus Christ of Latter Day Saints	id=g:6333409
Ave Maria Shrine	id=g:6333410
Faith Pentecostal Church	id=g:6333411
Lee City Holiness House of Prayer	id=g:6333412
Index Community Church	id=g:6333413
Abundant Life Full Gospel Church	id=g:6333414
Assembly of Faith Church	id=g:6333415
Charity Freewill Baptist Church	id=g:6333416
Benham United Methodist Church	id=g:6333417
Cumberland Christian Center	id=g:6333418
Temple Beth-El (historical)	id=g:6333419
South Reformed Church	id=g:6333420
Presbyterian Church of the Redeemer (historical)	id=g:6333421
Knox Presbyterian Church (historical)	id=g:6333422
Mount Neboh Temple (historical)	id=g:6333423
Washington Heights Methodist Episcopal Church (historical)	id=g:6333424
Northminister Presbyterian Church (historical)	id=g:6333425
Congregation Shaari Zadek of Harlem (historical)	id=g:6333426
Temple Israel (historical)	id=g:6333427
Lenox Avenue Unitarian Church (historical)	id=g:6333428
Second Collegiate Church (historical)	id=g:6333429
Reformed Law Dutch Church of Harlem (historical)	id=g:6333430
Church of the Puritans (historical)	id=g:6333431
Methodist Third Church of Christ (historical)	id=g:6333432
New York Presbyterian Church (historical)	id=g:6333433
Congregation of Ohel of Shalom	id=g:6333434
Congregation L'maan Achai	id=g:6333435
Congregation Havas Tzdokah	id=g:6333436
Congregation Ohr Chaim	id=g:6333437
First Congregation Anshe Sfard	id=g:6333438
Mikyah Israel of Boro Park	id=g:6333439
Congregation Vyoel Moshe	id=g:6333440
Congregation Kehilath Yakov	id=g:6333441
Congregation Be' Er Avraham	id=g:6333442
Congregation Kehilas Belz	id=g:6333443
Congregation Chaside Belz	id=g:6333444
Nachlas Yakov Synagogue	id=g:6333445
Congregation Kav Chaim	id=g:6333446
Congregation Beer Moshe	id=g:6333447
Congregation Shaarei Zion	id=g:6333448
Congregation Khal Chasidim	id=g:6333449
Congregation Krasna Ohel Brch	id=g:6333450
Holy Ghost Catholic Church	id=g:6333451
Congregation Bnai Abraham	id=g:6333452
Congregation Meohr of Yisroel	id=g:6333453
Congregation Beth El of Boro Park	id=g:6333454
Boro Park Synagogue	id=g:6333455
Bnos Zion of Bobov Synagogue	id=g:6333456
Congregation Sons of Judah	id=g:6333457
The Church of Jesus Christ of Latter Day Saints	id=g:6333458
Calvary Chapel Ministries	id=g:6333459
Jesurun Presbyterian Church	id=g:6333460
Arlington Heights Evangelical Church	id=g:6333461
Vineyard Congregation	id=g:6333462
First Baptist Church	id=g:6333463
Abundant Life Worship Center	id=g:6333464
Lutheran Church of the Cross	id=g:6333465
Emmaus Covenant Church	id=g:6333466
Saint Cecilia's Church	id=g:6333467
Des Plaines Fire Station 1	id=g:6333468
King James Bible Baptist Church	id=g:6333469
Christian Reformed Church	id=g:6333470
Saint James Lutheran Church	id=g:6333471
Lagrange Christian Assembly Church	id=g:6333472
Advent Christian Church	id=g:6333473
Highlands Presbyterian Church	id=g:6333474
Cristo En La Ciudad	id=g:6333475
Rogers Park Baptist Church	id=g:6333476
Deeper Life Bible Church	id=g:6333477
Cherabim And Seraphim Church	id=g:6333478
Temple of Apostolic Faith	id=g:6333479
Apostolic Catholic Assyrian Church	id=g:6333480
Power and Authority Ministries Center	id=g:6333481
Brotherhood of the Cross and Star	id=g:6333482
Abundant Life Mission Church	id=g:6333483
Evanston Mennonite Church	id=g:6333484
Mountain of Fire Miracles	id=g:6333485
New Bibleway Church	id=g:6333486
Udumbara Zen Center	id=g:6333487
Berhane Wongel Church	id=g:6333488
Fresh Anointing Worship Center	id=g:6333489
Grace Lutheran Church	id=g:6333490
Holy Bethel Fire Baptized Holiness Church	id=g:6333491
Evanston Friends Meeting	id=g:6333492
Mount Zion Tabernacle Church	id=g:6333493
Prayer Garden Ministries	id=g:6333494
Evanston Church of Christ	id=g:6333495
Williams Memorial Temple Church	id=g:6333496
Gospel Chapel Church of Evanston	id=g:6333497
Mount Pisgah Pentecostal Faith Church	id=g:6333498
Bethel African Methodist Episcopal Church	id=g:6333499
Tabernacle Missionary Baptist Church	id=g:6333500
Mount Carmel Baptist Church	id=g:6333501
Christ Temple Missionary Baptist Church	id=g:6333502
Saint Joan of Arc Catholic Church	id=g:6333503
Bethesda Presbyterian Church	id=g:6333504
Evangelical Taiwan Church	id=g:6333505
Saint Matthew's Episcopal Church	id=g:6333506
Saint Athanasius Roman Catholic Church	id=g:6333507
Schekina Christian Center	id=g:6333508
Saint Catherine of Alexandria Church	id=g:6333509
Congregation Heichal Hakodesh	id=g:6333510
Anche Lubawitz Congregation	id=g:6333511
Congregation Chernobil	id=g:6333512
Linath Hazedek of Boro Park	id=g:6333513
Congregation Rachmistrivka	id=g:6333514
The Church of Jesus Christ of Latter Day Saints	id=g:6333515
The Church of Jesus Christ of Latter Day Saints	id=g:6333516
151st Street Church of Christ of Olathe	id=g:6333517
Ascension Catholic Church	id=g:6333518
Abundant Life Assembly of God	id=g:6333519
Abundant Life Church	id=g:6333520
Advent Lutheran Church	id=g:6333521
Adat Yeshua-Messianic	id=g:6333522
Aldersgate United Methodist Church	id=g:6333523
All Nations International Church	id=g:6333524
Alpha North American	id=g:6333525
Amanuel Ethiopian Church	id=g:6333526
Antioch Church of the Nazarene	id=g:6333527
Antioch Church	id=g:6333528
Asbury United Methodist Church	id=g:6333529
Atonement Lutheran Church of Overland Park	id=g:6333530
Augsburg Lutheran Church	id=g:6333531
Assumption Catholic Church	id=g:6333532
Baptist Church Elm Spring	id=g:6333533
Beautiful Savior Lutheran	id=g:6333534
Bethany Lutheran Church of Stilwell	id=g:6333535
Bethany Lutheran Church of Overland Park	id=g:6333536
Berean Bible Church	id=g:6333537
Blue Valley Baptist Church	id=g:6333538
Blue Valley Church of The Nazarene	id=g:6333539
Breakpoint Community Church	id=g:6333540
Blue Valley Baptist Church	id=g:6333541
Congregation Beth Itzchok	id=g:6333542
Congregation Ezras Israel	id=g:6333543
Young Israel of West Rogers Park Synagogue	id=g:6333544
Congregation Shaarei Tzedek	id=g:6333545
Truc Lam Temple	id=g:6333546
Almadinah Islamic Center	id=g:6333547
Living Water Community Church	id=g:6333548
International Krishna Consciousness	id=g:6333549
Sixteenth Church of Christ Scientist	id=g:6333550
Metro Community Church	id=g:6333551
Light of Christ Lutheran Church	id=g:6333552
Matthew 25:40 Church of God	id=g:6333553
Church of the Harvest	id=g:6333554
Church of the Nativity	id=g:6333555
Church of the King Cathedral	id=g:6333556
Shawnee Church of the Nazarene	id=g:6333557
Church of the Nazarene	id=g:6333558
College Church of The Nazarene	id=g:6333559
Church of The Pilgrimage	id=g:6333560
Broadway Baptist Church - Shawnee Mission Kansas	id=g:6333561
Calvary Baptist Church	id=g:6333562
Calvary Baptist Church	id=g:6333563
Calvary Chapel Of Kansas City	id=g:6333564
Calvary Chapel Of Johnson County	id=g:6333565
Canaan Christian Fellowship	id=g:6333566
Cambridge Church	id=g:6333567
Cedar Ridge Christian Church	id=g:6333568
Celebration Community Church	id=g:6333569
Center of Grace	id=g:6333570
Central Church of Nazarene	id=g:6333571
Central Korean United Methodist Church	id=g:6333572
Chapel Oaks Seventh Day Adventist Church	id=g:6333573
Cherokee Christian Church	id=g:6333574
Christ Community Church of the Nazarene	id=g:6333575
Christ Community Evangelical Free Church	id=g:6333576
Christ Episcopal Church	id=g:6333577
Christ Lutheran Church	id=g:6333578
Christian Assembly Fellowship	id=g:6333579
Christian Church of Greater Kansas City	id=g:6333580
Church of Ascension	id=g:6333581
Church of Christ Lenexa Kansas - Shawnee Mission Kansas	id=g:6333582
Church of Christ	id=g:6333583
Church of Christ-Overland Park	id=g:6333584
Church of God of The Apostolic Faith Emanuel Farm	id=g:6333585
Church of God Holiness	id=g:6333586
Church of God Holiness	id=g:6333587
Church of God Holiness	id=g:6333588
Church of God Holiness	id=g:6333589
The Church of Jesus Christ of Latter Day Saints	id=g:6333590
The Church of Jesus Christ of Latter Day Saints	id=g:6333591
First Love Ministries Church	id=g:6333592
First Presbyterian Church	id=g:6333593
First Southern Baptist Church	id=g:6333594
First Southern Baptist Church	id=g:6333595
Desoto Baptist Church	id=g:6333596
Free Church of God In Christ	id=g:6333597
Gardner Church of the Nazarene	id=g:6333599
Gardner Friends Church	id=g:6333600
Gardner Church of Christ	id=g:6333601
Gathering Place Pentecostal Holiness Church	id=g:6333602
Church of the Resurrection United Methodist	id=g:6333603
Church of the Harvest	id=g:6333604
Colonial Church in Prairie Village	id=g:6333605
Colonial Presbyterian Church	id=g:6333606
Community Covenant Church	id=g:6333607
