Victory Primitive Methodist Church	id=g:7184261
S S Mobile Park	id=g:7189882
Snowbird Haven Mobile Home Park	id=g:7189883
Tower Mobile Home Park	id=g:7189884
Harbor Oaks Trailer Park	id=g:7189885
Saint Johns County Public Library System Hastings Branch Library	id=g:7189886
Hastings Post Office	id=g:7189887
Whispering Pines Commmunity Mobile Home Park	id=g:7189888
Kingdom Hall of Jehovahs Witnesses	id=g:7189889
Saint Peters Baptist Church	id=g:7189890
Zion Hill Seventh Day Adventist Church	id=g:7189891
Hialeah Hospital George H Wessel Memorial Library	id=g:7189892
Bright Post Office	id=g:7189893
Cypress Village Post Office	id=g:7189894
Hialeah Post Office	id=g:7189895
Miami Gardens Post Office	id=g:7189896
Palmetto Lakes Post Office	id=g:7189897
Holiday Acres Mobile Home Park	id=g:7189898
Hibiscus Trailer Park	id=g:7189899
WACC - AM (Hialeah)	id=g:7189900
El Mercado Shopping Center	id=g:7189901
Gerardos Marketplace Shopping Center	id=g:7189902
Hialeah Gardens Branch Library	id=g:7189903
Courtly Manor Mobile Home Park	id=g:7189904
Johnnys Mobile Home Park	id=g:7189905
Anderson Memorial Church of God in Christ	id=g:7189906
Christian Family Worship Center	id=g:7189907
First Church of the Nazarene	id=g:7189908
Nazarene First Church	id=g:7189909
B and W Mobile Home Park	id=g:7189910
Highland Pines Mobile Home Park	id=g:7189911
Martin County Public Library System Hobe Sound Branch Library	id=g:7189912
Seabreeze Mobile Manor	id=g:7189913
Hobe Sound Mobile Home Park	id=g:7189914
Hobe Village Mobile Home Park	id=g:7189915
Twin Rivers Mobile Home Park	id=g:7189916
Faith Covenant Church	id=g:7189917
First United Methodist Church of Hobe Sound	id=g:7189918
Hobe Sound Community Presbyterian Church	id=g:7189919
Mount Olive Missionary Baptist Church	id=g:7189920
New Allen Temple Church	id=g:7189921
Saint Christophers Catholic Church	id=g:7189922
Saint Matthew Primitive Baptist Church	id=g:7189923
City of Holly Hill Wastewater Treatment Facility	id=g:7189924
Volusia County Public Library System Holly Hill Public Library	id=g:7189925
Hillside Trailer Park	id=g:7189926
Holly Forest Estates Mobile Home Park	id=g:7189927
Iowa Trailer Park	id=g:7189928
Ashland Mobile Home Park	id=g:7189929
Royal Oak Trailer Park	id=g:7189930
Hollywood Amtrak Station	id=g:7189931
Pines Youth Center	id=g:7189932
Whispering Pines Trailer Park	id=g:7189933
Yukon Station Mobile Home Park	id=g:7189934
Admiral's Walk Mobile Home Estates	id=g:7189935
Americana Mobile Home Park	id=g:7189936
Brookview Trailer Park	id=g:7189937
Circle Eleven Mobile Home Park	id=g:7189938
Clayton Estates Mobile Home Park	id=g:7189939
Continental Village Mobile Home Park	id=g:7189940
Crystal Springs Estates Mobile Home Community	id=g:7189941
Deerpointe Mobile Home Community	id=g:7189942
Fleetwood Mobile Home Park	id=g:7189943
Four Seasons Mobile Home Park	id=g:7189944
Gateway Trailer Park	id=g:7189945
Grazing Meadows Mobile Home Village	id=g:7189946
Hewitt Street Mobile Home Park	id=g:7189947
Jamestown Estates Mobile Home Park	id=g:7189948
Longbranch Trailer Park	id=g:7189949
Magnolia Circle Manufactured Home Community	id=g:7189950
Mayport Mobile Home Park	id=g:7189951
Normandy Estates Mobile Home Community	id=g:7189952
Oaks Mobile Home Court	id=g:7189953
Oceanway Village Mobile Home Park	id=g:7189954
Orange Park North Mobile Home Community	id=g:7189955
Ortega Village Manufactured Home Community	id=g:7189956
Paradise Village Mobile Home Park	id=g:7189957
Park Ridge Mobile Home Park	id=g:7189958
Pine Oaks Mobile Home Park	id=g:7189959
Pine Villa Mobile Home Park	id=g:7189960
Ponce De Leon Mobile Home Park	id=g:7189961
Portside Mobile Home Park	id=g:7189962
Senior Citizens Mobile Home Terrace	id=g:7189963
Shawn Lane Mobile Home Park	id=g:7189964
Study Estates Mobile Home Park	id=g:7189965
Sundown Estates Mobile Home Park	id=g:7189966
Taylor Mobile Home Park	id=g:7189967
Three Seasons Mobile Home Village	id=g:7189968
Trailer Terrace Mobile Home Park	id=g:7189969
Trout River Mobile Home Park	id=g:7189970
Westport Mobile Home Park	id=g:7189971
Woodland Estates Mobile Home Park	id=g:7189972
Saint Johns River Power Plant	id=g:7189973
J D Kennedy Power Plant	id=g:7189974
Northside Generating Power Plant	id=g:7189975
WBWL - AM (Jacksonville)	id=g:7189976
WJGR - AM (Jacksonville)	id=g:7189977
Emmanuel Apostolic Overcoming Holiness Church of God	id=g:7189978
Town and Country Baptist Church	id=g:7189979
Homestead Correctional Institution	id=g:7189980
Cooper Memorial Library	id=g:7189981
Lake County Library System Citrus Ridge Branch Library	id=g:7189982
Clermont Post Office	id=g:7189983
Highlands Mobile Home Park	id=g:7189984
Jones Cypress Cove Resort Mobile Home Park	id=g:7189985
Minneola Court Mobile Home Park	id=g:7189986
Oak Lane Mobile Home Park	id=g:7189987
Emerald Lakes Mobile Village	id=g:7189988
Minnehaha Trailer Park	id=g:7189989
Lake Correctional Institution	id=g:7189990
Blessed Sacrament Catholic Church of Clermont	id=g:7189991
Chapel Baptist Church	id=g:7189992
Church of Christ	id=g:7189993
Church of God by Faith	id=g:7189994
Citrus Heights Church of the Nazarene	id=g:7189995
Clermont Seventh Day Adventist Church	id=g:7189996
Faith Fellowship Church	id=g:7189997
Family Christian Center	id=g:7189998
First Baptist Church of Clermont	id=g:7189999
First Baptist Church of Wauchula	id=g:7190000
Heart House Community Church	id=g:7190001
Kingdom Hall of Jehovahs Witnesses	id=g:7190002
New Jacobs Chapel Missionary Baptist Church	id=g:7190003
Open Door Baptist Church	id=g:7190004
Saint Matthias Episcopal Church	id=g:7190005
South Lake Presbyterian Church	id=g:7190006
Triumphant Gospel Church	id=g:7190007
True Life Church	id=g:7190008
Wootson Temple Church of God In Christ	id=g:7190009
Clermont Regal Shopping Center	id=g:7190010
City of Clewiston Wastewater Treatment Facility	id=g:7190011
Clewiston Public Library	id=g:7190012
Harlem Community Library	id=g:7190013
Clewiston Museum	id=g:7190014
Clewiston Post Office	id=g:7190015
Everglades Mobile Home Park	id=g:7190016
Fairgrounds Mobile Home Park	id=g:7190017
Foxbriar Mobile Home Park	id=g:7190018
Oaklane Mobile Home Park	id=g:7190019
Royal Palm Trailer Park	id=g:7190020
Sugarland Mobile Home Park	id=g:7190021
Twin Lakes Mobile Home Estates	id=g:7190022
Ventura Mobile Home Park	id=g:7190023
Belchers Mobile Home Park	id=g:7190024
Clewiston Trailer Park	id=g:7190025
Kites Nest Mobile Home Park	id=g:7190026
Tropical Mobile Home Village	id=g:7190027
Community Presbyterian Church	id=g:7190028
Faith Lutheran Church	id=g:7190029
First Apostolic Church of Clewiston	id=g:7190030
Mount Calvary Missionary Church	id=g:7190031
New Life Bible Learning Center	id=g:7190032
Pioneer First Baptist Church	id=g:7190033
Saint Margarets Catholic Church	id=g:7190034
Saint Martins Episcopal Church	id=g:7190035
Truevine Church	id=g:7190036
Turning Point Church of God	id=g:7190037
Cocoa Water Reclamation Facility	id=g:7190038
Brevard Community College Cocoa Campus Bernard Simpkins Fine Arts Center	id=g:7190039
Brevard Community College Cocoa Campus Clark Maxwell Jr Lifelong Learning Center	id=g:7190040
Brevard Community College Cocoa Campus Dr Mary Cathryne Park Classroom Building	id=g:7190041
Brevard Community College Cocoa Campus Foundation House	id=g:7190042
Brevard Community College Cocoa Campus General George F Schlatter Veterans Memorial Amphitheater	id=g:7190043
Brevard Community College Cocoa Campus George Washington Carver Administration Building	id=g:7190044
Brevard Community College Cocoa Campus HCVAS Health Sciences Campus	id=g:7190045
Brevard Community College Cocoa Campus Industrial Building	id=g:7190046
Brevard Community College Cocoa Campus Irene H Burnett Science Building	id=g:7190047
Brevard Community College Cocoa Campus J Bruce Gymnasium	id=g:7190048
Brevard Community College Cocoa Campus Ralph M Williams Student Center	id=g:7190049
Brevard Community College Cocoa Campus Rodney S Ketcham Business Center	id=g:7190050
Brevard Community College Cocoa Campus Roger W Dobson Building	id=g:7190051
Brevard Community College Cocoa Campus Technical Building	id=g:7190052
Brevard Community College Cocoa Campus Veterinary Technology	id=g:7190053
Brevard Community College Cocoa Campus Vocational Building	id=g:7190054
Brevard Community College Cocoa Campus YMCA	id=g:7190055
Brevard Community College Cocoa Campus Astronaut Memorial Planetarium Observatory	id=g:7190056
Brevard Community College - University of Central Florida Joint Use Library Resource Center	id=g:7190057
Brevard Correctional Institution Library	id=g:7190058
Brevard County Library System Headquarters Central Brevard Library	id=g:7190059
Brevard County Public Library System Port Saint John Public Library	id=g:7190060
Florida Historical Society Alma Clyde Field Library of Florida	id=g:7190061
Florida Solar Energy Center Library	id=g:7190062
Five Points Post Office	id=g:7190063
Cocoa Point Park Mobile Home Park	id=g:7190064
Eagle One Mobile Home Park	id=g:7190065
Florida Mobile Home Park	id=g:7190066
Harbour Mobile Home Park	id=g:7190067
King Street Mobile Home Community	id=g:7190068
Tropical Court Mobile Home Park	id=g:7190069
Twin Oaks Park Mobile Home Park	id=g:7190070
Byrd Plaza Mobile Home Park	id=g:7190071
Cedar Lakes Mobile Home Park	id=g:7190072
Central Mobile Home Park	id=g:7190073
Cypress Strand Mobile Home Park	id=g:7190074
Fontana Cove Mobile Home Park	id=g:7190075
Forest Village Mobile Park	id=g:7190076
Maplewood Village Mobile Home Park	id=g:7190077
Oak Mobile Home Park	id=g:7190078
Poinsett Mobile Home Park	id=g:7190079
Sunlake Estates Mobile Home Park	id=g:7190080
Tradewind Estates Mobile Home Park	id=g:7190081
West Gate Mobile Home Park	id=g:7190082
Brevard Correctional Institution	id=g:7190084
WMMV - AM (Cocoa)	id=g:7190085
All Saints Church	id=g:7190086
Bethel Bible Baptist Church	id=g:7190087
Bethel Korean Community Church	id=g:7190088
Bethel Seventh Day Adventist Church	id=g:7190089
Calvary Baptist Church	id=g:7190090
Central Church of Christ	id=g:7190091
Central Community Church	id=g:7190092
Christian Church at Port Saint John	id=g:7190093
Church of God of College Park	id=g:7190094
Church of God of Prophecy	id=g:7190095
Clearlake First Baptist Church	id=g:7190096
Cocoa Presbyterian Church	id=g:7190097
Community Alliance Church	id=g:7190098
Community Fellowship Church	id=g:7190099
Discovery Christian Church	id=g:7190100
Emmons Church of God by Faith	id=g:7190101
First Assembly of God Church	id=g:7190102
First Baptist Church of Cocoa	id=g:7190103
First Baptist Church of Port Saint John	id=g:7190104
King Street Baptist Church	id=g:7190105
Mount Carmel Missionary Baptist Church	id=g:7190106
Mount Zion Missionary Baptist Church	id=g:7190107
New Hope Deliverance Temple	id=g:7190108
Parker Memorial Baptist Church	id=g:7190109
Seventh Day Adventist Church of Cocoa	id=g:7190110
Sharpes Church of God	id=g:7190111
The Church of Jesus Christ of Latter Day Saints	id=g:7190112
Victory Baptist Church	id=g:7190113
Whole Loaf Christian Center	id=g:7190114
Zion Orthodox Primitive Baptist Church	id=g:7190115
Cocoa Beach Water Reclamation Facility	id=g:7190116
Cocoa Beach Trailer Park	id=g:7190117
Crescent Beach Trailer Court	id=g:7190118
Margate Post Office	id=g:7190119
Hometown Country Lakes Mobile Home Park	id=g:7190120
Coral Lake Mobile Home Park	id=g:7190121
Country Lakes Community Mobile Home Park	id=g:7190122
Deerfield Lake Mobile Home Park	id=g:7190123
Hillsboro Mobile Home Park	id=g:7190124
Tallowwood Isle Mobile Home Park	id=g:7190125
Coral Gables Public Library	id=g:7190126
Fairchild Tropical Gardens Montgomery Library	id=g:7190127
University of Miami School of Law Library	id=g:7190128
Centro Cultural Espanol De Cooperacion Ibero Americana	id=g:7190129
Coral Gables International Art Center	id=g:7190130
Lowe Art Museum	id=g:7190131
Museo Historico Cubano	id=g:7190132
Coral Gables Post Office	id=g:7190133
Jewish Community Center Alvin S Gross Branch	id=g:7190134
Ismaili Cultural Center	id=g:7190135
Broward County Library System Northwest Regional Library	id=g:7190136
Atlantic Post Office	id=g:7190137
Coral Square Mall Shopping Center	id=g:7190138
Crescent City Library	id=g:7190139
Crescent City Post Office	id=g:7190140
Hide - a - Way Cove Mobile Home Park	id=g:7190141
Lake Crescent Mobile Home Park	id=g:7190142
First Baptist Church	id=g:7190143
First Presbyterian Church	id=g:7190144
Friendship Baptist Church	id=g:7190145
Howe Memorial United Methodist Church	id=g:7190146
Jethro First Baptist Church	id=g:7190147
Graves Museum of Archaeology and Natural History	id=g:7190148
Ocean Waterway Mobile Home Park	id=g:7190149
Adirondack Trailer Park	id=g:7190150
Weiners Mobile Home Park	id=g:7190151
Hitching Post Mobile Home Park	id=g:7190152
Heart of Florida Medical Center Heliport	id=g:7190153
Belyew Trailer Park	id=g:7190154
Diamond Acres Mobile Park	id=g:7190155
Mouse Mountain Mobile Home Resort	id=g:7190156
Oak Haven Mobile Home Park	id=g:7190157
Spring Lake Mobile Home Park	id=g:7190158
Village of la Casa del Sol Mobile Home Park	id=g:7190159
Windmill Village Mobile Home Park	id=g:7190160
Clair Mar Mobile Home Park	id=g:7190161
Emerald Lake Mobile Home Park	id=g:7190162
Sunlake Terrace Estates Mobile Home Park	id=g:7190163
Three Worlds Mobile Home Resort	id=g:7190164
Oak Hill Baptist Church	id=g:7190165
Florida Atlantic University Davie Campus Davie Education and Science Building	id=g:7190166
Florida Atlantic University Davie Campus Davie Liberal Arts	id=g:7190167
Palma Nova Community Center	id=g:7190168
Anhinga Indian Museum	id=g:7190169
Orange Blossom Mobile Home Park	id=g:7190170
Faith Temple Church of God in Christ	id=g:7190171
First Christian Church of Daytona Beach	id=g:7190172
First United Pentecostal Church	id=g:7190173
Flomich Avenue Baptist Church	id=g:7190174
Free Will Holiness Church	id=g:7190175
Gray Temple Church of God in Christ	id=g:7190176
His Church of Daytona Beach	id=g:7190177
Hope Fellowship Church	id=g:7190178
House of God Church of the Living God	id=g:7190179
House of Prayer for Everyone Christian Church	id=g:7190180
Islamic Center of Daytona Beach	id=g:7190181
Kingdom Hall of Jehovahs Witnesses West Central Congregation	id=g:7190182
Living Waters Church of Daytona	id=g:7190183
Madison Heights Church of God in Christ	id=g:7190184
Morning Star Baptist Church	id=g:7190185
Mount Moriah Missionary Baptist Church	id=g:7190186
New Life Church Ministries	id=g:7190187
New Mount Zion Baptist Church	id=g:7190188
Pentecost Church of God	id=g:7190189
Rise Above It Family Church	id=g:7190190
River Crest Church	id=g:7190191
Saint John Christian Methodist Episcopal Church	id=g:7190192
Saint Luke Missionary Baptist Church	id=g:7190193
Saint Mark Missionary Baptist Church	id=g:7190194
Saint Paul Baptist Church	id=g:7190195
Saint Timothy's Anglican Episcopal Church	id=g:7190196
Basilica of Saint Paul Roman Catholic Church	id=g:7190197
School Street Church of God in Christ	id=g:7190198
Shiloh Missionary Baptist Church	id=g:7190199
Soul Refreshing Church of God in Christ	id=g:7190200
Sovereign Grace Church	id=g:7190201
Stewart Memorial United Methodist Church	id=g:7190202
The Church of Jesus Christ of Latter Day Saints	id=g:7190203
The Reviving Word Christian Center	id=g:7190204
The River Church International	id=g:7190205
Truevine Temple Ministries	id=g:7190206
Union Congregational United Church of Christ	id=g:7190207
United Brethern Church	id=g:7190208
Westside Baptist Church	id=g:7190209
Word of Faith Family Church	id=g:7190210
West Volusia Memorial Hospital Heliport	id=g:7190211
De Leon Springs Post Office	id=g:7190212
Spring Garden Ranch Mobile Home Park	id=g:7190213
Bethlehem Baptist Church	id=g:7190214
Church of God of Prophecy	id=g:7190215
First Church of God	id=g:7190216
Mount Zion African Methodist Episcopal Church	id=g:7190217
Debary Public Library	id=g:7190218
Debary Post Office	id=g:7190219
Kings Lake Mobile Home Community	id=g:7190220
Lake Villa Estates Mobile Home Park	id=g:7190221
Community United Methodist Church	id=g:7190222
First Baptist Church of Debary	id=g:7190223
Kingdom Hall of Jehovahs Witnesses	id=g:7190224
Rivercity Christian Church	id=g:7190225
Deerfield Beach Amtrak Station	id=g:7190226
Deerfield Beach Historical Society Butler House	id=g:7190227
South Florida Railway Museum	id=g:7190228
Deerfield Beach Post Office	id=g:7190229
Village Post Office	id=g:7190230
Pine Tree Mobile Home Park	id=g:7190231
Deerfield Trailer Park	id=g:7190232
Tidewater Estates Mobile Home Park	id=g:7190233
Dollar Mall Shopping Center	id=g:7190234
Deland Water Reclamation Facility	id=g:7190235
Deland Amtrak Station	id=g:7190236
Robert M Conrad Research and Education Center	id=g:7190237
Volusia County Public Library Deland Area Branch Library	id=g:7190238
African American Museum of the Arts	id=g:7190239
Deland House Museum	id=g:7190240
Deland Museum of Art	id=g:7190241
Deland Naval Air Station Museum	id=g:7190242
DeLand Post Office	id=g:7190243
A Better Place Mobile Home Park	id=g:7190244
Applegate Estates Mobile Home Park	id=g:7190245
Brookwood Mobile Home Park	id=g:7190246
Lakeside Village Mobile Home Park	id=g:7190247
Palm Mobile Home Park	id=g:7190248
Phoenix Estates Mobile Home Park	id=g:7190249
Riviera Mobile Home Park	id=g:7190250
Sago Palm Mobile Home Park	id=g:7190251
Sha De Land Mobile Home Park	id=g:7190252
Town and Country Mobile Home Park	id=g:7190253
A Better Place Phase III Mobile Home Park	id=g:7190254
Deland Municipal Trailer Park	id=g:7190255
Fernwood Mobile Home Park	id=g:7190256
Hawthorne Hills of Deland Mobile Home Park	id=g:7190257
Hidden Hills Mobile Home Park	id=g:7190258
Lakeside Mobile Home Park	id=g:7190259
Lakeview Terrace Mobile Home Park	id=g:7190260
Lingering Lane Mobile Home Park	id=g:7190261
Meadowlea Estates Mobile Home Park	id=g:7190262
Orangewood Mobile Home Park	id=g:7190263
Raintree Village Mobile Home Park	id=g:7190264
The Oaks Mobile Home Park	id=g:7190265
Whisperwood Manufactured Home Park	id=g:7190266
Bethel African Methodist Episcopal Church	id=g:7190267
Christian Church at De Leon Springs	id=g:7190268
Christian Missionary Alliance Church	id=g:7190269
Church of Christ at DeLand	id=g:7190270
Church of God of Prophecy	id=g:7190271
Church of the Holy Presence	id=g:7190272
Covenant Community Church	id=g:7190273
Day Spring Community Church	id=g:7190274
DeLand Church of the Nazarene	id=g:7190275
DeLand Primitive Baptist Church	id=g:7190276
Eastside Baptist Church	id=g:7190277
Faith Evangelical Lutheran Church	id=g:7190278
First Church of Christ Scientist	id=g:7190279
First Temple Assembly of God Church	id=g:7190280
First United Methodist Church of Deland	id=g:7190281
Friendship Missionary Baptist Church	id=g:7190282
Glenwood Presbyterian Church	id=g:7190283
Gods Covenant Mission Center	id=g:7190284
Greater Refuge Church of Our Lord	id=g:7190285
Harts Temple Church of God in Christ	id=g:7190286
Immanuel Presbyterian Church	id=g:7190287
Kepler Road Baptist Church	id=g:7190288
Kingdom Hall of Jehovahs Witnesses	id=g:7190289
Kingdom Hall of Jehovahs Witnesses	id=g:7190290
Morning Star Chapel of Deland	id=g:7190291
Mount Calvary Free Will Baptist Church	id=g:7190292
New Saint John Missionary Baptist Church	id=g:7190293
Open Air Christian Church	id=g:7190294
Plymouth Avenue Christian Church	id=g:7190295
Praise Chapel	id=g:7190296
Royal Temple Free Methodist Church	id=g:7190297
Saint Paul Community Baptist Church	id=g:7190298
Saint Peters Catholic Church	id=g:7190299
Seventh Day Adventist Church of Deland	id=g:7190300
Temple Israel of DeLand	id=g:7190301
West Volusia Regal Shopping Center	id=g:7190302
Hidden Valley Park Mobile Home Park	id=g:7190303
Delray Beach Amtrak Station	id=g:7190304
Duncan Conference Center	id=g:7190305
South County Civic Center	id=g:7190306
Jewish Community Center of the Greater Palm Beaches	id=g:7190307
Donald B Gordon Memorial Library	id=g:7190308
Morikami Gardens	id=g:7190309
Delray Post Office	id=g:7190310
West Delray Beach Post Office	id=g:7190311
Deltona Arts and Historical Society	id=g:7190312
Deltona Regional Library	id=g:7190313
Deltona Boulevard Post Office	id=g:7190314
Deltona Post Office	id=g:7190315
Enterprise Post Office	id=g:7190316
Paradise Lakes Travel Trailer Park	id=g:7190317
All Saints Episcopal Church	id=g:7190318
Barnett Memorial United Methodist Church	id=g:7190319
Christ Wesleyan Church	id=g:7190320
Church of Christ of Deltona	id=g:7190321
Cornerstone Christian Church	id=g:7190322
Deltona Church of the Nazarene	id=g:7190323
Deltona Lakes Baptist Church	id=g:7190324
Deltona Presbyterian Church	id=g:7190325
Deltona Seventh Day Adventist Church	id=g:7190326
Deltona United Church of Christ	id=g:7190327
Evangelistic Temple	id=g:7190328
Fellowship Baptist Church	id=g:7190329
First Church of Christ Scientist	id=g:7190330
First Spanish Baptist Church of Deltona	id=g:7190331
Fort Smith Boulevard Baptist Church	id=g:7190332
Fourtowns Community Church	id=g:7190333
Free Pentecost Church of Jesus	id=g:7190334
Good Shepherd Evangelical Lutheran Church of Deltona	id=g:7190335
Grace Baptist Church of Orange City	id=g:7190336
Kingdom Hall of Jehovahs Witnesses	id=g:7190337
Kingdom Hall of Jehovahs Witnesses East Congregation	id=g:7190338
Lord of Life Lutheran Church	id=g:7190339
New Hope Baptist Church	id=g:7190340
Temple Baptist Church	id=g:7190341
Temple Shalom of Deltona	id=g:7190342
DuPont Lakes Shopping Center	id=g:7190343
South Florida State Prison Reception Center Main Branch	id=g:7190344
South Florida State Prison Reception Center South Branch	id=g:7190345
Church of the Living God	id=g:7190346
Dundee Public Library	id=g:7190347
Dundee Post Office	id=g:7190348
Royal Oaks Mobile Home Resort	id=g:7190349
Marion County Public Library System Herman B Oberman Public Library	id=g:7190350
Dunnellon Square Mobile Home Village	id=g:7190351
Seventh Day Adventist Church of Dunnellon	id=g:7190352
Victory Christian Center	id=g:7190353
Eagle Lake Public Library	id=g:7190354
Grove Park Lane Mobile Home Park	id=g:7190355
East Palatka Post Office	id=g:7190356
Azalea Mobile Home Park North	id=g:7190357
Azalea Mobile Home Park South	id=g:7190358
Grubbs Mobile Home Club	id=g:7190359
Warwick Trailer Park	id=g:7190360
Putnam Correctional Institution	id=g:7190361
Church of God by Faith of East Palatka	id=g:7190362
Citadel Baptist Church	id=g:7190363
First Baptist Church of East Palatka	id=g:7190364
Mount Olive African Methodist Episcopal Church	id=g:7190365
New Life Temple Fellowship	id=g:7190366
Croft Mobile Home Park	id=g:7190367
Elliott Mobile Home Park	id=g:7190368
WRLZ - AM (Eatonville)	id=g:7190369
Edgewater Public Library	id=g:7190370
Edgewater Post Office	id=g:7190371
Friendly Shores Mobile Home Park	id=g:7190372
Kopec Trailer Park	id=g:7190373
Pyramid Park Mobile Home Park	id=g:7190374
Riverview Pines Mobile Home Park	id=g:7190375
Seahorse Mobile Home Park	id=g:7190376
Blue Gables Mobile Home Park	id=g:7190377
Carters Mobile Home Village	id=g:7190378
Driftwood Village Mobile Home Park	id=g:7190379
Eastern Shores Mobile Village	id=g:7190380
Edgewater Mobile Home Park	id=g:7190381
Hacienda del Rio Mobile Home Park	id=g:7190382
Magnolia Village Mobile Home Park	id=g:7190383
Terra Mar Village Mobile Home Park	id=g:7190384
Bella Vista Baptist Church	id=g:7190385
Edgewater Alliance Church	id=g:7190386
Edgewater First Baptist Church	id=g:7190387
Edgewater United Methodist Church	id=g:7190388
Indian River Baptist Church	id=g:7190389
Orange County Library System South Trail Library	id=g:7190390
Harbor Lakes Mobile Home Park	id=g:7190391
Coquina Crossing Mobile Home Park	id=g:7190392
Englewood Charlotte Public Library	id=g:7190393
Deer Creek Mobile Home Park	id=g:7190394
Gulf to Bay Cooperative Mobile Home Park	id=g:7190395
Church of Christ of Englewood East	id=g:7190396
Fellowship Church of Englewood	id=g:7190397
Redeemer Lutheran Church of Englewood	id=g:7190398
Sunnybrook Alliance Church	id=g:7190399
West Charlotte Baptist Church	id=g:7190400
Stoneybrook Community Center	id=g:7190401
Lee County Public Library System South County Regional Library	id=g:7190402
Estero Post Office	id=g:7190403
Sunny Grove Park Mobile Home Park	id=g:7190404
Tahiti Mobile Village	id=g:7190405
First Baptist Church of Estero	id=g:7190406
Victory Christian Church	id=g:7190407
Eustis Historical Museum	id=g:7190408
Haselton Village Mobile Home Park	id=g:7190409
Sharp's Mobile Park	id=g:7190410
Bethel United Methodist Church	id=g:7190411
Church of Christ of Eustis	id=g:7190412
Family Bible Church	id=g:7190413
First Baptist Church of Pine Lakes	id=g:7190414
First Church of Christ Scientist	id=g:7190415
Life Community Church	id=g:7190416
Praise Cathedral Church of God	id=g:7190417
Saint Filumena Catholic Church	id=g:7190418
Saint James African Methodist Episcopal Church	id=g:7190419
Victory Baptist Church of Eustis	id=g:7190420
Everglades City Sewage Treatment Plant	id=g:7190421
Marian Fell Library	id=g:7190422
Fellsmere Post Office	id=g:7190423
Church of God in Christ in Fellsmere	id=g:7190424
Fellsmere Church of God	id=g:7190425
Fellsmere Community Bible Church	id=g:7190426
Fern Park Mobile Home Park	id=g:7190427
Baptist Medical Center of Nassau Heliport	id=g:7190428
Old Amelia Mobile Home Park	id=g:7190429
Sandpiper Mobile Home Park	id=g:7190430
Amelia Island Mobile Home Park	id=g:7190431
Ruby's Mobile Home Park	id=g:7190432
WGSR - AM (Fernandina Beach)	id=g:7190433
City of Flagler Beach Wastewater Treatment Plant	id=g:7190434
Flagler Beach Library	id=g:7190435
Flagler Beach Trailer Park	id=g:7190436
Flagler by the Sea Mobile Home Park	id=g:7190437
Plantation Oaks Mobile Home Park	id=g:7190438
Flamingo Sewage Treatment Plant	id=g:7190439
Broward County Civic Arena Heliport	id=g:7190440
Downtown Fort Lauderdale Heliport	id=g:7190441
Los Olas Center Heliport	id=g:7190442
Greater Fort Lauderdale Broward County Convention Center	id=g:7190443
Sun Dream Harbor Center	id=g:7190444
Collins Community Center	id=g:7190445
Doctor Kennedy Community Center	id=g:7190446
Fort Lauderdale Historical Society	id=g:7190447
Historical Society of Fort Lauderdale	id=g:7190448
African - American Research Library and Cultural Center	id=g:7190449
Broward Correctional Institution Library	id=g:7190450
Broward County Library System Main Library	id=g:7190451
Museum of Discovery and Science	id=g:7190452
Alridge Post Office	id=g:7190453
Colee Post Office	id=g:7190454
Coral Ridge Post Office	id=g:7190455
Davie Post Office	id=g:7190456
Inverrary Post Office	id=g:7190457
Melrose Vista Post Office	id=g:7190458
Oakland Park Post Office	id=g:7190459
Plantation Post Office	id=g:7190460
Southside Station Post Office	id=g:7190461
Weston Branch Post Office	id=g:7190462
David Zell Trailer Park	id=g:7190463
Holland Mobile Home Park	id=g:7190464
Kings Manor Estates Mobile Home Park	id=g:7190465
Moonlight Ranch Mobile Home Park	id=g:7190466
Sheldon Mobile Home Court	id=g:7190467
Taylor's Trailer Park	id=g:7190468
Twin Lakes Mobile Home Park	id=g:7190469
Aqua Isles Mobile Home Park	id=g:7190470
Azalea Trailer Colony Mobile Home Park	id=g:7190471
Carefree Cove Mobile Home Park	id=g:7190472
Crystal Lake Club Mobile Home Park	id=g:7190473
Cypress Creek Mobile Home Country Club	id=g:7190474
Driftwood Acres Mobile Park	id=g:7190475
Emerald Lakes Village Mobile Home Park	id=g:7190476
Floridale Mobile Home Colony	id=g:7190477
Hills Mobile Home Park	id=g:7190478
Imperial Estates Mobile Home Park	id=g:7190479
Lake Eden Gardens Mobile Home Park	id=g:7190480
Lauder Lakes Mobile Homes	id=g:7190481
Lazy Land Mobile Home Park	id=g:7190482
Middle River Trailer Park	id=g:7190483
North Coast Trailer Park	id=g:7190484
Palma Nova Mobile Home Park	id=g:7190485
Pan American Estates Mobile Home Park	id=g:7190486
Paradise Village Mobile Home Park	id=g:7190487
Park City West Mobile Home Park	id=g:7190488
Ramgoh Mobile Home Park	id=g:7190489
Broward Correctional Institution	id=g:7190490
Imperial Square Shopping Center	id=g:7190491
Lucys Mall Shopping Center	id=g:7190492
Salt Springs Village Mobile Home Park	id=g:7190493
Fort Meade Community Center	id=g:7190494
Historical Society of Fort Meade	id=g:7190495
Fort Meade City Public Library	id=g:7190496
Fort Meade Post Office	id=g:7190497
Dalley Town Park Mobile Home Park	id=g:7190498
Hammock Lake Mobile Estates	id=g:7190499
McDuffie Mobile Home Park	id=g:7190501
Christmas Tree Trailer Park	id=g:7190502
