Buayan River	id=g:1723675
Barobog Creek	id=g:1726620
Barobo Airstrip	id=g:1726621
Barobo	id=g:1726622
Barobo	id=g:1726623
Barobo	id=g:1726624
Borobayba	id=g:1726625
Barobaybay	id=g:1726626
Baro	id=g:1726627
Baro	id=g:1726628
Barlo	id=g:1726629
Barlig	id=g:1726630
Barlig	id=g:1726631
Barlak	id=g:1726632
Mount Bariwy	id=g:1726633
Bariw	id=g:1726634
Bariw	id=g:1726635
Bariw	id=g:1726636
Bariw	id=g:1726637
Bariw	id=g:1726638
Barit Island	id=g:1726639
Baritao	id=g:1726640
Baritan	id=g:1726641
Baritaan	id=g:1726642
Barit	id=g:1726643
Barit	id=g:1726644
Barit	id=g:1726645
Barit	id=g:1726646
Barit	id=g:1726647
Barit Airfield	id=g:1726648
Baris Point	id=g:1726649
Bar Islet	id=g:1726650
Barisbis	id=g:1726651
Baris	id=g:1726652
Bariri	id=g:1726653
Bariri	id=g:1726654
Barira	id=g:1726655
Barira	id=g:1726656
Bariquir	id=g:1726657
Bariohan	id=g:1726658
Barlo	id=g:1726659
Bario	id=g:1726660
Barini	id=g:1726661
Baringin	id=g:1726662
Baringcucurong	id=g:1726663
Baringbaring Point	id=g:1726664
Baringan Point	id=g:1726665
Mount Baring	id=g:1726666
Baring	id=g:1726667
Barili River	id=g:1726668
Barili Bay	id=g:1726669
Barili	id=g:1726670
Barili	id=g:1726671
Barilan	id=g:1726672
Barikir	id=g:1726673
Bartkir	id=g:1726674
Barikir	id=g:1726675
Bariw	id=g:1726676
Barils River	id=g:1726677
Bariis Creek	id=g:1726678
Bariis	id=g:1726679
Bariis	id=g:1726680
Bariis	id=g:1726681
Barus	id=g:1726682
Baris	id=g:1726683
Bariis	id=g:1726684
Barihan	id=g:1726685
Barigitan Creek	id=g:1726686
Bari Creek	id=g:1726687
Baricil	id=g:1726688
Barraibi Inlet	id=g:1726689
Baribarit	id=g:1726690
Barian	id=g:1726691
Bari	id=g:1726692
Bari	id=g:1726693
Bargonesa	id=g:1726694
Baren River	id=g:1726695
Bare Hill	id=g:1726696
Barebet Creek	id=g:1726697
Bardias	id=g:1726698
Bardabas	id=g:1726699
Barco	id=g:1726700
Barcelona	id=g:1726701
Barcelona River	id=g:1726702
Barcelona	id=g:1726703
Barcelona	id=g:1726704
Barcelona	id=g:1726705
Barcelona	id=g:1726706
Barcelona	id=g:1726707
Barcelona	id=g:1726708
Barcelona	id=g:1726709
Barcenaga	id=g:1726710
Barbon Creek	id=g:1726711
Barbo	id=g:1726712
Barbo	id=g:1726713
Barbaza River	id=g:1726714
Barbaza	id=g:1726715
Barbaza	id=g:1726716
Barbarit	id=g:1726717
Barbarit	id=g:1726718
Barbarit	id=g:1726719
Barbarit	id=g:1726720
Barbarangay	id=g:1726721
Barbor	id=g:1726722
Barbar	id=g:1726723
Barbar	id=g:1726724
Baracbacan River	id=g:1726725
Barbacan Range	id=g:1726726
Tandol Point	id=g:1726727
Baracbacan Bay	id=g:1726728
Barbacan	id=g:1726729
Barayong River	id=g:1726730
Barayong Mountains	id=g:1726731
Barayong	id=g:1726732
Barayong	id=g:1726733
Barayong	id=g:1726734
Barayong	id=g:1726735
Barayasan River	id=g:1726736
Barayan River	id=g:1726737
Mount Barayan	id=g:1726738
Barayan	id=g:1726739
Barawer	id=g:1726740
Barauac	id=g:1726741
Barat	id=g:1726742
Barat	id=g:1726743
Barat	id=g:1726744
Barat	id=g:1726745
Baras River	id=g:1726746
Baras Creek	id=g:1726747
Baras Point	id=g:1726748
Baras Point	id=g:1726749
Barosong	id=g:1726750
Barasoain	id=g:1726751
Baras Dacu	id=g:1726752
Baras Cove	id=g:1726753
Baras-Baras	id=g:1726754
Barasanun	id=g:1726755
Barasan Este	id=g:1726756
Barasanan A	id=g:1726757
Barasan	id=g:1726758
Barasan	id=g:1726759
Barasan	id=g:1726760
Barasan	id=g:1726761
Barasan	id=g:1726762
Barasan	id=g:1726763
Port Baras	id=g:1726764
Baras	id=g:1726765
Baras	id=g:1726766
Baras	id=g:1726767
Baras	id=g:1726768
Baras	id=g:1726769
Bacas	id=g:1726770
Baras	id=g:1726771
Baras	id=g:1726772
Baras	id=g:1726773
Baras	id=g:1726774
Baras	id=g:1726775
Baras	id=g:1726776
Baras	id=g:1726777
Baras	id=g:1726778
Baras	id=g:1726779
Baras	id=g:1726780
Baras	id=g:1726781
Baras	id=g:1726782
Bararin Island	id=g:1726783
Barapdaban Point	id=g:1726784
Barao Reef	id=g:1726785
Baraoas Sur	id=g:1726786
Baraoas Norte	id=g:1726787
Baraoas	id=g:1726788
Baraoas	id=g:1726789
Baraoas	id=g:1726790
Baranyan River	id=g:1726791
Baranoy	id=g:1726792
Barani Point	id=g:1726793
Baranio	id=g:1726794
Lake Baranibud	id=g:1726795
Banaquit	id=g:1726796
Barangonan Island	id=g:1726797
Barangonan	id=g:1726798
Barangobong	id=g:1726799
Barangobong	id=g:1726800
Barangobong	id=g:1726801
Barangobong	id=g:1726802
Barangka Itaas	id=g:1726803
Barangin	id=g:1726804
Baranghauon	id=g:1726805
Barancuag	id=g:1726806
Barangcuag	id=g:1726807
Barangbang	id=g:1726808
Barangbang	id=g:1726809
Barang	id=g:1726810
Barang	id=g:1726811
Barang	id=g:1726812
Barang	id=g:1726813
Barandias	id=g:1726814
Barandias	id=g:1726815
Barandal	id=g:1726816
Barancuag	id=g:1726817
Barangca	id=g:1726818
Barangka	id=g:1726819
Baranbang	id=g:1726820
Barana	id=g:1726821
Mount Barambang	id=g:1726822
Baramban	id=g:1726823
Baral	id=g:1726824
Barak River	id=g:1726825
Barraqui River	id=g:1726826
Barakeg	id=g:1726827
Barak	id=g:1726828
Baraka	id=g:1726829
Barahon	id=g:1726830
Barahan River	id=g:1726831
Barahan	id=g:1726832
Baraggutan	id=g:1726833
Baragas	id=g:1726834
Barac River	id=g:1726835
Baracbac River	id=g:1726836
Baracbac River	id=g:1726837
Baracbac Oeste	id=g:1726838
Baracbac Este	id=g:1726839
Baracbac	id=g:1726840
Baracbac	id=g:1726841
Baracbac	id=g:1726842
Baracbac	id=g:1726843
Baracatan	id=g:1726844
Barac	id=g:1726845
Barabud	id=g:1726846
Barabuan River	id=g:1726847
Barabuan	id=g:1726848
Barabong	id=g:1726849
Barabod Point	id=g:1726850
Barabay	id=g:1726851
Barabar	id=g:1726852
Baquio	id=g:1726853
Baquit Island	id=g:1726854
Baquitio	id=g:1726855
Baquioen	id=g:1726856
Baquilao	id=g:1726857
Baquilan River	id=g:1726858
Baquihon River	id=g:1726859
Baquid	id=g:1726860
Baquias	id=g:1726861
Baquias	id=g:1726862
Baquiao Point	id=g:1726863
Baguiad	id=g:1726864
Baquero	id=g:1726865
Baoyan	id=g:1726866
Baoy	id=g:1726867
Delta of Bao River	id=g:1726868
Bao River	id=g:1726869
Bao River	id=g:1726870
Bao River	id=g:1726871
Baoong River	id=g:1726872
Baong Rocks	id=g:1726873
Baong River	id=g:1726874
Baong Island	id=g:1726875
Baongan River	id=g:1726876
Baongan Island	id=g:1726877
Mount Baong	id=g:1726878
Baong	id=g:1726879
Baong	id=g:1726880
Balong	id=g:1726881
Ba-ong	id=g:1726882
Baon	id=g:1726883
Baohugan	id=g:1726884
Baohan Island	id=g:1726885
Baog River	id=g:1726886
Baugo	id=g:1726887
Baogan River	id=g:1726888
Baod River	id=g:1726889
Baud	id=g:1726890
Baobo River	id=g:1726891
Baobaowan	id=g:1726892
Baoay	id=g:1726893
Saoat	id=g:1726894
Bao-as	id=g:1726895
Baoaran	id=g:1726896
Baoaran	id=g:1726897
Baoanyan	id=g:1726898
Baoag River	id=g:1726899
Banzal	id=g:1726900
Banza	id=g:1726901
Banihatud River	id=g:1726902
Banyata	id=g:1726903
Banyaga Creek	id=g:1726904
Banyaga	id=g:1726905
Banwanluto Island	id=g:1726906
Banwalan River	id=g:1726907
Banwalan Cove	id=g:1726908
Banwalan	id=g:1726909
Banuyo	id=g:1726910
Banuyo	id=g:1726911
Banuyo	id=g:1726912
Banuyo	id=g:1726913
Banuyao	id=g:1726914
Banuyao	id=g:1726915
Banutan	id=g:1726916
Banus River	id=g:1726917
Bancuro Point	id=g:1726918
Banunang	id=g:1726919
Banug Strait	id=g:1726920
Banug Point	id=g:1726921
Banug Islet	id=g:1726922
Banugbanug Island	id=g:1726923
Banugan	id=g:1726924
Banug	id=g:1726925
Mount Banud	id=g:1726926
Banucal	id=g:1726927
Banubo	id=g:1726928
Banua Point	id=g:1726929
Banuang Gurang	id=g:1726930
Banuangdoah River	id=g:1726931
Bangwang Daan	id=g:1726932
Banua	id=g:1726933
Banua	id=g:1726934
Banua	id=g:1726935
Bantutoc	id=g:1726936
Bantulin Point	id=g:1726937
Bantulin	id=g:1726938
Bantukan	id=g:1726939
Bantuin Point	id=g:1726940
Bantug-Villa	id=g:1726941
Cadoog East	id=g:1726942
Bantug Norte	id=g:1726943
Bantug na Malaki	id=g:1726944
Bantug	id=g:1726945
Bantug	id=g:1726946
Bantug	id=g:1726947
Bantug	id=g:1726948
Bantug	id=g:1726949
Bantug	id=g:1726950
Bantug	id=g:1726951
Bantug	id=g:1726952
Bantug	id=g:1726953
Bantug	id=g:1726954
Bantud Hacienda	id=g:1726955
Bantud	id=g:1726956
Bantuanon	id=g:1726957
Banton Island	id=g:1726958
Bantoncillo Island	id=g:1726959
Bantonan	id=g:1726960
Jones	id=g:1726961
Banton	id=g:1726962
Looc River	id=g:1726963
Bantolinos Islets	id=g:1726964
Bantolinaw	id=g:1726965
Bantolinao Point	id=g:1726966
Bantalino Creek	id=g:1726967
Bantalinao	id=g:1726968
Bantolinao	id=g:1726969
Bantolinao	id=g:1726970
Bantolinao	id=g:1726971
Bantulan	id=g:1726972
Bantol	id=g:1726973
Bantog-Talugtog	id=g:1726974
Bantog Segundo	id=g:1726975
Bantog Primero	id=g:1726976
Bantogon	id=g:1726977
Bantogan	id=g:1726978
Bantog	id=g:1726979
Bantog	id=g:1726980
Bantog	id=g:1726981
Bantug	id=g:1726982
Bantog	id=g:1726983
Bantog	id=g:1726984
Bantog	id=g:1726985
Bantog	id=g:1726986
Bantod Point	id=g:1726987
Bantoc Creek	id=g:1726988
Bantocaling	id=g:1726989
Banto	id=g:1726990
Bantinguil	id=g:1726991
Banting	id=g:1726992
Bantilan River	id=g:1726993
Bantilan	id=g:1726994
Bantigui Rocks	id=g:1726995
Bantigui River	id=g:1726996
Bantigui Point	id=g:1726997
Bantigui Point	id=g:1726998
Bantigui Point	id=g:1726999
Bantigui Point	id=g:1727000
Bantigui Point	id=g:1727001
Bantigui Island	id=g:1727002
Bantigui Island	id=g:1727003
Bantigui	id=g:1727004
Bantigui	id=g:1727005
Bantigui	id=g:1727006
Bantigue	id=g:1727007
Bantique Point	id=g:1727008
Bantigue	id=g:1727009
Bantigue	id=g:1727010
Bantigue	id=g:1727011
Bantigue	id=g:1727012
Bantigue	id=g:1727013
Bantigui	id=g:1727014
Bantiqui	id=g:1727015
Bantigue	id=g:1727016
Bantigua Island	id=g:1727017
Mount Banti Goolong	id=g:1727018
Bantigning River	id=g:1727019
Bantig	id=g:1727020
Banti-an	id=g:1727021
Banteque Point	id=g:1727022
Banti	id=g:1727023
Bantayao Point	id=g:1727024
Mount Bantayao	id=g:1727025
Bantayao	id=g:1727026
Bantayan River	id=g:1727027
Bantayan River	id=g:1727028
Bantayan River	id=g:1727029
Bantayan Point	id=g:1727030
Bantayanon	id=g:1727031
Bantayan Mountains	id=g:1727032
Bantayan Island	id=g:1727033
Bantayan Hill	id=g:1727034
Bantayan Hill	id=g:1727035
Bantayan Bay	id=g:1727036
Bantayan Anchorage	id=g:1727037
Bantayan	id=g:1727038
Bantayan	id=g:1727039
Bantayan	id=g:1727040
Bantayan	id=g:1727041
Bantayan	id=g:1727042
Bantayan	id=g:1727043
Bantayon	id=g:1727044
Bantayan	id=g:1727045
Bantayan	id=g:1727046
Bantayan	id=g:1727047
Bantayan	id=g:1727048
Bantay	id=g:1727049
Bantay	id=g:1727050
Bantay	id=g:1727051
Bantay	id=g:1727052
Bantay	id=g:1727053
Bantay	id=g:1727054
Bantay	id=g:1727055
Bantay	id=g:1727056
Bantay	id=g:1727057
Bantawan Point	id=g:1727058
Bantaron	id=g:1727059
Bantaoay River	id=g:1727060
Bantaoay	id=g:1727061
Bantaoay	id=g:1727062
Bantañgan	id=g:1727063
Mount Bantag	id=g:1727064
Bantang	id=g:1727065
Bantan	id=g:1727066
Bantal Creek	id=g:1727067
Bantal	id=g:1727068
Bantad	id=g:1727069
Bantad	id=g:1727070
Bantac Island	id=g:1727071
Proper Bansud	id=g:1727072
Bansud	id=g:1727073
Bansud	id=g:1727074
Bangsiril	id=g:1727075
Bansayan	id=g:1727076
Bansa River	id=g:1727077
Bansal West	id=g:1727078
Bansalanguin River	id=g:1727079
Bansalan	id=g:1727080
Bansalan	id=g:1727081
Bansalaguin	id=g:1727082
Bansal	id=g:1727083
Bansag	id=g:1727084
Banquito	id=g:1727085
Banquil	id=g:1727086
Banquerohan	id=g:1727087
Banquerohan	id=g:1727088
Banguero	id=g:1727089
Banqueraluhan	id=g:1727090
Banoyo	id=g:1727091
Mount Banoy	id=g:1727092
Banot Island	id=g:1727093
Banot	id=g:1727094
Banot	id=g:1727095
Banot	id=g:1727096
Banos Point	id=g:1727097
Bano Sanlay	id=g:1727098
Banos	id=g:1727099
Banos	id=g:1727100
Banon	id=g:1727101
Banog	id=g:1727102
Banog River	id=g:1727103
Banog River	id=g:1727104
Banogo	id=g:1727105
Banog Hill	id=g:1727106
Banogcot	id=g:1727107
Banobog	id=g:1727108
Banogbanog	id=g:1727109
Banogay Island	id=g:1727110
Banogao	id=g:1727111
Bañog	id=g:1727112
Banog	id=g:1727113
Banoc Creek	id=g:1727114
Banocboc	id=g:1727115
Banocagon	id=g:1727116
Bana-ao	id=g:1727117
Banoagan	id=g:1727118
Banoa Anchorage	id=g:1727119
Banoa	id=g:1727120
Bannua	id=g:1727121
Bannawag	id=g:1727122
Bannaran	id=g:1727123
Bannan Daan River	id=g:1727124
Bannagao	id=g:1727125
Bannag	id=g:1727126
Bannaa	id=g:1727127
Mount Banmika	id=g:1727128
Banluto Island	id=g:1727129
Banlot	id=g:1727130
Banlot	id=g:1727131
Banlog	id=g:1727132
Banlic	id=g:1727133
Banlik Cabuyao	id=g:1727134
Banligui	id=g:1727135
Banlayan River	id=g:1727136
Banlat	id=g:1727137
Banlas Point	id=g:1727138
Banlas Point	id=g:1727139
Banlasan	id=g:1727140
Banlasan	id=g:1727141
Banlas	id=g:1727142
Banlasan	id=g:1727143
Banla Point	id=g:1727144
Banko River	id=g:1727145
Bankero	id=g:1727146
Bankay	id=g:1727147
Bankaw	id=g:1727148
Bankari Point	id=g:1727149
Bankao Sapa River	id=g:1727150
Bankal	id=g:1727151
Bankal	id=g:1727152
Banka	id=g:1727153
Mount Banjao	id=g:1727154
Banit	id=g:1727155
Banisi Point	id=g:1727156
Banisilon River	id=g:1727157
Banisilon	id=g:1727158
Banisilan Point	id=g:1727159
Banisilan Hill	id=g:1727160
Banisilan	id=g:1727161
Banisi Bay	id=g:1727162
Interangan River	id=g:1727163
Baniquet	id=g:1727164
Bani Point	id=g:1727165
Banila River	id=g:1727166
Banilao	id=g:1727167
Banilan	id=g:1727168
Banilad Shoals	id=g:1727169
Banilad River	id=g:1727170
Banilad Creek	id=g:1727171
Banilad	id=g:1727172
Banilad	id=g:1727173
Banilad	id=g:1727174
Banilad	id=g:1727175
Banilad	id=g:1727176
Banilad	id=g:1727177
Banilad	id=g:1727178
Banilad	id=g:1727179
Baniki	id=g:1727180
Bani Island	id=g:1727181
Bani Island	id=g:1727182
Banigan	id=g:1727183
Banigan	id=g:1727184
Banico	id=g:1727185
Bani Channel	id=g:1727186
Banica River	id=g:1727187
Banica	id=g:1727188
Baniaga Rock	id=g:1727189
Baniaga Reef	id=g:1727190
Bani	id=g:1727191
Bani	id=g:1727192
Bani	id=g:1727193
Bani	id=g:1727194
Bani	id=g:1727195
Bani	id=g:1727196
Bani	id=g:1727197
Bani	id=g:1727198
Bani	id=g:1727199
Bani	id=g:1727200
Banhigan	id=g:1727201
Banhigan	id=g:1727202
Bangwayin	id=g:1727203
Bangwalog	id=g:1727204
Bangun	id=g:1727205
Bangumonan	id=g:1727206
Banguitan	id=g:1727207
Banguit	id=g:1727208
Bangui Bay	id=g:1727209
Banguian	id=g:1727210
Bangui	id=g:1727211
Bangui	id=g:1727212
Banquerohan	id=g:1727213
Bangued	id=g:1727214
Bangued	id=g:1727215
Bangued	id=g:1727216
Bangug Island	id=g:1727217
Banguanan River	id=g:1727218
Banguan	id=g:1727219
Bangualog	id=g:1727220
Bangtohan	id=g:1727221
Bangtad Point	id=g:1727222
Bangsirit Creek	id=g:1727223
Bangsar	id=g:1727224
Bangnan	id=g:1727225
Bangquiling	id=g:1727226
Banquerohan	id=g:1727227
Bangor Point	id=g:1727228
Bangon Creek	id=g:1727229
Bangon Pass	id=g:1727230
Bañgon Island	id=g:1727231
Bangong	id=g:1727232
Bañgon de Gamay	id=g:1727233
Bañgon de Cacorotan	id=g:1727234
Bangonbangon	id=g:1727235
Bangonbangon	id=g:1727236
Bangonay	id=g:1727237
Bangona	id=g:1727238
Bangon	id=g:1727239
Bangon	id=g:1727240
Bangon	id=g:1727241
Bañgon	id=g:1727242
Bangon	id=g:1727243
Bañgon	id=g:1727244
Bangon	id=g:1727245
Bangon	id=g:1727246
Bangon	id=g:1727247
Bangoc	id=g:1727248
Bango	id=g:1727249
Bango	id=g:1727250
Bangatan	id=g:1727251
Banglos	id=g:1727252
Banglen	id=g:1727253
Banglayan	id=g:1727254
Banglas Point	id=g:1727255
Banglasan	id=g:1727256
Bangkudo River	id=g:1727257
Bangkud	id=g:1727258
Bangcuangan	id=g:1727259
Bangho	id=g:1727260
Bankerohan	id=g:1727261
Bang Kilay	id=g:1727262
Mount Bangkal	id=g:1727263
Bangkal	id=g:1727264
Bangkal	id=g:1727265
Bangkal	id=g:1727266
Bangkal	id=g:1727267
Bangkal	id=g:1727268
Bangitan	id=g:1727269
Bangi River	id=g:1727270
Bañgin	id=g:1727271
Bangiluan Island	id=g:1727272
Bañgilo	id=g:1727273
Bangili Mountains	id=g:1727274
Bangili Mountains	id=g:1727275
Bangilan	id=g:1727276
Bangilan	id=g:1727277
Banghilig	id=g:1727278
Bang-hao	id=g:1727279
Bangcusay	id=g:1727280
Bangculasi	id=g:1727281
Bangcuan	id=g:1727282
Bangcu	id=g:1727283
Bangcowan	id=g:1727284
Bangcolotan River	id=g:1727285
Bangcolotan	id=g:1727286
Bangco	id=g:1727287
Bangco	id=g:1727288
Bangcayao	id=g:1727289
Bangcaya	id=g:1727290
Mount Bangcay	id=g:1727291
Bangcay	id=g:1727292
Bangcas B	id=g:1727293
Bongcalon	id=g:1727294
Bangcala	id=g:1727295
Bangcal	id=g:1727296
Bangcal	id=g:1727297
Bangcal	id=g:1727298
Bangkal	id=g:1727299
Bangcagan	id=g:1727300
Banca Banca	id=g:1727301
Bangbang River	id=g:1727302
Bangbangolan	id=g:1727303
Mount Bangbanglang	id=g:1727304
Bangbang Creek	id=g:1727305
Bangbangcag	id=g:1727306
Bangbangar	id=g:1727307
Bangbanga	id=g:1727308
Mount Bangbang	id=g:1727309
Mount Bangbang	id=g:1727310
Bangbang	id=g:1727311
Bambang	id=g:1727312
Bangbang	id=g:1727313
Bangbang	id=g:1727314
Bangayao Point	id=g:1727315
Bangayao	id=g:1727316
Bangayan	id=g:1727317
Bangay	id=g:1727318
Bangawan Island	id=g:1727319
Bangat River	id=g:1727320
Bangasay	id=g:1727321
Bangar River	id=g:1727322
Bangar Point	id=g:1727323
Banga River	id=g:1727324
Banga River	id=g:1727325
Bangar	id=g:1727326
Bangan	id=g:1727327
Bangar	id=g:1727328
Bañgar	id=g:1727329
Bangar	id=g:1727330
Banga Point	id=g:1727331
Banga Point	id=g:1727332
Banga Point	id=g:1727333
Bangaoilan	id=g:1727334
Bangao	id=g:1727335
Bangao	id=g:1727336
Bangao	id=g:1727337
Bañgantaliñga	id=g:1727338
Bangan River	id=g:1727339
Bangan-Oda	id=g:1727340
Banganit	id=g:1727341
Bangan Creek	id=g:1727342
Bañgan-Capayawan	id=g:1727343
Bunganay	id=g:1727344
Banganay	id=g:1727345
Banganan South	id=g:1727346
Banganan	id=g:1727347
Banganalalang River	id=g:1727348
Bangan	id=g:1727349
Bangan	id=g:1727350
Bangalao Island	id=g:1727351
Bang-aladan	id=g:1727352
Bangel	id=g:1727353
Bangag	id=g:1727354
Bangai Point	id=g:1727355
Bañga Hill	id=g:1727356
Bangahan River	id=g:1727357
Bangahan	id=g:1727358
Bangahan	id=g:1727359
Bangag	id=g:1727360
Bangag	id=g:1727361
Bangag	id=g:1727362
Bangag	id=g:1727363
Bangad River	id=g:1727364
Bangad Creek	id=g:1727365
Bangad Creek	id=g:1727366
Bangad	id=g:1727367
Bangad	id=g:1727368
Bangad	id=g:1727369
Bangad	id=g:1727370
Bangad	id=g:1727371
Bangad	id=g:1727372
Bangad	id=g:1727373
Bangac	id=g:1727374
Bañgac	id=g:1727375
Banga Bay	id=g:1727376
Bangbangar	id=g:1727377
Bangabanga Point	id=g:1727378
Bangabanga	id=g:1727379
Bangaan Island	id=g:1727380
Bangaan	id=g:1727381
Bangaan	id=g:1727382
Bangaan	id=g:1727383
Port Banga	id=g:1727384
Mount Banga	id=g:1727385
Banga	id=g:1727386
Bañga	id=g:1727387
Bañga	id=g:1727388
Ilayang Banga	id=g:1727389
Banga	id=g:1727390
Banga	id=g:1727391
Banga	id=g:1727392
Banga	id=g:1727393
Banga	id=g:1727394
Banga	id=g:1727395
Bañga	id=g:1727396
Banga	id=g:1727397
Banga	id=g:1727398
Banga	id=g:1727399
Bañga	id=g:1727400
Bañga	id=g:1727401
Banga	id=g:1727402
Banga	id=g:1727403
Banet River	id=g:1727404
Banet	id=g:1727405
Banao Creek	id=g:1727406
Banelawan River	id=g:1727407
Baneg	id=g:1727408
Banice	id=g:1727409
Bane	id=g:1727410
Bando Point	id=g:1727411
Bando Peak	id=g:1727412
Bandi	id=g:1727413
Banderahan Point	id=g:1727414
Banday River	id=g:1727415
Bandayanon Point	id=g:1727416
Banday	id=g:1727417
Santiago	id=g:1727418
Banday	id=g:1727419
Bandara-Ingod	id=g:1727420
Bandala	id=g:1727421
Banda	id=g:1727422
Bancuyo Island	id=g:1727423
Bancuro	id=g:1727424
Bakungan Island	id=g:1727425
Bancud	id=g:1727426
Bancuan	id=g:1727427
Bancorro	id=g:1727428
Bancoro	id=g:1727429
Banco River	id=g:1727430
Bancoran Island	id=g:1727431
Banco Point	id=g:1727432
Bancong River	id=g:1727433
Bancod	id=g:1727434
Banco Creek	id=g:1727435
Mount Banco	id=g:1727436
Banco	id=g:1727437
Banco	id=g:1727438
Banco	id=g:1727439
Banco	id=g:1727440
Banco	id=g:1727441
Bancay Islet	id=g:1727442
Bancay	id=g:1727443
Bancauan Island	id=g:1727444
Bancasi	id=g:1727445
Bancasan	id=g:1727446
Bancas	id=g:1727447
Bancaobancaon Point	id=g:1727448
Mount Bancaobancao	id=g:1727449
Bancaobancao	id=g:1727450
Bancal Sinubli	id=g:1727451
Bancal River	id=g:1727452
Bancal River	id=g:1727453
Bancal Pugod	id=g:1727454
Bancal Point	id=g:1727455
Bancalon Point	id=g:1727456
Bancalon Hill	id=g:1727457
Bancal Bay	id=g:1727458
Bancal Bay	id=g:1727459
Bancalayot Island	id=g:1727460
Bancalan Island	id=g:1727461
Bancalan	id=g:1727462
Batasan Bancal	id=g:1727463
Bancal	id=g:1727464
Bancal	id=g:1727465
Bancal	id=g:1727466
Boncal	id=g:1727467
Bancal	id=g:1727468
Bancal	id=g:1727469
Bancal	id=g:1727470
Bancal	id=g:1727471
Bankal	id=g:1727472
Bancal	id=g:1727473
Bancal	id=g:1727474
Bancal	id=g:1727475
Bancal	id=g:1727476
Bancagan	id=g:1727477
Bancabanca River	id=g:1727478
Banca-Banca	id=g:1727479
Bancaan	id=g:1727480
Banbayan Point	id=g:1727481
Banbayan	id=g:1727482
Banbanuag	id=g:1727483
Banban River	id=g:1727484
Banban River	id=g:1727485
Banban River	id=g:1727486
Banban Point	id=g:1727487
Banban Pequeño	id=g:1727488
Banban Pequeño	id=g:1727489
Mount Banbanon	id=g:1727490
Banbanon	id=g:1727491
Banbanon	id=g:1727492
Banoanilog	id=g:1727493
Banban Grande	id=g:1727494
Banban Creek	id=g:1727495
Banban Bay	id=g:1727496
Banbanan	id=g:1727497
Banbanaba	id=g:1727498
Banbanaal	id=g:1727499
Banban	id=g:1727500
Banban	id=g:1727501
Banban	id=g:1727502
Banban	id=g:1727503
Banbon	id=g:1727504
Banban	id=g:1727505
Banban	id=g:1727506
Banban	id=g:1727507
Banban	id=g:1727508
Banban	id=g:1727509
Banban	id=g:1727510
Banban	id=g:1727511
Banbabanon Creek	id=g:1727512
Banayoyo	id=g:1727513
Banayoyo	id=g:1727514
Banayon	id=g:1727515
Banaybayan	id=g:1727516
Banaybanay Number Two	id=g:1727517
Banaybanay Number One	id=g:1727518
Banay Banay	id=g:1727519
Banaybanay	id=g:1727520
Banaybanay	id=g:1727521
Banaybanay	id=g:1727522
Banaybanay	id=g:1727523
Banaybanay	id=g:1727524
Banaybanay	id=g:1727525
Banayan River	id=g:1727526
Mount Banay	id=g:1727527
Banay	id=g:1727528
Banaue	id=g:1727529
Banawang	id=g:1727530
Bangwang	id=g:1727531
Banawa	id=g:1727532
Banawa	id=g:1727533
Banawon	id=g:1727534
Banaum	id=g:1727535
Banaue	id=g:1727536
Banaue	id=g:1727537
Banaue	id=g:1727538
Babanuang	id=g:1727539
Banatin	id=g:1727540
Banate Bay	id=g:1727541
Mount Banate	id=g:1727542
Banate	id=g:1727543
Banate	id=g:1727544
Banate	id=g:1727545
Banate	id=g:1727546
Banatayan Mountains	id=g:1727547
Banatao	id=g:1727548
Banat	id=g:1727549
Banas River	id=g:1727550
Banasilon	id=g:1727551
Banasilon	id=g:1727552
Banasi	id=g:1727553
Banasi	id=g:1727554
Banas Creek	id=g:1727555
Banaran Island	id=g:1727556
Mount Banar	id=g:1727557
Banao River	id=g:1727558
San Francisco River	id=g:1727559
Banaoang	id=g:1727560
Banaoang	id=g:1727561
Banaoang	id=g:1727562
Banaoang	id=g:1727563
Banaoang	id=g:1727564
Banaoang	id=g:1727565
Mount Banao	id=g:1727566
Mount Banao	id=g:1727567
Banao	id=g:1727568
Banao	id=g:1727569
Banao	id=g:1727570
Banaao	id=g:1727571
Banao	id=g:1727572
Banao	id=g:1727573
Banao	id=g:1727574
Banao	id=g:1727575
Banao	id=g:1727576
Banao	id=g:1727577
Banao	id=g:1727578
Banao	id=g:1727579
Bananid River	id=g:1727580
Banenbeng	id=g:1727581
Banangbang	id=g:1727582
Banañgan	id=g:1727583
Bananay	id=g:1727584
Bananao	id=g:1727585
Banaluan River	id=g:1727586
Banan	id=g:1727587
Banalo	id=g:1727588
Banalo	id=g:1727589
Banali River	id=g:1727590
Banali Creek	id=g:1727591
Banakang	id=g:1727592
Banajao	id=g:1727593
Mount Banajan	id=g:1727594
Banahaw	id=g:1727595
Banahaw	id=g:1727596
Banahaw	id=g:1727597
Mount Banahao De Lucban	id=g:1727598
Mount Banahao	id=g:1727599
Banahao	id=g:1727600
Banago River	id=g:1727601
Banago Creek	id=g:1727602
Banago	id=g:1727603
Banago	id=g:1727604
Banago	id=g:1727605
Bunago	id=g:1727606
Banag Norte	id=g:1727607
Banag Creek	id=g:1727608
Banagan Point	id=g:1727609
Bañaga Creek	id=g:1727610
Bañaga	id=g:1727611
Banga	id=g:1727612
Banaga	id=g:1727613
Banag	id=g:1727614
