Bosanga	id=g:218111
Samiji	id=g:922219
Samewa	id=g:922220
Sambembe	id=g:922221
Samayana	id=g:922222
Samambele	id=g:922223
Samalenge	id=g:922224
Samakupu	id=g:922225
Samakozo	id=g:922226
Samakena	id=g:922227
Samahongo	id=g:922228
Samabandu	id=g:922229
Saluseke	id=g:922230
Saluale	id=g:922231
Salambu	id=g:922232
Salabo	id=g:922233
Sakwalaha	id=g:922234
Sakutenuka	id=g:922235
Sakutarika	id=g:922236
Sakulu	id=g:922237
Sakuhana	id=g:922238
Sake	id=g:922239
Sakazanga	id=g:922240
Sakayongo	id=g:922241
Sakawango	id=g:922242
Sakauta	id=g:922243
Zone de Sakania	id=g:922244
Sakania	id=g:922245
Sakaneka	id=g:922246
Sakanange	id=g:922247
Sakambundji	id=g:922248
Sakaluile	id=g:922249
Sakalezi	id=g:922250
Sakaleshi	id=g:922251
Sakabinda	id=g:922252
Saitala	id=g:922253
Saipako	id=g:922254
Saint-Gérard	id=g:922255
Saimbwanda	id=g:922256
Saikumba	id=g:922257
Saidi	id=g:922258
Sagastshile	id=g:922259
Sabinga	id=g:922260
Ruwe	id=g:922261
Ruashi	id=g:922262
Pungwe	id=g:922263
Pundu Yange	id=g:922264
Pumpi	id=g:922265
Pumpa	id=g:922266
Mine Prince Léopold	id=g:922267
Poyo	id=g:922268
Pompa	id=g:922269
Pombwa	id=g:922270
Pombo	id=g:922271
Piula	id=g:922272
Pitamenda	id=g:922273
Pingilwa	id=g:922274
Pimbi	id=g:922275
Petro Malikebe	id=g:922276
Pepe	id=g:922277
Pensulu	id=g:922278
Pemba	id=g:922279
Pelu	id=g:922280
Patapata	id=g:922281
Panzwa	id=g:922282
Pande	id=g:922283
Pande	id=g:922284
Pande	id=g:922285
Station Panda	id=g:922286
Panda	id=g:922287
Panda	id=g:922288
Pafwe	id=g:922289
Lac Nzilo	id=g:922290
Chutes de Nzilo	id=g:922291
Nzilo	id=g:922292
Nyundweulu	id=g:922293
Nyimba	id=g:922294
Nyavikungu	id=g:922295
Nyasaland	id=g:922296
Ntengu	id=g:922297
Nkonko	id=g:922298
Ninga	id=g:922299
Niemba	id=g:922300
Ngule	id=g:922301
Ngule	id=g:922302
Ngujio	id=g:922303
Ngongo	id=g:922304
Ngonga	id=g:922305
Ngombe	id=g:922306
Ngeleka	id=g:922307
Ngalu	id=g:922308
Ngale	id=g:922309
Ndua	id=g:922310
Ndanda	id=g:922311
Nasoni	id=g:922312
Nasondoye	id=g:922313
Nasamba	id=g:922314
Nanuyombo	id=g:922315
Namwana	id=g:922316
Namwana	id=g:922317
Namajilo	id=g:922318
Nakulusu	id=g:922319
Nabanza	id=g:922320
Mwobesa	id=g:922321
Mwera	id=g:922322
Mwepu-Buseba	id=g:922323
Mwepu	id=g:922324
Mwepu	id=g:922325
Mwepu	id=g:922326
Mwepo Lazaro	id=g:922327
Mwepo	id=g:922328
Mwenso	id=g:922329
Mwenge	id=g:922330
Mwene Putu	id=g:922331
Mweneombe	id=g:922332
Mwene-Majamu	id=g:922333
Mwene-Lugende	id=g:922334
Mwene-Luanda	id=g:922335
Station Mwene-Kula	id=g:922336
Mwenekese	id=g:922337
Mwene-Kasanga	id=g:922338
Mwene-Kalombe	id=g:922339
Mwene-Kalombe	id=g:922340
Mwene	id=g:922341
Mwenda-Mukose	id=g:922342
Mwendama	id=g:922343
Mwenda	id=g:922344
Mwemena	id=g:922345
Mwemashi	id=g:922346
Mwelampanda	id=g:922347
Mwawa	id=g:922348
Mwatula	id=g:922349
Mwati	id=g:922350
Mwati	id=g:922351
Mwateji	id=g:922352
Mwashya	id=g:922353
Mwape	id=g:922354
Mwanongo	id=g:922355
Mwangezi	id=g:922356
Mwangeshi	id=g:922357
Mwanga	id=g:922358
Mwanauta	id=g:922359
Mwana-Kulema	id=g:922360
Mwana-Bute	id=g:922361
Mwamutshitu	id=g:922362
Mwalula	id=g:922363
Mwalizi	id=g:922364
Mwalimuntu	id=g:922365
Mwalikoma	id=g:922366
Mwako	id=g:922367
Mwakanika	id=g:922368
Mwadingusha	id=g:922369
Mwabesa	id=g:922370
Mwaba	id=g:922371
Muzinga	id=g:922372
Muziki	id=g:922373
Muyuya	id=g:922374
Muyombo	id=g:922375
Muyo	id=g:922376
Muyeye	id=g:922377
Muyeye	id=g:922378
Muyaka	id=g:922379
Muya	id=g:922380
Muwana	id=g:922381
Muvunda	id=g:922382
Muvumai	id=g:922383
Mutwila	id=g:922384
Mutwala	id=g:922385
Mututa	id=g:922386
Mutumbwe	id=g:922387
Mutumbe	id=g:922388
Mutuila	id=g:922389
Station Mutshatsha	id=g:922390
Mutshatsha	id=g:922391
Mutshatsha	id=g:922392
Mutoshi	id=g:922393
Mutombo	id=g:922394
Mutombo	id=g:922395
Mutombo	id=g:922396
Mutobo	id=g:922397
Mutepa	id=g:922398
Mutene	id=g:922399
Mutende	id=g:922400
Mutembo	id=g:922401
Mutebi	id=g:922402
Mutatu	id=g:922403
Mutanda	id=g:922404
Mutaka-Mwelwa	id=g:922405
Mutaka-Dilomba	id=g:922406
Mutabishia	id=g:922407
Muswafia	id=g:922408
Musule	id=g:922409
Musoshi	id=g:922410
Musoshi	id=g:922411
Musopetu	id=g:922412
Musonoi	id=g:922413
Musonoi	id=g:922414
Musonge	id=g:922415
Musomoka	id=g:922416
Musomoi	id=g:922417
Musomfu	id=g:922418
Musomfu	id=g:922419
Musolo	id=g:922420
Musokatanda	id=g:922421
Musiri	id=g:922422
Musinga	id=g:922423
Mushituka	id=g:922424
Mushishwa	id=g:922425
Mushinda	id=g:922426
Mushikatala	id=g:922427
Mushia	id=g:922428
Musepe	id=g:922429
Musenene	id=g:922430
Museneji	id=g:922431
Musema	id=g:922432
Musela	id=g:922433
Musansabantu	id=g:922434
Musangala	id=g:922435
Musambangombe	id=g:922436
Musalika	id=g:922437
Mura	id=g:922438
Muponga	id=g:922439
Mununga	id=g:922440
Munshi	id=g:922441
Munolenze	id=g:922442
Munlungwishi	id=g:922443
Muniengashi	id=g:922444
Muniao	id=g:922445
Muniafunshi	id=g:922446
Mungombe	id=g:922447
Mungomba	id=g:922448
Mungolunga	id=g:922449
Munama	id=g:922450
Mumena	id=g:922451
Mumbundu	id=g:922452
Mumbombo	id=g:922453
Mumba	id=g:922454
Mumakazuba	id=g:922455
Mulyashi	id=g:922456
Muluta	id=g:922457
Mulungwishi	id=g:922458
Mulungwishi	id=g:922459
Mulungwe	id=g:922460
Mulungushi	id=g:922461
Mulunda	id=g:922462
Mulunda	id=g:922463
Mulumbanana	id=g:922464
Mulumba	id=g:922465
Mululushi	id=g:922466
Mululu	id=g:922467
Muluka	id=g:922468
Mulueno	id=g:922469
Mulowa	id=g:922470
Mulowa	id=g:922471
Mulopwe ya Kaloku	id=g:922472
Mulopo	id=g:922473
Mulopo	id=g:922474
Mulopo	id=g:922475
Mulonga	id=g:922476
Mulonga	id=g:922477
Mulonda-Funda	id=g:922478
Mulonda	id=g:922479
Mulomba	id=g:922480
Mulomba	id=g:922481
Mulomba	id=g:922482
Mulomba	id=g:922483
Mulomba	id=g:922484
Mulola	id=g:922485
Muloeno	id=g:922486
Muliata	id=g:922487
Muliata	id=g:922488
Muleza	id=g:922489
Mulesu	id=g:922490
Mulengale	id=g:922491
Mulenga	id=g:922492
Mulemba	id=g:922493
Mulekelwa	id=g:922494
Mulapwa	id=g:922495
Mulando	id=g:922496
Mulandi	id=g:922497
Mukwishi	id=g:922498
Mukwezi	id=g:922499
Mukwembe	id=g:922500
Lac Mukushi	id=g:922501
Mukupa	id=g:922502
Mukungulu	id=g:922503
Mukunani	id=g:922504
Mukumbi	id=g:922505
Mukumbi	id=g:922506
Mukulukushia	id=g:922507
Mukuleshi	id=g:922508
Mukufwa	id=g:922509
Mukoshia	id=g:922510
Mukosai	id=g:922511
Mukonkoto	id=g:922512
Mukondo	id=g:922513
Chutes Mukolomone	id=g:922514
Mukol	id=g:922515
Mukinda	id=g:922516
Mukinda	id=g:922517
Mukilipa	id=g:922518
Mukenge	id=g:922519
Mukenge	id=g:922520
Mukembe	id=g:922521
Mukebo	id=g:922522
Mukea	id=g:922523
Mukanda	id=g:922524
Mukabe	id=g:922525
Mukabe	id=g:922526
Mujoka	id=g:922527
Muisha	id=g:922528
Muimba	id=g:922529
Muhongo	id=g:922530
Muhembe	id=g:922531
Mufwa	id=g:922532
Mufunta	id=g:922533
Mufunshi	id=g:922534
Mufumbi	id=g:922535
Mufimbi	id=g:922536
Muema	id=g:922537
Mueji	id=g:922538
Mubwe	id=g:922539
Mubombe	id=g:922540
Mubanda	id=g:922541
Muao	id=g:922542
Mualaba	id=g:922543
Muakoji	id=g:922544
Msipashi	id=g:922545
Mputa	id=g:922546
Mpulumani	id=g:922547
Mpao	id=g:922548
Mpandala	id=g:922549
Mpale	id=g:922550
Mpala-Katiaba	id=g:922551
Mose-Satshi-Hongo	id=g:922552
Monwezi	id=g:922553
Momena	id=g:922554
Molwe	id=g:922555
Molwe	id=g:922556
Mokoto	id=g:922557
Station Mokambo	id=g:922558
Mokambo	id=g:922559
Mokabe	id=g:922560
Mogabe	id=g:922561
Mofia	id=g:922562
Moatshi	id=g:922563
Station Misundu	id=g:922564
Misamba	id=g:922565
Mioba	id=g:922566
Minga	id=g:922567
Milemba Fisonga	id=g:922568
Mertens	id=g:922569
Mbusha	id=g:922570
Mbene	id=g:922571
Mazembe	id=g:922572
Matunga	id=g:922573
Matuku	id=g:922574
Matoka	id=g:922575
Mathen	id=g:922576
Matemba	id=g:922577
Matanga	id=g:922578
Matamba	id=g:922579
Matafu	id=g:922580
Matabula	id=g:922581
Masumba	id=g:922582
Masoji	id=g:922583
Masika	id=g:922584
Plateau de la Manika	id=g:922585
Mangi	id=g:922586
Manganda	id=g:922587
Manga-Manga	id=g:922588
Mampa	id=g:922589
Mamfwe	id=g:922590
Malumona	id=g:922591
Malulu	id=g:922592
Malonga	id=g:922593
Malo	id=g:922594
Mali	id=g:922595
Malenda	id=g:922596
Malemba	id=g:922597
Malekani	id=g:922598
Malata	id=g:922599
Malata	id=g:922600
Malambwe	id=g:922601
Malakula	id=g:922602
Makungu	id=g:922603
Makoti	id=g:922604
Makosa	id=g:922605
Makina	id=g:922606
Makemani	id=g:922607
Makemani	id=g:922608
Makekwa	id=g:922609
Makalu	id=g:922610
Maianda	id=g:922611
Mafuta	id=g:922612
Mafunda-Dembo	id=g:922613
Mafunda	id=g:922614
Mafinge	id=g:922615
Mafinge	id=g:922616
Mabwe	id=g:922617
Mabaya	id=g:922618
Luwowoshi	id=g:922619
Luweya	id=g:922620
Luweji	id=g:922621
Luveira	id=g:922622
Lutungulu	id=g:922623
Lutshipuka	id=g:922624
Lutoba	id=g:922625
Lutandula	id=g:922626
Lusumba	id=g:922627
Lushishi	id=g:922628
Lushimba	id=g:922629
Lusenga	id=g:922630
Lusanti	id=g:922631
Lusambo	id=g:922632
Lupunga	id=g:922633
Lupundu	id=g:922634
Lupoto	id=g:922635
Lupoto	id=g:922636
Lupondwe	id=g:922637
Lupembe	id=g:922638
Lupashia	id=g:922639
Lupashia	id=g:922640
Lupasha	id=g:922641
Lupasa	id=g:922642
Lupambashi	id=g:922643
Lunkube	id=g:922644
Station Lungenda	id=g:922645
Lungenda	id=g:922646
Lundumbi	id=g:922647
Lundu	id=g:922648
Lundi	id=g:922649
Lumpeba	id=g:922650
Lumpeba	id=g:922651
Lumpande	id=g:922652
Lumina	id=g:922653
Lumeji	id=g:922654
Lumbesa	id=g:922655
Lumbanya	id=g:922656
Lumata	id=g:922657
Lumana	id=g:922658
Lulua	id=g:922659
Lukutabwa	id=g:922660
Lukusashi	id=g:922661
Lukuni	id=g:922662
Lukubi	id=g:922663
Lukotola	id=g:922664
Lukoshi	id=g:922665
Lukoshi	id=g:922666
Lukombo	id=g:922667
Lukolula	id=g:922668
Lukele	id=g:922669
Lukeka	id=g:922670
Lukanga	id=g:922671
Lukanga	id=g:922672
Lukafu	id=g:922673
Lukafu	id=g:922674
Lujila	id=g:922675
Luivi	id=g:922676
Luiswishi	id=g:922677
Luiswishi	id=g:922678
Station Luishia	id=g:922679
Luishia	id=g:922680
Luina	id=g:922681
Luilu	id=g:922682
Luilu	id=g:922683
Luilu	id=g:922684
Luilu	id=g:922685
Lugenda	id=g:922686
Lufutizi	id=g:922687
Station Lufupa	id=g:922688
Chutes Lufupa	id=g:922689
Lufupa	id=g:922690
Lufupa	id=g:922691
Lufunfu	id=g:922692
Lac de Retenue de la Lufira	id=g:922693
Lueo	id=g:922694
Lueo	id=g:922695
Luendenga	id=g:922696
Luembe	id=g:922697
Lueleshi	id=g:922698
Lueji	id=g:922699
Lubwe	id=g:922700
Lubungwe	id=g:922701
Ville de Lubumbashi	id=g:922702
Lubumbashi	id=g:922703
Lubumbashi	id=g:922704
Lubumbashi	id=g:922705
Lubondo	id=g:922706
Lubombo	id=g:922707
Lubi	id=g:922708
Lubeni	id=g:922709
Lubembe Oriental	id=g:922710
Lubembe Occidental	id=g:922711
Lubemba	id=g:922712
Lubanga	id=g:922713
Lubale	id=g:922714
Luashi	id=g:922715
Luashi	id=g:922716
Luasaka	id=g:922717
Luau	id=g:922718
Luanza	id=g:922719
Luano	id=g:922720
Luanji	id=g:922721
Luampoko	id=g:922722
Station Luambo	id=g:922723
Luambo	id=g:922724
Luambo	id=g:922725
Lualaba Kraal	id=g:922726
Sous-Région du Lualaba	id=g:922727
Lualaba	id=g:922728
Luala	id=g:922729
Luala	id=g:922730
Luafi	id=g:922731
Luabo	id=g:922732
Loweshia	id=g:922733
Lola	id=g:922734
Lofwa	id=g:922735
Lofoie	id=g:922736
Lofoi	id=g:922737
Litengwe	id=g:922738
Likole	id=g:922739
Ville de Likasi	id=g:922740
Likasi	id=g:922741
Leza	id=g:922742
Le Marinel	id=g:922743
Le Marinel	id=g:922744
Kyele	id=g:922745
Kyambele	id=g:922746
Kyamazungu	id=g:922747
Kyamasumba	id=g:922748
Kyabuymbi	id=g:922749
Kyabukamba	id=g:922750
Kuyenga	id=g:922751
Kuvumbi	id=g:922752
Kutala	id=g:922753
Kusununu	id=g:922754
Parc National de Kundelungu	id=g:922755
Monts Kundelungu	id=g:922756
Kuliobwa	id=g:922757
Kukuyu	id=g:922758
Kukueka	id=g:922759
Kufi Ouest	id=g:922760
Kufi Est	id=g:922761
Konko	id=g:922762
Koni	id=g:922763
Koni	id=g:922764
Kondji	id=g:922765
Konda	id=g:922766
Komeshia	id=g:922767
Komeshia	id=g:922768
Komeshia	id=g:922769
Kombo	id=g:922770
Zone de Kolwezi	id=g:922771
Ville de Kolwezi	id=g:922772
Kolwezi	id=g:922773
Kokopa	id=g:922774
Kizungu	id=g:922775
Kiwele	id=g:922776
Kiwashi	id=g:922777
Kitumbo	id=g:922778
Kitubulushi	id=g:922779
Kitoma	id=g:922780
Kitesheni	id=g:922781
Kitatshi	id=g:922782
Kitana	id=g:922783
Kisununu	id=g:922784
Kisunka	id=g:922785
Kisumpa	id=g:922786
Kisuku	id=g:922787
Kisonga	id=g:922788
Kishingu	id=g:922789
Lac Kishiba-Pande	id=g:922790
Kishi	id=g:922791
Kishi	id=g:922792
Kishi	id=g:922793
Kisengere	id=g:922794
Kisenge	id=g:922795
Kisenda	id=g:922796
Kisenda	id=g:922797
Kisangwe	id=g:922798
Kisanga	id=g:922799
Kisanfu	id=g:922800
Kisamba	id=g:922801
Kisamamba	id=g:922802
Kirba	id=g:922803
Kipushia	id=g:922804
Zone de Kipushi	id=g:922805
Kipushi	id=g:922806
Kipushi	id=g:922807
Kipula	id=g:922808
Kipoya	id=g:922809
Kipora	id=g:922810
Kipopwa	id=g:922811
Kipoi	id=g:922812
Kipikeshieni	id=g:922813
Kipango-Kapungili	id=g:922814
Kiombo	id=g:922815
Kiolokosa	id=g:922816
Kinsununu	id=g:922817
Kinkubala	id=g:922818
Kinke	id=g:922819
Kinka	id=g:922820
Kinika	id=g:922821
Kiniama	id=g:922822
Kinga	id=g:922823
Kinfwi	id=g:922824
Kinemena	id=g:922825
Kindalo	id=g:922826
Kimwanga	id=g:922827
Kimpompo	id=g:922828
Kimpamba	id=g:922829
Kimpamata	id=g:922830
Kimpala	id=g:922831
Kimono	id=g:922832
Kimeko	id=g:922833
Kilukusha	id=g:922834
Kilomwele	id=g:922835
Kilepa	id=g:922836
Kilepa	id=g:922837
Kilembwe	id=g:922838
Kilawili	id=g:922839
Kilawale	id=g:922840
Kilangwa	id=g:922841
Kikuyu	id=g:922842
Kikungu	id=g:922843
Kikonshia	id=g:922844
Kikani	id=g:922845
Kikanda	id=g:922846
Kikanda	id=g:922847
Kifwanakena	id=g:922848
Kifundu	id=g:922849
Kifumanzi	id=g:922850
Kifukula	id=g:922851
Kifinda	id=g:922852
Kifiale-Fiale	id=g:922853
Kienge	id=g:922854
Kienda	id=g:922855
Kiembe	id=g:922856
Kibuye	id=g:922857
Kibokota	id=g:922858
Kibilo	id=g:922859
Kibiliti	id=g:922860
Kibende	id=g:922861
Kibale	id=g:922862
Kibalashi	id=g:922863
Kibalashi	id=g:922864
Kibafu	id=g:922865
Kiapewa	id=g:922866
Grottes de Kiantapo	id=g:922867
Kiambashi	id=g:922868
Kiala	id=g:922869
Kiala	id=g:922870
Kiakulimba	id=g:922871
Kiakoto	id=g:922872
Kiabu	id=g:922873
Kiabangaulwe	id=g:922874
Kiaba	id=g:922875
Keshye	id=g:922876
Kenya	id=g:922877
Kengere	id=g:922878
Kene	id=g:922879
Kazungu	id=g:922880
Kazua	id=g:922881
Kazua	id=g:922882
Kaziza	id=g:922883
Kazembe Kiapanshia	id=g:922884
Kazembe	id=g:922885
Kazembe	id=g:922886
Kazembe	id=g:922887
Kazembe	id=g:922888
Kazembe	id=g:922889
Kayuka	id=g:922890
Station Kayoyo	id=g:922891
Kayoyo	id=g:922892
Kayoyo	id=g:922893
Kayombo	id=g:922894
Kayeye	id=g:922895
Kayembe	id=g:922896
Kayeke	id=g:922897
Kayamba Biungwe	id=g:922898
Kayamba	id=g:922899
Kawuta	id=g:922900
Kawimba	id=g:922901
Kawewe	id=g:922902
Kawanga	id=g:922903
Chutes Kawa	id=g:922904
Kaulungombe	id=g:922905
Katweo	id=g:922906
Katutwa	id=g:922907
Katuta	id=g:922908
Katshongo	id=g:922909
Katshitao	id=g:922910
Katoto	id=g:922911
Katoto	id=g:922912
Katota	id=g:922913
Katota	id=g:922914
Katopwa	id=g:922915
Katonto	id=g:922916
Katonia	id=g:922917
Katonga	id=g:922918
Katoka	id=g:922919
Katofio	id=g:922920
Katobyo	id=g:922921
Katete	id=g:922922
Katentania	id=g:922923
Katentania	id=g:922924
Katentania	id=g:922925
Katengube	id=g:922926
Katende	id=g:922927
Katende	id=g:922928
Katende	id=g:922929
Katenda	id=g:922930
Katembula	id=g:922931
Katema	id=g:922932
Kateba	id=g:922933
Katatshi	id=g:922934
Katatshi	id=g:922935
Katanta	id=g:922936
Katanga	id=g:922937
Katanga	id=g:922938
Katanga	id=g:922939
Katala	id=g:922940
Katai	id=g:922941
Kataba	id=g:922942
Kasumbwe	id=g:922943
Kasumbalesa	id=g:922944
Kasumba	id=g:922945
Kasulu	id=g:922946
Kasu	id=g:922947
Kasota	id=g:922948
Kasonkomoma	id=g:922949
Kasonkama	id=g:922950
Kasongo	id=g:922951
Kasonga	id=g:922952
Kasonda	id=g:922953
Kasompo	id=g:922954
Kasomeno	id=g:922955
Kasombo	id=g:922956
Kasolo	id=g:922957
Kasoku	id=g:922958
Kasofu	id=g:922959
Kasitawaya	id=g:922960
Kasinga	id=g:922961
Kashibashi	id=g:922962
Kashala	id=g:922963
Zone de Kasenga	id=g:922964
Kasenga	id=g:922965
Kasenga	id=g:922966
Kasekelesa	id=g:922967
Kaseke	id=g:922968
Kaseke	id=g:922969
Kasebaula	id=g:922970
Kasapa	id=g:922971
Kasanunu	id=g:922972
Kasangwa	id=g:922973
Kasangulu	id=g:922974
Kasangula	id=g:922975
Kasangila	id=g:922976
Kasangani	id=g:922977
Kasanda	id=g:922978
Kasaji	id=g:922979
Kasai	id=g:922980
Karavia	id=g:922981
Karavia	id=g:922982
Kapwe Moganga	id=g:922983
Kapwa	id=g:922984
Kapushia	id=g:922985
Kapungwe	id=g:922986
Kapungu	id=g:922987
Kapundu	id=g:922988
Kapunda	id=g:922989
Kapumba	id=g:922990
Kaponge	id=g:922991
Kaponda	id=g:922992
Kaponda	id=g:922993
Kapombo	id=g:922994
Kapolowe	id=g:922995
Kapoba	id=g:922996
Kapita	id=g:922997
Kapiri	id=g:922998
Kapila	id=g:922999
Kapiha	id=g:923000
Kapepa	id=g:923001
Kapenda	id=g:923002
Kapemba	id=g:923003
Kapema	id=g:923004
Kapela	id=g:923005
Kapeba	id=g:923006
Kapatu	id=g:923007
Kapata	id=g:923008
Kapaso	id=g:923009
Kapanga	id=g:923010
Kapande	id=g:923011
Kanzenze	id=g:923012
Kanunka	id=g:923013
Kanuki	id=g:923014
Station Kanuka	id=g:923015
Kantu	id=g:923016
Kantabile	id=g:923017
Kanshiba	id=g:923018
Kansenia	id=g:923019
Kansenia	id=g:923020
Kanoni	id=g:923021
Kankuna	id=g:923022
Kaniovu	id=g:923023
Kaniola	id=g:923024
Kanimbo	id=g:923025
Kanieke	id=g:923026
Kaniakula	id=g:923027
Kangoi	id=g:923028
Kanema	id=g:923029
Kanema	id=g:923030
Kandunga	id=g:923031
Kanduke	id=g:923032
Kando	id=g:923033
Kandende	id=g:923034
Kandeke	id=g:923035
Kandandji	id=g:923036
Kandala	id=g:923037
Kanda-Kanda	id=g:923038
Kanama	id=g:923039
Kanalenga	id=g:923040
Kamwanga	id=g:923041
Kamuse	id=g:923042
Kamungu	id=g:923043
Kamungu	id=g:923044
Kampumpa	id=g:923045
Station Kampemba	id=g:923046
Kamoyo	id=g:923047
Kamoto	id=g:923048
Kamongo	id=g:923049
Kamoa	id=g:923050
Kamina	id=g:923051
Kamfwe	id=g:923052
Kambwandji	id=g:923053
Kambuze	id=g:923054
Kambulu	id=g:923055
Kamboyi	id=g:923056
Zone de Kambove	id=g:923057
Kambove	id=g:923058
Kambove	id=g:923059
Kambeya	id=g:923060
Kambandja	id=g:923061
Kamawe	id=g:923062
Kamatanda	id=g:923063
Kamangu	id=g:923064
Kamalenge	id=g:923065
Kalwe	id=g:923066
Kalwa	id=g:923067
Kalunkumia	id=g:923068
Kalunkuma	id=g:923069
Kalundu	id=g:923070
Kalundu	id=g:923071
Kalundafialo	id=g:923072
Kalumbwe	id=g:923073
Kalumbami	id=g:923074
Kalulu	id=g:923075
Kalulu	id=g:923076
Kalule Sud	id=g:923077
Kalula	id=g:923078
Kalukambo	id=g:923079
Kaluba	id=g:923080
Kaluani	id=g:923081
Kalongo	id=g:923082
Kalonga	id=g:923083
Kalomo	id=g:923084
Kalombo	id=g:923085
Kalombo	id=g:923086
Kaloko	id=g:923087
Chutes Kaloba	id=g:923088
Kaliongo	id=g:923089
Kaliniki	id=g:923090
Kalikishia	id=g:923091
Kalifungu	id=g:923092
Kalenge	id=g:923093
Kalenga	id=g:923094
Kalenda	id=g:923095
Kalemba	id=g:923096
Kalema	id=g:923097
Kale	id=g:923098
Kalasa	id=g:923099
Kalasa	id=g:923100
Kalasa	id=g:923101
Kalasa	id=g:923102
Kalala	id=g:923103
Kalala	id=g:923104
Kalala	id=g:923105
Kakwata	id=g:923106
Kakumba	id=g:923107
Kakontwe	id=g:923108
Kakompe	id=g:923109
Kakielo	id=g:923110
Kakenga	id=g:923111
Kakanda	id=g:923112
Kakanda	id=g:923113
Kakanda	id=g:923114
Kajila	id=g:923115
Kaimbi	id=g:923116
Kahundu	id=g:923117
Kahenda	id=g:923118
Kafwira	id=g:923119
Kafuta	id=g:923120
Kafushia	id=g:923121
Kafupana	id=g:923122
Kafupa	id=g:923123
Kafuna	id=g:923124
Kafumpwa	id=g:923125
Kafumbata	id=g:923126
Kafula	id=g:923127
Kafufwe	id=g:923128
Kafubu	id=g:923129
Kafubu	id=g:923130
Kafindo	id=g:923131
Kafila	id=g:923132
Kadima	id=g:923133
Kadilo	id=g:923134
Kadelenge	id=g:923135
Kabwita	id=g:923136
Kabwebwe	id=g:923137
Kabwebwe	id=g:923138
Kabwalala	id=g:923139
Kabundji	id=g:923140
Kabundi	id=g:923141
Kabunda	id=g:923142
Station Kabumba	id=g:923143
Kabua	id=g:923144
Kabongo	id=g:923145
Kabonge	id=g:923146
Kabonga	id=g:923147
Kabolwe	id=g:923148
Kabo	id=g:923149
Kabisonga	id=g:923150
Kabingandu	id=g:923151
Kabinda	id=g:923152
Kabinda	id=g:923153
Kabiashia	id=g:923154
Kabesa	id=g:923155
Kabende	id=g:923156
Kabemba	id=g:923157
Kabemba	id=g:923158
Kabeba	id=g:923159
Kabangu	id=g:923160
Kabambala	id=g:923161
Kabamba	id=g:923162
Kabale	id=g:923163
Johnston Falls	id=g:923164
Jimbo	id=g:923165
Itoko	id=g:923166
Irumi Hills	id=g:923167
Inakiluba	id=g:923168
Inabanza	id=g:923169
Imbe	id=g:923170
Ilunga	id=g:923171
Ikonga	id=g:923172
Sous-Région du Haut-Shaba	id=g:923173
Gungu	id=g:923174
Gumbo	id=g:923175
Guba	id=g:923176
Gongo	id=g:923177
Gombela	id=g:923178
Goma	id=g:923179
Goami	id=g:923180
Chutes Giraud	id=g:923181
Galu	id=g:923182
Galande	id=g:923183
Fuwe	id=g:923184
Futweji	id=g:923185
Fungurume	id=g:923186
Fundamukanwa	id=g:923187
Francqui	id=g:923188
Fota	id=g:923189
Fitalu Hills	id=g:923190
Fembe	id=g:923191
Étoile	id=g:923192
Embe	id=g:923193
Dumba	id=g:923194
Dumba	id=g:923195
Dua	id=g:923196
Dua	id=g:923197
Dua	id=g:923198
Dona	id=g:923199
Djoni	id=g:923200
Djolomba	id=g:923201
Djimina	id=g:923202
Djemusi	id=g:923203
Djamba	id=g:923204
Divuma	id=g:923205
Divuma	id=g:923206
Diunga	id=g:923207
Ditanto	id=g:923208
Disiloshi	id=g:923209
Disele	id=g:923210
Dipeta	id=g:923211
Dipeta	id=g:923212
Dingoma	id=g:923213
Dilungu	id=g:923214
Dilombwe	id=g:923215
Zone de Dilolo	id=g:923216
Dilolo	id=g:923217
Dilolo	id=g:923218
Dikuku	id=g:923219
Dikonzo	id=g:923220
Dikokwa	id=g:923221
Dikepa	id=g:923222
Station Dikapa	id=g:923223
Dikanza	id=g:923224
Dembo	id=g:923225
Delcommune	id=g:923226
Casimiri	id=g:923228
Bwetshi	id=g:923229
Bwanga	id=g:923230
Bwalia	id=g:923231
Buza	id=g:923232
Butu	id=g:923233
Busunu	id=g:923234
Busumba	id=g:923235
Busanga	id=g:923236
Burundwe	id=g:923237
Bunkeya	id=g:923238
Bunkeya	id=g:923239
Bungu Bungu	id=g:923240
Bundala	id=g:923241
Bumbu	id=g:923242
Bumbu	id=g:923243
Station Buluo	id=g:923244
Buluo	id=g:923245
Buleya	id=g:923246
Bulangulu Hills	id=g:923247
Buchinga	id=g:923248
Brakia	id=g:923249
Bona	id=g:923250
Boma	id=g:923251
Bobola	id=g:923252
Boa	id=g:923253
Biano	id=g:923254
Bia	id=g:923255
Beleshi	id=g:923256
Beleka	id=g:923257
Bebe	id=g:923258
Baya	id=g:923259
Bavu	id=g:923260
Bavu	id=g:923261
Bangula	id=g:923262
Bangu	id=g:923263
Bangalala	id=g:923264
Balala	id=g:923265
Kilando	id=g:1098718
Katuba	id=g:1099060
Sumbiriri	id=g:1099061
Katangala	id=g:1099062
Kabulili	id=g:1099063
Temio	id=g:1099064
Kanwampungu	id=g:1099065
Mashikini	id=g:1099066
Matelo	id=g:1099067
Mutwamina	id=g:1099068
Kabono	id=g:1099069
Mufufushi	id=g:1099070
