Jabal Dilling	id=g:376449
Al Khishem	id=g:379238
Al Khulaywah	id=g:379239
Al Khūlāb	id=g:379240
Al Kherat	id=g:379241
Al Khayrān	id=g:379242
Al Khayl	id=g:379243
Al Khawr	id=g:379244
Al Khawr	id=g:379245
Al Khawr	id=g:379246
Al Khawālidah	id=g:379247
Al Khawālidah	id=g:379248
Al Khatmiyya Gharb	id=g:379249
Al Kharub	id=g:379250
Khartoum North	id=g:379251
Khartoum	id=g:379252
Wilāyat al Kharţūm	id=g:379253
Al Khartah	id=g:379254
Al Kharawia	id=g:379255
Al Kharāba Qarrāsh	id=g:379256
Al Khandaq	id=g:379257
El Kerkera	id=g:379258
Al Kerfoniyat	id=g:379259
Qaryat al Kiremt	id=g:379260
Al Kiremit al ‘Arakiyyīn	id=g:379261
Al Keranis	id=g:379262
Al Kelgaya	id=g:379263
Al Kaylah	id=g:379264
Al Kawāhilah	id=g:379265
Al Kawāhilah	id=g:379266
Al Kawāhilah	id=g:379267
Al Kawāhilah	id=g:379268
Al Kawāhilah	id=g:379269
Al Kawāhilah	id=g:379270
Al Kawāhilah	id=g:379271
Al Kawa	id=g:379272
Al Katib	id=g:379273
Al Kassira	id=g:379274
Al Karru	id=g:379275
Karūri	id=g:379276
Al Karkarai	id=g:379277
Al Karānik	id=g:379278
Al Karai	id=g:379279
Al Karabah	id=g:379280
Al Karabah	id=g:379281
Al Karab	id=g:379282
Al Kanīsah	id=g:379283
Al Kāmilīn	id=g:379284
Al Kalbah	id=g:379285
Al Kalb	id=g:379286
Al Kalagi	id=g:379287
Al Kaḩīlah	id=g:379288
Al Kadādah	id=g:379289
Al Kabbah	id=g:379290
Al Kabābīsh	id=g:379291
Kababish	id=g:379292
Al Kabābīsh	id=g:379293
Al Kabābīsh	id=g:379294
Al Kāb	id=g:379295
Al Juzayrah	id=g:379296
Hillat el Giwer	id=g:379297
Al Jurf	id=g:379298
Al Jurayf	id=g:379299
Al Jundī	id=g:379300
Al Jundī	id=g:379301
Al Junaynah Fort	id=g:379302
El Geneina	id=g:379303
Aj Jined Al Bayyāra	id=g:379304
Al Jummū‘īyah	id=g:379306
Aj Jammu‘iyya	id=g:379307
Al Jummayzah	id=g:379308
Al Jummayzah	id=g:379309
Al Jumayl	id=g:379310
Al Jufayrah	id=g:379311
Al Jubayn	id=g:379312
Al Jubaylīyah	id=g:379313
Aj Jabaliyya	id=g:379314
Al Jubaylāt	id=g:379315
Al Joghub	id=g:379316
Al Jogha	id=g:379317
Al Jodi	id=g:379318
Al Jīyah	id=g:379319
Al Jirrīyah	id=g:379320
Al Jimāl	id=g:379321
Al Jimāl	id=g:379322
Al Jim‘	id=g:379323
Al Jiddī	id=g:379324
Al Jiddī	id=g:379325
Al Jazīrah	id=g:379326
Al Jazīrah	id=g:379327
Mudīrīyat al Jazīrah	id=g:379328
Al Jazā’ir	id=g:379329
Al Jazā’ir	id=g:379330
Ej Jayli	id=g:379331
Al Jawharah	id=g:379332
Al Jawāmi‘ah	id=g:379333
Al Jawābirah	id=g:379334
Al Jarār	id=g:379335
Al Jannāyah	id=g:379336
Al Jammām	id=g:379337
Al Jamāmīyah	id=g:379338
Al Jamāmah	id=g:379339
Al Jamadī	id=g:379340
Al Ja‘līyīn	id=g:379341
Al Ja‘līyīn	id=g:379342
Aj Jabalen	id=g:379343
Hillat el ‘Alyabegbai	id=g:379344
Aliab East	id=g:379345
Aliab	id=g:379346
Mahttat el A‘lyab	id=g:379347
‘Alīyāb	id=g:379348
Al Qal’a al ‘Alya	id=g:379349
Al Mudīrīyah al Istiwā’īyah ash Sharqīyah	id=g:379350
Al Wilāyah al Istiwā'īyah	id=g:379351
Al Ishab	id=g:379352
Al ‘Irq	id=g:379353
Jabal Alimula	id=g:379354
Ali Mboko	id=g:379355
Burqat ‘Alī Manīn	id=g:379356
Jabal al ‘Ālim	id=g:379357
‘Alī Kordali	id=g:379358
Alikalai	id=g:379359
‘Alī Golo	id=g:379360
Jibāl Aliq	id=g:379361
Aliet	id=g:379362
‘Ali Dellu	id=g:379363
Al ‘Iddah	id=g:379364
Al Ibnoia	id=g:379365
Jabal ‘Alī Barşī	id=g:379366
Aliang	id=g:379367
‘Alī Abū Dulayq	id=g:379368
‘Aliab Keilab	id=g:379369
‘Aliab Fadniya	id=g:379370
‘Aliab	id=g:379371
Aliab	id=g:379372
El A‘lyab	id=g:379373
‘Aliab	id=g:379374
‘Alī	id=g:379375
Al Huweirat	id=g:379376
Al Huwaiyir	id=g:379377
Al Husheim	id=g:379378
Al Husheib	id=g:379379
Al Ḩusaynāt	id=g:379380
Al Ḩusaynāt	id=g:379381
Al Ḩusayn	id=g:379382
Al Ḩuqnah	id=g:379383
Al Ḩumrah	id=g:379384
Al Ḩumr	id=g:379385
Al Ḩumr	id=g:379386
Al Ḩumr	id=g:379387
El Humeir el Muaggerat	id=g:379388
Al Humara	id=g:379389
Al Hulaylah	id=g:379390
El Hileifi	id=g:379391
Al Hijlīja	id=g:379392
Al Ḩujaylīj	id=g:379393
Al Ḩufrah	id=g:379394
Al Ḩufayr	id=g:379395
Al Ḩudayd	id=g:379396
Al Hideba	id=g:379397
Al Huḑayb	id=g:379398
Al Huda	id=g:379399
Al Hoi	id=g:379400
Al Ho	id=g:379401
Al Ḩīţān	id=g:379402
Al Himara	id=g:379403
Al Hilleiyil	id=g:379404
Al Ḩillah	id=g:379405
Al Hilāliyya	id=g:379406
Al Heleiba	id=g:379407
Al Hebeika	id=g:379408
Al Ḩayd	id=g:379409
Al Haybah	id=g:379410
Hosh Wad Banaqa	id=g:379411
Al Ḩosh	id=g:379412
Al Ḩawāzimah	id=g:379413
Al Ḩawāzimah	id=g:379414
Hawawir	id=g:379415
Al Ḩawātah	id=g:379416
Al Hawashin	id=g:379417
Al Ḩassānīyah	id=g:379418
Al Ḩaşīrah	id=g:379419
Al Ḩashsh	id=g:379420
Al Hashima	id=g:379421
Al Hashau	id=g:379422
Al Ḩashā’im	id=g:379423
Hillat al Hiderab	id=g:379424
Al Ḩasan ‘Abd al Qādir	id=g:379425
Al Qlabat al Hassanab	id=g:379426
Al Ḩaşāḩīşa	id=g:379427
Al Ḩarr	id=g:379428
El Harr	id=g:379429
Al Ḩarīqah	id=g:379430
Al Ḩarāz	id=g:379431
Al Ḩarāz	id=g:379432
Al Haragis	id=g:379433
Al Hanakir	id=g:379434
Al Ḩanakāt	id=g:379435
El Hamra	id=g:379436
Hafir al Hamra	id=g:379437
Al Ḩamrā’	id=g:379438
Al Ḩamrā’	id=g:379439
Al Ḩammādīyah	id=g:379440
Al Hamerib	id=g:379441
Al Ḩamdāb	id=g:379442
Al Ḩamdāb	id=g:379443
Al Ḩamdāb	id=g:379444
Al Hamari	id=g:379445
Al Ḩamar	id=g:379446
Al Ḩamal	id=g:379447
Al Ḩamad	id=g:379448
Al Ḩallūfah	id=g:379449
Al Ḩallūf	id=g:379450
Al Ḩalīmāb	id=g:379451
Al Ḩalawīyīn	id=g:379452
Al Hakamab West	id=g:379453
Al Ḩajlījah	id=g:379454
Al Ḩājj Rābiḩ	id=g:379455
Al Ḩājj	id=g:379456
Mahatat Al Hajiz	id=g:379457
Al Ḩājiz	id=g:379458
Al Ḩājiz	id=g:379459
Al Ḩajar	id=g:379460
Al Ḩajar	id=g:379461
Al Ḩajar	id=g:379462
Al Ḩajar	id=g:379463
Al Ḩajālīj	id=g:379464
El Hagib Abu Gidad	id=g:379465
Al Hageina as Suq	id=g:379466
Al Hageina	id=g:379467
Al Hagagia	id=g:379468
Al Ḩajāb	id=g:379469
Al Ḩafīrah	id=g:379470
Al Haf	id=g:379471
Al Hadanduwah	id=g:379472
Al Hadabah	id=g:379473
Al Habīlāyah	id=g:379474
El Habila	id=g:379475
Al Habbānīyah	id=g:379476
Al Habbānīyah	id=g:379477
Al Gyuddul	id=g:379478
Al Guweighina	id=g:379479
Al Guweighina	id=g:379480
Al Guruna	id=g:379481
Al Gurra‘a ‘Abd al Ghanī	id=g:379482
Al Guroh	id=g:379483
Geref Hamad Alla	id=g:379484
Al Guraba	id=g:379485
Al Gulmaya	id=g:379486
Al Gulmaya	id=g:379487
Al Gulishan	id=g:379488
Al Goghan	id=g:379489
Al Goei	id=g:379490
Al Godein	id=g:379491
Al Ghurūd	id=g:379492
Al Ghurayd	id=g:379493
Al Ghuraybah	id=g:379494
Al Ghurayb	id=g:379495
Al Ghabshān	id=g:379496
Al Ghubayshah	id=g:379497
Al Ghubayshāb	id=g:379498
Al Ghīlah	id=g:379499
Al Ghereit	id=g:379500
Al Gheibish	id=g:379501
Al Ghassiba	id=g:379502
Al Ghasein	id=g:379503
Al Ghanamah	id=g:379504
Al Ghannāma	id=g:379505
Al Ghanamah	id=g:379506
Al Ghabsha	id=g:379507
Al Ghābah	id=g:379508
Al Geria	id=g:379509
Al Gedul	id=g:379510
Al Gediyat	id=g:379511
El Geddi	id=g:379512
Al Geddara	id=g:379513
Al Gedab	id=g:379514
Al Gebir	id=g:379515
Aj Jarif	id=g:379516
Al Gara	id=g:379517
Al Ganaet	id=g:379518
Al Gana	id=g:379519
Al Galgala	id=g:379520
Al Gagad	id=g:379521
Al Futayḩāb	id=g:379522
El Fereikha & El Haffab	id=g:379523
Al Furay‘ah	id=g:379524
Al Furay‘	id=g:379525
Al Furay‘	id=g:379526
Al Fura	id=g:379527
Al Fuqarā’	id=g:379528
Al Fuqarā’	id=g:379529
Al Faqar	id=g:379530
Al Funj	id=g:379531
Al Fonj	id=g:379532
Al Fūlah	id=g:379533
Al Fūla	id=g:379534
Al Fūlah	id=g:379535
El Fijeja	id=g:379536
Al Fuda	id=g:379537
Al Firqah	id=g:379538
Al Filya	id=g:379539
Al Fīl	id=g:379540
Al Fifi	id=g:379541
Al Feyat	id=g:379542
Al Feris	id=g:379543
Al Feras	id=g:379544
Al Fazaru	id=g:379545
Hafir El Fazariyya	id=g:379546
Al Fayj Ḩamadnā Allāh	id=g:379547
Al Fayḑ	id=g:379548
Al Fayḑ	id=g:379549
Al Fayḑ	id=g:379550
Al Fawj	id=g:379551
Al Fāw	id=g:379552
Al Fāw	id=g:379553
Al Fāw	id=g:379554
El Fasher	id=g:379555
Al Fashāshawyah	id=g:379556
Al Farīdah	id=g:379557
Al Farajāb	id=g:379558
Al Fa’r	id=g:379559
Al Faqqūşah	id=g:379560
Al Fanadik	id=g:379561
Al Fama	id=g:379562
Al Fallātah	id=g:379563
Al Fallātah	id=g:379564
Al Fallātah	id=g:379565
Al Fakī al Amīn	id=g:379566
Fakārīn	id=g:379567
Al Faiqa	id=g:379568
Al Faei	id=g:379569
Al Faḑlāb	id=g:379570
El Fahalab	id=g:379571
Hillat al Fanqoba	id=g:379572
Alet	id=g:379573
Al Eseilat	id=g:379574
Jabal Aleru	id=g:379575
Alelpaich	id=g:379576
Al Elain	id=g:379577
Alel	id=g:379578
Alel	id=g:379579
Alel	id=g:379580
Alek	id=g:379581
Alek	id=g:379582
Al Eiwad	id=g:379583
Jabal Aleig	id=g:379584
Al Eguliyat	id=g:379585
Alduro	id=g:379586
Al Byeara	id=g:379587
Al Buweitib	id=g:379588
Al Buwayḑah	id=g:379589
Al Buweḑā	id=g:379590
Al Buwayḑah	id=g:379591
Al Buwayḑah	id=g:379592
Al Buţānah	id=g:379593
Al Burmah	id=g:379594
Al Burj	id=g:379595
Al Burayşī	id=g:379596
Al Burayş	id=g:379597
Al Buraydī	id=g:379598
Al Buqayr	id=g:379599
Al Buqayr	id=g:379600
Al Buheimer	id=g:379601
Mudīrīyat al Buḩayrāt	id=g:379602
Al Buḩayr	id=g:379603
Al Buḩayr	id=g:379604
Al Buddī	id=g:379605
Al Budayrīyah	id=g:379606
Al Budayrīyah	id=g:379607
Al Budayrīyah	id=g:379608
Al Bolis	id=g:379609
Al Boksa al Marfuta	id=g:379610
Al Bodi	id=g:379611
Al Bobaya	id=g:379612
Al Bishārīyīn	id=g:379613
Al Bishārayāb	id=g:379614
Al Bishārayāb	id=g:379615
Al Birshama	id=g:379616
Al Birqid Dali	id=g:379617
Al Birqid	id=g:379618
Al Birkah	id=g:379619
Al Biri	id=g:379620
Al Biri	id=g:379621
Al Bi’r	id=g:379622
Al Bereigwiat	id=g:379623
Al Bardāb	id=g:379624
Al Beniya	id=g:379625
Al Beiri	id=g:379626
Al Baz‘ah	id=g:379627
Al ‘Omarab	id=g:379628
Al Bayḑā’	id=g:379629
El Bauga	id=g:379630
El Batuniya	id=g:379631
Al Baţḩā’	id=g:379632
Al Baţḩā’	id=g:379633
Al Baţāḩīn	id=g:379634
Al Baţāḩīn	id=g:379635
Al Bashīr Ibrāhīm	id=g:379636
Al Bashīrī	id=g:379637
Al Bashāmah	id=g:379638
Al Bashām	id=g:379639
Al Basabir	id=g:379640
Al Basa	id=g:379641
El Barun	id=g:379642
Al Bārūd	id=g:379643
Al Barşā’	id=g:379644
Al Baraq	id=g:379645
Al Barāqna	id=g:379646
Al Bar	id=g:379647
Al Baqqārah	id=g:379648
Mahatat al Baqer	id=g:379649
Al Baniyya	id=g:379650
Al Bān	id=g:379651
Al Bakrī	id=g:379652
Al Baḩrīyah	id=g:379653
Mudīrīyat al Baḩr al Aḩmar	id=g:379654
Mudīrīyat al Baḩr al Abyaḑ	id=g:379655
Al Bāḩ	id=g:379656
Al Bāb	id=g:379657
Al Azraq	id=g:379658
Al Azraq	id=g:379659
El ‘Azib	id=g:379660
Al ‘Azzāzi	id=g:379661
Al ‘Azāzah	id=g:379662
El ‘Ein	id=g:379663
Al ‘Ayn	id=g:379664
Al ‘Ayn	id=g:379665
Al ‘Elafon	id=g:379666
Khor Al-A-Yei	id=g:379667
Al Wilāyah al Wusţá	id=g:379668
Al ‘Awjā’	id=g:379669
Al Awei	id=g:379670
El Awatib	id=g:379671
Ala‘awaj	id=g:379672
Al ‘Awadi	id=g:379673
Al ‘Awada	id=g:379674
Qawz al Alawa	id=g:379675
Alauna	id=g:379676
Al ‘Aţrūn	id=g:379677
Al ‘Aţrūn	id=g:379678
Al ‘Aţāyā	id=g:379679
Alat	id=g:379680
Al Ashrāf	id=g:379681
Al Ashrāf	id=g:379682
War Alart	id=g:379683
Al ‘Arshah	id=g:379684
Al ‘Arqān	id=g:379685
Al Arki	id=g:379686
Al ‘Arīs	id=g:379687
Al ‘Arid	id=g:379688
Jabal Alarambi	id=g:379689
Al ‘Arakīyīn	id=g:379690
Al Arāk	id=g:379691
Al Arāk	id=g:379692
Al Arāk	id=g:379693
Al ‘Arā’ish	id=g:379694
Al ‘Arā’ish	id=g:379695
Al ‘Arā’ish	id=g:379696
Al ‘Aradeiba Jazīrah	id=g:379697
Al ‘Aradeiba	id=g:379698
Al ‘Aradeib	id=g:379699
El ‘Aradeib	id=g:379700
Al Aradaya	id=g:379701
Arabai	id=g:379702
Khawr al ‘Alaqah	id=g:379703
Karabat al ‘Alaqah	id=g:379704
Hillat el ‘Aqqada	id=g:379705
Alangari	id=g:379706
Al ‘Angareib	id=g:379707
Alanga	id=g:379708
Hafir al Anabtl	id=g:379709
Alan	id=g:379710
Al ‘Amūd al Akhḑar	id=g:379711
Al ‘Ammah	id=g:379712
El ‘Amri	id=g:379713
Al Amira	id=g:379714
Al Amīn	id=g:379715
Al Amīn	id=g:379716
Al Amīn	id=g:379717
Al ‘Amārīn	id=g:379718
Al Amar’ar	id=g:379719
Al Amar’ar	id=g:379720
Al ‘Amara	id=g:379721
Al ‘Amārah	id=g:379722
Al ‘Amārah	id=g:379723
Bi’r al ‘Alam	id=g:379724
Al ‘Ālim	id=g:379725
‘Alālī	id=g:379726
Al ‘Alaqah	id=g:379727
Al ‘Alaga	id=g:379728
Qoz al Alali	id=g:379729
Khawr Alal	id=g:379730
Al Akhḑar	id=g:379731
Alak	id=g:379732
Al ‘Ajūz	id=g:379733
Jabal Alaitriba	id=g:379734
Alaitoi	id=g:379735
Al Ait	id=g:379736
Al Aiadia	id=g:379737
Ahamda Suwarab	id=g:379738
Al Aḩāmidah	id=g:379739
Al Aḩāmidah	id=g:379740
Al Aḩāmidah	id=g:379741
Khor Ligay	id=g:379742
Al Aghbash	id=g:379743
Al Agharr	id=g:379744
Alaga	id=g:379745
Al Aftaḩ	id=g:379746
Bir Alafot	id=g:379747
Al ‘Affaḍ	id=g:379748
Al ‘Adara	id=g:379749
Wādī Alada	id=g:379750
Hafir al Lada	id=g:379751
Al Abyaḑ	id=g:379752
Al Abtar	id=g:379753
Alabilab Plain	id=g:379754
Al ‘Abdīyah	id=g:379755
Al ‘Abdalī	id=g:379756
Al ‘Abbāsīyah	id=g:379757
Al ‘Abbāsiyya	id=g:379758
Khawr Akwot	id=g:379759
Akwot	id=g:379760
Akwot	id=g:379761
Akwongyik	id=g:379762
Akwongrail	id=g:379763
Akwongdau	id=g:379764
Akwongdair	id=g:379765
Akwong Bridge	id=g:379766
Akwong	id=g:379767
Akwoing	id=g:379768
Akwir	id=g:379769
Akwero	id=g:379770
Akwenno	id=g:379771
Akwena Ridge	id=g:379772
Akwei	id=g:379773
Akwār	id=g:379774
Bi’r Akwamtra	id=g:379775
Akwaj	id=g:379776
Akwaiya	id=g:379777
Akwairmam	id=g:379778
Akwain	id=g:379779
Akwain	id=g:379780
Akwai	id=g:379781
Akwai	id=g:379782
Khor Ukhad	id=g:379783
Akurwa	id=g:379784
Akur Island	id=g:379785
Jabal Akuri	id=g:379786
Akur	id=g:379787
Akur	id=g:379788
Akun	id=g:379789
Akumathia Swamp	id=g:379790
Ākobo Wenz	id=g:379791
Akūbū	id=g:379792
Mashra‘ Akrib	id=g:379793
Akoweit	id=g:379794
Akot	id=g:379795
Akot	id=g:379796
Akot	id=g:379797
Akot	id=g:379798
Akot	id=g:379799
Akot	id=g:379800
Akot	id=g:379801
Akorwen	id=g:379802
Akoru	id=g:379803
Akort	id=g:379804
Akoro	id=g:379805
Akoribok	id=g:379806
Akoraweng	id=g:379807
Akorat	id=g:379808
Akop	id=g:379809
Bi’r Akomib	id=g:379810
Akola	id=g:379811
Akok Fadiut	id=g:379812
Akoke	id=g:379813
Akok	id=g:379814
Akok	id=g:379815
Akojan	id=g:379816
Akoite	id=g:379817
Akoich	id=g:379818
Akoich	id=g:379819
Akobo Hills	id=g:379820
Aknebai	id=g:379821
Jabal Aklaiyit	id=g:379822
Akkad	id=g:379823
Akitukomoi	id=g:379824
Akite	id=g:379825
Akim	id=g:379826
Akilili	id=g:379827
Akid Island	id=g:379828
Akiar	id=g:379829
Akhoshali	id=g:379830
Khawr Akhodda	id=g:379831
Akheirleina	id=g:379832
Jabal Auqbālū	id=g:379833
Jabal al Akḩal	id=g:379834
Akeu	id=g:379835
Akelo	id=g:379836
Akelabilli Mine	id=g:379837
Akej	id=g:379838
Karabat al ‘Ikera	id=g:379839
‘Akasha West	id=g:379840
Khawr ‘Akāshah	id=g:379841
Ḩammām ‘Akāshah	id=g:379842
‘Akāshah	id=g:379843
‘Akāshah	id=g:379844
‘Akāshah	id=g:379845
‘Akasha East	id=g:379846
Khor ‘Akasha	id=g:379847
‘Akasha	id=g:379848
Jibāl Akrēribāy	id=g:379849
Akara	id=g:379850
Akar	id=g:379851
Jebel Akala	id=g:379852
Akala	id=g:379853
Akala	id=g:379854
Akai Wadob	id=g:379855
Akait	id=g:379856
Akai	id=g:379857
Akai	id=g:379858
Akafi	id=g:379859
Jabal Akado	id=g:379860
‘Akad	id=g:379861
Khor Akhabyēt	id=g:379862
Khawr Akaar	id=g:379863
Ajwara	id=g:379864
Jabel Ajungwa	id=g:379865
Ajung Shol	id=g:379866
Ajungmir	id=g:379867
Ajuini	id=g:379868
Jabal Aju	id=g:379869
Ajok	id=g:379870
Ajok	id=g:379871
Ajok	id=g:379872
Ajoich	id=g:379873
Ajingel	id=g:379874
Ajijuit	id=g:379875
Ajijo	id=g:379876
River Ajibur	id=g:379877
Ajibja	id=g:379878
Qawz al ‘Ajīb	id=g:379879
Ajaugo	id=g:379880
Jebel Ajarbacha	id=g:379881
Ajangno	id=g:379882
Bir al Aajami	id=g:379883
Ajak Cheng Korok	id=g:379884
Ajak	id=g:379885
Ajak	id=g:379886
‘Ajājah	id=g:379887
‘Ajāj	id=g:379888
‘Ajab Allāh	id=g:379889
Aiyung	id=g:379890
Aiyota	id=g:379891
Aiyot	id=g:379892
Aiyerri	id=g:379893
Aiyen	id=g:379894
Aiyau	id=g:379895
Aiyameib	id=g:379896
Aiwi	id=g:379897
Aiweng	id=g:379898
Aiteroba	id=g:379899
Ainyar	id=g:379900
Burqat Ailwan	id=g:379901
Ailliet	id=g:379902
Khawr Aigayeib	id=g:379903
Aig	id=g:379904
Efish	id=g:379905
Khawr Aiet	id=g:379906
Aiet	id=g:379907
Aidu	id=g:379908
Khor Aydib	id=g:379909
Bir ‘Aidib	id=g:379910
Jabal Aidak	id=g:379911
Aichu	id=g:379912
Khawr Aibablak	id=g:379913
Jebel Aiadi	id=g:379914
Aiadi	id=g:379915
Ahoit	id=g:379916
Aḩmar Mūqi	id=g:379917
Jabal Aḩmar ‘En	id=g:379918
Khawr al Aḩmar	id=g:379919
Khawr Aḩmar	id=g:379920
Jabal al Aḩmar	id=g:379921
Jabal al Aḩmar	id=g:379922
Jabal al Aḩmar	id=g:379923
Jabal al Aḩmar Rūru	id=g:379924
Aḩmar	id=g:379925
Aḩmad Wad al Wāḩidū	id=g:379926
Khawr Aḩmad Sharīf	id=g:379927
Aḩmad Jabr	id=g:379928
Gazerat Ahmad	id=g:379929
Aḩmad Badw	id=g:379930
Aḩmad ash Shayn	id=g:379931
Ahmed ‘Arabi	id=g:379932
Aḩmad al Fakī Muḩammad	id=g:379933
Jabal Aḩmad Āghā	id=g:379934
Aḩmad Abū Jayrah	id=g:379935
Aḩmad ‘Abd Allāhī	id=g:379936
Khor Ahēt	id=g:379937
Jibāl Ayakib	id=g:379938
Agyagya	id=g:379939
Agwok	id=g:379940
Khor Agwētīrī	id=g:379941
Agwit	id=g:379942
Khawr Agwirr	id=g:379943
Agwey	id=g:379944
Agwetta	id=g:379945
Khor Agwetit	id=g:379946
Khawr Agwetit	id=g:379947
Jebel Agwetit	id=g:379948
Wadi Agwei	id=g:379949
River Agwei	id=g:379950
Jibāl Aqwāyitrī	id=g:379951
Khor Agwampt	id=g:379952
Agurton	id=g:379953
Agurra	id=g:379954
Agurfing	id=g:379955
Jabal Agumei	id=g:379956
Agumei	id=g:379957
Jabal Aguma	id=g:379958
Aguma	id=g:379959
Agum	id=g:379960
Agum	id=g:379961
Agum	id=g:379962
‘Agula	id=g:379963
Agul	id=g:379964
Jabal al Aguk	id=g:379965
Agujang	id=g:379966
Jabal Aguisan	id=g:379967
Agugo	id=g:379968
Wādī Aguba	id=g:379969
Agra	id=g:379970
Wādī Agoyeb	id=g:379971
Agor Ti	id=g:379972
Agoro	id=g:379973
Agori	id=g:379974
Agor Dit	id=g:379975
Agor Dit	id=g:379976
Agoran	id=g:379977
Agoramundi	id=g:379978
Agor	id=g:379979
Agom	id=g:379980
Agolo	id=g:379981
Agokadol	id=g:379982
Agok	id=g:379983
Agogo	id=g:379984
Agodo	id=g:379985
‘Ajoba	id=g:379986
Jabal Ago	id=g:379987
Aglash Island	id=g:379988
Agit	id=g:379989
Agirwat Hills	id=g:379990
Jabal Aqīranāyēb	id=g:379991
Jebel el Agir	id=g:379992
Agir	id=g:379993
Jabal Agin	id=g:379994
Wādī Agilhok	id=g:379995
Agib Islands	id=g:379996
Jabal Agiba	id=g:379997
Widay Ajeb	id=g:379998
Aghbash	id=g:379999
Aghatab	id=g:380000
Jabal Aghash	id=g:380001
Agharalu	id=g:380002
Jebel el Aghar	id=g:380003
Jebal Ag’har al Biresi	id=g:380004
Aghanich	id=g:380005
Aghan	id=g:380006
Jabal Āghā	id=g:380007
Jabal Āghā	id=g:380008
‘Idd Āghā	id=g:380009
Agger	id=g:380010
Aggar	id=g:380011
Agetteri	id=g:380012
Ageng	id=g:380013
Al ‘Iqela	id=g:380014
Ageig	id=g:380015
Ageida	id=g:380016
Agdoub	id=g:380017
‘Agbana ad Deleibil	id=g:380018
Agat	id=g:380019
Jabal Agaru	id=g:380020
Agaru	id=g:380021
Agari	id=g:380022
Agari	id=g:380023
Agarak	id=g:380024
Agar	id=g:380025
Agar	id=g:380026
Agani	id=g:380027
Agamateit	id=g:380028
Agalhak	id=g:380029
Agajik	id=g:380030
Agair	id=g:380031
Againg	id=g:380032
Again	id=g:380033
Again	id=g:380034
Agaid	id=g:380035
Agai	id=g:380036
Aga Falls	id=g:380037
Jabal Agadeib	id=g:380038
Jabal Agadaieb	id=g:380039
Agada	id=g:380040
‘Agabein	id=g:380041
Jabal Agabateit	id=g:380042
‘Agab	id=g:380043
Gaiow	id=g:380044
Wādī Afu	id=g:380045
Hillat Aftas	id=g:380046
Afoyi	id=g:380047
Jibāl Āfu‘adaribā	id=g:380048
Aflanda	id=g:380049
Khawr al ‘Afin	id=g:380050
Khawr ‘Afin	id=g:380051
Afifi	id=g:380052
Afiatt	id=g:380053
Afganab	id=g:380054
Afflanda	id=g:380055
Affia	id=g:380056
Affat	id=g:380057
Jabel Afefi	id=g:380058
Jabal al ‘Afārīt	id=g:380059
Aegir	id=g:380060
Aegayet Wells	id=g:380061
Khor Adwong	id=g:380062
Adwet	id=g:380063
Jabal Adwa	id=g:380064
Adusha	id=g:380065
Qelti el Adusa	id=g:380066
Adusa	id=g:380067
Adurra	id=g:380068
Adunduraia	id=g:380069
Adun	id=g:380070
Adull	id=g:380071
Adull	id=g:380072
Jabal Aduge	id=g:380073
Adrur	id=g:380074
Jabal Adrau	id=g:380075
Ador	id=g:380077
Adonga	id=g:380078
Adong	id=g:380079
Adong	id=g:380080
Adonda	id=g:380081
Khor Adonaiab	id=g:380082
Adoma	id=g:380083
Adola	id=g:380084
Adol	id=g:380085
Adok	id=g:380086
Adodo	id=g:380087
Jabal Adodi	id=g:380088
Adobana	id=g:380089
Ado	id=g:380090
‘Adlān Godat	id=g:380091
Jabal ‘Adlān	id=g:380092
Adlab	id=g:380093
Adjika	id=g:380094
Adjang	id=g:380095
Khor Adit	id=g:380096
Khor Adīt	id=g:380097
Khawr Adit	id=g:380098
Jabal Adisele	id=g:380099
Adir Island	id=g:380100
Khor Adirfa	id=g:380101
Jabal Adirfa	id=g:380102
Adir	id=g:380103
Adingatom	id=g:380104
Adindow	id=g:380105
‘Adila	id=g:380106
‘Adila	id=g:380107
Khor Adikwanta	id=g:380108
Adigi	id=g:380109
Adidur	id=g:380110
Adidop	id=g:380111
Adid	id=g:380112
Adiai	id=g:380113
Adi	id=g:380114
Adhasri	id=g:380115
Adet	id=g:380116
Khor Aderibai	id=g:380117
Bi’r Adered Furai	id=g:380118
Khor Udardēb	id=g:380119
Aderdeib	id=g:380120
Khor Adengtok	id=g:380121
Khor Adanyāb	id=g:380122
Adeloiab	id=g:380123
Adelhabit	id=g:380124
Adeit	id=g:380125
Adeiri	id=g:380126
Ad Duwaymah	id=g:380127
Ad Duwaym	id=g:380128
Ad Diwem	id=g:380129
Ad Duwara	id=g:380130
Ad Dushaynāb	id=g:380131
Ad Dulayyil	id=g:380132
Ad Dulaybah	id=g:380133
Ad Dulayb	id=g:380134
Ad Dukhayn	id=g:380135
Ad Dukaydik	id=g:380136
Ad Dubaykir	id=g:380137
Ad Dubaykir	id=g:380138
Ad Dubaykir	id=g:380139
Ad Dubaykir	id=g:380140
Ad Dubaybāt	id=g:380141
Ad Dubaybah	id=g:380142
Ad Dubaybah	id=g:380143
Ad Dubaybah	id=g:380144
Ad Dubasi	id=g:380145
Ad Dubasi	id=g:380146
Ad Du‘ayn	id=g:380147
Ad Du‘ayn	id=g:380148
Ad Diseis	id=g:380149
Ad Dindar	id=g:380150
Ad Dindar	id=g:380151
