Pooles Grove Baptist Church	id=g:7231028
Flowercreek Post Office (historical)	id=g:7235796
Ferry Post Office (historical)	id=g:7235797
Elbridge Post Office (historical)	id=g:7235798
East Golden Post Office (historical)	id=g:7235799
Calvary Free Lutheran Church	id=g:7235800
Crystal Valley Post Office (historical)	id=g:7235801
Calvary United Methodist Church	id=g:7235802
Capital Christian Center	id=g:7235803
Claybanks Post Office (historical)	id=g:7235804
Bird Post Office (historical)	id=g:7235805
Allencreek Post Office (historical)	id=g:7235806
Alice Post Office (historical)	id=g:7235807
Cathedral of the Holy Spirit	id=g:7235808
Century Baptist Church	id=g:7235809
Charity Lutheran Church	id=g:7235810
Church of Christ	id=g:7235811
Church of Jesus Christ of Latter Day Saints	id=g:7235812
Church of the Cross	id=g:7235813
Church of Corpus Christi	id=g:7235814
Cornerstone Community Church	id=g:7235815
Faith Center Church of God	id=g:7235816
Faith Lutheran Church	id=g:7235817
First Baptist Church	id=g:7235818
First Evangelical Free Church	id=g:7235819
First Lutheran Church	id=g:7235820
First Presbyterian Church	id=g:7235821
First United Methodist Church	id=g:7235822
First United Pentecostal Church	id=g:7235823
Gap Teen Church	id=g:7235824
Good Shepherd Lutheran Church	id=g:7235825
Grace Lutheran Brethren Church	id=g:7235826
House of Prayer Lutheran Church	id=g:7235827
Living Hope Church of the Nazarene	id=g:7235828
Lord of Life Lutheran Church	id=g:7235829
McCabe United Methodist Church	id=g:7235830
Open Door Baptist Church	id=g:7235831
Our Saviors Evangelical Lutheran Church	id=g:7235832
Prairie Family Church	id=g:7235833
Religious Society of Friends	id=g:7235834
Riverwood Baptist Church	id=g:7235835
Seventh Day Adventist Church	id=g:7235836
Saint Anne Church	id=g:7235837
Saint George's Episcopal Church	id=g:7235838
Saint Mary's Catholic Church	id=g:7235839
Saint Paul Lutheran Church	id=g:7235840
Trinity Lutheran Church	id=g:7235841
Unitarian Universalist Fellowship	id=g:7235842
Word of Faith Church	id=g:7235843
Zion Lutheran Church	id=g:7235844
Apple Creek Mobile Home Community	id=g:7235845
Mister Bs Estates	id=g:7235846
North Valley Park	id=g:7235847
Sky Way Mobile Home Park	id=g:7235848
Tatley Meadows	id=g:7235849
Colonial Estates	id=g:7235850
Hay Creek Court	id=g:7235851
Hillcrest Acres	id=g:7235852
Holiday Park	id=g:7235853
Stardust Terrace	id=g:7235854
Chance Mobile Home Park	id=g:7235855
Evas Mobile Home Court	id=g:7235856
Hi-loh Mobile Park	id=g:7235857
Parkview Estates	id=g:7235858
Terrace Heights Mobile Home Park	id=g:7235859
Bismarck Community Bowl	id=g:7235860
Horizon Building	id=g:7235861
Jack Science Center	id=g:7235862
Tom And Frances Leach Music Center	id=g:7235863
North Dakota Law Enforcement Training Academy	id=g:7235864
Schafer Hall	id=g:7235865
Sidney J Lee Auditorium	id=g:7235866
Swensen Hall	id=g:7235867
Werner Hall	id=g:7235868
North Dakota State Library	id=g:7235869
Bismarck Veterans Memorial Library	id=g:7235870
Frontier Homesteads	id=g:7235871
Kens Mobile Home Park	id=g:7235872
El Rancho Mobile Home Park	id=g:7235873
Twin City Estates	id=g:7235874
Wildwood Mobile Home Park	id=g:7235875
Meadow Park	id=g:7235876
Coffee Tank Dam	id=g:7235877
Mailbox Tank Dam	id=g:7235878
Etonia Cemetery	id=g:7235879
Palatka Kay Larkin Airport Fire Station	id=g:7235880
R C Willis Water Treatment Facility	id=g:7235881
Saint Joseph Cemetery	id=g:7235882
River Breeze Elementary School	id=g:7235883
Putnam County Government Complex	id=g:7235884
Light-House of God	id=g:7235885
Saint Monica Catholic Church	id=g:7235886
Bismarck High School	id=g:7235887
Bismarck Vocational Center	id=g:7235888
Shiloh Christian School	id=g:7235889
Burleigh County Courthouse	id=g:7235890
Pikewood Manor	id=g:7235891
Brookside Mobile Home Park	id=g:7235892
Erie West Mobile Home Park	id=g:7235893
Twin Lakes Homes	id=g:7235894
West Ridge Green	id=g:7235895
Clearview Mobile Park	id=g:7235896
Colonial Oaks	id=g:7235897
Wellington Mobile Home Park	id=g:7235898
Westwoods Mobile Home Park	id=g:7235899
Ridgewood Mobile Home Park	id=g:7235900
Abbe Road Trailer Park	id=g:7235901
Gibsons Mobile Home Park	id=g:7235902
Harry's Mobile Home Park	id=g:7235903
Lakeshore Mobile Homes	id=g:7235904
Riverview Mobile Home Park	id=g:7235905
Shoreway Mobile Home Park	id=g:7235906
Smith's Mobile Home Park	id=g:7235907
Palatka County Courthouse	id=g:7235908
Saint Marys Episcopal Church	id=g:7235909
Larimer Art Center	id=g:7235910
Bethlehem Baptist Church	id=g:7235911
Booker Park	id=g:7235912
Northside Church of Christ	id=g:7235913
First Born Church of the Living God	id=g:7235914
Little Bethel Missionary Baptist Church	id=g:7235915
Maverick North Fork Dam	id=g:7235916
Upper Pipestem Dam	id=g:7235917
House of God Church	id=g:7235918
Allen Chapel Methodist Church	id=g:7235919
Church Of God By Faith	id=g:7235920
Mount Zion Primitive Baptist Church	id=g:7235921
Greater Shiloh Missionary Baptist Church	id=g:7235922
Seventh-Day Adventist Church	id=g:7235923
Hanford Del Arroyo Estates	id=g:7235924
Kings Mobile Home Estates	id=g:7235925
Sierra Vista Mobile Estates	id=g:7235926
Tara Mobile Estates	id=g:7235927
Whitley Manor Mobile Home Park	id=g:7235928
Bel Air Mobile Home Park	id=g:7235929
El Dorado Mobile Home Park	id=g:7235930
Four Seasons Mobile And Recreational Vehicle Park	id=g:7235931
Magnolia Gardens Mobile Home Park	id=g:7235932
Byron Presbyterian Church	id=g:7235933
Bergen United Methodist Church	id=g:7235934
First Presbyterian Church	id=g:7235935
Saint Bridget's Church	id=g:7235936
Stone Church Presbyterian Church	id=g:7235937
Alexander United Methodist Church	id=g:7235938
West Bethany Baptist Church	id=g:7235939
Our Lady of Good Counsel Church	id=g:7235940
Mogadore Chapel	id=g:7235941
Morganville United Church	id=g:7235942
Saint Pauls Episcopal Church	id=g:7235943
Pavilion United Methodist Church	id=g:7235944
Saint Mary Church	id=g:7235945
New Hope Baptist Church	id=g:7235946
Saint Johns Avenue Baptist Church	id=g:7235947
Shaw Buck Park	id=g:7235948
Palatka First Church of God	id=g:7235949
First Assembly Church	id=g:7235950
Seventh-Day Adventist Church	id=g:7235951
Putnam County Health Department	id=g:7235952
Palatka Water Tower	id=g:7235953
Sabina Manor Estates	id=g:7235954
Blanchester Mobile Home Park	id=g:7235955
Emerald Pines Mobile Home Park	id=g:7235956
McMahan's Mobile Home Park	id=g:7235957
Pine Hills Mobile Home Park	id=g:7235958
White's Mobile Home Park	id=g:7235959
Town And Country Estates	id=g:7235960
Rolfe Mobile Home Park	id=g:7235961
Bayview Heights	id=g:7235962
Evergreen Park Mobile Home Park	id=g:7235963
Highland Manor	id=g:7235964
Madison Mobile Home Park	id=g:7235965
Oak Park Terrace	id=g:7235966
Dons Mobile Manor	id=g:7235967
Breezy Knoll	id=g:7235968
Country Manor Estates	id=g:7235969
Echo Lake Mobile Home Community	id=g:7235970
Spring Valley Mobile Home Park	id=g:7235971
Laveianan Court	id=g:7235972
Frakers Mobile Home Court	id=g:7235973
McClures Mobile Home Park	id=g:7235974
Wooded Hills Mobile Home Park	id=g:7235975
Four J's Mobile Home Park	id=g:7235976
Maple Grove Village Mobile Home Park	id=g:7235977
Hick's Mobile Home Park	id=g:7235978
Hickman's Trailer Park	id=g:7235979
Greenwich House Preschool	id=g:7235980
Barrow Street Nursery School	id=g:7235981
Spanish Pentecostal Church	id=g:7235982
Shelby Post Office	id=g:7235983
New Hope Community Church	id=g:7235984
Shelby Village Hall	id=g:7235985
Shelby Family Care Center	id=g:7235986
Lakeshore Medical Center	id=g:7235987
Congregational Church	id=g:7235988
United Methodist Church	id=g:7235989
Seventh Day Adventist Church	id=g:7235990
Shelby Assembly of God Church	id=g:7235991
Shelby Public Library	id=g:7235992
Shelby High School	id=g:7235993
Shelby Middle School	id=g:7235994
Thomas Read Elementary School	id=g:7235995
Ferry Township Fire Department	id=g:7235996
Ferry Elementary School	id=g:7235997
Ferry Wesleyan Church	id=g:7235998
Shelby Wesleyan Church	id=g:7235999
Oceana County Courthouse	id=g:7236000
Oceana County Sheriff Department	id=g:7236001
Hart Township Hall	id=g:7236002
Memorial Family Care Center	id=g:7236003
Hart Family Medical Associates Clinic	id=g:7236004
Oceana County Medical Care	id=g:7236005
Hart City Hall	id=g:7236006
Hart Public Library	id=g:7236007
Hart Post Office	id=g:7236008
Faith Christian Fellowship Church	id=g:7236009
Of Jesus Christ Church	id=g:7236010
Elbridge Community Church	id=g:7236011
Elbridge Elementary School	id=g:7236012
Crystal Valley Methodist Church	id=g:7236013
Jehovah's Witnesses	id=g:7236014
Our Savior Lutheran Church	id=g:7236015
Congregational United Church	id=g:7236016
Hart United Methodist Church	id=g:7236017
Hart Wesleyan Church	id=g:7236018
Saint Gregory's Parish	id=g:7236019
Church of Jesus Christ of Latter Day Saints	id=g:7236020
Pines Mobile Home Park	id=g:7236021
First Baptist Church	id=g:7236022
Oceana Christian School	id=g:7236023
Oceana Intermediate School	id=g:7236024
Hart Middle School	id=g:7236025
Hart Upper Elementary School	id=g:7236026
Hart High School	id=g:7236027
Hesperia Area Fire Department	id=g:7236028
Greenwood Township Hall	id=g:7236029
Hesperia Post Office	id=g:7236030
Christ the King Church	id=g:7236031
Hesperia Presbyterian Church	id=g:7236032
Countryside Church of Christ	id=g:7236033
Newman Chapel	id=g:7236034
Walkerville Elementary School	id=g:7236035
Walkerville High School	id=g:7236036
Walkerville Post Office	id=g:7236037
Walkerville Police Department	id=g:7236038
Walkerville Wesleyan Church	id=g:7236039
Walkerville United Methodist Church	id=g:7236040
Rothbury Post Office	id=g:7236041
Rothbury Community Church	id=g:7236042
River of God Church	id=g:7236043
Our Lady of the Assumption Church	id=g:7236044
Oceana High School	id=g:7236045
Grant Township Fire Department	id=g:7236046
Pentwater Family Practice Clinic	id=g:7236047
Lake Michigan United Methodist Church	id=g:7236048
Lighthouse Lutheran Church	id=g:7236049
Ferry United Methodist Church	id=g:7236050
Pentwater Police Department	id=g:7236051
Pentwater Fire Department	id=g:7236052
Baptist Church of Pentwater	id=g:7236053
Centenary United Methodist Church	id=g:7236054
Saint James Episcopal Church	id=g:7236055
Pentwater Post Office	id=g:7236056
Lakewood Mobile Home Park	id=g:7236057
Pentwater Township Library	id=g:7236058
Pentwater Public School	id=g:7236059
Village Green and Gazebo	id=g:7236060
Channel Lake Park	id=g:7236061
New Era Bible Church	id=g:7236062
New Era Reformed Church	id=g:7236063
New Era Christian Reformed Church	id=g:7236064
New Era Post Office	id=g:7236065
New Era Christian School	id=g:7236066
New Era Elementary School	id=g:7236067
Hart-Montague Trail State Park	id=g:7236068
Cornerstone Community Church	id=g:7236069
Mears Post Office	id=g:7236070
Mears Methodist Church	id=g:7236071
Golden Elementary School	id=g:7236072
Golden Township Park	id=g:7236073
Woodward Cemetery	id=g:7236074
Raul Cemetery (historical)	id=g:7236075
Indian Cemetery	id=g:7236076
Mears Cemetery	id=g:7236077
First Shelby Cemetery (historical)	id=g:7236078
Mennonite Cemetery	id=g:7236079
New Era Cemetery	id=g:7236080
Lever Cemetery	id=g:7236081
West Hesperia Cemetery	id=g:7236082
Christ the King Catholic Cemetery	id=g:7236083
Saint Stephen's Lutheran Cemetery	id=g:7236084
Walkerville Cemetery	id=g:7236085
Indian Cemetery	id=g:7236086
Saint Joseph's Catholic Cemetery	id=g:7236087
Indian Cemetery	id=g:7236088
Elbridge Township Cemetery	id=g:7236089
Trinity Lutheran Cemetery	id=g:7236090
Saint John's Catholic Cemetery	id=g:7236091
Benona Township Hall Historical Marker	id=g:7236092
Charles Mears Silver Lake Boarding House Historical Marker	id=g:7236093
Veterans Day Storm Historical Marker	id=g:7236094
Graveyard of Ships Historical Marker	id=g:7236095
Saint John the Evangelical Lutheran Church	id=g:7236096
Spring Street Family Practice Clinic	id=g:7236097
Gladwin County Recreation Area	id=g:7236098
Gladwin County Historical Society Museum	id=g:7236099
Gladwin County Library	id=g:7236100
Gladwin Family Care Center	id=g:7236101
New Hope Free Methodist Church	id=g:7236102
Gladwin Post Office	id=g:7236103
Bratton Clinic	id=g:7236104
Our Savior Lutheran Church	id=g:7236105
Gladwin Church of the Nazarene	id=g:7236106
Hockaday Community Church	id=g:7236107
Jehovah's Witnesses	id=g:7236108
Gladwin Baptist Church	id=g:7236109
Gladwin Church of Christ	id=g:7236110
Saint Paul's Episcopal Church	id=g:7236111
First United Methodist Church	id=g:7236112
Gladwin Seventh Day Adventist Church	id=g:7236113
Free Methodist Church	id=g:7236114
Christ Centered Church	id=g:7236115
Emmanuel Baptist Church	id=g:7236116
Living Waters Christian Church	id=g:7236117
Lake Lancelot	id=g:7236118
Lake Lancer	id=g:7236119
Gladwin Cornerstone Baptist Church	id=g:7236120
Key Mobile Home Court	id=g:7236121
Wooden Shoe United Methodist Church	id=g:7236122
Wagerville United Methodist Church	id=g:7236123
Skeels Northern Christian School	id=g:7236124
Grace Fellowship Church	id=g:7236125
Gladwin Township Hall	id=g:7236126
Reorganized Church of Latter Day Saints	id=g:7236127
Assembly of God Church	id=g:7236128
Christ the King Lutheran Church	id=g:7236129
Grace Baptist Church	id=g:7236130
Gladwin City Park	id=g:7236131
Gladwin Fire Department	id=g:7236132
Gladwin City Hall	id=g:7236133
Gladwin County Courthouse	id=g:7236134
Gladwin County Sheriff Department	id=g:7236135
Sacred Heart Church	id=g:7236136
Sacred Heart School	id=g:7236137
Greenbriar Village Mobile Home Park	id=g:7236138
Gladwin Elementary School	id=g:7236139
Gladwin Intermediate School	id=g:7236140
Gladwin High School	id=g:7236141
Gladwin Junior High School	id=g:7236142
Gladwin Pines Nursing Home	id=g:7236143
Mid Michigan Medical Center	id=g:7236144
Rhodes Post Office	id=g:7236145
Rhodes Missionary Church	id=g:7236146
Estey Seventh-Day Adventist Church	id=g:7236147
Lakeview Village Mobile Home Park	id=g:7236148
Beaverton Post Office	id=g:7236149
Hays Township Hall	id=g:7236150
Billings Township Hall	id=g:7236151
Beaverton Police Department	id=g:7236152
Pleasant Beach Mobile Home Park	id=g:7236153
Beaverton Medical Center	id=g:7236154
Beaverton City Hall	id=g:7236155
Beaverton Branch Library	id=g:7236156
Beaverton Fire Department	id=g:7236157
First Presbyterian Church	id=g:7236158
Community of Christ Church	id=g:7236159
Church of the Nazarene	id=g:7236160
Beaverton Upper Elementary School	id=g:7236161
Beaverton Primary School	id=g:7236162
Beaverton Middle School	id=g:7236163
Beaverton High School	id=g:7236164
Cedar River Chapel	id=g:7236165
Dale United Methodist Church	id=g:7236166
Good Shepherd Lutheran Church	id=g:7236167
Beaverton Church of God	id=g:7236168
Living Hope Fellowship Church	id=g:7236169
Church of Daniels Band	id=g:7236170
Winegars Post Office (historical)	id=g:7236171
Second Post Office (historical)	id=g:7236172
Skeels Post Office (historical)	id=g:7236173
Oberlin Post Office (historical)	id=g:7236174
Lyle Post Office (historical)	id=g:7236175
McClure Post Office (historical)	id=g:7236176
Sugar Rapids Post Office (historical)	id=g:7236177
Hockaday Post Office (historical)	id=g:7236178
Highwood Post Office (historical)	id=g:7236179
Hardluck Post Office (historical)	id=g:7236180
Wheatley Post Office (historical)	id=g:7236181
Grout Post Office (historical)	id=g:7236182
Estey Post Office (historical)	id=g:7236183
Dale Post Office (historical)	id=g:7236184
Butman Post Office (historical)	id=g:7236185
Bomanville Post Office (historical)	id=g:7236186
Billings Post Office (historical)	id=g:7236187
Bard Post Office (historical)	id=g:7236188
Arbutus Post Office (historical)	id=g:7236189
Second Lutheran Cemetery	id=g:7236190
Hope Lutheran Cemetery	id=g:7236191
Dale Cemetery	id=g:7236192
Sacred Heart Cemetery	id=g:7236193
Beaverton City Cemetery	id=g:7236194
Hayes Township Outdoor Park	id=g:7236195
Cove Mobile Villa	id=g:7236196
Cal-ore Trail Mobile Estates	id=g:7236197
Cascade Sun Mobile Home Estates	id=g:7236198
Horizon Hills Mobile Home Park	id=g:7236199
Indian Creek Trailer Park	id=g:7236200
Nickels Mobile Park	id=g:7236201
Oak Ridge Mobile Estates	id=g:7236202
Oaks Mobile Home And Recreational Vehicle Park	id=g:7236203
Ranch Mobile Home Park	id=g:7236204
Riverwood Mobile Home Estates	id=g:7236205
Rodney's Mobile Park	id=g:7236206
Warmcastle Mobile Home Park	id=g:7236207
Willow Glenn Mobile Home Park	id=g:7236208
Ideal Mobile Home Park	id=g:7236209
Riviera Elementary School	id=g:7236210
Sherwood Elementary School	id=g:7236211
The Grove School	id=g:7236212
Upper Lake Middle School	id=g:7236213
Covelo Christian School	id=g:7236214
Mendocino Coast Christian School	id=g:7236215
Mendocino Sunrise High School	id=g:7236216
Pacific Community Charter High School	id=g:7236217
Ukiah Adventist Junior Academy	id=g:7236218
Shelter Cove Community Day School	id=g:7236219
Kelseyville Community Day High School	id=g:7236220
Mendocino County Community School	id=g:7236221
Waldorf School of Mendocino County	id=g:7236222
Unicorn School	id=g:7236223
Richard H Lewis Alternative School	id=g:7236224
Willits Seventh Day Adventist School	id=g:7236225
Mendocino K - 8 School	id=g:7236226
River Oak Charter School	id=g:7236227
Loconoma Valley High School	id=g:7236228
Pomo Elementary School	id=g:7236229
Redwood Valley Elementary School	id=g:7236230
Mendocino Community High School	id=g:7236231
Noyo High School	id=g:7236232
New Morning Montessori School	id=g:7236233
North Haven School	id=g:7236234
Coast Christian Academy	id=g:7236235
Round Valley Continuation School	id=g:7236236
Centerville High School	id=g:7236237
Fort Bragg Seventh Day Adventist School	id=g:7236238
Laytonville Continuation High School	id=g:7236239
Clover Valley High School	id=g:7236240
Willits Secondary Community Day School	id=g:7236241
Westport Village School	id=g:7236242
Pomolita Middle School	id=g:7236243
Middletown Community Day School	id=g:7236244
Willits Charter School	id=g:7236245
Eagle Peak Middle School	id=g:7236246
Mendocino Alternative School	id=g:7236247
Mendocino Middle School	id=g:7236248
South Coast Continuation School	id=g:7236249
New Horizons Alternative School	id=g:7236250
Albion Elementary School	id=g:7236251
Intermountain High School	id=g:7236252
Eel River Charter School	id=g:7236253
Middletown High School	id=g:7236254
Developing Virtue Secondary School	id=g:7236255
La Vida Charter School	id=g:7236256
Grace Hudson Elementary School	id=g:7236257
Rancheria High School	id=g:7236258
Potter Valley Middle School	id=g:7236259
Growing Light Montessori School of Moraga	id=g:7236260
Golden Gate Apple School	id=g:7236261
Growing Light Montessori School of Kensington	id=g:7236262
Williams Brown Academy	id=g:7236263
Round Valley Community Day School	id=g:7236264
Blue Heron Opportunity School	id=g:7236265
Highlands High School	id=g:7236266
Konocti Adult School	id=g:7236267
Whale Gulch School	id=g:7236268
Ukiah Adult School	id=g:7236269
Lighthouse Community Day School	id=g:7236270
Mendocino County Regional Occupation Program Center	id=g:7236271
Potter Valley Community Day School	id=g:7236272
Redwood Academy of Ukiah	id=g:7236273
Redwood Continuation High School	id=g:7236274
Pacific Community Charter School	id=g:7236275
Tree of Life Montessori School	id=g:7236276
Accelerated Achievement Academy	id=g:7236277
College of the Redwoods - Mendocino Coast Campus	id=g:7236278
Coyote Valley Elementary School	id=g:7236279
Middletown Elementary Community Day School	id=g:7236280
East-West School of International Studies	id=g:7236281
Intermediate School 237	id=g:7236282
Jack And Jill Nursery School	id=g:7236283
Active Learning Elementary School	id=g:7236284
Happy Dragon Preschool	id=g:7236285
Kon Wah Day School	id=g:7236286
Annandale Sandstone Quarry	id=g:7236287
Gadsden Steam Plant	id=g:7236288
West Alabama Medical Center	id=g:7236289
First Assembly of God Church	id=g:7236290
First Baptist Church	id=g:7236291
First Fruit Church of God	id=g:7236292
Flanders United Methodist Church	id=g:7236293
Friendship Baptist Church	id=g:7236294
Iglesia La Nueva Jerusalem	id=g:7236295
Living Water Full Gospel Church	id=g:7236296
Seventh Day Adventist Church	id=g:7236297
Manville Substation Clay Electric Co-op	id=g:7236298
Hollister Post Office	id=g:7236299
Hollister Volunteer Fire Department Station 13	id=g:7236300
Hollister Forestry Station	id=g:7236301
Macedonia Missionary Baptist Church	id=g:7236302
Seventh Day Adventist Church	id=g:7236303
Mei-Wun Cemetery	id=g:7236304
Q I Roberts Middle School	id=g:7236305
West Ridgeway Cemetery	id=g:7236306
North Ridgeway Cemetery	id=g:7236307
Yates Center Cemetery	id=g:7236308
Yates Baptist Church	id=g:7236309
Greenman Cemetery	id=g:7236310
Waterport Cemetery	id=g:7236311
Kenyonville Cemetery	id=g:7236312
Union Cemetery	id=g:7236313
Gaines Cemetery	id=g:7236314
Gaines Congregational Church	id=g:7236315
Standish Cemetery	id=g:7236316
Brown Cemetery	id=g:7236317
Kent Cemetery	id=g:7236318
Hulberton Cemetery	id=g:7236319
Transit Cemetery	id=g:7236320
Beachwood Cemetery	id=g:7236321
Morton Union Cemetery	id=g:7236322
Shelby Center Cemetery	id=g:7236323
Weatherwax Cemetery	id=g:7236324
Fletcher Chapel Cemetery	id=g:7236325
Maple Ridge Cemetery	id=g:7236326
Knowlesville Cemetery	id=g:7236327
West Barre Cemetery	id=g:7236328
Pine Hill Cemetery	id=g:7236329
Hageman Farm Cemetery	id=g:7236330
Snyder Cemetery	id=g:7236331
Barre Center Cemetery	id=g:7236332
Love Cemetery	id=g:7236333
Sprague Cemetery	id=g:7236334
Robinson Burying Ground	id=g:7236335
Glidden Burying Ground	id=g:7236336
Presbyterian Church Cemetery	id=g:7236337
Indian Falls Cemetery	id=g:7236338
Cary Cemetery	id=g:7236339
Saint Cecilia's Catholic Cemetery	id=g:7236340
East Oakfield Cemetery	id=g:7236341
Pine Hill Cemetery	id=g:7236342
Elba United Methodist Church	id=g:7236343
Springvale Cemetery	id=g:7236344
Daws Corners Cemetery	id=g:7236345
Newkirk Cemetery	id=g:7236346
Warner Cemetery	id=g:7236347
Thwing Cemetery	id=g:7236348
Fort Hill Cemetery	id=g:7236349
Stone Church Rural Cemetery	id=g:7236350
Saint Brigids Catholic Cemetery	id=g:7236351
Lighthouse Baptist Church	id=g:7236352
Palatka Water Tower	id=g:7236353
Palatka City Hall	id=g:7236354
Fred Green Park	id=g:7236355
Calvary Missionary Baptist Church	id=g:7236356
Springhill Cemetery	id=g:7236357
Mount Rest Cemetery	id=g:7236358
East Bergen Cemetery	id=g:7236359
Creamery Road Cemetery	id=g:7236360
Our Lady of Good Counsel Cemetery	id=g:7236361
Old Towne Cemetery	id=g:7236362
Evergreen Hill Cemetery	id=g:7236363
Old Buffalo Road Cemetery	id=g:7236364
Darien Cemetery	id=g:7236365
West Bethany Cemetery	id=g:7236366
Genesee County Home (historical)	id=g:7236367
West Bethany Rural Cemetery	id=g:7236368
Maple Lawn Cemetery	id=g:7236369
East Bethany Cemetery	id=g:7236370
East Bethany Presbyterian Church	id=g:7236371
Fargo Road Pioneer Cemetery	id=g:7236372
Jug City Cemetery	id=g:7236373
Pavilion Center Cemetery	id=g:7236374
Oakta Valley Cemetery	id=g:7236375
Myrtle Street Cemetery	id=g:7236376
Old Saint Marks Episcopal Cemetery	id=g:7236377
New Birth Community Church	id=g:7236378
Christ Covenant Church	id=g:7236379
Quaker Cemetery	id=g:7236380
Mill Creek Estates	id=g:7236381
Barnes Trailer Park	id=g:7236382
Hartwick Heights Mobile Home Park	id=g:7236383
Oneida Village Mobile Home Park	id=g:7236384
Paige Mobile Home Park	id=g:7236385
Big Flats Wesleyan Church	id=g:7236386
Hillview United Methodist Church	id=g:7236387
Unitarian Fellowship	id=g:7236388
Spider Lake State Natural Area	id=g:7236389
Grandview Seventh Day Adventist Church	id=g:7236390
Martin Luther King Elementary School	id=g:7236391
Star Heights Park	id=g:7236392
Fashion Accessories Center	id=g:7236393
Charleston Retail Center Shopping Center	id=g:7236394
Hylan Shopping Plaza Shopping Center	id=g:7236395
Pergament Enterprises Mall Shopping Center	id=g:7236396
Tanger Outlet Center Shopping Center	id=g:7236397
Linden Theatre (historical)	id=g:7236398
Majestic Theater (historical)	id=g:7236399
Maspeth Theater (historical)	id=g:7236400
Merrick Theater (historical)	id=g:7236401
Newtown Theatre (historical)	id=g:7236402
Tabernaculo de Jesucristo	id=g:7236403
Oasis Theatre (historical)	id=g:7236404
Owl Theater (historical)	id=g:7236405
Sawmill Run	id=g:7236406
Beckys Spring	id=g:7236407
Green Run	id=g:7236408
Iron Stone Run	id=g:7236409
Lime Kiln Run	id=g:7236410
Line Run	id=g:7236411
Nauvoo Run	id=g:7236412
Priest Run	id=g:7236413
Ratler Run	id=g:7236414
Salem Run	id=g:7236415
School House Run	id=g:7236416
Stillhouse Run	id=g:7236417
Hope Creek	id=g:7236418
Western Winds Park	id=g:7236419
Haynes Park	id=g:7236420
Miggie Creek	id=g:7236421
Vista Verde Memoril Park	id=g:7236422
Viola Creek	id=g:7236423
Rio Rancho Elementary	id=g:7236424
Spaulding Creek	id=g:7236425
Clear Spring Lake	id=g:7236426
Preacher Creek	id=g:7236427
Independence High School	id=g:7236428
Robber Creek	id=g:7236429
Korean American Church of Love	id=g:7236430
Korean Ark Church	id=g:7236431
Korean Central Presbyterian Church	id=g:7236432
Korean Evangelical Church of New York	id=g:7236433
Korean Glory Presbyterian Church	id=g:7236434
Korean Joong Bu Church	id=g:7236435
Korean Love Mission Center	id=g:7236436
Korean Mission Church of New York	id=g:7236437
Korean Sung Moon Church	id=g:7236438
Korean Youth Center of New York	id=g:7236439
Noah's Ark Progressive Learning Center	id=g:7236440
Rainbowland Nursery School	id=g:7236441
Chabad Early Learning Center	id=g:7236442
Calvary Baptist Church	id=g:7236443
Lincoln Creek	id=g:7236444
Cedar Point Run	id=g:7236445
Shingle Lake Park	id=g:7236446
Winterfield Post Office (historical)	id=g:7236447
Tonkin Post Office (historical)	id=g:7236448
Temple Post Office (historical)	id=g:7236449
Pennock Post Office (historical)	id=g:7236450
Meredith Post Office (historical)	id=g:7236451
Longlake Post Office (historical)	id=g:7236452
Leota Post Office (historical)	id=g:7236453
Hatton Post Office (historical)	id=g:7236454
Grandon Post Office (historical)	id=g:7236455
Dover Post Office (historical)	id=g:7236456
Colonville Post Office (historical)	id=g:7236457
Clarence Post Office (historical)	id=g:7236458
Austa Post Office (historical)	id=g:7236459
Shadow Lake Village	id=g:7236460
Mason Mobile Home Park	id=g:7236461
Smitty's Trailer Court	id=g:7236462
Shawnee Mobile Home Court	id=g:7236463
Poe's Trailer Park	id=g:7236464
San Je Village	id=g:7236465
Usrey Mobile Home Park	id=g:7236466
River of Hope Christian Church	id=g:7236467
Harrison Post Office	id=g:7236468
Mid Michigan Medical Center	id=g:7236469
Harrison Sheriff's Office	id=g:7236470
Harrison Fire Department	id=g:7236471
Harrison City Library	id=g:7236472
Community Baptist Church	id=g:7236473
Charles A Amble Library	id=g:7236474
Central Clinic-Harrison	id=g:7236475
Hillside Elementary School	id=g:7236476
Harrison Senior High School	id=g:7236477
Church of Jesus Christ of Latter-Day Saints	id=g:7236478
First Congregational United Church of Christ	id=g:7236479
Saint Athanasius Church	id=g:7236480
Community of Christ	id=g:7236481
Harrison Church of Christ	id=g:7236482
Hope Baptist Church	id=g:7236483
First Baptist Church	id=g:7236484
Jehovah's Witnesses Harrison	id=g:7236485
Gathering United Methodist Church	id=g:7236486
Harrison Mobile Home Estates	id=g:7236487
Withi Trailer Park	id=g:7236488
Harrison Area Park	id=g:7236489
Lincoln Township Fire Department	id=g:7236490
Lake George Post Office	id=g:7236491
Lincoln Township Hall	id=g:7236492
Bethany Baptist Church	id=g:7236493
Liberty Baptist Church	id=g:7236494
Lake Post Office	id=g:7236495
Lake Baptist Church	id=g:7236496
North Woods Nursing Center	id=g:7236497
Farwell Post Office	id=g:7236498
Farwell Church of Christ	id=g:7236499
Farwell Historical Museum	id=g:7236500
Farwell Area Middle School	id=g:7236501
Farwell High School	id=g:7236502
Farwell Elementary School	id=g:7236503
Surrey Township Public Library	id=g:7236504
