Aiyede	id=g:2351598
Sabongari Futu	id=g:6760366
Giwa Higi	id=g:6760367
Bagajau	id=g:6760368
Dutse Kirgala	id=g:6760369
Dakwama Mussa	id=g:6760370
Dutse Shindar	id=g:6760371
Dutse Multafu	id=g:6760372
Makerima	id=g:6760374
Yimilarin Gondang	id=g:6760375
Bulanubwa	id=g:6760376
Gombe	id=g:6760377
Abana	id=g:6760378
Gyomakugwe	id=g:6760379
Sabongari Chalikutu	id=g:6760380
Ribadu	id=g:6760381
Puba	id=g:6760382
Kwadzali	id=g:6760383
Kabur-Maduwa	id=g:6760384
Sardu	id=g:6760385
Chimi	id=g:6760386
Haw	id=g:6760387
Puu	id=g:6760388
Fwa	id=g:6760389
Wuro Madagali	id=g:6760390
Garuburgu	id=g:6760391
Mihtakwa	id=g:6760392
Kohuma	id=g:6760393
Kofin	id=g:6760394
Gombele Miskira	id=g:6760395
Miskira	id=g:6760396
Gombewa	id=g:6760397
Milidi	id=g:6760398
Guva Yashi	id=g:6760399
Naiwa	id=g:6760400
Kulp Bible School	id=g:6760401
Pubarevari	id=g:6760402
Dzakwa	id=g:6760403
Pighem	id=g:6760404
Kumari	id=g:6760405
Kumari	id=g:6760406
Tsuwa	id=g:6760407
Babayaya	id=g:6760408
Dangra	id=g:6760409
Vaatita	id=g:6760410
Kurgana	id=g:6760411
Woru Gabua	id=g:6760412
Tappare Babati	id=g:6760413
Hore Yunwa	id=g:6760414
Dadga	id=g:6760415
Didif	id=g:6760416
Pongel	id=g:6760417
Dogulduma	id=g:6760418
Kotoku	id=g:6760419
Kwatakwa	id=g:6760420
Batande	id=g:6760421
Belamar	id=g:6760422
Wuro Giyea	id=g:6760423
Bukaje	id=g:6760424
Nderamori	id=g:6760425
Hurda	id=g:6760426
Kwama	id=g:6760427
Dadegal	id=g:6760428
Kwatau	id=g:6760430
Gashala Mbanga	id=g:6760431
Mundang	id=g:6760432
Jan lamba	id=g:6760433
Kugang	id=g:6760434
Rijiya	id=g:6760435
Kworhi	id=g:6760436
Wuro Ardo Biri	id=g:6760437
Wuro Sati	id=g:6760438
Burra	id=g:6760439
Wuro Tuga	id=g:6760440
Wuro Hoba	id=g:6760441
Yaza	id=g:6760442
Wuro Harde	id=g:6760443
Murasha	id=g:6760444
Barama	id=g:6760445
Muhayel	id=g:6760446
Gilma	id=g:6760447
Hossere Daneje	id=g:6760448
Vaatita	id=g:6760449
Jamtari	id=g:6760450
Wandure	id=g:6760451
Nggabahi	id=g:6760452
Kilindilla Njekuva	id=g:6760453
Karkama Hill	id=g:6760454
Merenyi Hill	id=g:6760455
Hasga	id=g:6760456
Pirihanchiu	id=g:6760457
Muvi	id=g:6760458
Chembal	id=g:6760459
Lira	id=g:6760460
Barama Lokuwa	id=g:6760461
Babige	id=g:6760462
Mitiri	id=g:6760463
Tumbicha	id=g:6760464
Kwa-Guravi	id=g:6760465
Suzawa	id=g:6760466
Sheri	id=g:6760467
Manpi	id=g:6760468
Kali	id=g:6760469
Kemdi	id=g:6760470
Za-Gaba	id=g:6760471
Za-Girta	id=g:6760472
Juwa	id=g:6760473
Warkanza	id=g:6760474
Dutse Tidajau	id=g:6760475
Yambile	id=g:6760476
Gandaji	id=g:6760477
Watu	id=g:6760478
Makzu	id=g:6760479
Yammu	id=g:6760480
Tudun Wada	id=g:6760481
Kafamuya	id=g:6760482
Muzuku	id=g:6760483
Kafa	id=g:6760484
Mbirazuwe	id=g:6760485
Kwatabe Range	id=g:6760486
Dutse Yimmirbe	id=g:6760487
Dutse Kwandiri	id=g:6760488
Nwumo Range	id=g:6760489
Dutse Muyi	id=g:6760490
Kuda	id=g:6760491
Kobabpale	id=g:6760492
Dagale	id=g:6760493
Kwalia	id=g:6760494
Leprosy Village	id=g:6760495
Wamdida	id=g:6760496
Vilegwa	id=g:6760497
Muzuku	id=g:6760498
Wuro Ngiki	id=g:6760499
Pambla	id=g:6760500
Gari	id=g:6760501
Zukui	id=g:6760502
Mandara	id=g:6760503
Minkis	id=g:6760504
Mbororo	id=g:6760505
Zerarva	id=g:6760506
Wuro Bokki	id=g:6760507
Kwaldaba	id=g:6760508
Kwamdida	id=g:6760509
Kildire	id=g:6760510
Sabongari Kuda	id=g:6760511
Tokiya	id=g:6760512
Yafa	id=g:6760513
Maikadiri	id=g:6760514
Gyomuyi	id=g:6760515
Maigana	id=g:6760516
Kuda	id=g:6760517
Maigadari	id=g:6760518
Maigadama	id=g:6760519
Wuro Allahamdu	id=g:6760520
Kaya	id=g:6760521
Wakara	id=g:6760522
Wuro Dawa	id=g:6760523
Puva	id=g:6760524
Duhu	id=g:6760525
Pambula	id=g:6760526
Thaltsila II	id=g:6760527
Kaya	id=g:6760528
Thaltsila I	id=g:6760529
Wuduru Achaba	id=g:6760530
Tsokorok	id=g:6760531
Tsakiraku	id=g:6760532
Dabo	id=g:6760533
Malakwaya II	id=g:6760534
Malakwaya I	id=g:6760535
Izge-Lamsu	id=g:6760536
Wia-Izge	id=g:6760537
Izge-Wonari	id=g:6760538
Izge-Unore	id=g:6760539
Wuro Tuke	id=g:6760540
Wuro Bororo	id=g:6760541
Gosnge	id=g:6760542
Gojikye	id=g:6760543
Funyondu	id=g:6760544
Bugathal	id=g:6760545
Wagga Lugere	id=g:6760546
Fattude Matakam	id=g:6760547
Luga Habere	id=g:6760548
Mararaba	id=g:6760549
Humshi	id=g:6760550
Godogum	id=g:6760551
Gramatakam Gadamaiyo	id=g:6760552
Kamburo Karaga	id=g:6760553
Chikale	id=g:6760554
Wuro Ardo Ballo	id=g:6760555
Dutse Wuciwar	id=g:6760556
Imidalu	id=g:6760557
Imrali	id=g:6760558
Haduza	id=g:6760559
Pizza	id=g:6760560
Sangere Pilefu	id=g:6760563
Husa	id=g:6760564
Wuro Bajani	id=g:6760565
Mil Talatin	id=g:6760566
Wuro Kawa	id=g:6760567
Jurok	id=g:6760568
Gra	id=g:6760569
Dili	id=g:6760570
Jigalambu	id=g:6760571
Gesosawa	id=g:6760572
Bukarti	id=g:6760776
Bougha Ouango	id=g:6760777
Kubur-Shosho	id=g:6760778
Mayo Lope	id=g:6760779
Rafin Kodowai	id=g:6760780
Mayo Jera	id=g:6760783
Bourha Ouango	id=g:6760788
Jaba	id=g:6763802
Bego	id=g:6763803
Allagarno	id=g:6763818
Bulgajiri	id=g:6763833
Kaguwa	id=g:6763841
Makinta Meleri	id=g:6769426
Adzunge	id=g:6769450
Gardawaji	id=g:6769493
Dorma [or Kutelaha : for name on source field]	id=g:6776002
Koutélaha [or Dourma : for name on source field]	id=g:6776003
Dumure	id=g:6776004
Shirawa	id=g:6776008
Jugula	id=g:6776009
Mungle	id=g:6776010
Nboro	id=g:6776011
Tiwa	id=g:6776012
Supsawa	id=g:6776013
Hiltalbeher	id=g:6776014
Magan	id=g:6776015
Misherde	id=g:6776016
Ahisari	id=g:6776017
Kashidire	id=g:6776018
Jarawa	id=g:6776019
Kodo Bodi	id=g:6776020
Mika	id=g:6776021
Shelma	id=g:6776022
Suwa	id=g:6776023
Bulturi	id=g:6776024
Ham'aras	id=g:6776025
Sabba	id=g:6776026
Kadugulo	id=g:6776027
Njimtilo	id=g:6776028
Mogori Gana	id=g:6776029
Giresari	id=g:6776030
Madizo	id=g:6776031
Albinebu	id=g:6776032
Gabulga	id=g:6776033
Hiwa	id=g:6776034
Abun Hali	id=g:6776035
Mogori Kuraa	id=g:6776036
Girli	id=g:6776037
Abudeya	id=g:6776038
Sidere	id=g:6776039
Bisgi	id=g:6776040
Digerjiri	id=g:6776041
Alhamsa	id=g:6776042
Badiri	id=g:6776043
Sabte	id=g:6776044
Malemiri Kalemiri	id=g:6776045
Erere	id=g:6776046
Nburaya Bogoro	id=g:6776047
Alkamsa	id=g:6776048
Salasa	id=g:6776049
Dakari	id=g:6776050
Kodo Gambobe	id=g:6776051
Abulkuri	id=g:6776052
Magaba	id=g:6776053
Jameri	id=g:6776054
Agujiriri	id=g:6776056
Bugorari	id=g:6776057
Moleke Mole	id=g:6776058
Amcigo	id=g:6776059
Bazaya	id=g:6776060
Bula Karabi	id=g:6776061
Chungrimi	id=g:6776062
Aka Dabanga	id=g:6776063
Huria	id=g:6776064
Adawa	id=g:6776065
Modiyegoru	id=g:6776066
Masarom	id=g:6776067
Samie	id=g:6776068
Jie	id=g:6776069
Cingoa	id=g:6776070
Gimie	id=g:6776071
Gosoma	id=g:6776072
Tambashe	id=g:6776073
Burimari	id=g:6776074
Gudobto	id=g:6776075
Tsilala	id=g:6776076
Yarat	id=g:6776077
Afoye	id=g:6776078
Fanja	id=g:6776079
Murasa	id=g:6776080
Muzine	id=g:6776081
Bulali	id=g:6776082
Gume	id=g:6776083
Sherfuri	id=g:6776084
Kaldangari	id=g:6776085
Bokolori	id=g:6776086
Mogo	id=g:6776087
Adamari	id=g:6776088
Mainari	id=g:6776089
Dalori	id=g:6776090
Angumuldi	id=g:6776091
Dumne	id=g:6776092
Redibe	id=g:6776093
Markace	id=g:6776094
Gegeme	id=g:6776095
Munjingo	id=g:6776096
Adishe	id=g:6776097
Ajiri	id=g:6776098
Masa	id=g:6776099
Aljie	id=g:6776100
Abari	id=g:6776101
Kiniyande	id=g:6776102
Magirta	id=g:6776103
Nbonori	id=g:6776104
Anderi	id=g:6776105
Gumna	id=g:6776106
Jingori	id=g:6776107
Kash Kash Bulali	id=g:6776108
Masfiria	id=g:6776109
Zinda	id=g:6776110
Saleri	id=g:6776111
Bogashiri	id=g:6776112
Waramajama	id=g:6776113
Durbe	id=g:6776114
Shamari	id=g:6776115
Bula Musa	id=g:6776116
Dukje	id=g:6776117
Barkari	id=g:6776118
Aricingori	id=g:6776119
Dele'e	id=g:6776120
Bashiri	id=g:6776121
Mogo	id=g:6776122
Mogokabakir	id=g:6776123
Bogoro	id=g:6776124
Ligia	id=g:6776125
Fagur	id=g:6776126
Jilli	id=g:6776127
Kotokori	id=g:6776128
Zangeri	id=g:6776129
Bula Birin	id=g:6776130
Bula Andimibe	id=g:6776131
Jakana	id=g:6776132
Garno	id=g:6776133
Banki	id=g:6776134
Rija	id=g:6776135
Bula Mastafa	id=g:6776136
Fulatari	id=g:6776137
Malumri	id=g:6776138
Nbaga	id=g:6776139
Gulduba	id=g:6776140
Daniski	id=g:6776141
Njumsute	id=g:6776142
Jabari	id=g:6776143
Cerakala	id=g:6776144
Bosheri	id=g:6776145
Modumajiri	id=g:6776146
Barnesu	id=g:6776147
Tamsugu	id=g:6776148
Kagilmari	id=g:6776149
Bonwan	id=g:6776150
Barjino	id=g:6776151
Bula Mastafa	id=g:6776152
Yerna	id=g:6776153
Bula Umar	id=g:6776154
Bula Ngubdoye	id=g:6776155
Bula Manga	id=g:6776156
Bula Boyebe	id=g:6776157
Bula Kursoye	id=g:6776158
Magirta Reserve	id=g:6776159
New Marte	id=g:6776162
Kirinowa	id=g:6776163
Lurdi	id=g:6776164
Maga Jayewa Masu	id=g:6776165
Kowa	id=g:6777889
Sigel	id=g:6783193
Ran	id=g:6783194
Bodo Kouda	id=g:6783195
Gamboro	id=g:6783196
Ngala	id=g:6783197
Wurge	id=g:6783198
Kirta Wulgo	id=g:6783199
Doron Kirta	id=g:6783200
Tunbun Buhari	id=g:6783201
Buningil	id=g:6783202
Kolori	id=g:6783203
Korochara	id=g:6786852
Kaula	id=g:6786853
Malum Zuberu	id=g:6786854
Bowari	id=g:6786855
Mamuri	id=g:6786856
Ali-Jilamari	id=g:6786857
Gogobirni	id=g:6786858
Gogobirni	id=g:6786859
Gogobirni	id=g:6786860
Gogobirni	id=g:6786861
Metele	id=g:6786862
Metele	id=g:6786863
Metele	id=g:6786864
Metele	id=g:6786865
Kangarwa	id=g:6786867
Kangarwa	id=g:6786868
Kangarwa	id=g:6786869
Kangarwa	id=g:6786870
Kangarwa	id=g:6786871
Kangarwa	id=g:6786872
Kiari Kagari	id=g:6786873
Kanama	id=g:6786874
Barta'a	id=g:6786875
Kodomaram	id=g:6786876
Kawuya	id=g:6786877
Yau Irrigation Project	id=g:6786878
Ngaburo Kura	id=g:6786879
Rille	id=g:6786880
Barum	id=g:6786881
Njakia	id=g:6786882
Bula Chesabe	id=g:6786883
Kanguri	id=g:6786884
Ya'ana	id=g:6786885
Murmurye	id=g:6786886
Furiya	id=g:6786887
Magadamma	id=g:6786888
Kalauwa Kura	id=g:6786889
Jabullam	id=g:6786890
Kalauwa Bulabulin	id=g:6786891
Bolunga	id=g:6786892
Bolowa	id=g:6786893
Cha'an	id=g:6786894
Daya	id=g:6786895
Ali Kauri	id=g:6786896
Daya Irrigation Project	id=g:6786897
Ngarwa Yau	id=g:6786898
Yau Mawango	id=g:6786899
Damakodo	id=g:6786900
Mainari	id=g:6786901
Afnori	id=g:6786902
Malum Konari	id=g:6786903
Mamuri Gana	id=g:6786904
Faida Jinba	id=g:6786905
Bula Ganna Chiri	id=g:6786906
Boso Charkari	id=g:6786907
Bula Ganna Kura	id=g:6786908
Bula Ganna Keisa	id=g:6786909
Bari Koraram	id=g:6786910
Kudakurgu	id=g:6786911
Daba Alhaji Musa	id=g:6786912
Afnori	id=g:6786913
Bandamari	id=g:6786914
Langa Jiri	id=g:6786915
Ngrimeri	id=g:6786916
Dunamari	id=g:6786917
Lawanga Jiri	id=g:6786918
Karei	id=g:6786919
Bosomari	id=g:6786920
Felmari	id=g:6786921
Mainari	id=g:6786922
Bosombarari	id=g:6786923
Kutari	id=g:6786924
Yawa	id=g:6786925
Shetimanganari	id=g:6786926
Chingokiri	id=g:6786927
Ituwa	id=g:6786928
Dare Keisa	id=g:6786929
Babul	id=g:6786930
Njara'a	id=g:6786931
Njara'a	id=g:6786932
Abachariri	id=g:6786933
Ajiri	id=g:6786934
Yewi	id=g:6786935
Abadam Irrigation Project	id=g:6786937
Duguri Federal Fisheries Department	id=g:6786938
North Eastern State Fisheries Station	id=g:6786939
Zayam	id=g:6822231
Dass	id=g:6826006
Akassa Lighthouse	id=g:6826007
Emuema	id=g:6826008
Odiama Creek	id=g:6826009
River Sunmoge	id=g:6826010
Ikeran	id=g:6826011
Imuogo	id=g:6826012
Take	id=g:6826013
Abosioto	id=g:6826014
Abomiti	id=g:6826015
Oba-Oyinbo	id=g:6826016
Idomogu	id=g:6826017
Aba-Onigbagbo	id=g:6826018
Apala	id=g:6826019
Imoba	id=g:6826020
Siriwon	id=g:6826021
Igbo-Lomi	id=g:6826022
Onigangan	id=g:6826023
Aba-Oriyanrin	id=g:6826024
Ekpikakiri	id=g:6826025
Twoni Creek	id=g:6826026
Ekeremama Creek	id=g:6826027
Senimikiri	id=g:6826028
Bokubokiri	id=g:6826029
Owon	id=g:6826030
Aburakubu Creek	id=g:6826031
Adu-Ama	id=g:6826032
Okoma	id=g:6826033
Jombokiri	id=g:6826034
Apinokolo	id=g:6826035
Ibidi	id=g:6826036
Johnkiri	id=g:6826037
Mbokokiri	id=g:6826038
Olukiri	id=g:6826039
Theophiluskiri	id=g:6826040
Kulakiri	id=g:6826041
Tieberem	id=g:6826042
Macleankiri	id=g:6826043
Akietekiri	id=g:6826044
Negetekiri	id=g:6826045
Lawrencekiri	id=g:6826046
Idegeba	id=g:6826047
Monafakiri	id=g:6826048
Opuropokiri	id=g:6826049
Elizakiri	id=g:6826050
Port Harcourt Fishing Camp	id=g:6826051
Belema	id=g:6826052
Kalakuro Creek	id=g:6826053
Offor	id=g:6826054
Enochkiri	id=g:6826055
Fynetacikiri	id=g:6826056
Barapakama Creek	id=g:6826057
Abereyebia	id=g:6826058
Sangapiri	id=g:6826059
Jacobkiri	id=g:6826060
Estherkiri	id=g:6826061
Segikiri	id=g:6826062
Kongoma Creek	id=g:6826063
Apiboko Creek	id=g:6826064
Penakiri	id=g:6826065
Agudakiri	id=g:6826066
Agudaboko	id=g:6826067
Olomabokokin	id=g:6826068
Dabibikiri	id=g:6826069
Oloma	id=g:6826070
Okolobakiri	id=g:6826071
Eddykiri	id=g:6826072
Isomabio	id=g:6826073
Okekiri	id=g:6826074
Torubiama	id=g:6826075
Odoni	id=g:6826076
Okolomakalakubu Creek	id=g:6826077
Akpainkiri	id=g:6826078
Opuabesea	id=g:6826079
Nangwoma	id=g:6826080
Kiriburuje	id=g:6826081
Ilolo	id=g:6826082
Balo Creek	id=g:6826083
Agba-Abobora	id=g:6826084
Angalabio Fishing Camp	id=g:6826085
Angalabio	id=g:6826086
Tingibibi	id=g:6826087
Ibrokiri	id=g:6826088
Gogokiri	id=g:6826089
Presa Creek	id=g:6826090
Abaji Creek	id=g:6826091
Abajikolokiri	id=g:6826092
Opokolo	id=g:6826093
Kelema	id=g:6826094
Ferupakama	id=g:6826095
Omoma	id=g:6826096
Abriba	id=g:6826097
Kaligidiama	id=g:6826098
Opurama	id=g:6826099
Fari Creek	id=g:6826100
Kebokokiri	id=g:6826101
Orutemekiri	id=g:6826102
Okikiri	id=g:6826103
Agamejekiri	id=g:6826104
Dekamaboko	id=g:6826105
Dekama	id=g:6826106
Krikama	id=g:6826107
Hanahkiri	id=g:6826108
Erebia	id=g:6826109
Buoyboko Creek	id=g:6826110
Omoma Creek	id=g:6826111
Gold Coast	id=g:6826112
Elem-Oproama	id=g:6826113
Elem-Ifoko	id=g:6826114
Odumo	id=g:6826115
Egele	id=g:6826116
Akainsinyeboko	id=g:6826117
Otama	id=g:6826118
Okolo-Ogono	id=g:6826119
Ngeribrama	id=g:6826120
Fuche Creek	id=g:6826121
Kula Flats	id=g:6826122
Kulabio Creek	id=g:6826123
Sanikiri	id=g:6826124
Klamasiri	id=g:6826125
Waribokokiri	id=g:6826126
Ikparu	id=g:6826127
Singiokolo	id=g:6826128
Elem Benkirikiri Creek	id=g:6826129
Awazakiri	id=g:6826130
Gold Coast	id=g:6826131
Davisonkiri	id=g:6826132
Kongoma	id=g:6826133
Kalogbogolo	id=g:6826134
Opuogbogolo	id=g:6826135
Ezalkiri	id=g:6826136
Awotarighakiri	id=g:6826137
Wenikekiri	id=g:6826138
Emele	id=g:6826139
Monibokiri	id=g:6826140
Ngojikiri	id=g:6826141
Obokofina	id=g:6826142
Kirikakiri	id=g:6826143
Ijawkiri	id=g:6826144
River Ogboma	id=g:6826145
Egorobiri Creek	id=g:6826146
Otukukiri	id=g:6826147
Paul Plantation	id=g:6826148
Okpikirikiri	id=g:6826149
Robers Camp	id=g:6826150
Johns Camp	id=g:6826151
Johnny Camp	id=g:6826152
Thompson Camp	id=g:6826153
Evhenevel	id=g:6826154
Kambia	id=g:6826155
Obelele Creek	id=g:6826156
Egorbiri	id=g:6826157
Okoma (I)	id=g:6826158
Okporowo	id=g:6826159
Okoma (II)	id=g:6826160
Ogbere	id=g:6826161
Odiabidi	id=g:6826162
Ehuama	id=g:6826163
Ekutche	id=g:6826164
Imugu	id=g:6826165
Obele Nwokoma	id=g:6826166
Omagwa	id=g:6826167
Obele Garric	id=g:6826168
Ngbodo	id=g:6826169
Ngbuhie	id=g:6826170
Obumeze	id=g:6826171
Omoviri	id=g:6826172
Umekuru	id=g:6826173
Bum	id=g:6826174
Anyude	id=g:6826175
Ogharah	id=g:6826176
Odaga	id=g:6826177
Otari	id=g:6826178
Onyuda Creek	id=g:6826179
Emon	id=g:6826180
Apokobem	id=g:6826181
Akokogiri	id=g:6826182
Krakrama	id=g:6826183
Obokiri	id=g:6826184
Gbasiko Creek	id=g:6826185
Festuskiri	id=g:6826186
Gold Coast	id=g:6826187
Ejesiri Creek	id=g:6826188
Atabalamasiri Creek	id=g:6826189
Oruwaritorugono Creek	id=g:6826190
Apambiakiri	id=g:6826191
Asafia	id=g:6826192
Okpotuboh	id=g:6826193
Mamikiri	id=g:6826194
Olokolo Creek	id=g:6826195
Adiigbe Creek	id=g:6826196
Gunekiri	id=g:6826197
Etibiligbologobo	id=g:6826198
Owerekiri	id=g:6826199
Orikiri	id=g:6826200
Orugbanikiri	id=g:6826201
Obokiri	id=g:6826202
Abamesidia	id=g:6826203
Garafiama	id=g:6826204
Digriga	id=g:6826205
Pokuma	id=g:6826206
Edi	id=g:6826207
Elegedi Market	id=g:6826208
Rumuafo Water Side Market	id=g:6826209
Ocheranyan	id=g:6826210
Ogamini	id=g:6826211
Ekunchara-Omofo	id=g:6826212
Omofo	id=g:6826213
Ogbodo	id=g:6826214
Isioba	id=g:6826215
Flegba Creek	id=g:6826216
Temabio Creek	id=g:6826217
Degema Creek	id=g:6826218
Elem Bekinkiri	id=g:6826219
Ekwokobo Creek	id=g:6826220
Aleparawan	id=g:6826221
Amatagwolo	id=g:6826222
Apoti	id=g:6826223
Akani Creek	id=g:6826224
Sego Creek	id=g:6826225
Johnkiri	id=g:6826226
Gbowusa	id=g:6826227
Omomema	id=g:6826228
Odala	id=g:6826229
Ogbudu Creek	id=g:6826230
Obia	id=g:6826231
Ekenekiri	id=g:6826232
Rumu-Ahunwa	id=g:6826233
Isioba	id=g:6826234
Settlement Isioba	id=g:6826235
Omouchi	id=g:6826236
Chest Hopital	id=g:6826237
Water Side	id=g:6826238
Water Side market	id=g:6826239
Primrose Creek	id=g:6826240
Eferebokiri	id=g:6826241
Krakrama	id=g:6826242
Apama	id=g:6826243
Ojaima	id=g:6826244
Erisekiri	id=g:6826245
Owinuro Creek	id=g:6826246
New Calabar Creek	id=g:6826247
Offor Creek	id=g:6826248
Abissa Flats	id=g:6826249
Abissa Creek	id=g:6826250
Elem Tobia Creek	id=g:6826251
Singiokolo Creek	id=g:6826252
Ajipatutu	id=g:6826253
Kemta	id=g:6826254
Are-Ago	id=g:6826255
Akinde	id=g:6826256
Dosumu	id=g:6826257
Okenla	id=g:6826258
Adenrele	id=g:6826259
Jambu	id=g:6826260
Lukosi	id=g:6826261
Fagbayi	id=g:6826262
Ajasa	id=g:6826263
Mosafejo	id=g:6826264
Isale	id=g:6826265
Aiyetoro	id=g:6826266
Mopin	id=g:6826267
Gbenga	id=g:6826268
Onibukun	id=g:6826269
Olatilewa	id=g:6826270
Olowu	id=g:6826271
Oke-Oko	id=g:6826272
Abede	id=g:6826273
Ifako	id=g:6826274
Alagbado	id=g:6826275
Lemomu	id=g:6826276
Erinle	id=g:6826277
Ikuoye	id=g:6826278
Berese	id=g:6826279
Onimosalasi	id=g:6826280
Fowowawo	id=g:6826281
Otunba	id=g:6826282
Idimu	id=g:6826283
Oresa	id=g:6826284
Ilewo-Wasimi	id=g:6826285
Araromi	id=g:6826286
Onilogbo	id=g:6826287
Iperin	id=g:6826288
Jako-Petedo	id=g:6826289
Agunmo	id=g:6826290
Asepe-Musin	id=g:6826291
Obele	id=g:6826292
Maroko	id=g:6826293
Lemba	id=g:6826294
Mebamu	id=g:6826295
Ilamiro	id=g:6826296
Obadore	id=g:6826297
Bala	id=g:6826298
Ikola	id=g:6826299
Onipanu	id=g:6826300
Itori	id=g:6826301
Ewu	id=g:6826302
Olugbode	id=g:6826303
Orente	id=g:6826304
Sonde	id=g:6826305
Arugudu	id=g:6826306
Mosafejo	id=g:6826307
Apomu	id=g:6826308
Soderu	id=g:6826309
Sowunmi	id=g:6826310
Sokan	id=g:6826311
Olowola	id=g:6826312
Itori-Odo	id=g:6826313
Koboro	id=g:6826314
Gudugbe	id=g:6826315
Onibotuje	id=g:6826316
Ogunsolu	id=g:6826317
Olorunda	id=g:6826318
Itori	id=g:6826319
Ijaku	id=g:6826320
Oruntu	id=g:6826321
Batolu	id=g:6826322
Daddy	id=g:6826323
Oluwo	id=g:6826324
Odofin	id=g:6826325
Ogunseye	id=g:6826326
Lufape	id=g:6826327
Ibokun-Alege	id=g:6826328
Torotoro	id=g:6826329
Ogunrun-Ori	id=g:6826330
Olowotedo	id=g:6826331
Ososo	id=g:6826332
Alahun	id=g:6826333
Ologbun	id=g:6826334
Kayoju	id=g:6826335
Aguntoye	id=g:6826336
Seidu	id=g:6826337
Losi	id=g:6826338
Emuren	id=g:6826339
Magun	id=g:6826340
Abijo	id=g:6826341
Ison	id=g:6826342
Igbokin	id=g:6826343
Igbore	id=g:6826344
Malekete	id=g:6826345
Falana	id=g:6826346
Oko-Eko	id=g:6826347
Igbin	id=g:6826348
Ita	id=g:6826349
Ira	id=g:6826350
Oke-Arobi	id=g:6826351
Igboke	id=g:6826352
Janoke	id=g:6826353
Ibere	id=g:6826354
Bagbagbelu	id=g:6826355
Alapadi	id=g:6826356
Olorunda	id=g:6826357
Ewu-Lema	id=g:6826358
Molekere	id=g:6826359
Moro	id=g:6826360
Iposanyi	id=g:6826361
Gbodomo	id=g:6826362
Aiyetoro	id=g:6826363
Edina	id=g:6826364
Itamerio	id=g:6826365
Itamerin	id=g:6826366
Araromi	id=g:6826367
Gbomo	id=g:6826368
Oyegbami	id=g:6826369
Balefun	id=g:6826370
Ladesuwa	id=g:6826371
Onisopi	id=g:6826372
Apena	id=g:6826373
Aberebi	id=g:6826374
Oga	id=g:6826375
Igbein	id=g:6826376
Rasusi	id=g:6826377
Orile_Imo	id=g:6826378
Kajola	id=g:6826379
Oduatayo	id=g:6826380
Olojo	id=g:6826381
Malajo	id=g:6826382
Ikoyi	id=g:6826383
Lemomu	id=g:6826384
Kudoro	id=g:6826385
Oloko	id=g:6826386
Asehan	id=g:6826387
Odo-Idako	id=g:6826388
Ogoji	id=g:6826389
Garo	id=g:6826390
Ikongba	id=g:6826391
Imope	id=g:6826392
Egun	id=g:6826393
Onijawajawa	id=g:6826394
Dongo	id=g:6826395
Iwesolu	id=g:6826396
Biolorunpelu	id=g:6826397
Eredo	id=g:6826398
Mojoda	id=g:6826399
Ladekin	id=g:6826400
Lagbarun	id=g:6826401
Eredo	id=g:6826402
Okelisa	id=g:6826403
Ipesin	id=g:6826404
Odo-Ajatun	id=g:6826405
Oke-Ako	id=g:6826406
Otta	id=g:6826407
Imaka	id=g:6826408
Idono	id=g:6826409
Isade	id=g:6826410
Agbowa	id=g:6826411
Imoro	id=g:6826412
Mobalufon	id=g:6826413
Iturin	id=g:6826414
Igbeba	id=g:6826415
Ijari	id=g:6826416
Oke-Olowu	id=g:6826417
Igbodo-Oloja	id=g:6826418
Owode-Bale	id=g:6826419
Ita-Arapa	id=g:6826420
Ita-Ereke	id=g:6826421
Oko-Odo	id=g:6826422
Nene	id=g:6826423
Ilaporu	id=g:6826424
Odosenlu	id=g:6826425
Egundugbo	id=g:6826426
Ogunlenu	id=g:6826427
Idi-Egun	id=g:6826428
Onidajo	id=g:6826429
Iewo	id=g:6826430
Ogbaga	id=g:6826431
Jaguna	id=g:6826432
Ibadan	id=g:6826433
Osoko	id=g:6826434
Labori	id=g:6826435
Orita-Odo	id=g:6826436
Ita-Alasela	id=g:6826437
Fajege	id=g:6826438
Sowo	id=g:6826439
Orita-Atoyo	id=g:6826440
Igbomowo	id=g:6826441
Igbein	id=g:6826442
Abidagba	id=g:6826443
Iloti	id=g:6826444
Igbaga	id=g:6826445
Tidowo	id=g:6826446
Oguru	id=g:6826447
Atoyo	id=g:6826448
Otogun	id=g:6826449
Eregu	id=g:6826450
Imayan	id=g:6826451
Gbogije-Ibeju	id=g:6826452
Arodara	id=g:6826453
Lafalu	id=g:6826454
Jibowu	id=g:6826455
Alhaji	id=g:6826456
Ori-Ita	id=g:6826457
Jaguna	id=g:6826458
Ipetoro	id=g:6826459
Konigbagbe	id=g:6826460
Onigari	id=g:6826461
Irewon	id=g:6826462
Talafanmu	id=g:6826463
Mobarode	id=g:6826464
Kajola	id=g:6826465
Idoluwo	id=g:6826466
Ikotun	id=g:6826467
Epoto	id=g:6826468
Litan	id=g:6826469
Tirianga	id=g:6826470
Erutan	id=g:6826471
Ilege	id=g:6826472
Igbosuru	id=g:6826473
Akata	id=g:6826474
Irawo	id=g:6826475
Imegun	id=g:6826476
Iwaya	id=g:6826477
Odoroga	id=g:6826478
Uwa Forest Reserve	id=g:6826479
Ajeregun	id=g:6826480
