’Mba Tingkrang Ga	id=g:1309901
Magyidan	id=g:1312542
Magyidan	id=g:1312543
Magyidan	id=g:1312544
Magyidaing	id=g:1312545
Magyidadaung	id=g:1312546
Magyichidauk	id=g:1312547
Magyi Chaung	id=g:1312548
Magyi Chaung	id=g:1312549
Magyi Chaung	id=g:1312550
Magyi Chaung	id=g:1312551
Magyi Chaung	id=g:1312552
Magyichaung	id=g:1312553
Magyibyu	id=g:1312554
Magyibya	id=g:1312555
Magyibok	id=g:1312556
Magyibinzu	id=g:1312557
Magyibinzu	id=g:1312558
Magyibinzu	id=g:1312559
Magyibin-lebyin	id=g:1312560
Magyibingyaung	id=g:1312561
Magyibingwin	id=g:1312562
Magyibingon	id=g:1312563
Magyibinde	id=g:1312564
Magyibinde	id=g:1312565
Magyibinbu	id=g:1312566
Magyibinbu	id=g:1312567
Magyibinbu	id=g:1312568
Magyibin	id=g:1312569
Magyibin	id=g:1312570
Magyibin	id=g:1312571
Magyibin	id=g:1312572
Magyibin	id=g:1312573
Magyibin	id=g:1312574
Magyi-bin	id=g:1312575
Magyibin	id=g:1312576
Magyibin	id=g:1312577
Magyibin	id=g:1312578
Magyibin	id=g:1312579
Magyibin	id=g:1312580
Magyibin	id=g:1312581
Magyibin	id=g:1312582
Magyibin	id=g:1312583
Magyibin	id=g:1312584
Magyibin	id=g:1312585
Magyibin	id=g:1312586
Magyibin	id=g:1312587
Magyibaukkon	id=g:1312588
Chaung Magyi	id=g:1312589
Magyi	id=g:1312590
Magyi	id=g:1312591
Magyi	id=g:1312592
Magyi	id=g:1312593
Magyezan	id=g:1312594
Magya	id=g:1312595
Magwiwang	id=g:1312596
Magwitawng Hka	id=g:1312597
Magwitawng Ga	id=g:1312598
Magwi Chai	id=g:1312599
Magwi Bum	id=g:1312600
Magwe-taya	id=g:1312601
Magwe Reserved Forest	id=g:1312602
Magweluka	id=g:1312603
Magway Division	id=g:1312604
Magwe District	id=g:1312605
Magwedan	id=g:1312606
Magwe Chaung	id=g:1312607
Magwe Chaung	id=g:1312608
Magway	id=g:1312609
Magwe	id=g:1312610
Magu Taungdan	id=g:1312611
Magukyun	id=g:1312612
Magugôn	id=g:1312613
Magu Chaung	id=g:1312614
Magu	id=g:1312615
Māge	id=g:1312616
Magayang	id=g:1312617
Magawring	id=g:1312618
Magawng	id=g:1312619
Magawng	id=g:1312620
Màgaung	id=g:1312621
Magau Ga	id=g:1312622
Magatmung	id=g:1312623
Magan	id=g:1312624
Magalta	id=g:1312625
Maga Hpawng	id=g:1312626
Maga Ga	id=g:1312627
Maga	id=g:1312628
Maga	id=g:1312629
Mafang Shan	id=g:1312630
Mafangchai	id=g:1312631
Ma-e Sadwe	id=g:1312632
Ma-e	id=g:1312633
Madwe Wāng	id=g:1312634
Madupi	id=g:1312635
Mādon	id=g:1312636
Madingnam	id=g:1312637
Madichaung	id=g:1312638
Madhu	id=g:1312639
Madetaung	id=g:1312640
Madein	id=g:1312641
Madein	id=g:1312642
Madegyun River	id=g:1312643
Madegon	id=g:1312644
Madè Chaung	id=g:1312645
Made Chaung	id=g:1312646
Made	id=g:1312647
Madē	id=g:1312648
Madaya	id=g:1312649
Madawgyaung	id=g:1312650
Madawgon	id=g:1312651
Madawgon	id=g:1312652
Madawgôn	id=g:1312653
Madaw Chaung	id=g:1312654
Madawbin	id=g:1312655
Madaw	id=g:1312656
Madaw	id=g:1312657
Madaw	id=g:1312658
Madaw	id=g:1312659
Madaw	id=g:1312660
Madaunghla	id=g:1312661
Madaunggyi	id=g:1312662
Madaung	id=g:1312663
Madaung	id=g:1312664
Madauk	id=g:1312665
Mada Taung	id=g:1312666
Mada Pum	id=g:1312667
Mādangyang	id=g:1312668
Madāng Kawng	id=g:1312669
Madang	id=g:1312670
Mādang	id=g:1312671
Mādang	id=g:1312672
Madandi Chaung	id=g:1312673
Madandi	id=g:1312674
Madan Chaung	id=g:1312675
Madan	id=g:1312676
Madama Chaung	id=g:1312677
Madam	id=g:1312678
Madainggyin	id=g:1312679
Madaing	id=g:1312680
Madaiggyin	id=g:1312681
MacNab Island	id=g:1312682
Macleod Island	id=g:1312683
Macleod Island	id=g:1312684
Mackenzie Island	id=g:1312685
Mackenzie Island	id=g:1312686
Mackay Island	id=g:1312687
MacIan Island	id=g:1312688
Machyi Hkyet	id=g:1312689
Machyang	id=g:1312690
Machyang	id=g:1312691
Māchulo	id=g:1312692
Loi Ma-chè	id=g:1312693
Machat	id=g:1312694
Machangting	id=g:1312695
Machanbaw	id=g:1312696
Macbride Island	id=g:1312697
Mabweko	id=g:1312698
Mabunkong	id=g:1312699
Mabungawng	id=g:1312700
Mabon	id=g:1312701
Mabi-ywama	id=g:1312702
Mabi-atetsu	id=g:1312703
Mabein	id=g:1312704
Mabe	id=g:1312705
Mabē	id=g:1312706
Ma-ainggyun	id=g:1312707
Ma-aing Chaung	id=g:1312708
Ma-aing	id=g:1312709
Ma-aing	id=g:1312710
Ma-aing	id=g:1312711
Nawng Ma	id=g:1312712
Nam Ma	id=g:1312713
Nam Ma	id=g:1312714
Nam Ma	id=g:1312715
Nam Ma	id=g:1312716
Nam Ma	id=g:1312717
Nam Ma	id=g:1312718
Nam Ma	id=g:1312719
Loi Ma	id=g:1312720
Lye Shoal	id=g:1312721
Lyall Island	id=g:1312722
Hwè Lya-du	id=g:1312723
Lyā-du	id=g:1312724
Lyā-bē-lyā	id=g:1312725
Lwin-u	id=g:1312726
Lwingyit Chaung	id=g:1312727
Lwingyi	id=g:1312728
Lwin-gyi	id=g:1312729
Lwingin	id=g:1312730
Lwinbyin	id=g:1312731
Lwinbyatkan	id=g:1312732
Nam Lwi	id=g:1312733
Lwezaw	id=g:1312734
Lwezaung	id=g:1312735
Lweywan	id=g:1312736
Lweyaung	id=g:1312737
Lweyaing	id=g:1312738
Lwewein	id=g:1312739
Lwewaing	id=g:1312740
Lwetaw Kyaungna	id=g:1312741
Lwetaung	id=g:1312742
Lwetauk	id=g:1312743
Lwesaing	id=g:1312744
Lwesaing	id=g:1312745
Lwenyeng Bum	id=g:1312746
Lwenyein	id=g:1312747
Lwe-ngin	id=g:1312748
Lwenam Bum	id=g:1312749
Lwemaw Chaung	id=g:1312750
Lwemagan	id=g:1312751
Lwelammogôk	id=g:1312752
Lwe-kin	id=g:1312753
Lwekhaw Taung	id=g:1312754
Lweje	id=g:1312755
Lwe-in Bum	id=g:1312756
Lwehti Taung	id=g:1312757
Lwehti Myauk	id=g:1312758
Lwehti Ashe	id=g:1312759
Lwehti	id=g:1312760
Nam Lwè-hsaü	id=g:1312761
Lwe-hsan	id=g:1312762
Lwegyi Chaung	id=g:1312763
Lwegyaw Taung	id=g:1312764
Lwegyaung	id=g:1312765
Lwegan	id=g:1312766
Lwedup	id=g:1312767
Lwè-daw	id=g:1312768
Lwedan	id=g:1312769
Lwe Cho	id=g:1312770
Nam Lwè	id=g:1312771
Lwazin	id=g:1312772
Lwa-zadon	id=g:1312773
Lwazādôn	id=g:1312774
Lwangyaung	id=g:1312775
Luyodaung	id=g:1312776
Luwi	id=g:1312777
Luwaing Reserved Forest	id=g:1312778
Lutshan Taung	id=g:1312779
Lutshan	id=g:1312780
Lutlut	id=g:1312781
Luthaki	id=g:1312782
Lu-su	id=g:1312783
Lupmatkawng	id=g:1312784
Nam Lüp	id=g:1312785
Lunzin	id=g:1312786
Lunzedi	id=g:1312787
Lun-u	id=g:1312788
Lun Taung	id=g:1312789
Lun Taung	id=g:1312790
Lun Taung	id=g:1312791
Lun-pun	id=g:1312792
Lunpok	id=g:1312793
Lunpan Chaung	id=g:1312794
Lunnya	id=g:1312795
Lunkhi Taung	id=g:1312796
Lun-kaung	id=g:1312797
Lunka Rock	id=g:1312798
Lünhsan	id=g:1312799
Lungzarh	id=g:1312800
Lungyi	id=g:1312801
Lungyegan	id=g:1312802
Lungyaw	id=g:1312803
Lungyam Taung	id=g:1312804
Lungwukaw Bum	id=g:1312805
Lungwai	id=g:1312806
Lung Va	id=g:1312807
Lung Va	id=g:1312808
Lungtum	id=g:1312809
Lungtlang	id=g:1312810
Lungting Klang	id=g:1312811
Lungtar	id=g:1312812
Lungtak	id=g:1312813
Lungsu-loisan	id=g:1312814
Lungseing	id=g:1312815
Lungsawt	id=g:1312816
Lungsawi	id=g:1312817
Lungsawi	id=g:1312818
Lungring	id=g:1312819
Lungri	id=g:1312820
Lungrang Klang	id=g:1312821
Lungrang	id=g:1312822
Lungpyen	id=g:1312823
Lungpum Wāng	id=g:1312824
Lungpum Klang	id=g:1312825
Lungpo	id=g:1312826
Lungpi	id=g:1312827
Lungphialia	id=g:1312828
Lungpawng	id=g:1312829
Lungpauk Ra	id=g:1312830
Lungpang Bum	id=g:1312831
Lungpang	id=g:1312832
Lungpang	id=g:1312833
Lungngo	id=g:1312834
Lungnāhkaw Pass	id=g:1312835
Lungmon	id=g:1312836
Lungler	id=g:1312837
Lunglen Tlāng	id=g:1312838
Lunglen	id=g:1312839
Lunglawng Ga	id=g:1312840
Lungkyip	id=g:1312841
Lungkying	id=g:1312842
Noi Lungkun	id=g:1312843
Lungkru Madin	id=g:1312844
Lungkling	id=g:1312845
Lungkhin	id=g:1312846
Lungkan	id=g:1312847
Lungka	id=g:1312848
Lungjun	id=g:1312849
Lungjawt	id=g:1312850
Lungja Mānmau	id=g:1312851
Lungjahkyet	id=g:1312852
Lungja	id=g:1312853
Lungja	id=g:1312854
Lungiung	id=g:1312855
Lungia Chaung	id=g:1312856
Lunghtang	id=g:1312857
Lunghtang	id=g:1312858
Lünghsa-ye	id=g:1312859
Lunghrawh	id=g:1312860
Lunghpawng Ku	id=g:1312861
Lunghpa Bum	id=g:1312862
Lunghpa	id=g:1312863
Lunghnam	id=g:1312864
Lunghkau Bum	id=g:1312865
Lung Hkat	id=g:1312866
Lunghkai	id=g:1312867
Lunghau	id=g:1312868
Lungdu	id=g:1312869
Lungding	id=g:1312870
Lungdaw	id=g:1312871
Lungbindim Wāng	id=g:1312872
Lungbiadam	id=g:1312873
Lungan Chaung	id=g:1312874
Lunga	id=g:1312875
Loi Lung	id=g:1312876
Lundigyi Chaung	id=g:1312877
Lundaung	id=g:1312878
Lundaung	id=g:1312879
Lundaung	id=g:1312880
Lundaung	id=g:1312881
Lunbye-athin	id=g:1312882
Lunbu	id=g:1312883
Lunbinbugwe Chaung	id=g:1312884
Lunaing	id=g:1312885
Lumzang	id=g:1312886
Lumte	id=g:1312887
Lump Rock	id=g:1312888
Lump Rock	id=g:1312889
Lumpan	id=g:1312890
Lumhpaw Yei	id=g:1312891
Lumhpaw Noi	id=g:1312892
Lum Hka	id=g:1312893
Lumbang	id=g:1312894
Lumauk Taung	id=g:1312895
Nam Lüm	id=g:1312896
Hwè Lüm	id=g:1312897
Hwè Lüm	id=g:1312898
Lulum Nok	id=g:1312899
Lulpilung	id=g:1312900
Nam Lu-lōng	id=g:1312901
Lulaywagyi	id=g:1312902
Lula Taung	id=g:1312903
Lula Auk	id=g:1312904
Lula	id=g:1312905
Lukyi	id=g:1312906
Hwè Lukwawng	id=g:1312907
Luk-wai	id=g:1312908
Lukudo	id=g:1312909
Luktawng	id=g:1312910
Luktawng	id=g:1312911
Luksing	id=g:1312912
Luksang	id=g:1312913
Lukpwi	id=g:1312914
Loi Lukpa	id=g:1312915
Lüknim	id=g:1312916
Luknai	id=g:1312917
Luk-maw-hkang	id=g:1312918
Luklung Ga	id=g:1312919
Luklong	id=g:1312920
Luklio	id=g:1312921
Lukleh	id=g:1312922
Lük-le	id=g:1312923
Lukkum	id=g:1312924
Luk-khai	id=g:1312925
Lukkaw	id=g:1312926
Lukkāng	id=g:1312927
Lukhsa-py-e	id=g:1312928
Lukhpakha	id=g:1312929
Lukhpakha	id=g:1312930
Lukhkai	id=g:1312931
Luk-hkai	id=g:1312932
Lukhkai	id=g:1312933
Luk-hkai	id=g:1312934
Lukhkai	id=g:1312935
Lukeywa	id=g:1312936
Luk-eng	id=g:1312937
Luivang	id=g:1312938
Luithang Klang	id=g:1312939
Lui-ngin	id=g:1312940
Luikanau Taung	id=g:1312941
Luhtawng Hka	id=g:1312942
Luhtawng	id=g:1312943
Luhtawng	id=g:1312944
Luhkwi	id=g:1312945
Luhkala	id=g:1312946
Lugon	id=g:1312947
Lugingyi	id=g:1312948
Lugin	id=g:1312949
Lugaunggyun	id=g:1312950
Lu-fang	id=g:1312951
Ludiang Taung	id=g:1312952
Ludawzu	id=g:1312953
Ludawzu	id=g:1312954
Ludawgyi	id=g:1312955
Luchang	id=g:1312956
Lubyo Taung	id=g:1312957
Lubu	id=g:1312958
Luangel	id=g:1312959
Doi Luang	id=g:1312960
Lu-a	id=g:1312961
Nam Lu	id=g:1312962
Nam Lu	id=g:1312963
Nam Lu	id=g:1312964
Nam Lu	id=g:1312965
Nam Lu	id=g:1312966
Nam Lū	id=g:1312967
Loi Lü	id=g:1312968
Hwè Lü	id=g:1312969
Lowlungkhin Mual	id=g:1312970
Low Islet	id=g:1312971
Lower Sinthe Reserved Forest	id=g:1312972
Lower Natkyi	id=g:1312973
Lower Kheng	id=g:1312974
Lower Kanyinmyaung Reserved Forest	id=g:1312975
Lower Chindwin District	id=g:1312976
Lower Bazul	id=g:1312977
Lowandaung	id=g:1312978
Lowakodo	id=g:1312979
Loughborough Passage	id=g:1312980
Loi Lo-to	id=g:1312981
Lothkan	id=g:1312982
Lotharawn	id=g:1312983
Lotaw	id=g:1312984
Lota	id=g:1312985
Lösaw	id=g:1312986
Losau	id=g:1312987
Losalo	id=g:1312988
Lord Loughborough Island	id=g:1312989
Lorawdo	id=g:1312990
Lopu-hkaung-saung	id=g:1312991
Lopu	id=g:1312992
Lophei	id=g:1312993
Lopah	id=g:1312994
Lônzun	id=g:1312995
Lôn-ywa	id=g:1312996
Lonyan Chaung	id=g:1312997
Lonyan	id=g:1312998
Lonwin	id=g:1312999
Lonwesaung Kyein	id=g:1313000
Lonwe	id=g:1313001
Lonwa	id=g:1313002
Lonton	id=g:1313003
Lonton	id=g:1313004
Lonton	id=g:1313005
Lontin	id=g:1313006
Lontha	id=g:1313007
Lontep	id=g:1313008
Lontaw	id=g:1313009
Lonsi	id=g:1313010
Lonsein Chaung	id=g:1313011
Lonsein	id=g:1313012
Lonsadaung	id=g:1313013
Lonpyin	id=g:1313014
Lonpu	id=g:1313015
Lonpo	id=g:1313016
Lonpatnyu Kyein	id=g:1313017
Lonpar Ashe	id=g:1313018
Lonpar Anauk	id=g:1313019
Lonpar Ale	id=g:1313020
Lonpar	id=g:1313021
Taung Lônnyo	id=g:1313022
Lonmahku	id=g:1313023
Lonma Hka	id=g:1313024
Lonlittang	id=g:1313025
Lonlin Chaung	id=g:1313026
Lonlang L’ka	id=g:1313027
Lonlan	id=g:1313028
Lonkya Lui	id=g:1313029
Nam Lonkin	id=g:1313030
Lonkin	id=g:1313031
Lonke	id=g:1313032
Lonkaung	id=g:1313033
Lonka	id=g:1313034
Lônhpado	id=g:1313035
Lonhkok	id=g:1313036
Lonhkam	id=g:1313037
Lonhaw	id=g:1313038
Löng-yom	id=g:1313039
Long-yom	id=g:1313040
Long-yok	id=g:1313041
Longyi	id=g:1313042
Longwing	id=g:1313043
Longwe	id=g:1313044
Longwai Chaung	id=g:1313045
Longwai	id=g:1313046
Longwai	id=g:1313047
Löngwai	id=g:1313048
Löngwai	id=g:1313049
Longwai	id=g:1313050
Longwai	id=g:1313051
Longwai	id=g:1313052
Longwah	id=g:1313053
Longtwi	id=g:1313054
Longtikawng	id=g:1313055
Longtawng	id=g:1313056
Longtawng	id=g:1313057
Longtawng	id=g:1313058
Longtawktaö	id=g:1313059
Longtawknö	id=g:1313060
Longtaw	id=g:1313061
Longtang	id=g:1313062
Loi Longtan	id=g:1313063
Longtan	id=g:1313064
Longta Hi	id=g:1313065
Longsong	id=g:1313066
Longsing	id=g:1313067
Nam Longsam	id=g:1313068
Longsam	id=g:1313069
Long Sam	id=g:1313070
Longsam	id=g:1313071
Longsadi Wāng	id=g:1313072
Longra-mong	id=g:1313073
Longping	id=g:1313074
Longpenghku	id=g:1313075
Longpeng	id=g:1313076
Longpaw	id=g:1313077
Longon	id=g:1313078
Long No	id=g:1313079
Longnai Klang	id=g:1313080
Longnaga Yo	id=g:1313081
Longmun	id=g:1313082
Longmöt	id=g:1313083
Longmöng	id=g:1313084
Longmon	id=g:1313085
Long-mik	id=g:1313086
Longmawng	id=g:1313087
Longma-sa-i	id=g:1313088
Longmaktoi	id=g:1313089
Longmakpai	id=g:1313090
Longmakmun	id=g:1313091
Longmakhü Razi	id=g:1313092
Longlum	id=g:1313093
Loi Longlōng	id=g:1313094
Longlin Mahkü	id=g:1313095
Longling Taung	id=g:1313096
Longlawt	id=g:1313097
Longlang	id=g:1313098
Longlam	id=g:1313099
Longlām	id=g:1313100
Longkying	id=g:1313101
Longkwe	id=g:1313102
Löngkwai	id=g:1313103
Longku	id=g:1313104
Long Ku	id=g:1313105
Longkin	id=g:1313106
Longkeng	id=g:1313107
Longkeng	id=g:1313108
Longkeng	id=g:1313109
Longkeng	id=g:1313110
Longkeng	id=g:1313111
Longkeng	id=g:1313112
Longkeng	id=g:1313113
Löng-kawng	id=g:1313114
Longkawk	id=g:1313115
Long-kaw	id=g:1313116
Longkap	id=g:1313117
Longkangthu	id=g:1313118
Longkam	id=g:1313119
Longkam	id=g:1313120
Longkam	id=g:1313121
Longka	id=g:1313122
Longka	id=g:1313123
Longjung	id=g:1313124
Longjung	id=g:1313125
Long Island Channel	id=g:1313126
Long Island	id=g:1313127
Long Island	id=g:1313128
Longhu	id=g:1313129
Longhtung Bum	id=g:1313130
Longhtong	id=g:1313131
Longhtawng	id=g:1313132
Longhsu	id=g:1313133
Long Hsiae	id=g:1313134
Longhsam	id=g:1313135
Longhsām	id=g:1313136
Long Hsam	id=g:1313137
Long-hpa	id=g:1313138
Longhkwa	id=g:1313139
Longhkök	id=g:1313140
Longhkeng	id=g:1313141
Longhkaw	id=g:1313142
Longhkat	id=g:1313143
Longhkang	id=g:1313144
Longhka	id=g:1313145
Longhi-pe	id=g:1313146
Longhen	id=g:1313147
Longhēn	id=g:1313148
Longhe	id=g:1313149
Longhawn	id=g:1313150
Long-hawm	id=g:1313151
Longgawanghtung	id=g:1313152
Longdampu	id=g:1313153
Longchaui	id=g:1313154
Longat	id=g:1313155
Longadang Bum	id=g:1313156
Nam Long	id=g:1313157
Nam Lōng	id=g:1313158
Nam Lōng	id=g:1313159
Nam Lōng	id=g:1313160
Nam Lōng	id=g:1313161
Nam Long	id=g:1313162
Loi Long	id=g:1313163
Loi Long	id=g:1313164
Loi Long	id=g:1313165
Loi Lōng	id=g:1313166
Hwè Lōng	id=g:1313167
Londo	id=g:1313168
Londin	id=g:1313169
Londaw	id=g:1313170
Londaw	id=g:1313171
Londaung	id=g:1313172
Londaung	id=g:1313173
Lonchon	id=g:1313174
Lonchaung Chaung	id=g:1313175
Lonbo	id=g:1313176
Lônbo	id=g:1313177
Nam Lon	id=g:1313178
Hwè Lon	id=g:1313179
Lomulaw	id=g:1313180
Lomuko	id=g:1313181
Lö-mu-hko	id=g:1313182
Lomrāng Ga	id=g:1313183
Lom Plu	id=g:1313184
Lomati	id=g:1313185
Nam Lōm	id=g:1313186
Loi Lom	id=g:1313187
Loi Lom	id=g:1313188
Lolyaw Pum	id=g:1313189
Lollam	id=g:1313190
Lolawti	id=g:1313191
Lolawkhi	id=g:1313192
Lôk-ywa	id=g:1313193
Lökpye	id=g:1313194
Loi Loknga-ho	id=g:1313195
Lokhi	id=g:1313196
Lokhai Chaung	id=g:1313197
Lokchao River	id=g:1313198
Lokai	id=g:1313199
Hwè Lök	id=g:1313200
Hwè Lök	id=g:1313201
Loi-za-leng	id=g:1313202
Loi-ywoi	id=g:1313203
Loi-yöng	id=g:1313204
Loi-yoimanmaö	id=g:1313205
Loi-yoimanmaö	id=g:1313206
Loi-yoi	id=g:1313207
Loiying	id=g:1313208
Loiyeng	id=g:1313209
Loiyeng	id=g:1313210
Loi-yein	id=g:1313211
Loi-ye	id=g:1313212
Loi-yawt	id=g:1313213
Loi-yawt	id=g:1313214
Loi-yawng	id=g:1313215
Loi-yawng	id=g:1313216
Loi-yawkya	id=g:1313217
Loiyang Range	id=g:1313218
Loiyang	id=g:1313219
Loiyang	id=g:1313220
Loiyang	id=g:1313221
Loi-yang	id=g:1313222
Loi-yai	id=g:1313223
Loi-yai	id=g:1313224
Loi-yai	id=g:1313225
Loiya	id=g:1313226
Loiya	id=g:1313227
Loiwongkut	id=g:1313228
Loi-wing	id=g:1313229
Loi-wing	id=g:1313230
Loi-wing	id=g:1313231
Loi-wing	id=g:1313232
Loi-wing	id=g:1313233
Loi-wing	id=g:1313234
Loi-wing	id=g:1313235
Loi-weng	id=g:1313236
Loi-weng	id=g:1313237
Loi-weng	id=g:1313238
Loi-wēng	id=g:1313239
Loi-weng	id=g:1313240
Loi-weng	id=g:1313241
Loi-weing	id=g:1313242
Loi-waw	id=g:1313243
Loi-vinghkam	id=g:1313244
Loi-ung	id=g:1313245
Loi-un	id=g:1313246
Loi-un	id=g:1313247
Loi-un	id=g:1313248
Loi-un	id=g:1313249
Loi-top	id=g:1313250
Loi-top	id=g:1313251
Loi-tong	id=g:1313252
Loi-tet	id=g:1313253
Loitawngkwetawk	id=g:1313254
Loi-tawng	id=g:1313255
Loi-tawng	id=g:1313256
Loi Tawng	id=g:1313257
Loi-tawn	id=g:1313258
Loi-tawn	id=g:1313259
Loi-tap	id=g:1313260
Loi-tao	id=g:1313261
Loi-tangpan	id=g:1313262
Loi-Taing	id=g:1313263
Loisun	id=g:1313264
Loisum Bum	id=g:1313265
Loisu	id=g:1313266
Loi-song	id=g:1313267
Loisoi	id=g:1313268
Loi-sīn	id=g:1313269
Loishem	id=g:1313270
Loi-se-ti	id=g:1313271
Loi-sengkonso	id=g:1313272
Loi-seng	id=g:1313273
Loiseng	id=g:1313274
Loi-se	id=g:1313275
Loi-sawnglok	id=g:1313276
Loi-sawng	id=g:1313277
Loi-sawng	id=g:1313278
Loi-sawng	id=g:1313279
Loi-sawn	id=g:1313280
Loisawn	id=g:1313281
Loi-sawm	id=g:1313282
Loisaw Bum	id=g:1313283
Loisaw	id=g:1313284
Loi-saw	id=g:1313285
Loi-saung	id=g:1313286
Loisati	id=g:1313287
Loisati	id=g:1313288
Loi Sang Range	id=g:1313289
Loi-sang-mye	id=g:1313290
Loi-sang	id=g:1313291
Loisang	id=g:1313292
Loi-sang	id=g:1313293
Loi-sang	id=g:1313294
Loi Sang	id=g:1313295
Loi-sang	id=g:1313296
Loi-san	id=g:1313297
Loi-san	id=g:1313298
Loisammán	id=g:1313299
Loi-sam	id=g:1313300
Loi-sakh	id=g:1313301
Loi Sak	id=g:1313302
Loi-sa	id=g:1313303
Loisa	id=g:1313304
Loipyit Nawng	id=g:1313305
Loipyet Bum	id=g:1313306
Loi-pyek	id=g:1313307
Loipyek	id=g:1313308
Loi-pye	id=g:1313309
Loi-pwi	id=g:1313310
Loi-pwe	id=g:1313311
Loi-pwe	id=g:1313312
Loi-pütau	id=g:1313313
Loi-put	id=g:1313314
Loi-pom Hkao	id=g:1313315
Loi-ping	id=g:1313316
Loi Pek Man	id=g:1313317
Loi-pek	id=g:1313318
Loi-pek	id=g:1313319
Loi-pek	id=g:1313320
Loi-pek	id=g:1313321
Loipek	id=g:1313322
Loi-pek	id=g:1313323
Loipek	id=g:1313324
Loipaw	id=g:1313325
Loipaw	id=g:1313326
Loi-paw	id=g:1313327
Loi-panghsan	id=g:1313328
Loi-pāng	id=g:1313329
Loi-pang	id=g:1313330
Loipang	id=g:1313331
Loipan	id=g:1313332
Loipaleng	id=g:1313333
Loi-nim	id=g:1313334
Loingu Pum	id=g:1313335
Loi-ngup	id=g:1313336
Loi-ngun	id=g:1313337
Loi-ngun	id=g:1313338
Loi-ngün	id=g:1313339
Loi-ngün	id=g:1313340
Loingu	id=g:1313341
Loingu	id=g:1313342
Loingu	id=g:1313343
Loi Ngu	id=g:1313344
Loi-ngu	id=g:1313345
Loi-ngu	id=g:1313346
Loi-ngon Chaung	id=g:1313347
Loi-ngon	id=g:1313348
Loi-ngon	id=g:1313349
Loi-ngon	id=g:1313350
Loi-ngon	id=g:1313351
Loi-ngon	id=g:1313352
Loingen	id=g:1313353
Loi-ngan	id=g:1313354
Loi-ngam	id=g:1313355
Loi-nawk	id=g:1313356
Loinam Sawnghka	id=g:1313357
Loi Na Hpai	id=g:1313358
Loimye Bum	id=g:1313359
Loi Mwe	id=g:1313360
Loi-mun	id=g:1313361
Loi-mun	id=g:1313362
Loimun	id=g:1313363
Loimun	id=g:1313364
Loi-mun	id=g:1313365
Loi Mun	id=g:1313366
Loi-mowt	id=g:1313367
Loi-mot	id=g:1313368
Loimon	id=g:1313369
Loimon	id=g:1313370
Loi-mon	id=g:1313371
Loimon	id=g:1313372
Loi-mi	id=g:1313373
Loi-mi	id=g:1313374
Loimi	id=g:1313375
Loi-metyin	id=g:1313376
Loi-mengmon	id=g:1313377
Loi-mawt	id=g:1313378
Loi-mawkhkam	id=g:1313379
Loimawk Hka	id=g:1313380
Loimawk	id=g:1313381
Loi-mawk	id=g:1313382
Loimawk	id=g:1313383
Loi-mawk	id=g:1313384
Loi-mawk	id=g:1313385
Loi-maw Chaung	id=g:1313386
Loimaw	id=g:1313387
Loimaw	id=g:1313388
Loi-maw	id=g:1313389
Loi-maw	id=g:1313390
Loi-maw	id=g:1313391
Loi-maw	id=g:1313392
Loi-maung	id=g:1313393
Loi-maung	id=g:1313394
Loi-mān	id=g:1313395
Loi-makkawk	id=g:1313396
Loi-mak	id=g:1313397
Loi-maipao	id=g:1313398
Loi-ma	id=g:1313399
Loi Lun Range	id=g:1313400
Loi-lungtung	id=g:1313401
Loilung	id=g:1313402
Loi-lün	id=g:1313403
Loi-lun	id=g:1313404
Loi-lum	id=g:1313405
Loi-lum	id=g:1313406
Loi-lum	id=g:1313407
Loi-lon Mānhka	id=g:1313408
Loilong Bum	id=g:1313409
Loi-long	id=g:1313410
Loilong	id=g:1313411
Loilong	id=g:1313412
Loi-long	id=g:1313413
Loi-lom	id=g:1313414
Loili Tingsa	id=g:1313415
Loi-ling	id=g:1313416
Loi-lin	id=g:1313417
Loi-lin	id=g:1313418
Loi-lik	id=g:1313419
Loileng Bum	id=g:1313420
Nam Loi Leng	id=g:1313421
Loi-leng	id=g:1313422
Loi-leng	id=g:1313423
Loi-leng	id=g:1313424
Loi-leng	id=g:1313425
Loi Leng	id=g:1313426
Loi-lem	id=g:1313427
Loi-lem	id=g:1313428
Loi-lem	id=g:1313429
Loi-lem	id=g:1313430
Loi-lem	id=g:1313431
Loi Lem	id=g:1313432
Loi-lem	id=g:1313433
Loi Lem	id=g:1313434
Loi-lem	id=g:1313435
Loilek Bum	id=g:1313436
Loilek	id=g:1313437
Loi-leik	id=g:1313438
Loi-lawm	id=g:1313439
Loilaw	id=g:1313440
Loilaw	id=g:1313441
Loilaw	id=g:1313442
Loilang Bum	id=g:1313443
Loi-lang	id=g:1313444
Loilan	id=g:1313445
Loi-lam	id=g:1313446
Loi-lam	id=g:1313447
Loi-lam	id=g:1313448
Loi-lam	id=g:1313449
Loi-lam	id=g:1313450
Loi-lak	id=g:1313451
Loi-lai	id=g:1313452
Loi-kyun	id=g:1313453
Loi-kyu	id=g:1313454
Loikyu	id=g:1313455
Loi-kyo	id=g:1313456
Nam Loi-kong	id=g:1313457
Loi-kong	id=g:1313458
Loi-kong	id=g:1313459
Loi-kong	id=g:1313460
Loi-kon	id=g:1313461
Loi-kiu-ti	id=g:1313462
Loikhaw	id=g:1313463
Loi-kham	id=g:1313464
Loi Kēng	id=g:1313465
Loi Keng	id=g:1313466
