Champrosay	id=g:3027040
Bruyères-du-Haut-du-May	id=g:3029719
Bruyères-des-Lices	id=g:3029720
Bruyères des Colins	id=g:3029721
Bruyères de la Fas	id=g:3029722
Bruyères-de-Fleury	id=g:3029723
Château des Bruyères	id=g:3029724
Bruyères	id=g:3029725
Bruyères	id=g:3029726
Bois de la Bruyère	id=g:3029727
Bruyère	id=g:3029728
Bruyante	id=g:3029729
Brux	id=g:3029730
Bruville	id=g:3029731
Ruisseau de la Brutz	id=g:3029732
Brutelles	id=g:3029733
Brusvily	id=g:3029734
Brustico	id=g:3029735
Brusson	id=g:3029736
Brussieu	id=g:3029737
Mont Brussières	id=g:3029738
Brussey	id=g:3029739
Ruisseau du Brusquet	id=g:3029740
Brusque	id=g:3029741
Bruschiccia	id=g:3029742
Bruquedalle	id=g:3029743
Brunvillers-la-Motte	id=g:3029744
Brunville	id=g:3029745
Brunstatt	id=g:3029746
Brunphuez	id=g:3029747
Brunoy	id=g:3029748
Brunissard	id=g:3029749
Bruniquel	id=g:3029750
Brunguen	id=g:3029751
Étang des Brunetières	id=g:3029752
Brunet	id=g:3029753
Brunet	id=g:3029754
Brunet	id=g:3029755
Brunémont	id=g:3029756
Brunembert	id=g:3029757
Brunelles	id=g:3029758
Brunel	id=g:3029759
Brunehamel	id=g:3029760
Bois de Bruneau	id=g:3029761
Mont Brune	id=g:3029762
Canal de la Brune	id=g:3029763
Brune	id=g:3029764
Bois de la Brunanse	id=g:3029765
Mas de Brun	id=g:3029766
Château Brun	id=g:3029767
Cap Brun	id=g:3029768
Bois de Brun	id=g:3029769
Brumetz	id=g:3029770
Brumath	id=g:3029771
Brumas	id=g:3029772
Brumance	id=g:3029773
Bois de Brulons	id=g:3029774
Brûlon	id=g:3029775
Brullioles	id=g:3029776
Brullemail	id=g:3029777
Bruley	id=g:3029778
Bois des Brulés	id=g:3029779
Le Bois Brûlé	id=g:3029780
Bois le Brulé	id=g:3029781
Bois Brûlé	id=g:3029782
Bois Brulé	id=g:3029783
Bois Brûlé	id=g:3029784
Bois Brûlé	id=g:3029785
Brulange	id=g:3029786
Brûlain	id=g:3029787
Brujas	id=g:3029788
Bruis	id=g:3029789
Bruille-Saint-Amand	id=g:3029790
Bruille-lez-Marchiennes	id=g:3029791
Bruhly	id=g:3029792
Bruguières	id=g:3029793
Brugny-Vaudancourt	id=g:3029794
Brugnens	id=g:3029795
Brugnac	id=g:3029796
Brugheas	id=g:3029797
Marais de Bruges et de Bordeaux	id=g:3029798
Bruges	id=g:3029799
Bruges-Capbis-Mifaget	id=g:3029800
Brugerolles	id=g:3029801
Brugelet	id=g:3029802
Brugeilles	id=g:3029803
Brugeailles	id=g:3029804
Brugairolles	id=g:3029805
Bruère-Allichamps	id=g:3029806
Château du Bruel	id=g:3029807
Bruebach	id=g:3029808
Brue-Auriac	id=g:3029809
Brudon	id=g:3029810
Bruderhaus	id=g:3029811
Bruc-sur-Aff	id=g:3029812
Brucquedal	id=g:3029813
Brucourt	id=g:3029814
Brucheville	id=g:3029815
Bruchet	id=g:3029816
Canal de la Bruche	id=g:3029817
Bras de la Bruche	id=g:3029818
Bruche	id=g:3029819
Bruche	id=g:3029820
Bruch	id=g:3029821
Brucamps	id=g:3029822
Bruc	id=g:3029823
Bruay-sur-l'Escaut	id=g:3029824
Bruay-la-Buissière	id=g:3029825
Ruisseau le Bruant	id=g:3029826
Bruant	id=g:3029827
Bruailles	id=g:3029828
Bruailles	id=g:3029829
Forêt de Bruadan	id=g:3029830
Brû	id=g:3029831
Bru	id=g:3029832
Ruisseau le Brozé	id=g:3029833
Broze	id=g:3029834
Broyes	id=g:3029835
Broyes	id=g:3029836
Broye-Aubigney-Montseugny	id=g:3029837
Broye-les-Loups-et-Verfontaine	id=g:3029838
Broye	id=g:3029839
Broxeele	id=g:3029840
Brovès	id=g:3029841
Brouzet-lès-Alès	id=g:3029842
Brouzet-lès-Quissac	id=g:3029843
Ravin des Brouzels	id=g:3029844
Brouy	id=g:3029845
Brouvilliers	id=g:3029846
Brouviller	id=g:3029847
Ferme Brouville	id=g:3029848
Brouville	id=g:3029849
Brouville	id=g:3029850
Brouvelieures	id=g:3029851
Broût-Vernet	id=g:3029852
Broutilly	id=g:3029853
Brouthières	id=g:3029854
Brou-sur-Chantereine	id=g:3029855
Broussy-le-Petit	id=g:3029856
Broussy-le-Grand	id=g:3029857
Broussoles	id=g:3029858
Broussey-Raulecourt	id=g:3029859
Broussey-en-Blois	id=g:3029860
Brousseval	id=g:3029861
Gave de Brousset	id=g:3029862
Brousses-et-Villaret	id=g:3029863
Bois des Brousses	id=g:3029864
Brousse-le-Château	id=g:3029865
Ruisseau la Brousse	id=g:3029866
Brousse	id=g:3029867
Brousse	id=g:3029868
Brousse	id=g:3029869
Brousse	id=g:3029870
Brousse	id=g:3029871
Brouqueyran	id=g:3029872
Ruisseau de Brounan	id=g:3029873
Broumet	id=g:3029874
Montagne de Brouis	id=g:3029875
Col de Brouis	id=g:3029876
Brouin	id=g:3029877
Île Brouilly	id=g:3029878
Brouilly	id=g:3029879
Brouillet	id=g:3029880
Brouillamnon	id=g:3029881
Brouillac	id=g:3029882
Brouilla	id=g:3029883
Pic de Brougat	id=g:3029884
Brouennes	id=g:3029885
Brouenne	id=g:3029886
Brouel	id=g:3029887
Broué	id=g:3029888
Brouderdorff	id=g:3029889
Brouckerque	id=g:3029890
Brouck	id=g:3029891
Brouchy	id=g:3029892
Brouchaud	id=g:3029893
Brouay	id=g:3029894
Forêt de Brouard	id=g:3029895
Broualan	id=g:3029896
Brouage	id=g:3029897
Brou	id=g:3029898
Brou	id=g:3029899
Brottes	id=g:3029900
Brotte-lès-Ray	id=g:3029901
Brotte-lès-Luxeuil	id=g:3029902
Gare des Brotteaux	id=g:3029903
Forêt de Brotonne	id=g:3029904
Brotel	id=g:3029905
Brosville	id=g:3029906
Brossettes	id=g:3029907
Forêt des Brosses	id=g:3029908
Bois des Brosses	id=g:3029909
Bois des Brosses	id=g:3029910
Bois des Brosses	id=g:3029911
Bois des Brosses	id=g:3029912
Bois des Brosses	id=g:3029913
Brosses	id=g:3029915
Bois de la Brosse	id=g:3029916
Forêt de Brossay	id=g:3029917
Brossay	id=g:3029918
Brossay	id=g:3029919
Brossainc	id=g:3029920
Brossac	id=g:3029921
Broquiès	id=g:3029922
Broquiers	id=g:3029923
Broons-sur-Vilaine	id=g:3029924
Broons	id=g:3029925
Bronville	id=g:3029926
Bronvaux	id=g:3029927
Broncourt	id=g:3029928
Bronco	id=g:3029929
Bronac	id=g:3029930
Bron	id=g:3029931
Bron	id=g:3029932
Bron	id=g:3029933
Bromont-Lamothe	id=g:3029934
Brommes	id=g:3029935
Bromme	id=g:3029936
Brommat	id=g:3029937
Bromeilles	id=g:3029938
Brombos	id=g:3029939
Brolles	id=g:3029940
Broleau	id=g:3029941
Broissieux	id=g:3029942
Broissia	id=g:3029943
Broindon	id=g:3029944
Broin	id=g:3029945
Brogny	id=g:3029946
Brognon	id=g:3029947
Brognon	id=g:3029948
Brognard	id=g:3029949
Bois de Broglie	id=g:3029950
Broglie	id=g:3029951
Brogieux	id=g:3029952
Brodes	id=g:3029953
Brocq	id=g:3029954
Brocourt-en-Argonne	id=g:3029955
Brocourt	id=g:3029956
Brocottes	id=g:3029957
Brochon	id=g:3029958
Brochard	id=g:3029959
Brocas	id=g:3029960
Broc	id=g:3029961
Brizon	id=g:3029962
Brizeaux	id=g:3029963
Brizay	id=g:3029964
Brizambourg	id=g:3029965
Brixey-aux-Chanoines	id=g:3029966
Brix	id=g:3029967
Brivezac	id=g:3029968
Brives-sur-Charente	id=g:3029969
Brives-Charensac	id=g:3029970
Brives	id=g:3029971
Brives	id=g:3029972
Arrondissement de Brive-la-Gaillarde	id=g:3029973
Brive-la-Gaillarde	id=g:3029974
Ruisseau de la Brive	id=g:3029975
Brivé	id=g:3029976
Brivé	id=g:3029977
Brisse	id=g:3029978
Brissay-Choigny	id=g:3029979
Brissarthe	id=g:3029980
Brissard	id=g:3029981
Brissantier	id=g:3029982
Bois de Brissac	id=g:3029983
Brissac-Quincé	id=g:3029984
Brissac	id=g:3029985
Brison-Saint-Innocent	id=g:3029986
Briscous	id=g:3029987
Briquenay	id=g:3029988
Briquemesnil-Floxicourt	id=g:3029989
Bois de Briquelandière	id=g:3029990
Briouze	id=g:3029991
Brioux-sur-Boutonne	id=g:3029992
Brioux	id=g:3029993
Arrondissement de Brioude	id=g:3029994
Brioude	id=g:3029995
Briou	id=g:3029996
Briou	id=g:3029997
Briotte	id=g:3029998
Briot	id=g:3029999
Briosne-lès-Sables	id=g:3030000
Briord	id=g:3030001
Brion-sur-Ource	id=g:3030002
Bois des Brions	id=g:3030003
Brion-près-Thouet	id=g:3030004
Brionnet	id=g:3030005
Ruisseau Brionneau	id=g:3030006
Brionne	id=g:3030007
Brionnais	id=g:3030008
Ruisseau de Brion	id=g:3030009
Brion	id=g:3030010
Brion	id=g:3030011
Brion	id=g:3030012
Brion	id=g:3030013
Brion	id=g:3030014
Brion	id=g:3030015
Brion	id=g:3030016
Brion	id=g:3030017
Brion	id=g:3030018
Briols	id=g:3030019
Briollay	id=g:3030020
Briod	id=g:3030021
Brinville	id=g:3030022
Brin-sur-Seille	id=g:3030023
Brinon-sur-Sauldre	id=g:3030024
Brinon-sur-Beuvron	id=g:3030025
Brinighoffen	id=g:3030026
Bringolo	id=g:3030027
Bringal	id=g:3030028
Brindas	id=g:3030029
Brinckheim	id=g:3030030
Brinay	id=g:3030031
Brinay	id=g:3030032
Ruisseau le Brimont	id=g:3030033
Brimont	id=g:3030034
Brimeux	id=g:3030035
Brillon-en-Barrois	id=g:3030036
Brillon	id=g:3030037
Brillevast	id=g:3030038
Brillecourt	id=g:3030039
Brillac	id=g:3030040
Brillac	id=g:3030041
Île de Brilimec	id=g:3030042
Chenal de Brilimec	id=g:3030043
Briis-sous-Forges	id=g:3030044
Rû de Briis	id=g:3030045
Forêt de Brigueuil	id=g:3030046
Brigueuil	id=g:3030047
Brigueil-le-Chantre	id=g:3030048
Brighton	id=g:3030049
Sommet du Brigou	id=g:3030050
Gorge du Brigon	id=g:3030051
Brignoud	id=g:3030052
Ruisseau le Brignon	id=g:3030053
Forêt de Brignon	id=g:3030054
Brignon	id=g:3030055
Arrondissement de Brignoles	id=g:3030056
Brignoles	id=g:3030057
Brignogan-Plage	id=g:3030058
Brigneun	id=g:3030059
Brignemont	id=g:3030060
Brigné	id=g:3030061
Brignancourt	id=g:3030062
Brignais	id=g:3030063
Brignac-la-Plaine	id=g:3030064
Brignac	id=g:3030065
Brignac	id=g:3030066
Caverne des Brigands	id=g:3030067
Briffons	id=g:3030068
Bois de Briffault	id=g:3030069
Arrondissement de Briey	id=g:3030070
Briey	id=g:3030071
Brieux	id=g:3030072
Brieure	id=g:3030073
Brieulles-sur-Meuse	id=g:3030074
Brieulles-sur-Bar	id=g:3030075
Brieuil-sur-Chizé	id=g:3030076
Brieu	id=g:3030077
Briette	id=g:3030078
Brie-sous-Mortagne	id=g:3030079
Brie-sous-Matha	id=g:3030080
Brie-sous-Chalais	id=g:3030081
Brie-sous-Barbezieux	id=g:3030082
Brie-sous-Archiac	id=g:3030083
Brierette	id=g:3030084
Brières-les-Scellés	id=g:3030085
Brières	id=g:3030086
Parc Régional de Brière	id=g:3030087
Brière	id=g:3030088
Brière	id=g:3030089
Brienon-sur-Armançon	id=g:3030090
Briennon	id=g:3030091
Brienne-sur-Aisne	id=g:3030092
Brienne-le-Château	id=g:3030093
Brienne-la-Vieille	id=g:3030094
Gare de Brienne	id=g:3030095
Canal de Brienne	id=g:3030096
Brienne	id=g:3030097
Briel-sur-Barse	id=g:3030098
Brielles	id=g:3030099
Brié-et-Angonnes	id=g:3030100
Brie-Comte-Robert	id=g:3030101
Briec	id=g:3030102
Château de Brie	id=g:3030103
Brie	id=g:3030104
Brie	id=g:3030105
Brie	id=g:3030106
Brie	id=g:3030107
Brie	id=g:3030108
Brie	id=g:3030109
Bridoré	id=g:3030110
Bridier	id=g:3030111
Brides-les-Bains	id=g:3030112
Bridenne	id=g:3030113
Bricy	id=g:3030114
Bois de Bricsard	id=g:3030115
Bricqueville-sur-Mer	id=g:3030116
Bricqueville-la-Blouette	id=g:3030117
Bricqueville	id=g:3030118
Bricquebosq	id=g:3030119
Bricquebec	id=g:3030120
Bricot-la-Ville	id=g:3030121
Briconville	id=g:3030122
Bricon	id=g:3030123
Bois de Brice	id=g:3030124
Briaucourt	id=g:3030125
Briaucourt	id=g:3030126
Briatexte	id=g:3030127
Briastre	id=g:3030128
Forêt de Briasq	id=g:3030129
Briarres-sur-Essonne	id=g:3030130
Canal de Briare	id=g:3030131
Briare	id=g:3030132
Briantes	id=g:3030133
Ruisseau de Briante	id=g:3030134
Briant	id=g:3030135
Brianny	id=g:3030136
Baie de Briande	id=g:3030137
Briande	id=g:3030138
Briançonnet	id=g:3030139
Arrondissement de Briançon	id=g:3030140
Briançon	id=g:3030141
Briançon	id=g:3030142
Briance	id=g:3030143
Mont Brian	id=g:3030144
Brezons	id=g:3030145
Brezons	id=g:3030146
Brezolles	id=g:3030147
Brézins	id=g:3030148
Brezin	id=g:3030149
Brézilhac	id=g:3030150
Bréziers	id=g:3030151
Brézentine	id=g:3030152
Pointe de Brézellec	id=g:3030153
Brèze	id=g:3030154
Brézé	id=g:3030155
Bois de Breysse	id=g:3030156
Brey-et-Maison-du-Bois	id=g:3030157
Bréxent-Énocq	id=g:3030158
Brévonnes	id=g:3030159
Brévonne	id=g:3030160
Torrent le Brévon	id=g:3030161
Brévon	id=g:3030162
Brévoines	id=g:3030163
Brévilly	id=g:3030164
Brevilliers	id=g:3030165
Bréville-sur-Mer	id=g:3030166
Brévillers	id=g:3030167
Brévillers	id=g:3030168
Bréville-les-Monts	id=g:3030169
Bréville	id=g:3030170
Bréviandes	id=g:3030171
Bréviande	id=g:3030172
Bois de Brèves	id=g:3030173
Brèves	id=g:3030174
Col du Brévent	id=g:3030175
Brévenne	id=g:3030176
Brevans	id=g:3030177
Brévannes	id=g:3030178
Brévands	id=g:3030179
Bréval	id=g:3030180
Brévainville	id=g:3030181
Bois Breuzard	id=g:3030182
Breux-sur-Avre	id=g:3030183
Breux-Jouy	id=g:3030184
Breux	id=g:3030185
Breux	id=g:3030186
Breuville	id=g:3030187
Breuvery-sur-Coole	id=g:3030188
Breuvannes-en-Bassigny	id=g:3030189
Breuset	id=g:3030190
Breuschwickersheim	id=g:3030191
Breurey-lès-Faverney	id=g:3030192
Breuil	id=g:3030193
Breuil-sur-Marne	id=g:3030194
Breuilpont	id=g:3030195
Breuil Petit	id=g:3030196
Breuil-Magné	id=g:3030197
Breuilly	id=g:3030198
Breuilly	id=g:3030199
Breuilly	id=g:3030200
Breuilly	id=g:3030201
Breuil-le-Vert	id=g:3030202
Breuillet	id=g:3030203
Breuillet	id=g:3030204
Breuil-le-Sec	id=g:3030205
Breuilleron	id=g:3030206
Breuil-la-Réorte	id=g:3030207
Breuilh	id=g:3030208
Breuil Grand	id=g:3030209
Brueil-en-Vexin	id=g:3030210
Breuil-en-Touraine	id=g:3030211
Breuil-Chaussée	id=g:3030212
Breuil-Bois-Robert	id=g:3030213
Breuil-Barret	id=g:3030214
Breuilaufa	id=g:3030215
Ruisseau de Breuil	id=g:3030216
Ruisseau de Breuil	id=g:3030217
Étang de Breuil	id=g:3030218
Col du Breuil	id=g:3030219
Château Breuil	id=g:3030220
Bois du Breuil	id=g:3030221
Breuil	id=g:3030222
Breuil	id=g:3030223
Breuil	id=g:3030224
Breuil	id=g:3030225
Breugny	id=g:3030226
Breugnon	id=g:3030227
Breuchotte	id=g:3030228
Breuchin	id=g:3030229
Breuches	id=g:3030230
Bretx	id=g:3030231
Brettnach	id=g:3030232
Bretteville-sur-Odon	id=g:3030233
Bretteville-sur-Laize	id=g:3030234
Bretteville-sur-Dives	id=g:3030235
Bretteville-sur-Ay	id=g:3030236
Bretteville-Saint-Laurent	id=g:3030237
Bretteville-l'Orgueilleuse	id=g:3030238
Bretteville-le-Rabet	id=g:3030239
Bretteville-du-Grand-Caux	id=g:3030240
Bretteville	id=g:3030241
Bretteville	id=g:3030242
Brettes	id=g:3030243
Bretten	id=g:3030244
Brette-les-Pins	id=g:3030245
Ruisseau de Brette	id=g:3030246
Brette	id=g:3030247
Brétouaré	id=g:3030248
Forêt du Bretou	id=g:3030249
Bretonvillers	id=g:3030250
Bretonville	id=g:3030251
Basse des Bretons	id=g:3030252
Bretonne	id=g:3030253
Bretoncelles	id=g:3030254
Marais Breton	id=g:3030255
Bois de Bretisel	id=g:3030256
Brétigny-sur-Orge	id=g:3030257
Bois de Brétigny	id=g:3030258
Brétigny	id=g:3030259
Brétigny	id=g:3030260
Brétigny	id=g:3030261
Brétigny	id=g:3030262
Bretigny	id=g:3030263
Bretignolles-sur-Mer	id=g:3030264
Brétignolles-le-Moulin	id=g:3030265
Bretignolles	id=g:3030266
Bretigney-Notre-Dame	id=g:3030267
Bretigney	id=g:3030268
Brétignelle	id=g:3030269
Brethou	id=g:3030270
Brethenoux	id=g:3030271
Bréthencourt	id=g:3030272
Brethenay	id=g:3030273
Brethel	id=g:3030274
Breteuil	id=g:3030275
Breteuil	id=g:3030276
Breteuil	id=g:3030277
Bretenoux	id=g:3030278
Bretenières	id=g:3030279
Bretenière	id=g:3030280
Brétencourt	id=g:3030281
Bretel	id=g:3030282
Breteil	id=g:3030283
Breteau	id=g:3030284
Brêteau	id=g:3030285
Bretagne-de-Marsan	id=g:3030286
Bretagne-d'Armagnac	id=g:3030287
Bretagne	id=g:3030288
Bretagne	id=g:3030289
Bretagne	id=g:3030290
Bretagne	id=g:3030291
Bretagne	id=g:3030292
Région Bretagne	id=g:3030293
Brestot	id=g:3030294
Brestillac	id=g:3030295
Canal de Brest à Nantes	id=g:3030296
Rade de Brest	id=g:3030297
Goulet de Brest	id=g:3030298
Arrondissement de Brest	id=g:3030299
Brest	id=g:3030300
Brest	id=g:3030301
Arrondissement de Bressuire	id=g:3030302
Bressuire	id=g:3030303
Bressouilleile	id=g:3030304
Bressoncourt	id=g:3030305
Col de Bresson	id=g:3030306
Bresson	id=g:3030307
Bressols	id=g:3030308
Bressolles	id=g:3030309
Bressolles	id=g:3030310
Bressol	id=g:3030311
Étang de Bressieux	id=g:3030312
Bressieux	id=g:3030313
Bressey-sur-Tille	id=g:3030314
Bresse-sur-Grosne	id=g:3030315
Bresse	id=g:3030316
Bressac	id=g:3030317
Bresquéjouls	id=g:3030318
Bresque	id=g:3030319
Bresolettes	id=g:3030320
Bresne	id=g:3030321
Bresnay	id=g:3030322
Bresles	id=g:3030323
Bresle	id=g:3030324
Bresle	id=g:3030325
Brésis	id=g:3030326
Bresilley	id=g:3030327
Bresdon	id=g:3030328
Îlot de Brescou	id=g:3030329
Château de Bresc	id=g:3030330
Bréry	id=g:3030331
Bréquigny	id=g:3030332
Ruisseau de Bréon	id=g:3030333
Breny	id=g:3030334
Brenthonne	id=g:3030335
Brens	id=g:3030336
Brens	id=g:3030337
Brens	id=g:3030338
Brenoux	id=g:3030339
Brenouille	id=g:3030340
Brénon	id=g:3030341
Brenon	id=g:3030342
Brénod	id=g:3030343
Brennon	id=g:3030344
Brennilis	id=g:3030345
Brennier	id=g:3030346
Brennes	id=g:3030347
Ruisseau Brennere	id=g:3030348
Brenne	id=g:3030349
Brenne	id=g:3030350
Brenne	id=g:3030351
Brenne	id=g:3030352
Bois de Brenil	id=g:3030353
Brengues	id=g:3030354
Brengovel	id=g:3030355
Brenelle	id=g:3030357
Brêne de l'Aupenas	id=g:3030358
Brénében	id=g:3030359
Brénaz	id=g:3030360
Brenat	id=g:3030361
Brenas	id=g:3030362
Brenac	id=g:3030363
Brenac	id=g:3030364
Bren	id=g:3030365
Brémur-et-Vaurois	id=g:3030366
Brémoy	id=g:3030367
Brémontier-Merval	id=g:3030368
Brémont	id=g:3030369
Bremondans	id=g:3030370
Brémoncourt	id=g:3030371
Brémoncourt	id=g:3030372
Bremmelbach	id=g:3030373
Brêmes	id=g:3030374
Bréménil	id=g:3030375
Brémant	id=g:3030376
La Crèche	id=g:3030377
Brélidy	id=g:3030378
Brélévenez	id=g:3030379
Brelet	id=g:3030380
Brélès	id=g:3030381
Bois de Breit Schloss	id=g:3030382
Breitenbach-Haut-Rhin	id=g:3030383
Breitenbach	id=g:3030384
Breitenau	id=g:3030385
Breistroff-la-Grande	id=g:3030386
Breil-sur-Roya	id=g:3030387
Breilly	id=g:3030388
Breil-Benoît	id=g:3030389
Breil	id=g:3030390
Breil	id=g:3030391
Breidenbach	id=g:3030392
Bois de Bréhéville	id=g:3030393
Bréhéville	id=g:3030394
Bréhémont	id=g:3030395
Anse de Bréhec	id=g:3030396
Bréhec	id=g:3030397
Rade de Bréhat	id=g:3030398
Île de Bréhat	id=g:3030399
Chenal de Bréhat	id=g:3030400
Île-de-Bréhat	id=g:3030401
Bréhan	id=g:3030402
Bréhand	id=g:3030403
Roches de Bréhal	id=g:3030404
Bréhal	id=g:3030405
Bréhain-la-Ville	id=g:3030406
Bréhain	id=g:3030407
Brégy	id=g:3030408
Mont Bréguin	id=g:3030409
Brégoulou	id=g:3030410
Brégnier-Cordon	id=g:3030411
Brégegere	id=g:3030412
Fort Brégançon	id=g:3030413
Cap de Brégançon	id=g:3030414
Brégançon	id=g:3030415
Bréez	id=g:3030416
Bréel	id=g:3030417
Brée	id=g:3030418
Château de Brédoury	id=g:3030419
Bredons	id=g:3030420
Ruisseau la Brédoire	id=g:3030421
Brédannaz	id=g:3030422
Ruisseau le Bréda	id=g:3030423
Brécy-Brières	id=g:3030424
Brécy	id=g:3030425
Brécy	id=g:3030426
Brécy	id=g:3030427
Brécy	id=g:3030428
Brectouville	id=g:3030429
Brécourt	id=g:3030430
Breconchaux	id=g:3030431
Bréchiniac	id=g:3030432
Brèches	id=g:3030433
Brèches	id=g:3030434
Brèche	id=g:3030435
Bréchaumont	id=g:3030436
Bréchamps	id=g:3030437
Brechainville	id=g:3030438
Mont Brech	id=g:3030439
Brech	id=g:3030440
Brech	id=g:3030441
Brécey	id=g:3030442
Brecé	id=g:3030443
Brécé	id=g:3030444
Brebotte	id=g:3030445
Brebières	id=g:3030446
Bréban	id=g:3030447
Bréauté	id=g:3030448
Bréau-sans-Nappe	id=g:3030449
Breaugies	id=g:3030450
Bréau-et-Salagosse	id=g:3030451
Bois Bréard	id=g:3030452
Bréandes	id=g:3030453
Bréançon	id=g:3030454
Bréal-sous-Vitré	id=g:3030455
Bréal-sous-Montfort	id=g:3030456
Brazey-en-Plaine	id=g:3030457
Brazey-en-Morvan	id=g:3030458
Bray-sur-Somme	id=g:3030459
Bray-sur-Seine	id=g:3030460
Braysse	id=g:3030461
Bray-Saint-Christophe	id=g:3030462
Bray-lès-Mareuil	id=g:3030463
Bray-la-Campagne	id=g:3030464
Bray-et-Lû	id=g:3030465
Braye-sur-Maulne	id=g:3030466
Braye-sous-Faye	id=g:3030467
Bray-en-Val	id=g:3030468
Braye-en-Thiérache	id=g:3030469
Braye-en-Laonnois	id=g:3030470
Braye	id=g:3030471
Braye	id=g:3030472
Bray-Dunes	id=g:3030473
Vallée de Bray	id=g:3030474
Pays de Bray	id=g:3030475
Forêt de Bray	id=g:3030476
Bray	id=g:3030477
Bray	id=g:3030478
Bray	id=g:3030479
Bray	id=g:3030480
Bray	id=g:3030481
Bray	id=g:3030482
Bray	id=g:3030483
Brax	id=g:3030484
Brax	id=g:3030485
Bravone	id=g:3030486
Bravant	id=g:3030487
Étang des Brauzes	id=g:3030488
Braux-Saint-Remy	id=g:3030489
Braux-Sainte-Cohière	id=g:3030490
Braux-le-Petit	id=g:3030491
Braux-le-Châtel	id=g:3030492
Braux	id=g:3030493
Braux	id=g:3030494
Braux	id=g:3030495
Braux	id=g:3030496
Brauvilliers	id=g:3030497
Col de Braus	id=g:3030498
Ruisseau la Braune	id=g:3030499
Braumont	id=g:3030500
Brault	id=g:3030501
Marais du Brau du Pian	id=g:3030502
Braud-et-Saint-Louis	id=g:3030503
Braucourt	id=g:3030504
Bratte	id=g:3030505
Ruisseau la Bratannière	id=g:3030506
Brassy	id=g:3030507
Brassy	id=g:3030508
Bras-sur-Meuse	id=g:3030509
Brassioux	id=g:3030510
Brasseuse	id=g:3030511
Pointe des Brasses	id=g:3030512
Brassempouy	id=g:3030513
Brasseitte	id=g:3030514
Pic de Brasseil	id=g:3030515
Brasseaux	id=g:3030516
Brassac-les-Mines	id=g:3030517
Forêt de Brassac	id=g:3030518
Brassac	id=g:3030519
Brassac	id=g:3030520
Brassac	id=g:3030521
Brasparts	id=g:3030522
Braslou	id=g:3030523
Brasles	id=g:3030524
Ruisseau Bras de Brosne	id=g:3030525
Bras-d'Asse	id=g:3030526
Brasc	id=g:3030527
Château du Bras	id=g:3030528
Bras	id=g:3030529
Braquis	id=g:3030530
Ruisseau du Braou	id=g:3030531
Branville-Hague	id=g:3030532
Branville	id=g:3030533
Brantôme	id=g:3030534
Brantigny	id=g:3030535
Brantigny	id=g:3030536
Brantes	id=g:3030537
Bransles	id=g:3030538
Branscourt	id=g:3030539
Bransat	id=g:3030540
Brans	id=g:3030541
Branoux-les-Taillades	id=g:3030542
Brannens	id=g:3030543
Pointe de Branne	id=g:3030544
Branne	id=g:3030545
Branne	id=g:3030546
Brannay	id=g:3030547
Branlin	id=g:3030548
Forêt de Branguily	id=g:3030549
Brangues	id=g:3030550
Brangoly	id=g:3030551
Branges	id=g:3030552
Branges	id=g:3030553
Brandy	id=g:3030554
Branducas	id=g:3030555
Brandonvillers	id=g:3030556
Bois des Brandons	id=g:3030557
Brandonnet	id=g:3030558
Étang de Brandon	id=g:3030559
Brandon	id=g:3030560
Brando	id=g:3030561
Brandivy	id=g:3030562
Brandillon	id=g:3030563
Brandeville	id=g:3030564
Brandérion	id=g:3030565
Brandeneuf	id=g:3030566
Brandelon	id=g:3030567
Brancourt-le-Grand	id=g:3030568
Brancourt-en-Laonnois	id=g:3030569
Brancourt	id=g:3030570
Branches	id=g:3030571
Branchat	id=g:3030572
Branceilles	id=g:3030573
Bran	id=g:3030574
Col de Bramousse	id=g:3030575
Bramousse	id=g:3030576
Ruisseau le Bramont	id=g:3030577
Col de Bramont	id=g:3030578
Bramevaque	id=g:3030579
Brametot	id=g:3030580
Col de Bramenette	id=g:3030581
Brame-Jean	id=g:3030582
Bramefon	id=g:3030583
Brame	id=g:3030584
Bramaud	id=g:3030585
Bramarigues	id=g:3030586
Bramans	id=g:3030587
Vallon de Brama Fama	id=g:3030588
Bram	id=g:3030589
Bralleville	id=g:3030590
Braize	id=g:3030591
Braisnes	id=g:3030592
Brais	id=g:3030593
Brainville-sur-Meuse	id=g:3030594
Brainville	id=g:3030595
Brainville	id=g:3030596
Brain-sur-Vilaine	id=g:3030597
Brain-sur-Longuenée	id=g:3030598
Brain-sur-l'Authion	id=g:3030599
Brain-sur-Allonnes	id=g:3030600
Brains-sur-les-Marches	id=g:3030601
Brains-sur-Gée	id=g:3030602
Brains	id=g:3030603
Braine	id=g:3030604
Brainans	id=g:3030605
Brain	id=g:3030606
Brain	id=g:3030607
Brailly-Cornehotte	id=g:3030608
Braillans	id=g:3030609
Brahic	id=g:3030610
Forêt de Bragues	id=g:3030611
Brague	id=g:3030612
Bragny-sur-Saône	id=g:3030613
Bragny-en-Charollais	id=g:3030614
Bragelogne-Beauvoir	id=g:3030615
Brageac	id=g:3030616
Bragayrac	id=g:3030617
Bragassargues	id=g:3030618
Braffais	id=g:3030619
Bradiancourt	id=g:3030620
Bracquetuit	id=g:3030621
Bracquemont	id=g:3030622
Braquemart	id=g:3030623
Braconnerie	id=g:3030624
Forêt de Braconne	id=g:3030625
