Aïne et Tilri	id=g:2582596
Douar Ouled Zaid	id=g:2589254
Nouairia	id=g:2589255
Sidi Ahmed Zair	id=g:2589256
Sidi Abd es Salem	id=g:2589257
Ragoubet Ouled Zaid	id=g:2589258
El Rokbia	id=g:2589259
Demnet Jerboua	id=g:2589260
Ganntra el Hanech	id=g:2589261
Ouled Sendassen	id=g:2589262
Hamadet el Merhal	id=g:2589263
El Gouazine	id=g:2589264
Henchir el Kebir	id=g:2589265
Jebel el Hajer	id=g:2589266
Douar Ali Ben Ahmar	id=g:2589267
Henchir Ben Kouider	id=g:2589268
Bir Bou Guera	id=g:2589269
Jebel Hajra Ben Nane	id=g:2589270
Oued Oum Kseïba	id=g:2589271
Oued Aïn Abdallah	id=g:2589272
Douar Ennbaza	id=g:2589273
Douar el Haj Jemaa	id=g:2589274
Douar el Haj Ahmed	id=g:2589275
La Laverie	id=g:2589276
Douar Mohammed	id=g:2589277
Douar Salem	id=g:2589278
Sidi Ameur	id=g:2589279
Douar el Haj Mosbah	id=g:2589280
Sidi Salah	id=g:2589281
Sidi Salem	id=g:2589282
Douar Ben Saïd	id=g:2589283
Oued el Adem	id=g:2589284
Oued el Morra	id=g:2589285
Borj Nefris	id=g:2589286
Douar el Haj Mohammed	id=g:2589287
Douar el Haj Ayas	id=g:2589288
Sidi Mannsour	id=g:2589289
Douar Mannoubi	id=g:2589290
Sidi Salem	id=g:2589291
Oued Chakar	id=g:2589292
Henchir el Ouibda	id=g:2589293
Henchir Ben Kara	id=g:2589294
Henchir Sidi Ahmar	id=g:2589295
Kef Hemmam	id=g:2589296
Sidi el Attaya	id=g:2589297
Douar Kouider en Noual	id=g:2589298
Oued Oum Kseïba	id=g:2589299
Jebel Hamadet el Atar	id=g:2589300
Henchir Bou Hachem	id=g:2589301
Henchir en Nabza	id=g:2589302
Henchir Ben Aïssa	id=g:2589303
Douar Ben Miled	id=g:2589304
Sidi Kedir	id=g:2589305
Henchir Bach Amba	id=g:2589306
Oued el Kheb	id=g:2589307
Henchir Chergui	id=g:2589308
Oued Aïn el Bagra	id=g:2589309
Jebel Bou Nour	id=g:2589310
Sidi Ali ech Cherit	id=g:2589311
Douar ech Cherit	id=g:2589312
Sidi Haj Kilani	id=g:2589313
Douar Salah Ben Khalifa	id=g:2589314
Oued ech Chergui	id=g:2589315
Kef el Karaïb	id=g:2589316
Jebel Majadid	id=g:2589317
Douar el Jedid	id=g:2589318
Douar Oulad ech Cherabi	id=g:2589319
Aïn el Feja	id=g:2589320
Jebel es Sfa	id=g:2589321
Sidi el Annseur	id=g:2589322
Sidi Ali Ben Mbarek	id=g:2589323
Douar el Haj Toumi	id=g:2589324
Sidi Ali ed Dahar	id=g:2589325
Kef el Ghorab	id=g:2589326
Kef er Razmir	id=g:2589327
Oued Sidi Hammad	id=g:2589328
Henchir el Kelb	id=g:2589329
Henchir Sidi Bou Zekri	id=g:2589330
Sidi Bou Zekri	id=g:2589331
Sidi Salem	id=g:2589332
Jebel Sidi Bou Zekri	id=g:2589333
Kef Chaab Mateur	id=g:2589334
Douar Mohammed Ben Rejeb	id=g:2589335
Jebel Borj es Souk	id=g:2589336
Henchir Oum Jedeïda	id=g:2589337
Henchir Douamis	id=g:2589338
Chabet Abdallah	id=g:2589339
Jebel en Nouali	id=g:2589340
Kef Orima	id=g:2589341
Chabet Ali Ben Salem	id=g:2589342
Dahmane Jalila	id=g:2589343
Jebel Amri	id=g:2589344
Aïn Arima	id=g:2589345
Oued Marchana	id=g:2589346
Jebel Borj el Jouane	id=g:2589347
Koudiat Guern Ghezala	id=g:2589348
Oued Melah	id=g:2589349
Sidi Amara	id=g:2589350
Oued en Nakhla	id=g:2589351
Kef el Menngoub	id=g:2589352
Jebel el Gannara	id=g:2589353
Cheïkh ez Zitouna	id=g:2589354
Henchir Ben Hassene	id=g:2589355
Aïn el Babouch	id=g:2589356
Borj Sidi Ahmar	id=g:2589357
Oued Aïn Tefna	id=g:2589358
Douar el Ghezel	id=g:2589359
Jebel Sanouna	id=g:2589360
Sidi Abid	id=g:2589361
Henchir el Kaboul	id=g:2589362
Sidi Moussa	id=g:2589363
Oued er Rmel	id=g:2589364
Jebel Bou Zekri	id=g:2589365
Jebel el Haj Jemaa	id=g:2589366
Jebel en Nahla	id=g:2589367
Douar el Ayad	id=g:2589368
Sidi Abdallah	id=g:2589369
Sidi Chabane	id=g:2589370
Douar Sidi Chabane	id=g:2589371
Douar Lababsa	id=g:2589372
Sidi Sanhaji	id=g:2589373
Aïn Salah	id=g:2589374
Kef et Tir	id=g:2589375
Jebel Sidi Barka	id=g:2589376
Jebel es Serja	id=g:2589377
Jebel Jabbes	id=g:2589378
Douar Adou	id=g:2589379
Kef el Behim	id=g:2589380
Argoub es Saïd	id=g:2589381
Argoub es Souida	id=g:2589382
Sidi Mohammed ech Cherif	id=g:2589383
Aïn es Sonani	id=g:2589384
Kef el Orgab	id=g:2589385
Jebel Katouna	id=g:2589386
Sidi Gherib	id=g:2589387
Douar Ben Rjeb	id=g:2589388
Aïn Zergane	id=g:2589389
Aïn Jafer	id=g:2589390
Aïn el Arbi	id=g:2589391
Henchir Cagnouiba	id=g:2589392
Garet Sidi Khemis	id=g:2589393
Bir Gherdgaïa	id=g:2589394
Jehim	id=g:2589395
Argoub er Rtem	id=g:2589396
Oummi Gamra	id=g:2589397
Er Rogaa	id=g:2589398
El Khebb	id=g:2589399
Kherbet Mouïat en Naja	id=g:2589400
Mouïa Yahia	id=g:2589401
Kheïb el Mlouah	id=g:2589402
Bir el Gounna	id=g:2589403
Sahane Mahadess	id=g:2589404
Mergueb Mdella	id=g:2589405
Mergueb el Gatt	id=g:2589406
Mergueb Otsmane	id=g:2589407
Aïn Mannsour	id=g:2589408
Bir Bel Kassem	id=g:2589409
Chott Maksi	id=g:2589410
Chott el Merazig	id=g:2589411
Chott Haoud el Ghoula	id=g:2589412
Guelb Tsour	id=g:2589413
Aïn Chottiane	id=g:2589414
Kebili el Ouati	id=g:2589415
Ghaïalif	id=g:2589416
Jedaïd	id=g:2589417
Nezlat el Abid	id=g:2589418
Chott el Guetaïa	id=g:2589419
Aïn el Marmouna	id=g:2589420
Aïn el Abid	id=g:2589421
Aïn Taouergha	id=g:2589422
Aïn Berka Jemal	id=g:2589423
Oued Mannga	id=g:2589424
Chott Melah Bel Ariane	id=g:2589425
Rabta	id=g:2589426
Jedida	id=g:2589427
Aïn Ben Khalifa	id=g:2589428
Aïn Cherar	id=g:2589429
Jebel Tbaga	id=g:2589430
Henchir Mesdour	id=g:2589431
Aïn el Kebira	id=g:2589432
Aïn Techkid	id=g:2589433
Aïn er Ressifa	id=g:2589434
Aïn Brahim	id=g:2589435
Bir Faraoun	id=g:2589436
El Magazdia	id=g:2589458
Jebel ez Zellez	id=g:2589459
Dar ech Chambi	id=g:2589460
Jebel el Amoud	id=g:2589461
Kef es Slougui	id=g:2589462
Aïn Krannguet Sour	id=g:2589463
Dar Sbiaete	id=g:2589464
Oued ez Zerga	id=g:2589465
Sidi Ben Salem	id=g:2589466
Henchir Zarouane	id=g:2589467
Oued Oudei el Ma	id=g:2589468
Khelouet Rebah	id=g:2589469
Sidi Bou Haraoua	id=g:2589470
El Amamria	id=g:2589471
Oued el Babouche	id=g:2589472
Oued el Kseiba	id=g:2589473
Sidi Bou Khelout	id=g:2589474
Jebel Sidi Mabrouk	id=g:2589475
Sidi Amor	id=g:2589476
Meguaurn el Oudiane	id=g:2589477
Bir Mabrouk	id=g:2589478
Oued Tam Smida	id=g:2589479
Ras Touati	id=g:2589480
Khalouet Bou Haslaya	id=g:2589481
Bir ech Chebbou	id=g:2589482
Bir el Forza	id=g:2589483
Oued el Mokhsi	id=g:2589484
Oued el Khames	id=g:2589485
Fonndouk Bou el Haneche	id=g:2589486
Oued Ben Magda	id=g:2589487
Oued el Jerif	id=g:2589488
Sidi Ali Bel Hafsi	id=g:2589489
Jebel en Nador	id=g:2589490
Jebel Barrima es Sfa	id=g:2589491
Oued Magroun	id=g:2589494
Sidi Bou Choucha	id=g:2589916
Sidi Bou Tiour	id=g:2589917
Ragoubet el Hariga	id=g:2589918
Sidi Abdallah	id=g:2589919
Henchir ed Damous	id=g:2589920
Hamada Oum Haram	id=g:2589921
Ouled Bel Leïla Oum	id=g:2589922
Es Siouf el Haouita	id=g:2589923
Ouled ez Zlassi	id=g:2589924
Sidi Aïssa	id=g:2589925
Bir el Aouani	id=g:2589926
Bir el Harbaoui	id=g:2589927
Ouled Slimane	id=g:2589928
Henchir ed Dreïat	id=g:2589929
Henchir el Haouita	id=g:2589930
Sidi Bou Tajine	id=g:2589932
Henchir Besserour	id=g:2589933
Henchir Alem	id=g:2589934
Bir el Alem	id=g:2589935
Henchir Kebar el Yahoudia	id=g:2589936
Henchir Ahmed	id=g:2589937
Henchir el Assida	id=g:2589938
Henchir Dalloussi	id=g:2589939
Sidi Dalloussi	id=g:2589940
Sidi Younes	id=g:2589941
Sidi Bou Hemaïme	id=g:2589942
Bir el Haouidzeh	id=g:2589943
Dar es Srahia	id=g:2589944
Henchir Choubane	id=g:2589945
Henchir Jebbar	id=g:2589946
Ferme Gallel	id=g:2589947
Henchir el Boukia	id=g:2589948
Oued Hamimida	id=g:2589949
Oued el Merja	id=g:2589950
Oued Bou Chekima	id=g:2589951
Oued er Rmel	id=g:2589952
Oued el Mokhsi	id=g:2589953
Oued el Alem	id=g:2589954
Henchir el Alem	id=g:2589955
Oued Talja	id=g:2589956
Oued Hamimida	id=g:2589957
El Majène	id=g:2589958
Draa Temmar	id=g:2589959
Sidi Bou Sedra	id=g:2589960
Douar Baya Rassa	id=g:2589961
Sidi Guenndoula	id=g:2589962
Jebel Tinja	id=g:2589963
Sidi Ben Tourki	id=g:2589964
Sidi Abd el Rahmane	id=g:2589965
Sidi Saïd	id=g:2589966
Dar el Makra	id=g:2589967
Sidi Abdallah	id=g:2589968
Henchir es Sbiha	id=g:2589969
Sidi Bou Ameur	id=g:2589970
Manous	id=g:2589971
Dar Manous	id=g:2589972
Aïn el Melah	id=g:2589973
Aïn Tahane	id=g:2589974
Bir Abd el Nebi	id=g:2589975
Henchir Aouana	id=g:2589976
Henchir Bel Khamsa	id=g:2589977
Jebel el Guenine	id=g:2589978
Koudiat el Aouara	id=g:2589979
Aïn el Gherib	id=g:2589980
Sidi Mahrez	id=g:2589981
Aïn el Morra	id=g:2589982
Aïn Smaïa	id=g:2589983
Henchir ez Zarour	id=g:2589984
Oued el Melah	id=g:2589985
Lalla Oum Hami	id=g:2589986
Oued el Guenine	id=g:2589987
Sidi Bou Hamissa	id=g:2589988
Douar el Maada	id=g:2589989
Aïn es Sefra	id=g:2589990
Sidi Slama	id=g:2589991
Douar el Helalif	id=g:2589992
Douar Bou Rkane	id=g:2589993
Douar Aïn Ghelal	id=g:2589994
Douar Joum es Sghir	id=g:2589995
Sidi Bou Khima	id=g:2589996
Henchir el Gouraya	id=g:2589997
Henchir Ouali	id=g:2589998
Fertouna	id=g:2589999
Oued Chegui	id=g:2590000
Oued el Gouraya	id=g:2590001
Oued Douamis	id=g:2590002
Borj el Hatat	id=g:2590003
Henchir el Hatat	id=g:2590004
Henchir Bou Jourane	id=g:2590005
Douar Bou Jourane	id=g:2590006
Sidi Brahim	id=g:2590007
Aïn es Sefra	id=g:2590008
Bir el Metline	id=g:2590009
Aïn el Caïd	id=g:2590010
Aïn el Melah	id=g:2590011
Henchir Tell Berraïs	id=g:2590012
Sidi Bled	id=g:2590013
Bir en Neggueche	id=g:2590014
Borj Ali Ben Sil	id=g:2590015
Borj el Haj Salah	id=g:2590016
Douar el Arianout	id=g:2590017
Henchir el Metline	id=g:2590018
Douar el Blate	id=g:2590019
Aïn er Roumi	id=g:2590020
Aïn Zamoul	id=g:2590021
Douar el Guezadri	id=g:2590022
Henchir el Kherba	id=g:2590023
Douar Bir Abd el Ghim	id=g:2590024
Sidi el Bahil	id=g:2590025
Aïn Ben Mahmoud	id=g:2590026
Henchir el Haroune	id=g:2590027
Henchir Bou Touil	id=g:2590028
Koudiat el Agaf	id=g:2590029
Koudiat Sidi Mbarek	id=g:2590030
Sidi Oumour	id=g:2590031
Henchir Seba Aouïnet	id=g:2590032
Henchir Bir es Soula	id=g:2590033
Aïn ed Douïbia	id=g:2590034
Aïn el Kerma	id=g:2590035
Sidi el Gherib	id=g:2590036
Henchir el Kam Kam	id=g:2590037
Sidi el Ghaï	id=g:2590038
Jebel el Kherba	id=g:2590039
Sidi Abdallah	id=g:2590040
Bir Seba Aouïnet	id=g:2590041
Sidi el Hadri	id=g:2590042
Oued et Trouk	id=g:2590043
Sidi Mohammed	id=g:2590044
Aïn Faouar	id=g:2590045
Henchir Bou Slati	id=g:2590046
Douar Souk et Toub	id=g:2590047
Douar es Smara	id=g:2590048
Sidi el Menssi	id=g:2590049
Henchir ed Douira	id=g:2590050
Aïn el Hamra	id=g:2590051
Douar Mokhtar	id=g:2590052
Oued el Mellaha	id=g:2590053
Jebel Mourra	id=g:2590054
Sidi Ben Jemal	id=g:2590055
Douar Ben Aouda	id=g:2590056
Douar el Kherifa	id=g:2590057
Douar el Beïda	id=g:2590058
Douar el Mezline	id=g:2590059
Borj Ouichka	id=g:2590060
Aïn el Ajoul	id=g:2590061
Jebel el Kherifa	id=g:2590062
Sidi Bou Ahbil	id=g:2590063
Aïn ech Cheggaguif	id=g:2590064
Henchir ech Cheggaguif	id=g:2590065
Sidi Salah	id=g:2590066
Henchir el Attala	id=g:2590067
Henchir Bach Hanba	id=g:2590068
Aïn Babouche	id=g:2590069
Sidi Nasseur	id=g:2590070
Douar Ben Chelbi	id=g:2590071
Douar Saïd Ben Haj	id=g:2590072
Sidi Bou Derouaïa	id=g:2590073
Douar Cheïkh Ali	id=g:2590074
Aïn et Trab	id=g:2590075
Argoub er Roumi	id=g:2590076
Douar Mohammed Ben Attala	id=g:2590077
Henchir el Agaline	id=g:2590078
Douar el Mekki	id=g:2590079
Douar el Bachir	id=g:2590080
Sidi Abd el Kader	id=g:2590081
Sidi ez Zayani	id=g:2590082
Boissonnas	id=g:2590083
Bassignan	id=g:2590084
Douar Salah Ben Khaled	id=g:2590085
Aïn el Kerma	id=g:2590086
Oued el Meradime	id=g:2590087
Borj Ben Aouali	id=g:2590088
Oued el Jeguia	id=g:2590089
Henchir el Kheraïb	id=g:2590095
Sidi Abd er Rahmane	id=g:2590096
Sidi Asker	id=g:2590097
Henchir el Ahmari	id=g:2590098
Sidi Ben Aïssa	id=g:2590099
Henchir el Batene	id=g:2590100
Aïn el Hanech	id=g:2590101
Aïn el Hanech	id=g:2590104
Aïn Rbat el Assel	id=g:2590105
Henchir ed Doukhane	id=g:2590109
Henchir Carbona	id=g:2590110
Bir el Yhoudt	id=g:2590111
Bir el Haj Salem	id=g:2590112
Sidi Bou Salah	id=g:2590113
Sidi el Matrefine	id=g:2590114
Sidi Abd el Kader	id=g:2590115
Sidi el Khafi	id=g:2590116
Sidi Salah	id=g:2590117
Sidi Abd el Slam	id=g:2590118
Sidi Brahim	id=g:2590119
Bir Abid	id=g:2590120
Sidi Messaoud	id=g:2590121
Lalla Chalia	id=g:2590122
Bir Khalifa	id=g:2590123
Hamadet el Adghame	id=g:2590124
Charada	id=g:2590125
Tebaoui	id=g:2590126
Oulad Msalem	id=g:2590127
Oued ed Doukhane	id=g:2590128
Ouled el Assakha	id=g:2590129
Oulad Hassene	id=g:2590130
Sainte Elvira	id=g:2590133
Sidi Saïd	id=g:2590134
Henchir el Khadem	id=g:2590135
Bir Miat	id=g:2590136
Henchir el Maazoul	id=g:2590137
Ksar el Kebaba	id=g:2590138
Mergueb et Touila	id=g:2590139
Mergueb el Kassir	id=g:2590140
Haouita Zeghrata	id=g:2590141
Haouita Sidi Ali Fass	id=g:2590142
Rejem el Makoum	id=g:2590143
Rejem el Garaa	id=g:2590144
Kedouat en Naïm	id=g:2590145
Douar Oulad el Haj Salah	id=g:2590146
Sidi Ali el Aïouni	id=g:2590147
Sidi Bou Abdallah	id=g:2590148
Sidi el Fezouaï	id=g:2590149
Feguira Fatma	id=g:2590150
Henchir el Mechana	id=g:2590151
El Afiad	id=g:2590152
Les Mimosas	id=g:2590153
El Khamar	id=g:2590154
Draa el Mahrouga	id=g:2590155
Sidi Frej	id=g:2590156
Aïfet ez Zouitina	id=g:2590157
Et Tarbia	id=g:2590158
Sidi Mohammed	id=g:2590159
Henchir el Garaa	id=g:2590160
Henchir el Fellouss	id=g:2590161
El Menndra	id=g:2590162
Medass ez Zebbouj	id=g:2590163
Dzil el Kelb	id=g:2590164
Seguiet Dzil el Kelb	id=g:2590165
Henchir et Tebib	id=g:2590166
Zraa Hamir	id=g:2590167
Henchir Ben Ghezala	id=g:2590168
Ksar er Roum	id=g:2590169
Henchir el Alem	id=g:2590170
Sidi Abdallah Bou Hejba	id=g:2590171
Draa Ben Ziad	id=g:2590172
Bir Ali Jaja	id=g:2590173
Henchir Bir Ali Jaja	id=g:2590174
Signal de Bir Ali Jaja	id=g:2590176
Bir Ali Ben Mohammed	id=g:2590177
Bir Bel Haj Ali	id=g:2590178
Ksar en Nouba	id=g:2590179
Henchir en Nouba	id=g:2590180
Henchir el Majdoul	id=g:2590181
Henchir Ben Amor Bou Laila	id=g:2590182
Menafeg. Henchir el	id=g:2590183
Bedarna	id=g:2590184
Henchir el Fellouss	id=g:2590185
Bir Ahmed	id=g:2590186
Bir es Sbaïa	id=g:2590187
Ksar el Kebiba	id=g:2590188
Lalla el Marakchia	id=g:2590189
Ksar Bou Legouass	id=g:2590190
Henchir el Kherba	id=g:2590191
Henchir el Karraï	id=g:2590192
Sidi el Kassar	id=g:2590193
Kedouat Jaber	id=g:2590194
Sidi Khalifa el Medimegh	id=g:2590195
Henchir el Fellous	id=g:2590196
Henchir el Kebiba	id=g:2590197
Sidi Bou Beker	id=g:2590198
Henchir Hamaïed	id=g:2590199
Henchir el Guenaret	id=g:2590200
Henchir Bou Kekil	id=g:2590201
Bir Ali Ben el Haj	id=g:2590202
Sidi Ameur	id=g:2590203
Bir Ketana	id=g:2590204
Henchir Hannana	id=g:2590205
Sidi Ali Chercheri	id=g:2590206
Sidi Bou Guenndil	id=g:2590207
Henchir el Aouz	id=g:2590208
Henchir el Mezra	id=g:2590209
Henchir Abbana	id=g:2590210
Henchir Medaïb	id=g:2590211
Henchir ech Cheggaf	id=g:2590212
Henchir el Haj Salem	id=g:2590213
Signal de Sidi Mannsour	id=g:2590214
Dar el Haj Mohammed Mallak	id=g:2590215
Signal de Borj el Jezira	id=g:2590216
Zroub es Sassi	id=g:2590217
Rejel ech Chegaf	id=g:2590218
Douar Dar Ammar	id=g:2590222
Douar el Bezazia	id=g:2590223
Sidi Salah Bou Zitou	id=g:2590224
Douar Touba	id=g:2590225
Douar Mennchia	id=g:2590226
Douar Kaouana	id=g:2590227
Tebia Rida Khelil	id=g:2590228
Douar Charbi	id=g:2590229
Jebanet Sidi Abdallah	id=g:2590230
Borj el Khessous	id=g:2590231
Douar Mennzel Rached	id=g:2590232
Borj el Khouja	id=g:2590233
Douar Gabrejelli	id=g:2590234
Kebeur el Jaheli	id=g:2590235
Sidi Bou Sedra	id=g:2590236
Henchir Dellaaïa	id=g:2590237
Borj Bou Halloufa	id=g:2590238
Mennzel el Henndi	id=g:2590239
Bahiret er Rouada	id=g:2590240
Sidi el Edrea	id=g:2590241
Sidi Jebraïl	id=g:2590242
Henchir Rouad	id=g:2590243
Sidi Mahmoud	id=g:2590244
Sidi Kheder	id=g:2590245
Oued el Khima	id=g:2590246
Jaafar	id=g:2590247
Henchir Jafer	id=g:2590248
Sidi Chetrouf	id=g:2590249
Kef en Nessour	id=g:2590250
Oued Zouana	id=g:2590251
Chabet el Oussif	id=g:2590252
Oued el Fezzani	id=g:2590253
Oued er Rarek	id=g:2590254
Oued Kermat Aziz	id=g:2590255
Dar el Beïda	id=g:2590256
Jebel Sakkal	id=g:2590257
Jebel Touila	id=g:2590258
Jebel Bou Goufda	id=g:2590261
Jebel Rorof	id=g:2590263
Sidi Trif	id=g:2590266
Aïn Ben Rabah	id=g:2590267
Sidi el Falah	id=g:2590269
Ed Dourat	id=g:2590272
Aïn Bekkar	id=g:2590274
Aïn Souïssi	id=g:2590275
Koudiat el Meslane	id=g:2590277
Oued Bekkar	id=g:2590279
Oued el Aïn	id=g:2590284
Oued Sidi Frej	id=g:2590285
Oued Tabet	id=g:2590287
Oued Aïn el Aleg	id=g:2590288
Carrières de Plâtre	id=g:2590295
Sidi Bou Dzerouaïa	id=g:2590296
Oued Lrouref	id=g:2590297
Sidi el Guehani	id=g:2590298
Oued Kbayat	id=g:2590299
Oued Naheli	id=g:2590300
Sidi Zid	id=g:2590301
Sidi Salah	id=g:2590302
Sidi Bou Kheris	id=g:2590303
Oued Maïz	id=g:2590304
El Arka	id=g:2590306
Oued Roumi	id=g:2590307
Oued Zebbouz	id=g:2590309
Sidi Jebali	id=g:2590311
Graba	id=g:2590326
Graba	id=g:2590327
Sidi Abdallah	id=g:2590328
Sidi Kmeïs	id=g:2590329
Sidi Kader	id=g:2590330
Aïn el Khima	id=g:2590331
Bejaoua	id=g:2590332
Jebel Aïn el Khima	id=g:2590333
Oued Smar	id=g:2590334
Oued el Boul	id=g:2590335
Koudiat Zaer	id=g:2590336
Sidi Mbarek	id=g:2590337
Kasnadar	id=g:2590338
Sidi el Abiod	id=g:2590339
Borj Flifel	id=g:2590340
Sidi Henri	id=g:2590341
Koudiat Klah	id=g:2590342
Sidi Abdallah	id=g:2590349
Parc du Belvédère	id=g:2590350
Bab Khadra	id=g:2590351
Kasbah	id=g:2590359
Bab Sidi Kassem	id=g:2590360
Bab Alleoua	id=g:2590365
Sidi Omrane	id=g:2590366
Cimetière du Jellaz	id=g:2590367
Damous el Laya	id=g:2590368
Sidi Rlifa	id=g:2590369
Sidi Kmeïs	id=g:2590370
Henchir Mahrouga	id=g:2590371
Bir Brouj	id=g:2590372
Bir Jezzara	id=g:2590373
Kdir el Goulla	id=g:2590374
Mechtat Jeyara	id=g:2590375
Borj Chakir	id=g:2590376
Jebel Sidi Salah	id=g:2590377
Henchir el Outia	id=g:2590378
Saint Laurent	id=g:2590379
Salines de Mégrine	id=g:2590380
Bir Kassa	id=g:2590381
La Bâtie	id=g:2590382
Sidi Brada	id=g:2590383
Sidi Frej	id=g:2590384
Bir es Smara	id=g:2590385
Gourbis	id=g:2590386
Mechtat Bou Rakba	id=g:2590387
Bou Regba	id=g:2590388
Henchir es Sfiane	id=g:2590389
Sidi Zaer	id=g:2590390
Henchir Tzenni	id=g:2590391
Bir Zebbeus	id=g:2590392
Birine	id=g:2590393
Aïn Hallouf	id=g:2590394
Bir el Mstiri	id=g:2590395
Oued Melah	id=g:2590396
Sidi Abdallah	id=g:2590397
Henchir Mrira	id=g:2590398
Henchir Fouchana	id=g:2590399
Henchir Nassene	id=g:2590400
Nassene Sghira	id=g:2590401
Mechtat Bou Khereddine	id=g:2590402
Henchir el Ouzir	id=g:2590403
Bir Choubane	id=g:2590404
Henchir Choubane	id=g:2590405
Aïn el Oussif	id=g:2590406
Mechtat es Sfiane	id=g:2590407
Jebel Ben Neja	id=g:2590408
Oued Zebbeus	id=g:2590409
Chabet Zebbeus	id=g:2590410
Henchir el Ksir	id=g:2590411
Henchir Kamela	id=g:2590412
Sidi Chemania	id=g:2590414
Henchir el Mstiri	id=g:2590415
El Ksir	id=g:2590416
Bir Kerkouba	id=g:2590417
Sidi Bou Achoucha	id=g:2590418
Aïn el Morra	id=g:2590419
Sidi Manougui	id=g:2590420
Henchir Chahmine	id=g:2590421
Henchir Meslem	id=g:2590422
Henchir Halouane	id=g:2590423
Bir el Karaa	id=g:2590424
Henchir Guerjana	id=g:2590425
Sidi Cherif	id=g:2590426
Sidi Abdallah	id=g:2590427
Henchir el Menngoub	id=g:2590428
Henchir Sidi Ferej	id=g:2590429
Henchir Meriziga	id=g:2590430
Sidi Meftah	id=g:2590431
Henchir Sidi el Mennsi	id=g:2590432
Henchir Hasbine	id=g:2590433
Sidi Salah	id=g:2590434
Sidi Ferej	id=g:2590435
Sidi Meftah	id=g:2590436
Mechtat Oued Souani	id=g:2590437
Mechtat el Kheriba	id=g:2590438
Oued el Kheriba	id=g:2590439
Oued Malah	id=g:2590440
Henchir Ajem	id=g:2590441
Sidi Ali Sedfini	id=g:2590442
Sidi Ahmed	id=g:2590443
Aïn el Kerma	id=g:2590444
Aïn Metmat	id=g:2590445
Bir Mars	id=g:2590446
Sidi Abdallah	id=g:2590447
Sidi el Afiane	id=g:2590448
Oued er Ramla	id=g:2590449
Henchir Terrouta	id=g:2590450
Henchir Aouine	id=g:2590451
Sidi Bou Sakouma	id=g:2590452
Mechtat ed Damous	id=g:2590453
Sidi Bou Kharouba	id=g:2590454
Bir Halima	id=g:2590455
Sidi et Tarf	id=g:2590456
Er Rouijel	id=g:2590457
Aïn Deboubia	id=g:2590458
Henchir Bou Ferda	id=g:2590459
Henchir Sidi Ahmed	id=g:2590460
Sidi Mohammed en Nouali	id=g:2590461
Ghedir Soltane	id=g:2590462
Henchir Bou er Rebia	id=g:2590463
Aïn Bou Kislene	id=g:2590464
Sidi Ali Ben Neja	id=g:2590465
Oued el Kerouna	id=g:2590466
Aïn Smia	id=g:2590467
Bir Ben ed Drakene	id=g:2590468
Aïn el Kahola	id=g:2590469
Jebel Mekhima	id=g:2590470
Sidi Salah	id=g:2590471
Aïn Kelba	id=g:2590472
Kef el Ahmeur	id=g:2590473
Aïn Tagtag	id=g:2590474
Kef Etachima	id=g:2590475
Borj Fouaoud	id=g:2590476
Aïn ez Zaouia	id=g:2590477
Jeddi el Hamada	id=g:2590478
Aïn el Hallalif	id=g:2590479
Aïn en Nahal	id=g:2590480
Aïn Sabour	id=g:2590481
Henchir el Mekarnia	id=g:2590482
Aïn Borj es Saidi	id=g:2590483
Ed Dir el Azem	id=g:2590484
Sidi Bou Rorara	id=g:2590485
Aïn Alalguia	id=g:2590486
Aïn el Kerma	id=g:2590487
Sidi Dahar	id=g:2590488
Sidi el Kafi	id=g:2590489
Koudiat es Somra	id=g:2590490
Aïn el Ahmar	id=g:2590491
Aïn Zaza	id=g:2590492
Aïn ed Diaba	id=g:2590493
Oued Zitoun	id=g:2590494
Oued et Touil	id=g:2590495
Oued el Melza	id=g:2590496
Oued ed Douejel	id=g:2590497
Jebel Keffa	id=g:2590498
Aïn Jedida	id=g:2590499
Sidi Khelifa	id=g:2590500
Aïn Guettar	id=g:2590501
Aïn el Amari	id=g:2590502
Jebel Bou Khouf	id=g:2590503
Sidi Ameur el Jebari	id=g:2590504
Bou Chlaga	id=g:2590505
Aïn Fouara	id=g:2590506
Henchir Sidi Bou Zid	id=g:2590507
Aïn el Baha	id=g:2590508
Henchir Ksiba	id=g:2590509
Aïn el Guennfoud	id=g:2590510
Oued el Kassroun	id=g:2590511
Oued el Bled	id=g:2590512
Douar Kennjel	id=g:2590513
Douar er Rahmane	id=g:2590514
Douar Zouila	id=g:2590515
Jebel Kennjel	id=g:2590516
Borj Ennbaza	id=g:2590517
Sidi el Kafir	id=g:2590518
Douar Abd el Kader	id=g:2590519
Douar Mbarek	id=g:2590520
Douar Bou Beker	id=g:2590521
Douar Hamrouna	id=g:2590522
Douar Bou Said	id=g:2590523
Oulad Aissa	id=g:2590524
Aïn Oum Kseïba	id=g:2590525
Aïn es Safsaf	id=g:2590526
Jebel Zouaïne	id=g:2590527
Sidi Abdallah	id=g:2590528
Oulad el Klib	id=g:2590529
Oulad Neffet	id=g:2590530
Bled el Guetta	id=g:2590531
Koudiat Sisseb	id=g:2590532
Oued Sidi Salah	id=g:2590533
Sidi Ahmed Ben Hassine	id=g:2590534
Ouled el Klib	id=g:2590535
