Bollatawa	id=g:1249682
Warakapitiya	id=g:7434228
Jabunwala	id=g:7434229
Peelahena	id=g:7434230
Medawatta	id=g:7434231
Kegalle Town A	id=g:7434232
Kegalle Town B	id=g:7434233
Dangahadeniya Junction	id=g:7434235
Edallawatta	id=g:7434236
Narambedda West	id=g:7434237
Eraminigolla	id=g:7434238
Narambedda East	id=g:7434239
Kiripola	id=g:7434240
Deewela Medagama	id=g:7434241
Mallagala Colony	id=g:7434242
Magolla	id=g:7434243
Kottanwatta	id=g:7434244
Daleggala	id=g:7434245
Rambukkana Town	id=g:7434246
Henepola Ela	id=g:7434247
Udgalle Ela	id=g:7434664
Nikagalla	id=g:7434665
Augulgamuwe Wewa	id=g:7434666
Kimbulwanaoya	id=g:7434667
Kalugalpe	id=g:7434668
Siyambalangamuwa Wewa	id=g:7434669
Hapathgamuwa Wewa	id=g:7434670
Panliyadda	id=g:7434671
Nabeta	id=g:7434672
Guru Ela	id=g:7434673
Diyatura	id=g:7434674
Dematagolla	id=g:7434675
Melgreen Number Two	id=g:7434676
Melgreen Number Three	id=g:7434677
Rattarankottuwa	id=g:7434678
Dombagomuwa Wewa	id=g:7434679
Eramudugolla Tank	id=g:7434680
Dewagiriya Wewa	id=g:7434681
Lenawa Group	id=g:7434682
Lenawa Wewa	id=g:7434683
Gavilipitiya Wewa	id=g:7434684
Ragedara Farm	id=g:7434685
Melgreen Number Eight	id=g:7434686
Dolukanda	id=g:7434687
Kattakadua	id=g:7434688
Dimbuk Wewa	id=g:7434689
Kanugolla	id=g:7434690
Kotuhena	id=g:7434691
Andapola	id=g:7434692
Anguhukanda	id=g:7434693
Uthurupahuwa	id=g:7434694
Palwalla Wewa	id=g:7434695
Diyawalanda	id=g:7434696
Dolukanda	id=g:7434697
Periyakadu	id=g:7434698
Deniyewatta	id=g:7434699
Periyakadu Vihare	id=g:7434700
Pahala Udattapola	id=g:7434701
Ihala Udattapola	id=g:7434702
Pathu Wewa	id=g:7434703
Minirangama	id=g:7434704
Diniminiyatenna	id=g:7434705
Tittawelgolla	id=g:7434706
Kahatagaha Graphite Mines	id=g:7434707
Wewatenna	id=g:7434708
Kotalawalagama	id=g:7434709
Kolongalla	id=g:7434710
Paliama Wewa	id=g:7434711
Hangamuwa	id=g:7434712
Hangamuwa	id=g:7434713
Embalawa Wewa	id=g:7434714
Galkanda	id=g:7434715
Madisedetlianga	id=g:7434716
Soranavalle	id=g:7434717
Kumbalange	id=g:7434718
Udagama West	id=g:7434719
Hunugalkadulla	id=g:7434720
Kebellagodalande Tank	id=g:7434721
Horambawa	id=g:7434722
Ragala Vihare	id=g:7434723
Doranepola Tank	id=g:7434724
Deduru Nadigama	id=g:7434725
Batalagoda Farm	id=g:7434726
Letchemy	id=g:7434727
Dammada	id=g:7434728
Deduru Oya	id=g:7434729
Kirwaula	id=g:7434730
Akramboda Group	id=g:7434731
Karaweddana	id=g:7434732
Digampitiya Tank	id=g:7434733
Galgodda	id=g:7434734
Barandana Tank	id=g:7434735
Kospota Oya	id=g:7434736
Shakerley	id=g:7434737
Rambodagalla Proposed Forest Reserve	id=g:7434738
Delwita Group	id=g:7434739
Kitulgolla	id=g:7434740
Nagolla	id=g:7434741
Dunumawa	id=g:7434742
Mirissala	id=g:7434743
Erapolakanda	id=g:7434744
Buluwela Tank	id=g:7434745
Ambalama	id=g:7434746
Akkarapanaha	id=g:7434747
Udangama	id=g:7434748
Maswawa	id=g:7434749
Galkanda	id=g:7434750
Kahagolla	id=g:7434751
Alawatuwala	id=g:7434752
Tankelle	id=g:7434753
Arampolawatta North	id=g:7434754
Arampolla Group	id=g:7434755
Arampolawatta South	id=g:7434756
Nawa Potubowa	id=g:7434757
Metiyampota	id=g:7434758
Pallella	id=g:7434759
Maylamada Wewa	id=g:7434760
Galpottagala	id=g:7434761
Padiwita	id=g:7434762
Hulangamuwa North	id=g:7434763
Hulangamuwa South	id=g:7434764
Stratford	id=g:7434765
Malwatta	id=g:7434766
Maligathenna	id=g:7434767
Wariyapola Group	id=g:7434768
Kiula Colony	id=g:7434769
Bandarapola Group	id=g:7434770
Madawala State Farm	id=g:7434771
Wariyapolawatta	id=g:7434772
Punchi Sylvakanda	id=g:7434773
Pitakande Group	id=g:7434774
Kabaragalawatta	id=g:7434775
Hoolankande Group	id=g:7434776
Kalabokka	id=g:7434777
Knuckles Conservation Area	id=g:7434778
Brae Group	id=g:7434779
Horagolla	id=g:7434780
Nichola Oya	id=g:7434781
Poyangalawatta	id=g:7434782
Patana	id=g:7434783
Ugadama	id=g:7434784
Epitamulla	id=g:7434785
Medaweragama	id=g:7434786
Koswana South	id=g:7434787
Viharagama	id=g:7434788
Kaineka	id=g:7434789
Oya Pahala	id=g:7434790
Oyapahala	id=g:7434791
Muslim Town	id=g:7434792
Viharapara	id=g:7434793
Sinhala Town	id=g:7434794
Asotria Group	id=g:7434795
Illukhena	id=g:7434796
Vicarton Group	id=g:7434797
Asgiridorakumbura	id=g:7434798
Asgiridorakumbura East	id=g:7434799
Asgeriya	id=g:7434800
Talagahagoda	id=g:7434801
Dullewa West	id=g:7434802
Dikkiriya	id=g:7434803
Branford	id=g:7434804
Parawatte	id=g:7434805
Koswana Colony	id=g:7434806
Manikkawal	id=g:7434807
Maussagollawatta	id=g:7434808
Bambarakiriella	id=g:7434809
Medawatta	id=g:7434810
Patana	id=g:7434811
Wanaraniya	id=g:7434812
Longville	id=g:7434813
Ihalaowala	id=g:7434814
Pahalaowala	id=g:7434815
Ikiriyagolla	id=g:7434816
Dunkalawatta	id=g:7434817
Palugama	id=g:7434818
Matalapitiya South	id=g:7434819
Silverhill	id=g:7434820
Idangama	id=g:7434821
Alutgama North	id=g:7434822
Ross	id=g:7434823
Bowatenna Power House	id=g:7434824
Kirimetyaranda	id=g:7434825
Mousahedia	id=g:7434826
Opalgalea Group	id=g:7434827
Golhenwatta	id=g:7434828
Parana Dombawela	id=g:7434829
Hylton Group	id=g:7434830
Diwilla South	id=g:7434831
Dungon Place	id=g:7434832
Aluthwatta	id=g:7434833
Nikagolla North	id=g:7434834
Diwilla North	id=g:7434835
Dikkumbura West	id=g:7434836
Nawagalla	id=g:7434837
Bohemia	id=g:7434838
Kawatayamune	id=g:7434839
Ratalawewa Watte	id=g:7434840
Ambanganga Group	id=g:7434841
Hunuketaella	id=g:7434842
Ranmuthugama	id=g:7434843
Kalugahatenna	id=g:7434844
Kalugahatenna	id=g:7434845
Gammaduwa Group	id=g:7434846
Gangala Puwakpitiya	id=g:7434847
Kongolla	id=g:7434848
Bigirana	id=g:7434849
Matale North	id=g:7434850
Mahawela West	id=g:7434851
Matale	id=g:7434852
Hapudena North	id=g:7434853
Delgolla	id=g:7434854
Selagama East	id=g:7434855
Arambawatta	id=g:7434856
Tembilideniya North	id=g:7434857
Sunderland	id=g:7434858
Huguhoriya	id=g:7434859
North Matale Group	id=g:7434860
Tihawa	id=g:7434861
Moragahamada	id=g:7434862
Nagalla Group	id=g:7434863
Sinna Hingura	id=g:7434864
Galboda	id=g:7434865
Pottotawa	id=g:7434866
Kottagala	id=g:7434867
Kattukittol	id=g:7434868
Annamally	id=g:7434869
Rajjammana Madawala	id=g:7434870
Ehalapula	id=g:7434871
Kandewatta	id=g:7434872
Rambukandana	id=g:7434873
Wewatennawatta	id=g:7434874
Ehalepola	id=g:7434875
Pallepola South	id=g:7434876
Rusigama Panalagama	id=g:7434877
Rusigama Ihalagama	id=g:7434878
Ariyagama	id=g:7434879
Dodamgasyaya	id=g:7434880
Maningamuwa West	id=g:7434881
Pallepola North	id=g:7434882
Udarampelessa	id=g:7434883
Nalanda Group	id=g:7434884
Daisyland	id=g:7434885
Bandarapola	id=g:7434886
Lihinipitiya	id=g:7434887
Arduthie	id=g:7434888
Akramboda Group	id=g:7434889
Millawana Medagama	id=g:7434890
Millawaha Pahalagama	id=g:7434891
Bomeruwa	id=g:7434892
Bomaruwa	id=g:7434893
Mahayayawatta	id=g:7434894
Akramboda	id=g:7434895
Hapugasyaya	id=g:7434896
Senagama	id=g:7434897
Rajawela	id=g:7434898
Bowathennawatta	id=g:7434899
Migolla	id=g:7434900
Demadaoya	id=g:7434901
Nilannoruwa	id=g:7434902
Ellawella	id=g:7434903
Moragahamada	id=g:7434904
Bowetenna Irrigation Quarters	id=g:7434905
Haliyamulla	id=g:7434906
Ibbagamuwa Division	id=g:7434907
Pallepola Division	id=g:7434908
Yatawatta Division	id=g:7434909
Matale Division	id=g:7434910
Ridigama Division	id=g:7434911
Ambanganga Korale Division	id=g:7434912
Rattota Division	id=g:7434913
Kimbulwanaoya Sanctuary	id=g:7434914
Wrigation Channel	id=g:7434915
Bogahapitiya	id=g:7434916
Nikamada	id=g:7434917
Ridi Vihare	id=g:7434918
Welangahawatta	id=g:7434919
Biridewala	id=g:7434920
Rathninda	id=g:7434921
Bandarapola	id=g:7434922
Bandarapola Group	id=g:7434923
Tambalagala	id=g:7434924
Mayian Group	id=g:7434925
Moratiha	id=g:7434926
Delgolla	id=g:7434927
Owala Polwatta	id=g:7434928
Bogahakotuwa	id=g:7434929
Palleweragama	id=g:7434930
Koswana North	id=g:7434931
Lynapitiya	id=g:7434932
Dankanda Wewa	id=g:7434933
Udunuwara Division	id=g:7434948
Deltota Division	id=g:7434949
Doluwa Division	id=g:7434950
Uda Palata Division	id=g:7434951
Aranayaka Division	id=g:7434952
Ganga Ihala Korale Division	id=g:7434953
Nawalapitiya Division	id=g:7434954
Kotmale Division	id=g:7434955
Pathamailapitiya South	id=g:7434956
Bolepa	id=g:7434957
Perawatta West	id=g:7434958
Galoya	id=g:7434959
Karamada North	id=g:7434960
Wathapola	id=g:7434961
Aluthnuwara	id=g:7434962
Mahanthegama	id=g:7434963
Pathamallapitiya	id=g:7434964
Bolepa	id=g:7434965
Kalapitiya East	id=g:7434966
Kalapitiya West	id=g:7434967
Gampola East	id=g:7434968
Ginihappitiya East	id=g:7434969
Galathara	id=g:7434970
Talgamuwa	id=g:7434971
Kariyagama	id=g:7434972
Heenatipana	id=g:7434973
Elpitikanda	id=g:7434974
Kovilkanda	id=g:7434975
Kooradeniya	id=g:7434976
Manikkawa	id=g:7434977
Liyangahawatta	id=g:7434978
Walagedara South	id=g:7434979
Dodamdeniya	id=g:7434980
Rangoda	id=g:7434981
Vetawala West	id=g:7434982
Boowelikada	id=g:7434983
Pathiyagoda West	id=g:7434984
Meewaladeniya	id=g:7434985
Ambarapola	id=g:7434986
Eladetta West	id=g:7434987
Arayuwawala	id=g:7434988
Eladetta East	id=g:7434989
Ihala Pethiyagoda	id=g:7434990
Karamada South	id=g:7434991
Gelloya	id=g:7434992
New Elpitiya North	id=g:7434993
New Elpitiya South	id=g:7434994
Dehipagoda West	id=g:7434995
Pethiyagoda East	id=g:7434996
Egodakaingamawa	id=g:7434997
Polahanhanga	id=g:7434998
Dehipagoda East	id=g:7434999
Delgahapitiya	id=g:7435000
Hathnagoda	id=g:7435001
Hondiyademya	id=g:7435002
Thalawathura	id=g:7435003
Vihargama	id=g:7435004
Gamhatha	id=g:7435005
Megodakalugamuwa	id=g:7435006
Haputale Egodagama	id=g:7435007
Letiyagolla	id=g:7435008
Bogahawela	id=g:7435009
Perawatta East	id=g:7435010
Medagama Udagama	id=g:7435011
Welegama	id=g:7435012
Nugaliyadda Ihala	id=g:7435013
Godamunna East	id=g:7435014
Narangastenna	id=g:7435016
Godalawela	id=g:7435017
Meeruppa	id=g:7435018
Kethigannawela	id=g:7435019
Hewawissa West	id=g:7435020
Udamailapitiya North	id=g:7435021
Udamailapitiya South	id=g:7435022
Unuwinna East	id=g:7435023
Yatihanguranketha	id=g:7435024
Delgahapitiya	id=g:7435025
Kahambiliyawa	id=g:7435026
Unuwinna West	id=g:7435027
Dampola	id=g:7435028
Murapola West	id=g:7435029
Pothgoda	id=g:7435030
Hewawissa East	id=g:7435031
Bowalanawatta Colony	id=g:7435032
Medagama Pallegama	id=g:7435033
Pattiyagama Pallegama	id=g:7435034
Wanahapuwa	id=g:7435035
Bopitiya Town	id=g:7435036
Greatwalliya	id=g:7435037
Suduwella	id=g:7435038
Nawahillamba	id=g:7435039
Wariyagala	id=g:7435040
Nillamba	id=g:7435041
Gurukele	id=g:7435042
Nawagurukele	id=g:7435043
Orayanwatta	id=g:7435044
Lida Aludeniya	id=g:7435045
Pitawalawatta	id=g:7435046
Muruthaelsamula	id=g:7435047
Wegiriya East	id=g:7435048
Wegiriya West	id=g:7435049
Appalagoda East	id=g:7435050
Kotagaloluwa	id=g:7435051
Dihitideniya	id=g:7435052
Delipitiya	id=g:7435053
Ranwala	id=g:7435054
Appalagoda West	id=g:7435055
Maveekumbura South	id=g:7435056
Maveekumbura North	id=g:7435057
Rathmalkandura	id=g:7435058
Ginihappitiya West	id=g:7435059
Gewilipitiya Town	id=g:7435060
Hathgampoia	id=g:7435061
Kumarapura	id=g:7435062
Keselwatth	id=g:7435063
Galookka	id=g:7435064
Thalgaspitiya	id=g:7435065
Thalagaspitiya	id=g:7435066
Wadiyathenna	id=g:7435067
Kehelpannala East	id=g:7435068
Balathgahgamawa	id=g:7435069
Ambalawa	id=g:7435070
Ambaruppa	id=g:7435071
Sinhapiriya South	id=g:7435072
Sinnapitiya North	id=g:7435073
Keerapane	id=g:7435074
Mount Temole	id=g:7435075
Unamouwa	id=g:7435076
Gampola East	id=g:7435077
Bothalpitiya	id=g:7435078
Gampola West	id=g:7435079
Polkumbura	id=g:7435080
Gampolawatta	id=g:7435081
Atuwewatta	id=g:7435082
Nanawatta	id=g:7435083
Mamnihpa	id=g:7435084
Gathatuwala	id=g:7435085
Lagundeniya	id=g:7435086
Millagahamula	id=g:7435087
Pambadeniya	id=g:7435088
Uda Deltota	id=g:7435089
Karagaskada South	id=g:7435090
Medakekila	id=g:7435091
Karagaskada North	id=g:7435092
Gonangoda	id=g:7435093
Wadiyagoda	id=g:7435094
Thiriwanaketiya	id=g:7435095
Kolabissa East	id=g:7435096
Kolabissa West	id=g:7435097
Kosgahadebala	id=g:7435098
Unanthenna	id=g:7435099
Reketipe	id=g:7435100
Pallemaluwa	id=g:7435101
Murapola East	id=g:7435102
Dolugala	id=g:7435103
Rathmetiya	id=g:7435104
Kithulpe	id=g:7435105
Bambaragama West	id=g:7435106
Gabadagama North	id=g:7435107
Gabadagama South	id=g:7435108
Pattiyagama Udagama	id=g:7435109
Udadeniya	id=g:7435110
Rajathalawa	id=g:7435111
Masgolla	id=g:7435112
Hunukotuwagama	id=g:7435113
Millagaspitiya	id=g:7435114
Amubena	id=g:7435115
Angammana West	id=g:7435116
Angammana East	id=g:7435117
Amunupuraya	id=g:7435118
Nawadewita	id=g:7435119
Ethgala North	id=g:7435120
Iayamalapuraya	id=g:7435121
Maligapurana	id=g:7435122
Kurukude	id=g:7435123
Kehelpannala West	id=g:7435124
Yodhagama	id=g:7435125
Salawa West	id=g:7435126
Thellaka	id=g:7435127
Deiyanwaka	id=g:7435128
Jambugasmada	id=g:7435129
Malwattagama	id=g:7435130
Pellapitiya North	id=g:7435131
Ulapane North	id=g:7435132
Thembiligala	id=g:7435134
Sinhapura	id=g:7435135
Ethgala South	id=g:7435136
Ethgala West	id=g:7435137
Wahugapitiya	id=g:7435138
Dunukeulla	id=g:7435139
Wanahapuwa	id=g:7435140
Gannewa Udagama	id=g:7435141
Handawalapitiya	id=g:7435142
Gedaraiyawa	id=g:7435143
Watesthenna	id=g:7435144
Karamidula	id=g:7435145
Enasalarawa	id=g:7435146
Kavatayamana	id=g:7435147
Rathyaya	id=g:7435148
Muloya	id=g:7435149
Kirimotiya	id=g:7435150
Deltagemunupura	id=g:7435151
Kotmalgama	id=g:7435152
Nawkadadora	id=g:7435153
Pussellawagama	id=g:7435154
Doragala	id=g:7435155
Mawathura	id=g:7435156
Kokolanda	id=g:7435157
Weliganga	id=g:7435158
Kalugalhinna	id=g:7435159
Pellapitiya South	id=g:7435160
Ulapane South	id=g:7435161
Gemunupura	id=g:7435162
Kellie Group	id=g:7435163
Gantuna Medagama	id=g:7435164
Rakshawa	id=g:7435165
Dandubediruppa	id=g:7435166
Weligodawatta	id=g:7435167
Kotagepitiya North	id=g:7435168
Mallanda	id=g:7435169
Doruwandeniya	id=g:7435170
Polwatura	id=g:7435171
Pahala Gorakaoya	id=g:7435172
Nayapana	id=g:7435173
Kotagepitiya South	id=g:7435174
Mawela West	id=g:7435175
Ranwanthalawa	id=g:7435176
Mawelakanda	id=g:7435177
Nawamorape	id=g:7435178
Delunthalamada	id=g:7435179
Wewahinna	id=g:7435180
Gomburuoya	id=g:7435181
Mawela East	id=g:7435183
Helsirigama	id=g:7435184
Katukithula	id=g:7435185
Ketahera	id=g:7435186
Deegalahmna	id=g:7435187
Mandaramnuwara	id=g:7435188
Elamulla	id=g:7435189
Rambodagama	id=g:7435190
Ambathalawa	id=g:7435191
Hedumuwawa	id=g:7435192
Kottunugoda	id=g:7435193
Thispanekanda	id=g:7435194
Harangala South	id=g:7435195
Ruwanpura	id=g:7435196
Ihala Gorakaoya	id=g:7435197
Nawalapitiya East	id=g:7435198
Imbutpitiya	id=g:7435199
Nawalapitiya North	id=g:7435200
Nawalapitiya West	id=g:7435201
Nawalapitiya South	id=g:7435202
Penituduwa	id=g:7435203
Pahala Rambukpitiya	id=g:7435204
Uda Rambukpitiya	id=g:7435205
Sooforth	id=g:7435206
Dunukedeniya	id=g:7435207
Balantota North	id=g:7435208
Balantota South	id=g:7435209
Ambagamuwa North	id=g:7435210
Sellipigama	id=g:7435211
Karahadungala	id=g:7435212
Weligampola	id=g:7435213
Bawwagama	id=g:7435214
Kendopitiya	id=g:7435215
Thelissagala	id=g:7435216
Unugaloya	id=g:7435217
Kirimetiyawagama	id=g:7435218
Werellapathana	id=g:7435219
Godamaditta	id=g:7435220
Katugolla	id=g:7435221
Dombagasthalawa	id=g:7435222
Rajasangama South	id=g:7435223
Rajasangama North	id=g:7435224
Kirindiwela	id=g:7435225
Samaneliya	id=g:7435226
Kosgahapathana	id=g:7435227
Beramana	id=g:7435229
Beramana North	id=g:7435230
Rawanagoda West	id=g:7435231
Rawanagoda East	id=g:7435232
Wijayabahukanda	id=g:7435233
Inguruoya South	id=g:7435234
Inguruoya North	id=g:7435235
Mapakanda North	id=g:7435236
Mapakanda South	id=g:7435237
Ambagamuwa East	id=g:7435238
Rampadeniya	id=g:7435239
Ambagamuwa South	id=g:7435240
Aluthgama	id=g:7435241
Gettadeniya	id=g:7435242
Kandahena	id=g:7435243
Harawakka	id=g:7435244
Watadenlya Watta	id=g:7435245
Bulugoda Oya	id=g:7435246
Malwattabata	id=g:7435247
Kuda Oya	id=g:7435248
Kande Junction	id=g:7435249
Riverside Colony	id=g:7435250
Bavulanwatta Colony	id=g:7435251
Meddatennawatta	id=g:7435252
Sudugala	id=g:7435253
Laukka Group	id=g:7435254
Kariyagama	id=g:7435255
Ussapitiya Town	id=g:7435256
Ruvandeniya	id=g:7435257
Heenatipotha	id=g:7435258
Bambaragaha Ela	id=g:7435259
Elpitikanda	id=g:7435260
Puilakanda	id=g:7435261
Paranapitiya	id=g:7435262
Nonawatta	id=g:7435263
Watagedara	id=g:7435264
Franklands	id=g:7435265
Kalugama	id=g:7435266
Wellangolla	id=g:7435267
Haloyawatta	id=g:7435268
Kalugomuwa	id=g:7435269
Galoya	id=g:7435270
Haloya Colony	id=g:7435271
Haloyawatta	id=g:7435272
Wariyagalawatta	id=g:7435273
Haloya Group	id=g:7435274
Wariyagala Colony	id=g:7435275
Niroshwatta	id=g:7435276
Galahawatta	id=g:7435277
Bellwood Colony	id=g:7435278
Udadeltota	id=g:7435279
Ambalamana Group	id=g:7435280
Ambalamanawatta	id=g:7435281
Ranhotikanda	id=g:7435282
Kirimetiyawatta	id=g:7435283
Belwood Junction	id=g:7435284
Belwood Rupavahini Village	id=g:7435285
Bellwoodwatta	id=g:7435286
Agalawatta	id=g:7435287
Gammedda	id=g:7435288
Medagama Pallegama	id=g:7435289
Hathbaga Colony	id=g:7435290
Appalagoda Gansara	id=g:7435291
Katugoda	id=g:7435292
Ihaketiya Colony	id=g:7435293
Tolabotenna	id=g:7435294
Gabadagama	id=g:7435295
Bayuana	id=g:7435296
Mailagasyaya Colony	id=g:7435297
Pallewele	id=g:7435298
Parapa	id=g:7435299
Karal	id=g:7435300
Ilyadda	id=g:7435301
Magaha	id=g:7435302
Beerimulle	id=g:7435303
Kosgahalanda	id=g:7435304
Talakada	id=g:7435305
Aswedduma	id=g:7435306
Pothgoda	id=g:7435307
Kahambiliyawa	id=g:7435308
Dampola	id=g:7435309
Murapola	id=g:7435310
Pihiyathalawa	id=g:7435311
Barulanawatta	id=g:7435312
Bowalana Group	id=g:7435313
Gonala	id=g:7435314
Mousakelle	id=g:7435315
Maussaw	id=g:7435316
Aulankada Colony	id=g:7435317
Kurulupaha Colony	id=g:7435318
Malwatu Oya	id=g:7435319
Deithota Colony	id=g:7435320
Yogalakshariwatta	id=g:7435321
Nillamba	id=g:7435322
Nillamba Colony	id=g:7435323
Nilukawatta	id=g:7435324
Seethawaliwatta	id=g:7435325
Rajamallewatta	id=g:7435326
Deensidewatta	id=g:7435327
Goorookelle Group	id=g:7435328
Paluambahena	id=g:7435329
Gurukele Junction	id=g:7435330
Godawella	id=g:7435331
Nillamba Reservoir	id=g:7435332
Winayagarwatta	id=g:7435333
Lower Glostar	id=g:7435334
Wariyagala	id=g:7435335
Hodiyadeniya	id=g:7435336
Galkoho	id=g:7435337
Wewpitiya	id=g:7435338
Ratmalkaduwa	id=g:7435339
Angelitenna	id=g:7435340
Baladora	id=g:7435341
Marawikumbura	id=g:7435342
Goriawakawatta	id=g:7435343
Bona Adika Group	id=g:7435344
Medagama	id=g:7435345
Pitawala	id=g:7435346
Arathotawella	id=g:7435347
Alibadeniya Group	id=g:7435348
Ambadeniya Group	id=g:7435349
Wewala	id=g:7435350
Millangoda	id=g:7435351
Natadeniya	id=g:7435352
Debathgama Coley	id=g:7435353
Nainankada	id=g:7435354
Debatgamawatta	id=g:7435355
Debatbama Group	id=g:7435356
Parapitiya Colony	id=g:7435357
Getaberiya	id=g:7435358
Ampitigoda	id=g:7435359
Aranayaka Colony	id=g:7435360
Udugama	id=g:7435361
Meepitiya	id=g:7435362
Bowalagaha	id=g:7435363
Samagama	id=g:7435364
Aranigaha	id=g:7435365
Ambalawawatta	id=g:7435366
Delgahadeniya	id=g:7435367
Ambulawa	id=g:7435368
Sinapitiya	id=g:7435369
Liyangahapitiya	id=g:7435370
Wellangolla	id=g:7435371
Udadeniya	id=g:7435372
Moragahadeniya	id=g:7435373
Anbanawa	id=g:7435374
Kirawana	id=g:7435375
Gurukelewatta	id=g:7435376
Nillamba Colony	id=g:7435377
Nawathiriwanawatta	id=g:7435378
Lorawatta Colony	id=g:7435379
Masgolla	id=g:7435380
Marahena	id=g:7435381
Erinwatta	id=g:7435382
Pitawalagama	id=g:7435383
Erin Group	id=g:7435384
Pittawellaoya	id=g:7435385
Colgbainwatta	id=g:7435386
Levaltonwatta	id=g:7435387
Kandegama Colony	id=g:7435388
Tittawelgammana	id=g:7435389
Mottawa	id=g:7435390
Wetakepota	id=g:7435391
Gonangoda	id=g:7435392
Karagaskada	id=g:7435393
Kandetenna Wewa	id=g:7435394
Gonangoda Oya	id=g:7435395
Udupitiya	id=g:7435396
Anicut	id=g:7435397
Kiriwanketiya	id=g:7435398
Gabadagama	id=g:7435399
Bembiya	id=g:7435400
Nawaneliya	id=g:7435401
Kolabissa	id=g:7435402
Galahakele Colony	id=g:7435403
Udagammedda	id=g:7435404
Ihala Galahakele	id=g:7435405
Galahella	id=g:7435406
Rathmeltiya Colony	id=g:7435407
Hapugasdeniya Colony	id=g:7435408
Hyltonlandwatta	id=g:7435409
Labuhena	id=g:7435410
Hallela	id=g:7435411
Gallenawatta	id=g:7435412
Diggalpata	id=g:7435413
Patagepitiya	id=g:7435414
Kosgahadebala	id=g:7435415
Mederapitiya Colony	id=g:7435416
Moragollahinna	id=g:7435417
Silwatgama	id=g:7435418
Warapitiya	id=g:7435419
Palle Bowala	id=g:7435420
Gedarayiyaya	id=g:7435421
Loolecondena Group	id=g:7435422
Naranhinnawatta	id=g:7435423
Nelligolla Colony	id=g:7435424
Walagedaragama	id=g:7435425
Pitahapatana	id=g:7435426
Lulkaodutawatta	id=g:7435427
Dotelagala	id=g:7435428
Hermitagewatta	id=g:7435429
Gallowayknowewatta	id=g:7435430
New Forest Watta	id=g:7435431
Levallon Group	id=g:7435433
New Hunugala Colony	id=g:7435434
Pitawala Oya	id=g:7435435
Ududeniya	id=g:7435436
Pananwalagama	id=g:7435437
Lukadagama	id=g:7435438
Pahalagama	id=g:7435439
Ambagahawatta	id=g:7435440
Yarrowwatta Colony	id=g:7435441
Beamount	id=g:7435442
Rajatalawa	id=g:7435443
Rajatalawa	id=g:7435444
Panwilailenna	id=g:7435445
Hunukoluwa	id=g:7435446
Atabage Udagama	id=g:7435447
Wirislywatta	id=g:7435448
Thiruwanagoda	id=g:7435449
Zion Hall	id=g:7435450
Hitopwatta	id=g:7435451
Dartry Group	id=g:7435452
Escot Colony	id=g:7435453
Orwell Group	id=g:7435454
Orwellwatta	id=g:7435455
Kehilawatta	id=g:7435456
Uda Palata	id=g:7435457
Iayamalapura	id=g:7435458
Thelihunna	id=g:7435459
Braeside Colony	id=g:7435460
Boduwe Ela	id=g:7435461
Lantern Hill	id=g:7435462
Lanternhill Colony	id=g:7435463
Ambatawa	id=g:7435465
Indikadaaramba	id=g:7435466
Pitakanda Pathalla Colony	id=g:7435467
Hapugahawatta	id=g:7435468
Kehelpannala West	id=g:7435469
Selawa West	id=g:7435470
Butmallawa	id=g:7435471
Dummalahena Colony	id=g:7435472
Boowelikada	id=g:7435473
Ambagolla Colony	id=g:7435474
Wewala	id=g:7435475
Kattotuwa	id=g:7435476
Pedivila	id=g:7435477
Raihnna	id=g:7435478
Kongahamula	id=g:7435479
Horawala	id=g:7435480
Lunuhunugala	id=g:7435481
Donoughmore	id=g:7435482
Welanthalawa	id=g:7435483
Narangalla Group	id=g:7435484
Narangala	id=g:7435485
Mawathugoda	id=g:7435486
Elangipitiya Colony	id=g:7435487
Ramesarakapella	id=g:7435488
Yellangoway Group	id=g:7435489
Narangalawatta	id=g:7435490
Molangusena Colony	id=g:7435491
Kalugala Colony	id=g:7435492
Gantune Medagama	id=g:7435493
Jambugasmada	id=g:7435494
Moratiyawatt	id=g:7435495
Kollie Group	id=g:7435496
Mountkamalwatta	id=g:7435497
Amblakande	id=g:7435498
Berawillawatta Colony	id=g:7435499
Nerangalawatta	id=g:7435500
Berawilawatta	id=g:7435501
Deiyanwala	id=g:7435502
Inaurubagalla Group	id=g:7435503
Deligalawatta	id=g:7435504
Galhena Colony	id=g:7435505
Wetakedeniya Colony	id=g:7435506
Rahalagala	id=g:7435507
Wavulana Junction	id=g:7435508
Lauda	id=g:7435509
Uddeithuduwatenna	id=g:7435510
Gone Ela	id=g:7435511
Keluwala	id=g:7435512
Ulapana	id=g:7435513
Braeside	id=g:7435514
Tembiligala Colony	id=g:7435515
Madoldeniya Colony	id=g:7435516
Ethgalagama	id=g:7435517
Gangasirigama	id=g:7435519
Galathawatta	id=g:7435520
Attabagie Group	id=g:7435521
Sanquharwatta	id=g:7435522
Pitakandawatta	id=g:7435523
Werellapitiya	id=g:7435524
Bassrockwatta	id=g:7435525
Pitakandawatta	id=g:7435526
Delameda	id=g:7435527
Amuhena	id=g:7435528
Maussawa	id=g:7435529
Sogamawatta	id=g:7435530
Sogamawatta	id=g:7435531
Choughleich	id=g:7435532
Black Forest	id=g:7435533
Chapli Colony	id=g:7435534
Hewendeniya	id=g:7435535
Edwardhillwatta	id=g:7435536
Udahinne Patapa	id=g:7435537
