Kal Gāh	id=g:129197
Hāvīlā	id=g:131653
Havīj	id=g:131654
Hāvī	id=g:131655
Ḩāvī	id=g:131656
Hāveshk	id=g:131657
Havā	id=g:131658
Kūh-e Hares	id=g:131659
Havas	id=g:131660
Hovārpān	id=g:131661
Havāreh Khūl	id=g:131662
Hāvar	id=g:131663
Havā Daraq	id=g:131664
Kūh-e Havā	id=g:131665
Kūh-e Ḩātam	id=g:131666
Borom-e Bālā	id=g:131667
Hanzom-e Bālā	id=g:131668
Hanzom-e Pā’īn	id=g:131669
Ḩaţīţeh	id=g:131670
Ḩātam Qal‘eh	id=g:131671
Ḩātamī-ye Key	id=g:131672
Ḩātamābād	id=g:131673
Ḩātamābād	id=g:131674
Ḩātamābād	id=g:131675
Hastījān	id=g:131677
Hastījān	id=g:131678
Hastekān	id=g:131679
Kūh-e Hastānī	id=g:131680
Hast	id=g:131681
Ḩasratān	id=g:131682
Ḩasnārūd	id=g:131683
Khashvīd	id=g:131684
Hashvīd	id=g:131685
Molowghān	id=g:131686
Hoshtūgān	id=g:131687
Hasht Tappeh	id=g:131688
Hasht Kūh	id=g:131689
Hashtīān	id=g:131690
Hashtgerd	id=g:131691
Hashtījān	id=g:131692
Hashtarāk	id=g:131693
Kūh-e Hashtād Sar	id=g:131694
Kūh-e Hashtād Pahlū	id=g:131695
Kamar-e Hashtād Mehr	id=g:131696
Hashtād Joft	id=g:131697
Rūdkhāneh-ye Hashtādān	id=g:131698
Hashtādān	id=g:131699
Kūh-e Hashtād	id=g:131700
Kūh-e Hashtād	id=g:131701
Hashrābād	id=g:131702
Ḩorr-e Rīāḩī	id=g:131703
Ḩashīsh	id=g:131704
Ḩāshīeh Rūd	id=g:131705
Hashīān	id=g:131706
Tang Ḩāshī	id=g:131707
Ḩashkovā	id=g:131708
Hāshem Beg	id=g:131709
Hāshemābād	id=g:131710
Hāshemābād	id=g:131711
Hāshemābād	id=g:131712
Hāshemābād	id=g:131713
Hāshemābād	id=g:131714
Hāshemābād	id=g:131715
Hāshemābād	id=g:131716
Hāshemābād	id=g:131717
Hāshemābād	id=g:131718
Hāshemābād	id=g:131719
Hāshemābād	id=g:131720
Hāshemābād	id=g:131721
Hāshemābād	id=g:131722
Hāshemābād	id=g:131723
Emāmzādeh Hāshem	id=g:131724
Hāshem	id=g:131725
Kūh-e Hasheh Dūl	id=g:131726
Ḩasheh	id=g:131727
Hashcheh-ye Soflá	id=g:131728
Hashcheh-ye ‘Olyā	id=g:131729
Ḩasharābād	id=g:131730
Kūh-e Ḩashār	id=g:131731
Kūh-e Ḩashār	id=g:131732
Hashmīz	id=g:131733
Ḩasham Hūdū	id=g:131734
Ḩasham-e Ḩājj Ḩājjī	id=g:131735
Ḩashām Balm	id=g:131736
Ḩeşār	id=g:131737
Rīg-e Ḩasan Tork	id=g:131738
Ḩasan Teymūr	id=g:131739
Ḩasan Teymūr	id=g:131740
Eslāmābād	id=g:131741
Ḩasan Sālārān	id=g:131742
Ḩasan Rūd	id=g:131743
Ḩasan Qeshlāqī	id=g:131745
Ḩasan Qareh	id=g:131746
Ḩasan Nūrān	id=g:131747
Ḩasan Nez̧ām	id=g:131748
Ḩasan Ne`matollāh	id=g:131749
Ḩasan Moḩammad	id=g:131750
Kalāteh-ye Ḩasan Mast	id=g:131751
Ḩasanlū	id=g:131752
Ḩasanlū	id=g:131753
Rūdkhāneh-ye Ḩasan Langī	id=g:131754
Ḩasan Langī	id=g:131755
Ḩasan Kūsej	id=g:131756
Ḩasan Kūhī	id=g:131757
Ḩasan Kūhī	id=g:131758
Ḩasan Kīf	id=g:131759
Ḩasan Kīādeh	id=g:131760
Ḩasan Khan Darrehsī	id=g:131761
Ḩasan Khān	id=g:131762
Ārāmgāh-e Mollā Moḩsen-e Kāshānī	id=g:131763
Kūh-e Ḩasan Kal	id=g:131764
Kūh-e Ḩasanīvand	id=g:131765
Ḩasanī	id=g:131766
Ḩasan Hendū’ī	id=g:131767
Kūh-e Ḩasan Gīr	id=g:131768
Ḩasan Gāhār	id=g:131769
Ḩasan Gāvdār	id=g:131770
Kalāteh-ye Khān	id=g:131771
Kūh-e Ḩasan Bagī	id=g:131772
Ḩasan Owleh	id=g:131773
Ḩasan Āqeh	id=g:131775
Ḩowz-e Ḩasan `Alī Esmā`īl	id=g:131776
Ḩasanak Sarā	id=g:131777
Ḩasan ‘Abdāl	id=g:131778
Ḩasan Abdāl	id=g:131779
Ḩasanābād	id=g:131780
Ḩasanābād Zamān Khān	id=g:131781
Ḩasanābād-e Yāsūkand	id=g:131782
Ḩasanābād Soflá	id=g:131783
Ḩasanābād-e Korogh Sang	id=g:131784
Ḩoseynābād	id=g:131785
Ḩasanābād-e Tall Kamīn	id=g:131786
Tāzeh Kand	id=g:131787
Ḩasanābād-e Shīr Moḩammad	id=g:131788
Ḩasanābād	id=g:131789
Ḩasanābād-e Qūsh Bolāgh	id=g:131790
Ḩasanābād-e Pā’īn	id=g:131791
Morādābād	id=g:131792
Ḩasanābād-e Mo‘ezzī	id=g:131793
Ḩasanābād-e Mīrzā	id=g:131794
Ḩasanābād-e Loqmanī	id=g:131795
Ḩasanābād	id=g:131796
Ḩasanābād	id=g:131797
Ḩasanābād	id=g:131798
Ḩasanābād	id=g:131799
Ḩasanābād-e ‘Alavī	id=g:131800
Ḩasanābād-e Abū ol Ḩasanī	id=g:131801
Kūh-e Ḩasanābādī	id=g:131802
Kūh-e Ḩasanābād	id=g:131803
Kāl-e Ḩasanābād	id=g:131804
Gardaneh-ye Ḩasanābād	id=g:131805
Gardaneh-ye Ḩasanābād	id=g:131806
Ḩasanābād	id=g:131808
Ḩasanābād	id=g:131809
Ḩasanābād	id=g:131810
Ḩasanābād	id=g:131811
Ḩasanābād	id=g:131812
Ḩasanābād	id=g:131813
Ḩasanābād	id=g:131814
Ḩasanābād	id=g:131815
Ḩasanābād	id=g:131816
Ḩasanābād	id=g:131817
Ḩasanābād	id=g:131818
Ḩasanābād	id=g:131819
Ḩasanābād	id=g:131820
Ḩasanābād	id=g:131821
Ḩasanābād	id=g:131822
Ḩasanābād	id=g:131823
Ḩasanābād	id=g:131824
Ḩasanābād	id=g:131825
Ḩasanābād	id=g:131826
Ḩasanābād	id=g:131827
Ḩasanābād	id=g:131828
Ḩoseynābād	id=g:131829
Ḩasanābād	id=g:131830
Ḩasanābād-e Fashāfūyeh	id=g:131831
Ḩasanābād	id=g:131832
Ḩasanābād	id=g:131833
Ḩasanābād	id=g:131834
Ḩasanābād	id=g:131835
Ḩoseynābād	id=g:131836
Ḩasanābād	id=g:131837
Ḩasanābād-e Emām	id=g:131838
Ḩasanābād	id=g:131839
Ḩasanābād	id=g:131840
Ḩasanābād	id=g:131841
Ḩasanābād	id=g:131842
Ḩasanābād	id=g:131843
Ḩasanābād	id=g:131844
Ḩasanābād	id=g:131845
Ḩasanābād	id=g:131846
Ḩasanābād	id=g:131847
Ḩasanābād	id=g:131848
Ḩasanābād	id=g:131849
Shīrvān Chaqā	id=g:131850
Ḩasanābād-e Varkān	id=g:131851
Ḩasanābād	id=g:131852
Ḩasanābād	id=g:131853
Ḩasanābād	id=g:131854
Ḩasanābād	id=g:131855
Ḩoseynābād	id=g:131856
Ḩasanābād	id=g:131857
Ḩasanābād	id=g:131858
Ḩasanābād	id=g:131859
Ḩasanābād	id=g:131860
Ḩasanābād	id=g:131861
Ḩasanābād	id=g:131862
Ḩasanābād	id=g:131863
Ḩasanābād	id=g:131864
Ḩasanābād	id=g:131866
Ḩasanābād	id=g:131867
Ḩasanābād-e Bālā	id=g:131868
Ḩasanābād-e Bālā	id=g:131869
Ḩasanābād	id=g:131870
Ḩasanābād	id=g:131871
Ḩasanābād	id=g:131872
Ḩasanābād	id=g:131873
Ḩasanābād	id=g:131875
Ḩasanābād-e Jarqūyeh	id=g:131876
Ḩasanābād	id=g:131877
Mazra‘eh-ye Ḩasanābād	id=g:131878
’asanābād	id=g:131879
Ḩasanābād	id=g:131880
Ḩasanābād	id=g:131881
Ḩasanābād	id=g:131882
Ḩasanābād	id=g:131883
Ḩasanābād	id=g:131884
Ḩasanābād-e Bālā	id=g:131885
Ḩasanābād	id=g:131886
Ḩasanābād	id=g:131887
Ḩasanābād-e Zandī	id=g:131888
Ḩasanābād	id=g:131889
Ḩasanābād	id=g:131890
Ḩasanābād	id=g:131891
Ḩasanābād	id=g:131892
Ḩasanābād	id=g:131893
Ḩasanābād	id=g:131894
Ḩasanābād	id=g:131895
Ḩoseynābād-e Estakhr	id=g:131896
Ḩasanābād	id=g:131897
Ḩasanābād	id=g:131898
Ḩasanābād	id=g:131899
Ḩasanābād-e Rāmjerd	id=g:131900
Ḩasanābād	id=g:131901
Ḩoseynābād	id=g:131902
Ḩasanābād	id=g:131903
Ḩasanābād	id=g:131904
Ḩoseynābād	id=g:131905
Ḩoseynābād-e Būlverdī	id=g:131906
Ḩasanābād	id=g:131907
Ḩasanābād-e Chāh Degāl	id=g:131908
Ḩasanābād	id=g:131909
Ḩasanābād	id=g:131910
Ḩasanābād	id=g:131911
Ḩasanābād	id=g:131912
Ḩasanābād	id=g:131913
Ḩasanābād	id=g:131914
Ḩasanābād	id=g:131915
Ḩasanābād	id=g:131916
Ḩasanābād	id=g:131917
Ḩasanābād	id=g:131918
Ḩasanābād	id=g:131919
Shāh Qal‘ehsī	id=g:131920
Ḩasanābād	id=g:131921
Ḩasanābād	id=g:131922
Ḩasanābād-e Deh Gāvī	id=g:131923
Emāmzādeh-ye Ḩasan	id=g:131924
Emāmzādeh Ḩasan	id=g:131925
Emāmzādeh Ḩasan	id=g:131926
Qal`eh Ḩasan	id=g:131927
Ḩasan Gāvdārī	id=g:131928
Kūh-e Ḩasal	id=g:131929
Harzevīl-e Now	id=g:131930
Harzeh Vīl	id=g:131931
Harzanaq	id=g:131932
Harzand-e Jadīd	id=g:131933
Harzand-e ‘Atīq	id=g:131934
Harzand Dāgh	id=g:131935
Rūdkhāneh-ye Harzand Chāy	id=g:131936
Arzang	id=g:131937
Haryān	id=g:131938
Kūh-e Harvā	id=g:131939
Harūz-e Soflá	id=g:131940
Rūdkhāneh-ye Harūz-e Bālā	id=g:131941
Harūz-e ‘Olyā	id=g:131942
Rūd-e Harūz	id=g:131943
Harūz	id=g:131944
Hārūn Sagez	id=g:131945
Hārūnī	id=g:131946
Hārūnī	id=g:131947
Kūh-e Hārūnī	id=g:131948
Hārūn-e Velāyat	id=g:131949
Kānī-ye Hārūn Darreh	id=g:131950
Hārūnak	id=g:131951
Hārūnābād	id=g:131952
Hārūnābād-e Bālā	id=g:131953
Hārūnīyeh	id=g:131954
Hārūnābād	id=g:131955
Rūdkhāneh-ye Hākon	id=g:131956
Herūk	id=g:131957
Ḩarţeh Point	id=g:131958
Ḩarţeh	id=g:131959
Hūrsing	id=g:131960
Harsīn	id=g:131961
Harsīn	id=g:131962
Harsheh	id=g:131963
Kūh-e Hor	id=g:131964
Hārom	id=g:131965
Ḩarnūb	id=g:131966
Rūdkhāneh-ye Sar Cheshmeh	id=g:131967
Harmedal	id=g:131968
Harm	id=g:131969
Har Kūh	id=g:131970
Darreh-ye Harkal	id=g:131971
Rūdkhāneh-ye Harkash	id=g:131972
Kūh-e Heresh	id=g:131973
Ḩarīyeh	id=g:131974
Harīvand	id=g:131975
Herīraz	id=g:131976
Ḩarīfān	id=g:131977
Kūh-e Hārīkālā	id=g:131978
Ḩorījeh	id=g:131979
Harīd-e Abū Alīmeh	id=g:131980
Kūh-e Hīrī	id=g:131981
Haregī	id=g:131982
Hargalān	id=g:131983
Harsīn	id=g:131984
Ḩāres̄ābād	id=g:131985
Ḩādes̄ābād	id=g:131986
Rūd-e Hareh Dasht	id=g:131987
Harah Dasht-e Jonūbī	id=g:131988
Hareh Bāgh	id=g:131989
Ḩard Ūvīfeh	id=g:131990
Ḩard-e Lūkbar	id=g:131991
Hardingu	id=g:131992
Hardeng	id=g:131993
Harchegān	id=g:131994
Rūdkhāneh-ye Harāz	id=g:131995
Harāyjān	id=g:131996
Harāyjān	id=g:131997
Dāgh Harāvol	id=g:131998
Qal‘eh Harasam	id=g:131999
Kalgān Shīrāz-e Pā’īn	id=g:132000
Herānkeleh	id=g:132001
Haranj	id=g:132002
Harangān	id=g:132003
Harāndeh	id=g:132004
Herāndān	id=g:132005
Kūh-e Khorram Darreh	id=g:132006
Qūch Golī Dāghī	id=g:132007
Rūdkhāneh-ye Ḩaramābād	id=g:132008
Kūh-e Khorramābād	id=g:132009
Khorramābād	id=g:132010
Heraj	id=g:132011
Harā’īn	id=g:132012
Kūh-e Harah	id=g:132013
Kūh-e Hāgūbī	id=g:132014
Ḩaqqeh	id=g:132016
Ḩaqq Dardlū	id=g:132017
Ḩaqānīyeh	id=g:132018
Ḩaq ol Khvājeh	id=g:132019
Ḩaqnābād	id=g:132020
Hapūlū	id=g:132021
Haparū	id=g:132022
Kūh-e Hanzow	id=g:132023
Hanzī	id=g:132024
Hanzak	id=g:132025
Hanzā	id=g:132026
Hanzā	id=g:132027
Hanū Marvar	id=g:132028
Rūdkhāneh-ye Ḩannā’	id=g:132029
Ḩannā	id=g:132030
Khanjarak	id=g:132031
Rūd-e Hanjan	id=g:132032
Mazra‘eh-ye Doktor Hanjanī	id=g:132033
Hanjāl	id=g:132034
Hānīs	id=g:132035
Hānī Garmaleh	id=g:132036
Ḩānī	id=g:132037
Tang-e Hangūn	id=g:132038
Hang-e Zhāleh	id=g:132039
Hang Chīneh	id=g:132040
Hanjarū’īyeh	id=g:132041
Hangām	id=g:132042
Hangābād	id=g:132043
Honeyrī-ye Yek	id=g:132044
Hāneh Sheykhān	id=g:132045
Hendīm	id=g:132046
Kūh-e Hanbūneh	id=g:132047
Honovīeh-ye Bālā	id=g:132048
Ḩanā Shūr	id=g:132049
Hanārū	id=g:132050
Ḩanārū	id=g:132051
Ḩanām	id=g:132052
Hanālīshāh	id=g:132053
Honeg-e Pā’īn	id=g:132054
Honeg-e Bālā	id=g:132055
Henek	id=g:132056
Hanagom	id=g:132057
Emāmzādeh Moḩammad Ḩanafīyeh	id=g:132058
Ḩanafīyeh	id=g:132059
Ḩanādar	id=g:132060
Rūdkhāneh-ye Ḩannā	id=g:132061
Rūdkhāneh-ye Ḩanā	id=g:132062
Ḩanā	id=g:132063
Ḩamzīān-e Soflá	id=g:132064
Ḩamzīān-e ‘Olyā	id=g:132065
Gardaneh-ye Ḩamzīān	id=g:132066
Ḩamzehlū-ye Soflá	id=g:132067
Ḩamzehlū	id=g:132068
Ḩamzeh Kānlū	id=g:132069
Ḩamzeh Kolā	id=g:132070
Ḩamzeh Chāh	id=g:132071
Kūh-e Ḩamzeh ‘Arab	id=g:132072
Ḩamzehlū-ye ‘Olyā	id=g:132073
Kūh-e Ḩamzeh ‘Alī	id=g:132074
Ḩamzehābād	id=g:132075
Kūh-e Hamzeh	id=g:132076
Emāmzādeh Ḩamzeh	id=g:132077
Ḩamzeh	id=g:132078
Ḩamzānlū	id=g:132080
Hambāneh	id=g:132081
Ḩamīānak	id=g:132082
Hāmūn	id=g:132083
Hamū’ī	id=g:132084
Kūh-e Sīāh	id=g:132085
Abr Fūsh	id=g:132086
Ḩamūd	id=g:132087
Hamsūk	id=g:132088
Hamsīj	id=g:132089
Homqāvand	id=g:132090
Ḩūmedīn	id=g:132091
Ḩammām Qal‘eh	id=g:132092
Hamāmlū	id=g:132093
Ḩammāmīān	id=g:132094
Honkū’īyeh	id=g:132095
Cheshmeh-ye Hāmīūn	id=g:132096
Ḩamīrī	id=g:132097
Ḩomeyreh	id=g:132098
Kūh-e ’omeyrān	id=g:132099
Ḩomeyrān	id=g:132100
Tall-e Ḩamīn	id=g:132101
Ḩamīlābād	id=g:132102
Ḩomeyl	id=g:132103
Homījān	id=g:132104
Ḩamīdīyeh	id=g:132105
Ḩamīdīyeh	id=g:132106
Kūh-e Ḩamīdeh Khātūn	id=g:132107
Ḩamīdānīyeh	id=g:132108
Ḩamīdābād	id=g:132109
Ḩamīdābād	id=g:132110
Ḩamīdābād	id=g:132112
Ḩamīdābād	id=g:132113
Ḩamīdābād	id=g:132114
Īstgāh-e Rāhāhan-e Ḩamīd	id=g:132115
Īstgāh-e Ḩamīd	id=g:132116
Kūh-e Khāmī	id=g:132117
Ḩāmī	id=g:132118
Hamgīn	id=g:132119
Ḩam-e Kūchīk	id=g:132120
Gardaneh-ye Hameh Kasī	id=g:132121
Hameh Kasī	id=g:132122
Hameh Kasī	id=g:132123
Ḩameh’īd	id=g:132124
Ḩamdānīyeh-ye Kūchek	id=g:132126
Ḩamdān	id=g:132127
Kūh-e Ḩambūnī	id=g:132128
Godār-e Ḩambūnī	id=g:132129
Kūh-e Hambās	id=g:132130
Ḩambal	id=g:132131
Ḩamār Rūd	id=g:132132
Īshān ol Ḩamareh	id=g:132134
Kūh-e Hāmāneh	id=g:132135
Kūh-e Hāmāneh	id=g:132136
Hāmāneh	id=g:132137
Hāmāneh	id=g:132138
Hamandeh	id=g:132139
Hamand	id=g:132140
Ḩammānī	id=g:132141
Ostān-e Hamadān	id=g:132142
Hamadān	id=g:132143
Hamedān	id=g:132144
Hamedān	id=g:132145
Khawr Hamād	id=g:132146
Ḩammād	id=g:132147
Ḩamād	id=g:132148
Ḩalvā Kūh	id=g:132149
Halvān	id=g:132150
Ḩalvān	id=g:132151
Kūh-e Halvā’ī	id=g:132152
Ḩalvā'ī	id=g:132153
Alvāhī	id=g:132154
Ḩalvā Cheshmeh	id=g:132155
Halūsh	id=g:132156
Hālūzhān	id=g:132157
Holūl	id=g:132158
Holūdar-e Pā’īn	id=g:132159
Segāreh	id=g:132160
Haltūshān	id=g:132161
Ḩalqeh Sar	id=g:132162
Ḩelleh Delleh	id=g:132163
Halīzābād	id=g:132164
Helīzābād	id=g:132165
Āb-e Ḩalīveh	id=g:132166
Helīveh	id=g:132167
Emāmzādeh Ḩalīmeh Khātūn	id=g:132168
Ḩalīmeh Jān	id=g:132169
Halīlū	id=g:132170
Halīl Rūd	id=g:132171
Halīl Rūd	id=g:132172
Ḩalīleh ‘Olyā	id=g:132173
Ra’s-e Halīleh	id=g:132174
Khalīj-e Halīleh	id=g:132175
Halīleh	id=g:132176
Halīlābād	id=g:132177
Halīkābād	id=g:132178
Ḩālī Ākhūnd	id=g:132179
Kūh-e Haleh Tok	id=g:132180
Hāleh-ye Jonūbī	id=g:132181
Rūdkhāneh-ye Halāyjān	id=g:132182
Halāyjān	id=g:132183
Halāvan	id=g:132184
Kūh-e Halātūn	id=g:132185
Īstgāh-e Harzand	id=g:132186
Halakābād	id=g:132187
Halījerd	id=g:132188
Halah	id=g:132189
Ḩalāf-e Do	id=g:132190
Haladar	id=g:132191
Ḩalab	id=g:132192
Ḩak-e Soflá	id=g:132193
Ḩakīm Bāshī-ye Ḩoseynābād	id=g:132194
Ḩakīmābād	id=g:132195
Ḩakīmābād	id=g:132196
Ḩakīmābād	id=g:132197
Ḩakīmābād	id=g:132198
Ḩakīm Kowrah	id=g:132199
Ḩak-e ‘Olyā	id=g:132200
Hakavān	id=g:132201
Ḩakān	id=g:132202
Hakān	id=g:132203
Ḩājj Malek	id=g:132204
Ḩājj Kākā	id=g:132205
Ḩājj Yūsef	id=g:132206
Ḩājjī Yūsef	id=g:132207
Ḩājjīyeh	id=g:132208
Ḩājjī Tū	id=g:132209
Ḩājjī Ţāhereh	id=g:132210
Ḩājjīābād	id=g:132211
Ḩājjī Sīrān	id=g:132212
Ḩowz-e Ḩājjī Ramazān	id=g:132213
Ḩājjī Qūshan	id=g:132214
Ḩājjī Qeshlāq	id=g:132215
Qolleh-ye Ḩājjī Qārā	id=g:132216
Kūh-e Ḩājjī Qār	id=g:132217
Ḩājjī Pamoq	id=g:132218
Ḩājjī Naşrollāh	id=g:132219
Ḩājj Mamz̄ān	id=g:132220
Kalāteh-ye Ḩājjī Moḩammad-e ‘Alam	id=g:132221
Shekasteh-ye Ḩājjī Mīr	id=g:132222
Ḩājjī Mīr	id=g:132223
Ḩājjī Mehdī	id=g:132224
Rīg-e Ḩājī Majī	id=g:132225
Ḩājjī Maqşūd	id=g:132226
Chāh-e Ḩājjī Majīd	id=g:132227
Ḩājjī Maḩmūdlū	id=g:132228
Chājīlū	id=g:132229
Ḩājjīlū	id=g:132230
Ḩājjīleh	id=g:132231
Ḩājjīlār Dāgh	id=g:132232
Ḩājjīlār	id=g:132233
Ḩājjī Kūchī	id=g:132234
Ḩājjī Kheder	id=g:132235
Ḩowz-e Ḩājjī Khān	id=g:132236
Ḩājjī Khādemī	id=g:132237
Ḩājjī Kandī	id=g:132238
Ḩājjī Kolā	id=g:132239
Ḩājjī Kachal	id=g:132240
Ḩowz-e Ḩājjī Ḩoseyn	id=g:132241
Ḩājj Ḩeydarī	id=g:132242
Ḩājjī Ḩāẕer	id=g:132243
Ḩājjī Ḩasanī	id=g:132244
Ḩājjī Ḩasan-e Soflá	id=g:132245
Ḩājjī Ḩasan-e ‘Olyā	id=g:132246
Ḩājjī Golshan	id=g:132247
Emāmzādeh-ye Ḩājjī Gharīb	id=g:132248
Ḩājjī Gerdeh	id=g:132249
Ḩājjīfatḩ‘alī	id=g:132250
Ḩowz-e Ḩājjī Esḩāq	id=g:132251
Daqq-e Ḩājjī Esḩāq	id=g:132252
Kūh-e Ḩājjī Ebrāhīm	id=g:132253
Ḩājjī Delā	id=g:132254
Ḩājjī Deh	id=g:132255
Halālī-ye Ḩājjī Darvīsh	id=g:132256
Reshteh-ye Ḩājjī Dāgh	id=g:132257
Ḩājjī Dād	id=g:132258
Ḩājj Bolāgh	id=g:132259
Ḩājjī Beyk-e Pā’īn	id=g:132260
Ḩājjī Beyk-e Bālā	id=g:132261
Ḩājjī Beyg	id=g:132262
Bālā Khān Ḩājjī	id=g:132263
Ḩājjī Bālā Beyglū	id=g:132264
Emāmzādeh Ḩājjī Bakhtīār	id=g:132265
Ḩājjī Bachcheh	id=g:132266
Ḩājjī `Atā	id=g:132267
Ḩājjī Ārash	id=g:132268
Rūdkhāneh-ye Ḩājjī ‘Arab	id=g:132269
Ḩājjī ‘Arab	id=g:132270
Ḩājjī Āqā	id=g:132271
Tang-e Ḩājjīān	id=g:132272
Ḩājjīān	id=g:132273
Ḩājj ‘Alī Qoţb	id=g:132274
Ḩājj’alī Kand	id=g:132275
Kalāteh-ye Ḩājjī ‘Alī	id=g:132276
Ḩājjī ‘Alī Beyg	id=g:132277
Ḩowẕ-e Ḩājjī `Alī Aşghar	id=g:132278
Ḩowẕ-e Ḩājjī `Alī	id=g:132279
Ḩājjī Aḩmadī	id=g:132280
Āb Anbār-e Ḩājjī Aḩmad	id=g:132281
Ḩājjī Aḩmadī	id=g:132282
Kūh-e Ḩājjī Abū Ţāleb	id=g:132283
Ḩājjī ‘Abd ol Vahhāb	id=g:132284
Chāh-e Ḩājjī `Abdollāh	id=g:132285
Ḩājjī ‘Abdol	id=g:132286
Ḩowz-e Ḩājjī `Abbās	id=g:132287
Kavīr-e Ḩājjī Moqīm	id=g:132288
Ḩājjīābād-e Zarrīn	id=g:132289
Ḩājjīābād-e Sālār	id=g:132290
Ḩājjīābād-e Pā’īn	id=g:132291
Ḩājjīābād	id=g:132292
Ḩājjīābād	id=g:132293
Ḩājjīābād-e Bostījān	id=g:132294
Ḩājjīābād-e Bālā	id=g:132295
Ḩājjīābād-e Ghūrī	id=g:132296
Ḩājjīābād-e Lakhā	id=g:132297
Rūdkhāneh-ye Ḩājjīābād	id=g:132298
Kūh-e Ḩājjīābād	id=g:132299
Kūh-e Ḩājjīābād	id=g:132300
Kūh-e Ḩājjīābād	id=g:132301
Ḩājjīābād	id=g:132302
Ḩājjīābād	id=g:132303
Ḩājjīābād	id=g:132304
Ḩājjīābād	id=g:132305
Ḩājjīābād	id=g:132306
Ḩājjīābād	id=g:132307
Ḩājjīābād	id=g:132308
Ḩājjīābād	id=g:132309
Ḩājjīābād	id=g:132310
Ḩājjīābād	id=g:132311
Ḩājjīābād-e Khvoy	id=g:132312
Ḩājjīābād-e Khvorīān	id=g:132314
Ḩājjīābād	id=g:132316
Ḩājjīābād	id=g:132317
Ḩājjīābād-e Ātashgāh	id=g:132318
Ḩājjīābād	id=g:132319
Ḩājjīābād-e Gā'īnīhā	id=g:132320
Ḩājjīābād	id=g:132322
Ḩājjīābād	id=g:132323
Ḩājjīābād	id=g:132324
Ḩājjīābād	id=g:132325
Ḩājjīābād	id=g:132326
Ḩājjīābād	id=g:132328
Ḩājjīābād-e Kafrāj	id=g:132329
Ḩājjīābād	id=g:132330
Ḩājjīābād	id=g:132331
Ḩājjīābād	id=g:132332
Ḩājjīābād	id=g:132333
Ḩājjīābād	id=g:132334
Ḩājjīābād	id=g:132335
Ḩājjīābād	id=g:132336
Ḩājīābād-e Yūjān	id=g:132337
Ḩājjīābād	id=g:132338
Ḩājjīābād	id=g:132339
Ḩājjīābād	id=g:132340
Ḩājjīābād	id=g:132341
Ḩājjīābād	id=g:132342
Ḩājjīābād	id=g:132343
Ḩājjīābād	id=g:132344
Ḩājjīābād	id=g:132345
Ḩājjīābād	id=g:132346
Ḩājjīābād	id=g:132347
Ḩājjīābād	id=g:132348
Ḩājjīābād	id=g:132350
Ḩājjīābād	id=g:132351
Ḩājjīābād	id=g:132352
Ḩājjīābād	id=g:132353
Ḩājjīābād	id=g:132355
Ḩājjīābād	id=g:132356
Ḩājjīābād	id=g:132357
Ḩājjīābād	id=g:132358
Ḩājjīābād	id=g:132359
Ḩājjīābād	id=g:132360
Ḩājjīābād	id=g:132361
Ḩājjīābād	id=g:132363
Ḩājjīābād	id=g:132364
Ḩājjīābād	id=g:132365
Ḩājjīābād	id=g:132366
Ḩājjīābād	id=g:132367
Ḩājjīābād	id=g:132369
Ḩājjīābād	id=g:132370
Ḩājjīābād	id=g:132371
Ḩājjīābād	id=g:132372
Ḩājjīābād	id=g:132373
Ḩājjīābād	id=g:132374
Ḩājjīābād	id=g:132375
Ḩājjīābād	id=g:132376
Ḩājjīābād	id=g:132377
Ḩājjīābād	id=g:132378
Ḩājjīābād	id=g:132380
Ḩājjīābād	id=g:132381
Ḩājjīābād	id=g:132382
Ḩājjīābād	id=g:132383
Ḩājjīābād	id=g:132384
Ḩājjīābād	id=g:132385
Ḩājjīābād	id=g:132386
Qal‘eh-ye Ḩājjī Moḩammad	id=g:132387
Kūh-e Ḩājjī	id=g:132388
Ḩowẕ-e Ḩājjī	id=g:132389
Chāh-e Ḩājjī	id=g:132390
Ḩājj Galdī	id=g:132391
Deh-e Hājj Esmā‘īl	id=g:132392
Ḩājj Qalandarī	id=g:132393
Ḩājjī Bāqer Maḩalleh	id=g:132394
Ḩājjamal	id=g:132395
Kavīr-e Ḩājj ‘Alī Qolī	id=g:132396
Ḩajjāj	id=g:132397
Hajīn	id=g:132399
Hajīj-e Kūchek	id=g:132400
Hajīj-e Bozorg	id=g:132401
Hejīb	id=g:132402
Ḩājatān	id=g:132403
Haizu	id=g:132404
Haiyareh	id=g:132405
Haftavān	id=g:132406
Haftū	id=g:132407
Haft Tūmān	id=g:132408
Haftāsh	id=g:132409
Īstgāh-e Rāh Āhan-e Haft Tappeh	id=g:132410
Haft Tappeh	id=g:132411
Kūh-e Haft Tanān	id=g:132412
Haft Tan	id=g:132413
Kūh-e Haft Savārān	id=g:132414
Haft Şandūq	id=g:132415
Haft Pīr	id=g:132416
Haft Kūsk	id=g:132417
Haft Kūh	id=g:132418
Kūh-e Haft Kotal	id=g:132419
Īstgāh-e Haft Khvān	id=g:132420
Haftkhān	id=g:132421
Kūh-e Haft Kartān	id=g:132422
Haft Jūy	id=g:132423
Haft Jūsh	id=g:132424
Haftjān	id=g:132425
Hūnū Marvar	id=g:132426
Haft Gowd	id=g:132427
Haft Gel	id=g:132428
