Al Qusum	id=g:173315
Khirbat Jāmūs	id=g:420831
Kawkab	id=g:420832
Munbaţir al Bayādir	id=g:420833
Sanqān	id=g:420834
Bakkārāt az Zawr	id=g:420835
Wādī Jāwā	id=g:420836
Wādī ash Shabāb	id=g:420837
Ţurayfāwī	id=g:420838
Manājīd Abū Zarā	id=g:420839
Shānā	id=g:420840
BiH̱r Darajah	id=g:420841
Wādī Dibshīyah	id=g:420842
Tall Umm Miḑaffah	id=g:420843
Juwaynīrā	id=g:420844
Midshat Khunayzīr	id=g:420845
BiH̱r Mustarīḩah	id=g:420846
Bi’r Quşaybah	id=g:420847
BiH̱r Rujm al Waḩl	id=g:420848
Wādī Rujm al Waḩl	id=g:420849
BiH̱r Shufrān	id=g:420850
Umm Ghurbah	id=g:420851
Sarāqā	id=g:420852
Khirbat Rafā	id=g:420853
Mastūr	id=g:420854
Ţurumbah ash Sharqīyah	id=g:420855
Ghaḑrāfā	id=g:420856
Bīlālā	id=g:420857
Abū Bardī	id=g:420858
Marthīyah	id=g:420859
Ḩuwaytilah	id=g:420860
Umm Ma‘shīyah	id=g:420861
Abū Ḩuwayshah	id=g:420862
Sīḩā	id=g:420863
Ḩadaj	id=g:420864
Jināzah	id=g:420865
Abū Saddah	id=g:420866
Shammā	id=g:420867
Nawfalīyah	id=g:420868
Nāyifah	id=g:420869
Ballān	id=g:420870
Abū al Fayyāḑ	id=g:420871
Bārūd	id=g:420872
Salmasah	id=g:420873
Sulaymān	id=g:420874
Bāb al Faraj	id=g:420875
BiH̱r ‘Allān	id=g:420876
‘Alfān	id=g:420877
Zārib	id=g:420878
Abu al Ḩayāyā	id=g:420879
Sīḩā	id=g:420880
Umm Ḩajar	id=g:420881
Ba‘jah Sharqīyah	id=g:420882
Saba‘ wa Arba‘īn	id=g:420883
Ramlān Sharqī	id=g:420884
Al Fakkā	id=g:420885
Kāḩibā Nadī	id=g:420886
Al Makman	id=g:420887
Abū Jarādah	id=g:420888
Qārrat al Āghā	id=g:420889
Abū Ḩajar	id=g:420890
Shuwayḩān	id=g:420891
Nufūd	id=g:420892
Mushayrifah	id=g:420893
Fallīnah	id=g:420894
Khirbat as Sawdā	id=g:420895
Sālimīyat Umm Kahf	id=g:420896
Al Fakkā	id=g:420897
Khirbat al Ghadīr	id=g:420898
Farḩīyah	id=g:420899
Finlah	id=g:420900
Umm Ḩafūr	id=g:420901
‘Abdūn	id=g:420902
Khirbat as Suwaydīyah	id=g:420903
Bāb al Faraj	id=g:420904
Umm Ḩijārah	id=g:420905
Sahlat ad Dubbān	id=g:420906
Al Waḩlīyah	id=g:420907
Musayjirah	id=g:420908
Tall al Laḩm	id=g:420909
Rujmat Ḩabs	id=g:420910
Khirbat al Jiḩāsh	id=g:420911
Rujm Kabbās	id=g:420912
Şabbūrīyah	id=g:420913
Ţalī‘ah	id=g:420914
Tuffāḩīyah	id=g:420915
Mutawassiţah	id=g:420916
Quşaybah	id=g:420917
Ḩamdānīyah	id=g:420918
Qārrat al Ḩajjīyah	id=g:420919
Zaraf	id=g:420920
Şāliḩīyah	id=g:420921
Sīḩā	id=g:420922
Sīḩān	id=g:420923
Shīḩān	id=g:420924
Rashīdīyah Gharbīyah	id=g:420925
Kahfāt Şaghīr	id=g:420926
Al Ḩulw	id=g:420927
Khirbat ash Shawk	id=g:420928
Kharāyij	id=g:420929
Khirbat at Tamr	id=g:420930
Sālimīyah	id=g:420931
Khirbat an Natam	id=g:420932
Mas‘ūrā	id=g:420933
Maḑba‘ah	id=g:420934
Ḩannā	id=g:420935
Karājā	id=g:420936
Sīḩā	id=g:420937
Al Başnah	id=g:420938
Umm Ahzar	id=g:420939
Mushayrifah	id=g:420940
Şāliḩīyah	id=g:420941
As Suwayţīyah	id=g:420942
Abū Kabrah	id=g:420943
Mulayḩān	id=g:420944
Abū Ḩajar	id=g:420945
Şafyān	id=g:420946
‘Adlah	id=g:420947
Shuwayḩān	id=g:420948
Abū Kabā Shāb	id=g:420949
Al Faras	id=g:420950
Majlūb	id=g:420951
Şamūmā	id=g:420952
Salmasā	id=g:420953
Al Gharrah	id=g:420954
Wādī as Salāmāt	id=g:420955
Al ‘Aţshānah	id=g:420956
Ḩamad al Jurūd	id=g:420957
Şafyān	id=g:420958
As Sīḩā	id=g:420959
Ar Rīmīyah	id=g:420960
Al Mastūr	id=g:420961
Abū Rāsayn	id=g:420962
Rākhayān	id=g:420963
Al Amāyir	id=g:420964
Umm Ḩajarah	id=g:420965
Nawraj	id=g:420966
Bijdālah	id=g:420967
BiH̱r Qaţţārī	id=g:420968
Al Ḩulw	id=g:420969
Khirbat ‘Arrā	id=g:420970
Kulaykhān	id=g:420971
BiH̱r Ḩamad al ‘Ūd	id=g:420972
Ţayyār	id=g:420973
Umm Ḩajarah	id=g:420974
Ar Rāyidī	id=g:420975
Ḩannā Sharqīyah	id=g:420976
Bāshīdīyah	id=g:420977
Khirbat aş Şarāyij	id=g:420978
BiH̱r al ‘Amrī	id=g:420979
Shawkān	id=g:420980
BiH̱r Rumaylah	id=g:420981
Ash Shuwayḩīyah	id=g:420982
Qabr al A‘raj	id=g:420983
Ţāḩūnah Ḩuwayzīyah	id=g:420984
Khalīl Sulaymān	id=g:420985
Jīs‘ā	id=g:420986
Sālimīyah	id=g:420987
Rujm al Ghurayrā	id=g:420988
Aţ Ţāhiyah	id=g:420989
Ţawīlah	id=g:420990
Al Balāsh	id=g:420991
Mushayrifah	id=g:420992
Abū Kabrah	id=g:420993
Al Madīnah	id=g:420994
Rijlat al Khanzīr	id=g:420995
Ḩamad Karrā	id=g:420996
Ramaḑān al Ḩusayn	id=g:420997
Aḩmad Salām	id=g:420998
Ḩardānah	id=g:420999
Ḩardānīyah	id=g:421000
Jālū	id=g:421001
Du‘aybīlah	id=g:421002
Ghadīr an Nusūs	id=g:421003
Hanājiyā	id=g:421004
Aţ Ţāhiyah	id=g:421005
Fāyij	id=g:421006
Lazzāqah	id=g:421007
Ḩuwaytilah	id=g:421008
‘Alī ar Rāyid	id=g:421009
Ḩamrān	id=g:421010
Dāwūdīyah	id=g:421011
Qārrat al Ḩabā	id=g:421012
Al Kalsah	id=g:421013
Burj Sharqīyah	id=g:421014
‘Arīshah	id=g:421015
Burj Gharbīyah	id=g:421016
Ḑahr ash Shaţb	id=g:432906
Wādī ash Shuwaykh	id=g:432907
Tulūl al Katīr	id=g:432908
Bi’r Kurayz	id=g:432909
Wādī ash Shinā‘ah	id=g:432910
Jabal Qal‘at Thuraīyah	id=g:432911
Bi’r ash Shinā‘ah	id=g:432912
Wādī ad Dalīl	id=g:432913
Jabal Mazrūr	id=g:432914
Bi’r Thamīdah	id=g:432915
Wādī Thamīdah	id=g:432916
Jabal al Ḩumrah	id=g:432917
Al Bilāţ	id=g:432918
Al Qaddāḩāt	id=g:432919
Aḑ Ḑaw	id=g:432920
Bi’r Umm al Qabābīr	id=g:432921
Wādī az Zūbī	id=g:432922
Bi’r al Qaddāḩāt	id=g:432923
Jabal ar Ruwaysah	id=g:432924
Ābār al ‘Umī	id=g:432925
Kharā’ib Tadmur	id=g:432926
Al Muqassam	id=g:432927
Wādī as Sahlah	id=g:432928
Wādī Qaşr al Ḩalbāt	id=g:432929
Wādī al Mudaysīs	id=g:432930
Arḑ Mudaysīs	id=g:432931
Bi’r ash Sharīf	id=g:432932
Wādī al Firrī	id=g:432933
Urtuwāzī al Bādī	id=g:432934
Wādī al Badī‘	id=g:432935
Bi’r al Ḩayl	id=g:432936
Bi’r al ‘Abbāsīyah	id=g:432937
Urtuwāzī al Kulayb	id=g:432938
Al Qulayb	id=g:432939
Bi’r Khirbat aţ Ţārah	id=g:432940
Rujm al Qalī	id=g:432941
Biyārat Jum‘at al Muţlaq	id=g:432942
Bi’r ar Rayy	id=g:432943
Biyārat Muḩammad Buţmān	id=g:432944
Khirbat Ibrāhīm al Mur‘il	id=g:432945
Al Mustadīrah	id=g:432946
Tur‘at ‘Abīrah	id=g:432947
Bi’r as Sanāmīyat	id=g:432948
Wādī al Majrūdah	id=g:432949
Tall Mīdān Ashk	id=g:432950
Jabal ath Thar‘ah	id=g:432951
Jabal Umm Markabah	id=g:432952
Ābār ad Difā‘ī	id=g:432953
Ābār ash Sha‘rah	id=g:432954
Bi’r Khirbat ‘Ayāţ	id=g:432955
Bi’r Khirbat Suwaydān	id=g:432956
Tall al Wa‘l	id=g:432957
Kūr aş Şufr	id=g:432958
Wādī Yatīmah	id=g:432959
Wādī Sha‘āyir	id=g:432960
Wādī Khisārah	id=g:432961
Jabal al Lubdah	id=g:432962
Wādī al ‘Aşrān	id=g:432963
Bi’r al Ḩumr	id=g:432964
Wādī as Suhayl	id=g:432965
Tilāl al Mukhtafiyah	id=g:432966
Wādī Shafīq al ‘Abd	id=g:432967
Wādī al Mazbad	id=g:432968
Bi’r Kufayr	id=g:432969
Al Manqa‘	id=g:432970
Al Manqar	id=g:432971
Wādī an Naqrah	id=g:432972
Wādī al Kabīr	id=g:432973
Wādī ar Riyāḩīyah	id=g:432974
Wādī al Jarfā	id=g:432975
Wādī aḑ Ḑaḩik	id=g:432976
Ḑahr al Maţla‘	id=g:432977
Wādī al Buwayb	id=g:432978
Wādī ar Ruhaybah	id=g:432979
Wādī Abū Nallah	id=g:432980
Bayt Ḩassūn al Aḩmad	id=g:432981
Bayt ‘Alyawī Zubaylān	id=g:432982
Wādī Qā‘at Yūsuf	id=g:432983
Ḑuhūr Rujm al Qunn	id=g:432984
Bi’r Dabyāt	id=g:432985
Wādī Ghaḑrāwī	id=g:432986
Wādī al Ḩayl	id=g:432987
Bi’r Kharāyij Abū ‘Adl	id=g:432988
Ḩasyān Abū ‘Adl	id=g:432989
Wādī Marir	id=g:432990
Bi’r Nāwī al Fatfūtah	id=g:432991
Ābār al Mawāhīb	id=g:432992
Bi’r ‘Āmir as Sa‘dī	id=g:432993
Bayt al Juḩayshāl	id=g:432994
Bi’r Al Misrābī	id=g:432995
Bayt Fahd al Misrāb	id=g:432996
Wādī al Jawqah	id=g:432997
Ḑahr Qaţar al Buyūḑ	id=g:432998
Bi’r Khālid	id=g:432999
Bi’r al ‘Āşī	id=g:433000
Bi’r al ‘Akārish	id=g:433001
Al ‘Uwayḑah	id=g:433002
Wādī Abū Dānāt	id=g:433003
Wādī Zalkhah	id=g:433004
Faqrat al Ḩamad	id=g:433005
Wādī ash Sha‘lān	id=g:433006
Wādī al ‘Uwayriḑ	id=g:433007
Al Jufah	id=g:433008
Kocebeğan Deresi	id=g:438435
Akpınar Deresi	id=g:438436
Akılgan Dere	id=g:438437
Sinnep Suyu	id=g:438438
Arıcan Dere	id=g:438439
Nüstel Deresi	id=g:438440
Bavurt Dere	id=g:439242
Bavur Dere	id=g:442003
Kuyu Dere	id=g:442005
Fayḑat al Jubb	id=g:442597
Muraydān	id=g:443045
Mughaylāt	id=g:443046
Qanţarah al Kabīrah	id=g:443047
Bi’r Jāf	id=g:443048
Wādī Abū Shawk	id=g:443049
Wādī al Māliḩ	id=g:443050
Bi’r al Māliḩ	id=g:443051
Wādī al Qanţarah	id=g:443052
Ghadīr Abū Zīr	id=g:443053
Bi’r Dūrī	id=g:443054
Bi’r as Sab‘	id=g:443055
Sabkhat as Sab‘	id=g:443056
Bi’r Jāf	id=g:443057
Qarrat Shamlān	id=g:443058
Wādī al Umm	id=g:443059
Bi’r Ḩayyā	id=g:443060
Bi’r al ‘Allunī	id=g:443061
Al ‘Allūnī	id=g:443062
Sūsah	id=g:443063
Abū Najrah	id=g:443064
Wādī as Sabḩah	id=g:443065
Baydar al Ḩudūd	id=g:443066
Qurrat Burayj	id=g:443067
Qurrat Shamlān	id=g:443068
Fawwāḩ as Sabbākh	id=g:443069
Mevo Hamma	id=g:443074
Kefar Haruv	id=g:443075
Nezar	id=g:443076
Afiq	id=g:443077
Giv‘at Yo’av	id=g:443078
Ne’ot Golan	id=g:443079
Bene Yehuda	id=g:443080
Eli ‘Al	id=g:443081
Geshur	id=g:443082
Avne Etan	id=g:443083
Ramot	id=g:443084
Luna Gal Beach	id=g:443085
Kanaf	id=g:443086
Ma‘ale Gamla	id=g:443087
Nov	id=g:443088
Natur	id=g:443089
Haspin	id=g:443090
Ramat Magshimim	id=g:443091
Had Nes	id=g:443092
Qazrin	id=g:443093
Qazrin Industrial Center	id=g:443094
Qidmat Zevi	id=g:443095
Allone HaBashan	id=g:443096
En Ziwan	id=g:443097
Oretal	id=g:443098
Windmill Farm	id=g:443099
Merom Golan	id=g:443100
Sha‘al	id=g:443101
Dar Hagolan	id=g:443102
Qela	id=g:443103
Odem	id=g:443104
Senir	id=g:443105
Nimrod	id=g:443106
Newe Ativ	id=g:443107
Mount Hermon Ski Resort	id=g:443108
El Rom	id=g:443109
Qeshet	id=g:443110
Yonatan	id=g:443111
Ani‘am	id=g:443112
Israel Aircraft Industries Plant	id=g:443113
Sabkhat al Burghūth	id=g:443124
Sabkhat al Qaşr	id=g:443125
Sabkhat Maq‘aţ	id=g:443126
Rawḑah	id=g:443127
Fayḑat Barqah	id=g:443128
Wādī Qa‘bah	id=g:443129
Wādī al ‘Ajīj	id=g:443130
Wãdī Fawq aţ Ţallābah	id=g:443131
Wādī aţ Ţallābah	id=g:443132
Wãdī al Khishãm	id=g:443133
Bi’r al ‘Amá	id=g:443134
Bi’r Mashriq	id=g:443135
Wādī al ‘Ināyah	id=g:443136
Wādī aḑ Ḑabāwīyah	id=g:443137
Wādī al Mashḩadānīyah	id=g:443138
Bi’r Umm Ghurūbah	id=g:443139
Fayḑat al Jīzah	id=g:443141
Wādī Ibn Maz‘al	id=g:443142
Wādī Shulhat al Khinzīr	id=g:443143
Wādī Bi’r Rashīd	id=g:443144
Bi’r Mulayḩān	id=g:443145
Bi’r Zuqum	id=g:443146
Wādī Shu‘ayb Umm Ghurūbah	id=g:443147
Wādī al Gharbīyah	id=g:443149
Bi’r Gharbīyah	id=g:443150
Wādī Shu‘ayb as Sahl	id=g:443151
Bi’r az Zumah	id=g:443153
Wādī al Ḩamal	id=g:443154
Wādī as Salmān	id=g:443155
Bi’r al Ḩamrā’	id=g:443156
Bi’r Ḩamad al ‘Alī	id=g:443157
Ghadīr ‘Abd Allāh	id=g:443158
Ābār al ‘Abd	id=g:443159
Bi’r Maţlaq	id=g:443160
Madīnah	id=g:443161
Ḩawījah	id=g:443162
Al Ujrūsh	id=g:443163
Sa‘dah	id=g:443164
Ābār aţ Ţallābah	id=g:443165
Ghadīr al Ḩasan	id=g:443166
Ghūnah	id=g:445869
Wādī Abū Fījah	id=g:445871
‘Ayn Ḩuwayzīyah	id=g:445873
Tuffāḩīyah	id=g:445874
Wādī al Ghūnah	id=g:445875
Wādī Khuwaybirah	id=g:445876
Arāḑī Tall Manākh	id=g:445877
Wādī al Ḩasū	id=g:445878
Wādī ash Shawk	id=g:445882
Tall Lūn	id=g:446071
Hayākah	id=g:446073
Kīr Zārīn	id=g:446074
Al Kāz̧imīyah	id=g:447476
Wādī Ma‘mashūr	id=g:447477
Shamsīyah	id=g:447478
Abū Qīr	id=g:447549
Ţulayfah	id=g:447555
Al Batrā’	id=g:447556
Ash Shāmīyah	id=g:447557
Yāfā	id=g:447558
Ḩaţţīn	id=g:447559
Tall al Umarā’	id=g:447564
Al Hāmah	id=g:447572
Al Jisr	id=g:447576
Tall Aşfar	id=g:447582
Tall ‘Arūr	id=g:447583
Wādī Sa‘dūn	id=g:447584
Séguirka	id=g:447733
Al Mu‘abbadah	id=g:447734
At Tallayn	id=g:447735
Guirré	id=g:447736
Al Firdaws	id=g:447737
Keïchké	id=g:447738
Abū Bakr	id=g:447739
Wādī Khunayzīr	id=g:447740
Majarlūq	id=g:447949
Al Qirsh	id=g:447950
Qaratshūk	id=g:448073
Abū Jarādah	id=g:448076
Aleppo International Airport	id=g:6300127
Damascus Int. Airport	id=g:6300128
Deir Ezzor	id=g:6300129
Kamishli	id=g:6300130
Lattakia	id=g:6300131
Palmyra	id=g:6300132
Queen Center Rotana Suites	id=g:6491117
Rimonim Hermon Resort	id=g:6491852
Villa Palmyra	id=g:6505959
Dar Zamaria	id=g:6507913
Semiramis Hotel	id=g:6509195
Sheraton Aleppo Hotel	id=g:6518195
King S Hotel	id=g:6522953
Semiramis Palmyra	id=g:6527245
كاف الجاع	id=g:6943439
Wādī ash Shaykh ‘Ali	id=g:7524239
Wādī ash Shamālī	id=g:7524322
Wādī ash Shūrī	id=g:7524323
Wādī ash Shal‘	id=g:7524328
Wādī ar Rumān	id=g:7524329
Wādī ‘Ābidūn	id=g:7524332
Wādī Rāmā	id=g:7524333
Wādī Maḩlū	id=g:7524334
Wādī Ḩasan	id=g:7524335
Wādī ‘Amīs	id=g:7524336
Wādī Qarqas	id=g:7524370
Wādī ‘Arādah	id=g:7524371
Wādī Hājj Na‘īmah	id=g:7524372
Wādī an Naqīr	id=g:7524373
Wādī az Za‘rūrah	id=g:7524395
Wādī ar Rabī‘ah	id=g:7524398
Wādī aş Şuyūd al Misţāḩ	id=g:7524406
Wādī al Mashraf	id=g:7524409
Wādī aş Şambarīyah	id=g:7524412
Bayt al Bashā‘	id=g:7524413
Arḑ al Işlāḩ	id=g:7524414
Arḑ al Qārūrah	id=g:7524415
Arḑ Sharaf al Wādī	id=g:7524441
Wādī al Kanīsah	id=g:7524442
Wādī Bāk Rīmah	id=g:7524444
Jabal Mu‘add	id=g:7524445
Jabal Barīḩ	id=g:7524446
Jabal al Mustanţaq	id=g:7524453
Jabal ash Shaykh Sa‘d	id=g:7524457
Arḑ Sharqī al Raşīf	id=g:7524458
Wādī al Luwāş	id=g:7524465
Wādī Fāḩ	id=g:7524466
Wādī ash Sharqīyāt	id=g:7524468
Wādī aş Şūwawī	id=g:7524490
Wādī al Ghazālāt	id=g:7524506
Wādī al Qāḑī	id=g:7524507
Wādī ‘Aydū	id=g:7524510
Wādī Nūwayl	id=g:7524559
Arḑ as Sa‘dānah	id=g:7524560
Wādī Sakkah Qaytān	id=g:7524561
Wādī as Sayfāt	id=g:7524566
Wādī al Qāqīn	id=g:7524567
Wādī at Tijān	id=g:7524576
Wādī Ādīgh	id=g:7524577
Wādī al Mujawwarīyah	id=g:7524578
Wādī Jumūḩ	id=g:7524579
Wādī ash Sha‘r	id=g:7524580
Wādī al Aţrāsh	id=g:7524581
Widyān al Ḩaylūnī	id=g:7524582
Wādī al Kantā	id=g:7524583
Wādī as Sajū	id=g:7524640
Arāḑī ad Dābīyah	id=g:7524641
Arāḑī Khalşah	id=g:7524667
Jabal Qushayfah	id=g:7524669
Jabāl al Mustawda‘āt	id=g:7524670
Jabāl Umm aş Şadr	id=g:7524671
Jabāl al Jaftalak	id=g:7524672
Arḑ Qaţ‘ al Yās	id=g:7524673
Arḑ Muqtāl Salūm	id=g:7524674
Arḑ ash Shu‘bah	id=g:7524675
Wādī ar Ramal	id=g:7524676
Arḑ al Ḩamrah	id=g:7524677
Wādī Maghzil	id=g:7524683
Jabal al Ḩayr	id=g:7524684
Arḑ Sa‘n Şawrān	id=g:7524689
Arḑ ash Shala‘	id=g:7524690
Wādī Shaykhah	id=g:7524692
Wādī al Mara’h	id=g:7524693
Jabal al Qarāḑ	id=g:7524694
Arāḑī Khalşah	id=g:7524695
Arḑ Darab al Wushaylah	id=g:7524696
Jabal al Khuraybah	id=g:7524749
Arḑ Rukiyah Ḩalīmah	id=g:7524750
Jabal al Khashāshāt	id=g:7524751
Jabal al Gharbī al Jadār	id=g:7524752
Arāḑī as Sabīl	id=g:7524754
Arāḑī ash Sharqīyah	id=g:7524755
Jabal al Qalī‘	id=g:7524756
Arḑ as Sawdā’	id=g:7524758
Jabal Qad‘	id=g:7524782
Jabal aş Şadr	id=g:7524783
Dakkah ash Shaykh Ziyāt	id=g:7524788
Arāḑī an Nā‘awrah	id=g:7525603
Wādī ‘Amīl	id=g:7525606
Wādī ar Raḑl	id=g:7525608
Wādī Darb aţ Ţaḩūn	id=g:7526451
Wādī an Nuwātīr	id=g:7526452
Wādī al Qal‘	id=g:7526453
Arḑ al Ḩalāqīm	id=g:7526454
Wādī al Qibāsh	id=g:7526636
Wādī ‘Aīn al Khadnūbah	id=g:7526638
Wādī Muqāţi‘	id=g:7526639
Wādī al ‘Ajamī	id=g:7526640
Wādī Ţālib	id=g:7526642
Wādī al Maghar	id=g:7526644
Wādī al Hawr	id=g:7526646
Wādī aş Şaghrah	id=g:7526647
Marfa’ al Kaysūnah	id=g:7526648
Marfa’ Murnī	id=g:7526649
Marfa’ Ţarţūs	id=g:7526651
Marfa’ Arwād	id=g:7526652
Al Bayyāḑ	id=g:7526653
Ḩārat Abū ‘Afşah	id=g:7526655
Ash Shaykh Mursif aş Şarīrī	id=g:7526656
Ḩayy Ra’s ash Shaghrī	id=g:7526658
Wādī ash Shātir	id=g:7526659
Ḩayy Wādī ash Shāţir	id=g:7526660
Tallat al Kursī	id=g:7526661
Z̧ahrat al Ḩarīshah	id=g:7526662
Ash Shaykh Khaḑir	id=g:7526663
Ḑāḩīyat al Asad	id=g:7526664
Ḩayy aţ Ţalī‘ah	id=g:7526665
Mushfá Ţarţūs	id=g:7526668
Mukhayyam al Karnak	id=g:7526694
Ḩayy Muḩammad al Fāḑil	id=g:7526696
Tallat al Ghamaqah	id=g:7526705
Ḑāḩīyat al Amal	id=g:7526709
Ḩayy al Ghamaqah ash Sharqīyah	id=g:7526710
Ḩayy al Ghamaqah al Gharbīyah	id=g:7526711
Ḩayy ar Raml	id=g:7526728
Ḩayy al Karāmah	id=g:7526729
Ḩayy al Barānīyah	id=g:7526730
Ash Shaykh Muḩammad al ‘Aşīrī	id=g:7526731
Ḩayy al Ḩamrāt	id=g:7526732
Ḩayy al Mushabakah al ‘Ulyā	id=g:7526733
Ḩayy al Kahrabā’	id=g:7526734
Ḩayy Faḩūrah	id=g:7526735
Ḩayy al Jama‘iyāt	id=g:7526736
Ḩayy al ‘Ajamī	id=g:7526737
Ash Shaykh Muḩammad al ‘Ajamī	id=g:7526738
Ḩayy al Mala‘b al Baladīyah	id=g:7526739
Ḩayy Mārāliyās	id=g:7526740
Ḩayy ar Rābīyah	id=g:7526741
Ḩayy al Faqāsah	id=g:7526742
Ḩayy az Zahrā’	id=g:7526743
Ḩayy al Maḩaţţah	id=g:7526744
Tallat aş Şulayţah	id=g:7526832
Bint Arwād	id=g:7526833
Al Marfa’ ash Shamālīyah	id=g:7526834
Maqābir ‘Āzār	id=g:7529900
Wādī ‘Āzār	id=g:7530009
Ḩayy ar Rādār	id=g:7530010
Z̧ahr al Laḩūjah	id=g:7530011
Sāḩat al Asad	id=g:7530012
Arḑ Qala’ al ‘Ammār	id=g:7530013
Arḑ Qabr ar Rafḑī	id=g:7530059
Arḑ Bayt Shaḩūd	id=g:7530060
Sūq al Hāl	id=g:7530061
Arḑ al Ḩamīrah	id=g:7530062
Arḑ Ra’s ash Shaghrī	id=g:7530063
Funduq Ţarţūs al Kabīr	id=g:7530064
Zibe	id=g:934820
White Umbuluzi River	id=g:934821
Von Wissel	id=g:934822
Vondo Kop	id=g:934823
Vilakati Kop	id=g:934824
Vikisijula	id=g:934825
Verdun	id=g:934826
Usutu	id=g:934827
Umtilane River	id=g:934828
Umshundu	id=g:934829
Umlambongwenya River	id=g:934830
Umkomozana River	id=g:934831
Umgungundlovo	id=g:934832
Umbuyana River	id=g:934833
Umbuluzu	id=g:934834
Umbuba Kop	id=g:934835
Umbeloosi Poort	id=g:934836
Umbanjane Kop	id=g:934837
Umanlangaten Hill	id=g:934838
Tumbulomuno	id=g:934839
Tshaneni	id=g:934840
Kingdom of Swaziland	id=g:934841
Stylkloof	id=g:934842
Stokodo River	id=g:934843
Steynsloep	id=g:934844
Stataweni	id=g:934845
Spekboomrivier	id=g:934846
Slingaana	id=g:934847
Skombeni	id=g:934848
Sivule Hill	id=g:934849
Sitobela	id=g:934850
Siteki	id=g:934851
Siphofaneni	id=g:934852
Sipanga Kop	id=g:934853
Sinyamatulu	id=g:934854
Singceni	id=g:934855
Simoniet River	id=g:934856
Simelane Kop	id=g:934857
Silotwane	id=g:934858
Sikupa Kop	id=g:934859
Sikayana	id=g:934860
Sigwe Hills	id=g:934861
Sidvokodvo	id=g:934862
Sidokodo River	id=g:934863
Sicunusa	id=g:934864
Sibowe River	id=g:934865
Sibenyeni Kop	id=g:934866
Shiselweni District	id=g:934867
Sekonga Nek	id=g:934868
Sayama Kop	id=g:934869
Sandlane	id=g:934870
Salugase River	id=g:934871
Saint Phillips	id=g:934872
Saint Peregrines	id=g:934873
Saint Josephs	id=g:934874
Saint Francis	id=g:934875
Saddle	id=g:934876
Rondspring	id=g:934877
Rocklands	id=g:934878
Poponyane	id=g:934879
Ponjane Hills	id=g:934880
Piggs Peak	id=g:934881
Piggs Peak	id=g:934882
Phuzumoya Station	id=g:934883
Nyonyane Kop	id=g:934884
Nyonyane	id=g:934885
Nyonyana River	id=g:934886
Nyetane River	id=g:934887
Nyabe	id=g:934888
Nunes	id=g:934889
Ntutwakazi	id=g:934890
Ntungula Kop	id=g:934891
Ntototsha Kop	id=g:934892
Ntonga Kop	id=g:934893
Ntondozi	id=g:934894
Ntabinezimpisi	id=g:934895
Ntabankulu Kop	id=g:934896
Ntabankulu	id=g:934897
Ntababomvu Hills	id=g:934898
Nsongweni River	id=g:934899
Nsoko	id=g:934900
Nsalitshe Kop	id=g:934901
Nsagana River	id=g:934902
Nokwane Causeway	id=g:934903
Nokwane	id=g:934904
Nkutshu Hill	id=g:934905
Nkonjane	id=g:934906
Nkondolo Hills	id=g:934907
N’Komazana River	id=g:934908
Nkanni	id=g:934909
Nkabane	id=g:934910
Njingo	id=g:934911
Nhloya River	id=g:934912
Nhlangano	id=g:934913
Ngwenya Kop	id=g:934914
Ngwenya	id=g:934915
Ngwempisana	id=g:934916
Ngwede River	id=g:934917
Ngwavuma	id=g:934918
Ngude	id=g:934919
Ngqongqane	id=g:934920
Ngonini	id=g:934921
Ngome Hill	id=g:934922
Ngadwako River	id=g:934923
Ndumbi River	id=g:934924
Ndoban-doba River	id=g:934925
Mzinsangu	id=g:934926
Mzimphofu	id=g:934927
Mzimneni River	id=g:934928
Mzimneni River	id=g:934929
Mzimneni River	id=g:934930
Mvangatini	id=g:934931
Muweni River	id=g:934932
Mtombe River	id=g:934933
Mtindekwa River	id=g:934934
Mtimpili River	id=g:934935
Mtendekwa River	id=g:934936
Mtambama Kop	id=g:934937
Msuzwane River	id=g:934938
Msulutane River	id=g:934939
Msonti Hill	id=g:934940
Msoba Hill	id=g:934941
Mshange	id=g:934942
Mpunzi Kop	id=g:934943
Mponono	id=g:934944
Mpofu River	id=g:934945
Mpefu	id=g:934946
Mpaka Station	id=g:934947
Mozane River	id=g:934948
Mozana	id=g:934949
Mozane	id=g:934950
Mouaween Kop	id=g:934951
Motjane	id=g:934952
Mooihoek	id=g:934953
Molingane Kop	id=g:934954
Mnyame	id=g:934955
Mnjoli Dam	id=g:934956
Mloteni Kop	id=g:934957
Mliba Kop	id=g:934958
Mliba	id=g:934959
Mlawula	id=g:934960
Mlaula River	id=g:934961
Mkutshane River	id=g:934962
Mkumbana River	id=g:934963
Mhlumeni River	id=g:934964
Mhlumeni	id=g:934965
Mhlume	id=g:934966
Mhlosheni	id=g:934967
Mhlatuze River	id=g:934968
Mhlatuzane River	id=g:934969
Mhlangatane River	id=g:934970
Mhlambanyatsi	id=g:934971
Mhlamanti River	id=g:934972
Mhlababomvu	id=g:934973
Mgobodi River	id=g:934974
Mgamane	id=g:934975
Mdimba	id=g:934976
Mconga Kop	id=g:934977
Mbutini Hills	id=g:934978
Mbuluzane	id=g:934979
Mbuluzana	id=g:934980
Mbulungwane Kop	id=g:934981
Mbombane Kop	id=g:934982
Mblongeni Mountains	id=g:934983
Mbabane River	id=g:934984
