Jabal Maydān	id=g:395175
Wādī al Bīnū	id=g:409307
Wādī al Aghīrah	id=g:409308
Wādī al Maḩallah	id=g:409309
Wādī Shirinah	id=g:409310
Wādī Waydan	id=g:409311
Fayḑat Kurayyim	id=g:409312
Wāshikā	id=g:409316
Jabal Ghushaynah	id=g:409326
Wādī Dukhān	id=g:409327
Wādī Maḩallah	id=g:409328
Wādī Mabrak	id=g:409329
Wādī Şallā	id=g:409330
Bi’r Mabrak	id=g:409342
Wādī Gharḑah	id=g:409343
Wādī as Sudayr	id=g:409344
Wādī Marmūmah	id=g:409345
Wādī al ‘Abā	id=g:409346
Wādī al Madhīq	id=g:409347
Wādī al Uthūd	id=g:409348
Wādī Abū Qarn	id=g:409349
Bi’r al ‘Ayshamah	id=g:409350
Wādī al Khashramah	id=g:409351
Jabal Ghārib	id=g:409352
Wādī ‘Afūr	id=g:409353
Wādī Īlay	id=g:409354
Wādī Şanfarah	id=g:409357
Wādī Zurūd	id=g:409358
Wādī al Baldah	id=g:409359
Wādī an Nakhlah	id=g:409360
Wādī Daywān	id=g:409362
Wādī Ţāfyah	id=g:409363
Bi’r al ‘Abd	id=g:409365
Jibāl al Ḩabash	id=g:409366
Wādī Nikhalī	id=g:409367
Al Biqā‘	id=g:409369
Bi’r al Baldah	id=g:409370
Wādī al Khalşah	id=g:409371
Jabal al Majrad	id=g:409372
Jibāl al Marwah	id=g:409373
Wādī Khūşah	id=g:409374
Bi’r ash Sharqah	id=g:409375
Wādī Irḩābā	id=g:409376
Jibāl Īthayb	id=g:409377
Ash Sharqah	id=g:409378
As Sudayrah	id=g:409379
Wādī as Sudayrah	id=g:409380
Wādī ‘Ifjah	id=g:409381
Jibāl al Faqrah	id=g:409382
Wādī al Wazrah	id=g:409383
Wādī al Qarrah	id=g:409384
Ra’s al Mukharraf	id=g:409390
Wādī al Wijā’	id=g:409414
Wādī aş Şāfirah	id=g:409415
Wādī aş Şafrā’	id=g:409416
Sabkhat Dāli‘	id=g:409431
Burq Dāli‘	id=g:409433
Jaww Dāli‘	id=g:409434
Ramlat Abā al ‘Aysh	id=g:409435
Bi’r ‘Uqdān	id=g:409436
Qarn ash Shab‘ān	id=g:409437
Ar Raydā’	id=g:409438
Burq Abū Shidād	id=g:409439
Qulumat ash Shab‘ān	id=g:409440
Ash Shab‘ān	id=g:409441
Barqā’ ‘Uqdah	id=g:409442
Bi’r ‘Uqdah	id=g:409443
Jaww Kab‘ al Ḩadīdah	id=g:409444
Sabkhat Abā al ‘Aysh	id=g:409445
‘Idd Abā al ‘Aysh	id=g:409446
‘Idd al Manā’if	id=g:409447
Jāl al Maḩná	id=g:409448
Jaww Maḩná al Manā’if	id=g:409449
Jaww al Manā’if	id=g:409450
‘Afjat Jaww al Manā’if	id=g:409451
Khawr Āl Fuţays	id=g:409452
Sabkhat Lijfat al Ma‘āshī	id=g:409454
Mudayfīnah	id=g:409455
Khuyūţ Abū Rufaylah	id=g:409456
Barqā’ Thurayyā	id=g:409457
Sabkhat al Ḩumr	id=g:409458
Qawz as Sabkhah	id=g:409459
Sayḩ Thurayyā	id=g:409460
Qulumat Thurayyā	id=g:409461
Markaz Thurayyā	id=g:409462
Jaww al Maşhadah	id=g:409463
Ramlat aş Şafāwīyah	id=g:409464
Ghār al Ḩādhdhah	id=g:409466
Baţn al Jāl	id=g:409467
Kab‘ al Maşhadah	id=g:409469
Al Kalbū‘	id=g:409470
Jaww al Hajlah	id=g:409471
Kab‘ al Ḩimār	id=g:409472
Jaww Baţḩā’	id=g:409473
Ghuḑūf al ‘Arād	id=g:409474
Juzur ar Rimth	id=g:409476
Kab‘ al ‘Īdd	id=g:409477
Khundūq al ‘Abal	id=g:409478
Jaww ‘Idd al ‘Azabah	id=g:409480
Bi’r aş Şafāwīyah	id=g:409481
Khuyūţ al ‘Azabah	id=g:409482
‘Afjat aḑ Ḑibā’	id=g:409483
Barqā’ aḑ Ḑibā’	id=g:409484
Ḩijl aḑ Ḑibā’	id=g:409486
Laghafat as Subaţ	id=g:409487
Jabal Taghūth	id=g:409495
Bi’r Ḩirāḑ	id=g:409496
Wādī Ḩirāḑ	id=g:409497
Wādī aţ Ţawīlah	id=g:409498
Wādī al Far‘ah	id=g:409499
Wādī Baḩrah	id=g:409500
Wādī Sidir	id=g:409501
Wādī Sidrayn	id=g:409502
Wādī al Burmā	id=g:409503
Bi’r al Burmā	id=g:409504
As Sudayrah	id=g:409507
Al Kulākhīyah	id=g:409508
Jabal al Ghurāb	id=g:409509
Jibāl al Ghurbān	id=g:409510
Wādī al Ḩawīyah	id=g:409511
Wādī Luwān	id=g:409512
Ad Dihāsīyah	id=g:409514
Al ‘Awājīyah	id=g:409515
Wādī Wiqdān	id=g:409516
Jabal Qāran	id=g:409518
Jabal ar Radāh	id=g:409519
Jabal al Ḩallah	id=g:409520
Shi‘b Quwwad	id=g:409522
Wādī Nasīm	id=g:409523
Wādī Awālah	id=g:409525
Wādī Shirb	id=g:409526
Wādī ‘Adwān	id=g:409528
Wādī al Akhāḑir	id=g:409529
Wādī ar Rubwah	id=g:409530
Wādī Qirrān	id=g:409531
Jibāl Biss	id=g:409534
Ḩarrat al Faşm	id=g:409535
Wādī Tinḑabah	id=g:409537
Wādī Şawāmīd	id=g:409538
Al Far‘ah	id=g:409539
Jabal ad Dār	id=g:409541
Umm al Bikār	id=g:409542
‘Abāssah	id=g:409543
Jabal Abū Ḩaţab	id=g:409544
Al Kharjah	id=g:409545
Al Labbah	id=g:409546
Adh Dhībah	id=g:409547
Za‘farān	id=g:409548
Nughayshīyah	id=g:409549
Jabal al Mal‘ab	id=g:409550
Wādī Baqrān	id=g:409551
Wādī Sallāmah	id=g:409552
Wādī as Sirr	id=g:409553
Wādī ash Shuqrah	id=g:409554
Aş Şūr	id=g:409555
Wādī Liḩyān	id=g:409556
Wādī Fulayhah	id=g:409557
Wādī al Khawqā’	id=g:409560
Wādī Sakhā’iţ	id=g:409561
Jabal ar Rīḩān	id=g:409562
Wādī Jawf	id=g:409565
Wādī aş Şukhayrah	id=g:409567
Wādī Thumālah	id=g:409568
Al ‘Iyaynah	id=g:409569
Aş Şunay‘	id=g:409570
Aţ Ţufayḩā’	id=g:409571
Ar Rī‘	id=g:409572
Jabal al Ḩamrā’	id=g:409573
Jibāl Muḑallalah	id=g:409574
Jabal al Ghurāb	id=g:409575
Jabal an Na‘ām	id=g:409576
Jabal al Iḩḩah	id=g:409577
Jabal aş Şakhrah	id=g:409578
Shaqsān	id=g:409579
Jabal ath Thalāth al Ghāmdīyāt	id=g:409580
Wādī Bisil	id=g:409581
Wādī Lazzām	id=g:409582
Wādī Mithāt	id=g:409583
Wādī Şallā	id=g:409584
Jūsh	id=g:409585
Jabal as Sil‘	id=g:409586
Wādī Umm ‘Ishāsh	id=g:409587
Wādī al Ḩumayţah	id=g:409588
Jabal al Khashab	id=g:409589
Wādī Salwān	id=g:409590
Jabal al ‘Uş‘uş	id=g:409591
Ath Thumālah as Suflá	id=g:409592
Wādī al Jufayr	id=g:409593
Wādī Ḩafān	id=g:409594
Sahl Ḩafān	id=g:409595
Jabal Fās	id=g:409596
Jabal al Murayghah	id=g:409597
Jabal al Maḩraq	id=g:409598
Wādī Ḩawāl	id=g:409599
Judhbān Umm al Ḩuram	id=g:409609
Al Uqlah	id=g:409614
Wādī Marw	id=g:409615
Jabal Sakkā’	id=g:409616
Jabal Nasi	id=g:409617
Wādī Asnūjah	id=g:409618
Wādī Nidā’	id=g:409619
Wādī an Nuwah	id=g:409620
Wādī az Zam‘ān	id=g:409621
Wādī Ḩām	id=g:409622
Jabal Zār	id=g:409623
Jabal al Libidah	id=g:409624
Jabal Shuwayhāt	id=g:409625
Jabal ad Dumaythah	id=g:409626
Al Barrāqīyah	id=g:409627
Wādī Umm ar Ramth	id=g:409652
Wādī Raḑḑam	id=g:409653
Jabal ‘Ushayrah	id=g:409654
Wādī as Saḩūbīyah	id=g:409655
Bi’r as Saḩūbīyah	id=g:409657
Wādī al Luşūb	id=g:409658
Bi’r Qurāḑīyah	id=g:409659
Bi’r al Fuqaymā	id=g:409660
Wādī al Jarwalī	id=g:409661
Jabal Umm al ‘Uhūd	id=g:409662
Jabal Muḩadram	id=g:409663
Aş Şulḩanīyah	id=g:409664
Wādī ‘Arn	id=g:409665
Bi’r al Wasī‘ah	id=g:409666
Jibāl al Jiḩayfāt	id=g:409667
Jibāl ar Rubūḑ	id=g:409668
Bi’r Şullabah	id=g:409669
Jabal ‘Adāmah	id=g:409670
Jabal Butaylah	id=g:409671
Jibāl aţ Ţuwāl	id=g:409672
Jibāl Ḩiyāl	id=g:409673
Wādī Baqāq	id=g:409674
Wādī Tal‘ah	id=g:409676
Wādī Shajīyah	id=g:409677
Jabal Shaybān	id=g:409678
Jabal al Haḑabah	id=g:409679
Wādī Ḩamlā	id=g:409680
Wādī al Khāniq	id=g:409681
Thuwal	id=g:409682
Al Qaham	id=g:409684
Wādī al Jaww	id=g:409685
Wādī al Ḩunū	id=g:409686
Wādī Miḩah	id=g:409687
Wādī al Luşūb	id=g:409688
Jabal Samrān	id=g:409689
Jabal Qubā	id=g:409690
Jabal ‘Amūdān	id=g:409691
Al Kāmil	id=g:409693
Wādī Şullabah	id=g:409694
Wādī al Mushayrif	id=g:409695
Wādī al Ḩasī	id=g:409696
Wādī al Mulhā	id=g:409697
Al Fu’ūr	id=g:409698
Jabal Af‘ā	id=g:409699
Wādī Ḑi‘ān	id=g:409700
Al Jibāl as Sūd	id=g:409701
Wādī Nukhūr	id=g:409702
Wādī Sayyāh	id=g:409703
Wādī ‘Ilān	id=g:409704
Wādī Şiwān	id=g:409705
Wādī al ‘Aybah	id=g:409706
Al Gharīf	id=g:409707
Jabal al ‘Āsid	id=g:409708
Jabal Abū al Ḩulayfah	id=g:409709
Ḩarrat al Qarā	id=g:409710
Al Qa‘ar al A‘la	id=g:409711
Wādī Luwā’	id=g:409712
Al Wudiyah	id=g:409713
Al Qaşr	id=g:409714
Al Mujamma‘	id=g:409715
Al Maḩānī	id=g:409716
Al Bayḑā‘	id=g:409717
Wādī Bayḑān	id=g:409718
Jabal al ‘Ilayyah	id=g:409719
Bi’r Abū al Ḩulayfah	id=g:409720
Wādī Jalāt al Kabīr	id=g:409721
Ḩadbah	id=g:409722
Wādī al Ashwaq al Kabīr	id=g:409723
Jabal Qarn al Ḩimār	id=g:409724
Umm al Bayḑā‘	id=g:409725
Jabal al Marmar	id=g:409726
Wādī Uwaybikh	id=g:409727
Wādī an Nabţ	id=g:409728
Wādī Ghūrān	id=g:409729
Jabal Si‘īf	id=g:409730
Wādī Rīmā	id=g:409731
Maḩinbah	id=g:409732
Ash Sha’lah	id=g:409733
Wādī Ţalḩal	id=g:409734
Wādī Abū Khalīfah	id=g:409735
Wādī ‘Arrān	id=g:409736
Wādī Musirr	id=g:409737
Ḩarrat Khulayş	id=g:409738
As Sadar	id=g:409739
Al Maghāribah	id=g:409740
Wādī Khulayş	id=g:409741
Umm al Kanāwir	id=g:409759
Birkat al ‘Aqīq	id=g:409790
Ḩazm aş Şirīm	id=g:409807
Khabrā’ Ḩarb	id=g:409808
Wādī ar Raşn al Janubī	id=g:409809
Ḩarrat al Mushallaf	id=g:409810
Qā‘ ar Righil	id=g:409811
Qā‘ Tirkī	id=g:409812
Wādī Safīr	id=g:409813
Wādī Silḩah	id=g:409814
Jabal al Ḩurayshā’	id=g:409815
Jabal al Manaybir	id=g:409816
Ḩarrat Karayyi‘	id=g:409817
Qā‘ Nafjān	id=g:409818
Qā‘ al Qarārah as Suflá	id=g:409819
Qā‘ Kharm Ḑib‘	id=g:409820
Wādī Ḑib‘	id=g:409821
Qā‘ Ḑubay‘ah	id=g:409822
Qā‘ an Nahayy	id=g:409823
Ḩarrat al Maqād	id=g:409824
Jabal al Kahaf	id=g:409825
Sha‘īb Tughlūl Şunhūt	id=g:409826
Al Ḩafāyir	id=g:409827
Jabal al Hajjajīyah	id=g:409828
Sha‘īb Tughlūl al Muşallá	id=g:409829
Qā‘ ‘Iḑayyān	id=g:409830
Wādī Māḑab	id=g:409831
Jabal al Ablah as Sawdā’	id=g:409833
Ābār al Ḩafayir	id=g:409834
Ābār al Badāyi‘	id=g:409835
Jabal al Qaţā‘ā’	id=g:409836
Qā‘ al ‘Işayb	id=g:409837
Qā‘ Khabrā’ al Munaqqá	id=g:409838
Sha‘īb Aqrā’	id=g:409839
Sha‘īb Ḩashā	id=g:409840
Wādī al Untha	id=g:409841
Wādī Khalābīş	id=g:409842
Qā‘ Umm al ‘Urayn	id=g:409843
Wādī Luwā’	id=g:409844
Ḩarrat al Fahūd	id=g:409846
Jibāl al Ḩimar	id=g:409847
Jibāl al Qişar	id=g:409848
Bi’r aş Şanqabah	id=g:409849
Ābār Daghabaj	id=g:409850
Ābār al Mislaḩ	id=g:409851
Sha‘īb Luwā’ Umm Raḑamah	id=g:409852
Jabal ar Rashādah	id=g:409853
Sha‘īb Khabū	id=g:409854
Wādī Maktan	id=g:409855
Wādī al Maḩānī	id=g:409856
Wādī Luwā’	id=g:409857
Wādī ‘Alas	id=g:409858
Ḩarrat Umm aş Şaḩar	id=g:409859
Ḩarrat Kharjā’	id=g:409860
Ābār al Lijijah	id=g:409861
Al Furay‘	id=g:409862
Wādī Ḩādhah	id=g:409863
Wādī an Nayy	id=g:409864
Sha‘īb al Ḩayl	id=g:409865
Wādī Maḑrih	id=g:409866
Qā‘ Ḩāḑā	id=g:409867
Jabal Shu‘ayr	id=g:409868
Qā‘ an Niqayb	id=g:409869
Sha‘īb Umm Sihaylah	id=g:409870
Jibāl al Ghubarayn	id=g:409871
Wādī as Si‘dan	id=g:409872
Ar Rubay‘ah	id=g:409873
Umm al Arād	id=g:409874
Mashūqah as Suflá	id=g:409875
Al ‘Ayn	id=g:409876
Samur	id=g:409877
Al Ḩawmah	id=g:409878
Qā‘ Balqa‘	id=g:409879
Sha‘īb ‘Isaylah as Suflá	id=g:409880
Sha‘īb ‘Isaylah al ‘Ulyā	id=g:409881
Jibāl al Ya‘aqūb	id=g:409882
Jibāl Barq al Fuhūd	id=g:409883
Jabal Safra’ al Ḩimmīr	id=g:409884
Jabal aş Şufrān	id=g:409885
Umm al Ghīran	id=g:409886
Sha‘īb Nāşifat Hidān	id=g:409887
Jibāl Hidān	id=g:409888
Qī‘ān ‘Isaylah	id=g:409889
Wādī al Ma‘arad	id=g:409895
Sha‘īb al Manşá	id=g:409896
Sha‘īb Ḩibarī	id=g:409897
Sha‘īb Ḩamdān	id=g:409898
Jabal Mifār	id=g:409899
Jibāl as Sitār	id=g:409900
Qā‘ Rīmān	id=g:409901
Jibāl Şuwaylif	id=g:409902
Sha‘īb ad Dayyah	id=g:409903
Ḑulay‘āt Mushayrifā’	id=g:409904
Wādī al Kharīţ	id=g:409905
Sha‘īb al Biţān	id=g:409906
Jibāl Shi‘ir	id=g:409907
Sha‘īb Umm al Ḩadaj	id=g:409908
Sabkhat al Miqāţi‘	id=g:409909
Sha‘īb al Mikhḑār	id=g:409910
Sha‘īb al Muzayri‘ah	id=g:409912
Jibāl Dikhnah	id=g:409913
Jabal Umm Milīh	id=g:409914
Jabal Wiḩil	id=g:409915
Fayḑat al Mislaḩ	id=g:409916
Al Kharābah	id=g:409917
Jabal Nafrā’ aţ Ţarīq	id=g:409918
Jabal Jabū Abū Rukab	id=g:409919
Jibāl Ummahāt Burayqah	id=g:409920
Jibāl Ummahāt Birīm	id=g:409921
Ḩafir Kishb	id=g:409922
Al Ghanānīm	id=g:409923
Al ‘Awāzim	id=g:409924
Sha‘īb Umm ‘Ishāsh	id=g:409925
Wādī al Ghirayy	id=g:409926
Jabal Yahayy	id=g:409927
Jibāl al Hīl	id=g:409928
Ḩarrat Zunaytah	id=g:409929
Jabal Shilmān	id=g:409930
Jabal Umm aḑ Ḑulū‘	id=g:409931
Jabal Şumay‘	id=g:409932
Ghadīr Şumay‘	id=g:409933
Jabal Qinnah	id=g:409934
Jabal al Qaran	id=g:409935
Jabal ash Shahbā’	id=g:409936
Al Qarārah	id=g:409937
Abū Şulāl	id=g:409938
Mushrif	id=g:409939
Jibāl aş Şaqqārīyāt	id=g:409940
Wādī Abū Şulāl	id=g:409941
Wādī Ḑirī	id=g:409942
Ḑirī	id=g:409943
Dughaybjah	id=g:409944
Wādī as Sulaym	id=g:409945
Sabkhat Dughaybjah	id=g:409946
Sha‘īb Righwān	id=g:409947
Ḑulay‘ ad Duray‘ā	id=g:409948
Ābār al Kuwārah	id=g:409949
Raḑwān	id=g:409950
Jabal as Saysad	id=g:409951
Burq ‘Usaylāt	id=g:409952
Bi’r Umm Farqayn	id=g:409953
Sha‘īb Umm Farqayn	id=g:409954
Wādī Qiţān	id=g:409955
Ābār Qiţān	id=g:409956
Qārat ar Ruḩayyah as Suwaydā‘	id=g:409957
Ābār al Khanfurīyah	id=g:409958
Ḑulay‘āt ar Raḩāwī	id=g:409959
Sha‘īb ash Shaqq	id=g:409960
Qārat al Ash‘arīyah	id=g:409961
Sabkhat al Ash‘arīyah	id=g:409962
Sha‘īb Abū Khumdah	id=g:409963
Ābār al Muwayh	id=g:409964
Ābār al Muwayhīyah	id=g:409965
Ābār aş Şa‘āq	id=g:409966
Burqān Shi‘ir	id=g:409967
Abraq ‘Uwayqir	id=g:409968
Lābat Shilmān	id=g:409969
Qā‘ al Barraq	id=g:409970
Qā‘ Ḩifnah	id=g:409971
Bi’r al Liḩyān	id=g:409972
Qā‘ Abū Qiţā	id=g:409973
Ābār al Humayj	id=g:409974
Sha‘īb Umm Wudān	id=g:409975
Al Bādirīyah	id=g:409976
Al Baḩarah	id=g:409977
Bi’r Dhūbayh	id=g:409978
Ābār Sha‘īb Ḩaddā	id=g:409979
Sha‘īb Umm ‘Ujaylah	id=g:409980
Wādī ad Di‘akah	id=g:409981
Ābār al Mulayḩimīyah	id=g:409982
Sabkhat al Ḩiwā	id=g:409983
Sabkhat al Maysirīyah	id=g:409984
Bi’r al Qarārah	id=g:409985
Ābār Mit‘ib	id=g:409986
Ābār Abū Ḩayāyā	id=g:409987
Ābār al Ikmūm	id=g:409988
Jabal al Ikmūm	id=g:409989
Qā‘ Şubīḩ	id=g:409990
Ābār Sumsā‘āh	id=g:409991
Sha‘īb ash Shu‘bah	id=g:409992
Al Muwayh	id=g:409993
Sha‘īb al ‘Ayyirah	id=g:409994
Sha‘īb an Nāşifah	id=g:409995
Miqarr ash Shidīd	id=g:409996
Qiff ash Shihaylā’	id=g:409997
Di‘b Şumay‘	id=g:409998
Al Ḩufayyirah	id=g:409999
‘Uwaynat aş Şūwān	id=g:410010
Sumur Shi‘ir	id=g:410011
Ḑulay‘ ‘Irnīn	id=g:410012
Khawr al Buţān	id=g:410015
Wādī Ghayā	id=g:410016
Al ‘Azīzīyah	id=g:410017
Ḩayy aş Şāliḩīyah	id=g:410018
Ḩayy al Ḩamdānīyah	id=g:410019
Abḩur al Janūbīyah	id=g:410020
Jibāl Wirqān	id=g:410021
Aḑ Ḑumayrīyah	id=g:410022
Wādī al Ashrajīyah	id=g:410023
Sha‘īb as Sulaym	id=g:410024
Ar Rāghiyah	id=g:410025
Wādī Wirqān	id=g:410026
Jabal al Manşīr	id=g:410027
Wādī al Malaff	id=g:410028
Jibāl al Haḑabah	id=g:410029
Al Ḩuwaymiḑah	id=g:410030
Bi’r an Naqayzīyah	id=g:410031
Jabal al Qa‘rah	id=g:410032
Jabal Abū Hamāj	id=g:410033
Jabal Qunūţ	id=g:410034
Jabal an Najmah	id=g:410035
Jabal Urayqiţ	id=g:410036
Jabal Umm as Sumr	id=g:410037
Ar Rabwah	id=g:410038
Aş Şafā	id=g:410039
Al ‘Azīzīyah	id=g:410040
Az Zahrā’	id=g:410041
Ar Riḩāb	id=g:410042
Al Balad	id=g:410043
Quwayzah	id=g:410044
Al Jāmi‘ah	id=g:410045
Al Qaryāt	id=g:410046
Al Maḩjar	id=g:410047
Tuḩamah	id=g:410048
As Surūrīyah	id=g:410049
Baḩrat al Qadīmah	id=g:410050
Al Firqah	id=g:410051
Az̧ Z̧ilāl	id=g:410052
Al Ḩamīmah	id=g:410053
Daff Zaynī	id=g:410054
Ghuziyyāt	id=g:410056
Al Ma’ābīd	id=g:410057
Umm al Jurm	id=g:410058
Ash Shāmīyah	id=g:410059
Al Ghabīb	id=g:410061
Sharā’i‘ al Mujāhidīn	id=g:410062
Ash Shajwah	id=g:410063
Ḩādhah	id=g:410064
Al Ju‘rānah	id=g:410065
Abū Marāgh	id=g:410067
Al Nawārīyah	id=g:410068
As Sifyānī	id=g:410070
Az Zāhir	id=g:410071
Al Hindāwīyah	id=g:410072
An Nikāshah	id=g:410073
Al Masfalah	id=g:410074
Al ‘Azīzīyah	id=g:410075
Al Khansāk	id=g:410076
Muzdalifah	id=g:410077
Al Laşāfah	id=g:410078
Al Hasāsinah	id=g:410079
Ash Sharīf	id=g:410080
Umm Ḩubaytir	id=g:410081
Al Bujaydī	id=g:410082
Al Ḩāmiḑah	id=g:410083
Al Hadā	id=g:410084
Al Qubsah	id=g:410085
Az Zinān	id=g:410086
Ţuwayriq	id=g:410087
As Sayl aş Şaghīr	id=g:410088
Al Masarrah	id=g:410089
Al Ḩalaqah	id=g:410090
Al ‘Abābīd	id=g:410091
Ma‘shī	id=g:410092
Al Khālidīyah	id=g:410093
Ash Shuhadā’ ash Shamālīyah	id=g:410094
Umm al Ḩişn	id=g:410095
Ash Shafā	id=g:410096
Mahādīd	id=g:410097
Jabal Asḩuq	id=g:410098
Jabal Na‘āl	id=g:410099
Jabal Khurşāh	id=g:410100
Jabal Bān	id=g:410101
Jabal Kasāb	id=g:410102
Jabal al Qashi‘	id=g:410103
Jabal Balim	id=g:410104
Jabal Bushaym	id=g:410105
Jabal Ḩarf as Sawālimah	id=g:410106
Jabal ‘Āmir	id=g:410107
Jabal Biltan	id=g:410108
Jabal Umm al Laşāfah	id=g:410109
Jabal aţ Ţarqī	id=g:410110
Jabal Ḩijlah	id=g:410111
Jabal Thawr	id=g:410112
Jibāl al Muraykhīyāt	id=g:410113
Jabal ad Dawmah al Ḩamrā’	id=g:410114
Jabal Kutayf	id=g:410115
Jabal al ‘Idd	id=g:410116
Jabal ash Shaqrā’	id=g:410117
Jabal Miswalīyā	id=g:410118
Jabal Abū Ḩadīd	id=g:410119
Jabal al Ghurāb	id=g:410120
Ḑil‘ al Jarrah	id=g:410121
Jabal Umm aḑ Ḑamarān	id=g:410122
Jabal Shi‘rayn	id=g:410123
Jabal Rā’in	id=g:410124
Jabal Arāk	id=g:410125
Jabal as Sawdā’	id=g:410126
Ḩarrat Rahaţ	id=g:410127
Diraybis	id=g:410128
Quwayzah	id=g:410129
At Tanḑabīyah	id=g:410130
Wādī al Muḩarraq	id=g:410131
Wādī an Nahdā’	id=g:410132
Wādī al ‘Asla’	id=g:410133
Wādī ‘Urānah	id=g:410134
Wādī Luḩays	id=g:410135
Wādī Malakān	id=g:410136
Wādī Difāq	id=g:410137
Wādī al Mihdarah	id=g:410138
Wādī Ḩujayl	id=g:410139
Wādī as Sayl	id=g:410140
Wādī Wijj	id=g:410141
Al Qifāf	id=g:410159
Jabal Idqis	id=g:410161
Al Waţyah	id=g:410164
Jibāl Rubā‘	id=g:410166
Al Milḩah	id=g:410167
Ḩajur	id=g:410180
Jibāl as Sarāh	id=g:410181
Ash Shuwāmīn	id=g:410182
Ash Shifayyah	id=g:410183
Al Hindīyah	id=g:410184
Wādī al Kitimah	id=g:410185
Ad Duḩū	id=g:410186
Al Kitimah	id=g:410187
Wādī Wusat al Janūbī	id=g:410188
Jabal Ḩālāt ash Shaykh	id=g:410189
Jabal al Halā’	id=g:410190
Al Mazri‘	id=g:410191
Wādī Qanān	id=g:410192
Jibāl al Ajrad	id=g:410193
Jabal as Sahab	id=g:410194
Wādī al Khufayjah	id=g:410195
Wādī al Ju‘yr	id=g:410196
Sha‘īb Abū Dughaym	id=g:410197
Ḩalāt Nabţā’	id=g:410198
Jibāl Ḩuwayy	id=g:410199
Al Hijrīyah	id=g:410200
Jibāl ‘Uwayshizah	id=g:410201
Aş Şa‘biyah	id=g:410202
Wādī ‘Alda	id=g:410203
Aş Şaḩan	id=g:410204
Bi’r ad Duwayghirah	id=g:410205
Wādī Ḩawas	id=g:410206
Ḩalāt al Ghuwayrah	id=g:410247
Burqān al ‘Usaylāt	id=g:410251
Qulbān al ‘Usaylāt	id=g:410255
Mishāsh al ‘Uqlah	id=g:410259
Şafrā’ al Ḩanīyah	id=g:410265
Ḩaqw Quwīd Ruḩayyah	id=g:410267
Quwīd Ruḩayyat as Sawdā’	id=g:410319
Jabal Ruḩayyat as Sawdā’	id=g:410323
Burqān al Ushay‘ilāt	id=g:410379
Sha‘īb Naz̧īm Qūt	id=g:410409
Bi’r al ‘Ubaydīyah	id=g:410415
Burqān ad Dāb	id=g:410633
Quwīd ad Dughm	id=g:410642
Barqā’ al Miyāhīyah	id=g:410661
Wādī Abā ar Rithī	id=g:410663
Jabal Dhirāq	id=g:410666
Wādī Abū ‘Asharah	id=g:410668
Barqā’ Mazmūlah	id=g:410673
Mishāsh ash Shakarah	id=g:410674
Daḩlat Mishkhaş	id=g:410675
Sha‘īb ash Shakarah	id=g:410676
Jabal ad Daghmā’	id=g:410726
Burqān al Mankib	id=g:410727
Wādī Nu‘ayyim	id=g:410731
Ad Duḩūl	id=g:410778
Ḩālat ‘Ammār	id=g:410852
Jazīrat Minz̧ār	id=g:410861
Jabal Minz̧ār	id=g:410862
Ra’s al Ḩusayn	id=g:410865
Al Munkhafiḑah	id=g:410866
Ash Sha‘ar	id=g:410867
Kulām al Janūbīyah	id=g:410868
Z̧āhirah	id=g:410869
Duḩayqah	id=g:410870
Khabt al Jinnīyah	id=g:410871
Al Waḩlah	id=g:410872
Bayt Maqbūl	id=g:410873
Mizhirah	id=g:410874
Jazīrat al Jaljalah	id=g:410875
Marsá al Maḑyāh	id=g:410876
Shāţi’ al Ḩasāḩīs	id=g:410877
Umm Marjah	id=g:410982
Dūdah	id=g:410983
Baḩrah	id=g:410984
Al Asāmilah	id=g:410985
Al Haşamah	id=g:410986
Al Ja‘dīyah	id=g:410987
Al Hijanbah	id=g:410988
Ra‘shah	id=g:410989
Ash Sha‘fūlīyah	id=g:410990
Wādī Khums	id=g:410991
As Suwaydīyah	id=g:410992
Al Mujāmmah	id=g:410993
Al Marābī	id=g:410994
Ar Ruwān	id=g:410995
Aţ Ţāhirīyah	id=g:410996
Al Badawī	id=g:410997
Ar Ramādah	id=g:411000
Al Jāḑi	id=g:411001
Ad Dur‘īyah	id=g:411002
Al Ḩanāshah	id=g:411003
Al Ḩijfār	id=g:411004
Aţ Ţuwāl	id=g:411006
‘Anţūţah	id=g:411007
Al ‘Irjayn	id=g:411008
Al Ḩathīrah	id=g:411009
Wādī ‘Afar	id=g:411047
Wādī Nawwah	id=g:411048
Al Jawah	id=g:411070
‘Ajam	id=g:411071
Ḩamayyah	id=g:411072
Al Jābirī	id=g:411073
Al Marwah	id=g:411074
Al Maḩaţţah	id=g:411137
Jabal al Ḩarmalīyah	id=g:411140
Jaww al Ḩawīyah	id=g:411141
Al Jāfūrah	id=g:411142
Jāl al Jūbah ash Sharqī	id=g:411158
Wādī Salḩūb	id=g:411204
Anşāb	id=g:411294
Al Jadīdah	id=g:411302
Daff Khuzā‘ah	id=g:411303
Al Qirshān	id=g:411304
Al Mundassah	id=g:411305
Al Khalaş	id=g:411306
Ad Dabbah	id=g:411307
Wādī al Ḩashafāt	id=g:411308
Al Khulāşah	id=g:411309
‘Ayn al Khufayjī	id=g:411310
Az Zughbah	id=g:411311
Mashajjī	id=g:411312
Ar Rawḑah ash Shamālīyah	id=g:411313
Ash Shaybī	id=g:411314
