Sisagolo	id=g:175173
Walyamanoni	id=g:896259
Walyafiwela	id=g:896260
Walwanda	id=g:896261
Walwa	id=g:896262
Walusimu	id=g:896263
Walusimo	id=g:896264
Walusiku	id=g:896265
Walunda	id=g:896266
Waluma	id=g:896267
Walubwe Hill	id=g:896268
Walubwe Farm	id=g:896269
Walubita	id=g:896270
Walubita	id=g:896271
Walubita	id=g:896272
Walubita	id=g:896273
Walubita	id=g:896274
Waloyi	id=g:896275
Walote	id=g:896276
Walinganga	id=g:896277
Walindi	id=g:896278
Lake Walilupe	id=g:896279
Walilanji	id=g:896280
Walilangu	id=g:896281
Walibazila	id=g:896282
Wali	id=g:896283
Waleya	id=g:896284
Walenga	id=g:896285
Walela Hill	id=g:896286
Walawala	id=g:896287
Walasa	id=g:896288
Walamba	id=g:896289
Walala	id=g:896290
Wakuta	id=g:896291
Wakunguni	id=g:896292
Wakunguma	id=g:896293
Wakunguma	id=g:896294
Wakunguma	id=g:896295
Wakulanda	id=g:896296
Lake Wakawaka	id=g:896297
Wakalya	id=g:896298
Wakalala	id=g:896299
Waja	id=g:896300
Waiti Chitukuta	id=g:896301
Wainya	id=g:896302
Waingu	id=g:896303
Wahila	id=g:896304
Wahila	id=g:896305
Wahila	id=g:896306
Wagwa	id=g:896307
Wachisala	id=g:896308
Wachinga	id=g:896309
Wachinda	id=g:896310
Wacha	id=g:896311
Wacama	id=g:896312
Wabusa	id=g:896313
Vyeyu	id=g:896314
Vyachindu	id=g:896315
Vwavwa	id=g:896316
Vwala	id=g:896317
Vuu	id=g:896318
Vutu	id=g:896319
Vuso	id=g:896320
Vungulumu	id=g:896321
Vunguluma	id=g:896322
Vungu	id=g:896323
Vundu	id=g:896324
Vunda	id=g:896325
Vumbo	id=g:896326
Vumba	id=g:896327
Vulamkoko	id=g:896328
Vulamera	id=g:896329
Vubwi Gorge	id=g:896330
Vubwe Mission	id=g:896331
Vubwe	id=g:896332
Vua	id=g:896333
Vrey	id=g:896334
Vooruitsig	id=g:896335
Viziba	id=g:896336
Viyere	id=g:896337
Viwembwenseko	id=g:896338
Vitwe	id=g:896339
Vitumbu	id=g:896340
Vitongolo	id=g:896341
Vitimba	id=g:896342
Vitikutu	id=g:896343
Viteti	id=g:896344
Vitete	id=g:896345
Viteli	id=g:896346
Vitale	id=g:896347
Visopi	id=g:896348
Visonge	id=g:896349
Visiba Petrified Forest	id=g:896350
Visese	id=g:896351
Visekese	id=g:896352
Visato	id=g:896353
Viramba	id=g:896354
Viputula	id=g:896355
Vipungu	id=g:896356
Vipama Hills	id=g:896357
Vinza	id=g:896358
Vinyu	id=g:896359
Vinsokwa	id=g:896360
Vinkombe	id=g:896361
Vinkoli	id=g:896362
Vindundu Hill	id=g:896363
Vinchetu	id=g:896364
Vincent Maumbwe	id=g:896365
Vincent Doroba	id=g:896366
Vimbowe	id=g:896367
Vimbe Hill	id=g:896368
Vimbe	id=g:896369
Vilongilo	id=g:896370
Vilolo	id=g:896371
Viliwili	id=g:896372
Vilimukulu	id=g:896373
Vilimbara	id=g:896374
Vilimbala	id=g:896375
Vifuvi	id=g:896376
Vhuka Channel	id=g:896378
Vfuta	id=g:896379
Vergenoerg	id=g:896380
Venture	id=g:896381
Vembu	id=g:896382
Vatowa	id=g:896383
Vasoya	id=g:896384
Vangwe	id=g:896385
Vangalila	id=g:896386
Vanda	id=g:896387
Vambi	id=g:896388
Valuta	id=g:896389
Utwe	id=g:896390
Utungulu	id=g:896391
Utokota	id=g:896392
Utepu	id=g:896393
Utala	id=g:896394
Usunga	id=g:896395
Usumeyi	id=g:896396
Usijongo	id=g:896397
Ushimba	id=g:896398
Ushi	id=g:896399
Ushaa Canal	id=g:896400
Ushaa	id=g:896401
Ushaa	id=g:896402
Usenga	id=g:896403
Urie	id=g:896404
Upper Zambezi II	id=g:896405
Upper Zambezi I	id=g:896406
Upper Machili	id=g:896407
Uplands Farm	id=g:896408
Upiriwombe	id=g:896409
Upangoma	id=g:896410
Upangi	id=g:896411
Unjela	id=g:896412
University of Zambia Institute for Social Research	id=g:896413
Unida	id=g:896414
Uni	id=g:896415
Undi Farm	id=g:896416
Undi	id=g:896417
Undi	id=g:896418
Undi	id=g:896419
Undi	id=g:896420
Undaunda	id=g:896421
Undani	id=g:896422
Umunano	id=g:896423
Umpo	id=g:896424
Umkuze	id=g:896425
Umezi	id=g:896426
Umbwe	id=g:896427
Umba	id=g:896428
Umba	id=g:896429
Umba	id=g:896430
Ulwafuli	id=g:896431
Ulombo	id=g:896432
Uleya	id=g:896433
Ulanda	id=g:896434
Ulanda	id=g:896435
Ukwewu	id=g:896436
Ukonwa	id=g:896437
Ukombwe	id=g:896438
Ukolo	id=g:896439
Ukanzi	id=g:896440
Ukali	id=g:896441
Uimba	id=g:896442
Ufya	id=g:896443
Ufwenuka	id=g:896444
Ufufu	id=g:896445
Ubwingi Protected Forest Area	id=g:896446
Ubwingi	id=g:896447
Ubwenu	id=g:896448
Tyler II	id=g:896449
Tyler I	id=g:896450
Tye Tye	id=g:896451
Tydrani	id=g:896452
Two Streams Farm	id=g:896453
Twins Rivers Kopje	id=g:896454
Twin Rivers	id=g:896455
Twingi Mission	id=g:896456
Twingi	id=g:896457
Twimbidi	id=g:896458
Twenya	id=g:896459
Tweefontein	id=g:896460
Tweede Rust	id=g:896461
Twapia	id=g:896462
Twapia	id=g:896463
Twanampamba	id=g:896464
Twanamogmpba	id=g:896465
Twambo	id=g:896466
Twambo	id=g:896467
Twambampali	id=g:896468
Twabe	id=g:896469
Tuwondo	id=g:896470
Tuwa	id=g:896471
Tuwa	id=g:896472
Tuuwa	id=g:896473
Tuuwa	id=g:896474
Tuulutwansukuma	id=g:896475
Tutwatwa	id=g:896476
Tutila	id=g:896477
Tutenge	id=g:896478
Tutapa	id=g:896479
Tusima	id=g:896480
Tushole	id=g:896481
Tushingo Channel	id=g:896482
Tusheshe	id=g:896483
Tusheshe	id=g:896484
Tuseri	id=g:896485
Tusemba	id=g:896486
Tuseli	id=g:896487
Tuseli	id=g:896488
Tusele	id=g:896489
Tusele	id=g:896490
Tusabe	id=g:896491
Turners	id=g:896492
Tur	id=g:896493
Tupuku	id=g:896494
Tupompwe	id=g:896495
Tupembe	id=g:896496
Tupatapua	id=g:896497
Tunyenda	id=g:896498
Tunyenda	id=g:896499
Tunyambi	id=g:896500
Tuntunkilo Hill	id=g:896501
Tuntiko Hill	id=g:896502
Tuntiko	id=g:896503
Tunta	id=g:896504
Tunta	id=g:896505
Tunsenshi	id=g:896506
Tunkumwa	id=g:896507
Tunku	id=g:896508
Tungwina	id=g:896509
Tungunga	id=g:896510
Tungulu	id=g:896511
Tungu	id=g:896512
Tungo Forest	id=g:896513
Tungisha	id=g:896514
Tungi	id=g:896515
Tungi	id=g:896516
Tungi	id=g:896517
Tunge	id=g:896518
Tungati	id=g:896519
Tunga	id=g:896520
Tunga	id=g:896521
Tundwe	id=g:896522
Tundwe	id=g:896523
Tundwe	id=g:896524
Tundwe	id=g:896525
Tunduwa	id=g:896526
Tunduwa	id=g:896527
Tundulu Hill	id=g:896528
Tundawuwe	id=g:896529
Tumuse	id=g:896530
Tumpoko	id=g:896531
Tumpoka	id=g:896532
Tumpoka	id=g:896533
Tumpana	id=g:896534
Tumbwe Hill	id=g:896535
Tumbwe	id=g:896536
Tumbwe	id=g:896537
Tumbwe	id=g:896538
Tumbwe	id=g:896539
Tumbwe	id=g:896540
Tumbwe	id=g:896541
Tumbwe	id=g:896542
Tumbone	id=g:896543
Tumbili	id=g:896544
Tumbe	id=g:896545
Tumbama	id=g:896546
Tumbama	id=g:896547
Tumbali	id=g:896548
Tumbachungwi	id=g:896549
Tumba	id=g:896550
Tumba	id=g:896551
Tulumo	id=g:896552
Tulukila	id=g:896553
Tulukila	id=g:896554
Tulukila	id=g:896555
Tulu	id=g:896556
Tulondo	id=g:896557
Tullamore	id=g:896558
Tulisha	id=g:896559
Tukwi	id=g:896560
Tukwekwe	id=g:896561
Tukuve	id=g:896562
Tukutu	id=g:896563
Tukungu	id=g:896564
Tukumina	id=g:896565
Tukongwe Hill	id=g:896566
Tukoma II	id=g:896567
Tukoma I	id=g:896568
Tukamone	id=g:896569
Tukamone	id=g:896570
Tukamone	id=g:896571
Tukalu	id=g:896572
Tuhenge	id=g:896573
Tug Argan School	id=g:896574
Tufi	id=g:896575
Tuchechi	id=g:896576
Tubone	id=g:896577
Tubili	id=g:896578
Tubaruma	id=g:896579
Tubangala	id=g:896580
Tubanda	id=g:896581
Tuba	id=g:896582
Tsitsi	id=g:896583
Tsinsamba	id=g:896584
Tsangwe	id=g:896585
Trees	id=g:896586
Towongdwa	id=g:896587
Towe	id=g:896588
Towa	id=g:896589
Touchiclough	id=g:896590
Totomba	id=g:896591
Tosana	id=g:896592
Torborough Farm	id=g:896593
Tonwe	id=g:896594
Tongo	id=g:896595
Tongo	id=g:896596
Tongere	id=g:896597
Tonga Sigongo Native Reserve Number X	id=g:896598
Tonga Native Reserve Number XI	id=g:896599
Tongama	id=g:896600
Tonga Choma Native Reserve Number XII	id=g:896601
Tonga	id=g:896602
Tondwe	id=g:896603
Tonde	id=g:896604
Tomu	id=g:896605
Tom Sigugugu	id=g:896606
Tompwe	id=g:896607
Tomombo	id=g:896608
Tom Oliashi	id=g:896609
Tomo	id=g:896610
Tomo	id=g:896611
Tom Kasonde	id=g:896612
Tomilunga School	id=g:896613
Tomilunga	id=g:896614
Tom Chunda	id=g:896615
Tom Chisonde	id=g:896616
Tombora	id=g:896617
Tombabanyama	id=g:896618
Tom	id=g:896619
Tolongo	id=g:896620
Tolomba	id=g:896621
Toloma	id=g:896622
Tolola	id=g:896623
Tolo	id=g:896624
Tolani	id=g:896625
Toka Native Reserve Number XV	id=g:896626
Tohoyatou	id=g:896627
Tobwe	id=g:896628
Tobwe	id=g:896629
Tobonte	id=g:896630
Tobongo	id=g:896631
Tobolo	id=g:896632
Tobolo	id=g:896633
Tobolo	id=g:896634
Tobolo	id=g:896635
Tobisa	id=g:896636
Tobiasi	id=g:896637
Tito Makubi	id=g:896638
Tishota Chibuye	id=g:896639
Tipoti Mumbe	id=g:896640
Tipo	id=g:896641
Tinyenta	id=g:896642
Tinta Hill	id=g:896643
Tinta	id=g:896644
Tindi	id=g:896645
Timoti Mumba	id=g:896646
Timoti	id=g:896647
Timothy Mutambo	id=g:896648
Timote Kubale	id=g:896649
Timeo Lyambwesha	id=g:896650
Timeo Kunda	id=g:896651
Timeo Kasonde	id=g:896652
Timeo Buluya	id=g:896653
Timba	id=g:896654
Timba	id=g:896655
Timba	id=g:896656
Timba	id=g:896657
Timba	id=g:896658
Tilimuna	id=g:896659
Tiki	id=g:896660
Thundu	id=g:896661
Thornton	id=g:896662
Thornlea Farm	id=g:896663
Thorncroft	id=g:896664
Thora	id=g:896665
Thomas Siyame	id=g:896666
Thomas Mulungu	id=g:896667
Thomas Msomaulwa	id=g:896668
Thomas Ilonjeka	id=g:896669
Thomas Chiseshia	id=g:896670
Thomas Chimondo	id=g:896671
Thomas Bukali	id=g:896672
Thomas	id=g:896673
Thomas	id=g:896674
Third Gorge	id=g:896675
Thipwa	id=g:896676
The Springs	id=g:896677
Thawe	id=g:896678
Thawale	id=g:896679
Thaulo	id=g:896680
Thandwe	id=g:896681
Tetia	id=g:896682
Teteka	id=g:896683
Tete	id=g:896684
Tete	id=g:896685
Tetamashimba	id=g:896686
Tesoro	id=g:896687
Terravir	id=g:896688
Tereka	id=g:896689
Tepu Mumba	id=g:896690
Tepu Mopeta	id=g:896691
Tepula Game Guard Camp	id=g:896692
Tepeka	id=g:896693
Tepa	id=g:896694
Tepa	id=g:896695
Tepa	id=g:896696
Tenkanya	id=g:896697
Tenje	id=g:896698
Tenje	id=g:896699
Tenje	id=g:896700
Tengwe	id=g:896701
Tengu	id=g:896702
Tengu	id=g:896703
Tengoma	id=g:896704
Tengi	id=g:896705
Tenge	id=g:896706
Tenge	id=g:896707
Tende Peak	id=g:896708
Tendele	id=g:896709
Tendela	id=g:896710
Tende	id=g:896711
Tende	id=g:896712
Tenda	id=g:896713
Temundu	id=g:896714
Temewebusika	id=g:896715
Teme	id=g:896716
Tembwichisibi Island	id=g:896717
Tembwe Virizi	id=g:896718
Tembwe Tembwe	id=g:896719
Tembwesawa	id=g:896720
Tembwe Protected Forest Area	id=g:896721
Tembwende	id=g:896722
Tembwe	id=g:896723
Tembwe	id=g:896724
Tembwe	id=g:896725
Tembwe	id=g:896726
Tembwe	id=g:896727
Tembwe	id=g:896728
Tembwe	id=g:896729
Tembwe	id=g:896730
Tembo	id=g:896731
Tembo	id=g:896732
Tembi	id=g:896733
Temberezi	id=g:896734
Tembela	id=g:896735
Temba School	id=g:896736
Temba	id=g:896737
Temba	id=g:896738
Temba	id=g:896739
Temani	id=g:896740
Temanchongo	id=g:896741
Telekela	id=g:896742
Teleka	id=g:896743
Teleka	id=g:896744
Telebwe	id=g:896745
Teki	id=g:896746
Teketeke	id=g:896747
Tefwetefwe	id=g:896748
Tebulu Mwape	id=g:896749
Tebulondashi	id=g:896750
Teali	id=g:896751
Teagles	id=g:896752
Tazwera	id=g:896753
Tawale	id=g:896754
Tawala	id=g:896755
Taulo	id=g:896756
Tatupwa	id=g:896757
Tatila	id=g:896758
Tatayoyo	id=g:896759
Tata	id=g:896760
Tara Siding	id=g:896761
Tara Protected Forest Area	id=g:896762
Tara	id=g:896763
Tapula	id=g:896764
Tapoka	id=g:896765
Tapo	id=g:896766
Tapo	id=g:896767
Tapisha	id=g:896768
Tapiko	id=g:896769
Tapala	id=g:896770
Tanzia	id=g:896771
Tanta	id=g:896772
Tankuliwa	id=g:896773
Tanisha	id=g:896774
Tangeza	id=g:896775
Tangamwendu	id=g:896776
Tangalika	id=g:896777
Tanemeka	id=g:896778
Tandwi	id=g:896779
Tandwe	id=g:896780
Tandowe	id=g:896781
Tando	id=g:896782
Tandeo Shikapeya	id=g:896783
Tande Chitabisha	id=g:896784
Tande	id=g:896785
Tandavala	id=g:896786
Tandaula	id=g:896787
Tandashi	id=g:896788
Tandalwe	id=g:896789
Tandabala	id=g:896790
Tamwala	id=g:896791
Tampwila	id=g:896792
Tampila	id=g:896793
Tambwi	id=g:896794
Tambola	id=g:896795
Tamboka	id=g:896796
Tamboka	id=g:896797
Tambo Fungwe-Kamanga Native Reserve Number XIII	id=g:896798
Tambo	id=g:896799
Tambo	id=g:896800
Tambi	id=g:896801
Tambero	id=g:896802
Tambe	id=g:896803
Tambatamba	id=g:896804
Tambarala	id=g:896805
Tambana	id=g:896806
Tambalila Hills	id=g:896807
Tambala	id=g:896808
Tambala	id=g:896809
Tambala	id=g:896810
Tambala	id=g:896811
Tambala	id=g:896812
Tambala	id=g:896813
Tamba	id=g:896814
Tamba	id=g:896815
Tamatira	id=g:896816
Tamanda Mission	id=g:896817
Tamanda	id=g:896818
Tamalu	id=g:896819
Tama	id=g:896820
Talikele	id=g:896821
Talabuku	id=g:896822
Lake Tala	id=g:896823
Takombo	id=g:896824
Taki Kunda	id=g:896825
Takeni Farm	id=g:896826
Takasia	id=g:896827
Takaravu Hill	id=g:896828
Takalanuka	id=g:896829
Taipita	id=g:896830
Tahe	id=g:896831
Tafelonsoni	id=g:896832
Tadeyo	id=g:896833
Taculi	id=g:896834
Tabulula	id=g:896835
Tabu	id=g:896836
Tabota	id=g:896837
Tabazabona	id=g:896838
Tabama	id=g:896839
Tabakamulamu	id=g:896840
Tabaka	id=g:896841
Taba	id=g:896842
Syowe Iron Mine	id=g:896843
Syowe	id=g:896844
Syankamaune School	id=g:896845
Swiswi	id=g:896846
Swiswi	id=g:896847
Swigwe	id=g:896848
Sweta	id=g:896849
Msweswe	id=g:896850
Sweet Home	id=g:896851
Swayembe	id=g:896852
Swananganga	id=g:896853
Swanamwemba	id=g:896854
Swanamwanza	id=g:896855
Swanamuyinda	id=g:896856
Swanamuumi	id=g:896857
Swana-Mutondo	id=g:896858
Swanakawandula	id=g:896859
Swanakapalu	id=g:896860
Swanakamuti	id=g:896861
Swanajasa	id=g:896862
Swanadonga Game Camp	id=g:896863
Swanadonga	id=g:896864
Swanachianga	id=g:896865
Swanabwe	id=g:896866
Swana	id=g:896867
Suyi	id=g:896868
Lake Suye	id=g:896869
Suyanda	id=g:896870
Suya	id=g:896871
Suwinda	id=g:896872
Suwe	id=g:896873
Suwaruwa Hill	id=g:896874
Suuti	id=g:896875
Suu	id=g:896876
Sutherland’s Farm Site	id=g:896877
Sutherland	id=g:896878
Susman	id=g:896879
Susman	id=g:896880
Susman	id=g:896881
Susman	id=g:896882
Susiku Mwitumwa	id=g:896883
Susiku	id=g:896884
Susiku	id=g:896885
Sushilo	id=g:896886
Suse	id=g:896887
Susalupitila	id=g:896888
Susa	id=g:896889
Susa	id=g:896890
Surprise	id=g:896891
Supuni Ferry	id=g:896892
Supuma	id=g:896893
Sunya	id=g:896894
Suntulu	id=g:896895
Sunsumana	id=g:896896
Sunsa	id=g:896897
Sunnyside	id=g:896898
Sunkutu	id=g:896899
Sunkutu	id=g:896900
Sungutu	id=g:896901
Sunguni	id=g:896902
Sunguni	id=g:896903
Sungulu	id=g:896904
Sungu	id=g:896905
Sunga	id=g:896906
Sunga	id=g:896907
Sunflower Farm	id=g:896908
Lake Sune	id=g:896909
Sundwe	id=g:896910
Sundungula	id=g:896911
Sunduma	id=g:896912
Sundu	id=g:896913
Sunde	id=g:896914
Sunda	id=g:896915
Sunamuna	id=g:896916
Sunambua	id=g:896917
Sumuliankumba	id=g:896918
Sumpa	id=g:896919
Sumbwi	id=g:896920
Sumbunji	id=g:896921
Sumbukila	id=g:896922
Sumbu	id=g:896923
Sumbu	id=g:896924
Sumbu	id=g:896925
Sumbi Village	id=g:896926
Sumbi Hill	id=g:896927
Sumbeni	id=g:896928
Sumbanyama	id=g:896929
Sumali	id=g:896930
Sumaili	id=g:896931
Sumaili	id=g:896932
Sumaili	id=g:896933
Sumaili	id=g:896934
Sulwegondwe	id=g:896935
Sulwegonde	id=g:896936
Sulwanyama	id=g:896937
Sulwanyama	id=g:896938
Sululu	id=g:896939
Sulu Kuta	id=g:896940
Sulika	id=g:896941
Sula Musonda Mulu	id=g:896942
Sulale	id=g:896943
Sula	id=g:896944
Sukwa	id=g:896945
Suhu	id=g:896946
Sugar Loaf	id=g:896947
Sueta	id=g:896948
Suchinkali	id=g:896949
Suba	id=g:896950
Stombaka	id=g:896951
Stephen Katubwa	id=g:896952
Stefano Kamwendo	id=g:896953
Star	id=g:896954
Stankondo	id=g:896955
Stamwanja	id=g:896956
Staff Training College and Law School	id=g:896957
Springvale	id=g:896958
Sportsmans Lodge	id=g:896959
Speck’s Brickfield	id=g:896960
Spashia Musonko	id=g:896961
Spare Mwanza	id=g:896962
Spaita	id=g:896963
Spaita	id=g:896964
Sowe Island	id=g:896965
Sowa	id=g:896966
Sowa	id=g:896967
South Swaka Native Reserve Number IV	id=g:896968
South Mutundu	id=g:896969
South Musondweji	id=g:896970
South Luangwa National Park	id=g:896971
Southern Province	id=g:896972
Luege	id=g:896973
Southern Kashiji	id=g:896974
South Bank	id=g:896975
Sotwe	id=g:896976
Sote	id=g:896977
Sosikwana	id=g:896978
Sosikwana	id=g:896979
Sosikwana	id=g:896980
Sosiku	id=g:896981
Soshe	id=g:896982
Sosela	id=g:896983
Sosa Hill	id=g:896984
Sosa	id=g:896985
Sosa	id=g:896986
Sopu	id=g:896987
Sopu	id=g:896988
Sopo	id=g:896989
Sopii	id=g:896990
Sope	id=g:896991
Sopani	id=g:896992
Sopa	id=g:896993
Sooma	id=g:896994
Sooli Sa Mei	id=g:896995
Soola	id=g:896996
Sooka	id=g:896997
Sonzoli	id=g:896998
Sonso	id=g:896999
Sonsinsi	id=g:897000
Sonsa	id=g:897001
Sonop Farm	id=g:897002
Sonkwe	id=g:897003
Sonkolo	id=g:897004
Sonkola	id=g:897005
Sonje	id=g:897006
Song-we-Lala Forest Reserve	id=g:897007
Songwe Gorge	id=g:897008
Songwe	id=g:897009
Songwe	id=g:897010
Songwe	id=g:897011
Songwe	id=g:897012
Songuzu	id=g:897013
Songolo	id=g:897014
Songolo	id=g:897015
Songe-we-Lala	id=g:897016
Songea	id=g:897017
Songe	id=g:897018
Songa	id=g:897019
Songa	id=g:897020
Songa	id=g:897021
Sondela	id=g:897022
Sonde	id=g:897023
Sonda Plain	id=g:897024
Sonda	id=g:897025
Somyumyi	id=g:897026
Somozuka	id=g:897027
Somokela	id=g:897028
Somerley	id=g:897029
Someno	id=g:897030
Somena Rocks	id=g:897031
Somena	id=g:897032
Sombye Hills	id=g:897033
Sombye	id=g:897034
Sombonita	id=g:897035
Sombo	id=g:897036
Sombo	id=g:897037
Sombari	id=g:897038
Soma	id=g:897039
Solwezi Protected Forest Area	id=g:897040
Solwezi District	id=g:897041
Solwezi Boma	id=g:897042
Solwezi	id=g:897043
Solwezi	id=g:897044
Solwezi	id=g:897045
Solwe	id=g:897046
Solomon	id=g:897047
Solomon	id=g:897048
Solomon	id=g:897049
Solo Maiani	id=g:897050
Solobela	id=g:897051
Soli wa Manyika Native Reserve Number VIII	id=g:897052
Soli Shamifwe Native Reserve Number VII	id=g:897053
Solaleza	id=g:897054
Sola	id=g:897055
Sola	id=g:897056
Sokwa	id=g:897057
Sokota	id=g:897058
Sokontwe	id=g:897059
Sokomoka	id=g:897060
Sokola	id=g:897061
Sokola	id=g:897062
Sokola	id=g:897063
Sokobo	id=g:897064
Soke	id=g:897065
Soke	id=g:897066
Soka	id=g:897067
Sohanja	id=g:897068
Sofwe	id=g:897069
Socha	id=g:897070
Sobonto	id=g:897071
Smiths Ranch	id=g:897072
Slukutia	id=g:897073
Slave Tree	id=g:897074
Skonki	id=g:897075
Skeva	id=g:897076
Skenck’s Brickyard	id=g:897077
Skatundu	id=g:897078
Sizinyi	id=g:897079
Sizino	id=g:897080
Sizila	id=g:897081
Siziba sa Balui Plain	id=g:897082
Siyunyi	id=g:897083
Siyunyi	id=g:897084
Siyunyi	id=g:897085
Siyunye	id=g:897086
Siyumbwa	id=g:897087
Siyuka	id=g:897088
Siyowe	id=g:897089
Siyoto	id=g:897090
Siyongi	id=g:897091
Siyonda	id=g:897092
Siyobo	id=g:897093
Siyenge	id=g:897094
Siyeba	id=g:897095
Siyawayaya	id=g:897096
Siyawayawa	id=g:897097
Siyanga	id=g:897098
Siyanga	id=g:897099
Siyanda	id=g:897100
Siyambo	id=g:897101
Siyambango	id=g:897102
Siyamana	id=g:897103
Siyakaslpa	id=g:897104
Lake Siya	id=g:897105
Siya	id=g:897106
Siya	id=g:897107
Six Malima	id=g:897108
Siwuyembe	id=g:897109
Siwungu	id=g:897110
Siwowa	id=g:897111
Siwito	id=g:897112
Siwisha	id=g:897113
Siwili	id=g:897114
Siwili	id=g:897115
Siwi	id=g:897116
Siwewe	id=g:897117
Siweto	id=g:897118
Siwendo	id=g:897119
Siwendo	id=g:897120
Siwelewele	id=g:897121
Siwelawela	id=g:897122
Siwato	id=g:897123
Siwasanyundo	id=g:897124
Siwanga	id=g:897125
Lake Siwa	id=g:897126
Siwa	id=g:897127
Siviwa	id=g:897128
Sivauya	id=g:897129
Siupi	id=g:897130
Siundi	id=g:897131
Siundi	id=g:897132
Sitwita	id=g:897133
Sitwi	id=g:897134
Sitwe School	id=g:897135
Sitwe	id=g:897136
Sitwatwatwa	id=g:897137
Sitwanyambe	id=g:897138
Sitwala	id=g:897139
Sitwala	id=g:897140
Sitwala	id=g:897141
Sitwala	id=g:897142
Sitwa	id=g:897143
Situya	id=g:897144
Situya	id=g:897145
Situu	id=g:897146
Situtu	id=g:897147
Situta	id=g:897148
Situnta	id=g:897149
Situnga	id=g:897150
Situnga	id=g:897151
Situna	id=g:897152
Situna	id=g:897153
Situmpa Forest	id=g:897154
Situminina	id=g:897155
Situmbeko	id=g:897156
Situmbeko	id=g:897157
Situmbeko	id=g:897158
Situmbeko	id=g:897159
Situmbeko	id=g:897160
Situmbeko	id=g:897161
Situmbeko	id=g:897162
Situmba Rapids	id=g:897163
Situmbaeto	id=g:897164
Situmba	id=g:897165
Situlu School	id=g:897166
Situlu	id=g:897167
Situlu	id=g:897168
Situlu	id=g:897169
Situlu	id=g:897170
Situlo	id=g:897171
Situla	id=g:897172
Situla	id=g:897173
Situkwe	id=g:897174
Situkwe	id=g:897175
Situku	id=g:897176
Situka	id=g:897177
Situka	id=g:897178
Situembe	id=g:897179
Situbungu	id=g:897180
Sitoya	id=g:897181
Sitoya	id=g:897182
Sitoya	id=g:897183
Sitoya	id=g:897184
Sitoti Island	id=g:897185
Sitoti-Bushanjo	id=g:897186
Sitoti	id=g:897187
Sitoti	id=g:897188
Sitosomwiya	id=g:897189
Sitongotongo	id=g:897190
Sitondoya	id=g:897191
Sitondo	id=g:897192
Sitondo	id=g:897193
Sitondo	id=g:897194
Sitondo	id=g:897195
Sitondo	id=g:897196
Sitondo	id=g:897197
Sitondo	id=g:897198
Sitombo	id=g:897199
Sitolongo	id=g:897200
Sitobola	id=g:897201
Sititi	id=g:897202
Sititi	id=g:897203
Sititi	id=g:897204
Sitinkwi	id=g:897205
Sitimela	id=g:897206
Sitimba	id=g:897207
Sitima	id=g:897208
Sitima	id=g:897209
Sitima	id=g:897210
Sitiba	id=g:897211
Sitete	id=g:897212
Sitete	id=g:897213
Sitete	id=g:897214
Sitenje	id=g:897215
Sitengu	id=g:897216
Sitengu	id=g:897217
Sitengu	id=g:897218
Sitenge	id=g:897219
Sitenda	id=g:897220
Sitembe	id=g:897221
Sitema	id=g:897222
Siteleki	id=g:897223
Siteleki	id=g:897224
Sitele	id=g:897225
Sitela	id=g:897226
Sitebula	id=g:897227
Sitebe	id=g:897228
Site	id=g:897229
Site	id=g:897230
Sitaya	id=g:897231
Sitauwa	id=g:897232
Sitatala	id=g:897233
Sitapa	id=g:897234
Sitanko	id=g:897235
Sitangwa	id=g:897236
Sitanga Dambo	id=g:897237
Sitanga	id=g:897238
Sitanga	id=g:897239
Sitamu	id=g:897240
Sitamu	id=g:897241
Sitameno	id=g:897242
Sitambuli	id=g:897243
Sitambo	id=g:897244
Sitambi	id=g:897245
Sitambi	id=g:897246
Sitambi	id=g:897247
Sitambani	id=g:897248
Sitambangula	id=g:897249
Sitambali	id=g:897250
Sitali	id=g:897251
Sitali	id=g:897252
Sitali	id=g:897253
Sitali	id=g:897254
Sitaka	id=g:897255
Sitaka	id=g:897256
Sitaka	id=g:897257
Sitaka	id=g:897258
Sitaba	id=g:897259
Sita	id=g:897260
Sisivi	id=g:897261
Sisisi Forest	id=g:897262
Sisinje	id=g:897263
Sisibi School	id=g:897264
Sisibi	id=g:897265
Sisibi	id=g:897266
Sishokota	id=g:897267
Sishii	id=g:897268
Sisheta	id=g:897269
Sishemoshamwana	id=g:897270
Sishema	id=g:897271
Sisheke	id=g:897272
Sishekanu Mafulo	id=g:897273
Sishekanu	id=g:897274
Sishekano	id=g:897275
Sishashi	id=g:897276
Sishanda	id=g:897277
Sishamba	id=g:897278
Sishamba	id=g:897279
Sishamba	id=g:897280
Sishaba	id=g:897281
Siseho	id=g:897282
Siseho	id=g:897283
Sisapi	id=g:897284
Sisangombe	id=g:897285
Sisamu	id=g:897286
Sisa Lukuyu	id=g:897287
Sirimau	id=g:897288
Sirimao	id=g:897289
Sipwapwa	id=g:897290
Sipuwe	id=g:897291
Sipuruti	id=g:897292
Sipumo	id=g:897293
Sipula	id=g:897294
Sipue	id=g:897295
Sipu A	id=g:897296
Sipopa	id=g:897297
Sipolela	id=g:897298
Sipobole	id=g:897299
Sipo	id=g:897300
Sipiyu	id=g:897301
Sipili U	id=g:897302
Sipika	id=g:897303
Sipepe	id=g:897304
Sipavwa	id=g:897305
Sipatunyana	id=g:897306
