Kilusiktok Creek	id=g:5866266
Étang Nigol	id=g:5950054
Étang Niku	id=g:5950055
Étang Noble	id=g:5950056
Étang Noisette	id=g:5950057
Étang Numéro Deux	id=g:5950058
Étang Numéro Un	id=g:5950059
Étang Nunala	id=g:5950060
Étang Oblong	id=g:5950061
Étang Odanak	id=g:5950062
Étang Odette	id=g:5950063
Étang Old Cabin	id=g:5950064
Étang Olive	id=g:5950065
Étang Olive	id=g:5950066
Étang O'Malley	id=g:5950067
Étang Onistagan	id=g:5950068
Étang Oran	id=g:5950069
Étang Otter	id=g:5950070
Étang Ouimet	id=g:5950071
Étang Outside Grange	id=g:5950072
Étang Partridge-Taylor	id=g:5950073
Étang Paul	id=g:5950074
Étang Paule	id=g:5950075
Étang Payeur	id=g:5950076
Étang Peasley	id=g:5950077
Étang Peasley	id=g:5950078
Étang Peggy	id=g:5950079
Étang Peggy-Vic	id=g:5950080
Étang Pegmatite	id=g:5950081
Étang Pell	id=g:5950082
Étang Perdu	id=g:5950083
Étang Perron	id=g:5950084
Étang Peter	id=g:5950085
Étang Pikotcowkocic	id=g:5950086
Étang Pikotowok	id=g:5950087
Étang Pitch	id=g:5950088
Étang Poitras	id=g:5950089
Étang Price	id=g:5950090
Étang Pukuahtshipek	id=g:5950091
Étang Rabougri	id=g:5950092
Étang Ransin	id=g:5950093
Étang Rasset	id=g:5950094
Étang Raymond	id=g:5950095
Étang Raymond	id=g:5950096
Étang Réal	id=g:5950097
Étang Rearing	id=g:5950098
Étang Rebelle	id=g:5950099
Étang Reed	id=g:5950100
Étang Rétréci	id=g:5950101
Étang Rich	id=g:5950102
Étang Riendeau	id=g:5950103
Étang Robert	id=g:5950104
Étang Robert	id=g:5950105
Étang Roger	id=g:5950106
Étang Roy	id=g:5950107
Étang Ruchalachani	id=g:5950108
Étang Sachin	id=g:5950109
Étangs à Cutler	id=g:5950110
Étang Sagamo	id=g:5950111
Étang Saki	id=g:5950112
Étang Sale	id=g:5950113
Étang Sally	id=g:5950114
Étang Salmon Hole	id=g:5950115
Étang Saltwater	id=g:5950116
Étang Sandy	id=g:5950117
Étang Sapawe	id=g:5950118
Étangs à Pomerleau	id=g:5950119
Étangs Atanirtuut	id=g:5950120
Étang Sauvage	id=g:5950121
Étangs aux Visons	id=g:5950122
Étang Sayabec	id=g:5950123
Étang Sayat-Nova	id=g:5950124
Étangs Beaver	id=g:5950125
Étangs Belle-Emma	id=g:5950126
Étangs Bertrand	id=g:5950127
Étangs de Castors	id=g:5950128
Étangs de l'Amiral	id=g:5950129
Étangs de l'Aspic	id=g:5950130
Étangs de la Visière	id=g:5950131
Étangs de Maskinongé	id=g:5950132
Étangs des Naskapis	id=g:5950133
Étangs du Carnaval	id=g:5950134
Étangs du Casino	id=g:5950135
Étangs du Delta	id=g:5950136
Étangs du Lac à Dumas	id=g:5950137
Étangs du Lac Bleu	id=g:5950138
Étangs du Lac de la Mousse	id=g:5950139
Étangs du Lac Emmuraillé	id=g:5950140
Étangs du Lac Georges	id=g:5950141
Étangs du Lac la Trompe	id=g:5950142
Étangs du Parc La Fontaine	id=g:5950143
Étangs du Raccourci de la Mousse	id=g:5950144
Étangs du Ruisseau Cléophe	id=g:5950145
Étang Sebec	id=g:5950146
Étang Seignon	id=g:5950147
Étang Sepier Amiskopi	id=g:5950148
Étangs Ewaipeyach	id=g:5950149
Étangs Fortin	id=g:5950150
Étang Sheehy	id=g:5950151
Étang Shewenegan	id=g:5950152
Étang Simard	id=g:5950153
Étangs Imarsuit	id=g:5950154
Étangs Immobiles	id=g:5950155
Étangs Jumeaux	id=g:5950156
Étangs Jumelés	id=g:5950157
Étangs Kapatakanich Katakuch	id=g:5950158
Étangs Kapitukamakwau	id=g:5950159
Étangs Kukakumu	id=g:5950160
Étangs Larouche	id=g:5950161
Étangs Léo	id=g:5950162
Étang Slippery Stick	id=g:5950163
Étangs Madelon	id=g:5950164
Étangs Madore	id=g:5950165
Étangs Mary-James	id=g:5950166
Étangs Misérables	id=g:5950167
Étangs Patuff	id=g:5950168
Étangs Pingujaq	id=g:5950169
Étangs Pipo	id=g:5950170
Étangs Raoul	id=g:5950171
Étangs Richard	id=g:5950172
Étangs Rivers	id=g:5950173
Étangs Sakuteyapiniu	id=g:5950174
Étangs Séguin	id=g:5950175
Étangs Seymour	id=g:5950176
Étangs Smith	id=g:5950177
Étangs Tahkutamitin Katahkukwau	id=g:5950178
Étang Stevens	id=g:5950179
Étang St-Louis	id=g:5950180
Étang Streit	id=g:5950181
Étang Sugar Loaf Pond	id=g:5950182
Étangs Upihkan	id=g:5950183
Étang Suret	id=g:5950184
Étang Tardivet	id=g:5950185
Étang Tasiujakallak	id=g:5950186
Étang Tom-Keats	id=g:5950187
Étang Trépezec	id=g:5950188
Étang Trudel	id=g:5950189
Étang Tshan Mak Uhakamiskum	id=g:5950190
Étang Tshuiau Upukuahtshepekum	id=g:5950191
Étang Uvé	id=g:5950192
Étang Vagabond	id=g:5950193
Étang Vaudou	id=g:5950194
Étang Veilleux	id=g:5950195
Étang Vidieu	id=g:5950196
Étang Vierge	id=g:5950197
Étang Villeneuve	id=g:5950198
Étang Villeneuve	id=g:5950199
Étang Villeraux	id=g:5950200
Étang Vorace	id=g:5950201
Étang Wabasso	id=g:5950202
Étang White Cock Head	id=g:5950203
Étang White Fox	id=g:5950204
Étang Yanik	id=g:5950205
Étang Yoke	id=g:5950206
Étang Yole	id=g:5950207
Etawney Lake	id=g:5950208
Etaytakoos Lake	id=g:5950209
Etches Creek	id=g:5950210
Etches Point	id=g:5950211
Etcho Lake	id=g:5950212
Ételle Ledge	id=g:5950213
Eternal Springs	id=g:5950214
Ethel	id=g:5950215
Ethel	id=g:5950216
Ethelbert	id=g:5950217
Ethelbert	id=g:5950218
Ethelbert Creek	id=g:5950219
Ethelbert Hill	id=g:5950220
Ethel Cove	id=g:5950221
Ethel Creek	id=g:5950222
Ethel Creek	id=g:5950223
Ethel Creek	id=g:5950224
Ethelda Bay	id=g:5950225
Ethel F. Wilson Memorial Park	id=g:5950226
Etheline Bay	id=g:5950227
Etheline Creek	id=g:5950228
Ethel Island	id=g:5950229
Ethel Island	id=g:5950230
Ethel Island	id=g:5950231
Ethel Lake	id=g:5950232
Ethel Lake	id=g:5950233
Ethel Lake	id=g:5950234
Ethel Lake	id=g:5950235
Ethel Lake	id=g:5950236
Ethel Lake	id=g:5950237
Ethel Lake	id=g:5950238
Ethel Lake	id=g:5950239
Ethel Lake	id=g:5950240
Ethel Lake	id=g:5950241
Ethel Lake	id=g:5950242
Ethel Lake Gap	id=g:5950243
Ethelma Lake	id=g:5950244
Ethel Park	id=g:5950245
Ethel Point	id=g:5950246
Ethel Rock	id=g:5950247
Ethel Rock	id=g:5950248
Ethel Siding	id=g:5950249
Ethelton	id=g:5950250
Ethelwyn Lake	id=g:5950251
Etheridge Brook	id=g:5950252
Etheridge Pool	id=g:5950253
Etherington Creek	id=g:5950254
Ethier Lake	id=g:5950255
Ethier Lake	id=g:5950256
Ethiko Island	id=g:5950257
Ethlouise Lake	id=g:5950258
Ethmuir Lake	id=g:5950259
Etim Mountain	id=g:5950260
Etin Kahinikuauminan	id=g:5950261
Etiwaskuhikan Meskanu	id=g:5950262
Etna Creek	id=g:5950263
Etna Creek	id=g:5950264
Etna Lake	id=g:5950265
Etna Lake	id=g:5950266
Etobicoke	id=g:5950267
Etobicoke	id=g:5950268
Etobicoke	id=g:5950269
Etobicoke Creek	id=g:5950270
Étoile Island	id=g:5950271
Etomami	id=g:5950272
Etomami Falls	id=g:5950273
Etomami Lake	id=g:5950274
Etomami River	id=g:5950275
Etomami River	id=g:5950276
Eton	id=g:5950277
Eton	id=g:5950278
Eton Court	id=g:5950279
Etonia	id=g:5950280
Eton-Rugby	id=g:5950281
Etowamami River	id=g:5950282
Étroit de la Pancarte	id=g:5950283
Étroit du Français	id=g:5950284
Étroit du Lac du Camp à John	id=g:5950285
Etschitka Creek	id=g:5950286
Etsekin Indian Reserve 1	id=g:5950287
Etset Lake	id=g:5950288
Etsho Creek	id=g:5950289
Etsho Escarpment	id=g:5950290
Etsho Plateau	id=g:5950291
Etta Lake	id=g:5950292
Etta Lake	id=g:5950293
Etta Point	id=g:5950294
Ettchue Lake	id=g:5950295
Etter Brook	id=g:5950296
Etter Ridge	id=g:5950297
Etters Beach	id=g:5950298
Etter's Beach Recreation Site	id=g:5950299
Etter Settlement	id=g:5950300
Ettershank Islands	id=g:5950301
Ettershank Point	id=g:5950302
Etthengunneh Island	id=g:5950303
Etthen Island	id=g:5950304
Etthithun Lake	id=g:5950305
Etthithun River	id=g:5950306
Ettinger Lake	id=g:5950307
Ettington	id=g:5950308
Ettle Creek	id=g:5950309
Ettors Brook	id=g:5950310
Ettrain Creek	id=g:5950311
Ettric Isle	id=g:5950312
Ettrick	id=g:5950313
Ettrick Brook	id=g:5950314
Ettrick Rock	id=g:5950315
Ettyville	id=g:5950316
Etukashoo River	id=g:5950317
Etuksit Point	id=g:5950318
Etwell	id=g:5950319
Etwill Creek	id=g:5950320
Etwill Lake	id=g:5950321
Etzikom	id=g:5950322
Etzikom Coulee	id=g:5950323
Eucalia Lake	id=g:5950324
Euchinico Creek Indian Reserve 17	id=g:5950325
Euchinico Creek Indian Reserve 18	id=g:5950326
Euchinico Creek Indian Reserve 19	id=g:5950327
Euchiniko Lakes	id=g:5950328
Euchiniko River	id=g:5950329
Euchre Lake	id=g:5950330
Euchu Reach	id=g:5950331
Euclide Lake	id=g:5950332
Euclid Lake	id=g:5950333
Eucott Bay	id=g:5950334
Eucott Bay Hot Springs	id=g:5950335
Eudes	id=g:5950336
Eugene Creek	id=g:5950337
Eugene Creek	id=g:5950338
Eugene Glacier	id=g:5950339
Eugene Lake	id=g:5950340
Eugene Lake	id=g:5950341
Eugene Pond	id=g:5950342
Eugenes Brook	id=g:5950343
Eugenia	id=g:5950344
Eugenia Falls	id=g:5950345
Eugenia Lake	id=g:5950346
Eugenie Glacier	id=g:5950347
Eugvik Rock	id=g:5950348
Eula Creek	id=g:5950349
Eu Lake	id=g:5950350
Eula Lake	id=g:5950351
Eulas Ground	id=g:5950352
Eulas Lake	id=g:5950353
Eulatazella Lake	id=g:5950354
Eunice Creek	id=g:5950355
Eunice Lake	id=g:5950356
Eunice Lake	id=g:5950357
Euphemia Hill	id=g:5950358
Euphemia Island	id=g:5950359
Euphrasia	id=g:5950360
Eureka	id=g:5950361
Eureka	id=g:5950362
Eureka	id=g:5950363
Eureka Brook	id=g:5950364
Eureka Creek	id=g:5950365
Eureka Creek	id=g:5950366
Eureka Creek	id=g:5950367
Eureka Creek	id=g:5950368
Eureka Creek	id=g:5950369
Eureka Dome	id=g:5950370
Eureka Gulch	id=g:5950371
Eureka Island	id=g:5950372
Eureka Island	id=g:5950373
Eureka Island	id=g:5950374
Eureka Lake	id=g:5950375
Eureka Lake	id=g:5950376
Eureka Lake	id=g:5950377
Eureka Lake	id=g:5950378
Eureka Lake	id=g:5950379
Eureka Mountain	id=g:5950380
Eureka Mountain	id=g:5950381
Eureka Pass	id=g:5950382
Eureka Peak	id=g:5950383
Eureka Point	id=g:5950384
Eureka River	id=g:5950385
Eureka River	id=g:5950386
Eureka Sound	id=g:5950387
Europa Creek	id=g:5950388
Europa Lake	id=g:5950389
Europa Passage	id=g:5950390
Europa Point	id=g:5950391
Europa Reach	id=g:5950392
Europa Reef	id=g:5950393
Eussen Rock	id=g:5950394
Eustace Lake	id=g:5950395
Eustache Creek	id=g:5950396
Eustache Lake	id=g:5950397
Eustis	id=g:5950398
Eutsuk Lake	id=g:5950399
Eutsuk Peak	id=g:5950400
Eva	id=g:5950401
Eva Creek	id=g:5950402
Évacuateur Bonnard	id=g:5950403
Évacuateur de L'Isle-Maligne-1	id=g:5950404
Évacuateur de L'Isle-Maligne-3	id=g:5950405
Évacuateur de L'Isle-Maligne-4	id=g:5950406
Évacuateur de L'Isle-Maligne-5	id=g:5950407
Évacuateur de L'Isle-Maligne-7	id=g:5950408
Évacuateur de Manouane	id=g:5950409
Evader Creek	id=g:5950410
Évain	id=g:5950411
Évain	id=g:5950412
Eva Island	id=g:5950413
Eva Islands	id=g:5950414
Eva Lake	id=g:5950415
Eva Lake	id=g:5950416
Eva Lake	id=g:5950417
Eva Lake	id=g:5950418
Eva Lake	id=g:5950419
Eva Lake	id=g:5950420
Eva Lake	id=g:5950421
Eva Lake	id=g:5950422
Eva Lake	id=g:5950423
Eva McIntosh Drain	id=g:5950424
Evanchuk Lake	id=g:5950425
Evandale	id=g:5950426
Evangeline	id=g:5950427
Evangeline Banks	id=g:5950428
Evangeline Beach	id=g:5950429
Evangeline Island	id=g:5950430
Evangeline Patch	id=g:5950431
Evangeline Point	id=g:5950432
Evangeline Rock	id=g:5950433
Evangeline Rock	id=g:5950434
Evan Lake	id=g:5950435
Evanoff Park	id=g:5950436
Evans	id=g:5950437
Evans	id=g:5950438
Evans	id=g:5950439
Evans Bay	id=g:5950440
Evans Bay	id=g:5950441
Evans Bay	id=g:5950442
Evans Bay	id=g:5950443
Evans Beach	id=g:5950444
Evans Bight	id=g:5950445
Evans Brook	id=g:5950446
Evansburg	id=g:5950447
Evans Corner	id=g:5950448
Evans Cove	id=g:5950449
Evan's Creek	id=g:5950450
Evans Creek	id=g:5950451
Evans Creek	id=g:5950452
Evans Creek	id=g:5950453
Evans Creek	id=g:5950454
Evans Creek	id=g:5950455
Evans Creek	id=g:5950456
Evans Creek	id=g:5950457
Evans Creek	id=g:5950458
Evans Creek	id=g:5950459
Evans Creek	id=g:5950460
Evans Creek	id=g:5950461
Evans Creek	id=g:5950462
Evans Creek	id=g:5950463
Evansdale	id=g:5950464
Evans Esker	id=g:5950465
Evans Head	id=g:5950466
Evans Hill	id=g:5950467
Evans Inlet	id=g:5950468
Evans Island	id=g:5950469
Evans Island	id=g:5950470
Evans Island	id=g:5950471
Evans Island	id=g:5950472
Evans Island	id=g:5950473
Evans Island	id=g:5950474
Evans Lake	id=g:5950475
Evans Lake	id=g:5950476
Evans Lake	id=g:5950477
Evans Lake	id=g:5950478
Evans Lake	id=g:5950479
Evans Lake	id=g:5950480
Evans Lake	id=g:5950481
Evans Lake	id=g:5950482
Evans Lake	id=g:5950483
Evans Lake	id=g:5950484
Evans Lake	id=g:5950485
Evans Lake	id=g:5950486
Evans Lake	id=g:5950487
Evans Narrows	id=g:5950488
Evans Peak	id=g:5950489
Evans Peninsula	id=g:5950490
Evans Point	id=g:5950491
Evans Point	id=g:5950492
Evans Point	id=g:5950493
Evans Point	id=g:5950494
Evans Point	id=g:5950495
Evans Point	id=g:5950496
Evans Ponds	id=g:5950497
Evans Rapids	id=g:5950498
Evans Rapids	id=g:5950499
Evans Ridge	id=g:5950500
Evans Rock	id=g:5950501
Evans Rock	id=g:5950502
Evans Strait	id=g:5950503
Evanston	id=g:5950504
Evans Trail	id=g:5950505
Evansville	id=g:5950506
Evansville	id=g:5950507
Evan-Thomas Creek	id=g:5950508
Evanturel	id=g:5950509
Evanturel	id=g:5950510
Evanturel	id=g:5950511
Évanturel	id=g:5950512
Eva Point	id=g:5950513
Evarts	id=g:5950514
Eve Cone	id=g:5950515
Eve Creek	id=g:5950516
Evee Peninsula	id=g:5950517
Eve Lake	id=g:5950518
Eve Lake	id=g:5950519
Eve Ledges	id=g:5950520
Eveleigh Anchorage	id=g:5950521
Eveleigh Island	id=g:5950522
Eveline Lake	id=g:5950523
Eveline Lake	id=g:5950524
Evelyn	id=g:5950525
Evelyn	id=g:5950526
Evelyn	id=g:5950527
Evelyn Creek	id=g:5950528
Evelyn Creek	id=g:5950529
Evelyn Creek	id=g:5950530
Evelyn Creek	id=g:5950531
Evelyn Island	id=g:5950532
Evelyn Island	id=g:5950533
Evelyn Island	id=g:5950534
Evelyn Lake	id=g:5950535
Evelyn Lake	id=g:5950536
Evelyn Lake	id=g:5950537
Evelyn Lake	id=g:5950538
Evelyn Lake	id=g:5950539
Evelyn Lake	id=g:5950540
Evelyn Lake	id=g:5950541
Evelyn Lake	id=g:5950542
Evelyn Lake	id=g:5950543
Evelyn Lake	id=g:5950544
Evelyn Lake	id=g:5950545
Evelyn Lake	id=g:5950546
Evelyn Lakes	id=g:5950547
Evelyn Pass	id=g:5950548
Evelyn Rock	id=g:5950549
Evelyn Rocks	id=g:5950550
Evelyn Rocks	id=g:5950551
Evelyns Rock	id=g:5950552
Evelys Hill	id=g:5950553
Even Creek	id=g:5950554
Evenden Point	id=g:5950555
Evenglow Mountain	id=g:5950556
Evening Cove	id=g:5950557
Evening Creek	id=g:5950558
Evening Islets	id=g:5950559
Evening Lake	id=g:5950560
Evening Lake	id=g:5950561
Evening Mountain	id=g:5950562
Evening Mountain	id=g:5950563
Evening Point	id=g:5950564
Evening Ridge	id=g:5950565
Evening River	id=g:5950566
Evening Rock	id=g:5950567
Evening Rocks	id=g:5950568
Evening Star Peak	id=g:5950569
Even Lake	id=g:5950570
Evenson Point	id=g:5950571
Everard	id=g:5950572
Everard Islets	id=g:5950573
Everard Reef	id=g:5950574
Everens Point	id=g:5950575
Everest Creek	id=g:5950576
Everest Island	id=g:5950577
Everest Lake	id=g:5950578
Everett	id=g:5950579
Everett Creek	id=g:5950580
Everett Creek	id=g:5950581
Everett Island	id=g:5950582
Everett Lake	id=g:5950583
Everett Lake	id=g:5950584
Everett Miller Lake	id=g:5950585
Everett Mountains	id=g:5950586
Everett Point	id=g:5950587
Everett Reefs	id=g:5950588
Evergreen	id=g:5950589
Evergreen Acres	id=g:5950590
Evergreen Brightsand	id=g:5950591
Evergreen Creek	id=g:5950592
Evergreen Estates	id=g:5950593
Evergreen Island	id=g:5950594
Evergreen Island	id=g:5950595
Evergreen Island	id=g:5950596
Evergreen Mountain	id=g:5950597
Evergreen Village	id=g:5950598
Everitt Point	id=g:5950599
Everitts Lake	id=g:5950600
Eve River	id=g:5950601
Ever Lake	id=g:5950602
Everlasting Barrens	id=g:5950603
Evernden Lake	id=g:5950604
Eversley	id=g:5950605
Everton	id=g:5950606
Everton Creek	id=g:5950607
Eves Falls	id=g:5950608
Evesham	id=g:5950609
Eves Lake	id=g:5950610
Eves Park	id=g:5950611
Eves Rapids	id=g:5950612
Evie Lake	id=g:5950613
Evindsen Creek	id=g:5950614
Evinrude Inlet	id=g:5950615
Evinrude Passage	id=g:5950616
Evitarulik Lake	id=g:5950617
Evjen Creek	id=g:5950618
Evonymus Lake	id=g:5950619
Evulumi Mountain	id=g:5950620
Ewan	id=g:5950621
Ewariege Lake	id=g:5950622
Ewart	id=g:5950623
Ewart	id=g:5950624
Ewart Creek	id=g:5950625
Ewart Creek	id=g:5950626
Ewart Island	id=g:5950627
Ewart Lake	id=g:5950628
Ewart Lake	id=g:5950629
Ewart Lake	id=g:5950630
Ewayea Creek	id=g:5950631
Ewayea Lake	id=g:5950632
Ewekka Lake	id=g:5950633
Ewe Lake	id=g:5950634
Ewe Mountain	id=g:5950635
Ewen	id=g:5950636
Ewen Bay	id=g:5950637
Ewen Lake	id=g:5950638
Ewens Lakes	id=g:5950639
Ewen Slough	id=g:5950640
Ewerat Point	id=g:5950641
Ewer Creek	id=g:5950642
Ewert Lake	id=g:5950643
Ewin Creek	id=g:5950644
Ewing	id=g:5950645
Ewing Island	id=g:5950646
Ewing Island	id=g:5950647
Ewing Lake	id=g:5950648
Ewing Lake	id=g:5950649
Ewin Inlet	id=g:5950650
Ewin Pass	id=g:5950651
Ewonus Lake	id=g:5950652
Exact Point	id=g:5950653
Exaluin Fiord	id=g:5950654
Examiner Gulch	id=g:5950655
Exam Time Rapids	id=g:5950656
Excalibur Lake	id=g:5950657
Excel	id=g:5950658
Excell Creek	id=g:5950659
Excel No. 71	id=g:5950660
Excelsior	id=g:5950661
Excelsior Creek	id=g:5950662
Excelsior Creek	id=g:5950663
Excelsior Creek	id=g:5950664
Excelsior Mountain	id=g:5950665
Excelsior No. 166	id=g:5950666
Excelsior Slough	id=g:5950667
Exchamsiks River	id=g:5950668
Exchamsiks River Park	id=g:5950669
Ex Coelis Mountain	id=g:5950670
Excoffin Bottom	id=g:5950671
Executioner Cliffs	id=g:5950672
Exe Island	id=g:5950673
Exeter	id=g:5950674
Exeter	id=g:5950675
Exeter Bay	id=g:5950676
Exeter Lake	id=g:5950677
Exeter Lake	id=g:5950678
Exeter Point	id=g:5950679
Exeter Shoal	id=g:5950680
Exeter Sound	id=g:5950681
Exhibition	id=g:5950682
Exile Hill	id=g:5950683
Exira	id=g:5950684
Exit Bay	id=g:5950685
Exit Glacier	id=g:5950686
Ex Lake	id=g:5950687
Exlou	id=g:5950688
Exmoor	id=g:5950689
Exmoor Island	id=g:5950690
Exmouth Island	id=g:5950691
Exmouth Lake	id=g:5950692
Exodus Peak	id=g:5950693
Expanse	id=g:5950694
Expanse Coulee	id=g:5950695
Expanse Lake	id=g:5950696
Expanse Lake	id=g:5950697
Expanse Lake	id=g:5950698
Expanse Lake	id=g:5950699
Expansion Lake	id=g:5950700
Expansion Lake	id=g:5950701
Expansion Lake	id=g:5950702
Expectation Lake	id=g:5950703
Expectation Pass	id=g:5950704
Expectation Point	id=g:5950705
Expected Lake	id=g:5950706
Expedition Fiord	id=g:5950707
Expedition Hill	id=g:5950708
Expedition Islets	id=g:5950709
Expedition Peak	id=g:5950710
Expedition River	id=g:5950711
Expeditor Cove	id=g:5950712
Expeditor Reefs	id=g:5950713
Experiment Bight	id=g:5950714
Experiment Point	id=g:5950715
Exploits	id=g:5950716
Exploits Islands	id=g:5950717
Exploits Lower Harbour	id=g:5950718
Exploits River	id=g:5950719
Exploits Upper Harbour	id=g:5950720
Exploration Lake	id=g:5950721
Exploration Peak	id=g:5950722
Explorer Bay	id=g:5950723
Explorer Creek	id=g:5950724
Explorer Lake	id=g:5950725
Explorers Bay	id=g:5950726
Explorer's Point	id=g:5950727
Explosives Creek	id=g:5950728
Export Lake	id=g:5950729
Exposed Anchorage	id=g:5950730
Exposed Inlet	id=g:5950731
Express Point	id=g:5950732
Exshaw	id=g:5950733
Exshaw Creek	id=g:5950734
Exshaw Mountain	id=g:5950735
Exstew	id=g:5950736
Exstew River	id=g:5950737
Extended Point	id=g:5950738
Extension	id=g:5950739
Extension Creek	id=g:5950740
Extension Creek	id=g:5950741
Extension Lake	id=g:5950742
Extinguisher Tower	id=g:5950743
Exton	id=g:5950744
Exton	id=g:5950745
Exton Lake	id=g:5950746
Extravagant Creek	id=g:5950747
Extreme Pond	id=g:5950748
Extremity Pond	id=g:5950749
Ey{14}n Lué' Lake	id=g:5950750
Eyaapo Lake	id=g:5950751
Eyachekush Lake	id=g:5950752
Eyahpaise Lake	id=g:5950753
Eyapa Creek	id=g:5950754
Eyapamikama Lake	id=g:5950755
Eyapawutik Lake	id=g:5950756
Eyapaysis Islands	id=g:5950757
Eyeball Run	id=g:5950758
Eyeberry Lake	id=g:5950759
Eyebrow	id=g:5950760
Eyebrow Hills	id=g:5950761
Eyebrow Lake	id=g:5950762
Eyebrow No. 193	id=g:5950763
Eyebrow Peak	id=g:5950764
Eye Glass Bay	id=g:5950765
Eye Harbour	id=g:5950766
Eyehill Creek	id=g:5950767
Eyehill Creek	id=g:5950768
Eye Hill No. 382	id=g:5950769
Eye Island	id=g:5950770
Eye Lake	id=g:5950771
Eye Lake	id=g:5950772
Eye Lake	id=g:5950773
Eye Lake	id=g:5950774
Eye Lake Portage	id=g:5950775
Eyelet Lake	id=g:5950776
Eyelet Lake	id=g:5950777
Eyelid Lake	id=g:5950778
Eye River	id=g:5950779
Eyes Lake	id=g:5950780
Eyinatik Island	id=g:5950781
Eyinatik Lake	id=g:5950782
Eyinew Island	id=g:5950783
Eyinew Lake	id=g:5950784
Eymundson Creek	id=g:5950785
Eynard Lake	id=g:5950786
Eyre	id=g:5950787
Eyre	id=g:5950788
Eyre Corners	id=g:5950789
Eyre Creek	id=g:5950790
Eyre Lake	id=g:5950791
Eyre Lake	id=g:5950792
Eyrie Lake	id=g:5950793
Eyston Lake	id=g:5950794
Ezekiel Creek	id=g:5950795
Ezekiels Cove	id=g:5950796
Ezekiels Mountain	id=g:5950797
Ezma Lake	id=g:5950798
Ezra Creek	id=g:5950799
Ezra Lake	id=g:5950800
Fabas Lake	id=g:5950801
Fabbro	id=g:5950802
Faber	id=g:5950803
Faber Islets	id=g:5950804
Faber Lake	id=g:5950805
Faber Lake	id=g:5950806
Faber Lake	id=g:5950807
Faber Point	id=g:5950808
Fabien Lake	id=g:5950809
Fable Lake	id=g:5950810
Fabre	id=g:5950811
Fabre	id=g:5950812
Fabre	id=g:5950813
Fabre-Station	id=g:5950814
Fabreville	id=g:5950815
Fabricius Fiord	id=g:5950816
Fabyan	id=g:5950817
Face Channel	id=g:5950818
Face Lake	id=g:5950819
Face Lake	id=g:5950820
Faceless Mountain	id=g:5950821
Face Mountain	id=g:5950822
Face Mountain	id=g:5950823
Face Point	id=g:5950824
Facer	id=g:5950825
Facheux Bay	id=g:5950826
Facheux Eye	id=g:5950827
Facheux Harbour	id=g:5950828
Facheux Head Shoal	id=g:5950829
Factor	id=g:5950830
Factor Islets	id=g:5950831
Factor Lake	id=g:5950832
Factor Lake	id=g:5950833
Factor Ross Creek	id=g:5950834
Factory Brook	id=g:5950835
Factory Brook	id=g:5950836
Factory Cove	id=g:5950837
Factory Cove	id=g:5950838
Factory Cove	id=g:5950839
Factorydale	id=g:5950840
Factorydale Pond	id=g:5950841
Factory Island Indian Reserve 1	id=g:5950842
Factory Point	id=g:5950843
Factory Point	id=g:5950844
Fadden Corner	id=g:5950845
Fadden's Island	id=g:5950846
Fadear Creek	id=g:5950847
Fadear Lake	id=g:5950848
Fadeaway Creek	id=g:5950849
Fade Lake	id=g:5950850
Faden	id=g:5950851
Faders Cove	id=g:5950852
Faders Cove	id=g:5950853
Faders Cove	id=g:5950854
Faders Point	id=g:5950855
Faders Point	id=g:5950856
Fafard	id=g:5950857
Fafard Island	id=g:5950858
Fafard Lake	id=g:5950859
Fafard Lake	id=g:5950860
Fagan Creek	id=g:5950861
Fagan Ground	id=g:5950862
Fagan Lake	id=g:5950863
Fagan Lake	id=g:5950864
Fagan Point	id=g:5950865
Fagan Ponds	id=g:5950866
Fagans Marsh	id=g:5950867
Fagans Pond	id=g:5950868
Fage Creek	id=g:5950869
Fagnan Lake	id=g:5950870
Fagnan Lake	id=g:5950871
Fagrie Lake	id=g:5950872
Fagundez	id=g:5950873
Fagus Bay	id=g:5950874
Faguy	id=g:5950875
Fahey Island	id=g:5950876
Fahey Lake	id=g:5950877
Fahey Lake	id=g:5950878
Fahey Point	id=g:5950879
Faheys Cove	id=g:5950880
Faheys Hill	id=g:5950881
Fahlmann Lake	id=g:5950882
Fahrni Lake	id=g:5950883
Fahselt Lake	id=g:5950884
Faibish Bay	id=g:5950885
Faille Portage	id=g:5950886
Faillon	id=g:5950887
Fail Rock	id=g:5950888
Faint's Hill	id=g:5950889
Fair and False Bay	id=g:5950890
Fair and False Hill	id=g:5950891
Fair and False Long Pond	id=g:5950892
Fair and False Pond	id=g:5950893
Fairbairn	id=g:5950894
Fairbairn Creek	id=g:5950895
Fairbairn Lake	id=g:5950896
Fairbairn Lake	id=g:5950897
Fairbairn Lake	id=g:5950898
Fairbairn Lake	id=g:5950899
Fairbairn Meadows	id=g:5950900
Fairbairn Shoals	id=g:5950901
Fairbank	id=g:5950902
Fairbank	id=g:5950903
Fairbank	id=g:5950904
Fairbank Creek	id=g:5950905
Fairbank Island	id=g:5950906
Fairbank Lake	id=g:5950907
Fairbank Lake	id=g:5950908
Fairbank Provincial Park	id=g:5950909
Fairbanks	id=g:5950910
Fairbanks Bay	id=g:5950911
Fairbanks Creek	id=g:5950912
Fairbanks East	id=g:5950913
Fairbridge	id=g:5950914
