Rugar	id=g:6998460
Ikpak Idout	id=g:7073459
Ukut Ata	id=g:7073460
Ikot Inyang Ese	id=g:7073462
Urua Inyang	id=g:7073463
Nto Etuk Udo	id=g:7073464
Obeaja	id=g:7073465
Ahia Ukwu	id=g:7073469
Itu	id=g:7073470
Amaba Ime	id=g:7073471
Umuokwo	id=g:7073472
Ukpom	id=g:7073473
Kalunta Forest Reserve	id=g:7073474
Ubibia	id=g:7073495
Amanini	id=g:7073496
Amaetiti	id=g:7073497
Eleoha	id=g:7073498
Amiyi	id=g:7073499
Nkporu	id=g:7073500
Ewen-Ukwa	id=g:7073501
Amaebe	id=g:7073502
Eziama	id=g:7073503
Ameke	id=g:7073504
Mkpakpi	id=g:7073505
Obiakang	id=g:7073506
Amodu	id=g:7073507
Obijoma	id=g:7073508
Ukuakpu	id=g:7073509
Nde-Akarani	id=g:7073510
Obiakang	id=g:7073511
Edem Urua	id=g:7073512
Akpayak	id=g:7073513
Ibe	id=g:7073514
Ogultu-Mbauzo	id=g:7073515
Ibom	id=g:7073516
Mbente	id=g:7073517
Elemaga	id=g:7073518
Iyialu	id=g:7073519
Obuohia	id=g:7073520
Ngwugwu	id=g:7073521
Umugbalu-Oboro	id=g:7073522
Umuosoro	id=g:7073523
Amawom	id=g:7073524
Umu Eziuku	id=g:7073525
Ezi Uku	id=g:7073526
Ukwuke Oronta	id=g:7073527
Aro Ajatakiri	id=g:7073528
Awomuku	id=g:7073529
Ariam	id=g:7073530
Okwobom	id=g:7073531
Ekoi-Ikot Nyoho	id=g:7073532
Obot-Ukpa	id=g:7073533
Usung-Usung	id=g:7073554
Okpakon	id=g:7073555
Atanturi	id=g:7073556
Mbiabong	id=g:7073557
Asaga	id=g:7073558
Obinkita	id=g:7073559
Ugwuato	id=g:7073560
Utughugwu	id=g:7073561
Ujari	id=g:7073562
Amachi	id=g:7073563
Ndijom	id=g:7073564
Iboho-Ito	id=g:7073570
Idungnyama	id=g:7073572
Enen-Ito	id=g:7073573
Ekim	id=g:7073574
Otung	id=g:7073576
Akpayak	id=g:7073577
Ibam-Edet	id=g:7073579
Ibesikpo	id=g:7073580
Asanting	id=g:7073581
Osung-Ita	id=g:7073582
Ndi-Okoroji	id=g:7073584
Asuk-Ekpo	id=g:7073587
Ikot-Udo-Uba	id=g:7073588
Nsit-Ikpe	id=g:7073589
Ndi-Eke	id=g:7073591
Ndi-Okoro	id=g:7073593
Umuogle	id=g:7073594
Umunkwo	id=g:7073600
Obeoma Ariam	id=g:7073604
Ndiorie Ariam	id=g:7073606
Ikot Abasi	id=g:7073607
Mbiabong-Ikot-Udo	id=g:7073609
Ikot-Udo Asan	id=g:7073612
Usuk Ibakesi	id=g:7073613
Urua Abasi	id=g:7073662
Ukwuok	id=g:7073663
Mbiabong Ikon No. 2	id=g:7073664
Nkwuot-Nko	id=g:7073665
Mbiafin-Ikot Antia	id=g:7073666
Mbiabong Ikon No. 1	id=g:7073667
Mbiabong	id=g:7073668
Ikon I	id=g:7073669
Ibiaku Ntok Okpo	id=g:7073908
Ndinya-Ikot Imo	id=g:7073909
Itak-Edem-Isa	id=g:7073910
Nto Epu	id=g:7073911
Utu-Etong	id=g:7073912
Mkap	id=g:7073913
Ibiong Okpo Eto II	id=g:7073914
Ekpo-Etor	id=g:7073915
Atan Ibong	id=g:7073916
Asana	id=g:7073917
Nto-Edino No. 1	id=g:7073918
Ikot-Ukana	id=g:7073919
Nto-Obio Ikan	id=g:7073920
Ikot Utor	id=g:7073921
Ikot-Akpan	id=g:7073922
Nkpa Uno	id=g:7073923
Nto-Ekpu	id=g:7073924
Ikot Abasi Eyop	id=g:7073925
Uruk Uso	id=g:7073926
Ikpe Usung Ita	id=g:7073927
Iton Odoro	id=g:7073934
Itak-Ikot	id=g:7073935
Akpaidem	id=g:7073936
Nung Ukim	id=g:7073937
Mbioku-Ikot Abasi	id=g:7073938
Ikot Umo Esien	id=g:7073939
Ikot Akpa-Isiak	id=g:7073940
Ikot-Obio-Afa	id=g:7073941
Nkwuot-Nung-Imo	id=g:7073942
Ikot-Okpa-Itam	id=g:7073943
Obot-Oko	id=g:7073944
Afaha-Ise	id=g:7073945
Ikot-Ekpenyon	id=g:7073946
Ikot Ubo Ikot-Uko	id=g:7073947
Ikot-Abia	id=g:7073996
Obot-Ukim	id=g:7073997
Obot-Afia	id=g:7074008
Ikot-Okpot	id=g:7074009
Ikot-Uwa	id=g:7074010
Ekoi	id=g:7074011
Ikot-Ebiti	id=g:7074012
Ikot Metong	id=g:7074013
Ikot Mbuk	id=g:7074014
Ikot Udo	id=g:7074015
Ikot Afaha	id=g:7074016
Ikot Obom	id=g:7074017
Ikot Ifot	id=g:7074018
Ikot Efe	id=g:7074019
Ikot Obio Akpan	id=g:7074020
Ikot Odube	id=g:7074021
Ikot Uba	id=g:7074022
Nkara Nkwot	id=g:7074023
Ukpom Usung Ubon	id=g:7074024
Ikot Ediet	id=g:7074025
Adat Atak	id=g:7074026
Ikot Ukpong	id=g:7074047
Ikot Abia	id=g:7074048
Ikot-Mem	id=g:7074049
Idem Udo	id=g:7074050
Ikot Udo	id=g:7074051
Isiko	id=g:7074052
Umu Ebi	id=g:7074053
Ikot Osom	id=g:7074054
Nto Eton	id=g:7074055
Ibiakpan	id=g:7074056
Ikot Ikok	id=g:7074057
Ikot Mboho	id=g:7074058
Ikot Abuk	id=g:7074066
Mbiaso	id=g:7074067
Ibiakpan	id=g:7074068
Ama Anyam	id=g:7074069
Nyara Enyin	id=g:7074070
Ikot Enwang	id=g:7074071
Ikot Obon Edon	id=g:7074072
Abiakpo Ikot Essien	id=g:7074073
Udo Okop	id=g:7074074
Ikot Nya	id=g:7074075
Ikot Akpa Ayara	id=g:7074076
Ikot Nyoho	id=g:7074077
Ndem Iyere	id=g:7074078
Ikot Obio Asa	id=g:7074079
Ikot Esiet	id=g:7074080
Ikot Ukana	id=g:7074081
Osuk	id=g:7074082
Ikpa	id=g:7074083
Ibiatuk	id=g:7074084
Ikot Obong Obino	id=g:7074085
Ikot Ekpenyon	id=g:7074086
Afaha Itiat	id=g:7074107
Ikot Etim	id=g:7074108
Use Ikot Oku	id=g:7074109
Obot Ebriba	id=g:7074110
Obot Etim	id=g:7074111
Ikot Nya	id=g:7074112
Adan	id=g:7074113
Ikot Ukap	id=g:7074114
Mbak Ikot Awa	id=g:7074115
Ikot Akpanya	id=g:7074116
Ikot Ekpot	id=g:7074117
Ikot Andem Iddep	id=g:7074118
Ikot Inyang	id=g:7074119
Ikot Ebom	id=g:7074120
Ikpa Ikot Enua	id=g:7074121
Ikot Edo	id=g:7074122
Ikot Mbit	id=g:7074123
Ikot Antia	id=g:7074124
Ituatan	id=g:7074125
Use Ndon	id=g:7074206
Ndoro Obot	id=g:7074207
Ikot Usen	id=g:7074208
Nsan	id=g:7074209
Mbiabong Odung Etim	id=g:7074210
Mbiabong Edem Edik	id=g:7074211
Ibiaku Oku Obom	id=g:7074212
Useh Ikot Odiong	id=g:7074213
Ikot Inyang Ekpe	id=g:7074214
Ekpene Ediene	id=g:7074215
Ikot Akpa Edet	id=g:7074216
Ikot Akpan Idem	id=g:7074217
Ikot Akpa Ekpuk	id=g:7074218
Ikot Akpa Edok	id=g:7074219
Ibiaku Ikot Edet	id=g:7074220
Utu	id=g:7074221
Ikot Akpa-Iyara	id=g:7074222
Uduk Usor	id=g:7074223
Utu Ikpe	id=g:7074224
Ibibio State College	id=g:7074345
Ikot Obong Erong	id=g:7074346
Ikot Inyang	id=g:7074347
Ikot Oto	id=g:7074348
Ikot Akpan Abia	id=g:7074349
Ikot Ubo	id=g:7074350
Abiakpo	id=g:7074351
Ikot Akpan	id=g:7074352
Ikot Otu	id=g:7074353
Ikot Udo Ekpat	id=g:7074354
Ikot Ukpon Eto	id=g:7074355
Ikot Abia	id=g:7074356
Ekpenyong Ufum	id=g:7074357
Akanu Okpulo	id=g:7074358
Umu Owa Oma	id=g:7074359
Ikot Umo Esien	id=g:7074360
Ikot Andem	id=g:7074361
Ikot Udu	id=g:7074362
Ikot Akpan Ika	id=g:7074363
Urua Akpan	id=g:7074364
Ikot Ada Utor	id=g:7074385
Ikot Akpan Essiet	id=g:7074386
Nto Nsea	id=g:7074387
Ikot Offiong	id=g:7074515
Atan	id=g:7074516
Ide	id=g:7074517
Onuk Ikot Nwo	id=g:7074518
Utu Edem Usung	id=g:7074519
Ikot Abiat	id=g:7074520
Osuk-Ediene	id=g:7074521
Ikot Akpan	id=g:7074522
Ikpe Anang	id=g:7074523
Ikot Obio Edi	id=g:7074524
Ikot Idaha	id=g:7074525
Afahana Itak	id=g:7074526
Ikot Obio Okon	id=g:7074527
Ndo Okoro	id=g:7074528
Inyang Isong	id=g:7074529
Idiren	id=g:7074530
Atan Nsai	id=g:7074531
Ikot Udo Ibiono	id=g:7074532
Iyere	id=g:7074533
Utuat	id=g:7074534
Afaha Ikot Adaha	id=g:7074535
Ikot Akpan	id=g:7074536
Ikot Aka	id=g:7074537
Ikot Uso Akpan	id=g:7074538
Enen Atai	id=g:7074539
Nkpeti	id=g:7074700
Oku Iboku	id=g:7074701
Utit	id=g:7074702
Ibiaku	id=g:7074703
Ibiaku-Uran	id=g:7074704
Ikot Ukono	id=g:7074705
Afaha Itam	id=g:7074706
Aka	id=g:7074707
Okpoto	id=g:7074708
Obot Itiat	id=g:7074709
Ikot Obioama	id=g:7074710
Ikot Efum	id=g:7074711
Nung Udoe Itak	id=g:7074712
Mbiabong Ikot Eboro	id=g:7074713
Ibiakpan	id=g:7074714
Ibong Ikpe Mbiabet	id=g:7074715
Ebe Ikpe	id=g:7074716
Etak Ikpe	id=g:7074717
Ukana Ikot Ofok	id=g:7074718
Ukana Ikot Akpan	id=g:7074719
Obo-Ukana Iba	id=g:7074720
Ekpenyong Atai	id=g:7074721
Ikot Ebak	id=g:7074722
Ikot Obiokon	id=g:7074723
Ikot Edem Udo	id=g:7074724
Nto Okpo	id=g:7074725
Okon	id=g:7074726
Opara	id=g:7074727
Oberete	id=g:7074728
Ikot Etuko	id=g:7074729
Ikot Akpan Ofiong	id=g:7074730
Ikot Ebo	id=g:7074731
Nto Udo Igwe	id=g:7074732
Ikot Idiong Eto	id=g:7074733
Ikot Uko Eto	id=g:7074734
Ifa Okon	id=g:7074735
Nyi	id=g:7074736
Ikot Inyang Udo	id=g:7074737
Ekpenyong Atai	id=g:7074738
Ikot Ndem	id=g:7074739
Ikot Inyang	id=g:7074900
Eriam Ikpan Ikpong	id=g:7074901
Adiasim	id=g:7074902
Nto Umo	id=g:7074903
Ebibit	id=g:7074904
Ikot Ubom	id=g:7074905
Nto Okure	id=g:7074906
Ikot Odung	id=g:7074907
Iton	id=g:7074908
Ibiakpan	id=g:7074909
Afagha Obio Enwang	id=g:7074910
Ikot Osukpong	id=g:7074911
Use Nten	id=g:7074912
Mbiabam	id=g:7074913
Ikot Okure	id=g:7074914
Ikot Ekpuk	id=g:7074915
Ikot Ekpuk	id=g:7074916
Ikot Obong	id=g:7074917
Ikot Obio Atai	id=g:7074918
Afaha Oku	id=g:7074978
Iba-Oku	id=g:7074979
Ibiaku Offot	id=g:7074980
Ekpiri Nsukara	id=g:7074981
Ewet	id=g:7074982
Aka Ofot	id=g:7074983
Four Towns	id=g:7074984
Iboko Offot	id=g:7074985
Efiat Ofot	id=g:7074986
Afaha Ube	id=g:7074987
Ikot Emien	id=g:7074988
Ikot Akpan	id=g:7074989
Oku	id=g:7074990
Nung Ukot	id=g:7074991
Ekit-Itam	id=g:7074992
Ikot Idaha	id=g:7074993
Ikot Ekop	id=g:7074994
Mbiakpan	id=g:7074995
Obio Ibiono	id=g:7074996
Idoro	id=g:7074997
Ikot Oku Ubo	id=g:7075006
Ikot Oku Ubok	id=g:7075007
Obio	id=g:7075008
Obio-Itak	id=g:7075009
Ikot Ufen	id=g:7075010
Afahan Obong	id=g:7075011
Ikot Udo Udom	id=g:7075012
Ikot Uso	id=g:7075013
Eriam Afaha Obong	id=g:7075014
Ikot Anyankara	id=g:7075015
Ikot	id=g:7075016
Utu Ikot Okoro	id=g:7075017
Eka Uruk Esiet	id=g:7075018
Nto Abia	id=g:7075019
Itung	id=g:7075020
Nto Ntia	id=g:7075021
Abiakana	id=g:7075028
Ikot Inyang Udo	id=g:7075029
Nto Ukara	id=g:7075274
Utu Etim Ekpo	id=g:7075275
Ikot Isemin	id=g:7075276
Ikot Ntuk	id=g:7075277
Obio Obom	id=g:7075278
Manta	id=g:7075279
Ukpom	id=g:7075280
Ekpe Obio	id=g:7075281
Obio Offot	id=g:7075282
Etok	id=g:7075283
Atan	id=g:7075284
Itiam Okopedi	id=g:7075285
Itiam Ikot Ebia	id=g:7075286
Eziato Quarry	id=g:7075287
Aguenyi	id=g:7075288
Uburu Plantation	id=g:7075289
Amechi	id=g:7075290
Obeagu	id=g:7075291
Amonye	id=g:7075292
Saint John Bosco’s Secondary School	id=g:7075293
Nkwobo	id=g:7075488
Umobor	id=g:7075489
Amangbara	id=g:7075490
Magregor College	id=g:7075491
Oso	id=g:7075492
Ndi Obasi	id=g:7075493
Ora	id=g:7075494
Anofia Nkanu	id=g:7075495
Umoazi	id=g:7075496
Ndi-Enomeanya	id=g:7075497
Ezi	id=g:7075498
Nkakwu	id=g:7075499
Ebom	id=g:7075500
Ndi-Olughu	id=g:7075501
Elugwu	id=g:7075502
Etitiama	id=g:7075503
Amurie	id=g:7075504
Umunnato Joint Hospital	id=g:7075505
Amaozara	id=g:7075506
Amabanta	id=g:7075547
Amabo	id=g:7075548
Umukwa Obayi	id=g:7075549
Ama-Ukwu	id=g:7075550
Ogo-Ubi	id=g:7075551
Ndi-Ogbu	id=g:7075552
Erei Farm Settlement	id=g:7075567
Eziama	id=g:7075568
Ama-Oji	id=g:7075569
Amayi	id=g:7075570
Umumenyi Clinic	id=g:7075571
Ama-Ekpu	id=g:7075572
Onukwu	id=g:7075573
Umukwo	id=g:7075574
Amabia-Ala	id=g:7075575
Ameke Isiegbu	id=g:7075576
Aka Elu-Lodu	id=g:7075577
Lodu	id=g:7075578
Ebem	id=g:7075579
Onegbu Ojo	id=g:7075580
Eastern Nigeria Development Corporation Rubber Estate	id=g:7075581
Agbua	id=g:7075582
Mgbele	id=g:7075603
Ndiobo	id=g:7075604
Eastern Nigeria Development Corporation Cocoa Estate	id=g:7075605
Ogboko	id=g:7075606
Ama Ogbu	id=g:7075607
Okwoyi-Iyienyi	id=g:7075608
Apuagwu	id=g:7075609
Ndiavu	id=g:7075610
Ogoubi-Aro	id=g:7075611
Avonkwu	id=g:7075612
Umu-Ezeala	id=g:7075613
Ahiaeke Ndume	id=g:7075614
Umuana Ndume	id=g:7075615
Umuaroko Ndume	id=g:7075616
Ukpom	id=g:7075617
Eastern Nigeria Development Corporation Cocoa Estate	id=g:7075618
Eastern Nigeria Development Corporation Cocoa Estate	id=g:7075619
Eastern Nigeria Development Corporation Rubber Estate	id=g:7075621
Eastern Nigeria Development Corporation Cocoa Estate	id=g:7075622
Amamini	id=g:7076297
Ubaghara District Court	id=g:7076717
Ututu Isu & Ukwa District Court	id=g:7077316
Uguogo	id=g:7077317
Isu	id=g:7077318
Amakoroma	id=g:7077319
Aro & Iwerri District Court	id=g:7077320
Odoro Ikpe District Court	id=g:7077321
Ikot Udia	id=g:7077322
Itu Mbauzo District Court	id=g:7077323
Ibere District Court	id=g:7077324
Oboro District Court	id=g:7077325
Nkalu District Court	id=g:7077326
Oloko District Court	id=g:7077327
Arriam District Court	id=g:7077328
Obot Akara District Court	id=g:7077329
Nto Edino District Court	id=g:7077330
Eastern Ibibio District Court	id=g:7077331
Ediene Itak District Court	id=g:7077332
Ndiya District Court	id=g:7077333
Mbiakpa Ndiya	id=g:7077334
Iyere District Court	id=g:7078315
Ikpe District Court	id=g:7078316
Ikot Odon	id=g:7078317
Use Abat	id=g:7078318
Itam District Court	id=g:7078319
Ita	id=g:7078320
Oku District Court	id=g:7078321
Cornelia Connelly College	id=g:7078322
Uyo County Court	id=g:7078323
Offet District Court	id=g:7078324
Uhie District Court	id=g:7078325
Otoro Central School	id=g:7078326
Ikot Abia District Court	id=g:7078327
Afaha & Ekpenyong Atai District Court	id=g:7079761
Utu Central School	id=g:7079762
Odoro Ikot District Court	id=g:7079763
Ukana Akpa Utong	id=g:7079764
Ikot Ekefere	id=g:7079765
Okon District Court	id=g:7079766
Achan Ika & Ito Ika District Court	id=g:7079767
Jina Hill	id=g:7079875
Dorayi Hill	id=g:7079876
Ungwan Kwari	id=g:7079877
Sata Hill	id=g:7079878
Gidan Rogo	id=g:7079879
Ogele	id=g:7079880
Panyabo	id=g:7079881
Eybiamen	id=g:7079882
Egono	id=g:7079883
Odame	id=g:7079884
Sukoro	id=g:7079885
Okpongi	id=g:7079886
Aliko	id=g:7079887
Alke	id=g:7079888
Bidenu	id=g:7081140
Udowo	id=g:7081141
Uzogholo	id=g:7081142
Eko	id=g:7081143
Agwa	id=g:7081144
Ujemem	id=g:7081147
Eguare	id=g:7081149
Idumebo	id=g:7081154
Ihumudum	id=g:7081156
Uke	id=g:7081174
Urpene	id=g:7081177
Irrua	id=g:7081180
Ikekiala	id=g:7081182
Ugbenolhua	id=g:7081185
Uhaekpe	id=g:7081190
Iluwozi	id=g:7081193
Uromi	id=g:7081196
Ididigba	id=g:7081204
Igor	id=g:7081206
Ekana	id=g:7081209
Igueben	id=g:7081212
Echenga	id=g:7081215
Akalo	id=g:7081216
Agadega	id=g:7081217
Ologua	id=g:7081218
Onina	id=g:7081219
Eko-Ekpon	id=g:7081220
Igbodo-Igboko	id=g:7081221
Umukela	id=g:7081222
Otta	id=g:7081223
Ute	id=g:7081224
Owerre Olubor	id=g:7081225
Edo-Ogwashi-Uku	id=g:7081226
Ugboru	id=g:7081227
Umudioka-Ogidi	id=g:7081228
Azuowa	id=g:7081229
River Orashi	id=g:7083031
River Iyobo	id=g:7083032
River Okom	id=g:7083033
River Ugbi	id=g:7083034
River Ibu	id=g:7083035
River Anamini	id=g:7083036
River Ikwe	id=g:7083037
River Lawlaw	id=g:7083038
River Ife	id=g:7083039
River Izeh	id=g:7083340
River Uyin	id=g:7083341
River Asa	id=g:7083342
River Oyinbo	id=g:7083343
River Onuiyin	id=g:7083344
River Ilo	id=g:7083345
River Ehie	id=g:7083346
River Anya	id=g:7083347
River Atamini	id=g:7083348
River Iyere	id=g:7083361
River Duem	id=g:7083568
River Ogochia	id=g:7083807
River Mbriba	id=g:7083876
Nfune	id=g:7083877
Ehemeha	id=g:7083878
River Iyogue	id=g:7084059
River Uhome	id=g:7084060
River Otorowi	id=g:7084061
River Otoni	id=g:7084062
River Okpukpo	id=g:7084063
River Iyi Inu	id=g:7084066
River Idonyi	id=g:7084068
Iyi Ochicha	id=g:7084069
River Ahi	id=g:7084072
Iyeke	id=g:7084076
Idim Uye	id=g:7084077
River Oyabout	id=g:7084419
River Okon	id=g:7084420
River Idim Ibom	id=g:7084421
River Abama	id=g:7086526
Idim Nkap	id=g:7086527
Obot Aya	id=g:7086528
River Nsisit	id=g:7086529
River Ambor	id=g:7086530
River Otuep	id=g:7086531
River Iyere	id=g:7086532
Atuagbo	id=g:7090712
Owa-Eke	id=g:7090714
Obi-Deke	id=g:7090715
River Inyang Atamini	id=g:7090852
Ozara	id=g:7097446
Umuegim Quarters	id=g:7098363
Uchi Quarters	id=g:7098364
Umuekete Quarters	id=g:7098365
Umuogwaye Quarters	id=g:7098366
Ivwitapere	id=g:7098382
Otokotu	id=g:7098383
Ogwewho	id=g:7098384
Ebor	id=g:7098385
Ogara	id=g:7098386
Akoko	id=g:7098387
Obiogo	id=g:7098388
Isikaguma	id=g:7098389
Okumesi River	id=g:7098390
Omu River	id=g:7098391
Umusedeli	id=g:7098392
Umuseta	id=g:7098393
Obi-Obawu	id=g:7098394
Iyere Shrine	id=g:7098395
Abara	id=g:7098396
Lake Ebe	id=g:7098397
Matre Dei Grammar School	id=g:7098398
Okoh Ikoro	id=g:7098399
Okoh Itukperi	id=g:7098400
Okoh Ondhwakpor	id=g:7098401
Okoh Unoh	id=g:7098402
Okoh Ekrudu	id=g:7098403
Urhu Agbesa	id=g:7098404
Oteri-Urhuagbesa	id=g:7098405
Ughere-Urhuagbesa	id=g:7098406
Orieubi	id=g:7098418
Ifakala	id=g:7098419
Ejemekwuru	id=g:7098420
Mkpataku	id=g:7098421
Uzele-Ogbaku	id=g:7098422
Okwu-Ogbaku	id=g:7098423
Uba	id=g:7098424
Nwari	id=g:7098425
Ubomukwu	id=g:7098426
Abraka	id=g:7098427
Umubu	id=g:7098428
Inam	id=g:7098429
Eboh	id=g:7098430
Emonu	id=g:7098431
Ovara-Umusu	id=g:7098432
Oromuru	id=g:7098433
Ugono	id=g:7098434
Egbo	id=g:7098435
Okoh Egbogho	id=g:7098436
Okoh Uti	id=g:7098437
Okoh Khikirhe	id=g:7098438
Okoh Idjerhe	id=g:7098439
Erho Korhi	id=g:7098440
Okon Urhuokpe	id=g:7098441
Ero-Ikeh	id=g:7098442
Okoh Idiovwa	id=g:7098443
Eroh-Obaro	id=g:7098444
Ovara-Unukpo	id=g:7098445
Onyobru	id=g:7098446
Imodje	id=g:7098447
Idjere	id=g:7098448
Igbuku	id=g:7098449
Orogun	id=g:7098450
Orhokpokpo	id=g:7098451
Otorhogba	id=g:7098452
Makoghwre	id=g:7098453
Awirhe	id=g:7098454
Eranaka	id=g:7098455
Odovie	id=g:7098456
Ofuoma	id=g:7098457
Etefe	id=g:7098458
Oteri	id=g:7098459
Ophori	id=g:7098460
Adjekemevor	id=g:7098461
Samagidi	id=g:7098462
Ehwahwa	id=g:7098463
Edoide	id=g:7098464
Imiroje	id=g:7098465
Oghara	id=g:7098466
Oghrere	id=g:7098467
Egbahe	id=g:7098468
Ivrogbo	id=g:7098469
Ujevbe	id=g:7098470
Igbuku	id=g:7098471
Etewe Quarters	id=g:7098472
Erovie Quarters	id=g:7098473
Eniagbodhi	id=g:7098474
Erawah	id=g:7098475
Ewhotie	id=g:7098476
Ekreka	id=g:7098477
Iwrekpokpor	id=g:7098478
Opre	id=g:7098479
Ojuvwre	id=g:7098480
Odjighori	id=g:7098481
Agbarha-Otor	id=g:7098482
Okpara	id=g:7098483
Omavovwe	id=g:7098484
Iwremeragha	id=g:7098485
Iwrogbovwa	id=g:7098486
Iwrohwaro	id=g:7098487
Afiesere	id=g:7098488
Iwrekpokpo	id=g:7098489
Ekrejeba	id=g:7098490
Uduere	id=g:7098491
Saniko Market	id=g:7098492
Afiesere	id=g:7098493
Opheri	id=g:7098494
Eriem Fields	id=g:7098495
Iwre-Grigri	id=g:7098496
Akiewe	id=g:7098497
Emesoye	id=g:7098498
Olecha	id=g:7098499
Orifta	id=g:7098500
Eziora	id=g:7098501
Nza	id=g:7098502
Ekwusigo	id=g:7098503
Ekwusigo	id=g:7098504
Okofia	id=g:7098505
Okofia	id=g:7098506
Otolo	id=g:7098527
Otolo	id=g:7098528
Ekpara	id=g:7098529
Ozu	id=g:7098530
Obene	id=g:7098531
Uttuh	id=g:7098532
Ihembosi	id=g:7098533
Udene	id=g:7098534
Ebenator	id=g:7098535
Ogene	id=g:7098536
Anoru	id=g:7098537
Orsumeyin	id=g:7098538
Ukpor	id=g:7098539
Umuruko	id=g:7098540
Orkija	id=g:7098541
Isieke	id=g:7098542
Lilu	id=g:7098543
Lilu	id=g:7098544
Ubaraekwem	id=g:7098545
Akpaka	id=g:7098546
Osu-Umuezekpe	id=g:7098585
Assa	id=g:7098586
Orsuihiteukwa	id=g:7098587
Orsumoghu	id=g:7098588
Mbosi	id=g:7098589
Ubarakpaka	id=g:7098590
Ogboro	id=g:7098591
Eziawa	id=g:7098592
Umuakabia	id=g:7098593
Afozuru	id=g:7098594
Amoebo	id=g:7098595
Eziama	id=g:7098596
Amazu I	id=g:7098597
Amagu	id=g:7098598
Ubrihi Jeofor	id=g:7098599
Akaba	id=g:7098600
Amazu II	id=g:7098601
Akata	id=g:7098602
Ayinneji	id=g:7098603
Egwungwu	id=g:7098604
Ubahidara	id=g:7098605
Egbu	id=g:7098606
Amamputu-Uli	id=g:7098607
Osiam	id=g:7098608
Omuma	id=g:7098609
Eleh	id=g:7098610
Umuoma	id=g:7098611
Afoegbu	id=g:7098612
Atughobi	id=g:7098613
Amokwa	id=g:7098614
Atta	id=g:7098615
Umuoji	id=g:7098616
Egbu	id=g:7098617
Otulu	id=g:7098618
Umuehi	id=g:7098619
Asa River	id=g:7098620
Ubarazor	id=g:7098621
Nkwesi	id=g:7098622
Nnebuku	id=g:7098623
Kalabari Beach	id=g:7098624
Oguta II	id=g:7098625
Ossu-Obodo	id=g:7098626
Awomama Catholic Seminary	id=g:7098627
Abeizeam	id=g:7098628
Awa	id=g:7098629
Umuokwu	id=g:7098630
Akata	id=g:7098631
Orieama	id=g:7098632
Azara	id=g:7098633
Eziama-Obiato	id=g:7098634
Umuofor	id=g:7098635
Akabo	id=g:7098636
Ezi-Ossu Camp	id=g:7098637
Osoji	id=g:7098638
Osoji	id=g:7098639
Ohi	id=g:7099042
Uboma	id=g:7099043
Ogba	id=g:7099044
Ngbala	id=g:7099045
Ukwugba	id=g:7099046
Ndegwu	id=g:7099047
Amakohia	id=g:7099048
Mgbara	id=g:7099049
Obiakpu	id=g:7099050
Otuwodo	id=g:7099051
Ekuigbo	id=g:7099082
Oteri-Iyede	id=g:7099083
Ewohkpokpo	id=g:7099084
Kugbedi	id=g:7099085
Alagba	id=g:7099086
Dorlo	id=g:7099087
Igbide	id=g:7099088
Asume	id=g:7099089
Rorvwu	id=g:7099090
Igbide	id=g:7099091
Evwen	id=g:7099092
Osabari-Okpe Camp	id=g:7099093
Eziro Camp	id=g:7099094
Ekpe	id=g:7099095
Okoroafor	id=g:7099096
Lagos Iyede-Ame	id=g:7099097
Azagba	id=g:7099098
Lagos-Iyidi	id=g:7099099
Iyedema	id=g:7099100
Ewhokpe	id=g:7099101
Akrai	id=g:7099102
Ewusagba	id=g:7099103
Ivwride	id=g:7099104
Emovie Pond	id=g:7099105
Uli	id=g:7099106
Udo	id=g:7099107
Ada	id=g:7099108
Uro	id=g:7099109
Ivori-Irri	id=g:7099110
Ukpemo Camp	id=g:7099111
Capenta Camp	id=g:7099112
Otewo Camp	id=g:7099113
Itobi-Ige	id=g:7099114
Iyede	id=g:7099115
Iyede Ame	id=g:7099116
Warri	id=g:7099117
Onogboko	id=g:7099118
Kiagbodor	id=g:7099119
Ivori	id=g:7099120
Okrama	id=g:7099121
Ukpude	id=g:7100147
Okrama	id=g:7100148
Ivrogbo	id=g:7100149
Ibedeni	id=g:7100150
Iwhrepanama	id=g:7100151
Azagba Camp	id=g:7100152
Okporo Camp	id=g:7100153
Umuolo	id=g:7100154
Udhedhe	id=g:7100155
Egode Camp	id=g:7100156
Iyedame	id=g:7100157
Itebiege	id=g:7100158
Okube Station	id=g:7100159
Asafo	id=g:7100160
Egbeme	id=g:7100161
Upude	id=g:7100162
Aderie	id=g:7100163
Awopaka	id=g:7100164
Edherie	id=g:7100165
Ewhopaka	id=g:7100166
Umuti	id=g:7100180
Osutu	id=g:7100181
Ewhogu	id=g:7100182
Azuebor	id=g:7100183
Obodo-Ichekere-Aku	id=g:7100184
Isafa	id=g:7100185
Ughelli	id=g:7100186
Okpare	id=g:7100187
Aberu	id=g:7100188
Adaiwai	id=g:7100189
Warri	id=g:7100190
Ntezi Camp	id=g:7100191
Ase	id=g:7100192
Emadia	id=g:7100193
Okpari	id=g:7100194
Araya	id=g:7100195
Arayaokpare	id=g:7100196
Okpahwa	id=g:7100197
Abero	id=g:7100198
Afiawa Lake	id=g:7100199
Egbo	id=g:7100200
Aworobia	id=g:7100201
Warri Irri	id=g:7100202
Ekpeniwhare	id=g:7100203
