Eparchía Kydonías	id=g:445436
Paralia Platania	id=g:6950568
Elafonisi beach	id=g:6950573
vrahati	id=g:6950977
Tsilivi	id=g:6950981
Firostefani	id=g:6950982
Paleokastritsa	id=g:6950984
Agistri	id=g:6950985
Archanes	id=g:6950986
Amoudara Lasithiou	id=g:6950987
Houlakia	id=g:6950988
Megali Ammos	id=g:6950991
Agios Ioannis Mykonos	id=g:6950992
Kato Daratso	id=g:6950993
Arolithos	id=g:6950997
Piso Livadi	id=g:6950998
Kastellocampos	id=g:6950999
Nea Cryssi Akti	id=g:6951002
Panormos Kalymnos	id=g:6951006
Vassilias	id=g:6951008
Skliri	id=g:6951020
Lagonissi	id=g:6951024
Aggelika	id=g:6951028
Drafaki	id=g:6951045
Tagoo	id=g:6951046
Kerveli	id=g:6951056
Vlychada	id=g:6951057
Logaras	id=g:6951081
Parasporos	id=g:6951082
Kalo Livadi	id=g:6951091
Drios	id=g:6951092
Alykes Potamou	id=g:6951093
Vatera	id=g:6951095
Nea Kydonia	id=g:6951110
Panormos Mykonos	id=g:6951116
Meliá Athens	id=g:6951462
Provlita Ayías Roúmelis	id=g:6951831
Paralia Ayías Roúmelis	id=g:6951832
Limín Loutrou	id=g:6951835
University of Peloponnese	id=g:6954181
Santorini	id=g:6955477
Finikounta	id=g:6956142
MISTRAL MARE Hotel	id=g:7114173
Gramos	id=g:7115628
Grikos	id=g:7115762
palace	id=g:7279839
Kolymbia	id=g:7280000
Lixouri	id=g:7280002
Analipsi	id=g:7280529
Mylopotas	id=g:7280530
preveli yoga community	id=g:7280570
Lagadia	id=g:7280749
Dimario	id=g:7280888
HVDC Italy-Greece - Arachthos Static Inverter Plant	id=g:7282538
HVDC Italy-Greece - Gjiri i Ftelias Cable Terminal	id=g:7283679
HVDC Italy-Greece - Anode	id=g:7283681
HVDC Italy-Greece - Electrode Line Branch	id=g:7283683
Paleo Faliro	id=g:7283695
schinias	id=g:7283697
OTE Tower	id=g:7283911
Archaeological Museum of Athens	id=g:7287694
Agios Ioannis	id=g:7287704
Aghios Nikolaos	id=g:7287999
porto vromi	id=g:7288000
Timotheos Studios	id=g:7288004
Football Pitch	id=g:7288005
Football Stadium	id=g:7288006
Windmill Bay Hotel	id=g:7288009
Argassi Church	id=g:7288024
Limnionas	id=g:7288035
Perama	id=g:7289236
Achladias	id=g:7289315
Alykanas	id=g:7289321
Naoussa	id=g:7289407
Messogui	id=g:7289468
Apokóronas	id=g:7289492
Chalikeri	id=g:7289502
Kremithas	id=g:7289507
Kolympithres	id=g:7289624
Santa Maria	id=g:7289677
Megali Ammos	id=g:7289785
Skala	id=g:7289851
Agrilia	id=g:7290250
Karavomylos	id=g:7290265
Rouvas Gorge	id=g:7290270
Ambelákia	id=g:7290287
Exomytis	id=g:7290402
Kefalonia	id=g:7290409
Ano Vassilikos	id=g:7290467
Kalypso	id=g:7290507
Dafnila	id=g:7302292
Vasilika	id=g:7302336
Danilia	id=g:7302337
Epigraphical Museum	id=g:7302521
Mega Gialo	id=g:7302526
Poseidonia	id=g:7302528
Choulakia	id=g:7302530
Platani	id=g:7302539
Casino Rodos	id=g:7302597
Mandraki Marina	id=g:7302598
Medieval City of Rhodes	id=g:7302599
Afandou Golf Course of Rhodes	id=g:7302600
Kamiros	id=g:7302601
Filerimos	id=g:7302602
Crete Golf Club	id=g:7302753
Ammoudara	id=g:7302818
Akrotiri	id=g:7302893
Alykes	id=g:7302994
Edipsos	id=g:7303170
Kato Gouves	id=g:7303252
Aliko	id=g:7303280
Rodakino	id=g:7303334
Ioánnina	id=g:7303595
Vrachonísdes Kokkinonísia	id=g:7323897
Vráchos Kampá	id=g:7323898
Órmos Loútsas	id=g:7323899
Ýfalos Trypití	id=g:7324092
Thorikos	id=g:7324093
Vráchoi Koudoúnia	id=g:7324475
Saronís	id=g:7324476
Vráchos Pothitáki	id=g:7324477
Ákra Thyníki	id=g:7324478
Kalývria Paralías	id=g:7324479
Vráchoi Mermígkia	id=g:7324480
Ýfalos Kakoulídi	id=g:7325382
Vráxhos Kasídis	id=g:7325384
Stenó Flevón	id=g:7325422
Ýfalos Lóney	id=g:7326051
Óros Aigáleo	id=g:7326406
Loutrópyrgos	id=g:7329725
Ormískos Souválas	id=g:7329969
Ákra Kolóna	id=g:7329971
Liménas Aíginas	id=g:7329972
Óros Óros	id=g:7330052
Psísta	id=g:7342928
Ákra Kapnodóki	id=g:7347434
Ákra Trellí	id=g:7348328
Ormískos Kirkáti	id=g:7350227
Skironídes Pétrai	id=g:7350230
Kakí Skála	id=g:7350231
Kólpos Kenchreon	id=g:7350412
Ormískos Sideróna	id=g:7350571
Ákra Kechriés	id=g:7350572
Moní Zoúrvas	id=g:7350656
Ormískos Zogkoú	id=g:7350660
Ýfalos Stavrós	id=g:7350773
Nisís Ágios Nikólaos	id=g:7350859
Ákra Ágios Konstantínos	id=g:7350860
Ákra Nísiza	id=g:7350861
Órmos Nísiza	id=g:7351003
Vrachonisís Nísiza	id=g:7351352
Vráchos Alíki	id=g:7351823
Ýfalos Tríkkeri	id=g:7351905
Ákra Váïza	id=g:7351999
Ákra Boúrmpoulo	id=g:7352003
Panagítsa	id=g:7352184
Órmos Váltou	id=g:7366646
Ágios Nikólaos	id=g:7366849
Ákra Chaïdári	id=g:7366867
Límni Moustós	id=g:7370605
Ýfalos Toló	id=g:7370954
Órmos Kryonéri	id=g:7370989
Ákra Tyrós	id=g:7371027
Ákra Vathý Avláki	id=g:7371619
Moní Evangelístrias	id=g:7372009
Ýfalos Vathý	id=g:7372010
Epidavros Limira	id=g:7372038
Nisís Rodítsa	id=g:7372039
Agia Marina	id=g:7506789
Liston	id=g:7521319
Knossos Palace	id=g:7521508
Aktion National Airport	id=g:7522498
Zagori	id=g:7522499
Marousi	id=g:7522530
Costa Navarino	id=g:7534441
Leros	id=g:7535470
Little Venice	id=g:7536004
Mykonos Island National Airport	id=g:7536006
Poros, Kefalonia	id=g:7536100
South Sandwich Islands	id=g:3426222
South Georgia	id=g:3426223
Zenker Ridge	id=g:3426224
Zavodovski Island	id=g:3426225
Wordie Point	id=g:3426226
Windy Cove	id=g:3426227
Wilson Rock	id=g:3426228
Wilson Harbour	id=g:3426229
Cape Wilson	id=g:3426230
Willis Islands	id=g:3426231
West Skerry	id=g:3426232
Welcome Islands	id=g:3426233
Weddell Point	id=g:3426234
Weddell Glacier	id=g:3426235
Vulcan Point	id=g:3426236
Visokoi Island	id=g:3426237
Vindication Island	id=g:3426238
Verdant Island	id=g:3426239
Cape Vakop	id=g:3426240
Cape Vahsel	id=g:3426241
Undine South Harbour	id=g:3426242
Undine Harbour	id=g:3426243
Twitcher Rock	id=g:3426244
Twitcher Glacier	id=g:3426245
Trulla Bluff	id=g:3426246
Trousers Rock	id=g:3426247
Trinity Island	id=g:3426248
Traversay Islands	id=g:3426249
Tow Bay	id=g:3426250
Tortula Cove	id=g:3426251
Tornquist Bay	id=g:3426252
Tønsberg Point	id=g:3426253
Tomblin Rock	id=g:3426254
Tijuca Point	id=g:3426255
Thule Island	id=g:3426256
Three Brothers	id=g:3426257
Theodor Rock	id=g:3426258
Tern Island	id=g:3426259
Teal Ponds	id=g:3426260
Swell Point	id=g:3426261
Susa Point	id=g:3426262
Sunset Fjord	id=g:3426263
Sulphur Point	id=g:3426264
Mount Sugartop	id=g:3426265
Sudan Beach	id=g:3426266
Stromness Harbour	id=g:3426267
Stromness Bay	id=g:3426268
Storer Reef	id=g:3426269
Stewart Strait	id=g:3426270
Stench Point	id=g:3426271
South West Point	id=g:3426272
Southern Thule	id=g:3426273
South Bay	id=g:3426274
Sørn and Bernt	id=g:3426275
Snow Peak	id=g:3426276
Smoky Wall	id=g:3426277
Smillie Peak	id=g:3426278
Smaaland Cove	id=g:3426279
Sky Rock	id=g:3426280
Skua Island	id=g:3426281
Skrap Skerries	id=g:3426282
Mount Skittle	id=g:3426283
Sitka Bay	id=g:3426284
Shrove Point	id=g:3426285
Shelter Point	id=g:3426286
Sheep Point	id=g:3426287
Shannon Point	id=g:3426288
The Sentinels	id=g:3426289
Seaward Rock	id=g:3426290
Sea Serpent Cove	id=g:3426291
Sea Leopard Fjord	id=g:3426292
Scotia Sea	id=g:3426293
Schrader Glacier	id=g:3426294
Schlieper Bay	id=g:3426295
Scarlett Point	id=g:3426296
Saw Rock	id=g:3426297
Saunders Island	id=g:3426298
Cape Saunders	id=g:3426299
Sappho Point	id=g:3426300
Santa Rock	id=g:3426301
Salvesen Range	id=g:3426302
Saint Andrews Bay	id=g:3426303
Saddle Bluff	id=g:3426304
Sacramento Bight	id=g:3426305
Ryan Reef	id=g:3426306
Rumbolds Point	id=g:3426307
Royal Bay	id=g:3426308
Ross Pass	id=g:3426309
Ross Glacier	id=g:3426310
Rosita Harbour	id=g:3426311
Cape Rosa	id=g:3426312
Mount Roots	id=g:3426313
Romerof Head	id=g:3426314
Rolf Rock	id=g:3426315
Rogged Bay	id=g:3426316
Rocky Bay	id=g:3426317
Robertson Point	id=g:3426318
Right Whale Rocks	id=g:3426319
Right Whale Bay	id=g:3426320
Restitution Point	id=g:3426321
Resolution Point	id=g:3426322
Rescue Rock	id=g:3426323
Reef Point	id=g:3426324
Ramp Rocks	id=g:3426325
Queen Maud Bay	id=g:3426326
Pyramid Peak	id=g:3426327
Purvis Glacier	id=g:3426328
Prion Island	id=g:3426329
Prince Olav Harbor	id=g:3426330
Cape Pride	id=g:3426331
Possession Bay	id=g:3426332
Pollux Rock	id=g:3426333
Poa Cove	id=g:3426334
Pirner Point	id=g:3426335
Pirner Peak	id=g:3426336
Mount Pirner	id=g:3426337
Pig Point	id=g:3426338
Pickersgill Islands	id=g:3426339
Phyllis Bay	id=g:3426340
Philippi Glacier	id=g:3426341
Petrel Island	id=g:3426342
Penguin River	id=g:3426343
Pearson Point	id=g:3426344
Paulsen Peak	id=g:3426345
Cape Paryadin	id=g:3426346
Papua Beach	id=g:3426347
Paget Glacier	id=g:3426348
Mount Paget	id=g:3426349
Pacific Point	id=g:3426350
Outer Lee Island	id=g:3426351
Osmic Hill	id=g:3426352
Olav Rocks	id=g:3426353
The Office Boys	id=g:3426354
Ocean Harbour	id=g:3426355
Cape Nuñez	id=g:3426356
Novosilski Glacier	id=g:3426357
Novosilski Bay	id=g:3426358
North Bay	id=g:3426359
Cape North	id=g:3426360
Nordenskjöld Peak	id=g:3426361
Nordenskjöld Glacier	id=g:3426362
Nobby	id=g:3426363
Newark Bay	id=g:3426364
Neumayer Glacier	id=g:3426365
Nelson Channel	id=g:3426366
Nattriss Point	id=g:3426367
Nattriss Head	id=g:3426368
Nansen Reef	id=g:3426369
Nameless Point	id=g:3426370
Nachtigal Peak	id=g:3426371
Morse Point	id=g:3426372
Morris Glacier	id=g:3426373
Moraine Fjord	id=g:3426374
Montagu Island	id=g:3426375
Moltke Harbour	id=g:3426376
Mollyhawk Island	id=g:3426377
Milward Patch	id=g:3426378
Mikhaylov Point	id=g:3426379
Mount Michael	id=g:3426380
Merton Passage	id=g:3426381
Mercer Bay	id=g:3426382
Maurice Channel	id=g:3426383
Matthews Point	id=g:3426384
Maiviken	id=g:3426385
Mai Point	id=g:3426386
Main Island	id=g:3426387
Lyell Glacier	id=g:3426388
Luisa Bay	id=g:3426389
Luck Point	id=g:3426390
Lucas Glacier	id=g:3426391
Low Rock Point	id=g:3426392
Long Point	id=g:3426393
Longlow Rock	id=g:3426394
Lonely Island	id=g:3426395
Little Moltke Harbour	id=g:3426396
Little Jason Lagoon	id=g:3426397
Lighthouse Bay	id=g:3426398
Leskov Island	id=g:3426399
Leon Head	id=g:3426400
Leith Harbour	id=g:3426401
Larsen Point	id=g:3426402
Larsen Harbour	id=g:3426403
Mount Larsen	id=g:3426404
Mount Krokisius	id=g:3426405
Koppervik	id=g:3426406
Köppen Point	id=g:3426407
König Glacier	id=g:3426408
Kohl Plateau	id=g:3426409
Knob Point	id=g:3426410
The Knob	id=g:3426411
Klutschak Point	id=g:3426412
King Haakon Bay	id=g:3426413
King Edward Point	id=g:3426414
King Edward Cove	id=g:3426415
Kelp Point	id=g:3426416
Kelp Bay	id=g:3426417
Kanin Point	id=g:3426418
Kade Point	id=g:3426419
Jumbo Cove	id=g:3426420
Jomfruene	id=g:3426421
Johannsen Loch	id=g:3426422
Johannesen Point	id=g:3426423
Jeffries Point	id=g:3426424
Jason Island	id=g:3426425
Jason Harbour	id=g:3426426
Bay of Isles	id=g:3426427
Isaacson Point	id=g:3426428
Irving Point	id=g:3426429
Iris Bay	id=g:3426430
Invisible Island	id=g:3426431
Inner Lee Island	id=g:3426432
Ice Fjord	id=g:3426433
Husvik Harbour	id=g:3426434
Husvik	id=g:3426435
Humpback Rocks	id=g:3426436
Hound Bay	id=g:3426437
Horseshoe Bay	id=g:3426438
Horse Head	id=g:3426439
Horsburgh Point	id=g:3426440
Hope Point	id=g:3426441
Hogs Mouth Rocks	id=g:3426442
Mount Hodson	id=g:3426443
Mount Hodges	id=g:3426444
Hobart Rock	id=g:3426445
High Rock	id=g:3426446
Hewison Point	id=g:3426447
Herd Point	id=g:3426448
Hercules Point	id=g:3426449
Hercules Bay	id=g:3426450
Heaney Glacier	id=g:3426451
Hauge Reef	id=g:3426452
Hash Island	id=g:3426453
Harrison Point	id=g:3426454
Harper Point	id=g:3426455
Mount Harmer	id=g:3426456
Harker Point	id=g:3426457
Harker Glacier	id=g:3426458
Hardy Point	id=g:3426459
Cape Harcourt	id=g:3426460
Harbour Point	id=g:3426461
Hamberg Lakes	id=g:3426462
Hamberg Glacier	id=g:3426463
Gull Lake	id=g:3426464
The Guides	id=g:3426465
Grytviken	id=g:3426466
Grindle Rock	id=g:3426467
Green Island	id=g:3426468
Grass Island	id=g:3426469
Grassholm	id=g:3426470
Grace Glacier	id=g:3426471
Gold Harbour	id=g:3426472
Godthul	id=g:3426473
Cape George	id=g:3426474
Geikie Glacier	id=g:3426475
Fryer Point	id=g:3426476
Frida Hole	id=g:3426477
Freezland Rock	id=g:3426478
Framnaes Point	id=g:3426479
Fortuna Rocks	id=g:3426480
Fortuna Glacier	id=g:3426481
Fortuna Bay	id=g:3426482
Forsters Passage	id=g:3426483
Cape Flannery	id=g:3426484
First Rock	id=g:3426485
First Point	id=g:3426486
First Milestone	id=g:3426487
Finger Point	id=g:3426488
Filchner Rocks	id=g:3426489
Ferguson Bay	id=g:3426490
Farewell Point	id=g:3426491
Fanning Ridge	id=g:3426492
Fairway Rock	id=g:3426493
Factory Point	id=g:3426494
Esbensen Bay	id=g:3426495
Eosin Hill	id=g:3426496
Enten Bay	id=g:3426497
Elsehul	id=g:3426498
Elephant Lagoon	id=g:3426499
Elephant Cove	id=g:3426500
Echo Pass	id=g:3426501
East Skerry	id=g:3426502
East Bay	id=g:3426503
Mount Duse	id=g:3426504
Ducloz Head	id=g:3426505
Drygalski Fjord	id=g:3426506
Douglas Strait	id=g:3426507
Doubtful Bay	id=g:3426508
Dot Island	id=g:3426509
Doris Bay	id=g:3426510
Discovery Point	id=g:3426511
Cape Disappointment	id=g:3426512
Diaz Cove	id=g:3426513
Demon Point	id=g:3426514
Cape Demidov	id=g:3426515
Dartmouth Point	id=g:3426516
Mount Darnley	id=g:3426517
Cape Darnley	id=g:3426518
Daisy Point	id=g:3426519
The Cut	id=g:3426520
Cumberland West Bay	id=g:3426521
Cumberland East Bay	id=g:3426522
Cumberland Bay	id=g:3426523
The Crutch	id=g:3426524
Crosscut Point	id=g:3426525
Crewe Rock	id=g:3426526
Cape Crewe	id=g:3426527
Crescent Island	id=g:3426528
Crater Bay	id=g:3426529
Craigie Point	id=g:3426530
Cornwall Peaks	id=g:3426531
Cordelia Bay	id=g:3426532
Cooper Sound	id=g:3426533
Cooper Island	id=g:3426534
Cooper Bay	id=g:3426535
Cook Rock	id=g:3426536
Cook Island	id=g:3426537
Cook Glacier	id=g:3426538
Cook Bay	id=g:3426539
Contrast Rocks	id=g:3426540
Cape Constance	id=g:3426541
Committee Bay	id=g:3426542
Coffin Top	id=g:3426543
Coffin Rock	id=g:3426544
Cobblers Cove	id=g:3426545
Coal Harbour	id=g:3426546
Clerke Rocks	id=g:3426547
Chinstrap Point	id=g:3426548
Cape Charlotte	id=g:3426549
Castor Rock	id=g:3426550
Carl Passage	id=g:3426551
Carey Point	id=g:3426552
Candlemas Islands	id=g:3426553
Candlemas Island	id=g:3426554
Camp Bay	id=g:3426555
Calf Head	id=g:3426556
Busen Point	id=g:3426557
Burnet Cove	id=g:3426558
Cape Buller	id=g:3426559
Bucentaur Rock	id=g:3426560
Brutus Island	id=g:3426561
Brunonia Glacier	id=g:3426562
Brown Mountain	id=g:3426563
Brothers Rocks	id=g:3426564
Brøgger Glacier	id=g:3426565
Brøde Island	id=g:3426566
Bristol Island	id=g:3426567
Breakwind Ridge	id=g:3426568
Brain Island	id=g:3426569
Braces Point	id=g:3426570
Borley Point	id=g:3426571
Bore Valley	id=g:3426572
Boot Rock	id=g:3426573
Blue Whale Harbour	id=g:3426574
Black Rocks	id=g:3426575
Reef Point	id=g:3426576
Black Head	id=g:3426577
Bird Sound	id=g:3426578
Bird Island	id=g:3426579
Bill Rock	id=g:3426580
Cape Best	id=g:3426581
Bertrab Glacier	id=g:3426582
Bellingshausen Point	id=g:3426583
Bellingshausen Island	id=g:3426584
Mount Belinda	id=g:3426585
Beckmann Fjord	id=g:3426586
Beach Point	id=g:3426587
Bar Rocks	id=g:3426588
Barlas Bank	id=g:3426589
Barff Point	id=g:3426590
Balsam Beach	id=g:3426591
Babe Island	id=g:3426592
Assistance Bay	id=g:3426593
Aspasia Point	id=g:3426594
Anvil Stacks	id=g:3426595
Antarctic Point	id=g:3426596
Antarctic Bay	id=g:3426597
Annenkov Island	id=g:3426598
Aniline Island	id=g:3426599
Anchorage Bay	id=g:3426600
Ample Bay	id=g:3426601
Allen Point	id=g:3426602
Allen Bay	id=g:3426603
Allardyce Range	id=g:3426604
Cape Alexandra	id=g:3426605
Alert Rock	id=g:3426606
Albatross Island	id=g:3426607
Point Abrahamsen	id=g:3426608
Holgate Shoal	id=g:3474082
Byrde Rocks	id=g:3474083
Owen Shoals	id=g:3474084
Church Bay	id=g:3474085
Narval Bay	id=g:3474086
Comer Crag	id=g:3474087
Wales Head	id=g:3474088
Ryan Glacier	id=g:3474089
Miles Bay	id=g:3474090
Warburton Peak	id=g:3474091
Saddle Island	id=g:3474092
Bomford Peak	id=g:3474093
Cheapman Bay	id=g:3474094
Ram Head	id=g:3474095
Kelp Bank	id=g:3474096
Shag Point	id=g:3474097
Start Point	id=g:3474098
Hammerstad Reef	id=g:3474099
Mount Cunningham	id=g:3474100
Shallop Cove	id=g:3474101
Semla Reef	id=g:3474102
Kjellstrøm Rock	id=g:3474103
Nuñez Peninsula	id=g:3474104
Esmark Glacier	id=g:3474105
Jossac Bight	id=g:3474106
Keilhau Glacier	id=g:3474107
Horror Rock	id=g:3474108
Rustad Bay	id=g:3474109
Mislaid Rock	id=g:3474110
Low Reef	id=g:3474111
Second Milestone	id=g:3474112
Stromness	id=g:3474113
Stanley Peak	id=g:3474114
Mount Barren	id=g:3474115
Admiralty Peak	id=g:3474116
Jason Peak	id=g:3474117
West Point	id=g:3474118
Lancing Glacier	id=g:3474119
Kjerulf Glacier	id=g:3474120
Vestfold Island	id=g:3474121
Larvik	id=g:3474122
Jacobsen Bight	id=g:3474123
Christophersen Glacier	id=g:3474124
Hauge Strait	id=g:3474125
Henningsen Glacier	id=g:3474126
Helland Glacier	id=g:3474127
Skontorp Rock	id=g:3474128
Freberg Rocks	id=g:3474129
Reusch Glacier	id=g:3474130
Austin Head	id=g:3474131
Barff Peninsula	id=g:3474132
O’Conner Peak	id=g:3474133
Black Peak	id=g:3474134
Ellerbeck Peak	id=g:3474135
Greene Peninsula	id=g:3474136
Sheridan Peak	id=g:3474137
Mount Fagan	id=g:3474138
Binary Peaks	id=g:3474139
Harcourt Island	id=g:3474140
Will Point	id=g:3474141
Mount Brooker	id=g:3474142
Wheeler Glacier	id=g:3474143
Mount Fraser	id=g:3474144
Nilsen Island	id=g:3474145
Jonassen Rocks	id=g:3474146
Mount Baume	id=g:3474147
Mount Paterson	id=g:3474148
Hindle Glacier	id=g:3474149
Kupriyanov Islands	id=g:3474150
Harmer Glacier	id=g:3474151
Ranvik	id=g:3474152
Bordal Rock	id=g:3474153
Trollhul	id=g:3474154
Jenkins Glacier	id=g:3474155
Risting Glacier	id=g:3474156
Mount Macklin	id=g:3474157
Mount Carse	id=g:3474158
Bjornstadt Bay	id=g:3474159
Müller Point	id=g:3474160
Herz Glacier	id=g:3474161
Wirik Bay	id=g:3474162
Salomon Glacier	id=g:3474163
Hamilton Bay	id=g:3474164
Price Glacier	id=g:3474165
South Georgia and the South Sandwich Islands	id=g:3474415
Sierra Madre	id=g:3516608
Río Sarstún	id=g:3581115
Río Jalapa	id=g:3587503
Montaña Zuril	id=g:3587504
Municipio de Zunilito	id=g:3587505
Zunilito	id=g:3587506
Volcán Zunil	id=g:3587507
Municipio de Zunil	id=g:3587508
Finca Zunil	id=g:3587509
Zunil	id=g:3587510
Zorrillos	id=g:3587511
Zorrillo	id=g:3587512
Quebrada Zompopero	id=g:3587513
Cerro Zompopero	id=g:3587514
Zompopero	id=g:3587515
Zompopero	id=g:3587516
Zompopero	id=g:3587517
Río Zin	id=g:3587518
Río Zepoctún	id=g:3587519
Zelandia	id=g:3587520
Zayas	id=g:3587521
Zarzona	id=g:3587522
Zarzamora	id=g:3587523
Cerro Zarzal	id=g:3587524
Cerro Zarzal	id=g:3587525
Cerro Zarzal	id=g:3587526
Zarzal	id=g:3587527
Zarzal	id=g:3587528
Zarzal	id=g:3587529
Río Zarza	id=g:3587530
Río Zarza	id=g:3587531
Río Zarsaparrilla	id=g:3587532
Río Zarco	id=g:3587533
Río Zarco	id=g:3587534
Río Zarco	id=g:3587535
Río Zarco	id=g:3587536
Río Zarco	id=g:3587537
Riachuelo Zarco	id=g:3587538
Quebrada Zarca	id=g:3587539
Río Zarbabal	id=g:3587540
Municipio de Zaragoza	id=g:3587541
Finca Zaragoza	id=g:3587542
Zaragoza	id=g:3587543
Zapotitlancito	id=g:3587544
Municipio de Zapotitlán	id=g:3587545
Zapotitlán	id=g:3587546
Zapote del Bálsamo	id=g:3587547
Río del Zapote	id=g:3587548
Río Zapote	id=g:3587549
Río Zapote	id=g:3587550
Quebrada del Zapote	id=g:3587551
Quebrada del Zapote	id=g:3587552
Quebrada del Zapote	id=g:3587553
Quebrada del Zapote	id=g:3587554
Quebrada Zapote	id=g:3587555
Finca Zapote	id=g:3587556
Cerro del Zapote	id=g:3587557
Zapote	id=g:3587558
Quebrada del Zapotal	id=g:3587559
Laguneta Zapotal	id=g:3587560
Zapotal	id=g:3587561
Zapotal	id=g:3587562
Hacienda Zanjón Seco	id=g:3587563
Zanjón San Lorenzo	id=g:3587564
Zanjón El Tiesto	id=g:3587565
Zanjón de Agua	id=g:3587566
Zanjón Cuache	id=g:3587567
Laguna Zambuco	id=g:3587568
Quebrada de Zaculeu	id=g:3587569
Finca Zaculeu	id=g:3587570
Zaculeu	id=g:3587571
Zaculeu	id=g:3587572
Zaculeu	id=g:3587573
Zacuapa	id=g:3587574
Zacuapa	id=g:3587575
Finca Zacualpilla	id=g:3587576
Zacualpa	id=g:3587578
Quebrada Zacateros	id=g:3587579
Finca Zacateros	id=g:3587580
Punta Zacatal	id=g:3587581
Zacatal	id=g:3587582
Zacatal	id=g:3587583
Cerro Zacarías	id=g:3587584
Municipio de Zacapa	id=g:3587585
Departamento de Zacapa	id=g:3587586
Zacapa	id=g:3587587
Yuxquén	id=g:3587588
Yuxén	id=g:3587589
Finca Yuscarán	id=g:3587590
Municipio de Yupiltepeque	id=g:3587591
Cerro Yupiltepeque	id=g:3587592
Yupiltepeque	id=g:3587593
Río Yumar	id=g:3587594
Yuma	id=g:3587595
Yulmacap	id=g:3587596
Río Yulconob	id=g:3587597
Laguneta Yulchén	id=g:3587598
Yulchén	id=g:3587599
Riachuelo Yulcastén	id=g:3587600
Montaña Yulbatlac	id=g:3587601
Yulá San Juan	id=g:3587602
Yulachequé	id=g:3587603
Yucales	id=g:3587604
Yoxoclá	id=g:3587605
York	id=g:3587606
Yoltenam	id=g:3587607
Yolsinís	id=g:3587608
Cerro Yolquén	id=g:3587609
Laguna Yolnabaj	id=g:3587610
Río Yolicham	id=g:3587611
Yolicham	id=g:3587612
Yolhuitz Grande	id=g:3587613
Río Yolhuitz	id=g:3587614
Río Yolhuitz	id=g:3587615
Laguneta Yolhuitz	id=g:3587616
Yolhuitz	id=g:3587617
Cerro Yolcultac	id=g:3587618
Yolcultac	id=g:3587619
Río Yoláquitac	id=g:3587620
Yoláquitac	id=g:3587621
Finca Yolanda	id=g:3587622
Yojoa	id=g:3587623
Yocón	id=g:3587624
Yiquiché	id=g:3587625
Río Yerbabuena	id=g:3587626
Yerbabuena	id=g:3587627
Yerbabuena	id=g:3587628
Yerbabuena	id=g:3587629
Yerbabuena	id=g:3587630
Yerbabuena	id=g:3587631
Yerbabuena	id=g:3587632
Yerbabuena	id=g:3587633
Yerbabuena	id=g:3587634
Municipio de Yepocapa	id=g:3587635
Yepocapa	id=g:3587636
Yaxtunjá	id=g:3587637
Laguna Yaxtunilá	id=g:3587638
Arroyo Yaxtunilá	id=g:3587639
Río Yaxjá	id=g:3587640
Laguna Yaxjá	id=g:3587641
Yaxjá	id=g:3587642
Arroyo Yaxchilán	id=g:3587643
Yaxchilán	id=g:3587644
Yaxché	id=g:3587645
Finca Yaxcabnal	id=g:3587646
Yaxanlac	id=g:3587647
Yaxá	id=g:3587648
Río Yatzá	id=g:3587649
Yat	id=g:3587650
Yascap	id=g:3587651
Yarromero	id=g:3587652
Río Yaquijá	id=g:3587653
Yaqui	id=g:3587654
Yamoj	id=g:3587655
Yaltutú	id=g:3587656
Yaltutú	id=g:3587657
Yaltoyas	id=g:3587658
Yalpina	id=g:3587659
Yalpemech	id=g:3587660
Yaloch Viejo	id=g:3587661
Yaloch	id=g:3587662
Laguneta Yalmoján	id=g:3587663
Yalmoján	id=g:3587664
Hacienda Yalipur	id=g:3587665
Yalipur	id=g:3587666
Yalicoc	id=g:3587667
Yalchactí	id=g:3587668
Yalcachimbá	id=g:3587669
Yalantán	id=g:3587670
Yalanculuz	id=g:3587671
Yalambojoch	id=g:3587672
Yajaucú	id=g:3587673
Yahuactal	id=g:3587674
Río Yabalquix	id=g:3587675
Yabalquix	id=g:3587676
Quebrada Xutapán	id=g:3587677
Quebrada Xururuín	id=g:3587678
Xulú	id=g:3587679
Xultún	id=g:3587680
Xulá Copepé	id=g:3587681
Río Xulá	id=g:3587682
Río Xulá	id=g:3587683
Río Xulá	id=g:3587684
Xulá	id=g:3587685
Xulá	id=g:3587686
Xujchay	id=g:3587687
Xucubué	id=g:3587688
Xuctzul	id=g:3587689
Cerro Xucaneb	id=g:3587690
Xucaneb	id=g:3587691
Xoxtac	id=g:3587692
Río Xoxlac	id=g:3587693
Xoxlac	id=g:3587694
Xoxit	id=g:3587695
Xororaguá	id=g:3587696
Río Xoral	id=g:3587697
Xopacal	id=g:3587698
Río Xonimabeyá	id=g:3587699
Río Xoncol	id=g:3587700
Xoncá	id=g:3587701
Xolvellá	id=g:3587702
Río Xoluta	id=g:3587703
Xolsacmaljá	id=g:3587704
Xolpocol	id=g:3587705
Xolpic	id=g:3587706
Xoljuyub	id=g:3587707
Río Xol García	id=g:3587708
Xolcoy	id=g:3587709
Río Xolcatá	id=g:3587710
Xolá	id=g:3587711
Xocom	id=g:3587712
Xobor	id=g:3587713
Xmakabatún	id=g:3587714
Xixviac	id=g:3587715
Xix	id=g:3587716
Xiquín Sanai	id=g:3587717
Xiquiná	id=g:3587718
