Anjiabitira Rivière	id=g:1073626
Ambonara	id=g:1079425
Ambonara	id=g:1079426
Ambonara	id=g:1079427
Ambonara	id=g:1079428
Ambonara	id=g:1079429
Ambonara	id=g:1079430
Ambonara	id=g:1079431
Ambonara	id=g:1079432
Ambonara	id=g:1079433
Ambonara	id=g:1079434
Ambonara	id=g:1079435
Ambonara	id=g:1079436
Ambonara	id=g:1079437
Ambonantelo	id=g:1079438
Ambonaivo	id=g:1079439
Ambonaivo	id=g:1079440
Ambonaivo	id=g:1079441
Ambonaivo	id=g:1079442
Ambonadobe	id=g:1079443
Ambona	id=g:1079444
Ambombory	id=g:1079445
Ambomandrefanisahamena	id=g:1079446
Ambolozatsy	id=g:1079447
Ambolovoriky	id=g:1079448
Ambolovolo	id=g:1079449
Ambolovoka	id=g:1079450
Ambolovohitsy	id=g:1079451
Ambolovandrika	id=g:1079452
Ambolovaliha	id=g:1079453
Ambolotsangana	id=g:1079454
Ambolotsangana	id=g:1079455
Ambolotaramadinika	id=g:1079456
Ambolotarakely	id=g:1079457
Ambolotarakely	id=g:1079458
Ambolotarakely	id=g:1079459
Ambolotarafotsy	id=g:1079460
Ambolotarabe	id=g:1079461
Ambolotarabe	id=g:1079462
Ambolotara	id=g:1079463
Ambolotara	id=g:1079464
Ambolotara	id=g:1079465
Ambolotara	id=g:1079466
Ambolotara	id=g:1079467
Ambolosy Rivière	id=g:1079468
Ambolosy	id=g:1079469
Ambolosy	id=g:1079470
Ambolosy	id=g:1079471
Ambolosy	id=g:1079472
Ambolosarika	id=g:1079473
Ambolopamba	id=g:1079474
Ambolonkira	id=g:1079475
Ambolonisy	id=g:1079476
Ambolonisy	id=g:1079477
Ambolongo	id=g:1079478
Ambolondrano	id=g:1079479
Ambolonaondry Sud	id=g:1079480
Ambolonaondry Nord	id=g:1079481
Ambolonaondry	id=g:1079482
Ambolonaondry	id=g:1079483
Ambolonaondry	id=g:1079484
Ambolonakanga	id=g:1079485
Ambolona	id=g:1079486
Ambolona	id=g:1079487
Ambolomoty	id=g:1079488
Ambolomitsaky Rivière	id=g:1079489
Ambolomirehona	id=g:1079490
Ambolomena	id=g:1079491
Ambolomborona	id=g:1079492
Ambolomborona	id=g:1079493
Ambolomborona	id=g:1079494
Ambolomborona	id=g:1079495
Ambolomborona	id=g:1079496
Ambolomborona	id=g:1079497
Ambolomana	id=g:1079498
Ambolomailaka	id=g:1079499
Ambolomadinika	id=g:1079500
Ambolomadinika	id=g:1079501
Ambolomadinika	id=g:1079502
Ambololondrano	id=g:1079503
Ambolokoky	id=g:1079504
Ambolokohy	id=g:1079505
Ambolokohy	id=g:1079506
Ambolokohinoro	id=g:1079507
Ambolojatry	id=g:1079508
Ambolohazo	id=g:1079509
Ambolohando	id=g:1079510
Ambolofoty	id=g:1079511
Ambolody	id=g:1079512
Ambolodihy	id=g:1079513
Ambolodihy	id=g:1079514
Ambolodia Atsimo	id=g:1079515
Ambolodia	id=g:1079516
Ambolodia	id=g:1079517
Ambolodia	id=g:1079518
Ambolodia	id=g:1079519
Ambolodia	id=g:1079520
Ambolodia	id=g:1079521
Ambolodia	id=g:1079522
Ambolodia	id=g:1079523
Ambolodia	id=g:1079524
Baie d’ Ambolobozokely	id=g:1079525
Ambolobozokely	id=g:1079526
Ambolobozobe	id=g:1079527
Baie d’ Ambolobozo	id=g:1079528
Baie d’ Ambolobozo	id=g:1079529
Ambolobozo	id=g:1079530
Ambolobozo	id=g:1079531
Ambolobozo	id=g:1079532
Ambolobozo	id=g:1079533
Ambolobozo	id=g:1079534
Ambolobozo	id=g:1079535
Ambolobe Rivière	id=g:1079536
Ambolobe	id=g:1079537
Amboloavaratra	id=g:1079538
Amboloandro	id=g:1079539
Amboloandro	id=g:1079540
Amboloandro	id=g:1079541
Amboloando Rivière	id=g:1079542
Amboloando Rivière	id=g:1079543
Amboloando Rivière	id=g:1079544
Amboloandokely	id=g:1079545
Amboloando	id=g:1079546
Amboloando	id=g:1079547
Amboloando	id=g:1079548
Amboloando	id=g:1079549
Amboloando	id=g:1079550
Amboloando	id=g:1079551
Amboloando	id=g:1079552
Amboloando	id=g:1079553
Amboloando	id=g:1079554
Amboloando	id=g:1079555
Amboloando	id=g:1079556
Amboloando	id=g:1079557
Amboloando	id=g:1079558
Amboloando	id=g:1079559
Amboloando	id=g:1079560
Amboloando	id=g:1079561
Amboloando	id=g:1079562
Amboloando	id=g:1079563
Ambolo	id=g:1079564
Ambolo	id=g:1079565
Ambolo	id=g:1079566
Ambolo	id=g:1079567
Ambolo	id=g:1079568
Ambolo	id=g:1079569
Ambolitsifa	id=g:1079570
Ambolitaka	id=g:1079571
Ambolisoa	id=g:1079572
Ambolisaka	id=g:1079573
Ambolirano	id=g:1079574
Ambolipampa	id=g:1079575
Ambolipamba	id=g:1079576
Ambolikily	id=g:1079577
Ambolikapika	id=g:1079578
Amboliha	id=g:1079579
Ambolifia	id=g:1079580
Ambolidimaka	id=g:1079581
Ambolidiha	id=g:1079582
Ambolidibe Atsinanana	id=g:1079583
Ambolidibe Andrefana	id=g:1079584
Ambolidibe	id=g:1079585
Ambolidia	id=g:1079586
Amboliandro Atsimo	id=g:1079587
Amboliandro	id=g:1079588
Rochers d’ Amboliala	id=g:1079589
Amboliala	id=g:1079590
Ambolembary	id=g:1079591
Ambolembaka	id=g:1079592
Ambolavola	id=g:1079593
Ambolavoahangy	id=g:1079594
Ambolany	id=g:1079595
Ambolanira	id=g:1079596
Ambolanakoho	id=g:1079597
Ambolamena	id=g:1079598
Ambola	id=g:1079599
Ambokovoko	id=g:1079600
Ambokovoko	id=g:1079601
Ambokovoka	id=g:1079602
Ambokongaka	id=g:1079603
Ambokiriny	id=g:1079604
Ambokiloha	id=g:1079605
Farihy Ambokambatsy	id=g:1079606
Ambokamaty Rivière	id=g:1079607
Amboka	id=g:1079608
Amboka	id=g:1079609
Ambojomoloka	id=g:1079610
Ambojobe	id=g:1079611
Ambojimahabibo	id=g:1079612
Amboitsy	id=g:1079613
Amboimena	id=g:1079614
Ambohtrdazaina	id=g:1079615
Ambohodahy	id=g:1079616
Ambohizavavy	id=g:1079617
Ambohizato	id=g:1079618
Ambohizadrailoha	id=g:1079619
Ambohivorikely	id=g:1079620
Ambohivontany	id=g:1079621
Ambohivola	id=g:1079622
Ambohivohitra	id=g:1079623
Ambohivinakinampy	id=g:1079624
Ambohivelontrasa	id=g:1079625
Ambohivahy	id=g:1079626
Ambohitsy	id=g:1079627
Ambohitsy	id=g:1079628
Ambohitson	id=g:1079629
Ambohitsolomola	id=g:1079630
Ambohitsoaray	id=g:1079631
Ambohitsoa	id=g:1079632
Ambohitsoa	id=g:1079633
Ambohitsoa	id=g:1079634
Ambohitsoa	id=g:1079635
Ambohitsivalana	id=g:1079636
Ambohitsivalana	id=g:1079637
Ambohitsivalana	id=g:1079638
Ambohitsivalana	id=g:1079639
Ambohitsitonono	id=g:1079640
Ambohitsitononina	id=g:1079641
Ambohitsitondroinan’i Mahalevona	id=g:1079642
Ambohitsitondroinan’ Ambanizana	id=g:1079643
Ambohitsitondroina	id=g:1079644
Ambohitsitondroina	id=g:1079645
Ambohitsitaitaika	id=g:1079646
Ambohitsitaika	id=g:1079647
Ambohitsisoky	id=g:1079648
Ambohitsiroa	id=g:1079649
Ambohitsiraindraina	id=g:1079650
Ambohitsipiria	id=g:1079651
Ambohitsiosy	id=g:1079652
Ambohitsiomby	id=g:1079653
Ambohitsinjorano	id=g:1079654
Ambohitsimiray	id=g:1079655
Ambohitsimipy	id=g:1079656
Ambohitsimiozona	id=g:1079657
Ambohitsimiozo	id=g:1079658
Ambohitsimihafa	id=g:1079659
Ambohitsimiely	id=g:1079660
Ambohitsimiavona	id=g:1079661
Ambohitsimiasibe	id=g:1079662
Ambohitsimenaloha	id=g:1079663
Ambohitsimeloka	id=g:1079664
Ambohitsimeloka	id=g:1079665
Ambohitsimeloka	id=g:1079666
Ambohitsimeloka	id=g:1079667
Ambohitsimaramarakely	id=g:1079668
Ambohitsimaramara	id=g:1079669
Ambohitsimanova	id=g:1079670
Ambohitsimamory	id=g:1079671
Ambohitsileo	id=g:1079672
Ambohitsilaozana	id=g:1079673
Ambohitsikena	id=g:1079674
Ambohitsifa	id=g:1079675
Ambohitsiedehina	id=g:1079676
Ambohitsiandriana	id=g:1079677
Ambohitsiadriana	id=g:1079678
Ambohitsiadana	id=g:1079679
Ambohitsengia	id=g:1079680
Ambohitseheno	id=g:1079681
Ambohitsatrana	id=g:1079682
Ambohitsariary	id=g:1079683
Ambohitsaratelo-Bebao	id=g:1079684
Ambohitsaratelo	id=g:1079685
Ambohitsaratelo	id=g:1079686
Ambohitsaratelo	id=g:1079687
Ambohitsaratelo	id=g:1079688
Ambohitsaratany	id=g:1079689
Ambohitsararoa	id=g:1079690
Ambohitsararay	id=g:1079691
Ambohitsara III	id=g:1079692
Ambohitsara II	id=g:1079693
Ambohitsara I	id=g:1079694
Ambohitsara Atsinanana	id=g:1079695
Ambohitsara Atsinanana	id=g:1079696
Canal Ambohitsara	id=g:1079697
Ambohitsara	id=g:1079698
Ambohitsara	id=g:1079699
Ambohitsara	id=g:1079700
Ambohitsara	id=g:1079701
Ambohitsara	id=g:1079702
Ambohitsara	id=g:1079703
Ambohitsara	id=g:1079704
Ambohitsara	id=g:1079705
Ambohitsara	id=g:1079706
Ambohitsara	id=g:1079707
Ambohitsara	id=g:1079708
Ambohitsara	id=g:1079709
Ambohitsara	id=g:1079710
Ambohitsara	id=g:1079711
Ambohitsara	id=g:1079712
Ambohitsara	id=g:1079713
Ambohitsara	id=g:1079714
Ambohitsara	id=g:1079715
Ambohitsara	id=g:1079716
Ambohitsara	id=g:1079717
Ambohitsara	id=g:1079718
Ambohitsara	id=g:1079719
Ambohitsara	id=g:1079720
Ambohitsara	id=g:1079721
Ambohitsara	id=g:1079722
Ambohitsara	id=g:1079723
Ambohitsara	id=g:1079724
Ambohitsara	id=g:1079725
Ambohitsara	id=g:1079726
Ambohitsara	id=g:1079727
Ambohitsara	id=g:1079728
Ambohitsara	id=g:1079729
Ambohitsara	id=g:1079730
Ambohitsara	id=g:1079731
Ambohitsara	id=g:1079732
Ambohitsara	id=g:1079733
Ambohitsaony	id=g:1079734
Ambohitsaony	id=g:1079735
Ambohitsaonjo	id=g:1079736
Ambohitsanakisa	id=g:1079737
Ambohitsampana	id=g:1079738
Ambohitsambo	id=g:1079739
Ambohitsafy	id=g:1079740
Ambohitsabo	id=g:1079741
Ambohitsabo	id=g:1079742
Ambohitsabo	id=g:1079743
Ambohitrtsanga	id=g:1079744
Ambohitrova	id=g:1079745
Tangorombohitr’ Ambohitrosy	id=g:1079746
Ambohitrosy	id=g:1079747
Ambohitrosy	id=g:1079748
Ambohitrorisoa	id=g:1079749
Ambohitrony	id=g:1079750
Ambohitrony	id=g:1079751
Ambohitrony	id=g:1079752
Ambohitrondry	id=g:1079753
Ambohitrondry	id=g:1079754
Ambohitromby Andrefana	id=g:1079755
Ambohitromby	id=g:1079756
Ambohitromby	id=g:1079757
Ambohitromby	id=g:1079758
Ambohitromby	id=g:1079759
Ambohitromby	id=g:1079760
Ambohitromby	id=g:1079761
Ambohitromby	id=g:1079762
Ambohitromby	id=g:1079763
Ambohitromby	id=g:1079764
Ambohitromby	id=g:1079765
Ambohitromby	id=g:1079766
Ambohitromby	id=g:1079767
Ambohitromby	id=g:1079768
Ambohitromby	id=g:1079769
Ambohitromby	id=g:1079770
Ambohitromby	id=g:1079771
Ambohitromby	id=g:1079772
Ambohitromby	id=g:1079773
Ambohitrolona	id=g:1079774
Ambohitrolona	id=g:1079775
Ambohitrolombodo	id=g:1079776
Ambohitrolomahitsy	id=g:1079777
Ambohitrniandriana	id=g:1079778
Ambohitrmpanefy	id=g:1079779
Ambohitrmandriana	id=g:1079780
Ambohitrjanaka	id=g:1079781
Ambohitrizakazaka	id=g:1079782
Ambohitriteva	id=g:1079783
Ambohitrisoa	id=g:1079784
Ambohitririnina	id=g:1079785
Pointe Ambohitriomby	id=g:1079786
Ambohitrinivoay	id=g:1079787
Ambohitrinirna	id=g:1079788
Ambohitrinirina	id=g:1079789
Ambohitrinimpamosavy	id=g:1079790
Ambohitrinimerina	id=g:1079791
Ambohitrinimanga	id=g:1079792
Ambohitrinimamba	id=g:1079793
Ambohitrinibe	id=g:1079794
Ambohitrinibe	id=g:1079795
Ambohitrinibe	id=g:1079796
Ambohitrinibe	id=g:1079797
Ambohitriniandriano	id=g:1079798
Ambohitriniandrianina	id=g:1079799
Ambohitriniandriana	id=g:1079800
Ambohitriniandriana	id=g:1079801
Ambohitriniandriana	id=g:1079802
Ambohitrinambona	id=g:1079803
Ambohitrimo	id=g:1079804
Ambohitrimitsena	id=g:1079805
Ambohitrimarofotsy	id=g:1079806
Ambohitrimanjaka	id=g:1079807
Ambohitrimanjaka	id=g:1079808
Ambohitrila Sud	id=g:1079809
Ambohitrila	id=g:1079810
Ambohitrifamoly	id=g:1079811
Ambohitriasana	id=g:1079812
Ambohitriangy	id=g:1079813
Ambohitriana	id=g:1079814
Ambohitretikely	id=g:1079815
Ambohitretibe	id=g:1079816
Ambohitrenefitra	id=g:1079817
Ambohitrazo	id=g:1079818
Ambohitravato	id=g:1079819
Ambohitratsimo	id=g:1079820
Ambohitratsimo	id=g:1079821
Ambohitratsery	id=g:1079822
Ambohitratampona	id=g:1079823
Ambohitrasoavana	id=g:1079824
Ambohitrarivo	id=g:1079825
Ambohitrarivo	id=g:1079826
Ambohitrapirana	id=g:1079827
Ambohitrantoandro	id=g:1079828
Ambohitrantenaia	id=g:1079829
Ambohitrankizy	id=g:1079830
Ambohitranjombo	id=g:1079831
Ambohitranivo	id=g:1079832
Ambohitranivo	id=g:1079833
Ambohitranefitra	id=g:1079834
Ambohitranefitra	id=g:1079835
Ambohitrandriana	id=g:1079836
Ambohitrandriana	id=g:1079837
Ambohitrandriana	id=g:1079838
Ambohitrandriana	id=g:1079839
Ambohitrandriana	id=g:1079840
Ambohitrandriana	id=g:1079841
Ambohitrandriana	id=g:1079842
Ambohitrandriana	id=g:1079843
Ambohitrandriamanitra	id=g:1079844
Ambohitrandriamanitra	id=g:1079845
Ambohitrandriamanitra	id=g:1079846
Ambohitrandriamanitra	id=g:1079847
Ambohitrandraza	id=g:1079848
Ambohitrandraina	id=g:1079849
Ambohitrandraina	id=g:1079850
Ambohitrandafy	id=g:1079851
Ambohitranala	id=g:1079852
Ambohitranala	id=g:1079853
Ambohitranakomby	id=g:1079854
Ambohitrampovoana	id=g:1079855
Cap Ambohitramporia	id=g:1079856
Ambohitrambony	id=g:1079857
Ambohitrambony	id=g:1079858
Ambohitramboalambo	id=g:1079859
Ambohitramboalambo	id=g:1079860
Ambohitrambo	id=g:1079861
Ambohitrambo	id=g:1079862
Ambohitrambo	id=g:1079863
Ambohitrambo	id=g:1079864
Ambohitrambo	id=g:1079865
Ambohitrambo	id=g:1079866
Ambohitrambo	id=g:1079867
Ambohitrambo	id=g:1079868
Ambohitramba	id=g:1079869
Ambohitralika	id=g:1079870
Ambohitralika	id=g:1079871
Ambohitralanana	id=g:1079872
Ambohitralanana	id=g:1079873
Ambohitrakongona	id=g:1079874
Ambohitrakolahy	id=g:1079875
Ambohitrakoholahy	id=g:1079876
Ambohitrakoho	id=g:1079877
Ambohitrakoho	id=g:1079878
Ambohitrakitsy	id=g:1079879
Ambohitrakely	id=g:1079880
Ambohitrakely	id=g:1079881
Ambohitrakely	id=g:1079882
Ambohitrakely	id=g:1079883
Ambohitrakely	id=g:1079884
Ambohitrakanga	id=g:1079885
Ambohitrakanga	id=g:1079886
Ambohitrakanga	id=g:1079887
Ambohitraivo	id=g:1079888
Ambohitraivo	id=g:1079889
Ambohitraivo	id=g:1079890
Ambohitraivo	id=g:1079891
Ambohitraivo	id=g:1079892
Ambohitraivo	id=g:1079893
Ambohitraive	id=g:1079894
Ambohitraiva	id=g:1079895
Ambohitrainakoho	id=g:1079896
Ambohitraina	id=g:1079897
Ambohitr’afovoany	id=g:1079898
Ambohitrafovoany	id=g:1079899
Ambohitrafovoany	id=g:1079900
Ambohitrabo	id=g:1079901
Ambohitrabo	id=g:1079902
Ambohitrabel	id=g:1079903
Ambohitrabary	id=g:1079904
Tampon Ambohitra	id=g:1079905
Alan Ambohitra	id=g:1079906
Ambohitra	id=g:1079907
Ambohitra	id=g:1079908
Ambohitra	id=g:1079909
Ambohitra	id=g:1079910
Ambohitra	id=g:1079911
Ambohitra	id=g:1079912
Ambohitra	id=g:1079913
Ambohitra	id=g:1079914
Ambohitra	id=g:1079915
Ambohitra	id=g:1079916
Ambohitompoina	id=g:1079917
Ambohitompo	id=g:1079918
Ambohitompo	id=g:1079919
Ambohitombo	id=g:1079920
Ambohitoaka	id=g:1079921
Ambohitelo	id=g:1079922
Ambohitelo	id=g:1079923
Ambohitapaka	id=g:1079924
Ambohitany	id=g:1079925
Ambohitantely	id=g:1079926
Ambohitantely	id=g:1079927
Ambohitantely	id=g:1079928
Ambohitangena	id=g:1079929
Ambohitamotamo	id=g:1079930
Ambohisola	id=g:1079931
Ambohisikidy	id=g:1079932
Ambohisanga	id=g:1079933
Ambohisahatsiho	id=g:1079934
Ambohiriana	id=g:1079935
Ambohire	id=g:1079936
Ambohipotsy Nord	id=g:1079937
Ambohipotsy	id=g:1079938
Ambohipotsy	id=g:1079939
Ambohipopona	id=g:1079940
Ambohiponana	id=g:1079941
Ambohipoloalina	id=g:1079942
Ambohipoloalina	id=g:1079943
Ambohipolo	id=g:1079944
Ambohipolo	id=g:1079945
Ambohipolo	id=g:1079946
Ambohipoana	id=g:1079947
Ambohipo	id=g:1079948
Ambohipo	id=g:1079949
Ambohipo	id=g:1079950
Ambohipo	id=g:1079951
Ambohipitsaka	id=g:1079952
Ambohipisaka	id=g:1079953
Ambohipisaka	id=g:1079954
Ambohipisaka	id=g:1079955
Ambohipisaka	id=g:1079956
Ambohipisaka	id=g:1079957
Ambohipiratra	id=g:1079958
Ambohipirana	id=g:1079959
Ambohipiraka	id=g:1079960
Ambohipiky-Tomboarivo	id=g:1079961
Ambohipiky	id=g:1079962
Ambohipihaonano	id=g:1079963
Ambohipihaonana Rivière	id=g:1079964
Ambohipihaonana	id=g:1079965
Ambohipihaonana	id=g:1079966
Ambohipihaonana	id=g:1079967
Ambohipihaonana	id=g:1079968
Ambohipierenana	id=g:1079969
Ambohipierehana	id=g:1079970
Ambohipiara	id=g:1079971
Ambohiperivoana	id=g:1079972
Ambohipeno	id=g:1079973
Ambohipeno	id=g:1079974
Ambohipeno	id=g:1079975
Ambohipeno	id=g:1079976
Ambohipeno	id=g:1079977
Ambohipeno	id=g:1079978
Ambohipeno	id=g:1079979
Ambohipeno	id=g:1079980
Ambohipeno	id=g:1079981
Ambohipeno	id=g:1079982
Ambohipeno	id=g:1079983
Ambohipeno	id=g:1079984
Ambohipeno	id=g:1079985
Ambohipeno	id=g:1079986
Ambohipeno	id=g:1079987
Ambohipeno	id=g:1079988
Ambohipeno	id=g:1079989
Ambohipeno	id=g:1079990
Ambohipeno	id=g:1079991
Ambohipeno	id=g:1079992
Ambohipato	id=g:1079993
Ambohipato	id=g:1079994
Ambohipasy	id=g:1079995
Ambohipasy	id=g:1079996
Ambohipasy	id=g:1079997
Ambohipary	id=g:1079998
Ambohiparihy	id=g:1079999
Ambohipanjava	id=g:1080000
Ambohipanenitra	id=g:1080001
Ambohipandrano	id=g:1080002
Ambohipaly	id=g:1080003
Ambohipaky	id=g:1080004
Ambohipaka	id=g:1080005
Ambohipaiana	id=g:1080006
Ambohipahana	id=g:1080007
Ambohiorana	id=g:1080008
Ambohiniriana	id=g:1080009
Ambohinime	id=g:1080010
Ambohinihaonana II	id=g:1080011
Ambohinihaonana I	id=g:1080012
Ambohinihaonana	id=g:1080013
Ambohinihaonana	id=g:1080014
Ambohinihaonana	id=g:1080015
Ambohinihaonana	id=g:1080016
Ambohinierenana	id=g:1080017
Ambohinierana	id=g:1080018
Ambohinierana	id=g:1080019
Ambohinierana	id=g:1080020
Ambohindrandriana	id=g:1080021
Ambohinavela	id=g:1080022
Ambohinasondrotra	id=g:1080023
Ambohinarenina	id=g:1080024
Ambohinarenina	id=g:1080025
Ambohinaorina	id=g:1080026
Ambohinaorina	id=g:1080027
Ambohinaorina	id=g:1080028
Ambohinaorina	id=g:1080029
Ambohinangy	id=g:1080030
Ambohinangy	id=g:1080031
Ambohinamboarina	id=g:1080032
Ambohinamboarina	id=g:1080033
Ambohinamboarina	id=g:1080034
Ambohinabao	id=g:1080035
Ambohina	id=g:1080036
Ambohimpanja	id=g:1080037
Ambohimpanana	id=g:1080038
Ambohimorina	id=g:1080039
Ambohimoana	id=g:1080040
Ambohimitsivalana	id=g:1080041
Ambohimitsinjo	id=g:1080042
Ambohimitsinjo	id=g:1080043
Ambohimitsinjo	id=g:1080044
Ambohimitsinjo	id=g:1080045
Ambohimitsinjo	id=g:1080046
Ambohimitsinjo	id=g:1080047
Ambohimitsinjo	id=g:1080048
Ambohimitsimbina	id=g:1080049
Ambohimitsara	id=g:1080050
Ambohimitsara	id=g:1080051
Ambohimitsangana	id=g:1080052
Ambohimitombo	id=g:1080053
Ambohimitombo	id=g:1080054
Ambohimitikina	id=g:1080055
Ambohimitety	id=g:1080056
Ambohimita	id=g:1080057
Ambohimisondrotra	id=g:1080058
Ambohimisafy	id=g:1080059
Ambohimisafy	id=g:1080060
Ambohimirorona	id=g:1080061
Ambohimiritika	id=g:1080062
Ambohimirary	id=g:1080063
Ambohimirary	id=g:1080064
Ambohimirary	id=g:1080065
Ambohimirary	id=g:1080066
Ambohimirana	id=g:1080067
Ambohimirahavavy	id=g:1080068
Ambohimirahavavy	id=g:1080069
Ambohimirahavavy	id=g:1080070
Ambohimirahavavy	id=g:1080071
Ambohimirahavavy	id=g:1080072
Ambohimirahavavy	id=g:1080073
Ambohimirahavavy	id=g:1080074
Ambohimirahavavy	id=g:1080075
Ambohimira	id=g:1080076
Ambohimira	id=g:1080077
Ambohimira	id=g:1080078
Ambohimira	id=g:1080079
Ambohiminaoka	id=g:1080080
Ambohimilemaka	id=g:1080081
Ambohimilemaka	id=g:1080082
Ambohimilatsara	id=g:1080083
Ambohimilanja	id=g:1080084
Ambohimilanja	id=g:1080085
Ambohimilanga	id=g:1080086
Ambohimijery	id=g:1080087
Ambohimierambe-Andranofito	id=g:1080088
Ambohimiera	id=g:1080089
Lac Ambohimiely	id=g:1080090
Ambohimibohaka	id=g:1080091
Ambohimibaboka	id=g:1080092
Ambohimiarivo	id=g:1080093
Ambohimiarina	id=g:1080094
Ambohimiarina	id=g:1080095
Ambohimiarina	id=g:1080096
Ambohimiarina	id=g:1080097
Ambohimiarina	id=g:1080098
Ambohimiarina	id=g:1080099
Ambohimiarina	id=g:1080100
Ambohimiarina	id=g:1080101
Ambohimiarina	id=g:1080102
Ambohimiarina	id=g:1080103
Ambohimiarina	id=g:1080104
Ambohimiarina	id=g:1080105
Ambohimiarina	id=g:1080106
Ambohimiarina	id=g:1080107
Ambohimiarina	id=g:1080108
Ambohimiarina	id=g:1080109
Ambohimiarina	id=g:1080110
Ambohimiarina	id=g:1080111
Ambohimiarina	id=g:1080112
Ambohimiarina	id=g:1080113
Ambohimiarina	id=g:1080114
Ambohimiarabe	id=g:1080115
Ambohimiankikely	id=g:1080116
Ambohimiangaly	id=g:1080117
Ambohimiandra	id=g:1080118
Ambohimiandra	id=g:1080119
Ambohimiandra	id=g:1080120
Ambohimiandra	id=g:1080121
Ambohimiandra	id=g:1080122
Ambohimiandra	id=g:1080123
Ambohimiakatra	id=g:1080124
Ambohimiakatra	id=g:1080125
Ambohimiakatra	id=g:1080126
Ambohimiadona	id=g:1080127
Ambohimiadana	id=g:1080128
Ambohimiadana	id=g:1080129
Ambohimiadana	id=g:1080130
Ambohimiadana	id=g:1080131
Ambohimiadana	id=g:1080132
Ambohimiadana	id=g:1080133
Ambohimiadana	id=g:1080134
Ambohimenakely	id=g:1080135
Ambohimena Atsimo	id=g:1080136
Ambohimena	id=g:1080137
Ambohimena	id=g:1080138
Ambohimena	id=g:1080139
Ambohimena	id=g:1080140
Ambohimena	id=g:1080141
Ambohimena	id=g:1080142
Ambohimena	id=g:1080143
Ambohimena	id=g:1080144
Ambohimena	id=g:1080145
Ambohimena	id=g:1080146
Ambohimena	id=g:1080147
Ambohimena	id=g:1080148
Ambohimena	id=g:1080149
Ambohimena	id=g:1080150
Ambohimena	id=g:1080151
Ambohimena	id=g:1080152
Ambohimena	id=g:1080153
Ambohimena	id=g:1080154
Ambohimena	id=g:1080155
Ambohimena	id=g:1080156
Ambohimena	id=g:1080157
Ambohimena	id=g:1080158
Ambohimena	id=g:1080159
Ambohimeha	id=g:1080160
Ambohimay	id=g:1080161
Ambohimavo	id=g:1080162
Ambohimavo	id=g:1080163
Ambohimasina	id=g:1080164
Ambohimasina	id=g:1080165
Ambohimasina	id=g:1080166
Ambohimasina	id=g:1080167
Ambohimasina	id=g:1080168
Ambohimasina	id=g:1080169
Ambohimasina	id=g:1080170
Ambohimasina	id=g:1080171
Ambohimasina	id=g:1080172
Ambohimasina	id=g:1080173
Ambohimasina	id=g:1080174
Ambohimary	id=g:1080175
Ambohimary	id=g:1080176
Ambohimary	id=g:1080177
Ambohimary	id=g:1080178
Ambohimariribe	id=g:1080179
Ambohimarirana	id=g:1080180
Ambohimarirana	id=g:1080181
Ambohimarintsoa	id=g:1080182
Ambohimarintsoa	id=g:1080183
Ambohimarino	id=g:1080184
Ambohimarina	id=g:1080185
Ambohimarina	id=g:1080186
Ambohimarina	id=g:1080187
Ambohimarina	id=g:1080188
Ambohimarina	id=g:1080189
Ambohimarina	id=g:1080190
Ambohimarina	id=g:1080191
Ambohimarina	id=g:1080192
Ambohimarina	id=g:1080193
Ambohimarina	id=g:1080194
Ambohimarina	id=g:1080195
Ambohimarina	id=g:1080196
Ambohimarina	id=g:1080197
Ambohimarina	id=g:1080198
Ambohimarina	id=g:1080199
Ambohimarina	id=g:1080200
Ambohimarina	id=g:1080201
Ambohimarina	id=g:1080202
Ambohimarina	id=g:1080203
Ambohimarina	id=g:1080204
Ambohimarina	id=g:1080205
Ambohimarina	id=g:1080206
Ambohimarina	id=g:1080207
Ambohimarina	id=g:1080208
Ambohimarina	id=g:1080209
Ambohimarina	id=g:1080210
Ambohimarina	id=g:1080211
Ambohimarina	id=g:1080212
Ambohimarina	id=g:1080213
Ambohimarina	id=g:1080214
Ambohimarina	id=g:1080215
Ambohimarina	id=g:1080216
Ambohimarina	id=g:1080217
Ambohimarina	id=g:1080218
Ambohimarina	id=g:1080219
Ambohimarina	id=g:1080220
Ambohimarina	id=g:1080221
Ambohimarina	id=g:1080222
Ambohimarina	id=g:1080223
Ambohimarina	id=g:1080224
Ambohimarimamo	id=g:1080225
Ambohimarany	id=g:1080226
Ambohimaranitra-Nore	id=g:1080227
Ambohimaranitra	id=g:1080228
Ambohimaranitra	id=g:1080229
Ambohimarangitra	id=g:1080230
Ambohimapine	id=g:1080231
Ambohimanoy	id=g:1080232
Ambohimanoro	id=g:1080233
Ambohimanoa	id=g:1080234
Ambohimanoa	id=g:1080235
Ambohimanoa	id=g:1080236
Ambohimanoa	id=g:1080237
Ambohimanjato	id=g:1080238
Ambohimanjakarano	id=g:1080239
Ambohimanjaka Atsimo	id=g:1080240
Ambohimanjaka	id=g:1080241
Ambohimanjaka	id=g:1080242
Ambohimanjaka	id=g:1080243
Ambohimanjaka	id=g:1080244
Ambohimanjaka	id=g:1080245
Ambohimanjaka	id=g:1080246
Ambohimanjaka	id=g:1080247
Ambohimanjaka	id=g:1080248
Ambohimanjaka	id=g:1080249
Ambohimanjaka	id=g:1080250
Ambohimanjaka	id=g:1080251
